eps,om,prev_eps,prev_eps_yoy,gm,prev_year,symbol,name,date,rev_yoy,eps_yoy,prev_rev_yoy,est_price,price,status,expansion,pe,advice
0.11,1.28%,1.95,-33.45,25.80%,2025,3306.TWO,鼎天,2026-03,312.01,173.33,10.49,83.55000000000001,44.7999992371,⚠️ 獲利稀釋,-138.67999999999998,8.043087834308798,⚪ 中性觀察
1.75,N/A,6.18,-4.63,N/A,2025,8109.TWO,博大,2026-03,148.79,10.06,15.04,223.8,130.5,⚠️ 獲利稀釋,-138.73,8.746648793565683,⚪ 中性觀察
0.06,-3.56%,0.19,-19.23,15.75%,2025,1414.TW,東和,2026-03,539.09,400.0,-10.66,5.8500000000000005,17.3999996185,⚠️ 獲利稀釋,-139.09000000000003,44.61538363717949,❌ 暫避觀望
0.1,N/A,3.0,-47.4,N/A,2025,7770.TWO,君曜,2026-03,51.4,-87.95,12.79,78.0,38.2999992371,📉 獲利侵蝕,-139.35,7.365384468673077,⚪ 中性觀察
3.38,N/A,11.47,2.97,N/A,2025,7765.TW,中華資安,2026-03,142.19,2.74,3.64,440.70000000000005,231.0,⚠️ 獲利稀釋,-139.45,7.862491490810074,⚪ 中性觀察
0.39,11.73%,5.29,-6.08,49.97%,2025,1295.TWO,生合,2026-03,70.64,-69.05,4.97,193.95,44.5,📉 獲利侵蝕,-139.69,3.4416086620262956,⚪ 中性觀察
-0.03,N/A,-0.52,-147.27,N/A,2025,6243.TW,迅杰,2026-03,30.39,-109.68,-12.93,-18.6,37.2000007629,📉 獲利侵蝕,-140.07,0.0,⚪ 數據不足
0.91,12.30%,3.43,-4.72,34.23%,2025,4584.TWO,君帆,2026-03,108.67,-31.58,-1.51,134.39999999999998,37.0,📉 獲利侵蝕,-140.25,4.1294642857142865,⚪ 中性觀察
1.64,N/A,6.76,-24.75,N/A,2025,2729.TWO,瓦城,2026-03,104.46,-36.22,0.46,290.85,154.5,📉 獲利侵蝕,-140.68,7.968024755028365,⚪ 中性觀察
0.4,2.86%,2.81,-29.75,42.16%,2025,3035.TW,智原,2026-03,71.65,-69.92,62.61,99.74999999999999,179.0,📉 獲利侵蝕,-141.57,26.91729323308271,❌ 暫避觀望
0.73,N/A,2.0,-48.05,N/A,2025,6292.TWO,迅德,2026-03,244.55,102.78,-3.28,52.95,66.1999969482,⚠️ 獲利稀釋,-141.77,18.75354021195467,❌ 暫避觀望
4.62,N/A,17.76,-0.84,N/A,2025,8081.TW,致新,2026-03,137.6,-4.18,5.0,659.1,251.0,📉 獲利侵蝕,-141.78,5.71233500227583,⚪ 中性觀察
1.33,N/A,5.8,15.63,N/A,2025,6527.TWO,明達醫,2026-03,133.59,-8.28,9.33,215.7,75.0,📉 獲利侵蝕,-141.87,5.215577190542421,⚪ 中性觀察
-0.63,N/A,-2.57,18.35,N/A,2025,6461.TWO,益得,2026-03,143.49,1.56,170.31,-88.05,25.2000007629,⚠️ 獲利稀釋,-141.93,0.0,⚪ 數據不足
0.64,N/A,3.09,-39.84,N/A,2025,7715.TWO,裕山,2026-03,89.96,-52.24,-27.76,127.64999999999999,28.5,📉 獲利侵蝕,-142.2,3.349001175088132,⚪ 中性觀察
13.35,31.25%,42.0,10.18,47.51%,2025,1590.TW,亞德客-KY,2026-03,180.17,37.91,11.97,1583.5500000000002,1245.0,⚠️ 獲利稀釋,-142.26,11.793123046319977,⚪ 中性觀察
-1.11,-58.77%,-1.59,6.47,32.24%,2025,1538.TW,正峰,2026-03,51.34,-91.38,1.9,-39.0,8.8500003815,📉 獲利侵蝕,-142.72,0.0,⚪ 數據不足
0.12,N/A,-0.65,-246.15,N/A,2025,5468.TWO,凱鈺,2026-03,443.05,300.0,36.88,-13.65,24.6000003815,🔄 轉虧為盈,-143.05,0.0,⚪ 數據不足
6.19,16.92%,26.87,-19.62,38.19%,2025,3034.TW,聯詠,2026-03,114.65,-28.44,-2.07,1029.8999999999999,545.0,📉 獲利侵蝕,-143.09,7.937663850859307,⚪ 中性觀察
0.34,N/A,0.58,14.0,N/A,2025,8033.TW,雷虎,2026-03,185.98,41.67,14.37,35.24999999999999,168.0,⚠️ 獲利稀釋,-144.31,71.48936170212767,❌ 暫避觀望
6.77,N/A,34.51,6.64,N/A,2025,4966.TWO,譜瑞-KY,2026-03,125.8,-19.19,1.76,1293.4499999999998,556.0,📉 獲利侵蝕,-144.99,6.447871970311957,⚪ 中性觀察
25.7,N/A,75.71,110.03,N/A,2025,7769.TW,鴻勁,2026-03,206.98,61.74,116.34,2791.5,6135.0,⚠️ 獲利稀釋,-145.23999999999998,32.96614723267061,❌ 暫避觀望
1.01,N/A,2.25,-50.22,N/A,2025,4995.TWO,晶達,2026-03,237.89,92.31,-7.32,72.45,50.5,⚠️ 獲利稀釋,-145.57999999999998,10.455486542443063,⚪ 中性觀察
0.39,N/A,0.58,-10.94,N/A,2025,4155.TW,訊映,2026-03,269.52,123.53,-6.81,11.549999999999999,14.8500003815,⚠️ 獲利稀釋,-145.98999999999998,19.28571478116883,❌ 暫避觀望
0.49,14.34%,1.81,-23.5,33.56%,2025,1203.TW,味王,2026-03,130.66,-15.52,-10.06,63.3,43.3499984741,📉 獲利侵蝕,-146.18,10.272511486753555,⚪ 中性觀察
0.5,N/A,3.29,-50.94,N/A,2025,7642.TWO,昶瑞機電,2026-03,79.57,-66.89,-15.67,130.35000000000002,70.0,📉 獲利侵蝕,-146.45999999999998,8.055235903337168,⚪ 中性觀察
1.83,N/A,6.25,47.62,N/A,2025,7810.TWO,捷創科技,2026-03,177.74,30.71,34.56,202.2,219.0,⚠️ 獲利稀釋,-147.03,16.246290801186944,❌ 暫避觀望
0.53,N/A,1.85,-7.07,N/A,2025,8932.TWO,智通*,2026-03,107.87,-39.77,51.84,107.1,89.0999984741,📉 獲利侵蝕,-147.64000000000001,12.478991382927171,⚪ 中性觀察
0.32,N/A,1.13,-5.93,N/A,2025,6821.TWO,聯寶,2026-03,151.01,3.33,2.84,41.699999999999996,41.4000015259,⚠️ 獲利稀釋,-147.67999999999998,14.892086879820146,⚪ 中性觀察
2.21,N/A,7.37,32.55,N/A,2025,5234.TW,達興材料,2026-03,165.36,17.55,12.43,275.1,294.0,⚠️ 獲利稀釋,-147.81,16.03053435114504,❌ 暫避觀望
0.26,N/A,2.37,-25.47,N/A,2025,6671.TW,三能-KY,2026-03,118.45,-29.73,-2.1,76.94999999999999,22.9500007629,📉 獲利侵蝕,-148.18,4.473684359239767,⚪ 中性觀察
0.18,N/A,0.96,3.23,N/A,2025,8923.TWO,時報,2026-03,86.03,-62.5,2.69,34.199999999999996,18.5,📉 獲利侵蝕,-148.53,8.1140350877193,⚪ 中性觀察
0.92,N/A,3.0,-58.85,N/A,2025,4572.TW,駐龍,2026-03,119.1,-29.77,-23.02,106.8,141.0,📉 獲利侵蝕,-148.87,19.803370786516854,❌ 暫避觀望
9.53,31.26%,36.75,49.96,41.25%,2025,3653.TW,健策,2026-03,148.55,-0.63,42.0,1359.6,5355.0,📉 獲利侵蝕,-149.18,59.079876434245364,❌ 暫避觀望
0.4,-15.73%,-1.63,-148.96,23.65%,2025,2231.TW,為升,2026-03,106.56,-42.86,-21.77,-24.3,90.5,🔄 轉虧為盈,-149.42000000000002,0.0,⚪ 數據不足
-0.21,N/A,-0.88,-10.0,N/A,2025,4188.TWO,安克,2026-03,166.01,16.0,-42.69,-33.75,13.8000001907,⚠️ 獲利稀釋,-150.01,0.0,⚪ 數據不足
0.01,N/A,-0.28,38.64,N/A,2025,6226.TW,光鼎,2026-03,261.16,111.11,-3.71,-9.9,43.8499984741,🔄 轉虧為盈,-150.05,0.0,⚪ 數據不足
1.08,N/A,4.22,10.39,N/A,2025,7753.TWO,星亞,2026-03,159.56,9.09,9.51,157.95,35.7000007629,⚠️ 獲利稀釋,-150.47,3.3903134627635327,⚪ 中性觀察
-0.44,23.11%,-0.57,1.75,49.56%,2025,4142.TW,國光生,2026-03,167.87,17.31,-9.99,-47.25000000000001,17.75,⚠️ 獲利稀釋,-150.56,0.0,⚪ 數據不足
2.1,N/A,6.58,198.64,N/A,2025,6719.TW,力智,2026-03,192.82,41.89,23.89,222.3,181.0,⚠️ 獲利稀釋,-150.93,12.213225371120108,⚪ 中性觀察
6.23,N/A,15.42,-12.9,N/A,2025,6683.TWO,雍智科技,2026-03,216.06,64.88,23.03,550.4999999999999,1575.0,⚠️ 獲利稀釋,-151.18,42.91553133514987,❌ 暫避觀望
-0.01,-19.63%,-0.62,-192.54,44.07%,2025,3086.TWO,華義*,2026-03,47.85,-104.55,5.99,-25.5,28.8999996185,📉 獲利侵蝕,-152.4,0.0,⚪ 數據不足
19.54,N/A,46.93,40.24,N/A,2025,6515.TW,穎崴,2026-03,166.0,13.4,35.51,1842.6000000000001,6120.0,⚠️ 獲利稀釋,-152.6,49.82090524259199,❌ 暫避觀望
0.41,N/A,3.14,131.69,N/A,2025,4946.TWO,辣椒,2026-03,69.99,-82.61,786.25,144.9,89.8000030518,📉 獲利侵蝕,-152.6,9.296066568509318,⚪ 中性觀察
0.58,N/A,2.87,-39.39,N/A,2025,6962.TW,奕力-KY,2026-03,83.05,-69.68,-15.03,120.60000000000001,30.8999996185,📉 獲利侵蝕,-152.73000000000002,3.843283534639303,⚪ 中性觀察
0.51,5.94%,3.93,61.83,49.60%,2025,2756.TWO,聯發國際,2026-03,148.91,-3.85,69.66,125.39999999999999,63.0,📉 獲利侵蝕,-152.76,7.535885167464115,⚪ 中性觀察
0.24,-0.86%,1.0,-33.77,38.12%,2025,3438.TWO,類比科,2026-03,125.85,-27.27,4.92,29.250000000000004,62.4000015259,📉 獲利侵蝕,-153.12,32.00000078251282,❌ 暫避觀望
1.86,N/A,5.64,-45.5,N/A,2025,6585.TW,鼎基,2026-03,124.98,-28.46,-13.21,210.0,104.5,📉 獲利侵蝕,-153.44,7.464285714285714,⚪ 中性觀察
0.01,-362.94%,0.68,-32.0,23.48%,2025,3308.TW,聯德,2026-03,55.25,-98.28,-88.36,7.95,21.7000007629,📉 獲利侵蝕,-153.53,40.943397665849055,❌ 暫避觀望
0.16,22.47%,6.85,-51.27,34.04%,2025,2348.TW,海悅,2026-03,60.26,-93.37,-27.63,208.2,73.9000015259,📉 獲利侵蝕,-153.63,5.324207602730548,⚪ 中性觀察
0.53,N/A,1.95,-45.98,N/A,2025,1524.TW,耿鼎,2026-03,108.08,-45.92,-12.78,68.7,25.9500007629,📉 獲利侵蝕,-154.0,5.665939031200874,⚪ 中性觀察
0.71,41.07%,3.18,3.25,46.23%,2025,2617.TW,台航,2026-03,177.0,22.41,-2.28,0.0,0.0,⚠️ 獲利稀釋,-154.59,0.0,⚪ 數據不足
-0.29,-12.95%,-1.75,-22.38,34.82%,2025,3122.TWO,笙泉,2026-03,199.88,45.28,-11.1,-67.95,24.4500007629,⚠️ 獲利稀釋,-154.6,0.0,⚪ 數據不足
-0.68,N/A,-1.83,-355.0,N/A,2025,6695.TW,芯鼎,2026-03,159.07,4.29,10.49,-87.9,49.5499992371,⚠️ 獲利稀釋,-154.78,0.0,⚪ 數據不足
3.68,27.57%,7.83,-12.03,58.57%,2025,3491.TWO,昇達科,2026-03,225.35,70.37,5.02,290.7,1485.0,🏰 高護城河,-154.98,76.62538699690403,❌ 暫避觀望
0.83,N/A,2.72,-20.23,N/A,2025,6161.TWO,捷波,2026-03,200.61,45.61,12.38,100.05,48.9000015259,⚠️ 獲利稀釋,-155.0,7.331334561604199,⚪ 中性觀察
1.29,N/A,5.13,-5.16,N/A,2025,4163.TWO,鐿鈦,2026-03,132.18,-23.31,1.22,179.25000000000003,133.0,📉 獲利侵蝕,-155.49,11.12970711297071,⚪ 中性觀察
1.6,N/A,7.34,2.89,N/A,2025,6761.TWO,穩得,2026-03,140.64,-14.89,-2.32,269.25,162.0,📉 獲利侵蝕,-155.52999999999997,9.025069637883009,⚪ 中性觀察
0.08,11.18%,1.22,15.09,40.97%,2025,3093.TWO,港建*,2026-03,74.54,-81.4,38.76,44.849999999999994,44.1500015259,📉 獲利侵蝕,-155.94,14.765886797959869,⚪ 中性觀察
0.6,N/A,5.49,-22.13,N/A,2025,5474.TWO,聰泰,2026-03,115.66,-41.18,22.92,185.7,154.5,📉 獲利侵蝕,-156.84,12.479806138933766,⚪ 中性觀察
1.75,N/A,6.51,11.33,N/A,2025,6498.TWO,久禾光,2026-03,173.58,16.67,19.77,229.95000000000002,65.8000030518,⚠️ 獲利稀釋,-156.91000000000003,4.292237641996086,⚪ 中性觀察
0.63,N/A,1.61,-28.18,N/A,2025,9918.TW,欣天然,2026-03,174.38,16.98,2.96,65.4,43.2000007629,⚠️ 獲利稀釋,-157.4,9.908257055711008,⚪ 中性觀察
-0.62,N/A,-0.59,16.9,N/A,2025,8067.TWO,志旭,2026-03,57.79,-100.0,-2.17,-29.85,11.6999998093,📉 獲利侵蝕,-157.79,0.0,⚪ 數據不足
-0.57,N/A,-1.33,-1377.78,N/A,2025,5272.TWO,笙科,2026-03,68.27,-90.0,2.86,-50.4,16.75,📉 獲利侵蝕,-158.26999999999998,0.0,⚪ 數據不足
0.02,-2.71%,0.28,-57.58,24.73%,2025,3024.TW,憶聲,2026-03,68.51,-90.0,-31.39,13.800000000000002,14.8000001907,📉 獲利侵蝕,-158.51,16.086956729021736,❌ 暫避觀望
0.02,N/A,0.12,139.29,N/A,2025,8080.TWO,泰霖,2026-03,76.73,-81.82,22.38,9.0,28.75,📉 獲利侵蝕,-158.55,47.91666666666667,❌ 暫避觀望
1.0,N/A,8.29,-19.59,N/A,2025,6862.TW,三集瑞-KY,2026-03,90.37,-68.65,2.98,277.65,130.0,📉 獲利侵蝕,-159.02,7.023230686115614,⚪ 中性觀察
-0.31,-18.87%,-1.29,31.02,42.56%,2025,4128.TWO,中天,2026-03,185.58,26.19,9.94,-58.650000000000006,14.6499996185,⚠️ 獲利稀釋,-159.39000000000001,0.0,⚪ 數據不足
3.27,N/A,12.15,-14.17,N/A,2025,6996.TWO,力領科技,2026-03,195.54,36.13,-9.4,419.85,170.0,⚠️ 獲利稀釋,-159.41,6.073597713469096,⚪ 中性觀察
0.51,17.09%,1.36,-13.92,34.44%,2025,1568.TW,倉佑,2026-03,155.84,-3.77,0.3,49.35,30.3500003815,📉 獲利侵蝕,-159.61,9.224924128115502,⚪ 中性觀察
-0.24,N/A,-1.52,-462.96,N/A,2025,6237.TWO,驊訊,2026-03,214.29,52.94,11.69,-67.2,33.9000015259,⚠️ 獲利稀釋,-161.35,0.0,⚪ 數據不足
0.4,N/A,2.25,-62.55,N/A,2025,8102.TWO,傑霖科技,2026-03,100.37,-61.9,-23.31,79.49999999999999,61.5,📉 獲利侵蝕,-162.27,11.603773584905662,⚪ 中性觀察
1.37,N/A,5.51,57.43,N/A,2025,6203.TWO,海韻電,2026-03,137.15,-25.14,37.15,164.85,59.5999984741,📉 獲利侵蝕,-162.29000000000002,5.4231117810828025,⚪ 中性觀察
2.47,N/A,6.32,-22.95,N/A,2025,6651.TWO,全宇昕,2026-03,186.39,22.89,3.91,234.00000000000003,147.0,⚠️ 獲利稀釋,-163.5,9.423076923076922,⚪ 中性觀察
2.59,7.00%,7.4,-12.32,25.33%,2025,3213.TWO,茂訊,2026-03,155.73,-8.48,1.19,292.35,124.0,📉 獲利侵蝕,-164.20999999999998,6.362237044638276,⚪ 中性觀察
-0.58,-40.94%,-1.34,59.69,27.86%,2025,2424.TW,隴華,2026-03,50.4,-114.81,34.04,-58.8,7.8800001144,📉 獲利侵蝕,-165.21,0.0,⚪ 數據不足
0.84,12.42%,3.81,-32.69,44.64%,2025,4138.TWO,曜亞,2026-03,139.24,-26.32,-11.82,145.8,53.9000015259,📉 獲利侵蝕,-165.56,5.545267646697531,⚪ 中性觀察
1.17,30.49%,4.31,-22.2,35.36%,2025,2606.TW,裕民,2026-03,499.13,333.33,-4.75,139.19999999999996,77.0,⚠️ 獲利稀釋,-165.8,8.29741379310345,⚪ 中性觀察
0.09,22.84%,0.13,141.94,43.11%,2025,3252.TWO,海灣,2026-03,179.42,12.5,-3.71,2.55,15.3500003815,⚠️ 獲利稀釋,-166.92,90.29411989117648,❌ 暫避觀望
1.19,N/A,1.91,240.74,N/A,2025,4949.TW,有成精密,2026-03,364.73,197.5,-0.48,80.1,73.5999984741,⚠️ 獲利稀釋,-167.23000000000002,13.782771249831463,⚪ 中性觀察
3.21,N/A,8.67,-0.23,N/A,2025,6197.TW,佳必琪,2026-03,264.19,96.93,12.03,325.49999999999994,304.5,⚠️ 獲利稀釋,-167.26,14.032258064516132,⚪ 中性觀察
-0.64,N/A,-5.1,-40.62,N/A,2025,6550.TW,北極星藥業-KY,2026-03,192.98,25.58,-62.05,-160.04999999999998,19.0952205658,⚠️ 獲利稀釋,-167.39999999999998,0.0,⚪ 數據不足
-0.23,-38.32%,-1.09,-234.57,35.81%,2025,2482.TW,連宇,2026-03,162.93,-4.55,-16.89,-45.3,16.0,📉 獲利侵蝕,-167.48000000000002,0.0,⚪ 數據不足
-0.4,N/A,-1.29,-516.13,N/A,2025,8437.TWO,大地-KY,2026-03,157.19,-11.11,-31.28,-46.050000000000004,9.1199998856,📉 獲利侵蝕,-168.3,0.0,⚪ 數據不足
3.85,15.69%,12.25,17.26,39.78%,2025,2395.TW,研華,2026-03,190.06,21.52,18.56,453.6,686.0,⚠️ 獲利稀釋,-168.54,22.685185185185183,❌ 暫避觀望
0.64,N/A,0.67,-69.96,N/A,2025,6224.TW,聚鼎,2026-03,215.08,46.51,-2.5,46.949999999999996,86.5,⚠️ 獲利稀釋,-168.57000000000002,27.635782747603834,❌ 暫避觀望
3.66,23.34%,11.33,32.78,44.02%,2025,4749.TWO,新應材,2026-03,232.49,63.39,28.3,432.6,740.0,⚠️ 獲利稀釋,-169.10000000000002,25.65880721220527,❌ 暫避觀望
0.96,N/A,3.01,-50.25,N/A,2025,6937.TW,天虹,2026-03,201.37,31.51,-13.26,103.49999999999999,291.0,⚠️ 獲利稀釋,-169.86,42.173913043478265,❌ 暫避觀望
2.27,N/A,10.22,36.27,N/A,2025,6690.TWO,安�硌穈T,2026-03,191.57,21.39,13.3,358.95000000000005,178.0,⚠️ 獲利稀釋,-170.18,7.438361888842456,⚪ 中性觀察
0.0,N/A,0.71,152.21,N/A,2025,6485.TWO,點序,2026-03,70.28,-100.0,16.84,10.5,59.4000015259,📉 獲利侵蝕,-170.28,84.85714503700001,❌ 暫避觀望
-0.21,N/A,-1.63,-54.29,N/A,2025,6929.TWO,佑全,2026-03,195.61,25.0,-1.45,-49.05,21.3500003815,⚠️ 獲利稀釋,-170.61,0.0,⚪ 數據不足
1.65,N/A,4.58,-22.77,N/A,2025,5299.TWO,杰力,2026-03,189.52,18.71,-12.32,161.55,95.0,⚠️ 獲利稀釋,-170.81,8.820798514391829,⚪ 中性觀察
0.36,1.25%,0.26,-89.88,15.09%,2025,1323.TW,永裕,2026-03,792.05,620.0,-23.91,10.2,21.4500007629,⚠️ 獲利稀釋,-172.04999999999995,31.54411876897059,❌ 暫避觀望
0.28,17.87%,2.3,-22.56,45.13%,2025,2070.TWO,精湛,2026-03,129.05,-43.18,-2.97,65.1,61.7000007629,📉 獲利侵蝕,-172.23000000000002,14.216590037534562,⚪ 中性觀察
0.75,N/A,5.37,60.88,N/A,2025,6591.TW,動力-KY,2026-03,116.4,-55.88,38.81,204.29999999999998,42.6500015259,📉 獲利侵蝕,-172.28,3.1314244879515423,⚪ 中性觀察
0.17,-1.48%,0.54,100.0,40.82%,2025,2926.TWO,誠品生活,2026-03,178.72,6.25,1.84,19.2,30.0,⚠️ 獲利稀釋,-172.47,23.4375,❌ 暫避觀望
-0.05,-18.51%,0.47,461.54,30.70%,2025,3297.TWO,杭特,2026-03,201.59,28.57,20.59,18.45,30.1000003815,⚠️ 獲利稀釋,-173.02,24.471545025609757,❌ 暫避觀望
0.7,N/A,2.07,-22.56,N/A,2025,7704.TWO,明遠精密,2026-03,216.12,42.86,-11.73,73.49999999999999,60.7000007629,⚠️ 獲利稀釋,-173.26,12.387755257734694,⚪ 中性觀察
1.57,N/A,2.35,-21.14,N/A,2025,6844.TWO,諾貝兒,2026-03,192.24,18.94,1.36,96.74999999999999,57.0999984741,⚠️ 獲利稀釋,-173.3,8.852712941720931,⚪ 中性觀察
5.19,N/A,12.75,-14.04,N/A,2025,6640.TWO,均華,2026-03,392.93,218.52,10.19,487.05000000000007,1120.0,⚠️ 獲利稀釋,-174.41,34.49337850323375,❌ 暫避觀望
1.3,17.33%,4.99,3.96,33.63%,2025,2412.TW,中華電,2026-03,177.66,3.17,2.67,189.75,145.0,⚠️ 獲利稀釋,-174.49,11.462450592885375,⚪ 中性觀察
0.53,N/A,1.75,-13.79,N/A,2025,9960.TWO,邁達康,2026-03,203.95,29.27,-3.52,56.7,31.0499992371,⚠️ 獲利稀釋,-174.67999999999998,8.214285512460316,⚪ 中性觀察
0.19,N/A,0.33,-43.1,N/A,2025,3021.TW,鴻名,2026-03,592.65,416.67,-3.87,15.3,26.2999992371,⚠️ 獲利稀釋,-175.97999999999996,25.784312977549018,❌ 暫避觀望
1.51,9.03%,2.67,-66.46,36.51%,2025,3675.TWO,德微,2026-03,188.41,11.85,-9.88,92.85,284.0,⚠️ 獲利稀釋,-176.56,45.880452342487885,❌ 暫避觀望
3.81,N/A,5.62,-27.15,N/A,2025,6579.TW,研揚,2026-03,261.06,84.31,20.03,221.54999999999998,152.0,⚠️ 獲利稀釋,-176.75,10.29113067027759,⚪ 中性觀察
0.14,10.56%,0.2,-93.38,21.75%,2025,1805.TW,寶徠,2026-03,147.2,-30.0,-54.43,8.100000000000001,10.1499996185,📉 獲利侵蝕,-177.2,18.796295589814815,❌ 暫避觀望
0.37,-1.96%,0.5,-73.51,31.63%,2025,3588.TW,通嘉,2026-03,219.88,42.31,-7.24,22.95,51.2999992371,⚠️ 獲利稀釋,-177.57,33.529411266078434,❌ 暫避觀望
2.24,10.45%,6.1,-40.84,30.02%,2025,3587.TWO,閎康,2026-03,373.81,196.0,8.51,221.1,236.0,⚠️ 獲利稀釋,-177.81,16.010854816824967,❌ 暫避觀望
1.06,21.78%,2.97,-18.46,37.27%,2025,2455.TW,全新,2026-03,202.94,24.71,4.29,105.0,534.0,⚠️ 獲利稀釋,-178.23,76.28571428571429,❌ 暫避觀望
0.5,13.35%,2.31,-12.16,25.16%,2025,3284.TWO,太普高,2026-03,167.71,-10.71,-17.82,69.89999999999999,19.8500003815,📉 獲利侵蝕,-178.42000000000002,4.259656734227469,⚪ 中性觀察
0.55,N/A,4.21,117.01,N/A,2025,6763.TWO,綠界科技*,2026-03,168.81,-9.84,8.73,146.25,41.2999992371,📉 獲利侵蝕,-178.65,4.235897357651282,⚪ 中性觀察
0.1,N/A,0.03,-50.0,N/A,2025,5251.TWO,天鉞電,2026-03,162.23,-16.67,10.32,-4.35,29.7000007629,📉 獲利侵蝕,-178.89999999999998,0.0,⚪ 數據不足
1.42,N/A,8.57,-0.37,N/A,2025,5403.TWO,中菲,2026-03,152.96,-26.34,7.88,295.65000000000003,93.3000030518,📉 獲利侵蝕,-179.3,4.733637902171487,⚪ 中性觀察
0.48,N/A,0.01,-99.85,N/A,2025,3557.TW,嘉威,2026-03,97.83,-81.89,-24.49,21.0,23.0,📉 獲利侵蝕,-179.72,16.42857142857143,❌ 暫避觀望
0.69,15.62%,5.01,31.15,26.67%,2025,3450.TW,聯鈞,2026-03,109.26,-70.51,13.44,180.75,525.0,📉 獲利侵蝕,-179.77,43.56846473029045,❌ 暫避觀望
0.92,N/A,4.57,16.97,N/A,2025,3303.TWO,岱稜,2026-03,156.53,-23.33,0.49,164.1,48.4000015259,📉 獲利侵蝕,-179.86,4.424131766535649,⚪ 中性觀察
0.13,11.05%,0.03,-94.0,37.93%,2025,1611.TW,中電,2026-03,188.41,8.33,-8.17,3.6,11.5,⚠️ 獲利稀釋,-180.07999999999998,47.916666666666664,❌ 暫避觀望
0.57,N/A,3.27,-56.63,N/A,2025,8410.TWO,森田,2026-03,131.75,-48.65,-4.28,79.35,29.3500003815,📉 獲利侵蝕,-180.4,5.5482042309073725,⚪ 中性觀察
1.18,N/A,5.04,-31.43,N/A,2025,7736.TW,虎山,2026-03,156.16,-24.52,22.39,172.79999999999998,69.5,📉 獲利侵蝕,-180.68,6.032986111111112,⚪ 中性觀察
0.83,N/A,10.03,-10.98,N/A,2025,8467.TW,波力-KY,2026-03,113.25,-67.69,-1.52,397.80000000000007,88.5999984741,📉 獲利侵蝕,-180.94,3.340874753925339,⚪ 中性觀察
2.45,N/A,3.44,66.99,N/A,2025,5206.TWO,坤悅,2026-03,334.61,152.58,55.14,208.2,21.6499996185,⚠️ 獲利稀釋,-182.03,1.559798243407781,⚪ 中性觀察
0.02,N/A,0.05,66.67,N/A,2025,6168.TW,宏齊,2026-03,282.06,100.0,5.6,0.15000000000000013,35.3499984741,⚠️ 獲利稀釋,-182.06,3534.9998474099966,❌ 暫避觀望
-0.12,-5.26%,-0.76,18.37,29.80%,2025,2321.TW,東訊,2026-03,228.74,45.45,16.01,-23.549999999999997,27.6112594604,⚠️ 獲利稀釋,-183.29000000000002,0.0,⚪ 數據不足
0.83,7.82%,4.2,2.69,39.87%,2025,2364.TW,倫飛,2026-03,140.62,-42.76,20.5,148.65,65.0,📉 獲利侵蝕,-183.38,6.559031281533804,⚪ 中性觀察
-1.18,N/A,-3.97,-85.58,N/A,2025,6496.TWO,科懋,2026-03,148.52,-34.88,4.22,-152.85,24.4500007629,📉 獲利侵蝕,-183.4,0.0,⚪ 數據不足
2.6,N/A,6.9,-8.99,N/A,2025,6922.TWO,宸曜,2026-03,186.36,2.36,13.67,275.7,188.0,⚠️ 獲利稀釋,-184.0,10.228509249183896,⚪ 中性觀察
-0.11,-3.01%,-0.36,-5.88,33.58%,2025,4121.TWO,優盛,2026-03,192.47,8.33,-1.34,-13.799999999999999,12.6999998093,⚠️ 獲利稀釋,-184.14,0.0,⚪ 數據不足
0.01,N/A,1.57,137.2,N/A,2025,6684.TWO,安格,2026-03,84.83,-99.76,-15.36,126.74999999999999,47.5,📉 獲利侵蝕,-184.59,5.62130177514793,⚪ 中性觀察
2.25,10.77%,4.68,-37.99,33.38%,2025,3088.TWO,艾訊,2026-03,277.35,92.31,1.82,159.45,126.0,⚠️ 獲利稀釋,-185.04000000000002,11.853245531514583,⚪ 中性觀察
1.23,N/A,10.02,13.09,N/A,2025,8279.TWO,生展,2026-03,139.57,-45.58,6.1,380.4,79.5,📉 獲利侵蝕,-185.14999999999998,3.134858044164038,⚪ 中性觀察
1.15,2.59%,3.45,-5.22,31.73%,2025,1216.TW,統一,2026-03,211.77,26.37,2.32,141.15,75.5,⚠️ 獲利稀釋,-185.4,8.023379383634431,⚪ 中性觀察
0.42,N/A,2.65,22.61,N/A,2025,7547.TWO,碩網,2026-03,183.17,-2.33,5.66,92.99999999999999,49.7000007629,📉 獲利侵蝕,-185.5,8.016129155306452,⚪ 中性觀察
0.5,N/A,1.03,-54.63,N/A,2025,4952.TW,凌通,2026-03,204.61,19.05,-13.56,52.2,47.4500007629,⚠️ 獲利稀釋,-185.56,13.635057690488505,⚪ 中性觀察
1.34,N/A,4.0,4.76,N/A,2025,6568.TWO,宏觀,2026-03,192.19,6.4,6.74,137.10000000000002,139.0,⚠️ 獲利稀釋,-185.79,15.207877461706783,❌ 暫避觀望
4.41,N/A,13.97,-26.4,N/A,2025,6605.TW,帝寶,2026-03,173.42,-12.5,-3.69,490.50000000000006,136.0,📉 獲利侵蝕,-185.92,4.159021406727828,⚪ 中性觀察
1.8,18.05%,7.39,4.56,38.51%,2025,3416.TW,融程電,2026-03,182.83,-3.23,19.07,262.95,161.0,📉 獲利侵蝕,-186.06,9.184255561893897,⚪ 中性觀察
