eps,om,prev_eps,prev_eps_yoy,gm,prev_year,symbol,name,date,rev_yoy,eps_yoy,prev_rev_yoy,est_price,price,status,expansion,pe,advice
0.33,N/A,1.72,0.6,N/A,2025,9908.TW,大台北,2026-03,345.97,18.52,1.69,64.64999999999999,29.0499992371,⚠️ 獲利稀釋,-327.45000000000005,6.740139034129931,⚪ 中性觀察
2.19,N/A,6.22,-43.71,N/A,2025,6732.TWO,昇佳電子,2026-03,333.31,5.8,-7.67,242.10000000000002,150.5,⚠️ 獲利稀釋,-327.51,9.324659231722428,⚪ 中性觀察
0.76,-1.87%,2.49,-28.03,25.36%,2025,2397.TW,友通,2026-03,310.12,-18.28,14.61,113.25000000000001,59.9000015259,📉 獲利侵蝕,-328.4,7.933775036543046,⚪ 中性觀察
0.8,10.08%,2.37,-21.36,25.76%,2025,2497.TW,怡利電,2026-03,331.39,2.67,-3.38,78.75,43.6500015259,⚠️ 獲利稀釋,-328.71999999999997,8.314286004933333,⚪ 中性觀察
0.9,4.56%,3.12,1.96,24.39%,2025,2453.TW,凌群,2026-03,330.21,1.12,7.21,115.50000000000001,54.5999984741,⚠️ 獲利稀釋,-329.09,7.090908892740258,⚪ 中性觀察
1.07,N/A,4.02,26.43,N/A,2025,6967.TWO,汎瑋材料,2026-03,397.14,66.67,5.45,140.85000000000002,66.0,⚠️ 獲利稀釋,-330.46999999999997,7.0287539936102235,⚪ 中性觀察
1.51,8.56%,1.56,9.15,14.91%,2025,4739.TW,康普,2026-03,1078.36,747.83,51.17,51.45,79.6999969482,⚠️ 獲利稀釋,-330.52999999999986,23.23615071376093,❌ 暫避觀望
0.52,N/A,1.35,15.38,N/A,2025,8074.TWO,鉅橡,2026-03,447.51,116.67,4.4,45.3,49.75,⚠️ 獲利稀釋,-330.84,16.473509933774835,❌ 暫避觀望
0.44,14.09%,1.74,230.83,31.94%,2025,3530.TW,晶相光,2026-03,506.19,175.0,6.6,35.550000000000004,57.0999984741,⚠️ 獲利稀釋,-331.19,24.092826360379746,❌ 暫避觀望
-0.49,N/A,-1.95,-78.9,N/A,2025,8291.TWO,尚茂,2026-03,125.31,-206.25,-71.56,-75.75,28.8500003815,📉 獲利侵蝕,-331.56,0.0,⚪ 數據不足
0.85,N/A,4.23,4.19,N/A,2025,6261.TWO,久元,2026-03,324.12,-7.53,5.64,136.35,75.4000015259,📉 獲利侵蝕,-331.65,8.294829650814082,⚪ 中性觀察
1.48,15.45%,3.13,26.02,26.27%,2025,4931.TWO,新盛力,2026-03,339.67,7.25,22.86,104.99999999999999,233.0,⚠️ 獲利稀釋,-332.42,33.28571428571429,❌ 暫避觀望
0.39,8.66%,1.19,13.33,22.79%,2025,1409.TW,新纖,2026-03,389.13,56.0,-14.65,40.95,24.7999992371,⚠️ 獲利稀釋,-333.13,9.084248804798534,⚪ 中性觀察
-0.09,-5.47%,0.1,-56.52,34.00%,2025,4130.TWO,健亞,2026-03,133.35,-200.0,-3.61,4.500000000000001,26.7000007629,📉 獲利侵蝕,-333.35,89.000002543,❌ 暫避觀望
0.87,N/A,2.04,-45.45,N/A,2025,5215.TW,科嘉-KY,2026-03,418.94,85.11,-4.56,62.85000000000001,37.6500015259,⚠️ 獲利稀釋,-333.83,8.985680555107399,⚪ 中性觀察
3.67,N/A,9.52,56.88,N/A,2025,6435.TWO,大中,2026-03,390.31,56.17,25.24,342.3,241.0,⚠️ 獲利稀釋,-334.14,10.56091148115688,⚪ 中性觀察
0.17,N/A,-1.61,-348.39,N/A,2025,6425.TWO,易發,2026-03,458.27,123.61,-16.91,-90.45,62.9000015259,🔄 轉虧為盈,-334.65999999999997,0.0,⚪ 數據不足
0.33,4.80%,0.3,-77.78,22.74%,2025,3531.TWO,先益,2026-03,320.5,-15.38,-18.09,-10.5,21.2999992371,📉 獲利侵蝕,-335.88,0.0,⚪ 數據不足
0.52,N/A,3.06,-26.62,N/A,2025,4942.TW,嘉彰,2026-03,321.35,-14.75,7.48,94.19999999999999,31.2000007629,📉 獲利侵蝕,-336.1,4.968152987722931,⚪ 中性觀察
-0.44,N/A,0.39,-35.0,N/A,2025,8234.TWO,新漢,2026-03,158.96,-177.19,5.19,10.2,62.2999992371,📉 獲利侵蝕,-336.15,91.61764593691179,❌ 暫避觀望
-0.23,N/A,-1.49,-109.86,N/A,2025,5348.TWO,正能量智能,2026-03,378.91,42.5,-3.8,-53.4,15.9499998093,⚠️ 獲利稀釋,-336.41,0.0,⚪ 數據不足
1.37,N/A,3.17,-67.55,N/A,2025,8433.TWO,弘帆,2026-03,319.83,-17.96,-3.48,59.1,53.5999984741,📉 獲利侵蝕,-337.78999999999996,13.60406052642132,⚪ 中性觀察
2.12,N/A,3.84,4.08,N/A,2025,6861.TW,睿生光電,2026-03,443.87,105.83,15.29,154.20000000000002,209.0,⚠️ 獲利稀釋,-338.04,20.330739299610894,❌ 暫避觀望
0.18,-2.95%,-4.83,-142.57,19.66%,2025,1583.TW,程泰,2026-03,440.91,102.44,-12.11,-285.45000000000005,46.2999992371,🔄 轉虧為盈,-338.47,0.0,⚪ 數據不足
0.37,N/A,-0.16,50.0,N/A,2025,6560.TWO,欣普羅,2026-03,423.64,85.0,123.75,-28.5,34.25,🔄 轉虧為盈,-338.64,0.0,⚪ 數據不足
1.62,N/A,5.88,14.17,N/A,2025,6525.TW,捷敏-KY,2026-03,353.67,14.08,14.03,216.14999999999998,129.0,⚠️ 獲利稀釋,-339.59000000000003,8.952116585704372,⚪ 中性觀察
0.51,6.47%,2.42,-18.15,23.29%,2025,1504.TW,東元,2026-03,332.58,-7.41,6.99,92.10000000000001,70.9000015259,📉 獲利侵蝕,-339.99,11.54723151887622,⚪ 中性觀察
0.11,N/A,1.68,12.0,N/A,2025,2477.TW,美隆電,2026-03,305.41,-35.29,-5.34,65.1,22.0,📉 獲利侵蝕,-340.70000000000005,5.0691244239631335,⚪ 中性觀察
-0.56,-18.26%,-2.17,4.42,1.76%,2025,4726.TWO,永昕,2026-03,350.73,9.68,8.23,-88.94999999999999,22.6000003815,⚠️ 獲利稀釋,-341.05,0.0,⚪ 數據不足
0.05,N/A,0.16,-11.76,N/A,2025,5512.TWO,力麒,2026-03,312.59,-28.57,17.58,4.65,7.7100000381,📉 獲利侵蝕,-341.15999999999997,24.870967864838704,❌ 暫避觀望
0.76,N/A,4.1,-24.63,N/A,2025,9904.TW,寶成,2026-03,304.12,-37.7,-4.71,144.6,24.7999992371,📉 獲利侵蝕,-341.82,2.5726140287448134,⚪ 中性觀察
-1.18,N/A,1.69,-44.41,N/A,2025,6643.TWO,M31,2026-03,-9.15,-351.06,20.34,-10.35,438.0,🌑 雙重衰退,-341.91,0.0,⚪ 數據不足
1.53,16.53%,4.84,-9.87,22.90%,2025,2618.TW,長榮航,2026-03,381.09,39.09,-0.31,182.10000000000002,42.0499992371,⚠️ 獲利稀釋,-342.0,3.4637561150823726,⚪ 中性觀察
0.74,N/A,2.68,-14.74,N/A,2025,6175.TWO,立敦,2026-03,343.52,1.37,-1.38,99.14999999999999,69.0999984741,⚠️ 獲利稀釋,-342.15,10.453857560378216,⚪ 中性觀察
1.14,19.39%,4.36,-15.98,32.99%,2025,2476.TW,鉅祥,2026-03,349.82,7.55,12.66,0.0,0.0,⚠️ 獲利稀釋,-342.27,0.0,⚪ 數據不足
-0.41,-5.65%,1.58,685.19,23.42%,2025,2323.TW,中環,2026-03,402.3,59.41,-3.39,16.200000000000003,10.75,⚠️ 獲利稀釋,-342.89,9.953703703703702,⚪ 中性觀察
0.09,-5.18%,-0.21,-147.73,17.63%,2025,1711.TW,永光,2026-03,372.19,28.57,-7.34,-5.3999999999999995,39.5999984741,🔄 轉虧為盈,-343.62,0.0,⚪ 數據不足
2.25,N/A,9.1,-5.01,N/A,2025,9939.TW,宏全,2026-03,340.36,-3.43,1.65,354.0,126.5,📉 獲利侵蝕,-343.79,5.360169491525423,⚪ 中性觀察
2.04,12.50%,7.55,19.61,30.92%,2025,3689.TWO,湧德,2026-03,337.45,-7.69,20.51,284.7,108.0,📉 獲利侵蝕,-345.14,5.690200210748156,⚪ 中性觀察
-0.17,N/A,-1.09,-9.0,N/A,2025,6129.TWO,普誠,2026-03,409.09,63.83,-2.06,-44.85,14.5500001907,⚠️ 獲利稀釋,-345.26,0.0,⚪ 數據不足
1.01,10.72%,3.7,-9.76,22.24%,2025,4755.TW,三福化,2026-03,338.45,-8.18,-9.17,128.1,114.0,📉 獲利侵蝕,-346.63,13.348946135831383,⚪ 中性觀察
0.37,N/A,2.48,-52.99,N/A,2025,7709.TWO,榮田,2026-03,293.55,-53.16,-31.16,63.0,80.0999984741,📉 獲利侵蝕,-346.71000000000004,19.07142820811905,❌ 暫避觀望
1.09,N/A,4.01,271.37,N/A,2025,9914.TW,美利達,2026-03,325.07,-22.14,-9.71,189.45000000000002,67.5999984741,📉 獲利侵蝕,-347.21,5.352335587814727,⚪ 中性觀察
1.65,9.66%,6.44,8.73,27.43%,2025,2755.TWO,揚秦,2026-03,345.63,-1.8,20.09,243.15,98.3000030518,📉 獲利侵蝕,-347.43,6.064158115471931,⚪ 中性觀察
0.79,N/A,2.53,9.52,N/A,2025,8099.TWO,大世科,2026-03,423.28,75.56,27.49,86.39999999999999,59.5999984741,⚠️ 獲利稀釋,-347.71999999999997,10.347221957309028,⚪ 中性觀察
0.52,15.06%,2.61,-74.55,23.17%,2025,2520.TW,冠德,2026-03,312.37,-35.44,-20.24,91.79999999999998,37.3499984741,📉 獲利侵蝕,-347.81,6.102940927140524,⚪ 中性觀察
1.76,N/A,5.24,-29.85,N/A,2025,6438.TW,迅得,2026-03,367.88,19.73,26.29,216.75,145.5,⚠️ 獲利稀釋,-348.15,10.069204152249135,⚪ 中性觀察
2.7,11.86%,6.04,-27.14,23.25%,2025,4551.TW,智伸科,2026-03,379.26,30.43,1.71,205.05,158.0,⚠️ 獲利稀釋,-348.83,11.558156547183613,⚪ 中性觀察
2.63,10.67%,8.0,6.67,24.08%,2025,2480.TW,敦陽科,2026-03,366.95,17.41,11.38,310.95,161.5,⚠️ 獲利稀釋,-349.53999999999996,7.790641582247949,⚪ 中性觀察
1.17,14.07%,2.88,77.93,25.55%,2025,2027.TW,大成鋼,2026-03,426.15,76.56,12.63,108.3,47.0999984741,⚠️ 獲利稀釋,-349.59,6.523545495027701,⚪ 中性觀察
-0.11,N/A,-0.35,60.23,N/A,2025,8201.TW,無敵,2026-03,340.82,-10.0,1.42,-16.950000000000003,11.6499996185,📉 獲利侵蝕,-350.82,0.0,⚪ 數據不足
0.41,N/A,2.56,18.52,N/A,2025,1104.TW,環泥,2026-03,349.07,-2.38,-0.42,86.25,26.7999992371,📉 獲利侵蝕,-351.45,4.660869432539131,⚪ 中性觀察
0.09,N/A,0.27,-57.38,N/A,2025,5309.TWO,系統電,2026-03,318.51,-33.33,9.13,8.100000000000001,50.5999984741,📉 獲利侵蝕,-351.84,93.70370087796296,❌ 暫避觀望
0.51,N/A,1.14,-35.23,N/A,2025,4440.TW,宜新實業,2026-03,1180.75,828.57,-4.85,38.1,17.6000003815,⚠️ 獲利稀釋,-352.17999999999995,6.929134008464566,⚪ 中性觀察
0.12,N/A,3.41,-46.72,N/A,2025,6754.TW,匯僑設計,2026-03,293.96,-58.62,-30.87,99.3,41.7999992371,📉 獲利侵蝕,-352.58,6.314199280528701,⚪ 中性觀察
14.9,19.80%,41.67,47.96,28.58%,2025,2383.TW,台光電,2026-03,401.75,49.0,46.42,1617.45,4695.0,⚠️ 獲利稀釋,-352.75,43.54075860150237,❌ 暫避觀望
-0.9,N/A,0.92,142.59,N/A,2025,6276.TWO,安鈦克,2026-03,155.69,-197.83,20.19,16.35,20.0,📉 獲利侵蝕,-353.52,18.34862385321101,❌ 暫避觀望
0.63,N/A,4.69,-47.18,N/A,2025,6807.TW,峰源-KY,2026-03,286.97,-66.84,-14.72,174.14999999999998,32.9000015259,📉 獲利侵蝕,-353.81000000000006,2.8337641279844963,⚪ 中性觀察
4.28,11.87%,21.44,-12.83,23.90%,2025,3413.TW,京鼎,2026-03,318.21,-36.27,26.66,780.75,281.0,📉 獲利侵蝕,-354.47999999999996,5.398655139289145,⚪ 中性觀察
0.38,N/A,1.87,-19.4,N/A,2025,8931.TWO,大汽電,2026-03,306.21,-48.65,-1.74,82.94999999999999,43.5999984741,📉 獲利侵蝕,-354.85999999999996,7.884267355171791,⚪ 中性觀察
0.29,1.57%,1.56,10.87,30.58%,2025,3704.TW,合勤控,2026-03,296.16,-58.82,-2.6,41.1,40.2999992371,📉 獲利侵蝕,-354.98,14.708028918649635,⚪ 中性觀察
-0.74,-13.38%,-1.95,-3800.0,26.86%,2025,1595.TWO,川寶,2026-03,237.64,-117.65,-21.77,-88.5,64.4000015259,📉 獲利侵蝕,-355.28999999999996,0.0,⚪ 數據不足
1.14,N/A,2.08,-1.42,N/A,2025,6215.TW,和椿,2026-03,572.52,216.67,50.12,77.10000000000001,98.0,⚠️ 獲利稀釋,-355.85,19.066147859922175,❌ 暫避觀望
0.12,1.48%,0.13,-90.0,20.30%,2025,2106.TW,建大,2026-03,428.07,71.43,-0.7,4.35,16.6499996185,⚠️ 獲利稀釋,-356.64,57.41379178793104,❌ 暫避觀望
2.79,7.03%,6.27,7.92,17.20%,2025,1503.TW,士電,2026-03,376.47,18.72,6.01,278.55,197.5,⚠️ 獲利稀釋,-357.75,10.635433494884222,⚪ 中性觀察
0.05,N/A,0.36,-52.17,N/A,2025,6624.TWO,萬年清,2026-03,529.33,171.43,-10.21,2.5500000000000003,38.75,⚠️ 獲利稀釋,-357.90000000000003,227.94117647058823,❌ 暫避觀望
-0.04,N/A,-0.73,6.41,N/A,2025,6928.TW,攸泰科技,2026-03,242.37,-117.39,-2.54,-11.1,46.9000015259,📉 獲利侵蝕,-359.76,0.0,⚪ 數據不足
-0.42,N/A,1.85,-63.22,N/A,2025,8426.TWO,紅木-KY,2026-03,395.54,35.38,-5.62,3.300000000000003,20.6499996185,⚠️ 獲利稀釋,-360.16,93.86363462954537,❌ 暫避觀望
0.15,5.60%,3.0,-50.98,18.84%,2025,3501.TW,維熹,2026-03,271.35,-88.89,-6.46,115.95,38.0999984741,📉 獲利侵蝕,-360.24,4.928848444256144,⚪ 中性觀察
2.11,9.93%,7.95,-32.28,18.72%,2025,1537.TW,廣隆,2026-03,346.01,-14.23,-18.5,292.8,115.5,📉 獲利侵蝕,-360.24,5.917008196721311,⚪ 中性觀察
1.92,9.60%,5.85,-24.15,24.39%,2025,3004.TW,豐達科,2026-03,356.78,-3.52,15.8,229.8,117.0,📉 獲利侵蝕,-360.29999999999995,7.637075718015666,⚪ 中性觀察
0.69,-4.13%,0.57,-81.13,13.69%,2025,1473.TW,台南,2026-03,315.63,-44.8,-10.32,44.1,19.7999992371,📉 獲利侵蝕,-360.43,6.7346936180612245,⚪ 中性觀察
1.45,7.70%,3.15,-34.24,23.03%,2025,3430.TWO,奇鈦科,2026-03,384.64,23.93,16.19,119.25,102.5,⚠️ 獲利稀釋,-360.71,12.89308176100629,⚪ 中性觀察
1.47,N/A,4.4,30.95,N/A,2025,5243.TW,乙盛-KY,2026-03,408.08,47.0,-7.74,171.0,88.8000030518,⚠️ 獲利稀釋,-361.08,7.789473951912281,⚪ 中性觀察
-0.07,-1.07%,0.04,-92.73,27.89%,2025,3050.TW,鈺德,2026-03,172.23,-188.89,0.72,-2.7,11.3000001907,📉 獲利侵蝕,-361.12,0.0,⚪ 數據不足
1.87,28.21%,9.01,41.67,37.66%,2025,2449.TW,京元電子,2026-03,315.93,-46.72,30.08,350.09999999999997,265.0,📉 獲利侵蝕,-362.65,11.353898886032564,⚪ 中性觀察
0.12,N/A,1.57,23.62,N/A,2025,8162.TW,微矽電子-創,2026-03,303.38,-60.0,19.79,61.49999999999999,60.0999984741,📉 獲利侵蝕,-363.38,14.658536213195122,⚪ 中性觀察
3.19,18.24%,8.13,474.47,42.12%,2025,3167.TW,大量,2026-03,572.88,208.82,95.35,296.70000000000005,817.0,⚠️ 獲利稀釋,-364.06,41.30434782608695,❌ 暫避觀望
0.05,N/A,-1.06,-342.86,N/A,2025,3027.TW,盛達,2026-03,280.38,-83.87,4.18,-12.75,17.7000007629,🔄 轉虧為盈,-364.25,0.0,⚪ 數據不足
5.61,17.08%,19.45,21.94,25.47%,2025,3044.TW,健鼎,2026-03,390.24,25.22,11.54,734.1,502.0,⚠️ 獲利稀釋,-365.02,10.257458111973845,⚪ 中性觀察
-0.56,N/A,-4.38,0.46,N/A,2025,6153.TW,嘉聯益,2026-03,409.13,44.0,-25.69,-148.64999999999998,17.25,⚠️ 獲利稀釋,-365.13,0.0,⚪ 數據不足
1.14,12.13%,3.45,8.95,24.27%,2025,2478.TW,大毅,2026-03,396.55,28.41,7.81,129.14999999999998,118.0,⚠️ 獲利稀釋,-368.14,13.704994192799072,⚪ 中性觀察
0.18,N/A,0.74,-23.71,N/A,2025,6155.TW,鈞寶,2026-03,311.46,-57.14,10.87,16.2,55.5,📉 獲利侵蝕,-368.59999999999997,51.38888888888889,❌ 暫避觀望
0.34,9.12%,0.83,-27.19,25.29%,2025,2108.TW,南帝,2026-03,378.36,9.68,-16.0,31.049999999999997,29.0,⚠️ 獲利稀釋,-368.68,14.009661835748794,⚪ 中性觀察
0.18,N/A,-2.45,-152.78,N/A,2025,1530.TW,亞崴,2026-03,474.55,105.36,0.45,-137.25,27.2000007629,🔄 轉虧為盈,-369.19,0.0,⚪ 數據不足
0.99,N/A,4.08,21.07,N/A,2025,8936.TWO,國統,2026-03,403.64,33.78,20.29,144.45,52.2000007629,⚠️ 獲利稀釋,-369.86,5.420560826884736,⚪ 中性觀察
0.02,-21.05%,-0.88,46.34,29.42%,2025,3057.TW,喬鼎,2026-03,273.28,-97.67,1.86,-14.55,16.25,🔄 轉虧為盈,-370.95,0.0,⚪ 數據不足
0.28,N/A,0.52,-47.47,N/A,2025,5426.TWO,振發,2026-03,341.24,-30.0,17.01,22.05,29.0499992371,📉 獲利侵蝕,-371.24,19.76190424292517,❌ 暫避觀望
2.26,N/A,5.68,-16.96,N/A,2025,6924.TW,榮惠-KY創,2026-03,442.71,71.21,-3.92,193.2,132.0,⚠️ 獲利稀釋,-371.5,10.248447204968945,⚪ 中性觀察
0.33,N/A,2.19,-47.23,N/A,2025,6194.TWO,育富,2026-03,305.92,-66.33,-2.95,82.05000000000001,30.3999996185,📉 獲利侵蝕,-372.25,5.557586767550274,⚪ 中性觀察
0.33,2.75%,1.72,-10.88,17.29%,2025,2063.TWO,世鎧,2026-03,336.21,-36.54,-13.1,60.75,23.7999992371,📉 獲利侵蝕,-372.75,5.876543021506173,⚪ 中性觀察
0.73,8.17%,2.44,28.57,21.67%,2025,2374.TW,佳能,2026-03,507.12,133.33,60.25,80.99999999999999,66.8000030518,⚠️ 獲利稀釋,-373.78999999999996,12.37037093551852,⚪ 中性觀察
0.26,4.13%,2.02,-50.73,21.42%,2025,3206.TWO,志豐,2026-03,315.88,-58.06,-13.21,73.20000000000002,34.75,📉 獲利侵蝕,-373.94,7.120901639344261,⚪ 中性觀察
0.9,N/A,3.49,19.85,N/A,2025,6474.TWO,華豫寧,2026-03,352.87,-21.74,-5.94,138.6,35.5499992371,📉 獲利侵蝕,-374.61,3.8474025148376625,⚪ 中性觀察
0.37,3.94%,1.41,-9.62,21.29%,2025,1717.TW,長興,2026-03,398.73,23.33,-7.93,52.050000000000004,71.3000030518,⚠️ 獲利稀釋,-375.40000000000003,20.547551311757925,❌ 暫避觀望
0.33,6.31%,0.65,-34.34,21.81%,2025,2484.TW,希華,2026-03,412.92,37.5,10.07,20.55,70.3000030518,⚠️ 獲利稀釋,-375.42,51.313870840729926,❌ 暫避觀望
0.65,N/A,2.07,-11.69,N/A,2025,8039.TW,台虹,2026-03,478.88,103.13,6.75,67.5,257.0,⚠️ 獲利稀釋,-375.75,57.111111111111114,❌ 暫避觀望
2.86,5.81%,6.58,12.1,17.62%,2025,3026.TW,禾伸堂,2026-03,446.0,70.24,5.01,258.9,760.0,⚠️ 獲利稀釋,-375.76,44.03244495944381,❌ 暫避觀望
0.17,2.40%,3.74,-53.89,18.01%,2025,3483.TWO,力致,2026-03,559.82,183.33,0.02,127.95000000000002,74.0,⚠️ 獲利稀釋,-376.49,8.675263774912073,⚪ 中性觀察
0.05,N/A,0.97,-76.35,N/A,2025,6835.TW,圓裕,2026-03,283.66,-94.38,-2.38,35.550000000000004,30.75,📉 獲利侵蝕,-378.04,12.974683544303797,⚪ 中性觀察
3.59,N/A,12.25,-27.39,N/A,2025,5288.TW,豐祥-KY,2026-03,374.33,-4.8,-6.57,446.99999999999994,188.5,📉 獲利侵蝕,-379.13,6.325503355704699,⚪ 中性觀察
0.24,N/A,0.92,160.13,N/A,2025,8038.TWO,長園科,2026-03,612.53,233.33,237.84,31.350000000000005,31.8999996185,⚠️ 獲利稀釋,-379.19999999999993,15.263157712200956,❌ 暫避觀望
0.37,N/A,4.03,15.99,N/A,2025,8249.TW,菱光,2026-03,316.24,-62.96,-11.42,154.2,38.4000015259,📉 獲利侵蝕,-379.2,3.7354087087451364,⚪ 中性觀察
2.7,N/A,5.98,-6.72,N/A,2025,6753.TW,龍德造船,2026-03,461.95,82.43,2.49,215.85000000000002,133.0,⚠️ 獲利稀釋,-379.52,9.242529534398887,⚪ 中性觀察
1.37,4.93%,5.78,-3.34,18.31%,2025,2206.TW,三陽工業,2026-03,368.25,-11.76,-4.56,222.15,64.0,📉 獲利侵蝕,-380.01,4.321404456448345,⚪ 中性觀察
0.27,6.19%,1.58,-22.93,18.21%,2025,2115.TW,六暉-KY,2026-03,326.78,-53.45,-4.72,68.55000000000001,23.9500007629,📉 獲利侵蝕,-380.22999999999996,5.2407003857549235,⚪ 中性觀察
0.61,N/A,1.93,-53.88,N/A,2025,8349.TWO,�矬�,2026-03,382.05,1.47,-12.83,65.7,38.3499984741,⚠️ 獲利稀釋,-380.58,8.755707414178081,⚪ 中性觀察
0.68,N/A,5.1,-14.14,N/A,2025,9910.TW,豐泰,2026-03,339.61,-41.38,-4.54,169.8,69.0999984741,📉 獲利侵蝕,-380.99,6.104240147888693,⚪ 中性觀察
0.41,4.42%,2.15,-10.04,18.10%,2025,3444.TWO,利機,2026-03,335.22,-48.1,10.54,81.15,85.4000015259,📉 獲利侵蝕,-383.32000000000005,15.785582537134934,❌ 暫避觀望
0.2,3.03%,0.74,-47.52,23.02%,2025,4720.TW,德淵,2026-03,344.48,-39.39,-2.31,27.0,18.6499996185,📉 獲利侵蝕,-383.87,10.361110899166666,⚪ 中性觀察
0.18,N/A,0.35,-72.09,N/A,2025,8927.TWO,北基,2026-03,734.16,350.0,-14.5,10.799999999999999,19.0,⚠️ 獲利稀釋,-384.15999999999997,26.38888888888889,❌ 暫避觀望
-0.2,N/A,0.25,180.65,N/A,2025,6708.TWO,天擎,2026-03,62.97,-322.22,42.33,2.0999999999999996,39.1500015259,📉 獲利侵蝕,-385.19000000000005,279.6428680421429,❌ 暫避觀望
0.41,-1.94%,4.9,-73.34,5.67%,2025,2609.TW,陽明,2026-03,304.43,-81.61,-26.56,180.9,62.0,📉 獲利侵蝕,-386.04,5.140961857379768,⚪ 中性觀察
0.37,-0.45%,1.86,-13.89,17.44%,2025,3015.TW,全漢,2026-03,471.2,85.0,12.58,63.15,51.4000015259,⚠️ 獲利稀釋,-386.2,12.20902649071259,⚪ 中性觀察
0.85,-66.51%,1.43,457.5,43.42%,2025,2491.TW,吉祥全,2026-03,559.52,173.28,-10.43,32.699999999999996,40.2999992371,⚠️ 獲利稀釋,-386.24,18.48623818215597,❌ 暫避觀望
0.1,N/A,0.06,-97.61,N/A,2025,6982.TWO,大井泵浦,2026-03,299.04,-87.5,0.3,24.45,44.4000015259,📉 獲利侵蝕,-386.54,27.239264739815955,❌ 暫避觀望
-1.05,-11.23%,6.42,248.27,8.05%,2025,3609.TWO,三一東林,2026-03,371.35,-17.98,70.72,161.1,22.2000007629,📉 獲利侵蝕,-389.33000000000004,2.067039177178771,⚪ 中性觀察
0.1,1.17%,-0.36,-190.0,18.44%,2025,3380.TW,明泰,2026-03,540.0,150.0,4.75,-15.3,30.3500003815,🔄 轉虧為盈,-390.0,0.0,⚪ 數據不足
1.37,10.58%,4.77,4.58,19.71%,2025,3045.TW,台灣大,2026-03,403.57,13.27,-0.31,178.95,124.0,⚠️ 獲利稀釋,-390.3,10.393964794635373,⚪ 中性觀察
0.92,N/A,1.12,-67.92,N/A,2025,2065.TWO,世豐,2026-03,404.06,13.58,-10.76,29.85,35.25,⚠️ 獲利稀釋,-390.48,17.713567839195978,❌ 暫避觀望
0.05,N/A,0.57,-69.73,N/A,2025,7743.TWO,金利食安,2026-03,332.87,-58.33,6.19,18.45,24.2999992371,📉 獲利侵蝕,-391.2,19.75609694073171,❌ 暫避觀望
0.04,N/A,0.16,-60.0,N/A,2025,4729.TWO,熒茂,2026-03,327.76,-63.64,8.46,5.7,18.5499992371,📉 獲利侵蝕,-391.4,48.81578746605263,❌ 暫避觀望
1.56,N/A,7.5,10.62,N/A,2025,3402.TWO,漢科,2026-03,381.69,-9.83,-4.4,285.15000000000003,125.5,📉 獲利侵蝕,-391.52,6.601788532351393,⚪ 中性觀察
1.62,N/A,5.43,43.01,N/A,2025,4979.TWO,華星光,2026-03,398.1,5.92,27.06,194.54999999999998,556.0,⚠️ 獲利稀釋,-392.18,42.86815728604472,❌ 暫避觀望
-0.34,-6.90%,-1.48,-410.42,21.21%,2025,2457.TW,飛宏,2026-03,389.42,-3.03,-10.11,-58.35,22.2000007629,📉 獲利侵蝕,-392.45,0.0,⚪ 數據不足
0.29,N/A,1.3,-46.94,N/A,2025,4535.TWO,至興,2026-03,342.65,-50.0,-13.43,44.550000000000004,27.1000003815,📉 獲利侵蝕,-392.65,9.124579253030301,⚪ 中性觀察
0.08,8.41%,0.34,-74.05,25.04%,2025,3597.TWO,映興,2026-03,337.41,-55.56,16.57,6.450000000000001,26.2999992371,📉 獲利侵蝕,-392.97,61.162788923488364,❌ 暫避觀望
0.67,5.06%,4.35,74.89,26.65%,2025,3605.TW,宏致,2026-03,343.32,-50.0,11.14,158.55,140.0,📉 獲利侵蝕,-393.32,13.245033112582782,⚪ 中性觀察
-0.3,-46.94%,-3.68,-24.32,8.14%,2025,2939.TW,永邑-KY,2026-03,408.48,14.29,-0.82,-148.5,21.0,⚠️ 獲利稀釋,-394.19,0.0,⚪ 數據不足
-0.55,N/A,-2.55,-121.74,N/A,2025,8024.TWO,佑華,2026-03,394.41,0.0,-31.37,-97.19999999999999,12.9499998093,📉 獲利侵蝕,-394.41,0.0,⚪ 數據不足
-0.22,-47.25%,-0.43,-112.91,37.85%,2025,4113.TWO,聯上,2026-03,-71.35,-466.67,-89.32,-12.0,15.8500003815,🌑 雙重衰退,-395.32000000000005,0.0,⚪ 數據不足
1.2,N/A,6.77,-17.06,N/A,2025,6768.TW,志強-KY,2026-03,340.44,-55.22,10.46,266.25,62.5,📉 獲利侵蝕,-395.65999999999997,3.5211267605633805,⚪ 中性觀察
-0.07,N/A,2.78,55.31,N/A,2025,6294.TWO,智基,2026-03,208.18,-187.5,-7.81,114.60000000000001,28.6499996185,📉 獲利侵蝕,-395.68,3.749999950065445,⚪ 中性觀察
0.75,N/A,13.02,-14.96,N/A,2025,6890.TW,來億-KY,2026-03,316.5,-79.51,5.05,450.75,147.5,📉 獲利侵蝕,-396.01,4.908485856905158,⚪ 中性觀察
0.3,N/A,2.9,-2.36,N/A,2025,6235.TW,華孚,2026-03,344.45,-51.61,13.71,108.60000000000001,38.0,📉 獲利侵蝕,-396.06,5.248618784530387,⚪ 中性觀察
