代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
2481.TW,強茂,163.0,-12215,1908,-120,20260917,-325681,-7506,318174,0.0x,5.50%,🚨 外資提款
6226.TW,光鼎,43.85,2495,0,-901,20260917,-20765,265954,286719,-12.8x,34.51%,▲ 順勢追意
3231.TW,緯創,186.5,8826,2001,744,20260917,-164373,118633,283006,-0.7x,0.81%,▲ 順勢追意
6147.TWO,頎邦,209.5,6827,2533,1735,20260917,-139002,122557,261559,-0.9x,9.97%,▲ 順勢追意
2489.TW,瑞軒,43.2,5735,0,1187,20260917,3034,155014,151980,51.1x,11.92%,▲ 順勢追意
8039.TW,台虹,257.0,1887,20,240,20260917,-153164,-13119,140045,0.1x,-6.55%,🚨 外資提款
1314.TW,中石化,8.96,25034,0,2277,20260917,1533,89567,88033,58.4x,10.21%,▲ 順勢追意
2609.TW,陽明,62.0,21855,415,897,20260917,3410,90851,87441,26.6x,6.90%,▲ 順勢追意
3605.TW,宏致,140.0,4965,0,-139,20260917,-39340,31800,71140,-0.8x,9.38%,▲ 順勢追意
8227.TWO,巨有科技,258.0,27,0,51,20260917,12945,79268,66323,6.1x,18.62%,▲ 順勢追意
6182.TWO,合晶,110.5,19678,-99,1107,20260917,25934,92017,66082,3.5x,1.84%,▲ 順勢追意
2468.TW,華經,41.7,-6,0,0,20260917,26,64991,64964,2430.6x,28.11%,▲ 順勢追意
2464.TW,盟立,179.5,-1298,11,-74,20260917,-63047,-2286,60761,0.0x,-7.24%,🚨 外資提款
2426.TW,鼎元,96.0,-2431,0,53,20260917,-69016,-11526,57490,0.2x,-0.10%,🚨 外資提款
3105.TWO,穩懋,471.0,8880,21,692,20260917,2858,59904,57045,21.0x,2.06%,▲ 順勢追意
1727.TW,中華化,105.0,3435,0,139,20260917,-4348,51852,56200,-11.9x,16.15%,▲ 順勢追意
6168.TW,宏齊,35.35,4172,0,-11,20260917,-8925,45668,54594,-5.1x,18.62%,▲ 順勢追意
2399.TW,映泰,49.0,4227,0,36,20260917,-5232,43440,48672,-8.3x,8.05%,▲ 順勢追意
2305.TW,全友,54.3,1514,0,34,20260917,-3492,44424,47917,-12.7x,41.04%,▲ 順勢追意
3376.TW,新日興,175.5,-396,0,-61,20260917,-59734,-12247,47487,0.2x,-7.39%,🚨 外資提款
8111.TWO,立��,73.5,1091,0,634,20260917,-42664,3343,46007,-0.1x,3.23%,▲ 順勢追意
6207.TWO,雷科,113.5,-86,0,-57,20260917,-31048,9967,41016,-0.3x,1.34%,▲ 順勢追意
5351.TWO,鈺創,106.0,532,0,0,20260917,-43452,-2942,40510,0.1x,-8.23%,🚨 外資提款
6133.TW,金橋,26.05,12,0,0,20260917,-4252,36189,40442,-8.5x,17.87%,▲ 順勢追意
4939.TWO,亞電,77.6,-294,0,-17,20260917,-61510,-27453,34056,0.4x,-5.83%,🚨 外資提款
2605.TW,新興,37.15,6569,0,824,20260917,-6851,26239,33090,-3.8x,2.48%,▲ 順勢追意
6173.TWO,信昌電,303.5,1566,0,71,20260917,-15046,17236,32283,-1.1x,2.88%,▲ 順勢追意
009829.TW,,10.4,-729,0,-3558,20260917,-48498,-16224,32273,0.3x,-6.73%,🚨 外資提款
2313.TW,華通,218.5,-8056,560,15,20260917,-48564,-17057,31506,0.4x,-3.10%,🚨 外資提款
00712.TW,復華富時不動產,8.02,725,0,-102307,20260917,-4699,24406,29105,-5.2x,-5.98%,★ 壓低偷買
3042.TW,晶技,178.5,1049,-117,34,20260917,-10034,17879,27913,-1.8x,-1.11%,★ 壓低偷買
5425.TWO,台半,92.6,-315,0,-409,20260917,7225,31533,24307,4.4x,3.70%,▲ 順勢追意
00919.TW,群益台灣精選高息,32.11,6030,0,-3084,20260917,-18926,3565,22491,-0.2x,-1.35%,★ 壓低偷買
2356.TW,英業達,61.5,-220,16,128,20260917,-21712,70,21782,-0.0x,-1.76%,★ 壓低偷買
2615.TW,萬海,120.5,4971,0,2055,20260917,-9469,10856,20325,-1.1x,9.05%,▲ 順勢追意
2371.TW,大同,29.7,13811,22,479,20260917,743,20426,19682,27.5x,6.64%,▲ 順勢追意
8064.TWO,東捷,130.0,3298,0,-9,20260917,-10215,9364,19580,-0.9x,2.77%,▲ 順勢追意
4956.TW,光鋐,38.75,-634,0,5,20260917,175,19050,18874,108.3x,14.64%,▲ 順勢追意
6949.TW,沛爾生醫-創,54.4,-513,209,-54,20260917,-19075,-1359,17716,0.1x,-7.48%,🚨 外資提款
6547.TWO,高端疫苗,60.7,-1077,0,83,20260917,-15958,1004,16963,-0.1x,-1.14%,★ 壓低偷買
2413.TW,環科,53.1,-775,0,-34,20260917,-21515,-4659,16856,0.2x,4.73%,🚨 外資提款
5483.TWO,中美晶,182.0,4722,-1,55,20260917,6035,21854,15819,3.6x,1.68%,▲ 順勢追意
2027.TW,大成鋼,47.1,1565,1985,151,20260917,-12544,3144,15688,-0.3x,-2.28%,★ 壓低偷買
1717.TW,長興,71.3,-420,0,-50,20260917,-17665,-2303,15361,0.1x,-0.56%,🚨 外資提款
6588.TWO,東典光電,118.5,-105,0,29,20260917,-2251,12481,14732,-5.5x,5.33%,▲ 順勢追意
3706.TW,神達,80.5,-1010,-163,-35,20260917,-10417,3884,14301,-0.4x,-1.83%,★ 壓低偷買
8112.TW,至上,82.8,-1726,0,50,20260917,-19935,-5844,14090,0.3x,-3.61%,🚨 外資提款
2354.TW,鴻準,66.3,1547,0,47,20260917,-1136,12628,13765,-11.1x,2.00%,▲ 順勢追意
2351.TW,順德,238.0,451,30,-15,20260917,-1898,11597,13495,-6.1x,1.06%,▲ 順勢追意
6227.TWO,茂綸,137.5,-523,0,-55,20260917,15,13383,13367,886.4x,18.53%,▲ 順勢追意
2353.TW,宏��,32.4,7032,814,276,20260917,-3391,9874,13265,-2.9x,2.86%,▲ 順勢追意
4979.TWO,華星光,556.0,824,113,-36,20260917,-12299,838,13138,-0.1x,-2.63%,★ 壓低偷買
6257.TW,矽格,222.5,13229,23,1777,20260917,17699,30820,13120,1.7x,2.53%,▲ 順勢追意
3033.TW,威健,41.8,-80,0,1,20260917,-12510,237,12748,-0.0x,-0.59%,★ 壓低偷買
2812.TW,台中銀,19.5,2186,2,87,20260917,-2960,9416,12377,-3.2x,2.09%,▲ 順勢追意
00991B.TW,,14.72,39,0,-26,20260917,-12393,-162,12231,0.0x,0.89%,🚨 外資提款
3066.TWO,李洲,28.3,327,0,-7,20260917,129,12284,12154,95.0x,18.41%,▲ 順勢追意
1709.TW,和益,42.95,-122,0,128,20260917,9674,21561,11887,2.2x,21.67%,▲ 順勢追意
00404A.TW,主動聯博動能50,9.52,2043,0,3565,20260917,-18231,-6853,11377,0.4x,-4.51%,🚨 外資提款
2486.TW,一詮,229.0,-716,0,10,20260917,-13012,-1926,11085,0.1x,-5.37%,🚨 外資提款
2465.TW,麗臺,89.2,0,0,0,20260917,-11138,-233,10904,0.0x,-2.73%,🚨 外資提款
00981B.TWO,第一金優選非投債,9.13,1535,0,-1473,20260917,-9195,1191,10386,-0.1x,0.77%,▲ 順勢追意
3645.TW,達邁,68.8,-34,0,5,20260917,-9478,583,10061,-0.1x,-2.55%,★ 壓低偷買
3264.TWO,欣銓,244.5,-404,-438,1473,20260917,5493,15246,9753,2.8x,1.88%,▲ 順勢追意
00687B.TWO,國泰20年美債,26.54,-455,0,5217,20260917,-6182,3468,9650,-0.6x,-0.79%,★ 壓低偷買
6603.TWO,富強鑫,27.9,-61,0,-133,20260917,-76,9426,9503,-122.6x,12.50%,▲ 順勢追意
2834.TW,臺企銀,18.75,26931,15,440,20260917,10680,20173,9493,1.9x,4.75%,▲ 順勢追意
2302.TW,麗正,44.2,471,0,98,20260917,-595,8849,9444,-14.9x,4.62%,▲ 順勢追意
5347.TWO,世界,165.5,6573,569,290,20260917,9069,18295,9226,2.0x,2.48%,▲ 順勢追意
3141.TWO,晶宏,94.4,-609,0,-37,20260917,-10675,-1502,9172,0.1x,2.90%,🚨 外資提款
009802.TW,富邦旗艦50,19.79,37,0,683,20260917,-12431,-3267,9163,0.3x,-2.37%,🚨 外資提款
2412.TW,中華電,145.0,10044,-563,28,20260917,1864,10197,8333,5.5x,3.94%,▲ 順勢追意
9904.TW,寶成,24.8,-5800,3016,365,20260917,-8346,-58,8288,0.0x,2.90%,🚨 外資提款
2103.TW,台橡,28.2,3617,0,21,20260917,-3406,4474,7880,-1.3x,9.09%,▲ 順勢追意
6291.TWO,沛亨,517.0,-317,-1,65,20260917,-647,7210,7858,-11.1x,4.44%,▲ 順勢追意
009803.TW,玉山市值動能50,20.82,-168,550,-624,20260917,-6733,1086,7819,-0.2x,-1.98%,★ 壓低偷買
00918.TW,大華優利高填息30,34.5,-1568,0,-134091,20260917,-15021,-7239,7781,0.5x,-2.49%,🚨 外資提款
5608.TW,四維航,16.9,316,0,4,20260917,-6022,1516,7539,-0.3x,0.00%,★ 壓低偷買
6715.TW,嘉基,394.0,-404,-335,50,20260917,1217,8728,7510,7.2x,17.09%,▲ 順勢追意
