股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
FPT.VN,未知,🔥 訊號出現,74300.0,56.47,🔴 空頭陷阱,25.00%,25.00%,-0.18%,-3.45%,8,71736.94,0.25,-0.0018
BID.VN,未知,無,36700.0,48.15,🟢 黃金標的,54.55%,63.64%,5.19%,-2.26%,11,0.0,0.6364,0.0519
LPB.VN,未知,無,47500.0,36.46,⚪ 一般監控,50.00%,62.50%,2.07%,-1.94%,8,0.0,0.625,0.0207
PLX.VN,未知,無,37800.0,63.72,⚪ 一般監控,75.00%,50.00%,5.80%,-4.33%,12,0.0,0.5,0.058
VIC.VN,未知,無,241200.0,55.88,⚪ 一般監控,55.56%,44.44%,1.44%,-4.45%,9,0.0,0.4444,0.0144
FRT.VN,未知,無,130000.0,20.66,⚪ 一般監控,44.44%,44.44%,0.47%,-2.75%,9,0.0,0.4444,0.0047
VNM.VN,未知,無,60200.0,35.62,⚪ 一般監控,28.57%,42.86%,0.43%,-3.59%,7,0.0,0.4286,0.0043
VCB.VN,未知,無,59600.0,46.48,⚪ 一般監控,66.67%,33.33%,2.80%,-1.85%,12,0.0,0.3333,0.028
VID.VN,未知,無,4300.0,39.81,⚪ 一般監控,0.00%,0.00%,nan%,-8.13%,1,0.0,0.0,
FUEVFVND.VN,未知,無,34100.0,45.27,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
HDB.VN,未知,無,27600.0,45.65,🔴 空頭陷阱,55.56%,55.56%,-0.72%,-1.63%,9,0.0,0.5556,-0.0072
SSI.VN,未知,無,21150.0,46.3,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0.0,0.5,-0.0279
GMD.VN,未知,無,76600.0,30.14,🔴 空頭陷阱,52.94%,41.18%,-1.18%,-2.55%,17,0.0,0.4118,-0.0118
BCM.VN,未知,無,40450.0,26.98,🔴 空頭陷阱,0.00%,40.00%,-0.75%,-5.28%,5,0.0,0.4,-0.0075
E1VFVN30.VN,未知,無,35350.0,42.52,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0.0,0.3333,-0.0142
VHC.VN,未知,無,50700.0,32.5,🔴 空頭陷阱,44.44%,33.33%,-0.96%,-2.45%,9,0.0,0.3333,-0.0096
HPG.VN,未知,無,21200.0,33.93,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0.0,0.3333,-0.0029
HVN.VN,未知,無,20200.0,7.69,🔴 空頭陷阱,75.00%,25.00%,-3.72%,-3.82%,4,0.0,0.25,-0.0372
VPB.VN,未知,無,28200.0,54.65,🔴 空頭陷阱,20.00%,20.00%,-1.78%,-1.99%,5,0.0,0.2,-0.0178
VHM.VN,未知,無,71300.0,37.31,🔴 空頭陷阱,20.00%,20.00%,-1.41%,-5.24%,5,0.0,0.2,-0.0141
GEE.VN,未知,無,65000.0,51.67,🔴 空頭陷阱,50.00%,16.67%,-6.49%,-7.85%,12,0.0,0.1667,-0.0649
MBB.VN,未知,無,20550.0,38.64,🔴 空頭陷阱,0.00%,0.00%,-4.20%,-4.00%,1,0.0,0.0,-0.042
MWG.VN,未知,無,73100.0,40.78,🔴 空頭陷阱,50.00%,0.00%,-4.63%,-3.14%,4,0.0,0.0,-0.0463
VJC.VN,未知,無,126800.0,58.82,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0.0,0.0,-0.0302
