Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
6919.TW,康霈*,2026-04-07,看漲 FVG,107.5,102.48,112.88,⏳ 待回測,💎鑽石結構,0,37.32,-,1,False
2376.TW,技嘉,2026-03-30,看跌 FVG,228.0,231.15,216.6,❌ 已失效,實體過中線,0,55.15,-,2,True
2441.TW,超豐,2026-03-31,看跌 FVG,89.2,90.65,84.74,💰 已達標,獲利點,1,45.4,2026-04-02,2,True
00663L.TW,國泰臺灣加權正2,2026-04-07,看漲 FVG,63.85,60.84,67.04,⏳ 待回測,監控中,0,47.83,-,3,True
00988A.TW,主動統一全球創新,2026-04-07,看漲 FVG,13.8,12.84,14.49,⏳ 待回測,監控中,0,52.94,-,3,True
1717.TW,長興,2026-04-02,看漲 FVG,60.6,60.2,63.63,💰 已達標,獲利點,1,44.26,-,3,True
2301.TW,光寶科,2026-04-07,看漲 FVG,150.5,147.76,158.03,⏳ 待回測,監控中,0,31.31,-,3,True
2308.TW,台達電,2026-04-07,看漲 FVG,1615.0,1502.45,1695.75,⏳ 待回測,監控中,0,60.54,-,3,True
2369.TW,菱生,2026-03-27,看跌 FVG,30.5,31.05,28.97,💰 已達標,獲利點,0,65.51,-,3,True
2402.TW,毅嘉,2026-03-24,看漲 FVG,50.8,50.25,53.34,❌ 已失效,實體破中線,0,52.94,2026-03-27,3,True
2419.TW,仲琦,2026-03-26,看漲 FVG,32.05,30.35,33.65,💰 已達標,獲利點,1,62.68,-,3,True
2426.TW,鼎元,2026-04-01,看漲 FVG,38.3,34.08,40.21,❌ 已失效,實體破中線,0,56.78,-,3,True
2489.TW,瑞軒,2026-04-07,看漲 FVG,38.15,34.53,40.06,⏳ 待回測,監控中,0,40.3,-,3,False
3189.TW,景碩,2026-04-07,看漲 FVG,381.5,350.24,400.57,⏳ 待回測,監控中,0,54.77,-,3,True
3380.TW,明泰,2026-04-07,看漲 FVG,38.35,37.41,40.27,⏳ 待回測,監控中,1,56.96,-,3,True
4989.TW,榮科,2026-04-02,看跌 FVG,65.9,66.33,62.61,❌ 已失效,實體過中線,0,36.99,-,3,True
8064.TWO,東捷,2026-03-30,看跌 FVG,67.2,70.65,63.84,💰 已達標,獲利點,0,64.89,2026-04-01,3,True
8358.TWO,金居,2026-04-07,看漲 FVG,255.5,253.72,268.28,⏳ 待回測,監控中,0,47.91,-,3,True
00631L.TW,元大台灣50正2,2026-04-07,看漲 FVG,22.29,21.24,23.4,⏳ 待回測,監控中 ⚠️過熱,0,6.8,-,4,True
1449.TW,佳和,2026-04-07,看漲 FVG,13.9,12.34,14.6,⏳ 待回測,⚡結構突破 ⚠️過熱,0,68.35,-,4,True
2399.TW,映泰,2026-04-02,看漲 FVG,33.8,32.34,35.49,💰 已達標,獲利點,1,64.17,2026-04-08,4,True
3026.TW,禾伸堂,2026-04-07,看漲 FVG,156.0,143.28,163.8,⏳ 待回測,監控中 ⚠️過熱,0,76.51,-,4,True
3037.TW,欣興,2026-04-07,看漲 FVG,597.0,534.31,626.85,⏳ 待回測,⚡結構突破 ⚠️過熱,1,51.88,-,4,False
