股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
6285.TW,啟��,🔥 訊號出現,216.5,67.39,🟢 黃金標的,57.14%,57.14%,11.83%,-2.21%,7,211.71,0.5714,0.1183
2441.TW,超豐,🔥 訊號出現,94.5,59.79,🟡 妖股/高波動,0.00%,33.33%,3.14%,-2.99%,3,91.68,0.3333,0.0314
3339.TWO,泰谷,🔥 訊號出現,45.4500007629,71.69,🟡 妖股/高波動,0.00%,33.33%,7.50%,-7.42%,3,42.08,0.3333,0.075
2399.TW,映泰,🔥 訊號出現,37.9500007629,67.13,⚪ 一般監控,54.55%,45.45%,5.47%,-3.17%,11,36.75,0.4545,0.0547
3189.TW,景碩,🔥 訊號出現,394.0,60.23,⚪ 一般監控,33.33%,44.44%,0.65%,-8.01%,9,362.43,0.4444,0.0065
6257.TW,矽格,🔥 訊號出現,170.5,77.14,🔴 空頭陷阱,50.00%,25.00%,-2.36%,-6.32%,4,159.72,0.25,-0.0236
8021.TW,尖點,🔥 訊號出現,293.0,65.14,🔴 空頭陷阱,0.00%,0.00%,-6.83%,-7.63%,3,270.64,0.0,-0.0683
6190.TWO,萬泰科,🔥 訊號出現,61.0,67.74,🔴 空頭陷阱,25.00%,0.00%,-6.53%,-7.30%,4,56.54,0.0,-0.0653
1449.TW,佳和,🔥 訊號出現,14.9499998093,72.53,🔴 空頭陷阱,66.67%,0.00%,-5.63%,-4.12%,3,14.33,0.0,-0.0563
2426.TW,鼎元,無,39.0999984741,53.48,🟢 黃金標的,100.00%,100.00%,36.47%,-1.05%,5,0.0,1.0,0.3647
1717.TW,長興,無,67.0999984741,55.63,🟢 黃金標的,80.00%,100.00%,16.85%,-3.23%,5,0.0,1.0,0.1685
3037.TW,欣興,無,620.0,58.59,🟢 黃金標的,66.67%,83.33%,13.36%,-3.39%,6,0.0,0.8333,0.1336
2308.TW,台達電,無,1665.0,63.98,🟢 黃金標的,50.00%,75.00%,5.92%,-1.51%,4,0.0,0.75,0.0592
6239.TW,力成,無,211.0,54.19,🟢 黃金標的,100.00%,75.00%,6.74%,-2.65%,4,0.0,0.75,0.0674
2337.TW,旺宏,無,150.0,57.77,🟢 黃金標的,80.00%,60.00%,9.66%,-2.16%,5,0.0,0.6,0.0966
2489.TW,瑞軒,無,38.9000015259,48.57,🟢 黃金標的,71.43%,57.14%,3.42%,-2.76%,7,0.0,0.5714,0.0342
2419.TW,仲琦,無,36.9500007629,61.25,🟡 妖股/高波動,50.00%,37.50%,3.39%,-4.55%,8,0.0,0.375,0.0339
8064.TWO,東捷,無,71.1999969482,55.56,🟡 妖股/高波動,37.50%,37.50%,3.36%,-5.22%,8,0.0,0.375,0.0336
1802.TW,台玻,無,59.0,45.4,⚪ 一般監控,50.00%,50.00%,1.30%,-5.80%,6,0.0,0.5,0.013
6147.TWO,頎邦,無,98.6999969482,75.5,⚪ 一般監控,33.33%,50.00%,1.97%,-5.59%,6,0.0,0.5,0.0197
00631L.TW,元大台灣50正2,無,22.9300003052,4.22,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
00988A.TW,主動統一全球創新,無,14.3400001526,62.79,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
00663L.TW,國泰臺灣加權正2,無,65.75,54.52,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
8358.TWO,金居,無,267.5,51.35,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
2376.TW,技嘉,無,244.5,47.8,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
4989.TW,榮科,無,69.3000030518,50.97,🔴 空頭陷阱,40.00%,40.00%,-4.16%,-5.07%,5,0.0,0.4,-0.0416
4958.TW,臻鼎-KY,無,247.5,68.54,🔴 空頭陷阱,33.33%,33.33%,-0.73%,-7.74%,3,0.0,0.3333,-0.0073
3026.TW,禾伸堂,無,167.0,79.03,🔴 空頭陷阱,0.00%,33.33%,-2.04%,-6.39%,3,0.0,0.3333,-0.0204
2369.TW,菱生,無,31.0,52.76,🔴 空頭陷阱,33.33%,33.33%,-5.11%,-7.65%,3,0.0,0.3333,-0.0511
6919.TW,康霈*,無,115.5,46.25,🔴 空頭陷阱,0.00%,0.00%,-0.88%,-8.24%,1,0.0,0.0,-0.0088
3380.TW,明泰,無,41.0499992371,62.64,🔴 空頭陷阱,0.00%,0.00%,-1.15%,-4.02%,1,0.0,0.0,-0.0115
2402.TW,毅嘉,無,56.9000015259,65.59,🔴 空頭陷阱,0.00%,0.00%,-22.62%,-18.52%,1,0.0,0.0,-0.2262
2301.TW,光寶科,無,156.5,43.28,🔴 空頭陷阱,100.00%,0.00%,-4.19%,-2.40%,1,0.0,0.0,-0.0419
