代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
8150.TW,南茂,86.7,-1996,50,-42,20260821,-216757,1270,218027,-0.0x,-5.66%,★ 壓低偷買
5388.TW,中磊,77.6,-2769,0,3,20260821,-107757,-11410,96347,0.1x,-2.76%,🚨 外資提款
6226.TW,光鼎,21.2,-261,0,-1,20260821,-53937,13885,67822,-0.3x,11.29%,▲ 順勢追意
6239.TW,力成,267.5,-211,205,-52,20260821,-36537,-1363,35173,0.0x,-3.78%,🚨 外資提款
8043.TWO,蜜望實,139.0,-216,0,-14,20260821,-26967,-221,26745,0.0x,-4.17%,🚨 外資提款
8050.TWO,廣積,56.9,-61,0,-9,20260821,-26189,350,26540,-0.0x,-1.90%,★ 壓低偷買
6155.TW,鈞寶,56.7,-9,0,-15,20260821,-25037,-1186,23850,0.0x,-10.99%,🚨 外資提款
8069.TWO,元太,160.5,1210,383,48,20260821,-25133,-1378,23755,0.1x,-3.02%,🚨 外資提款
6214.TW,精誠,179.5,-976,866,-18,20260821,-184,22557,22742,-122.1x,4.36%,▲ 順勢追意
8096.TWO,擎亞,105.5,-499,0,-41,20260821,-15365,3851,19217,-0.3x,-9.44%,★ 壓低偷買
8271.TW,宇瞻,232.5,299,-80,65,20260821,-19513,-781,18732,0.0x,-0.21%,🚨 外資提款
6141.TW,柏承,45.4,122,0,3,20260821,82,18142,18060,218.6x,29.71%,▲ 順勢追意
6531.TW,愛普*,883.0,1531,-1143,-19,20260821,-1440,15521,16962,-10.8x,-5.26%,★ 壓低偷買
8996.TW,高力,1090.0,-292,334,14,20260821,-18221,-2733,15487,0.2x,-14.84%,🚨 外資提款
8299.TWO,群聯,2075.0,6,-311,-97,20260821,-14310,987,15298,-0.1x,-0.24%,★ 壓低偷買
5880.TW,合庫金,25.05,-667,2756,37,20260821,-12665,-2031,10633,0.2x,3.51%,🚨 外資提款
3715.TW,定穎投控,107.0,52,0,-24,20260821,-11139,-795,10344,0.1x,-7.76%,🚨 外資提款
6282.TW,康舒,44.25,-1074,0,-436,20260821,-13874,-4010,9863,0.3x,-5.85%,🚨 外資提款
6116.TW,彩晶,13.8,-8565,0,-676,20260821,-1620,8097,9717,-5.0x,-0.72%,★ 壓低偷買
8042.TWO,金山電,99.6,-2366,0,-34,20260821,-23956,-14454,9501,0.6x,-11.47%,🚨 外資提款
6005.TW,群益證,30.65,-1015,-8,0,20260821,-10728,-1442,9285,0.1x,-0.81%,🚨 外資提款
6414.TW,樺漢,395.0,-221,0,-41,20260821,-10322,-1157,9165,0.1x,-2.95%,🚨 外資提款
4551.TW,智伸科,157.5,10,0,1,20260821,-7543,279,7823,-0.0x,-2.78%,★ 壓低偷買
4967.TW,十銓,276.0,123,0,-34,20260821,-16474,-8761,7713,0.5x,3.61%,🚨 外資提款
3665.TW,貿聯-KY,2275.0,-215,100,-17,20260821,-2001,5643,7645,-2.8x,3.41%,▲ 順勢追意
6108.TW,競國,25.95,1392,0,0,20260821,5950,13388,7438,2.2x,17.42%,▲ 順勢追意
8046.TW,南電,1135.0,143,312,66,20260821,-14573,-7715,6858,0.5x,-13.03%,🚨 外資提款
6672.TW,騰輝電子-KY,267.5,238,140,-11,20260821,2848,9540,6692,3.3x,-0.93%,★ 壓低偷買
5471.TW,松翰,56.5,-313,0,-2,20260821,-5626,635,6262,-0.1x,-3.42%,★ 壓低偷買
