代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,30.10,29.55,3000,31,3000,31.00,29.55,30.16,30.10,32061,-,
1269,乾杯,63.54,62.3,3000,62.7,1594,63.10,60.00,60.49,62.70,65995,-,
1271,晨暉生技,59.76,59.3,12000,60.7,2999,60.70,59.40,59.86,60.70,24971,-,
1293,利統,23.04,22.9,3000,23.4,2899,23.40,23.40,23.40,23.40,101,-,
1343,旭東環保,34.70,34.3,3000,34.7,3000,34.80,34.55,34.63,34.55,9002,-,
1480,東盟開發,7.81,7.8,20000,7.99,5000,7.92,7.80,7.84,7.85,92000,-,
1594,日高,8.09,7.7,9000,8.09,4998,8.09,7.70,7.70,8.09,1002,-,
2071,震南鐵,33.73,33.5,3000,34.8,3000,34.80,33.70,34.49,34.80,4003,-,
2245,詠勝昌*,25.05,23.85,3000,25,1999,25.00,23.85,24.29,25.00,24058,-,
2249,湧盛,97.82,98,2700,98.5,3000,99.50,97.00,98.03,98.30,36801,115/07/28,櫃買中心同意上櫃契約
2252,為昇科,18.47,18.25,5000,19,5000,19.15,18.40,18.88,19.00,85682,-,
2255,凱銳光電,14.00,13.75,6805,14.3,5000,14.30,13.30,13.74,13.75,112472,-,
2256,歐特明,84.98,80.4,3000,84,2999,85.30,80.00,82.93,84.00,264834,-,
2644,中信造船,77.65,76.5,3000,77.7,3000,78.00,76.80,77.37,77.90,19641,-,
2733,維格餅家,10.95,10.45,10000,10.95,4998,10.95,10.95,10.95,10.95,2,-,
2741,老四川,20.26,20,3000,20.6,5996,20.60,20.00,20.11,20.60,15441,-,
2758,路易莎咖啡,70.55,68.2,3000,70.7,3000,70.70,68.10,70.51,70.70,7057,-,
2760,巨宇翔,9.98,9.5,10000,9.99,4999,10.00,9.70,9.93,9.99,6248,-,
2761,橘焱胡同,14.81,14.2,5000,14.65,5000,14.70,14.25,14.41,14.45,10256,-,
2938,床的世界,25.23,24.35,3000,25.5,1900,25.50,24.60,25.02,25.50,3100,115/07/28,櫃買中心同意上櫃契約
2940,歐都納,24.03,24.1,6000,24.6,2999,24.60,24.60,24.60,24.60,1,-,
2942,京站,37.93,36.65,6000,38.15,3000,-,-,-,-,-,-,
3097,拍檔,25.10,24.35,3000,25.55,3000,25.60,24.40,24.63,25.55,13012,-,
