id,name,price,signal,pnl,count,win_rate,reason
8358.TWO,金居,413.5,☁️ 觀望,208.96,11,45.45,[P:0.95/8.0] [📈 穩定] 等待機會
4958.TW,臻鼎-KY,463.0,☁️ 觀望,127.35,7,42.86,[P:0.95/8.0] [📉 轉弱] 等待機會
2059.TW,川湖,13925.0,🚀 持股,121.15,9,66.67,[🚀 爆發 5D30%] [P:0.95/50.0] [📈 穩定] 趨勢維持
6239.TW,力成,268.5,☁️ 觀望,114.5,6,66.67,[P:0.95/8.0] [📉 轉弱] 等待機會
2368.TW,金像電,1025.0,☁️ 觀望,107.13,8,62.5,[P:0.95/8.0] [📈 穩定] 等待機會
5274.TWO,信驊,15750.0,❄️ 賣出,98.69,9,44.44,[📈 標準 V3] [P:0.95/8.0] [📈 穩定] 趨勢轉弱(強制)
2404.TW,漢唐,1075.0,☁️ 觀望,94.69,9,33.33,[P:0.95/8.0] [📉 轉弱] 等待機會
3017.TW,奇鋐,2985.0,🚀 持股,94.68,10,50.0,[🚀 爆發 5D30%] [P:0.95/50.0] [📈 穩定] 趨勢維持
2303.TW,聯電,115.5,☁️ 觀望,55.76,9,66.67,[P:0.95/8.0] [📉 轉弱] 等待機會
6282.TW,康舒,45.0,☁️ 觀望,53.85,8,62.5,[P:0.95/8.0] [📉 轉弱] 等待機會
2454.TW,聯發科,3700.0,☁️ 觀望,53.52,11,18.18,[P:0.95/8.0] [📉 轉弱] 等待機會
3481.TW,群創,46.0,☁️ 觀望,38.12,9,55.56,[P:0.95/8.0] [📉 轉弱] 等待機會
3661.TW,世芯-KY,3750.0,🟡 預警 (⚠️ 乖離過高),34.13,6,50.0,[P:0.95/8.0] [📈 穩定] 乖離率 10.3% 謹慎追價
5443.TWO,均豪,104.0,☁️ 觀望,27.19,6,50.0,[P:0.95/8.0] [📈 穩定] 等待機會
1802.TW,台玻,57.7000007629,☁️ 觀望,27.05,10,40.0,[P:0.95/8.0] [📈 穩定] 等待機會
5607.TW,遠雄港,55.2999992371,💎 持股,26.84,7,57.14,[📈 標準 V3] [P:0.95/50.0] [🚀 極強] 趨勢維持
6669.TW,緯穎,6325.0,💎 持股,22.52,8,50.0,[📈 標準 V3] [P:0.95/50.0] [📈 穩定] 趨勢維持
2317.TW,鴻海,246.5,☁️ 觀望,21.88,8,37.5,[P:0.95/8.0] [📉 轉弱] 等待機會
1519.TW,華城,727.0,☁️ 觀望,21.42,7,57.14,[P:0.95/8.0] [📈 穩定] 等待機會
6166.TW,凌華,120.5,☁️ 觀望,19.94,7,28.57,[P:0.95/8.0] [📉 轉弱] 等待機會
3006.TW,晶豪科,250.5,🚀 持股,19.28,10,50.0,[🚀 爆發 5D30%] [P:0.95/50.0] [📈 穩定] 趨勢維持
2312.TW,金寶,31.3500003815,☁️ 觀望,18.58,7,57.14,[P:0.95/8.0] [📉 轉弱] 等待機會
3211.TWO,順達,355.0,☁️ 觀望,2.88,6,33.33,[P:0.95/8.0] [📉 轉弱] 等待機會
3357.TWO,臺慶科,214.0,☁️ 觀望,0.91,8,37.5,[P:0.95/8.0] [⏳ 猶豫] 等待機會
1504.TW,東元,73.0999984741,💎 持股,-4.22,9,44.44,[📈 標準 V3] [P:0.95/8.0] [🚀 極強] 趨勢維持
2301.TW,光寶科,267.0,💎 持股,-5.78,10,40.0,[📈 標準 V3] [P:0.95/50.0] [📈 穩定] 趨勢維持
2457.TW,飛宏,22.8500003815,☁️ 觀望,-12.91,7,57.14,[P:0.95/8.0] [📉 轉弱] 等待機會
2382.TW,廣達,327.0,💎 持股,-13.14,10,30.0,[📈 標準 V3] [P:0.95/8.0] [📉 轉弱] 趨勢維持
1503.TW,士電,201.5,☁️ 觀望,-15.45,8,25.0,[P:0.95/8.0] [📉 轉弱] 等待機會
3231.TW,緯創,180.0,☁️ 觀望,-19.92,10,40.0,[P:0.95/8.0] [📈 穩定] 等待機會
1513.TW,中興電,166.0,💎 持股,-30.38,9,11.11,[📈 標準 V3] [P:0.95/8.0] [📈 穩定] 趨勢維持
3324.TWO,雙鴻,993.0,💎 持股,-31.69,9,33.33,[📈 標準 V3] [P:0.95/8.0] [📈 穩定] 趨勢維持
2417.TW,圓剛,43.9500007629,💎 持股,-34.14,7,14.29,[📈 標準 V3] [P:0.95/8.0] [📈 穩定] 趨勢維持
6781.TW,AES-KY,1075.0,🟡 預警 (⚠️ 乖離過高),-36.87,6,16.67,[P:0.95/8.0] [📈 穩定] 乖離率 9.4% 謹慎追價
6117.TW,迎廣,61.0999984741,☁️ 觀望,-37.61,6,16.67,[P:0.95/8.0] [📉 轉弱] 等待機會
3013.TW,晟銘電,82.1999969482,☁️ 觀望,-38.77,6,16.67,[P:0.95/8.0] [📉 轉弱] 等待機會
1514.TW,亞力,101.0,☁️ 觀望,-46.78,9,11.11,[P:0.95/8.0] [📉 轉弱] 等待機會
