日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-08-21,2317,鴻海,245.0,241.21,2000,7580,1.57%
2026-08-21,4142,國光生,17.25,25.32,1000,-8070,-31.87%
2026-08-21,0050,元大台灣50,104.9,46.6,16000,932800,125.11%
2026-08-21,0056,元大高股息,52.7,36.43,4000,65080,44.66%
2026-08-21,00635U,期元大S&P黃金,45.49,55.25,3000,-29280,-17.67%
2026-08-21,00738U,期元大道瓊白銀,51.85,66.26,1000,-14410,-21.75%
2026-08-21,00929,復華台灣科技優息,28.49,19.73,8000,70080,44.40%
2026-08-21,009816,凱基台灣TOP50,15.31,11.01,63000,270900,39.06%
2026-08-21,00990A,主動元大AI新經濟,16.52,11.48,5000,25200,43.90%
2026-08-21,2009,第一銅,38.9,50.56,4000,-46640,-23.06%
2026-08-21,2337,旺宏,119.0,95.28,2000,47440,24.90%
2026-08-21,2409,友達,26.15,16.21,2000,19880,61.32%
2026-08-21,3481,群創,46.75,25.1,4000,86600,86.25%
2026-08-21,3105,穩懋,363.5,556.47,300,-57891,-34.68%
2026-08-21,4966,譜瑞-KY,573.12,1921.64,1000,-1348520,-70.18%
2026-08-21,2327,國巨*,576.0,1030.0,1,-454,-44.08%
2026-08-21,00403A,主動統一升級50,10.16,10.68,26000,-13520,-4.87%
2026-08-21,00981A,主動統一台股增長,29.61,27.48,2000,4260,7.75%
2026-08-21,2330,台積電,2350.0,225.55,10,21244,941.90%
2026-08-21,6789,采鈺,421.5,593.5,400,-68800,-28.98%
2026-08-21,6849,奇鼎科技,136.0,266.4,280,-36512,-48.95%
2026-08-21,7853,政美應用,299.0,409.29,280,-30881,-26.95%
2026-08-21,3576,聯合再生,16.75,18.15,5000,-7000,-7.71%
2026-08-21,1721,三晃,19.25,27.88,3000,-25900,-30.96%
2026-08-21,8215,明基材,23.9,31.6,200,-1540,-24.37%
2026-08-21,00405A,主動富邦台灣龍耀,8.6,9.34,11000,-8140,-7.92%
2026-08-21,5498,凱崴,49.2,69.61,188,-3837,-29.32%
2026-08-21,1301,台塑,56.8,50.5,100,630,12.48%
2026-08-21,6498,久禾光,73.9,67.3,12,79,9.81%
2026-08-21,009821,野村稀土關鍵資源,14.96,17.3,12000,-28080,-13.53%
