
📅 投資日報表: 2026-08-21
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 245.00   | 247.00   | 242.50   | 245.00   | 34,855,147   | 241.21      | 2000     | ▲7,580    |   +1.57%
4142     | 國光生        | 17.25    | 17.40    | 17.15    | 17.25    | 450,473      | 25.32       | 1000     | ▼8,070    |  -31.87%
0050     | 元大台灣50     | 106.45   | 106.45   | 104.85   | 104.90   | 58,726,823   | 46.60       | 16000    | ▲932,800  | +125.11%
0056     | 元大高股息      | 53.10    | 53.20    | 52.40    | 52.70    | 29,813,323   | 36.43       | 4000     | ▲65,080   |  +44.66%
00635U   | 期元大S&P黃金   | 45.90    | 45.91    | 45.44    | 45.49    | 2,524,138    | 55.25       | 3000     | ▼29,280   |  -17.67%
00738U   | 期元大道瓊白銀    | 53.00    | 53.10    | 51.85    | 51.85    | 2,995,000    | 66.26       | 1000     | ▼14,410   |  -21.75%
00929    | 復華台灣科技優息   | 28.86    | 28.86    | 28.46    | 28.49    | 82,012,799   | 19.73       | 8000     | ▲70,080   |  +44.40%
009816   | 凱基台灣TOP50  | 15.53    | 15.53    | 15.30    | 15.31    | 77,104,734   | 11.01       | 63000    | ▲270,900  |  +39.06%
00990A   | 主動元大AI新經濟  | 16.92    | 17.02    | 16.52    | 16.52    | 22,460,101   | 11.48       | 5000     | ▲25,200   |  +43.90%
2009     | 第一銅        | 38.25    | 39.30    | 38.05    | 38.90    | 984,302      | 50.56       | 4000     | ▼46,640   |  -23.06%
2337     | 旺宏         | 117.00   | 120.50   | 115.00   | 119.00   | 49,355,745   | 95.28       | 2000     | ▲47,440   |  +24.90%
2409     | 友達         | 25.70    | 26.75    | 25.25    | 26.15    | 133,903,998  | 16.21       | 2000     | ▲19,880   |  +61.32%
3481     | 群創         | 47.25    | 48.05    | 46.30    | 46.75    | 222,802,280  | 25.10       | 4000     | ▲86,600   |  +86.25%
3105     | 穩懋         | 353.50   | 374.00   | 351.00   | 363.50   | 17,622,003   | 556.47      | 300      | ▼57,891   |  -34.68%
4966     | 譜瑞-KY      | 551.45   | 581.00   | 548.50   | 573.12   | 1,523,333    | 1921.64     | 1000     | ▼1,348,520 |  -70.18%
2327     | 國巨*        | 547.00   | 590.00   | 547.00   | 576.00   | 54,594,799   | 1030.00     | 1        | ▼454      |  -44.08%
00403A   | 主動統一升級50   | 10.40    | 10.44    | 10.13    | 10.16    | 180,486,513  | 10.68       | 26000    | ▼13,520   |   -4.87%
00981A   | 主動統一台股增長   | 30.48    | 30.50    | 29.50    | 29.61    | 214,997,075  | 27.48       | 2000     | ▲4,260    |   +7.75%
2330     | 台積電        | 2340.00  | 2355.00  | 2335.00  | 2350.00  | 20,098,985   | 225.55      | 10       | ▲21,244   | +941.90%
6789     | 采鈺         | 418.00   | 433.00   | 418.00   | 421.50   | 734,264      | 593.50      | 400      | ▼68,800   |  -28.98%
6849     | 奇鼎科技       | 136.00   | 140.50   | 135.00   | 136.00   | 92,659       | 266.40      | 280      | ▼36,512   |  -48.95%
7853     | 政美應用       | 301.50   | 308.00   | 296.00   | 299.00   | 177,719      | 409.29      | 280      | ▼30,881   |  -26.95%
3576     | 聯合再生       | 16.80    | 16.95    | 16.50    | 16.75    | 6,429,094    | 18.15       | 5000     | ▼7,000    |   -7.71%
1721     | 三晃         | 19.00    | 19.75    | 19.00    | 19.25    | 579,067      | 27.88       | 3000     | ▼25,900   |  -30.96%
8215     | 明基材        | 24.00    | 24.20    | 23.80    | 23.90    | 264,227      | 31.60       | 200      | ▼1,540    |  -24.37%
00405A   | 主動富邦台灣龍耀   | 8.80     | 8.85     | 8.55     | 8.60     | 84,297,917   | 9.34        | 11000    | ▼8,140    |   -7.92%
5498     | 凱崴         | 48.40    | 50.30    | 48.20    | 49.20    | 1,177,794    | 69.61       | 188      | ▼3,837    |  -29.32%
1301     | 台塑         | 58.30    | 58.40    | 56.80    | 56.80    | 23,499,240   | 50.50       | 100      | ▲630      |  +12.48%
6498     | 久禾光        | 73.70    | 75.80    | 73.10    | 73.90    | 67,024       | 67.30       | 12       | ▲79       |   +9.81%
009821   | 野村稀土關鍵資源   | 15.07    | 15.10    | 14.95    | 14.96    | 8,090,250    | 17.30       | 12000    | ▼28,080   |  -13.53%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:        -177,702 (  -2.77%)
