expansion,date,price,pe,symbol,rev_yoy,prev_eps,gm,advice,prev_eps_yoy,prev_year,est_price,name,status,prev_rev_yoy,eps,om,eps_yoy
-119.94,2026-03,95.3000030518,6.212516496205998,6104.TWO,76.96,5.62,N/A,⚪ 中性觀察,66.87,2025,230.1,創惟,📉 獲利侵蝕,27.6,1.34,N/A,-42.98
-120.44,2026-03,24.5,5.08298755186722,6910.TWO,104.82,2.0,N/A,⚪ 中性觀察,58.93,2025,72.30000000000001,德鴻,📉 獲利侵蝕,30.1,0.27,N/A,-15.62
-120.76,2026-03,30.6000003815,0.0,2740.TWO,0.01,-3.19,41.62%,⚪ 數據不足,35.27,2025,-137.1,華軒,📉 獲利侵蝕,-45.74,-1.32,-45.63%,-120.75
-121.67,2026-03,82.0999984741,17.033194704170125,6530.TWO,162.97,1.95,N/A,❌ 暫避觀望,18.9,2025,72.30000000000001,創威,⚠️ 獲利稀釋,16.68,0.65,N/A,41.3
-121.88,2026-03,69.6999969482,136.66666068274512,6921.TW,-53.12,0.35,N/A,❌ 暫避觀望,-55.26,2025,7.649999999999999,嘉雨思-創,🌑 雙重衰退,28.45,-0.27,N/A,-175.0
-121.99000000000001,2026-03,1730.0,34.67628783323311,7751.TWO,196.55,20.5,N/A,❌ 暫避觀望,60.48,2025,748.35,竑騰,⚠️ 獲利稀釋,62.42,7.0,N/A,74.56
-122.89,2026-03,196.5,39.53722334004024,6538.TWO,110.02,1.15,N/A,❌ 暫避觀望,-87.49,2025,74.55,倉和,📉 獲利侵蝕,-34.5,0.9,N/A,-12.87
-123.75,2026-03,85.4000015259,4.445601328781884,9941.TW,115.84,7.68,N/A,⚪ 中性觀察,-12.45,2025,288.15000000000003,裕融,📉 獲利侵蝕,-4.66,1.82,N/A,-7.91
-124.1,2026-03,80.4000015259,8.56230048199148,5534.TW,44.79,6.0,N/A,⚪ 中性觀察,-23.57,2025,140.85000000000002,長虹,📉 獲利侵蝕,-29.66,0.19,N/A,-79.31
-124.7,2026-03,34.0,6.463878326996198,6730.TWO,106.18,2.14,N/A,⚪ 中性觀察,-10.33,2025,78.89999999999999,常廣,📉 獲利侵蝕,7.33,0.44,N/A,-18.52
-124.86,2026-03,57.5,6.104033970276008,2420.TW,127.83,3.91,49.30%,⚪ 中性觀察,-10.32,2025,141.3,新巨,⚠️ 獲利稀釋,-2.6,1.05,35.64%,2.97
-124.99,2026-03,37.2000007629,0.0,3176.TWO,-26.36,-0.78,56.72%,⚪ 數據不足,46.94,2025,-9.600000000000001,基亞,🏰 高護城河,15.28,-0.38,-48.58%,-151.35
-125.00999999999999,2026-03,30.8500003815,0.0,4807.TW,769.01,-0.24,18.47%,⚪ 數據不足,84.62,2025,-3.4499999999999997,日成-KY,🔄 轉虧為盈,19.6,1.7,4.68%,644.0
-127.46000000000001,2026-03,116.0,12.831858407079647,6655.TW,148.24,3.92,N/A,⚪ 中性觀察,-18.72,2025,135.6,科定,⚠️ 獲利稀釋,3.86,0.95,N/A,20.78
-127.63,2026-03,12.0,0.0,3085.TWO,86.45,-0.56,73.88%,⚪ 數據不足,41.67,2025,-23.400000000000002,新零售,🏰 高護城河,5.58,-0.24,-74.64%,-41.18
-127.81999999999996,2026-03,78.6999969482,6.035275839585889,4580.TWO,298.59,5.03,31.57%,⚪ 中性觀察,-42.92,2025,195.6,捷流閥業,⚠️ 獲利稀釋,-5.55,1.76,12.43%,170.77
-127.85000000000001,2026-03,153.0,30.478087649402394,4908.TWO,129.18,1.98,46.40%,❌ 暫避觀望,-29.79,2025,75.3,前鼎,⚠️ 獲利稀釋,-12.98,0.76,17.75%,1.33
-128.04,2026-03,1595.0,9.60149289670118,3533.TW,133.38,70.17,51.54%,⚪ 中性觀察,-15.21,2025,2491.8,嘉澤,🏰 高護城河,12.28,21.37,29.92%,5.34
-128.85,2026-03,191.5,7.079482439926062,6146.TWO,133.06,10.77,N/A,⚪ 中性觀察,-14.93,2025,405.75,耕興,⚠️ 獲利稀釋,-1.34,2.97,N/A,4.21
-129.17000000000002,2026-03,74.5,1.0294320851181429,5904.TWO,153.5,29.54,N/A,⚪ 中性觀察,10.48,2025,1085.5500000000002,寶雅,⚠️ 獲利稀釋,7.16,9.3,N/A,24.33
-129.32000000000002,2026-03,50.0,5.74052812858783,6899.TWO,133.24,3.59,N/A,⚪ 中性觀察,7.23,2025,130.65,創為精密,⚠️ 獲利稀釋,27.05,1.08,N/A,3.92
-130.9,2026-03,24.0499992371,12.72486732121693,4166.TWO,100.47,0.9,60.10%,⚪ 中性觀察,79.17,2025,28.35,友霖,🏰 高護城河,14.52,0.16,23.50%,-30.43
-131.37,2026-03,2215.0,24.475138121546962,7750.TW,234.77,35.12,N/A,❌ 暫避觀望,51.69,2025,1357.5,新代,⚠️ 獲利稀釋,29.17,15.38,N/A,103.4
-132.45,2026-03,60.7000007629,12.72536703624738,6205.TW,86.74,2.0,N/A,⚪ 中性觀察,-25.66,2025,71.55,詮欣,📉 獲利侵蝕,-3.02,0.38,N/A,-45.71
-132.72000000000003,2026-03,90.8000030518,19.868709639343546,4968.TW,239.86,2.66,N/A,❌ 暫避觀望,56.47,2025,68.55000000000001,立積,⚠️ 獲利稀釋,2.24,0.58,N/A,107.14
-133.04999999999998,2026-03,29.3500003815,6.507760616740577,5490.TWO,127.49,1.69,N/A,⚪ 中性觀察,382.35,2025,67.64999999999999,同亨,📉 獲利侵蝕,12.01,0.7,N/A,-5.56
-133.55,2026-03,471.0,25.02656748140276,3680.TWO,149.46,9.43,43.28%,❌ 暫避觀望,-22.51,2025,282.3,家登,⚠️ 獲利稀釋,12.26,2.55,17.47%,15.91
-133.64,2026-03,38.0,7.3786407766990285,2948.TWO,136.2,2.14,48.05%,⚪ 中性觀察,-2.28,2025,77.25,寶陞,⚠️ 獲利稀釋,1.84,0.4,9.02%,2.56
-134.24,2026-03,2310.0,22.303755913874674,3131.TWO,215.25,45.48,42.10%,❌ 暫避觀望,56.98,2025,1553.55,弘塑,⚠️ 獲利稀釋,59.93,16.11,29.56%,81.01
-134.56,2026-03,0.0,0.0,5906.TW,64.29,0.98,N/A,⚪ 數據不足,-41.32,2025,0.0,台南-KY,📉 獲利侵蝕,-7.04,0.11,N/A,-70.27
-135.08,2026-03,23.5499992371,2.234345278662239,6171.TWO,301.75,3.82,N/A,⚪ 中性觀察,-33.33,2025,158.10000000000002,大城地產,⚠️ 獲利稀釋,-35.35,0.08,N/A,166.67
-136.5,2026-03,93.5,91.66666666666667,3138.TW,226.98,1.5,41.30%,❌ 暫避觀望,-51.49,2025,15.3,耀登,⚠️ 獲利稀釋,2.05,-0.02,7.58%,90.48
-136.71,2026-03,24.3999996185,9.420849273552124,5278.TWO,115.09,1.05,N/A,⚪ 中性觀察,56.72,2025,38.849999999999994,尚凡*,📉 獲利侵蝕,18.28,0.29,N/A,-21.62
-136.76,2026-03,78.9000015259,12.705314255378422,6642.TWO,124.86,2.6,N/A,⚪ 中性觀察,-27.37,2025,93.15,富致,📉 獲利侵蝕,3.61,0.74,N/A,-11.9
-136.98000000000002,2026-03,11.25,12.640449438202246,4109.TWO,182.43,0.43,24.70%,⚪ 中性觀察,-80.37,2025,13.35,加捷生醫,⚠️ 獲利稀釋,-9.62,0.15,-7.54%,45.45
-137.41,2026-03,0.0,0.0,6680.TWO,237.41,-0.29,N/A,⚪ 數據不足,-106.78,2025,0.0,鑫創電子,🔄 轉虧為盈,-15.41,0.08,N/A,100.0
-137.46,2026-03,0.0,0.0,1319.TW,102.78,6.43,33.68%,⚪ 數據不足,-13.11,2025,0.0,東陽,📉 獲利侵蝕,-1.96,1.62,18.07%,-34.68
-137.54000000000002,2026-03,65.6999969482,21.754965876887415,6517.TWO,102.54,1.63,N/A,❌ 暫避觀望,-55.59,2025,45.3,保勝光學,📉 獲利侵蝕,-1.73,0.52,N/A,-35.0
-137.61,2026-03,11.3000001907,0.0,2913.TW,137.61,-0.15,40.70%,⚪ 數據不足,31.82,2025,-5.7,農林,📉 獲利侵蝕,9.13,-0.04,-7.01%,0.0
-137.88,2026-03,26.8500003815,1.3445167942663996,8422.TW,43.67,1.29,N/A,⚪ 中性觀察,-87.79,2025,299.54999999999995,可寧衛*,📉 獲利侵蝕,-7.53,0.21,N/A,-94.21
-138.13,2026-03,138.5,7.482441923284711,6206.TW,148.7,6.9,N/A,⚪ 中性觀察,-0.43,2025,277.65000000000003,飛捷,⚠️ 獲利稀釋,9.26,2.51,N/A,10.57
-138.3,2026-03,85.9000015259,7.354452185436644,6532.TWO,103.42,7.31,N/A,⚪ 中性觀察,81.39,2025,175.2,瑞耘,📉 獲利侵蝕,-6.21,0.84,N/A,-34.88
-138.5,2026-03,19.5499992371,0.0,5211.TWO,174.21,-0.77,N/A,⚪ 數據不足,34.19,2025,-33.3,蒙恬,⚠️ 獲利稀釋,34.16,-0.18,N/A,35.71
-138.67999999999998,2026-03,44.75,8.03411131059246,3306.TWO,312.01,1.95,25.80%,⚪ 中性觀察,-33.45,2025,83.55000000000001,鼎天,⚠️ 獲利稀釋,10.49,0.11,1.28%,173.33
-138.73,2026-03,128.5,8.61260053619303,8109.TWO,148.79,6.18,N/A,⚪ 中性觀察,-4.63,2025,223.8,博大,⚠️ 獲利稀釋,15.04,1.75,N/A,10.06
-139.09000000000003,2026-03,20.5,52.56410256410256,1414.TW,539.09,0.19,15.75%,❌ 暫避觀望,-19.23,2025,5.8500000000000005,東和,⚠️ 獲利稀釋,-10.66,0.06,-3.56%,400.0
-139.35,2026-03,37.5999984741,7.230768937326922,7770.TWO,51.4,3.0,N/A,⚪ 中性觀察,-47.4,2025,78.0,君曜,📉 獲利侵蝕,12.79,0.1,N/A,-87.95
-139.45,2026-03,224.0,7.624234172906738,7765.TW,142.19,11.47,N/A,⚪ 中性觀察,2.97,2025,440.70000000000005,中華資安,⚠️ 獲利稀釋,3.64,3.38,N/A,2.74
-139.69,2026-03,45.5499992371,3.5228150995436973,1295.TWO,70.64,5.29,49.97%,⚪ 中性觀察,-6.08,2025,193.95,生合,📉 獲利侵蝕,4.97,0.39,11.73%,-69.05
-140.07,2026-03,42.0499992371,0.0,6243.TW,30.39,-0.52,N/A,⚪ 數據不足,-147.27,2025,-18.6,迅杰,📉 獲利侵蝕,-12.93,-0.03,N/A,-109.68
-140.25,2026-03,38.7999992371,4.330357057712054,4584.TWO,108.67,3.43,34.23%,⚪ 中性觀察,-4.72,2025,134.39999999999998,君帆,📉 獲利侵蝕,-1.51,0.91,12.30%,-31.58
-140.68,2026-03,161.0,8.303249097472923,2729.TWO,104.46,6.76,N/A,⚪ 中性觀察,-24.75,2025,290.85,瓦城,📉 獲利侵蝕,0.46,1.64,N/A,-36.22
-141.57,2026-03,169.5,25.48872180451128,3035.TW,71.65,2.81,42.16%,❌ 暫避觀望,-29.75,2025,99.74999999999999,智原,📉 獲利侵蝕,62.61,0.4,2.86%,-69.92
-141.77,2026-03,61.5999984741,17.45042449691218,6292.TWO,244.55,2.0,N/A,❌ 暫避觀望,-48.05,2025,52.95,迅德,⚠️ 獲利稀釋,-3.28,0.73,N/A,102.78
-141.78,2026-03,257.0,5.848884842967682,8081.TW,137.6,17.76,N/A,⚪ 中性觀察,-0.84,2025,659.1,致新,📉 獲利侵蝕,5.0,4.62,N/A,-4.18
-141.87,2026-03,75.0,5.215577190542421,6527.TWO,133.59,5.8,N/A,⚪ 中性觀察,15.63,2025,215.7,明達醫,📉 獲利侵蝕,9.33,1.33,N/A,-8.28
-141.93,2026-03,15.6000003815,0.0,6461.TWO,143.49,-2.57,N/A,⚪ 數據不足,18.35,2025,-88.05,益得,⚠️ 獲利稀釋,170.31,-0.63,N/A,1.56
-142.2,2026-03,31.8500003815,3.7426557440070507,7715.TWO,89.96,3.09,N/A,⚪ 中性觀察,-39.84,2025,127.64999999999999,裕山,📉 獲利侵蝕,-27.76,0.64,N/A,-52.24
-142.26,2026-03,1435.0,13.592876764232262,1590.TW,180.17,42.0,47.51%,⚪ 中性觀察,10.18,2025,1583.5500000000002,亞德客-KY,⚠️ 獲利稀釋,11.97,13.35,31.25%,37.91
-142.72,2026-03,0.0,0.0,1538.TW,51.34,-1.59,32.24%,⚪ 數據不足,6.47,2025,0.0,正峰,📉 獲利侵蝕,1.9,-1.11,-58.77%,-91.38
-143.05,2026-03,27.9500007629,0.0,5468.TWO,443.05,-0.65,N/A,⚪ 數據不足,-246.15,2025,-13.65,凱鈺,🔄 轉虧為盈,36.88,0.12,N/A,300.0
-143.09,2026-03,530.0,7.7191960384503355,3034.TW,114.65,26.87,38.19%,⚪ 中性觀察,-19.62,2025,1029.8999999999999,聯詠,📉 獲利侵蝕,-2.07,6.19,16.92%,-28.44
-144.31,2026-03,185.5,78.93617021276597,8033.TW,185.98,0.58,N/A,❌ 暫避觀望,14.0,2025,35.24999999999999,雷虎,⚠️ 獲利稀釋,14.37,0.34,N/A,41.67
-144.99,2026-03,566.0,6.563840890641309,4966.TWO,125.8,34.51,N/A,⚪ 中性觀察,6.64,2025,1293.4499999999998,譜瑞-KY,📉 獲利侵蝕,1.76,6.77,N/A,-19.19
-145.23999999999998,2026-03,6405.0,34.41698011821602,7769.TW,206.98,75.71,N/A,❌ 暫避觀望,110.03,2025,2791.5,鴻勁,⚠️ 獲利稀釋,116.34,25.7,N/A,61.74
-145.57999999999998,2026-03,48.8499984741,10.11387131968944,4995.TWO,237.89,2.25,N/A,⚪ 中性觀察,-50.22,2025,72.45,晶達,⚠️ 獲利稀釋,-7.32,1.01,N/A,92.31
-145.98999999999998,2026-03,14.75,19.155844155844157,4155.TW,269.52,0.58,N/A,❌ 暫避觀望,-10.94,2025,11.549999999999999,訊映,⚠️ 獲利稀釋,-6.81,0.39,N/A,123.53
-146.18,2026-03,44.9500007629,10.651658948554502,1203.TW,130.66,1.81,33.56%,⚪ 中性觀察,-23.5,2025,63.3,味王,📉 獲利侵蝕,-10.06,0.49,14.34%,-15.52
-146.45999999999998,2026-03,79.3000030518,9.125431881680091,7642.TWO,79.57,3.29,N/A,⚪ 中性觀察,-50.94,2025,130.35000000000002,昶瑞機電,📉 獲利侵蝕,-15.67,0.5,N/A,-66.89
-147.03,2026-03,212.0,15.727002967359052,7810.TWO,177.74,6.25,N/A,❌ 暫避觀望,47.62,2025,202.2,捷創科技,⚠️ 獲利稀釋,34.56,1.83,N/A,30.71
-147.64000000000001,2026-03,106.0,14.84593837535014,8932.TWO,107.87,1.85,N/A,⚪ 中性觀察,-7.07,2025,107.1,智通*,📉 獲利侵蝕,51.84,0.53,N/A,-39.77
-147.67999999999998,2026-03,42.0999984741,15.143884343201439,6821.TWO,151.01,1.13,N/A,❌ 暫避觀望,-5.93,2025,41.699999999999996,聯寶,⚠️ 獲利稀釋,2.84,0.32,N/A,3.33
-147.81,2026-03,302.5,16.49400218102508,5234.TW,165.36,7.37,N/A,❌ 暫避觀望,32.55,2025,275.1,達興材料,⚠️ 獲利稀釋,12.43,2.21,N/A,17.55
-148.18,2026-03,23.0499992371,4.49317723920078,6671.TW,118.45,2.37,N/A,⚪ 中性觀察,-25.47,2025,76.94999999999999,三能-KY,📉 獲利侵蝕,-2.1,0.26,N/A,-29.73
-148.53,2026-03,18.6000003815,8.157894904166668,8923.TWO,86.03,0.96,N/A,⚪ 中性觀察,3.23,2025,34.199999999999996,時報,📉 獲利侵蝕,2.69,0.18,N/A,-62.5
-148.87,2026-03,140.5,19.73314606741573,4572.TW,119.1,3.0,N/A,❌ 暫避觀望,-58.85,2025,106.8,駐龍,📉 獲利侵蝕,-23.02,0.92,N/A,-29.77
-149.18,2026-03,5395.0,59.52118270079435,3653.TW,148.55,36.75,41.25%,❌ 暫避觀望,49.96,2025,1359.6,健策,📉 獲利侵蝕,42.0,9.53,31.26%,-0.63
-149.42000000000002,2026-03,93.3000030518,0.0,2231.TW,106.56,-1.63,23.65%,⚪ 數據不足,-148.96,2025,-24.3,為升,🔄 轉虧為盈,-21.77,0.4,-15.73%,-42.86
-150.01,2026-03,11.0,0.0,4188.TWO,166.01,-0.88,N/A,⚪ 數據不足,-10.0,2025,-33.75,安克,⚠️ 獲利稀釋,-42.69,-0.21,N/A,16.0
-150.05,2026-03,21.2000007629,0.0,6226.TW,261.16,-0.28,N/A,⚪ 數據不足,38.64,2025,-9.9,光鼎,🔄 轉虧為盈,-3.71,0.01,N/A,111.11
-150.47,2026-03,37.7000007629,3.580246986030389,7753.TWO,159.56,4.22,N/A,⚪ 中性觀察,10.39,2025,157.95,星亞,⚠️ 獲利稀釋,9.51,1.08,N/A,9.09
-150.56,2026-03,18.1499996185,0.0,4142.TW,167.87,-0.57,49.56%,⚪ 數據不足,1.75,2025,-47.25000000000001,國光生,⚠️ 獲利稀釋,-9.99,-0.44,23.11%,17.31
-150.93,2026-03,193.5,13.05668016194332,6719.TW,192.82,6.58,N/A,⚪ 中性觀察,198.64,2025,222.3,力智,⚠️ 獲利稀釋,23.89,2.1,N/A,41.89
-151.18,2026-03,1070.0,29.15531335149864,6683.TWO,216.06,15.42,N/A,❌ 暫避觀望,-12.9,2025,550.4999999999999,雍智科技,⚠️ 獲利稀釋,23.03,6.23,N/A,64.88
-152.4,2026-03,26.7000007629,0.0,3086.TWO,47.85,-0.62,44.07%,⚪ 數據不足,-192.54,2025,-25.5,華義*,📉 獲利侵蝕,5.99,-0.01,-19.63%,-104.55
-152.6,2026-03,6400.0,52.10029306414848,6515.TW,166.0,46.93,N/A,❌ 暫避觀望,40.24,2025,1842.6000000000001,穎崴,⚠️ 獲利稀釋,35.51,19.54,N/A,13.4
-152.6,2026-03,94.0,9.730848861283643,4946.TWO,69.99,3.14,N/A,⚪ 中性觀察,131.69,2025,144.9,辣椒,📉 獲利侵蝕,786.25,0.41,N/A,-82.61
-152.73000000000002,2026-03,31.2000007629,3.8805971098134324,6962.TW,83.05,2.87,N/A,⚪ 中性觀察,-39.39,2025,120.60000000000001,奕力-KY,📉 獲利侵蝕,-15.03,0.58,N/A,-69.68
-152.76,2026-03,62.0,7.416267942583732,2756.TWO,148.91,3.93,49.60%,⚪ 中性觀察,61.83,2025,125.39999999999999,聯發國際,📉 獲利侵蝕,69.66,0.51,5.94%,-3.85
-153.12,2026-03,56.7000007629,29.076923468153844,3438.TWO,125.85,1.0,38.12%,❌ 暫避觀望,-33.77,2025,29.250000000000004,類比科,📉 獲利侵蝕,4.92,0.24,-0.86%,-27.27
-153.44,2026-03,116.5,8.321428571428571,6585.TW,124.98,5.64,N/A,⚪ 中性觀察,-45.5,2025,210.0,鼎基,📉 獲利侵蝕,-13.21,1.86,N/A,-28.46
-153.53,2026-03,19.75,37.264150943396224,3308.TW,55.25,0.68,23.48%,❌ 暫避觀望,-32.0,2025,7.95,聯德,📉 獲利侵蝕,-88.36,0.01,-362.94%,-98.28
-153.63,2026-03,72.4000015259,5.216138438465418,2348.TW,60.26,6.85,34.04%,⚪ 中性觀察,-51.27,2025,208.2,海悅,📉 獲利侵蝕,-27.63,0.16,22.47%,-93.37
-154.0,2026-03,27.4500007629,5.993449948231441,1524.TW,108.08,1.95,N/A,⚪ 中性觀察,-45.98,2025,68.7,耿鼎,📉 獲利侵蝕,-12.78,0.53,N/A,-45.92
-154.59,2026-03,0.0,0.0,2617.TW,177.0,3.18,46.23%,⚪ 數據不足,3.25,2025,0.0,台航,⚠️ 獲利稀釋,-2.28,0.71,41.07%,22.41
-154.6,2026-03,25.5,0.0,3122.TWO,199.88,-1.75,34.82%,⚪ 數據不足,-22.38,2025,-67.95,笙泉,⚠️ 獲利稀釋,-11.1,-0.29,-12.95%,45.28
-154.78,2026-03,47.4500007629,0.0,6695.TW,159.07,-1.83,N/A,⚪ 數據不足,-355.0,2025,-87.9,芯鼎,⚠️ 獲利稀釋,10.49,-0.68,N/A,4.29
-154.98,2026-03,1280.0,66.04747162022704,3491.TWO,225.35,7.83,58.57%,❌ 暫避觀望,-12.03,2025,290.7,昇達科,🏰 高護城河,5.02,3.68,27.57%,70.37
-155.0,2026-03,50.2000007629,7.526236995937031,6161.TWO,200.61,2.72,N/A,⚪ 中性觀察,-20.23,2025,100.05,捷波,⚠️ 獲利稀釋,12.38,0.83,N/A,45.61
-155.49,2026-03,142.0,11.882845188284518,4163.TWO,132.18,5.13,N/A,⚪ 中性觀察,-5.16,2025,179.25000000000003,鐿鈦,📉 獲利侵蝕,1.22,1.29,N/A,-23.31
-155.52999999999997,2026-03,187.0,10.41782729805014,6761.TWO,140.64,7.34,N/A,⚪ 中性觀察,2.89,2025,269.25,穩得,📉 獲利侵蝕,-2.32,1.6,N/A,-14.89
-155.94,2026-03,45.9000015259,15.351171078896323,3093.TWO,74.54,1.22,40.97%,❌ 暫避觀望,15.09,2025,44.849999999999994,港建*,📉 獲利侵蝕,38.76,0.08,11.18%,-81.4
-156.84,2026-03,153.5,12.399030694668822,5474.TWO,115.66,5.49,N/A,⚪ 中性觀察,-22.13,2025,185.7,聰泰,📉 獲利侵蝕,22.92,0.6,N/A,-41.18
-156.91000000000003,2026-03,76.3000030518,4.977169148845401,6498.TWO,173.58,6.51,N/A,⚪ 中性觀察,11.33,2025,229.95000000000002,久禾光,⚠️ 獲利稀釋,19.77,1.75,N/A,16.67
-157.4,2026-03,43.2999992371,9.931192485573394,9918.TW,174.38,1.61,N/A,⚪ 中性觀察,-28.18,2025,65.4,欣天然,⚠️ 獲利稀釋,2.96,0.63,N/A,16.98
-157.79,2026-03,12.75,0.0,8067.TWO,57.79,-0.59,N/A,⚪ 數據不足,16.9,2025,-29.85,志旭,📉 獲利侵蝕,-2.17,-0.62,N/A,-100.0
-158.26999999999998,2026-03,16.8999996185,0.0,5272.TWO,68.27,-1.33,N/A,⚪ 數據不足,-1377.78,2025,-50.4,笙科,📉 獲利侵蝕,2.86,-0.57,N/A,-90.0
-158.51,2026-03,13.8500003815,15.054348240760866,3024.TW,68.51,0.28,24.73%,❌ 暫避觀望,-57.58,2025,13.800000000000002,憶聲,📉 獲利侵蝕,-31.39,0.02,-2.71%,-90.0
-158.55,2026-03,27.75,46.25,8080.TWO,76.73,0.12,N/A,❌ 暫避觀望,139.29,2025,9.0,泰霖,📉 獲利侵蝕,22.38,0.02,N/A,-81.82
-159.02,2026-03,137.0,7.401404646137224,6862.TW,90.37,8.29,N/A,⚪ 中性觀察,-19.59,2025,277.65,三集瑞-KY,📉 獲利侵蝕,2.98,1.0,N/A,-68.65
-159.39000000000001,2026-03,15.6000003815,0.0,4128.TWO,185.58,-1.29,42.56%,⚪ 數據不足,31.02,2025,-58.650000000000006,中天,⚠️ 獲利稀釋,9.94,-0.31,-18.87%,26.19
-159.41,2026-03,179.5,6.413004644515898,6996.TWO,195.54,12.15,N/A,⚪ 中性觀察,-14.17,2025,419.85,力領科技,⚠️ 獲利稀釋,-9.4,3.27,N/A,36.13
-159.61,2026-03,29.1000003815,8.844984918389057,1568.TW,155.84,1.36,34.44%,⚪ 中性觀察,-13.92,2025,49.35,倉佑,📉 獲利侵蝕,0.3,0.51,17.09%,-3.77
-161.35,2026-03,33.75,0.0,6237.TWO,214.29,-1.52,N/A,⚪ 數據不足,-462.96,2025,-67.2,驊訊,⚠️ 獲利稀釋,11.69,-0.24,N/A,52.94
-162.27,2026-03,70.1999969482,13.245282443056606,8102.TWO,100.37,2.25,N/A,⚪ 中性觀察,-62.55,2025,79.49999999999999,傑霖科技,📉 獲利侵蝕,-23.31,0.4,N/A,-61.9
-162.29000000000002,2026-03,60.2000007629,5.4777070757870785,6203.TWO,137.15,5.51,N/A,⚪ 中性觀察,57.43,2025,164.85,海韻電,📉 獲利侵蝕,37.15,1.37,N/A,-25.14
-163.5,2026-03,143.5,9.198717948717947,6651.TWO,186.39,6.32,N/A,⚪ 中性觀察,-22.95,2025,234.00000000000003,全宇昕,⚠️ 獲利稀釋,3.91,2.47,N/A,22.89
-164.20999999999998,2026-03,128.0,6.567470497691123,3213.TWO,155.73,7.4,25.33%,⚪ 中性觀察,-12.32,2025,292.35,茂訊,📉 獲利侵蝕,1.19,2.59,7.00%,-8.48
-165.21,2026-03,8.1000003815,0.0,2424.TW,50.4,-1.34,27.86%,⚪ 數據不足,59.69,2025,-58.8,隴華,📉 獲利侵蝕,34.04,-0.58,-40.94%,-114.81
-165.56,2026-03,51.0999984741,5.257201489104938,4138.TWO,139.24,3.81,44.64%,⚪ 中性觀察,-32.69,2025,145.8,曜亞,📉 獲利侵蝕,-11.82,0.84,12.42%,-26.32
-165.8,2026-03,72.5999984741,7.823275697640089,2606.TW,499.13,4.31,35.36%,⚪ 中性觀察,-22.2,2025,139.19999999999996,裕民,⚠️ 獲利稀釋,-4.75,1.17,30.49%,333.33
-166.92,2026-03,16.2999992371,95.88234845352942,3252.TWO,179.42,0.13,43.11%,❌ 暫避觀望,141.94,2025,2.55,海灣,⚠️ 獲利稀釋,-3.71,0.09,22.84%,12.5
-167.23000000000002,2026-03,69.8000030518,13.071161620187267,4949.TW,364.73,1.91,N/A,⚪ 中性觀察,240.74,2025,80.1,有成精密,⚠️ 獲利稀釋,-0.48,1.19,N/A,197.5
-167.26,2026-03,290.5,13.387096774193552,6197.TW,264.19,8.67,N/A,⚪ 中性觀察,-0.23,2025,325.49999999999994,佳必琪,⚠️ 獲利稀釋,12.03,3.21,N/A,96.93
-167.39999999999998,2026-03,12.25,0.0,6550.TW,192.98,-5.1,N/A,⚪ 數據不足,-40.62,2025,-160.04999999999998,北極星藥業-KY,⚠️ 獲利稀釋,-62.05,-0.64,N/A,25.58
-167.48000000000002,2026-03,16.1499996185,0.0,2482.TW,162.93,-1.09,35.81%,⚪ 數據不足,-234.57,2025,-45.3,連宇,📉 獲利侵蝕,-16.89,-0.23,-38.32%,-4.55
-168.3,2026-03,9.0500001907,0.0,8437.TWO,157.19,-1.29,N/A,⚪ 數據不足,-516.13,2025,-46.050000000000004,大地-KY,📉 獲利侵蝕,-31.28,-0.4,N/A,-11.11
-168.54,2026-03,649.0,21.46164021164021,2395.TW,190.06,12.25,39.78%,❌ 暫避觀望,17.26,2025,453.6,研華,⚠️ 獲利稀釋,18.56,3.85,15.69%,21.52
-168.57000000000002,2026-03,75.4000015259,24.08945735651757,6224.TW,215.08,0.67,N/A,❌ 暫避觀望,-69.96,2025,46.949999999999996,聚鼎,⚠️ 獲利稀釋,-2.5,0.64,N/A,46.51
-169.10000000000002,2026-03,761.0,26.386962552011095,4749.TWO,232.49,11.33,44.02%,❌ 暫避觀望,32.78,2025,432.6,新應材,⚠️ 獲利稀釋,28.3,3.66,23.34%,63.39
-169.86,2026-03,260.0,37.68115942028986,6937.TW,201.37,3.01,N/A,❌ 暫避觀望,-50.25,2025,103.49999999999999,天虹,⚠️ 獲利稀釋,-13.26,0.96,N/A,31.51
-170.18,2026-03,164.0,6.853322189720016,6690.TWO,191.57,10.22,N/A,⚪ 中性觀察,36.27,2025,358.95000000000005,安�硌穈T,⚠️ 獲利稀釋,13.3,2.27,N/A,21.39
-170.28,2026-03,60.0999984741,85.85714067728571,6485.TWO,70.28,0.71,N/A,❌ 暫避觀望,152.21,2025,10.5,點序,📉 獲利侵蝕,16.84,0.0,N/A,-100.0
-170.61,2026-03,24.2000007629,0.0,6929.TWO,195.61,-1.63,N/A,⚪ 數據不足,-54.29,2025,-49.05,佑全,⚠️ 獲利稀釋,-1.45,-0.21,N/A,25.0
-170.81,2026-03,98.5,9.145775301764159,5299.TWO,189.52,4.58,N/A,⚪ 中性觀察,-22.77,2025,161.55,杰力,⚠️ 獲利稀釋,-12.32,1.65,N/A,18.71
-172.04999999999995,2026-03,21.6000003815,31.764706443382355,1323.TW,792.05,0.26,15.09%,❌ 暫避觀望,-89.88,2025,10.2,永裕,⚠️ 獲利稀釋,-23.91,0.36,1.25%,620.0
