prev_eps_yoy,date,est_price,name,prev_eps,pe,advice,gm,eps_yoy,symbol,expansion,status,om,prev_year,price,eps,rev_yoy,prev_rev_yoy
305.0,2025-12,0.0,德鴻,1.62,0.0,⚪ 數據不足,N/A,58.93,6910.TWO,28.83,🚀 利潤擴張,N/A,2025,29.5499992371,2.0,30.1,31.94
-15.04,2025-12,-80.85000000000001,今皓,-1.53,0.0,⚪ 數據不足,10.61%,-5.88,3011.TW,28.62,🌑 雙重衰退,-45.08%,2025,14.9499998093,-2.55,-34.5,-32.77
-17.2,2025-12,0.0,世紀風電,7.56,0.0,⚪ 數據不足,35.24%,34.92,2072.TW,28.590000000000003,🚀 利潤擴張,30.89%,2025,0.0,11.94,6.33,15.19
-17.2,2025-12,0.0,未知,7.56,0.0,⚪ 數據不足,35.24%,34.92,2072.TWO,28.590000000000003,🚀 利潤擴張,30.89%,2025,185.0,11.94,6.33,15.19
-6.98,2025-12,154.05,和潤企業,3.16,6.0856864654333,💎 強力關注,N/A,10.4,6592.TW,28.560000000000002,🧐 疑業外收益,N/A,2025,62.5,4.72,-18.16,-20.79
56.34,2025-12,-76.95,夠麻吉,-1.48,0.0,⚪ 數據不足,N/A,70.36,8472.TWO,28.509999999999998,🚀 利潤擴張,N/A,2025,71.0999984741,-1.31,41.85,41.03
-16.29,2025-12,446.09999999999997,東哥遊艇,10.64,5.817081371889711,💎 強力關注,N/A,33.97,8478.TW,28.14,🚀 利潤擴張,N/A,2025,173.0,13.25,5.83,-6.86
15.66,2025-12,38.85,新纖,0.97,6.486486191930501,💎 強力關注,22.79%,13.33,1409.TW,27.98,🧐 疑業外收益,8.66%,2025,16.7999992371,1.19,-14.65,-10.34
128.57,2025-12,7.2,聯傑,0.16,55.10416825604166,⚠️ 追價風險,73.82%,41.18,3094.TW,27.98,🏰 高護城河,-7.29%,2025,26.4500007629,0.25,13.2,18.72
-0.6,2025-12,-88.64999999999999,順藥,-1.71,0.0,⚪ 數據不足,N/A,19.44,6535.TWO,27.93,🧐 疑業外收益,N/A,2025,128.5,-2.05,-8.49,17.74
19.76,2025-12,208.8,欣銓,4.2,14.188218390804597,✅ 穩健價值,37.83%,34.97,3264.TWO,27.89,🚀 利潤擴張,26.59%,2025,197.5,5.99,7.08,2.87
33.85,2025-12,28.95,永豐餘,0.87,12.616580508549223,✅ 穩健價值,13.94%,21.43,1907.TW,27.509999999999998,🧐 疑業外收益,-0.03%,2025,24.3500003815,1.19,-6.08,-5.16
-50.97,2025-12,220.80000000000004,京晨科,4.29,9.510869565217389,💎 強力關注,N/A,-8.41,6419.TWO,27.430000000000003,🌑 雙重衰退,N/A,2025,140.0,9.58,-35.84,-38.21
30.36,2025-12,164.25,菱光,3.8,4.429223744292238,💎 強力關注,N/A,15.99,8249.TW,27.41,🧐 疑業外收益,N/A,2025,48.5,4.03,-11.42,-8.11
54.0,2025-12,-37.65,豪勉,-0.69,0.0,⚪ 數據不足,N/A,31.55,6218.TWO,27.1,🚀 利潤擴張,N/A,2025,32.9500007629,-1.15,4.45,11.68
-11.99,2025-12,2590.35,世芯-KY,50.89,23.047078580114658,⚠️ 追價風險,42.25%,-13.83,3661.TW,26.660000000000004,🌑 雙重衰退,25.70%,2025,3980.0,69.18,-40.49,-32.65
20.51,2025-12,-155.7,嘉聯益,-2.86,0.0,⚪ 數據不足,N/A,0.46,6153.TW,26.150000000000002,🧐 疑業外收益,N/A,2025,18.5499992371,-4.38,-25.69,-25.38
64.4,2025-12,1011.5999999999999,勤誠,20.45,16.31079478054567,⚪ 中性觀察,N/A,77.66,8210.TW,26.11,🚀 利潤擴張,N/A,2025,1100.0,29.06,51.55,43.27
56.86,2025-12,228.45000000000002,金洲,4.69,3.1122784980892977,💎 強力關注,29.73%,39.0,4417.TWO,26.09,🚀 利潤擴張,19.04%,2025,47.4000015259,6.13,12.91,16.97
44.82,2025-12,197.24999999999997,大聯大,4.07,7.315589121536122,💎 強力關注,4.26%,39.35,3702.TW,25.89,🚀 利潤擴張,2.13%,2025,96.1999969482,5.77,13.46,14.61
27.91,2025-12,57.900000000000006,運錩,1.1,4.870466123601036,💎 強力關注,10.04%,20.0,2069.TW,25.8,🧐 疑業外收益,4.08%,2025,18.7999992371,1.62,-5.8,-3.4
57.33,2025-12,-54.15,隴華,-1.3,0.0,⚪ 數據不足,27.86%,59.69,2424.TW,25.65,🚀 利潤擴張,-40.94%,2025,24.5,-1.34,34.04,87.04
16.58,2025-12,111.0,強茂,2.18,13.513513513513512,✅ 穩健價值,32.67%,30.0,2481.TW,25.55,🚀 利潤擴張,7.81%,2025,100.0,3.12,4.45,2.28
90.52,2025-12,-15.15,遠雄來,-0.11,0.0,⚪ 數據不足,2.82%,73.24,2712.TW,25.339999999999996,🚀 利潤擴張,-30.62%,2025,17.1000003815,-0.38,47.9,68.78
130.0,2025-12,16.05,亞通,0.36,22.336448241588784,⚠️ 追價風險,N/A,25.0,6179.TWO,25.22,🧐 疑業外收益,N/A,2025,23.8999996185,0.05,-0.22,34.28
400.0,2025-12,7.050000000000001,所羅門,0.1,232.9787234042553,⚠️ 追價風險,24.10%,46.43,2359.TW,25.16,🚀 利潤擴張,2.82%,2025,109.5,1.23,21.27,27.31
25.0,2025-12,-22.950000000000003,啟發電,-0.33,0.0,⚪ 數據不足,N/A,17.02,6512.TWO,25.14,🧐 疑業外收益,N/A,2025,19.25,-0.78,-8.12,0.72
24.54,2025-12,0.0,旅天下,4.06,0.0,⚪ 數據不足,N/A,16.53,6961.TWO,25.090000000000003,🧐 疑業外收益,N/A,2025,57.9000015259,4.23,-8.56,-5.29
59.68,2025-12,-32.400000000000006,立德,-0.51,0.0,⚪ 數據不足,2.21%,25.52,3058.TW,25.06,🚀 利潤擴張,-20.80%,2025,9.0,-1.44,0.46,-0.37
-7.81,2025-12,-28.049999999999997,全譜,-0.69,0.0,⚪ 數據不足,N/A,44.71,6228.TWO,24.75,🚀 利潤擴張,N/A,2025,24.3999996185,-0.47,19.96,2.61
81.07,2025-12,160.5,昇陽半導體,3.08,20.560747663551403,⚪ 中性觀察,N/A,51.58,8028.TW,24.61,🚀 利潤擴張,N/A,2025,220.0,4.37,26.97,31.53
24.08,2025-12,499.49999999999994,視陽,10.1,6.936936936936937,💎 強力關注,N/A,39.41,6782.TW,24.389999999999997,🚀 利潤擴張,N/A,2025,231.0,14.08,15.02,14.41
557.14,2025-12,14.7,智捷,0.33,10.96938775510204,💎 強力關注,N/A,-9.3,8176.TWO,24.319999999999997,🌑 雙重衰退,N/A,2025,10.75,0.4,-33.62,-15.17
28.95,2025-12,0.0,保綠-KY,0.49,0.0,⚪ 數據不足,N/A,25.86,8423.TWO,23.91,🚀 利潤擴張,N/A,2025,0.0,0.73,1.95,0.21
-17.19,2025-12,-78.00000000000001,浩宇生醫,-1.54,0.0,⚪ 數據不足,N/A,-38.16,6872.TWO,23.760000000000005,🌑 雙重衰退,N/A,2025,18.6000003815,-2.14,-61.92,-52.22
6800.0,2025-12,31.349999999999998,勝德,0.69,9.569377990430622,💎 強力關注,19.21%,22.0,3296.TW,23.66,🧐 疑業外收益,1.75%,2025,20.0,0.61,-1.66,2.21
0.0,2025-12,15.75,南染,0.41,30.19047691704762,⚠️ 追價風險,31.89%,3.51,1410.TW,23.659999999999997,🧐 疑業外收益,4.46%,2025,31.7000007629,0.58,-20.15,-18.74
33.88,2025-12,-78.30000000000001,康聯訊,-1.5,0.0,⚪ 數據不足,28.80%,3.03,3672.TWO,23.43,🧐 疑業外收益,-34.01%,2025,11.8500003815,-2.25,-20.4,-8.13
2.82,2025-12,-45.3,慧友,-0.69,0.0,⚪ 數據不足,N/A,33.33,5484.TW,23.339999999999996,🚀 利潤擴張,N/A,2025,37.75,-0.6,9.99,-8.43
8.43,2025-12,42.599999999999994,統領,0.9,7.816901677077465,💎 強力關注,87.61%,8.85,2910.TW,23.32,🏰 高護城河,51.79%,2025,22.2000007629,1.23,-14.47,-15.17
53.13,2025-12,-16.2,艾美特-KY,-0.3,0.0,⚪ 數據不足,20.74%,18.87,1626.TW,23.01,🧐 疑業外收益,-2.32%,2025,11.0,-0.86,-4.14,-4.12
78.84,2025-12,159.75,統振,3.38,4.826291223089202,💎 強力關注,N/A,32.45,6170.TWO,22.800000000000004,🚀 利潤擴張,N/A,2025,51.4000015259,4.49,9.65,13.41
81.37,2025-12,207.0,竣邦-KY,3.98,4.057971014492753,💎 強力關注,27.73%,52.37,4442.TWO,22.759999999999998,🚀 利潤擴張,10.88%,2025,56.0,5.23,29.61,39.34
35.29,2025-12,-5.7,農林,-0.11,0.0,⚪ 數據不足,40.70%,31.82,2913.TW,22.689999999999998,🚀 利潤擴張,-7.01%,2025,11.4499998093,-0.15,9.13,18.12
56.82,2025-12,0.0,雅特力-KY,1.38,0.0,⚪ 數據不足,N/A,24.55,6907.TWO,22.64,🚀 利潤擴張,N/A,2025,140.0,2.08,1.91,0.12
21.35,2025-12,0.0,新代,22.8,0.0,⚪ 數據不足,N/A,51.69,7750.TW,22.519999999999996,🚀 利潤擴張,N/A,2025,0.0,35.12,29.17,26.18
25.56,2025-12,64.35,五鼎,1.13,6.713286535454546,💎 強力關注,30.15%,27.34,1733.TW,22.34,🚀 利潤擴張,7.57%,2025,28.7999992371,1.63,5.0,7.7
74.3,2025-12,218.7,動力-KY,4.65,3.9163236264814816,💎 強力關注,N/A,60.88,6591.TW,22.07,🚀 利潤擴張,N/A,2025,57.0999984741,5.37,38.81,38.83
51.89,2025-12,148.65,海華,3.27,6.064581077103935,💎 強力關注,15.30%,45.42,3694.TW,22.03,🚀 利潤擴張,3.72%,2025,60.0999984741,4.03,23.39,26.88
12.12,2025-12,18.6,新鋼,0.37,12.540322734435485,✅ 穩健價值,6.08%,24.44,2032.TW,21.990000000000002,🚀 利潤擴張,2.25%,2025,15.5500001907,0.56,2.45,9.42
13.52,2025-12,383.3999999999999,鮮活果汁-KY,9.32,6.220657276995306,💎 強力關注,24.61%,24.88,1256.TW,21.939999999999998,🚀 利潤擴張,6.32%,2025,159.0,11.19,2.94,-3.77
46.61,2025-12,329.1,長榮鋼,7.36,4.557885141294439,💎 強力關注,25.25%,40.52,2211.TW,21.910000000000004,🚀 利潤擴張,19.61%,2025,100.0,8.6,18.61,21.52
68.69,2025-12,993.9000000000001,富世達,20.04,28.825837609417444,⚠️ 追價風險,N/A,73.18,6805.TW,21.56000000000001,🚀 利潤擴張,N/A,2025,1910.0,31.0,51.62,55.74
-31.08,2025-12,-163.35,北極星藥業-KY,-2.91,0.0,⚪ 數據不足,N/A,-40.62,6550.TW,21.43,🌑 雙重衰退,N/A,2025,17.7000007629,-5.1,-62.05,-51.12
8.21,2025-12,0.0,中天,-1.23,0.0,⚪ 數據不足,42.56%,31.02,4128.TWO,21.08,🚀 利潤擴張,-18.87%,2025,0.0,-1.29,9.94,10.85
41.06,2025-12,100.80000000000001,遠雄港,2.13,7.142857142857142,💎 強力關注,N/A,40.61,5607.TW,21.03,🚀 利潤擴張,N/A,2025,48.0,2.77,19.58,17.61
14.98,2025-12,134.25000000000003,汎瑋材料,2.87,8.0111728433743,💎 強力關注,N/A,26.43,6967.TWO,20.98,🚀 利潤擴張,N/A,2025,71.6999969482,4.02,5.45,-1.08
10.71,2025-12,-78.60000000000001,中探針,-1.31,0.0,⚪ 數據不足,N/A,39.69,6217.TWO,20.569999999999997,🚀 利潤擴張,N/A,2025,282.0,-1.65,19.12,20.43
59.8,2025-12,185.99999999999997,理銘,3.26,2.2822580029919357,💎 強力關注,N/A,-34.98,6212.TWO,20.330000000000005,🌑 雙重衰退,N/A,2025,28.2999992371,3.96,-55.31,-39.92
26.15,2025-12,171.75,海韻電,3.28,5.746725157362446,💎 強力關注,N/A,57.43,6203.TWO,20.28,🚀 利潤擴張,N/A,2025,65.8000030518,5.51,37.15,42.84
5.14,2025-12,120.6,來頡,2.29,10.646765979365673,💎 強力關注,N/A,26.76,6799.TW,20.200000000000003,🚀 利潤擴張,N/A,2025,85.5999984741,3.7,6.56,6.38
35.66,2025-12,-48.449999999999996,達航科技,-0.92,0.0,⚪ 數據不足,23.60%,32.41,4577.TWO,20.159999999999997,🚀 利潤擴張,7.93%,2025,175.0,-0.73,12.25,23.84
64.04,2025-12,204.3,騰雲,4.38,13.289280469897209,✅ 穩健價值,N/A,40.48,6870.TWO,20.15,🚀 利潤擴張,N/A,2025,181.0,7.08,20.33,20.49
39.9,2025-12,270.15,達興材料,5.33,24.70849528039978,⚠️ 追價風險,N/A,32.55,5234.TW,20.119999999999997,🚀 利潤擴張,N/A,2025,445.0,7.37,12.43,12.88
-108.72,2025-12,18.6,廣穎,-0.17,66.45161413379032,⚠️ 追價風險,N/A,16.48,4973.TWO,19.67,🔄 轉虧為盈,N/A,2025,82.4000015259,2.11,-3.19,-2.98
15.38,2025-12,25.2,百徽,0.45,12.321429025535714,✅ 穩健價值,N/A,38.78,6259.TWO,19.37,🚀 利潤擴張,N/A,2025,20.7000007629,0.7,19.41,22.11
-5.0,2025-12,37.199999999999996,新建,0.57,5.2217741166532265,💎 強力關注,6.67%,26.8,2516.TW,19.35,🚀 利潤擴張,4.30%,2025,12.9499998093,1.23,7.45,12.18
-53.6,2025-12,70.19999999999999,安心,1.03,12.692308018354701,✅ 穩健價值,23.02%,19.51,1259.TWO,19.240000000000002,🚀 利潤擴張,0.36%,2025,59.4000015259,2.45,0.27,-0.82
110.53,2025-12,-25.200000000000003,志旭,0.02,0.0,⚪ 數據不足,N/A,16.9,8067.TWO,19.07,🧐 疑業外收益,N/A,2025,12.4499998093,-0.59,-2.17,2.3
11.69,2025-12,-74.85,光麗-KY,-1.44,0.0,⚪ 數據不足,N/A,17.15,6431.TW,18.27,🧐 疑業外收益,N/A,2025,20.6499996185,-2.07,-1.12,2.36
-22.62,2025-12,-315.75,綠河-KY,-5.84,0.0,⚪ 數據不足,N/A,-15.31,8444.TWO,17.939999999999998,🌑 雙重衰退,N/A,2025,5.0500001907,-10.06,-33.25,-31.52
91.21,2025-12,205.5,聯鈞,3.48,24.34306569343066,⚠️ 追價風險,26.67%,31.15,3450.TW,17.71,🚀 利潤擴張,15.62%,2025,333.5,5.01,13.44,26.94
-20.0,2025-12,-20.55,中裕,-0.36,0.0,⚪ 數據不足,28.91%,17.57,4147.TWO,17.38,🚀 利潤擴張,-58.34%,2025,50.0,-0.61,0.19,-0.63
28.36,2025-12,87.30000000000001,大甲,1.72,7.156357650498282,💎 強力關注,20.63%,14.36,2221.TWO,17.34,🧐 疑業外收益,8.37%,2025,41.6500015259,2.31,-2.98,0.76
45.85,2025-12,276.3,建準,5.65,7.68186753528773,💎 強力關注,32.82%,45.05,2421.TW,17.33,🚀 利潤擴張,16.47%,2025,141.5,7.94,27.72,27.79
29.69,2025-12,583.0500000000001,萬潤,12.1,32.28711088242861,⚠️ 追價風險,N/A,13.93,6187.TWO,16.97,🧐 疑業外收益,N/A,2025,1255.0,15.46,-3.04,13.75
41.18,2025-12,93.14999999999999,碩網,2.13,12.07729468599034,✅ 穩健價值,N/A,22.61,7547.TWO,16.95,🚀 利潤擴張,N/A,2025,75.0,2.65,5.66,11.11
4.85,2025-12,277.35,立隆電,5.19,9.302325581395348,💎 強力關注,32.60%,24.54,2472.TW,16.86,🚀 利潤擴張,21.55%,2025,172.0,8.73,7.68,8.92
208.57,2025-12,45.15,榮群,1.09,8.039867363089702,💎 強力關注,N/A,31.78,8034.TWO,16.630000000000003,🚀 利潤擴張,N/A,2025,24.2000007629,1.42,15.15,71.04
20.75,2025-12,128.25,建國,2.91,4.719298067146198,💎 強力關注,N/A,32.54,5515.TW,16.619999999999997,🚀 利潤擴張,N/A,2025,40.3499984741,4.48,15.92,28.4
-23.95,2025-12,111.75,中再保,2.0,4.046979814563758,💎 強力關注,24.99%,16.56,2851.TW,16.509999999999998,🚀 利潤擴張,21.14%,2025,30.1499996185,3.66,0.05,-7.87
7.69,2025-12,-66.3,力銘,-1.8,0.0,⚪ 數據不足,-4.13%,41.55,3593.TW,16.49,🚀 利潤擴張,-22.91%,2025,19.3500003815,-1.4,25.06,43.83
16.0,2025-12,288.0,大江,5.89,6.276041666666667,💎 強力關注,N/A,12.64,8436.TWO,16.11,🧐 疑業外收益,N/A,2025,120.5,8.68,-3.47,-3.22
11.41,2025-12,2283.9,華碩,44.63,3.927492447129909,💎 強力關注,15.94%,41.92,2357.TW,16.060000000000002,🚀 利潤擴張,4.63%,2025,598.0,59.99,25.86,23.74
37.64,2025-12,193.04999999999998,華星光,3.73,44.05594405594406,⚠️ 追價風險,N/A,43.01,4979.TWO,15.95,🚀 利潤擴張,N/A,2025,567.0,5.43,27.06,34.44
26.73,2025-12,71.25,祺驊,1.28,6.947368421052632,💎 強力關注,31.32%,28.24,1593.TWO,15.929999999999998,🚀 利潤擴張,10.89%,2025,33.0,2.18,12.31,12.07
0.0,2025-12,-8.85,太欣,-0.2,0.0,⚪ 數據不足,N/A,55.56,5302.TWO,15.870000000000005,🚀 利潤擴張,N/A,2025,11.25,-0.12,39.69,22.1
87.3,2025-12,-8.85,成信實業*-創,-0.24,0.0,⚪ 數據不足,N/A,95.65,6969.TW,15.790000000000006,🚀 利潤擴張,N/A,2025,30.4500007629,-0.09,79.86,95.06
45.03,2025-12,-41.099999999999994,光環,-0.94,0.0,⚪ 數據不足,8.38%,34.88,3234.TWO,15.790000000000003,🚀 利潤擴張,-32.45%,2025,109.0,-1.4,19.09,19.64
11.64,2025-12,308.85,日月光投控,5.99,22.559494900437105,⚠️ 追價風險,19.52%,24.18,3711.TW,15.79,🚀 利潤擴張,9.94%,2025,464.5,9.37,8.39,7.92
44.44,2025-12,0.0,易威,-0.35,0.0,⚪ 數據不足,41.11%,26.25,1799.TWO,15.71,🚀 利潤擴張,-18.36%,2025,0.0,-0.59,10.54,12.53
-22.86,2025-12,-49.95,業強,-0.86,0.0,⚪ 數據不足,N/A,16.81,6124.TWO,15.649999999999999,🚀 利潤擴張,N/A,2025,30.6499996185,-0.99,1.16,12.2
33.7,2025-12,653.4000000000001,宜鼎,12.46,25.367309458218546,⚠️ 追價風險,N/A,75.21,5289.TWO,15.249999999999993,🚀 利潤擴張,N/A,2025,1105.0,21.72,59.96,41.37
26.58,2025-12,101.85,固緯,2.0,8.512518297069219,💎 強力關注,51.76%,20.66,2423.TW,15.120000000000001,🏰 高護城河,18.42%,2025,57.7999992371,2.92,5.54,4.13
16.13,2025-12,-15.449999999999998,立軒,-0.31,0.0,⚪ 數據不足,N/A,14.63,6222.TWO,15.030000000000001,🧐 疑業外收益,N/A,2025,20.8500003815,-0.4,-0.4,12.72
51.8,2025-12,2344.0499999999997,台積電,46.75,13.310296282075896,✅ 穩健價值,62.33%,46.42,2330.TW,14.810000000000002,🏰 高護城河,54.00%,2025,2080.0,66.26,31.61,36.39
9.22,2025-12,111.75000000000001,聚和,2.35,5.778523387530201,💎 強力關注,N/A,17.48,6509.TWO,14.71,🚀 利潤擴張,N/A,2025,43.0499992371,2.87,2.77,4.39
-11.4,2025-12,0.0,輝創,2.02,0.0,⚪ 數據不足,N/A,11.54,6722.TW,14.329999999999998,🧐 疑業外收益,N/A,2025,39.0,2.9,-2.79,-0.96
-6.67,2025-12,58.8,福懋油,1.12,8.112244703341837,💎 強力關注,10.74%,8.0,1225.TW,14.25,🧐 疑業外收益,5.38%,2025,31.7999992371,1.62,-6.25,-5.83
163.64,2025-12,0.0,資拓宏宇,0.87,0.0,⚪ 數據不足,N/A,11.76,6614.TW,14.129999999999999,🧐 疑業外收益,N/A,2025,0.0,2.08,-2.37,15.97
75.19,2025-12,0.0,東聯互動,11.58,0.0,⚪ 數據不足,N/A,44.26,7738.TWO,14.11,🚀 利潤擴張,N/A,2025,182.5,14.61,30.15,32.44
9.71,2025-12,315.59999999999997,中砂,6.02,24.76235741444867,⚠️ 追價風險,34.18%,30.18,1560.TW,14.079999999999998,🚀 利潤擴張,15.49%,2025,521.0,9.28,16.1,15.28
-53.39,2025-12,31.95,致和證,1.17,11.995304806150235,💎 強力關注,N/A,56.1,5864.TWO,13.940000000000005,🚀 利潤擴張,N/A,2025,25.5499992371,2.56,42.16,-34.55
5.03,2025-12,86.25,德勝,1.67,11.652173913043478,💎 強力關注,N/A,13.14,8048.TWO,13.9,🧐 疑業外收益,N/A,2025,67.0,2.67,-0.76,-5.79
-42.14,2025-12,47.55,欣陸,0.92,6.640378308233439,💎 強力關注,13.84%,25.87,3703.TW,13.89,🚀 利潤擴張,7.24%,2025,21.0499992371,1.8,11.98,-3.98
-375.0,2025-12,-7.199999999999999,天瀚,-0.19,0.0,⚪ 數據不足,N/A,14.29,6225.TW,13.87,🚀 利潤擴張,N/A,2025,18.0,-0.06,0.42,-19.16
-11.11,2025-12,88.20000000000002,宣德,1.54,6.48809549760204,💎 強力關注,N/A,21.15,5457.TWO,13.79,🚀 利潤擴張,N/A,2025,38.1500015259,2.77,7.36,11.53
28.21,2025-12,24.45,高雄銀,0.49,7.300613262883436,💎 強力關注,89.95%,28.3,2836.TW,13.780000000000001,🏰 高護城河,32.37%,2025,11.8999996185,0.68,14.52,13.69
0.0,2025-12,-76.95,燁興,-1.54,0.0,⚪ 數據不足,-29.22%,-9.8,2007.TW,13.629999999999999,🌑 雙重衰退,-33.95%,2025,7.6599998474,-2.24,-23.43,-17.76
-7.17,2025-12,215.39999999999998,亞泰金屬,4.14,29.073816155988858,⚠️ 追價風險,N/A,22.08,6727.TWO,13.499999999999998,🚀 利潤擴張,N/A,2025,417.5,6.8,8.58,-2.39
633.33,2025-12,47.25000000000001,合勤控,1.13,11.349206349206348,💎 強力關注,30.58%,10.87,3704.TW,13.469999999999999,🧐 疑業外收益,1.57%,2025,35.75,1.56,-2.6,6.34
137.1,2025-12,0.0,驊陞,2.94,0.0,⚪ 數據不足,N/A,44.34,6272.TW,13.460000000000004,🚀 利潤擴張,N/A,2025,0.0,3.43,30.88,41.28
31.27,2025-12,-262.95000000000005,泰鼎-KY,-4.9,0.0,⚪ 數據不足,-13.35%,6.63,4927.TW,13.46,🧐 疑業外收益,-27.74%,2025,54.2999992371,-8.65,-6.83,-4.71
28.02,2025-12,846.5999999999999,樺漢,17.04,5.625442948263643,💎 強力關注,N/A,10.59,6414.TW,13.39,🧐 疑業外收益,N/A,2025,317.5,23.26,-2.8,-3.72
26.73,2025-12,200.25000000000003,富鼎,4.05,8.764044943820224,💎 強力關注,N/A,19.71,8261.TW,13.34,🚀 利潤擴張,N/A,2025,117.0,5.73,6.37,10.95
56.59,2025-12,0.0,捷創科技,3.21,0.0,⚪ 數據不足,N/A,47.62,7810.TWO,13.059999999999995,🚀 利潤擴張,N/A,2025,228.5,6.25,34.56,23.91
-35.71,2025-12,13.05,富強鑫,0.27,31.494252435057472,⚠️ 追價風險,N/A,25.0,6603.TWO,12.78,🚀 利潤擴張,N/A,2025,27.3999996185,0.61,12.22,9.61
68.94,2025-12,288.0,必應,6.5,3.901041746140625,💎 強力關注,N/A,51.64,6625.TW,12.649999999999999,🚀 利潤擴張,N/A,2025,74.9000015259,9.13,38.99,33.28
2.54,2025-12,124.20000000000002,瀚荃,2.47,12.19806763285024,✅ 穩健價值,N/A,17.71,8103.TW,12.46,🚀 利潤擴張,N/A,2025,101.0,3.92,5.25,4.44
9.06,2025-12,180.29999999999998,華通,3.61,18.5108153078203,⚪ 中性觀察,18.70%,17.23,2313.TW,12.36,🚀 利潤擴張,10.97%,2025,222.5,5.51,4.87,4.46
24.85,2025-12,449.54999999999995,實威,8.34,5.755755755755756,💎 強力關注,N/A,22.25,8416.TWO,12.29,🚀 利潤擴張,N/A,2025,172.5,13.46,9.96,13.82
35.04,2025-12,87.44999999999999,英業達,1.85,7.941680829691254,💎 強力關注,5.21%,19.21,2356.TW,12.260000000000002,🚀 利潤擴張,1.48%,2025,46.2999992371,2.42,6.95,15.92
100.0,2025-12,44.25,彬台,0.5,11.915254754542373,💎 強力關注,13.52%,94.5,3379.TWO,12.180000000000007,🚀 利潤擴張,7.02%,2025,35.1500015259,2.12,82.32,71.69
67.72,2025-12,3595.8,信驊,72.23,65.36792925079259,⚠️ 追價風險,N/A,52.82,5274.TWO,12.18,🚀 利潤擴張,N/A,2025,15670.0,103.92,40.64,52.48
61.14,2025-12,186.0,坤悅,3.69,1.9112903841048388,💎 強力關注,N/A,66.99,5206.TWO,11.849999999999994,🚀 利潤擴張,N/A,2025,23.7000007629,3.44,55.14,56.94
13.5,2025-12,111.9,中鋼構,2.27,5.7506704458310995,💎 強力關注,4.40%,18.15,2013.TW,11.79,🚀 利潤擴張,2.40%,2025,42.9000015259,3.19,6.36,10.09
-137.78,2025-12,-48.6,國光生,-1.09,0.0,⚪ 數據不足,49.56%,1.75,4142.TW,11.74,🧐 疑業外收益,23.11%,2025,17.8999996185,-0.57,-9.99,-35.17
52.55,2025-12,374.69999999999993,京元電子,7.17,11.108887109687752,💎 強力關注,37.66%,41.67,2449.TW,11.590000000000003,🚀 利潤擴張,28.21%,2025,277.5,9.01,30.08,27.65
-23.97,2025-12,29.849999999999998,康和證,1.11,9.070351375427137,💎 強力關注,N/A,13.14,6016.TWO,11.55,🚀 利潤擴張,N/A,2025,18.0499992371,1.98,1.59,-12.49
-19.72,2025-12,-99.60000000000001,蔚華科,-1.73,0.0,⚪ 數據不足,16.83%,-20.55,3055.TW,11.239999999999998,🌑 雙重衰退,-125.48%,2025,81.1999969482,-2.68,-31.79,-39.2
34.48,2025-12,610.05,華景電,12.09,11.581017949348416,💎 強力關注,N/A,31.09,6788.TWO,11.120000000000001,🚀 利潤擴張,N/A,2025,471.0,17.36,19.97,19.97
-10.99,2025-12,41.1,鉅橡,0.81,28.394161697737225,⚠️ 追價風險,N/A,15.38,8074.TWO,10.98,🚀 利潤擴張,N/A,2025,77.8000030518,1.35,4.4,4.12
50.06,2025-12,656.4,金像電,13.61,28.90767824497258,⚠️ 追價風險,33.66%,64.8,2368.TW,10.75,🚀 利潤擴張,24.30%,2025,1265.0,19.47,54.05,49.83
25.96,2025-12,717.1500000000001,健鼎,14.75,9.673708429198912,💎 強力關注,25.47%,21.94,3044.TW,10.400000000000002,🚀 利潤擴張,17.08%,2025,462.5,19.45,11.54,11.61
32.76,2025-12,41.85,華經,0.77,12.258064789569891,✅ 穩健價值,11.41%,30.21,2468.TW,10.27,🚀 利潤擴張,4.34%,2025,34.2000007629,1.25,19.94,25.51
-55.04,2025-12,1.1999999999999993,宏璟,0.6,426.87501907375025,⚠️ 追價風險,61.03%,-80.68,2527.TW,10.25,🏰 高護城河,12.48%,2025,34.1500015259,0.93,-90.93,-70.82
-16.8,2025-12,0.0,泰山,1.07,0.0,⚪ 數據不足,16.49%,4.73,1218.TW,10.05,🧐 疑業外收益,2.59%,2025,0.0,1.59,-5.32,-6.62
41.71,2025-12,402.59999999999997,文曄,8.11,7.67511177347243,💎 強力關注,3.74%,32.83,3036.TW,10.049999999999997,🚀 利潤擴張,1.75%,2025,206.0,11.61,22.78,19.83
58.06,2025-12,384.15,臺慶科,7.84,6.618508395158141,✅ 穩健價值,28.44%,30.29,3357.TWO,9.989999999999998,🚀 利潤擴張,14.20%,2025,169.5,10.26,20.3,20.14
26.19,2025-12,123.75,虹冠電,2.65,6.569697062169697,✅ 穩健價值,45.11%,39.18,3257.TW,9.86,🚀 利潤擴張,18.06%,2025,54.2000007629,3.42,29.32,22.45
23.66,2025-12,79.95,玉山金,1.62,6.088180255703564,✅ 穩健價值,91.14%,30.06,2884.TW,9.619999999999997,🏰 高護城河,40.48%,2025,32.4500007629,2.12,20.44,15.61
