Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
6176.TW,瑞儀,2026-04-22,看漲 FVG,102.5,91.54,107.62,⏳ 待回測,⚡結構突破,1,68.14,-,2,True
6962.TW,奕力-KY,2026-04-22,看漲 FVG,37.15,34.53,39.01,⏳ 待回測,⚡結構突破,1,72.38,-,2,True
00642U.TW,期元大S&P石油,2026-04-22,看漲 FVG,27.95,26.1,29.35,⏳ 待回測,監控中 🧹,0,45.57,-,3,True
00715L.TW,期街口S&P布蘭特油正2,2026-04-22,看漲 FVG,53.15,46.99,55.81,⏳ 待回測,監控中 🧹,1,37.0,-,3,True
2474.TW,可成,2026-04-16,看漲 FVG,203.5,199.0,213.68,💰 已達標,獲利點,0,70.0,2026-04-20,3,True
4739.TW,康普,2026-04-20,看漲 FVG,91.5,90.35,96.08,💰 已達標,獲利點,1,61.44,-,3,True
1721.TW,三晃,2026-04-21,看漲 FVG,25.75,22.44,27.04,💰 已達標,獲利點,0,73.91,2026-04-23,4,False
3338.TW,泰碩,2026-04-22,看漲 FVG,78.5,73.03,82.42,⏳ 待回測,⚡結構突破 ⚠️過熱,1,86.67,-,4,False
3605.TW,宏致,2026-04-21,看漲 FVG,71.06,67.45,74.61,💰 已達標,獲利點,1,76.63,2026-04-23,4,True
6290.TWO,良維,2026-04-21,看漲 FVG,261.5,257.21,274.57,💰 已達標,獲利點,0,75.1,-,4,True
8240.TWO,華宏,2026-04-22,看漲 FVG,66.6,63.58,69.93,⏳ 待回測,監控中 ⚠️過熱,0,73.16,-,4,True
