股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
8240.TWO,華宏,🔥 訊號出現,72.8000030518,75.0,🟢 黃金標的,54.55%,72.73%,10.15%,-2.27%,11,71.14,0.7273,0.1015
3162.TWO,精確,🔥 訊號出現,83.9000015259,80.05,⚪ 一般監控,50.00%,50.00%,1.43%,-4.54%,4,80.09,0.5,0.0143
6176.TW,瑞儀,🔥 訊號出現,109.5,76.32,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,109.5,0.0,
2474.TW,可成,🔥 訊號出現,231.5,80.43,⚪ 一般監控,33.33%,0.00%,nan%,-7.37%,3,214.43,0.0,
6789.TW,采鈺,🔥 訊號出現,515.0,91.56,🔴 空頭陷阱,60.00%,40.00%,-0.77%,-1.86%,5,505.44,0.4,-0.0077
3338.TW,泰碩,🔥 訊號出現,85.4000015259,88.99,🔴 空頭陷阱,70.00%,30.00%,-2.91%,-4.15%,10,81.85,0.3,-0.0291
3605.TW,宏致,🔥 訊號出現,77.8000030518,85.62,🔴 空頭陷阱,57.14%,14.29%,-2.97%,-4.64%,7,74.19,0.1429,-0.0297
1721.TW,三晃,🔥 訊號出現,29.9500007629,85.39,🔴 空頭陷阱,62.50%,12.50%,-6.82%,-3.70%,8,28.84,0.125,-0.0682
6962.TW,奕力-KY,🔥 訊號出現,39.9500007629,76.71,🔴 空頭陷阱,25.00%,0.00%,-2.50%,-2.29%,4,39.04,0.0,-0.025
6290.TWO,良維,🔥 訊號出現,306.5,88.81,🔴 空頭陷阱,50.00%,0.00%,-8.47%,-14.62%,2,261.69,0.0,-0.0847
00715L.TW,期街口S&P布蘭特油正2,無,54.7000007629,46.15,🟢 黃金標的,83.33%,83.33%,25.70%,-6.49%,6,0.0,0.8333,0.257
00642U.TW,期元大S&P石油,無,28.4799995422,52.26,🟢 黃金標的,66.67%,66.67%,3.40%,-6.67%,6,0.0,0.6667,0.034
6234.TWO,高僑,無,42.0499992371,85.57,🟢 黃金標的,66.67%,66.67%,5.22%,-2.65%,3,0.0,0.6667,0.0522
1309.TW,台達化,無,20.4500007629,39.1,⚪ 一般監控,37.50%,50.00%,1.58%,-7.28%,8,0.0,0.5,0.0158
4739.TW,康普,無,100.5,85.22,🔴 空頭陷阱,50.00%,50.00%,-2.63%,-5.71%,8,0.0,0.5,-0.0263
