
📅 投資日報表: 2026-09-20
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 252.50   | 253.00   | 249.00   | 250.50   | 43,948,586   | 241.21      | 2000     | ▲18,580   |   +3.85%
4142     | 國光生        | 17.75    | 17.80    | 17.55    | 17.80    | 803,010      | 25.32       | 1000     | ▼7,520    |  -29.70%
0050     | 元大台灣50     | 109.60   | 109.95   | 108.85   | 109.85   | 79,772,537   | 46.60       | 16000    | ▲1,012,000 | +135.73%
0056     | 元大高股息      | 57.00    | 57.10    | 56.35    | 56.85    | 18,541,381   | 36.43       | 4000     | ▲81,680   |  +56.05%
00635U   | 期元大S&P黃金   | 44.97    | 45.09    | 44.73    | 45.07    | 2,568,515    | 55.25       | 3000     | ▼30,540   |  -18.43%
00738U   | 期元大道瓊白銀    | 52.25    | 52.60    | 51.95    | 52.50    | 3,445,109    | 66.26       | 1000     | ▼13,760   |  -20.77%
00929    | 復華台灣科技優息   | 28.82    | 29.07    | 28.77    | 29.03    | 34,738,374   | 19.73       | 8000     | ▲74,400   |  +47.14%
009816   | 凱基台灣TOP50  | 16.23    | 16.27    | 16.10    | 16.25    | 110,975,240  | 11.01       | 63000    | ▲330,120  |  +47.59%
00990A   | 主動元大AI新經濟  | 15.09    | 15.29    | 15.09    | 15.27    | 13,530,976   | 11.48       | 5000     | ▲18,950   |  +33.01%
2009     | 第一銅        | 39.65    | 39.70    | 39.20    | 39.60    | 983,763      | 50.56       | 4000     | ▼43,840   |  -21.68%
2337     | 旺宏         | 119.50   | 122.00   | 119.50   | 121.00   | 55,767,066   | 95.28       | 2000     | ▲51,440   |  +26.99%
2409     | 友達         | 30.75    | 30.80    | 29.50    | 30.35    | 348,105,157  | 16.21       | 2000     | ▲28,280   |  +87.23%
3481     | 群創         | 49.40    | 49.40    | 48.25    | 48.25    | 126,376,536  | 25.10       | 4000     | ▲92,600   |  +92.23%
3105     | 穩懋         | 487.50   | 502.00   | 467.00   | 500.00   | 43,408,264   | 556.47      | 300      | ▼16,941   |  -10.15%
4966     | 譜瑞-KY      | 560.00   | 568.00   | 553.00   | 568.00   | 790,739      | 1921.64     | 1000     | ▼1,353,640 |  -70.44%
2327     | 國巨*        | 543.00   | 550.00   | 533.00   | 550.00   | 25,526,267   | 1030.00     | 1        | ▼480      |  -46.60%
00403A   | 主動統一升級50   | 10.23    | 10.34    | 10.20    | 10.33    | 315,170,380  | 10.68       | 26000    | ▼9,100    |   -3.28%
00981A   | 主動統一台股增長   | 28.68    | 29.07    | 28.68    | 29.07    | 143,678,572  | 27.48       | 2000     | ▲3,180    |   +5.79%
2330     | 台積電        | 2460.00  | 2460.00  | 2435.00  | 2460.00  | 35,352,856   | 225.55      | 10       | ▲22,344   | +990.67%
6789     | 采鈺         | 447.00   | 462.50   | 437.00   | 459.50   | 1,044,020    | 593.50      | 400      | ▼53,600   |  -22.58%
6849     | 奇鼎科技       | 190.00   | 191.00   | 181.00   | 184.00   | 289,910      | 266.40      | 280      | ▼23,072   |  -30.93%
7853     | 政美應用       | 347.00   | 375.50   | 347.00   | 368.50   | 1,215,905    | 409.29      | 280      | ▼11,421   |   -9.97%
3576     | 聯合再生       | 16.50    | 17.10    | 16.25    | 17.10    | 13,217,500   | 18.15       | 5000     | ▼5,250    |   -5.79%
1721     | 三晃         | 22.40    | 22.40    | 21.60    | 22.00    | 658,050      | 27.88       | 3000     | ▼17,650   |  -21.10%
8215     | 明基材        | 27.30    | 28.30    | 26.30    | 27.35    | 6,473,233    | 31.60       | 200      | ▼850      |  -13.45%
00405A   | 主動富邦台灣龍耀   | 8.65     | 8.87     | 8.62     | 8.87     | 105,777,199  | 9.34        | 11000    | ▼5,170    |   -5.03%
5498     | 凱崴         | 50.90    | 52.00    | 50.80    | 51.80    | 819,669      | 69.61       | 188      | ▼3,348    |  -25.59%
1301     | 台塑         | 65.40    | 65.60    | 64.20    | 65.00    | 28,782,417   | 50.50       | 100      | ▲1,450    |  +28.71%
6498     | 久禾光        | 66.00    | 67.00    | 65.90    | 66.90    | 103,118      | 67.30       | 12       | ▼5        |   -0.59%
009821   | 野村稀土關鍵資源   | 14.07    | 14.19    | 14.07    | 14.15    | 3,922,358    | 17.30       | 12000    | ▼37,800   |  -18.21%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:        +101,037 (  +1.57%)
