日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-09-20,2317,鴻海,250.5,241.21,2000,18580,3.85%
2026-09-20,4142,國光生,17.8,25.32,1000,-7520,-29.70%
2026-09-20,0050,元大台灣50,109.85,46.6,16000,1012000,135.73%
2026-09-20,0056,元大高股息,56.85,36.43,4000,81680,56.05%
2026-09-20,00635U,期元大S&P黃金,45.07,55.25,3000,-30540,-18.43%
2026-09-20,00738U,期元大道瓊白銀,52.5,66.26,1000,-13760,-20.77%
2026-09-20,00929,復華台灣科技優息,29.03,19.73,8000,74400,47.14%
2026-09-20,009816,凱基台灣TOP50,16.25,11.01,63000,330120,47.59%
2026-09-20,00990A,主動元大AI新經濟,15.27,11.48,5000,18950,33.01%
2026-09-20,2009,第一銅,39.6,50.56,4000,-43840,-21.68%
2026-09-20,2337,旺宏,121.0,95.28,2000,51440,26.99%
2026-09-20,2409,友達,30.35,16.21,2000,28280,87.23%
2026-09-20,3481,群創,48.25,25.1,4000,92600,92.23%
2026-09-20,3105,穩懋,500.0,556.47,300,-16941,-10.15%
2026-09-20,4966,譜瑞-KY,568.0,1921.64,1000,-1353640,-70.44%
2026-09-20,2327,國巨*,550.0,1030.0,1,-480,-46.60%
2026-09-20,00403A,主動統一升級50,10.33,10.68,26000,-9100,-3.28%
2026-09-20,00981A,主動統一台股增長,29.07,27.48,2000,3180,5.79%
2026-09-20,2330,台積電,2460.0,225.55,10,22344,990.67%
2026-09-20,6789,采鈺,459.5,593.5,400,-53600,-22.58%
2026-09-20,6849,奇鼎科技,184.0,266.4,280,-23072,-30.93%
2026-09-20,7853,政美應用,368.5,409.29,280,-11421,-9.97%
2026-09-20,3576,聯合再生,17.1,18.15,5000,-5250,-5.79%
2026-09-20,1721,三晃,22.0,27.88,3000,-17650,-21.10%
2026-09-20,8215,明基材,27.35,31.6,200,-850,-13.45%
2026-09-20,00405A,主動富邦台灣龍耀,8.87,9.34,11000,-5170,-5.03%
2026-09-20,5498,凱崴,51.8,69.61,188,-3348,-25.59%
2026-09-20,1301,台塑,65.0,50.5,100,1450,28.71%
2026-09-20,6498,久禾光,66.9,67.3,12,-5,-0.59%
2026-09-20,009821,野村稀土關鍵資源,14.15,17.3,12000,-37800,-18.21%
