
📅 投資日報表: 2026-06-24
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 255.00   | 261.00   | 255.00   | 256.00   | 59,641,357   | 241.21      | 2000     | ▲29,580   |   +6.13%
4142     | 國光生        | 17.15    | 17.35    | 17.10    | 17.25    | 1,071,303    | 25.32       | 1000     | ▼8,070    |  -31.87%
0050     | 元大台灣50     | 108.00   | 108.10   | 106.15   | 107.15   | 208,531,754  | 46.60       | 16000    | ▲968,800  | +129.94%
0056     | 元大高股息      | 52.80    | 53.40    | 52.50    | 53.15    | 48,220,412   | 36.43       | 4000     | ▲66,880   |  +45.90%
00635U   | 期元大S&P黃金   | 42.69    | 42.77    | 42.32    | 42.45    | 4,395,021    | 55.25       | 3000     | ▼38,400   |  -23.17%
00738U   | 期元大道瓊白銀    | 49.38    | 49.84    | 48.94    | 49.49    | 7,292,320    | 66.26       | 1000     | ▼16,770   |  -25.31%
00929    | 復華台灣科技優息   | 31.22    | 31.81    | 30.86    | 31.55    | 38,673,556   | 19.73       | 8000     | ▲94,560   |  +59.91%
009816   | 凱基台灣TOP50  | 15.72    | 15.73    | 15.43    | 15.56    | 333,268,173  | 11.01       | 63000    | ▲286,650  |  +41.33%
00990A   | 主動元大AI新經濟  | 20.49    | 20.60    | 20.14    | 20.51    | 71,831,740   | 11.48       | 5000     | ▲45,150   |  +78.66%
2009     | 第一銅        | 38.90    | 39.35    | 38.60    | 39.35    | 1,139,458    | 50.56       | 4000     | ▼44,840   |  -22.17%
2337     | 旺宏         | 169.00   | 174.00   | 166.00   | 172.00   | 112,891,697  | 95.28       | 2000     | ▲153,440  |  +80.52%
2409     | 友達         | 28.40    | 31.95    | 28.25    | 30.50    | 891,795,127  | 16.21       | 2000     | ▲28,580   |  +88.16%
3481     | 群創         | 65.00    | 72.60    | 63.90    | 69.40    | 1,091,538,816 | 25.10       | 4000     | ▲177,200  | +176.49%
6806     | 森崴能源       | 3.17     | 3.56     | 3.17     | 3.51     | 6,596,870    | 45.39       | 5000     | ▼209,400  |  -92.27%
3105     | 穩懋         | 516.00   | 516.00   | 472.00   | 478.00   | 36,567,174   | 556.47      | 300      | ▼23,541   |  -14.10%
4966     | 譜瑞-KY      | 653.00   | 666.00   | 650.00   | 664.00   | 911,490      | 1921.64     | 1000     | ▼1,257,640 |  -65.45%
2327     | 國巨*        | 1005.00  | 1075.00  | 985.00   | 1050.00  | 47,711,122   | 1030.00     | 1        | ▲20       |   +1.94%
00403A   | 主動統一升級50   | 10.84    | 11.08    | 10.81    | 11.04    | 373,082,872  | 10.68       | 26000    | ▲9,360    |   +3.37%
00981A   | 主動統一台股增長   | 31.05    | 31.60    | 30.70    | 31.48    | 264,056,240  | 27.48       | 2000     | ▲8,000    |  +14.56%
2330     | 台積電        | 2435.00  | 2445.00  | 2390.00  | 2390.00  | 55,667,954   | 225.55      | 10       | ▲21,644   | +959.63%
6789     | 采鈺         | 541.96   | 566.82   | 534.00   | 542.95   | 3,734,706    | 593.50      | 400      | ▼20,220   |   -8.52%
6849     | 奇鼎科技       | 148.50   | 169.50   | 148.50   | 160.00   | 579,924      | 266.40      | 280      | ▼29,792   |  -39.94%
7853     | 政美應用       | 330.00   | 331.50   | 319.50   | 322.00   | 247,199      | 409.29      | 280      | ▼24,441   |  -21.33%
3576     | 聯合再生       | 17.25    | 18.20    | 17.15    | 17.80    | 12,099,501   | 18.15       | 5000     | ▼1,750    |   -1.93%
1721     | 三晃         | 23.80    | 25.70    | 23.80    | 25.25    | 1,426,177    | 27.88       | 3000     | ▼7,900    |   -9.44%
8215     | 明基材        | 29.65    | 31.65    | 29.45    | 30.25    | 3,447,880    | 31.60       | 200      | ▼270      |   -4.27%
00405A   | 主動富邦台灣龍耀   | 9.40     | 9.47     | 9.25     | 9.42     | 140,117,849  | 9.34        | 11000    | ▲880      |   +0.86%
5498     | 凱崴         | 63.00    | 64.90    | 62.50    | 63.80    | 3,000,185    | 69.61       | 188      | ▼1,092    |   -8.35%
1301     | 台塑         | 49.10    | 54.50    | 48.15    | 54.50    | 78,711,420   | 50.50       | 100      | ▲400      |   +7.92%
6498     | 久禾光        | 102.50   | 102.50   | 99.10    | 101.00   | 233,802      | 67.30       | 12       | ▲404      |  +50.07%
009821   | 野村稀土關鍵資源   | 14.98    | 15.12    | 14.96    | 15.03    | 139,180,991  | 17.30       | 12000    | ▼27,240   |  -13.12%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,653,614    📊 未實現損益:        +180,182 (  +2.71%)
