prev_rev_yoy,rev_yoy,pe,prev_year,est_price,expansion,prev_eps,price,date,status,prev_eps_yoy,gm,name,symbol,eps_yoy,om,eps,advice
-9.4,195.54,7.038227938549482,2025,419.85,-159.41,12.15,197.0,2026-03,⚠️ 獲利稀釋,-14.17,N/A,力領科技,6996.TWO,36.13,N/A,3.27,⚪ 中性觀察
0.3,155.84,12.58358708993921,2025,49.35,-159.61,1.36,41.4000015259,2026-03,📉 獲利侵蝕,-13.92,34.44%,倉佑,1568.TW,-3.77,17.09%,0.51,⚪ 中性觀察
11.69,214.29,0.0,2025,-67.2,-161.35,-1.52,48.2999992371,2026-03,⚠️ 獲利稀釋,-462.96,N/A,驊訊,6237.TWO,52.94,N/A,-0.24,⚪ 數據不足
-23.31,100.37,13.245282443056606,2025,79.49999999999999,-162.27,2.25,70.1999969482,2026-03,📉 獲利侵蝕,-62.55,N/A,傑霖科技,8102.TWO,-61.9,N/A,0.4,⚪ 中性觀察
37.15,137.15,6.123749140291174,2025,164.85,-162.29000000000002,5.51,67.3000030518,2026-03,📉 獲利侵蝕,57.43,N/A,海韻電,6203.TWO,-25.14,N/A,1.37,⚪ 中性觀察
3.91,186.39,10.384615384615383,2025,234.00000000000003,-163.5,6.32,162.0,2026-03,⚠️ 獲利稀釋,-22.95,N/A,全宇昕,6651.TWO,22.89,N/A,2.47,⚪ 中性觀察
1.19,155.73,6.567470497691123,2025,292.35,-164.20999999999998,7.4,128.0,2026-03,📉 獲利侵蝕,-12.32,25.33%,茂訊,3213.TWO,-8.48,7.00%,2.59,⚪ 中性觀察
34.04,50.4,0.0,2025,-58.8,-165.21,-1.34,10.4499998093,2026-03,📉 獲利侵蝕,59.69,27.86%,隴華,2424.TW,-114.81,-40.94%,-0.58,⚪ 數據不足
-11.82,139.24,5.236625671388889,2025,145.8,-165.56,3.81,50.9000015259,2026-03,📉 獲利侵蝕,-32.69,44.64%,曜亞,4138.TWO,-26.32,12.42%,0.84,⚪ 中性觀察
-4.75,499.13,6.616379474773709,2025,139.19999999999996,-165.8,4.31,61.4000015259,2026-03,⚠️ 獲利稀釋,-22.2,35.36%,裕民,2606.TW,333.33,30.49%,1.17,⚪ 中性觀察
-3.71,179.42,102.64706331117648,2025,2.55,-166.92,0.13,17.4500007629,2026-03,⚠️ 獲利稀釋,141.94,43.11%,海灣,3252.TWO,12.5,22.84%,0.09,❌ 暫避觀望
-0.48,364.73,16.94756554307116,2025,80.1,-167.23000000000002,1.91,90.5,2026-03,⚠️ 獲利稀釋,240.74,N/A,有成精密,4949.TW,197.5,N/A,1.19,❌ 暫避觀望
12.03,264.19,16.566820276497698,2025,325.49999999999994,-167.26,8.67,359.5,2026-03,⚠️ 獲利稀釋,-0.23,N/A,佳必琪,6197.TW,96.93,N/A,3.21,❌ 暫避觀望
-62.05,192.98,0.0,2025,-160.04999999999998,-167.39999999999998,-5.1,13.5500001907,2026-03,⚠️ 獲利稀釋,-40.62,N/A,北極星藥業-KY,6550.TW,25.58,N/A,-0.64,⚪ 數據不足
-16.89,162.93,0.0,2025,-45.3,-167.48000000000002,-1.09,17.7000007629,2026-03,📉 獲利侵蝕,-234.57,35.81%,連宇,2482.TW,-4.55,-38.32%,-0.23,⚪ 數據不足
-31.28,157.19,0.0,2025,-46.050000000000004,-168.3,-1.29,10.0500001907,2026-03,📉 獲利侵蝕,-516.13,N/A,大地-KY,8437.TWO,-11.11,N/A,-0.4,⚪ 數據不足
18.56,190.06,15.658068783068781,2025,453.6,-168.54,12.25,473.5,2026-03,⚠️ 獲利稀釋,17.26,39.78%,研華,2395.TW,21.52,15.69%,3.85,❌ 暫避觀望
-2.5,215.08,25.591053825591057,2025,46.949999999999996,-168.57000000000002,0.67,80.0999984741,2026-03,⚠️ 獲利稀釋,-69.96,N/A,聚鼎,6224.TW,46.51,N/A,0.64,❌ 暫避觀望
28.3,232.49,32.38557558945909,2025,432.6,-169.10000000000002,11.33,934.0,2026-03,⚠️ 獲利稀釋,32.78,44.02%,新應材,4749.TWO,63.39,23.34%,3.66,❌ 暫避觀望
-13.26,201.37,39.637681159420296,2025,103.49999999999999,-169.86,3.01,273.5,2026-03,⚠️ 獲利稀釋,-50.25,N/A,天虹,6937.TW,31.51,N/A,0.96,❌ 暫避觀望
13.3,191.57,7.250313414124529,2025,358.95000000000005,-170.18,10.22,173.5,2026-03,⚠️ 獲利稀釋,36.27,N/A,安�硌穈T,6690.TWO,21.39,N/A,2.27,⚪ 中性觀察
16.84,70.28,125.85714067728573,2025,10.5,-170.28,0.71,88.0999984741,2026-03,📉 獲利侵蝕,152.21,N/A,點序,6485.TWO,-100.0,N/A,0.0,❌ 暫避觀望
-1.45,195.61,0.0,2025,-49.05,-170.61,-1.63,23.5499992371,2026-03,⚠️ 獲利稀釋,-54.29,N/A,佑全,6929.TWO,25.0,N/A,-0.21,⚪ 數據不足
-12.32,189.52,12.209842154131847,2025,161.55,-170.81,4.58,131.5,2026-03,⚠️ 獲利稀釋,-22.77,N/A,杰力,5299.TWO,18.71,N/A,1.65,⚪ 中性觀察
-23.91,792.05,29.264705321323532,2025,10.2,-172.04999999999995,0.26,19.8999996185,2026-03,⚠️ 獲利稀釋,-89.88,15.09%,永裕,1323.TW,620.0,1.25%,0.36,❌ 暫避觀望
-2.97,129.05,15.39170577230415,2025,65.1,-172.23000000000002,2.3,66.8000030518,2026-03,📉 獲利侵蝕,-22.56,45.13%,精湛,2070.TWO,-43.18,17.87%,0.28,❌ 暫避觀望
38.81,116.4,4.016152772606461,2025,204.29999999999998,-172.28,5.37,54.7000007629,2026-03,📉 獲利侵蝕,60.88,N/A,動力-KY,6591.TW,-55.88,N/A,0.75,⚪ 中性觀察
1.84,178.72,27.1484375,2025,19.2,-172.47,0.54,34.75,2026-03,⚠️ 獲利稀釋,100.0,40.82%,誠品生活,2926.TWO,6.25,-1.48%,0.17,❌ 暫避觀望
20.59,201.59,27.276422143983744,2025,18.45,-173.02,0.47,33.5499992371,2026-03,⚠️ 獲利稀釋,461.54,30.70%,杭特,3297.TWO,28.57,-18.51%,-0.05,❌ 暫避觀望
-11.73,216.12,13.102040193510204,2025,73.49999999999999,-173.26,2.07,64.1999969482,2026-03,⚠️ 獲利稀釋,-22.56,N/A,明遠精密,7704.TWO,42.86,N/A,0.7,⚪ 中性觀察
1.36,192.24,10.124031480899227,2025,96.74999999999999,-173.3,2.35,65.3000030518,2026-03,⚠️ 獲利稀釋,-21.14,N/A,諾貝兒,6844.TWO,18.94,N/A,1.57,⚪ 中性觀察
10.19,392.93,32.645518940560514,2025,487.05000000000007,-174.41,12.75,1060.0,2026-03,⚠️ 獲利稀釋,-14.04,N/A,均華,6640.TWO,218.52,N/A,5.19,❌ 暫避觀望
2.67,177.66,11.34387351778656,2025,189.75,-174.49,4.99,143.5,2026-03,⚠️ 獲利稀釋,3.96,33.63%,中華電,2412.TW,3.17,17.33%,1.3,⚪ 中性觀察
-3.52,203.95,8.452381154206348,2025,56.7,-174.67999999999998,1.75,31.9500007629,2026-03,⚠️ 獲利稀釋,-13.79,N/A,邁達康,9960.TWO,29.27,N/A,0.53,⚪ 中性觀察
-3.87,592.65,28.382353689117647,2025,15.3,-175.97999999999996,0.33,28.9500007629,2026-03,⚠️ 獲利稀釋,-43.1,N/A,鴻名,3021.TW,416.67,N/A,0.19,❌ 暫避觀望
-9.88,188.41,66.7205169628433,2025,92.85,-176.56,2.67,413.0,2026-03,⚠️ 獲利稀釋,-66.46,36.51%,德微,3675.TWO,11.85,9.03%,1.51,❌ 暫避觀望
20.03,261.06,10.731211916046039,2025,221.54999999999998,-176.75,5.62,158.5,2026-03,⚠️ 獲利稀釋,-27.15,N/A,研揚,6579.TW,84.31,N/A,3.81,⚪ 中性觀察
-54.43,147.2,19.259258552777776,2025,8.100000000000001,-177.2,0.2,10.3999996185,2026-03,📉 獲利侵蝕,-93.38,21.75%,寶徠,1805.TW,-30.0,10.56%,0.14,❌ 暫避觀望
-7.24,219.88,49.60784413457516,2025,22.95,-177.57,0.5,75.9000015259,2026-03,⚠️ 獲利稀釋,-73.51,31.63%,通嘉,3588.TW,42.31,-1.96%,0.37,❌ 暫避觀望
8.51,373.81,20.691994572591586,2025,221.1,-177.81,6.1,305.0,2026-03,⚠️ 獲利稀釋,-40.84,30.02%,閎康,3587.TWO,196.0,10.45%,2.24,❌ 暫避觀望
4.29,202.94,56.714285714285715,2025,105.0,-178.23,2.97,397.0,2026-03,⚠️ 獲利稀釋,-18.46,37.27%,全新,2455.TW,24.71,21.78%,1.06,❌ 暫避觀望
-17.82,167.71,5.686695278969958,2025,69.89999999999999,-178.42000000000002,2.31,26.5,2026-03,📉 獲利侵蝕,-12.16,25.16%,太普高,3284.TWO,-10.71,13.35%,0.5,⚪ 中性觀察
8.73,168.81,4.789743667989743,2025,146.25,-178.65,4.21,46.7000007629,2026-03,📉 獲利侵蝕,117.01,N/A,綠界科技*,6763.TWO,-9.84,N/A,0.55,⚪ 中性觀察
10.32,162.23,0.0,2025,-4.35,-178.89999999999998,0.03,34.5,2026-03,📉 獲利侵蝕,-50.0,N/A,天鉞電,5251.TWO,-16.67,N/A,0.1,⚪ 數據不足
7.88,152.96,4.693049213597159,2025,295.65000000000003,-179.3,8.57,92.5,2026-03,📉 獲利侵蝕,-0.37,N/A,中菲,5403.TWO,-26.34,N/A,1.42,⚪ 中性觀察
-24.49,97.83,18.42857088364286,2025,21.0,-179.72,0.01,25.7999992371,2026-03,📉 獲利侵蝕,-99.85,N/A,嘉威,3557.TW,-81.89,N/A,0.48,❌ 暫避觀望
13.44,109.26,48.21576763485477,2025,180.75,-179.77,5.01,581.0,2026-03,📉 獲利侵蝕,31.15,26.67%,聯鈞,3450.TW,-70.51,15.62%,0.69,❌ 暫避觀望
0.49,156.53,5.539305162166362,2025,164.1,-179.86,4.57,60.5999984741,2026-03,📉 獲利侵蝕,16.97,N/A,岱稜,3303.TWO,-23.33,N/A,0.92,⚪ 中性觀察
-8.17,188.41,55.20833333333333,2025,3.6,-180.07999999999998,0.03,13.25,2026-03,⚠️ 獲利稀釋,-94.0,37.93%,中電,1611.TW,8.33,11.05%,0.13,❌ 暫避觀望
-4.28,131.75,6.124763993553875,2025,79.35,-180.4,3.27,32.4000015259,2026-03,📉 獲利侵蝕,-56.63,N/A,森田,8410.TWO,-48.65,N/A,0.57,⚪ 中性觀察
22.39,156.16,6.258680423098959,2025,172.79999999999998,-180.68,5.04,72.0999984741,2026-03,📉 獲利侵蝕,-31.43,N/A,虎山,7736.TW,-24.52,N/A,1.18,⚪ 中性觀察
-1.52,113.25,4.600301659125188,2025,397.80000000000007,-180.94,10.03,122.0,2026-03,📉 獲利侵蝕,-10.98,N/A,波力-KY,8467.TW,-67.69,N/A,0.83,⚪ 中性觀察
55.14,334.61,1.671469795597983,2025,208.2,-182.03,3.44,23.2000007629,2026-03,⚠️ 獲利稀釋,66.99,N/A,坤悅,5206.TWO,152.58,N/A,2.45,⚪ 中性觀察
5.6,282.06,3549.999999999997,2025,0.15000000000000013,-182.06,0.05,35.5,2026-03,⚠️ 獲利稀釋,66.67,N/A,宏齊,6168.TW,100.0,N/A,0.02,❌ 暫避觀望
16.01,228.74,0.0,2025,-23.549999999999997,-183.29000000000002,-0.76,13.8999996185,2026-03,⚠️ 獲利稀釋,18.37,29.80%,東訊,2321.TW,45.45,-5.26%,-0.12,⚪ 數據不足
20.5,140.62,6.791120388678103,2025,148.65,-183.38,4.2,67.3000030518,2026-03,📉 獲利侵蝕,2.69,39.87%,倫飛,2364.TW,-42.76,7.82%,0.83,⚪ 中性觀察
13.67,186.36,9.874863982589773,2025,275.7,-184.0,6.9,181.5,2026-03,⚠️ 獲利稀釋,-8.99,N/A,宸曜,6922.TWO,2.36,N/A,2.6,⚪ 中性觀察
-1.34,192.47,0.0,2025,-13.799999999999999,-184.14,-0.36,13.25,2026-03,⚠️ 獲利稀釋,-5.88,33.58%,優盛,4121.TWO,8.33,-3.01%,-0.11,⚪ 數據不足
-15.36,84.83,7.573964497041421,2025,126.74999999999999,-184.59,1.57,64.0,2026-03,📉 獲利侵蝕,137.2,N/A,安格,6684.TWO,-99.76,N/A,0.01,⚪ 中性觀察
1.82,277.35,13.311382878645345,2025,159.45,-185.04000000000002,4.68,141.5,2026-03,⚠️ 獲利稀釋,-37.99,33.38%,艾訊,3088.TWO,92.31,10.77%,2.25,⚪ 中性觀察
6.1,139.57,3.746056782334385,2025,380.4,-185.14999999999998,10.02,95.0,2026-03,📉 獲利侵蝕,13.09,N/A,生展,8279.TWO,-45.58,N/A,1.23,⚪ 中性觀察
2.32,211.77,7.980871251232731,2025,141.15,-185.4,3.45,75.0999984741,2026-03,⚠️ 獲利稀釋,-5.22,31.73%,統一,1216.TW,26.37,2.59%,1.15,⚪ 中性觀察
5.66,183.17,9.387096897241936,2025,92.99999999999999,-185.5,2.65,58.2000007629,2026-03,📉 獲利侵蝕,22.61,N/A,碩網,7547.TWO,-2.33,N/A,0.42,⚪ 中性觀察
-13.56,204.61,16.63793147295977,2025,52.2,-185.56,1.03,57.9000015259,2026-03,⚠️ 獲利稀釋,-54.63,N/A,凌通,4952.TW,19.05,N/A,0.5,❌ 暫避觀望
6.74,192.19,19.365426695842448,2025,137.10000000000002,-185.79,4.0,177.0,2026-03,⚠️ 獲利稀釋,4.76,N/A,宏觀,6568.TWO,6.4,N/A,1.34,❌ 暫避觀望
-3.69,173.42,4.26605504587156,2025,490.50000000000006,-185.92,13.97,139.5,2026-03,📉 獲利侵蝕,-26.4,N/A,帝寶,6605.TW,-12.5,N/A,4.41,⚪ 中性觀察
19.07,182.83,9.754706217912151,2025,262.95,-186.06,7.39,171.0,2026-03,📉 獲利侵蝕,4.56,38.51%,融程電,3416.TW,-3.23,18.05%,1.8,⚪ 中性觀察
-25.1,232.47,100.0,2025,76.95,-186.09,1.8,513.0,2026-03,⚠️ 獲利稀釋,-65.38,N/A,嘉基,6715.TW,46.38,N/A,1.02,❌ 暫避觀望
3.18,147.7,8.655427631578947,2025,364.8,-186.16,11.33,210.5,2026-03,📉 獲利侵蝕,-37.78,33.00%,可成,2474.TW,-38.46,13.69%,2.63,⚪ 中性觀察
6.37,195.24,18.299925760950256,2025,202.05000000000004,-186.21,5.73,246.5,2026-03,⚠️ 獲利稀釋,19.71,N/A,富鼎,8261.TW,9.03,N/A,1.57,❌ 暫避觀望
22.89,226.99,11.569191434963248,2025,469.34999999999997,-186.28,13.04,362.0,2026-03,⚠️ 獲利稀釋,31.94,N/A,茂達,6138.TWO,40.71,N/A,3.68,⚪ 中性觀察
11.98,746.29,6.159420289855073,2025,51.74999999999999,-186.28999999999996,1.8,21.25,2026-03,⚠️ 獲利稀釋,25.87,13.84%,欣陸,3703.TW,560.0,7.24%,0.33,⚪ 中性觀察
-20.79,205.02,0.0,2025,-57.3,-186.60000000000002,-1.72,24.5,2026-03,⚠️ 獲利稀釋,-129.33,N/A,上亞科技,6130.TWO,18.42,N/A,-0.31,⚪ 數據不足
2.26,295.15,20.9165687426557,2025,127.64999999999999,-187.08999999999997,3.34,178.0,2026-03,⚠️ 獲利稀釋,-11.97,30.67%,聯電,2303.TW,108.06,19.78%,1.29,❌ 暫避觀望
-23.26,152.59,0.0,2025,-0.5999999999999996,-187.21,0.21,11.8500003815,2026-03,📉 獲利侵蝕,-77.66,18.12%,昶和,1468.TW,-34.62,2.42%,0.17,⚪ 數據不足
-72.48,249.55,0.0,2025,-46.50000000000001,-187.35000000000002,-1.11,31.0,2026-03,⚠️ 獲利稀釋,58.98,-8.98%,德晉,3466.TWO,62.2,-223.66%,-0.31,⚪ 數據不足
29.3,254.52,0.0,2025,-0.5999999999999996,-187.85000000000002,0.49,49.7000007629,2026-03,⚠️ 獲利稀釋,-63.43,41.27%,磐儀,3594.TWO,66.67,10.21%,-0.07,⚪ 數據不足
20.44,306.09,44.785276073619634,2025,73.35,-187.90999999999997,2.01,219.0,2026-03,⚠️ 獲利稀釋,294.12,38.42%,大銀微系統,4576.TW,118.18,13.23%,0.96,❌ 暫避觀望
11.44,207.08,11.88639551192146,2025,213.89999999999998,-188.26000000000002,4.81,169.5,2026-03,⚠️ 獲利稀釋,-34.26,25.60%,宜特,3289.TWO,18.82,4.49%,2.05,⚪ 中性觀察
5.0,219.52,6.573660884575894,2025,67.19999999999999,-188.87,1.63,29.4500007629,2026-03,⚠️ 獲利稀釋,27.34,30.15%,五鼎,1733.TW,30.65,7.57%,0.81,⚪ 中性觀察
-4.71,147.3,0.0,2025,-268.8,-188.97000000000003,-9.56,20.5499992371,2026-03,🔄 轉虧為盈,-431.94,N/A,上福,6128.TW,-41.67,N/A,0.28,⚪ 數據不足
2.05,145.78,4.180094642094787,2025,158.25,-189.29,4.1,44.0999984741,2026-03,📉 獲利侵蝕,-13.68,N/A,百和,9938.TW,-43.51,N/A,0.87,⚪ 中性觀察
6.92,171.96,4.3994599830094465,2025,111.15,-189.35000000000002,3.02,32.5999984741,2026-03,📉 獲利侵蝕,48.04,33.75%,強信-KY,4560.TW,-17.39,16.61%,0.76,⚪ 中性觀察
-11.96,107.78,12.89332310053722,2025,586.35,-189.51,15.5,504.0,2026-03,📉 獲利侵蝕,-38.69,29.12%,營邦,3693.TWO,-81.73,0.48%,1.54,⚪ 中性觀察
16.17,205.07,9.623630300142924,2025,314.85,-189.9,8.36,202.0,2026-03,⚠️ 獲利稀釋,17.2,36.55%,世禾,3551.TWO,15.17,18.42%,2.46,⚪ 中性觀察
20.89,200.1,26.258416159025327,2025,467.85,-190.43,13.99,819.0,2026-03,⚠️ 獲利稀釋,-6.3,42.20%,華城,1519.TW,9.67,19.22%,3.29,❌ 暫避觀望
-10.89,194.32,33.043478734720495,2025,24.15,-191.19,1.13,53.2000007629,2026-03,⚠️ 獲利稀釋,-49.1,43.31%,普安,2495.TW,3.13,9.76%,0.33,❌ 暫避觀望
2.41,174.54,5.220759219666925,2025,193.65,-191.64999999999998,5.77,67.4000015259,2026-03,📉 獲利侵蝕,-18.35,28.71%,友輝,4933.TWO,-17.11,12.48%,1.9,⚪ 中性觀察
11.78,369.13,9.226993490576685,2025,122.25,-192.04999999999998,3.77,75.1999969482,2026-03,⚠️ 獲利稀釋,-7.65,N/A,迎廣,6117.TW,177.08,N/A,1.33,⚪ 中性觀察
-52.73,286.81,0.0,2025,-30.450000000000003,-192.17000000000002,-0.92,17.5,2026-03,⚠️ 獲利稀釋,53.77,N/A,創業家,8477.TWO,94.64,N/A,-0.03,⚪ 數據不足
19.44,231.62,6.535750405427995,2025,148.95,-192.23000000000002,3.53,64.9000015259,2026-03,⚠️ 獲利稀釋,61.93,N/A,幸康,3332.TWO,39.39,N/A,1.38,⚪ 中性觀察
0.88,257.27,21.37064071370641,2025,184.95,-192.51,4.85,263.5,2026-03,⚠️ 獲利稀釋,-2.81,N/A,騰輝電子-KY,6672.TW,64.76,N/A,1.73,❌ 暫避觀望
12.63,89.63,0.0,2025,-22.8,-192.66,-0.06,27.3500003815,2026-03,📉 獲利侵蝕,-102.22,N/A,凱衛,5201.TWO,-103.03,N/A,-0.67,⚪ 數據不足
-29.93,172.74,0.0,2025,-106.95,-192.74,-3.43,30.8500003815,2026-03,📉 獲利侵蝕,-35.42,5.61%,揚智,3041.TW,-20.0,-198.78%,-0.48,⚪ 數據不足
-9.64,190.77,13.072519083969466,2025,78.60000000000001,-194.24,1.34,68.5,2026-03,📉 獲利侵蝕,-77.5,19.80%,世德,2066.TWO,-3.47,-4.97%,1.96,⚪ 中性觀察
-3.81,396.14,0.0,2025,-137.10000000000002,-194.54999999999998,-2.87,101.0,2026-03,🔄 轉虧為盈,-356.73,N/A,智崴,5263.TWO,201.59,N/A,0.67,⚪ 數據不足
15.02,219.37,5.713866039952997,2025,510.59999999999997,-195.34,14.08,194.5,2026-03,⚠️ 獲利稀釋,39.41,N/A,視陽,6782.TW,24.03,N/A,3.82,⚪ 中性觀察
19.26,218.89,14.66106148187073,2025,285.45000000000005,-195.95999999999998,7.1,279.0,2026-03,⚠️ 獲利稀釋,19.42,N/A,意德士,7556.TWO,22.93,N/A,2.52,⚪ 中性觀察
16.17,206.96,6.053384175405148,2025,472.04999999999995,-196.72,12.71,190.5,2026-03,⚠️ 獲利稀釋,10.57,N/A,望隼,4771.TW,10.24,N/A,3.66,⚪ 中性觀察
-51.34,126.74,0.0,2025,-69.45,-196.74,-2.15,34.7000007629,2026-03,📉 獲利侵蝕,-73.98,19.82%,鴻華先進-創,2258.TW,-70.0,-262.93%,-0.51,⚪ 數據不足
16.17,135.88,3.5761154855643045,2025,228.6,-196.95999999999998,6.07,54.5,2026-03,📉 獲利侵蝕,8.01,23.99%,僑威,3078.TWO,-61.08,12.10%,0.72,⚪ 中性觀察
0.95,205.28,6.532805429864253,2025,795.6,-197.02,20.25,346.5,2026-03,⚠️ 獲利稀釋,-9.03,33.74%,南寶,4766.TW,8.26,16.17%,6.55,⚪ 中性觀察
29.59,226.47,16.82297772567409,2025,127.95000000000002,-197.9,3.08,143.5,2026-03,⚠️ 獲利稀釋,62.03,N/A,正淩,8147.TWO,28.57,N/A,0.9,❌ 暫避觀望
-4.54,106.5,35.61320754716981,2025,15.9,-198.34,0.32,37.75,2026-03,🏰 高護城河,-57.53,58.07%,遠見,3040.TW,-91.84,-3.25%,0.04,❌ 暫避觀望
2.94,548.43,6.3924501424501425,2025,421.2,-198.42999999999995,11.19,179.5,2026-03,⚠️ 獲利稀釋,24.88,24.61%,鮮活果汁-KY,1256.TW,350.0,6.32%,3.24,⚪ 中性觀察
0.1,179.22,7.08955223880597,2025,361.8,-198.67,9.61,171.0,2026-03,📉 獲利侵蝕,4.45,33.35%,鈞興-KY,4571.TW,-19.45,18.52%,2.41,⚪ 中性觀察
-3.53,168.9,8.179043898870804,2025,147.45,-198.81,4.38,80.4000015259,2026-03,📉 獲利侵蝕,-28.08,N/A,立端,6245.TWO,-29.91,N/A,0.75,⚪ 中性觀察
6.29,199.94,6.3778580024067395,2025,249.29999999999995,-199.3,6.77,106.0,2026-03,⚠️ 獲利稀釋,5.71,N/A,中保科,9917.TW,0.64,N/A,1.6,⚪ 中性觀察
-15.65,182.28,10.620154890891472,2025,38.7,-199.35,0.93,27.3999996185,2026-03,📉 獲利侵蝕,-75.14,30.14%,裕隆,2201.TW,-17.07,7.44%,0.35,⚪ 中性觀察
7.08,253.02,16.061643835616437,2025,219.00000000000003,-199.36,5.99,234.5,2026-03,⚠️ 獲利稀釋,34.97,37.83%,欣銓,3264.TWO,53.66,26.59%,1.95,❌ 暫避觀望
-10.2,223.18,8.403954802259888,2025,53.1,-199.65,1.66,29.75,2026-03,⚠️ 獲利稀釋,-3.49,N/A,樂斯科,6662.TWO,23.53,N/A,0.21,⚪ 中性觀察
39.1,107.98,2.816358024691358,2025,97.2,-200.55,0.51,18.25,2026-03,📉 獲利侵蝕,-76.4,N/A,大研生醫*,7780.TW,-92.57,N/A,0.13,⚪ 中性觀察
3.79,208.08,8.029978586723768,2025,420.30000000000007,-201.63000000000002,10.78,225.0,2026-03,⚠️ 獲利稀釋,-2.88,34.07%,統一超,2912.TW,6.45,2.95%,2.97,⚪ 中性觀察
13.69,110.9,8.496023138105567,2025,207.45,-202.11,9.06,117.5,2026-03,📉 獲利侵蝕,13.11,48.58%,喬山,1736.TW,-91.21,9.78%,0.08,⚪ 中性觀察
5.25,261.03,11.272936129793578,2025,130.8,-202.12999999999997,3.92,98.3000030518,2026-03,⚠️ 獲利稀釋,17.71,N/A,瀚荃,8103.TW,58.9,N/A,1.17,⚪ 中性觀察
6.85,176.57,11.00253347810351,2025,414.45,-202.16,11.76,304.0,2026-03,📉 獲利侵蝕,-2.81,39.10%,興勤,2428.TW,-25.59,22.33%,2.21,⚪ 中性觀察
-7.81,219.85,5.78003108222309,2025,192.29999999999998,-202.24,5.64,74.0999984741,2026-03,⚠️ 獲利稀釋,-14.93,N/A,勁豐,6577.TWO,17.61,N/A,1.67,⚪ 中性觀察
0.66,201.11,7.6923076923076925,2025,70.19999999999999,-202.33,1.73,36.0,2026-03,📉 獲利侵蝕,-37.18,N/A,金興精密,7732.TW,-1.22,N/A,0.82,⚪ 中性觀察
6.12,159.18,7.230631963330365,2025,168.45000000000002,-202.45000000000002,5.78,81.1999969482,2026-03,📉 獲利侵蝕,2.66,N/A,互動,6486.TWO,-43.27,N/A,0.59,⚪ 中性觀察
2.9,244.12,3.969658611700379,2025,237.30000000000004,-202.66,5.37,62.7999992371,2026-03,⚠️ 獲利稀釋,-10.95,N/A,台灣虎航,6757.TW,41.46,N/A,2.91,⚪ 中性觀察
5.34,198.02,14.642582628747116,2025,195.15000000000003,-203.09,5.28,190.5,2026-03,📉 獲利侵蝕,-15.57,32.18%,晶技,3042.TW,-5.07,14.07%,1.32,⚪ 中性觀察
26.97,222.57,28.213309024612578,2025,164.55,-203.17,4.37,309.5,2026-03,⚠️ 獲利稀釋,51.58,N/A,昇陽半導體,8028.TW,19.4,N/A,1.61,❌ 暫避觀望
1.41,236.89,3.725709900904335,2025,200.7,-203.32999999999998,6.04,49.8499984741,2026-03,⚠️ 獲利稀釋,37.27,N/A,洛��,8077.TWO,33.56,N/A,1.95,⚪ 中性觀察
78.68,158.08,2.088479676622502,2025,667.9499999999999,-203.49,18.83,93.0,2026-03,📉 獲利侵蝕,242.99,N/A,寬宏藝術,6596.TWO,-45.41,N/A,2.08,⚪ 中性觀察
-2.91,174.36,4.236415142930724,2025,582.4499999999999,-203.71,14.92,164.5,2026-03,📉 獲利侵蝕,-20.89,32.65%,拓凱,4536.TW,-29.35,10.54%,3.61,⚪ 中性觀察
-26.81,200.72,8.02795617680393,2025,397.04999999999995,-203.8,10.2,212.5,2026-03,📉 獲利侵蝕,-52.93,28.63%,上品,4770.TW,-3.08,14.44%,2.52,⚪ 中性觀察
-19.18,120.7,0.0,2025,-56.85,-204.03,-1.84,67.5,2026-03,🔄 轉虧為盈,-757.14,39.78%,聚積,3527.TWO,-83.33,-22.71%,0.01,⚪ 數據不足
8.24,136.36,4.71346726730659,2025,52.35,-204.88,1.43,16.4500007629,2026-03,📉 獲利侵蝕,55.43,N/A,百和興業-KY,8404.TW,-68.52,N/A,0.17,⚪ 中性觀察
2.54,121.25,8.737541274767443,2025,90.3,-205.25,3.67,52.5999984741,2026-03,📉 獲利侵蝕,180.15,41.59%,台耀,4746.TW,-84.0,21.37%,0.16,⚪ 中性觀察
0.59,222.99,13.262986517564935,2025,46.2,-205.34,1.34,40.8499984741,2026-03,⚠️ 獲利稀釋,7.2,32.08%,精聯,3652.TW,17.65,2.52%,0.4,⚪ 中性觀察
22.23,180.5,32.752294277935775,2025,32.7,-205.5,0.76,71.4000015259,2026-03,📉 獲利侵蝕,213.64,N/A,盛群,6202.TW,-25.0,N/A,0.3,❌ 暫避觀望
-5.88,170.48,14.829268106585367,2025,30.749999999999996,-205.76999999999998,0.72,30.3999996185,2026-03,📉 獲利侵蝕,2.44,N/A,光譜,5381.TWO,-35.29,N/A,0.22,⚪ 中性觀察
8.46,172.58,19.432835365402987,2025,50.24999999999999,-205.91000000000003,1.58,65.0999984741,2026-03,📉 獲利侵蝕,205.88,N/A,東研信超,6840.TWO,-33.33,N/A,0.12,❌ 暫避觀望
21.26,110.07,8.248663203609626,2025,56.1,-206.02999999999997,2.12,30.8500003815,2026-03,📉 獲利侵蝕,13.37,42.45%,橙的,4554.TWO,-95.96,4.92%,0.04,⚪ 中性觀察
-7.24,123.19,0.0,2025,-16.8,-206.51999999999998,-0.36,14.6000003815,2026-03,📉 獲利侵蝕,36.84,N/A,得利影,6144.TWO,-83.33,N/A,-0.22,⚪ 數據不足
