日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-24,2317,鴻海,256.0,241.21,2000,29580,6.13%
2026-06-24,4142,國光生,17.25,25.32,1000,-8070,-31.87%
2026-06-24,0050,元大台灣50,107.15,46.6,16000,968800,129.94%
2026-06-24,0056,元大高股息,53.15,36.43,4000,66880,45.90%
2026-06-24,00635U,期元大S&P黃金,42.45,55.25,3000,-38400,-23.17%
2026-06-24,00738U,期元大道瓊白銀,49.49,66.26,1000,-16770,-25.31%
2026-06-24,00929,復華台灣科技優息,31.55,19.73,8000,94560,59.91%
2026-06-24,009816,凱基台灣TOP50,15.56,11.01,63000,286650,41.33%
2026-06-24,00990A,主動元大AI新經濟,20.51,11.48,5000,45150,78.66%
2026-06-24,2009,第一銅,39.35,50.56,4000,-44840,-22.17%
2026-06-24,2337,旺宏,172.0,95.28,2000,153440,80.52%
2026-06-24,2409,友達,30.5,16.21,2000,28580,88.16%
2026-06-24,3481,群創,69.4,25.1,4000,177200,176.49%
2026-06-24,6806,森崴能源,3.51,45.39,5000,-209400,-92.27%
2026-06-24,3105,穩懋,478.0,556.47,300,-23541,-14.10%
2026-06-24,4966,譜瑞-KY,664.0,1921.64,1000,-1257640,-65.45%
2026-06-24,2327,國巨*,1050.0,1030.0,1,20,1.94%
2026-06-24,00403A,主動統一升級50,11.04,10.68,26000,9360,3.37%
2026-06-24,00981A,主動統一台股增長,31.48,27.48,2000,8000,14.56%
2026-06-24,2330,台積電,2390.0,225.55,10,21644,959.63%
2026-06-24,6789,采鈺,542.95,593.5,400,-20220,-8.52%
2026-06-24,6849,奇鼎科技,160.0,266.4,280,-29792,-39.94%
2026-06-24,7853,政美應用,322.0,409.29,280,-24441,-21.33%
2026-06-24,3576,聯合再生,17.8,18.15,5000,-1750,-1.93%
2026-06-24,1721,三晃,25.25,27.88,3000,-7900,-9.44%
2026-06-24,8215,明基材,30.25,31.6,200,-270,-4.27%
2026-06-24,00405A,主動富邦台灣龍耀,9.42,9.34,11000,880,0.86%
2026-06-24,5498,凱崴,63.8,69.61,188,-1092,-8.35%
2026-06-24,1301,台塑,54.5,50.5,100,400,7.92%
2026-06-24,6498,久禾光,101.0,67.3,12,404,50.07%
2026-06-24,009821,野村稀土關鍵資源,15.03,17.3,12000,-27240,-13.12%
