股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,50.50,88,64.28,36.61,---,3.53%,均線糾擺,連1日大漲,無,MA 乖離率僅 1.26%,均線糾擺
7806,精華生醫,57.90,30,80.50,57.60,---,---,均線糾擺,無,無,MA 乖離率僅 1.30%,均線糾擺
6831,邁科,525.00,504,956.00,153.36,---,0.74%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.72,1834,30.21,26.21,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.17%,均線糾擺
6153,嘉聯益,14.05,4097,24.45,13.50,---,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8261,富鼎,163.50,14646,346.94,79.40,---,4.05%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,54.50,398,98.20,37.00,---,3.47%,離開盤整 (向下) -> 趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
7595,世基生醫,7.01,1,13.60,6.09,---,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.10%,均線糾擺
3479,安勤,130.50,1841,156.50,83.70,---,5.22%,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1789,神隆,19.40,469,28.25,16.65,---,2.02%,均線糾擺,無,無,MA 乖離率僅 1.44%,均線糾擺
3171,炎洲流通,65.60,18,79.40,38.60,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.16%,均線糾擺
4721,美琪瑪,67.90,466,101.00,61.20,---,3.35%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.61,40,3.51,2.59,---,1.89%,離開盤整 (向下),無,無,跌破布林下軌 (2.61),離開盤整 (向下)
6924,榮惠-KY創,103.00,48,193.50,47.80,---,7.45%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,369.00,3369,573.00,266.50,---,4.08%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,11.60,467,17.15,11.30,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00876,元大全球5G,84.95,492,107.70,37.15,---,---,離開盤整 (向下) -> 趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.76,21719,11.52,5.32,---,---,強勢突破 (軌外) -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
4961,天鈺,149.50,988,188.00,135.00,📅 預告 (20260807),5.89%,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2012,春雨,15.85,25,18.23,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.21%,均線糾擺
8114,振樺電,195.50,2164,283.50,164.00,---,2.62%,均線糾擺,無,無,MA 乖離率僅 0.93%,均線糾擺
6638,沅聖,51.40,11,66.90,24.50,---,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.45%,均線糾擺
8028,昇陽半導體,245.00,1502,356.50,128.00,---,1.49%,離開盤整 (向下) -> 進入盤整,連1日大漲,無,ADX 為 17.84 (低於 20),進入盤整
6972,博瑞達應材,23.50,13,31.40,22.70,---,---,均線糾擺,無,無,MA 乖離率僅 1.43%,均線糾擺
6443,元晶,23.75,6442,52.30,11.95,---,1.64%,離開盤整 (向下) -> 趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
00990,主動元大AI新經濟,10.06,1325,10.07,9.99,---,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.09%,均線糾擺
2748,雲品,38.60,128,49.24,37.76,---,4.02%,均線糾擺,無,無,MA 乖離率僅 1.17%,均線糾擺
6525,捷敏-KY,123.00,615,221.00,67.50,---,5.85%,進入盤整,連1日大漲,無,ADX 為 17.68 (低於 20),進入盤整
006205,富邦上証,41.33,177,42.30,31.96,---,---,均線糾擺,無,無,MA 乖離率僅 0.09%,均線糾擺
6877,鏵友益,112.00,61,186.00,71.37,---,0.1%,離開盤整 (向下) -> 進入盤整,連1日大漲,無,ADX 為 12.30 (低於 20),進入盤整
4582,聚恆-創,27.35,107,43.20,17.05,---,---,資料不足 -> 均線糾擺,無,無,MA 乖離率僅 0.72%,均線糾擺
2758,路易莎咖啡,71.00,7,104.34,64.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.66%,均線糾擺
1802,台玻,45.70,26357,76.60,16.80,---,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
7642,昶瑞機電,76.90,38,129.00,63.20,---,4.08%,均線糾擺,無,無,MA 乖離率僅 0.57%,均線糾擺
9938,百和,45.60,1730,60.40,42.10,---,5.67%,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
4442,竣邦-KY,72.60,2942,72.60,45.46,---,5.25%,強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (68.64)，進入噴發段,強勢突破 (軌外)
00635,期元大S&P黃金,42.44,2540,60.55,35.95,---,---,均線糾擺,無,無,MA 乖離率僅 0.13%,均線糾擺
2408,南亞科,360.50,8121,505.00,40.55,---,0.32%,離開盤整 (向下) -> 進入盤整,連1日大漲,無,ADX 為 11.52 (低於 20),進入盤整
2539,櫻花建,42.65,1481,57.09,33.20,---,0.83%,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (42.65 > 1.5σ)，動能強勁,貼軌運行
2504,國產,31.20,3178,40.05,30.30,---,6.39%,均線糾擺,無,無,MA 乖離率僅 0.11%,均線糾擺
5546,永固-KY,14.00,25,28.45,14.00,---,6.57%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3086,華義*,27.20,162,43.50,13.35,---,0.17%,離開盤整 (向下) -> 趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
2395,研華,563.00,7995,600.00,273.50,📅 預告 (20260805),2.49%,進入盤整,無,無,ADX 為 9.43 (低於 20),進入盤整
3050,鈺德,11.20,506,15.30,10.65,---,3.5%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00984,大華優利美A債15,16.09,1376,16.82,14.69,---,0.48%,均線糾擺,無,無,MA 乖離率僅 0.24%,均線糾擺
6591,動力-KY,44.00,149,98.76,42.30,---,3.5%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6176,瑞儀,82.30,19881,139.27,82.30,---,7.07%,均線糾擺,無,無,MA 乖離率僅 1.39%,均線糾擺
6811,宏�硌穈T,216.50,379,263.00,182.50,---,3.86%,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4544,春日,13.65,5,17.95,13.10,---,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (13.68),離開盤整 (向下)
9949,琉園,23.30,47,36.70,15.58,---,8.09%,進入盤整,無,無,ADX 為 17.38 (低於 20),進入盤整
4510,高鋒,35.20,552,55.20,33.00,---,4.14%,離開盤整 (向下) -> 進入盤整,連1日大漲,無,ADX 為 15.17 (低於 20),進入盤整
6194,育富,29.55,13,39.65,29.20,---,5.78%,均線糾擺,無,無,MA 乖離率僅 1.02%,均線糾擺
6124,業強,25.05,8,37.95,23.30,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00757,統一FANG+,131.55,3227,138.05,101.15,---,---,均線糾擺,無,無,MA 乖離率僅 0.61%,均線糾擺
2101,南港,33.25,2021,45.45,29.75,---,1.99%,均線糾擺,無,無,MA 乖離率僅 1.05%,均線糾擺
00945,凱基美國非投等債,14.68,4318,14.68,13.02,---,0.6%,均線糾擺,無,無,MA 乖離率僅 0.07%,均線糾擺
4556,旭然,79.20,1703,132.50,22.45,---,1.17%,趨勢運行,無,連5日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
1612,宏泰,30.40,931,40.65,29.60,---,5.79%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6624,萬年清,0.00,0,72.50,31.85,---,1.56%,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
3081,聯亞,1630.00,358,3160.00,346.00,📅 預告 (20260812),0.14%,進入盤整,連1日大漲,無,ADX 為 16.77 (低於 20),進入盤整
9925,新保,40.30,456,40.60,37.79,---,---,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.88%,均線糾擺
8446,華研,84.60,91,95.60,83.00,---,8.07%,均線糾擺,無,無,MA 乖離率僅 0.60%,均線糾擺
00685,群益臺灣加權正2,10.83,598909,329.55,9.16,---,---,離開盤整 (向下) -> 趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
6446,藥華藥,1060.00,3526,1395.00,442.00,📅 預告 (20260812),0.22%,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
009813,貝萊德標普卓越50,11.08,1490,11.45,9.64,---,---,離開盤整 (向下) -> 均線糾擺,無,無,MA 乖離率僅 0.51%,均線糾擺
6485,點序,57.30,393,124.50,50.00,---,0.96%,進入盤整,連1日大漲,無,ADX 為 14.58 (低於 20),進入盤整
6294,智基,26.95,27,56.63,26.30,---,5.98%,均線糾擺,無,無,MA 乖離率僅 0.90%,均線糾擺
5403,中菲,93.30,120,118.35,84.50,---,5.04%,均線糾擺,無,無,MA 乖離率僅 0.41%,均線糾擺
6775,穎台科技,29.25,342,72.30,20.40,---,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
00981,平衡凱基雙核收息,10.50,3135,10.58,9.91,---,0.67%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.02%,均線糾擺
5455,昇益,28.30,5,33.25,22.55,---,---,均線糾擺,無,無,MA 乖離率僅 0.75%,均線糾擺
2374,佳能,63.90,2996,94.96,51.83,---,0.56%,離開盤整 (向下) -> 趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
6113,亞矽,21.15,81,29.85,18.45,---,1.65%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
6912,益鈞環科*,11.70,6,20.40,11.65,---,---,均線糾擺,無,無,MA 乖離率僅 0.12%,均線糾擺
6804,明係,18.00,119,24.20,15.00,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
