代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,25.45,25.05,3000,26.25,2999,26.25,25.05,25.55,26.25,18002,-,
1269,乾杯,66.30,63.2,3000,66.3,3000,66.30,63.10,65.95,66.00,2143,-,
1271,晨暉生技,58.41,59.3,3000,59.9,3000,59.90,59.20,59.40,59.90,17113,-,
1293,利統,23.33,22.7,3000,23.45,3000,24.00,22.70,23.05,23.45,12298,-,
1343,旭東環保,31.21,30.6,3000,31.0,1900,32.00,31.00,31.29,31.00,40376,-,
1480,東盟開發,8.02,7.98,5000,8.14,5000,-,-,-,-,-,-,
1594,日高,7.61,7.6,9000,8.0,7998,8.00,7.60,7.87,8.00,3002,-,
2071,震南鐵,33.87,33.85,4000,34.15,3000,36.15,33.85,34.22,33.85,27918,-,
2237,華德動能,33.93,32.05,3000,33.45,2999,34.60,31.80,33.08,33.45,285193,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,23.60,23.65,3000,24.7,2999,24.70,24.70,24.70,24.70,1,-,
2249,湧盛,102.01,100.0,2000,101.5,2000,105.00,100.00,102.27,100.00,62895,115/07/28,櫃買中心同意上櫃契約
2252,為昇科,15.25,15.6,5000,16.0,5000,16.05,15.30,15.53,16.05,40002,-,
2255,凱銳光電,15.55,15.45,5000,15.9,1766,15.95,15.90,15.90,15.90,3324,-,
2256,歐特明,58.60,59.8,3000,61.9,3000,61.20,58.90,60.31,61.20,87911,-,
2644,中信造船,78.67,78.7,3000,80.5,997,82.10,79.70,80.66,80.50,21512,-,
2733,維格餅家,10.26,10.3,5000,10.7,4000,10.70,10.70,10.70,10.70,1001,-,
2741,老四川,19.78,19.75,5000,20.6,2888,20.60,19.80,20.03,20.60,17657,-,
2758,路易莎咖啡,70.51,68.8,3000,71.0,3000,72.00,69.00,69.85,71.00,7381,-,
2760,巨宇翔,11.85,11.3,10000,11.85,7740,11.85,11.85,11.85,11.85,2260,-,
2761,橘焱胡同,14.61,14.5,5000,15.0,5000,-,-,-,-,-,-,
2938,床的世界,25.42,24.3,3000,25.45,2000,26.10,24.25,25.00,25.45,20630,115/07/28,櫃買中心同意上櫃契約
2940,歐都納,23.95,23.75,3000,24.3,3000,24.30,24.20,24.23,24.20,7997,-,
2942,京站,35.20,34.75,3000,35.55,3000,36.00,35.00,35.56,35.50,12674,-,
3097,拍檔,23.10,23.1,6000,24.3,6000,24.25,23.10,23.23,24.25,14672,-,
3117,年程,28.69,28.45,3000,29.5,3000,30.20,28.20,29.44,29.50,142268,-,
3184,微邦,12.61,13.05,5000,13.65,5000,14.20,12.50,13.15,13.50,251816,-,
3194,圓方科技,37.97,34.65,3000,36.0,3000,37.15,34.65,35.72,35.15,47803,-,
3473,智通聯網,84.99,84.0,2000,88.0,2998,88.00,84.00,84.01,88.00,1002,-,
3585,聯致,39.49,45.15,5500,45.35,5998,45.80,39.15,43.02,45.15,1270227,-,
3595,山太士,1284.04,1595.0,2000,1620.0,2000,1695.00,1190.00,1531.75,1600.00,914803,115/07/31,上櫃審議會通過
3603,建祥國際,6.41,6.7,4830,6.97,5000,6.70,6.70,6.70,6.70,11170,-,
3633,云光,112.97,116.0,5900,117.5,4000,119.00,113.00,115.37,119.00,36728,-,
3644,凌嘉科,268.05,277.0,2000,284.0,4000,291.00,270.00,283.36,283.50,176833,-,
3659,百辰,18.15,18.35,5000,19.25,5000,19.20,18.95,19.15,18.95,5100,-,
3678,聯享,49.09,48.8,3000,49.15,6000,49.65,47.55,48.53,49.00,36753,-,
4115,善德生技,7.32,7.5,5000,7.81,10000,7.80,7.40,7.53,7.65,52001,-,
4117,普生,10.07,10.1,9999,10.5,8985,10.50,10.00,10.24,10.10,38045,-,
4150,優你康,3.82,3.9,10000,3.98,5000,4.21,3.76,4.00,3.92,898979,-,
4170,鑫品生醫,11.93,11.9,4900,12.3,9900,12.30,11.75,12.03,12.30,5382,-,
4172,因華,11.24,10.95,5000,11.35,1000,11.80,10.95,11.20,11.35,498176,-,
4186,尖端醫,8.76,8.66,5000,8.98,4800,9.13,8.69,8.83,8.98,160678,-,
4194,禾生技,6.11,5.95,10000,6.25,10000,6.52,5.96,6.20,6.24,34834,-,
4197,暐世,8.49,8.11,5000,8.51,4995,8.52,8.11,8.38,8.51,15030,-,
4431,敏成健康,17.09,17.2,4000,17.55,4999,18.10,17.15,17.44,17.55,54808,-,
4537,旭東,94.60,121.5,2000,123.5,4000,124.00,98.00,115.30,123.50,217051,115/07/09,送件申請上市
4544,春日,13.79,13.6,4994,14.15,5000,13.70,13.60,13.64,13.65,5016,-,
4546,長亨,62.99,65.0,3000,68.0,3000,70.00,63.90,67.35,68.00,649652,-,
4553,盛復,16.53,16.1,4000,16.55,5000,16.80,16.10,16.17,16.10,22002,-,
4559,久裕興,8.53,8.8,4500,9.2,5000,9.25,8.74,8.95,8.80,40101,-,
4565,宏偉,125.69,125.0,2000,127.0,4000,128.50,125.00,126.78,125.00,78670,115/06/26,送件申請上櫃
4570,傑生,70.72,70.1,2000,70.8,3989,70.80,67.90,70.52,70.10,7258,-,
4573,高明鐵,283.54,322.5,2000,327.5,2990,331.00,282.00,314.84,327.50,533040,-,
4575,銓寶,21.20,21.9,3000,22.0,2000,22.85,21.85,21.97,22.00,22007,-,
4587,寶元數控,41.85,41.1,2999,42.95,2000,42.95,41.00,41.76,41.10,4005,-,
4589,碩陽電機,31.37,31.2,3000,32.5,3000,32.50,32.50,32.50,32.50,2215,-,
4724,宣捷幹細胞,8.69,8.97,9667,9.09,4999,9.43,8.97,9.03,9.09,45543,-,
4732,彥臣,15.77,15.65,5000,16.05,5000,16.00,15.90,15.95,15.90,10186,-,
4738,大同精化,5.78,5.89,5000,6.1,9999,6.20,5.80,6.01,6.10,96454,-,
4765,磐采,11.75,11.45,5000,11.9,5000,11.65,11.50,11.56,11.60,41510,-,
4925,智微,90.89,97.8,3000,101.5,10000,105.00,93.20,100.44,102.00,153142,-,
4980,佐臻,39.69,40.45,3000,42.4,1999,42.50,39.00,40.41,40.80,80634,-,
5240,建騰,14.94,15.25,5000,15.8,5000,15.80,15.30,15.32,15.40,12002,-,
5246,勵威,69.39,81.1,2998,81.8,11678,82.60,70.30,79.26,81.80,614392,-,
5248,景傳,36.22,37.0,3000,37.9,2999,39.45,35.70,37.46,37.90,219904,-,
5254,欣訊科技,34.97,35.65,3000,37.15,3000,37.65,36.00,36.56,36.70,40523,-,
5262,立達,38.64,40.8,2090,41.05,3000,41.00,38.80,39.62,40.80,74394,-,
5267,龍翩,40.71,43.4,3000,43.65,2550,44.40,41.40,42.47,43.65,44430,-,
5271,紘通,10.15,11.55,5000,11.95,3357,14.60,10.20,11.86,11.95,445656,-,
5297,廣化,59.86,70.1,1320,71.5,2996,73.40,60.00,67.69,71.50,601808,-,
5859,遠壽,13.54,13.55,5000,13.75,4999,13.85,13.35,13.72,13.75,111727,-,
5863,瑞興銀,11.30,11.1,5000,11.5,10000,11.60,11.10,11.37,11.35,285083,-,
6027,德信,11.67,11.7,4000,12.25,4990,12.25,11.70,12.04,12.25,47960,-,
