prev_eps_yoy,status,price,advice,date,om,prev_rev_yoy,name,pe,eps,symbol,rev_yoy,expansion,eps_yoy,est_price,prev_year,prev_eps,gm
-3.09,🏰 高護城河,174.0,⚪ 中性觀察,2026-03,11.29%,11.58,豆府,4.68371467025572,4.08,2752.TWO,111.9,-105.65,6.25,557.25,2025,15.04,52.30%
-92.76,🏰 高護城河,48.25,⚪ 中性觀察,2026-03,50.09%,-15.8,材料*-KY,3.0250783699059562,1.13,4763.TW,11.68,-106.18,-94.5,239.25,2025,6.1,57.83%
144.7,⚠️ 獲利稀釋,398.5,⚪ 中性觀察,2026-03,35.36%,32.13,威剛,5.877581120943953,30.05,3260.TWO,1813.26,-106.47000000000003,1706.79,1017.0,2025,23.18,48.37%
34.17,📉 獲利侵蝕,66.8000030518,⚪ 中性觀察,2026-03,5.55%,84.93,佳穎,7.348735209218923,0.34,3310.TWO,22.14,-107.1,-84.96,136.35,2025,3.39,21.56%
24.77,⚠️ 獲利稀釋,140.0,❌ 暫避觀望,2026-03,N/A,30.53,聯策,38.147138964577664,1.63,6658.TW,436.36,-107.41000000000003,328.95,55.04999999999999,2025,1.38,N/A
-47.64,📉 獲利侵蝕,19.3999996185,⚪ 中性觀察,2026-03,N/A,-0.53,喬福,9.238095056428572,0.32,1540.TW,71.52,-107.52,-36.0,31.5,2025,1.11,N/A
-35.61,🏰 高護城河,49.4000015259,⚪ 中性觀察,2026-03,19.86%,0.37,科妍,11.026786054888392,0.29,1786.TW,44.42,-107.71000000000001,-63.29,67.2,2025,2.24,75.32%
12.8,📉 獲利侵蝕,141.5,⚪ 中性觀察,2026-03,28.69%,19.44,優群,4.679232804232804,2.82,3217.TWO,104.27,-109.0,-4.73,453.6,2025,12.69,49.95%
-26.31,⚠️ 獲利稀釋,3370.0,❌ 暫避觀望,2026-03,N/A,27.91,印能科技,37.83541035140901,14.68,7734.TWO,153.11,-109.34,43.77,1336.05,2025,33.5,N/A
0.0,⚠️ 獲利稀釋,102.0,⚪ 中性觀察,2026-03,N/A,19.26,虎門科技,9.066666666666666,1.64,6791.TWO,187.97,-109.71,78.26,168.75,2025,4.16,N/A
-14.62,📉 獲利侵蝕,40.0,⚪ 數據不足,2026-03,-23.61%,-15.0,欣大健康,0.0,-0.39,4198.TWO,95.21,-109.91999999999999,-14.71,-74.55000000000001,2025,-1.96,30.43%
0.9,🏰 高護城河,148.0,⚪ 中性觀察,2026-03,21.47%,4.37,大車隊,6.660666066606661,2.36,2640.TWO,119.83,-110.06,9.77,333.29999999999995,2025,9.01,51.63%
51.69,📉 獲利侵蝕,221.0,⚪ 中性觀察,2026-03,18.21%,-15.61,璟德,8.457711442786069,1.39,3152.TWO,105.69,-110.48,-4.79,391.95000000000005,2025,9.42,44.03%
-8.36,📉 獲利侵蝕,99.0999984741,⚪ 中性觀察,2026-03,N/A,35.45,伯特光,14.813153733049328,1.01,6859.TWO,64.12,-110.68,-46.56,100.35000000000001,2025,2.86,N/A
-4.02,📉 獲利侵蝕,683.0,⚪ 中性觀察,2026-03,8.88%,8.21,瑞昱,8.789087633509201,8.44,2379.TW,101.71,-111.19,-9.48,1165.6499999999999,2025,28.77,48.08%
1.74,⚠️ 獲利稀釋,26.0499992371,⚪ 中性觀察,2026-03,38.82%,2.75,台灣高鐵,8.540983356426228,0.37,2633.TW,123.39,-111.27,12.12,45.75000000000001,2025,1.17,43.22%
-49.5,⚠️ 獲利稀釋,22.1499996185,⚪ 中性觀察,2026-03,15.38%,-0.63,力特,9.630434616739132,0.45,3051.TW,113.93,-111.60000000000001,2.33,34.5,2025,1.01,33.67%
-80.85,📉 獲利侵蝕,50.2000007629,⚪ 中性觀察,2026-03,N/A,-74.75,永信建,6.306532759158292,0.87,5508.TWO,76.83,-112.39,-35.56,119.39999999999999,2025,3.07,N/A
-15.13,🏰 高護城河,445.0,❌ 暫避觀望,2026-03,30.40%,1.32,台灣精銳,15.208475734791525,3.56,4583.TW,98.42,-112.84,-14.42,438.9,2025,12.0,51.18%
23.44,⚠️ 獲利稀釋,46.7000007629,⚪ 中性觀察,2026-03,N/A,15.91,凌網,5.737100830823096,0.54,5212.TWO,125.36,-112.86,12.5,122.09999999999998,2025,4.74,N/A
-116.36,📉 獲利侵蝕,30.3999996185,⚪ 數據不足,2026-03,N/A,-98.98,豐謙,0.0,-0.04,5523.TWO,13.7,-113.7,-100.0,-3.9000000000000004,2025,-0.09,N/A
5.64,⚠️ 獲利稀釋,300.0,⚪ 中性觀察,2026-03,32.41%,22.33,凡甲,7.102272727272727,4.7,3526.TWO,128.79,-113.8,14.99,633.6,2025,16.97,48.09%
24.55,⚠️ 獲利稀釋,165.0,⚪ 數據不足,2026-03,N/A,1.91,雅特力-KY,0.0,1.16,6907.TWO,403.24,-113.94999999999999,289.29,0.0,2025,2.08,N/A
44.26,⚠️ 獲利稀釋,165.5,⚪ 中性觀察,2026-03,N/A,30.15,東聯互動,4.550453670607643,2.8,7738.TWO,117.76,-114.82000000000001,2.94,545.5500000000001,2025,14.61,N/A
-48.04,⚠️ 獲利稀釋,118.5,⚪ 中性觀察,2026-03,N/A,-3.05,伯鑫,9.681372549019608,1.83,6904.TWO,164.92,-114.91999999999999,50.0,183.6,2025,5.44,N/A
-207.69,🔄 轉虧為盈,19.9500007629,⚪ 數據不足,2026-03,-18.85%,10.12,李洲,0.0,0.52,3066.TWO,269.86,-115.12,154.74,-67.35000000000001,2025,-1.4,38.23%
-28.5,🏰 高護城河,52.2000007629,⚪ 中性觀察,2026-03,5.98%,-16.33,潤泰全,2.3087129926094647,2.59,2915.TW,97.54,-115.60000000000001,-18.06,339.15,2025,9.29,58.30%
0.0,📉 獲利侵蝕,16.5,⚪ 中性觀察,2026-03,N/A,4.11,景岳,13.983050847457624,0.05,3164.TW,42.46,-116.14000000000001,-73.68,17.700000000000003,2025,0.66,N/A
2.75,⚠️ 獲利稀釋,234.5,⚪ 中性觀察,2026-03,7.36%,5.21,王品,5.726495726495726,5.04,2727.TW,131.29,-117.19999999999999,14.09,614.25,2025,16.02,47.07%
-38.61,🏰 高護城河,57.0999984741,❌ 暫避觀望,2026-03,-0.97%,1.19,訊聯,22.658729553214286,0.25,1784.TWO,99.89,-117.75,-17.86,37.8,2025,1.02,56.51%
-11.08,📉 獲利侵蝕,324.0,⚪ 中性觀察,2026-03,N/A,3.26,晶碩,6.159695817490494,6.06,6491.TW,114.65,-118.16000000000001,-3.51,789.0,2025,20.87,N/A
20.95,📉 獲利侵蝕,94.9000015259,⚪ 中性觀察,2026-03,N/A,16.33,叡揚,5.429061872191075,1.39,6752.TWO,119.32,-119.32,0.0,262.2,2025,7.41,N/A
-1.14,📉 獲利侵蝕,3555.0,❌ 暫避觀望,2026-03,14.55%,12.32,聯發科,21.034258327909594,15.17,2454.TW,102.07,-119.82,-17.75,2535.1499999999996,2025,66.16,46.13%
66.87,📉 獲利侵蝕,91.5999984741,⚪ 中性觀察,2026-03,N/A,27.6,創惟,5.971316719302478,1.34,6104.TWO,76.96,-119.94,-42.98,230.1,2025,5.62,N/A
58.93,📉 獲利侵蝕,24.3999996185,⚪ 中性觀察,2026-03,N/A,30.1,德鴻,5.062240584751037,0.27,6910.TWO,104.82,-120.44,-15.62,72.30000000000001,2025,2.0,N/A
35.27,📉 獲利侵蝕,33.6500015259,⚪ 數據不足,2026-03,-45.63%,-45.74,華軒,0.0,-1.32,2740.TWO,0.01,-120.76,-120.75,-137.1,2025,-3.19,41.62%
18.9,⚠️ 獲利稀釋,67.5999984741,⚪ 中性觀察,2026-03,N/A,16.68,創威,14.024895948983403,0.65,6530.TWO,162.97,-121.67,41.3,72.30000000000001,2025,1.95,N/A
-55.26,🌑 雙重衰退,59.2999992371,❌ 暫避觀望,2026-03,N/A,28.45,嘉雨思-創,116.27450830803924,-0.27,6921.TW,-53.12,-121.88,-175.0,7.649999999999999,2025,0.35,N/A
60.48,⚠️ 獲利稀釋,1230.0,❌ 暫避觀望,2026-03,N/A,62.42,竑騰,24.65423932651834,7.0,7751.TWO,196.55,-121.99000000000001,74.56,748.35,2025,20.5,N/A
-87.49,📉 獲利侵蝕,138.0,❌ 暫避觀望,2026-03,N/A,-34.5,倉和,27.766599597585515,0.9,6538.TWO,110.02,-122.89,-12.87,74.55,2025,1.15,N/A
-12.45,📉 獲利侵蝕,82.0,⚪ 中性觀察,2026-03,N/A,-4.66,裕融,4.268610098906819,1.82,9941.TW,115.84,-123.75,-7.91,288.15000000000003,2025,7.68,N/A
-23.57,📉 獲利侵蝕,77.5999984741,⚪ 中性觀察,2026-03,N/A,-29.66,長虹,8.264110593620874,0.19,5534.TW,44.79,-124.1,-79.31,140.85000000000002,2025,6.0,N/A
-10.33,📉 獲利侵蝕,34.4500007629,⚪ 中性觀察,2026-03,N/A,7.33,常廣,6.549429802832699,0.44,6730.TWO,106.18,-124.7,-18.52,78.89999999999999,2025,2.14,N/A
-10.32,⚠️ 獲利稀釋,53.7999992371,⚪ 中性觀察,2026-03,35.64%,-2.6,新巨,5.711252572940553,1.05,2420.TW,127.83,-124.86,2.97,141.3,2025,3.91,49.30%
46.94,🏰 高護城河,31.1499996185,⚪ 數據不足,2026-03,-48.58%,15.28,基亞,0.0,-0.38,3176.TWO,-26.36,-124.99,-151.35,-9.600000000000001,2025,-0.78,56.72%
84.62,🔄 轉虧為盈,37.25,⚪ 數據不足,2026-03,4.68%,19.6,日成-KY,0.0,1.7,4807.TW,769.01,-125.00999999999999,644.0,-3.4499999999999997,2025,-0.24,18.47%
-18.72,⚠️ 獲利稀釋,120.0,⚪ 中性觀察,2026-03,N/A,3.86,科定,13.274336283185843,0.95,6655.TW,148.24,-127.46000000000001,20.78,135.6,2025,3.92,N/A
41.67,🏰 高護城河,12.1000003815,⚪ 數據不足,2026-03,-74.64%,5.58,新零售,0.0,-0.24,3085.TWO,86.45,-127.63,-41.18,-23.400000000000002,2025,-0.56,73.88%
-42.92,⚠️ 獲利稀釋,81.1999969482,⚪ 中性觀察,2026-03,12.43%,-5.55,捷流閥業,6.226993630996932,1.76,4580.TWO,298.59,-127.81999999999996,170.77,195.6,2025,5.03,31.57%
-29.79,⚠️ 獲利稀釋,132.0,❌ 暫避觀望,2026-03,17.75%,-12.98,前鼎,26.294820717131476,0.76,4908.TWO,129.18,-127.85000000000001,1.33,75.3,2025,1.98,46.40%
-15.21,🏰 高護城河,1855.0,⚪ 中性觀察,2026-03,29.92%,12.28,嘉澤,11.166626535034915,21.37,3533.TW,133.38,-128.04,5.34,2491.8,2025,70.17,51.54%
-14.93,⚠️ 獲利稀釋,192.5,⚪ 中性觀察,2026-03,N/A,-1.34,耕興,7.116451016635859,2.97,6146.TWO,133.06,-128.85,4.21,405.75,2025,10.77,N/A
10.48,⚠️ 獲利稀釋,0.0,⚪ 數據不足,2026-03,N/A,7.16,寶雅,0.0,9.3,5904.TWO,153.5,-129.17000000000002,24.33,0.0,2025,29.54,N/A
7.23,⚠️ 獲利稀釋,49.9500007629,⚪ 中性觀察,2026-03,N/A,27.05,創為精密,5.734787688048219,1.08,6899.TWO,133.24,-129.32000000000002,3.92,130.65,2025,3.59,N/A
79.17,🏰 高護城河,24.75,⚪ 中性觀察,2026-03,23.50%,14.52,友霖,13.095238095238095,0.16,4166.TWO,100.47,-130.9,-30.43,28.35,2025,0.9,60.10%
51.69,⚠️ 獲利稀釋,2035.0,❌ 暫避觀望,2026-03,N/A,29.17,新代,22.486187845303867,15.38,7750.TW,234.77,-131.37,103.4,1357.5,2025,35.12,N/A
-25.66,📉 獲利侵蝕,54.5,⚪ 中性觀察,2026-03,N/A,-3.02,詮欣,11.425576519916143,0.38,6205.TW,86.74,-132.45,-45.71,71.55,2025,2.0,N/A
56.47,⚠️ 獲利稀釋,97.4000015259,❌ 暫避觀望,2026-03,N/A,2.24,立積,21.31291061835886,0.58,4968.TW,239.86,-132.72000000000003,107.14,68.55000000000001,2025,2.66,N/A
382.35,📉 獲利侵蝕,33.0499992371,⚪ 中性觀察,2026-03,N/A,12.01,同亨,7.328159476075389,0.7,5490.TWO,127.49,-133.04999999999998,-5.56,67.64999999999999,2025,1.69,N/A
-22.51,⚠️ 獲利稀釋,399.0,❌ 暫避觀望,2026-03,17.47%,12.26,家登,21.200850159404887,2.55,3680.TWO,149.46,-133.55,15.91,282.3,2025,9.43,43.28%
-2.28,⚠️ 獲利稀釋,38.5,⚪ 中性觀察,2026-03,9.02%,1.84,寶陞,7.475728155339805,0.4,2948.TWO,136.2,-133.64,2.56,77.25,2025,2.14,48.05%
56.98,⚠️ 獲利稀釋,2370.0,❌ 暫避觀望,2026-03,29.56%,59.93,弘塑,22.88307424929999,16.11,3131.TWO,215.25,-134.24,81.01,1553.55,2025,45.48,42.10%
-41.32,📉 獲利侵蝕,41.25,⚪ 中性觀察,2026-03,N/A,-7.04,台南-KY,14.575971731448762,0.11,5906.TW,64.29,-134.56,-70.27,42.45,2025,0.98,N/A
-33.33,⚠️ 獲利稀釋,23.7000007629,⚪ 中性觀察,2026-03,N/A,-35.35,大城地產,2.2485769224762806,0.08,6171.TWO,301.75,-135.08,166.67,158.10000000000002,2025,3.82,N/A
-51.49,⚠️ 獲利稀釋,86.0,❌ 暫避觀望,2026-03,7.58%,2.05,耀登,84.31372549019608,-0.02,3138.TW,226.98,-136.5,90.48,15.3,2025,1.5,41.30%
56.72,📉 獲利侵蝕,24.0,⚪ 中性觀察,2026-03,N/A,18.28,尚凡*,9.266409266409267,0.29,5278.TWO,115.09,-136.71,-21.62,38.849999999999994,2025,1.05,N/A
-27.37,📉 獲利侵蝕,73.6999969482,⚪ 中性觀察,2026-03,N/A,3.61,富致,11.86795442,0.74,6642.TWO,124.86,-136.76,-11.9,93.15,2025,2.6,N/A
-80.37,⚠️ 獲利稀釋,11.25,⚪ 中性觀察,2026-03,-7.54%,-9.62,加捷生醫,12.640449438202246,0.15,4109.TWO,182.43,-136.98000000000002,45.45,13.35,2025,0.43,24.70%
-106.78,🔄 轉虧為盈,53.0999984741,⚪ 數據不足,2026-03,N/A,-15.41,鑫創電子,0.0,0.08,6680.TWO,237.41,-137.41,100.0,-35.849999999999994,2025,-0.29,N/A
-13.11,📉 獲利侵蝕,0.0,⚪ 數據不足,2026-03,18.07%,-1.96,東陽,0.0,1.62,1319.TW,102.78,-137.46,-34.68,0.0,2025,6.43,33.68%
-55.59,📉 獲利侵蝕,62.4000015259,❌ 暫避觀望,2026-03,N/A,-1.73,保勝光學,20.66225216089404,0.52,6517.TWO,102.54,-137.54000000000002,-35.0,45.3,2025,1.63,N/A
31.82,📉 獲利侵蝕,10.9499998093,⚪ 數據不足,2026-03,-7.01%,9.13,農林,0.0,-0.04,2913.TW,137.61,-137.61,0.0,-5.7,2025,-0.15,40.70%
-87.79,📉 獲利侵蝕,24.75,⚪ 中性觀察,2026-03,N/A,-7.53,可寧衛*,1.2393590385578368,0.21,8422.TW,43.67,-137.88,-94.21,299.54999999999995,2025,1.29,N/A
-0.43,⚠️ 獲利稀釋,125.0,⚪ 中性觀察,2026-03,N/A,9.26,飛捷,6.75310642895732,2.51,6206.TW,148.7,-138.13,10.57,277.65000000000003,2025,6.9,N/A
81.39,📉 獲利侵蝕,65.5,⚪ 中性觀察,2026-03,N/A,-6.21,瑞耘,5.607876712328768,0.84,6532.TWO,103.42,-138.3,-34.88,175.2,2025,7.31,N/A
34.19,⚠️ 獲利稀釋,18.8999996185,⚪ 數據不足,2026-03,N/A,34.16,蒙恬,0.0,-0.18,5211.TWO,174.21,-138.5,35.71,-33.3,2025,-0.77,N/A
-33.45,⚠️ 獲利稀釋,43.75,⚪ 中性觀察,2026-03,1.28%,10.49,鼎天,7.854578096947935,0.11,3306.TWO,312.01,-138.67999999999998,173.33,83.55000000000001,2025,1.95,25.80%
-4.63,⚠️ 獲利稀釋,118.5,⚪ 中性觀察,2026-03,N/A,15.04,博大,7.942359249329758,1.75,8109.TWO,148.79,-138.73,10.06,223.8,2025,6.18,N/A
-19.23,⚠️ 獲利稀釋,19.0,❌ 暫避觀望,2026-03,-3.56%,-10.66,東和,48.717948717948715,0.06,1414.TW,539.09,-139.09000000000003,400.0,5.8500000000000005,2025,0.19,15.75%
-47.4,📉 獲利侵蝕,40.1500015259,⚪ 中性觀察,2026-03,N/A,12.79,君曜,7.721154139596154,0.1,7770.TWO,51.4,-139.35,-87.95,78.0,2025,3.0,N/A
2.97,⚠️ 獲利稀釋,225.5,⚪ 中性觀察,2026-03,N/A,3.64,中華資安,7.675289312457453,3.38,7765.TW,142.19,-139.45,2.74,440.70000000000005,2025,11.47,N/A
-6.08,📉 獲利侵蝕,46.3499984741,⚪ 中性觀察,2026-03,11.73%,4.97,生合,3.584686656929621,0.39,1295.TWO,70.64,-139.69,-69.05,193.95,2025,5.29,49.97%
-147.27,📉 獲利侵蝕,50.7000007629,⚪ 數據不足,2026-03,N/A,-12.93,迅杰,0.0,-0.03,6243.TW,30.39,-140.07,-109.68,-18.6,2025,-0.52,N/A
-4.72,📉 獲利侵蝕,38.4000015259,⚪ 中性觀察,2026-03,12.30%,-1.51,君帆,4.285714456015626,0.91,4584.TWO,108.67,-140.25,-31.58,134.39999999999998,2025,3.43,34.23%
-24.75,📉 獲利侵蝕,161.0,⚪ 中性觀察,2026-03,N/A,0.46,瓦城,8.303249097472923,1.64,2729.TWO,104.46,-140.68,-36.22,290.85,2025,6.76,N/A
-29.75,📉 獲利侵蝕,149.5,❌ 暫避觀望,2026-03,2.86%,62.61,智原,22.4812030075188,0.4,3035.TW,71.65,-141.57,-69.92,99.74999999999999,2025,2.81,42.16%
-48.05,⚠️ 獲利稀釋,53.7000007629,❌ 暫避觀望,2026-03,N/A,-3.28,迅德,15.212464805354106,0.73,6292.TWO,244.55,-141.77,102.78,52.95,2025,2.0,N/A
-0.84,📉 獲利侵蝕,246.0,⚪ 中性觀察,2026-03,N/A,5.0,致新,5.5985434683659525,4.62,8081.TW,137.6,-141.78,-4.18,659.1,2025,17.76,N/A
15.63,📉 獲利侵蝕,67.5,⚪ 中性觀察,2026-03,N/A,9.33,明達醫,4.694019471488178,1.33,6527.TWO,133.59,-141.87,-8.28,215.7,2025,5.8,N/A
18.35,⚠️ 獲利稀釋,15.6999998093,⚪ 數據不足,2026-03,N/A,170.31,益得,0.0,-0.63,6461.TWO,143.49,-141.93,1.56,-88.05,2025,-2.57,N/A
-39.84,📉 獲利侵蝕,31.3500003815,⚪ 中性觀察,2026-03,N/A,-27.76,裕山,3.683901337426557,0.64,7715.TWO,89.96,-142.2,-52.24,127.64999999999999,2025,3.09,N/A
10.18,⚠️ 獲利稀釋,1325.0,⚪ 中性觀察,2026-03,31.25%,11.97,亞德客-KY,12.550914085440938,13.35,1590.TW,180.17,-142.26,37.91,1583.5500000000002,2025,42.0,47.51%
6.47,📉 獲利侵蝕,0.0,⚪ 數據不足,2026-03,-58.77%,1.9,正峰,0.0,-1.11,1538.TW,51.34,-142.72,-91.38,0.0,2025,-1.59,32.24%
-246.15,🔄 轉虧為盈,24.0,⚪ 數據不足,2026-03,N/A,36.88,凱鈺,0.0,0.12,5468.TWO,443.05,-143.05,300.0,-13.65,2025,-0.65,N/A
-19.62,📉 獲利侵蝕,519.0,⚪ 中性觀察,2026-03,16.92%,-2.07,聯詠,7.558986309350423,6.19,3034.TW,114.65,-143.09,-28.44,1029.8999999999999,2025,26.87,38.19%
14.0,⚠️ 獲利稀釋,165.0,❌ 暫避觀望,2026-03,N/A,14.37,雷虎,70.21276595744682,0.34,8033.TW,185.98,-144.31,41.67,35.24999999999999,2025,0.58,N/A
6.64,📉 獲利侵蝕,562.0,⚪ 中性觀察,2026-03,N/A,1.76,譜瑞-KY,6.517453322509568,6.77,4966.TWO,125.8,-144.99,-19.19,1293.4499999999998,2025,34.51,N/A
110.03,⚠️ 獲利稀釋,6180.0,❌ 暫避觀望,2026-03,N/A,116.34,鴻勁,33.20795271359484,25.7,7769.TW,206.98,-145.23999999999998,61.74,2791.5,2025,75.71,N/A
-50.22,⚠️ 獲利稀釋,47.0,⚪ 中性觀察,2026-03,N/A,-7.32,晶達,9.730848861283643,1.01,4995.TWO,237.89,-145.57999999999998,92.31,72.45,2025,2.25,N/A
-10.94,⚠️ 獲利稀釋,14.3999996185,❌ 暫避觀望,2026-03,N/A,-6.81,訊映,18.70129820584416,0.39,4155.TW,269.52,-145.98999999999998,123.53,11.549999999999999,2025,0.58,N/A
-23.5,📉 獲利侵蝕,48.9500007629,⚪ 中性觀察,2026-03,14.34%,-10.06,味王,11.599526247132701,0.49,1203.TW,130.66,-146.18,-15.52,63.3,2025,1.81,33.56%
-50.94,📉 獲利侵蝕,76.9000015259,⚪ 中性觀察,2026-03,N/A,-15.67,昶瑞機電,8.849252189401609,0.5,7642.TWO,79.57,-146.45999999999998,-66.89,130.35000000000002,2025,3.29,N/A
47.62,⚠️ 獲利稀釋,177.0,⚪ 中性觀察,2026-03,N/A,34.56,捷創科技,13.130563798219585,1.83,7810.TWO,177.74,-147.03,30.71,202.2,2025,6.25,N/A
-7.07,📉 獲利侵蝕,88.6999969482,⚪ 中性觀察,2026-03,N/A,51.84,智通*,12.4229687602521,0.53,8932.TWO,107.87,-147.64000000000001,-39.77,107.1,2025,1.85,N/A
-5.93,⚠️ 獲利稀釋,39.0999984741,⚪ 中性觀察,2026-03,N/A,2.84,聯寶,14.064747652553956,0.32,6821.TWO,151.01,-147.67999999999998,3.33,41.699999999999996,2025,1.13,N/A
32.55,⚠️ 獲利稀釋,311.5,❌ 暫避觀望,2026-03,N/A,12.43,達興材料,16.984732824427482,2.21,5234.TW,165.36,-147.81,17.55,275.1,2025,7.37,N/A
-25.47,📉 獲利侵蝕,22.9500007629,⚪ 中性觀察,2026-03,N/A,-2.1,三能-KY,4.473684359239767,0.26,6671.TW,118.45,-148.18,-29.73,76.94999999999999,2025,2.37,N/A
3.23,📉 獲利侵蝕,18.6000003815,⚪ 中性觀察,2026-03,N/A,2.69,時報,8.157894904166668,0.18,8923.TWO,86.03,-148.53,-62.5,34.199999999999996,2025,0.96,N/A
-58.85,📉 獲利侵蝕,143.5,❌ 暫避觀望,2026-03,N/A,-23.02,駐龍,20.15449438202247,0.92,4572.TW,119.1,-148.87,-29.77,106.8,2025,3.0,N/A
49.96,📉 獲利侵蝕,3445.0,❌ 暫避觀望,2026-03,31.26%,42.0,健策,38.007502206531335,9.53,3653.TW,148.55,-149.18,-0.63,1359.6,2025,36.75,41.25%
-148.96,🔄 轉虧為盈,95.6999969482,⚪ 數據不足,2026-03,-15.73%,-21.77,為升,0.0,0.4,2231.TW,106.56,-149.42000000000002,-42.86,-24.3,2025,-1.63,23.65%
-10.0,⚠️ 獲利稀釋,9.4499998093,⚪ 數據不足,2026-03,N/A,-42.69,安克,0.0,-0.21,4188.TWO,166.01,-150.01,16.0,-33.75,2025,-0.88,N/A
38.64,🔄 轉虧為盈,19.6000003815,⚪ 數據不足,2026-03,N/A,-3.71,光鼎,0.0,0.01,6226.TW,261.16,-150.05,111.11,-9.9,2025,-0.28,N/A
10.39,⚠️ 獲利稀釋,37.3499984741,⚪ 中性觀察,2026-03,N/A,9.51,星亞,3.5470084020987653,1.08,7753.TWO,159.56,-150.47,9.09,157.95,2025,4.22,N/A
1.75,⚠️ 獲利稀釋,16.5499992371,⚪ 數據不足,2026-03,23.11%,-9.99,國光生,0.0,-0.44,4142.TW,167.87,-150.56,17.31,-47.25000000000001,2025,-0.57,49.56%
198.64,⚠️ 獲利稀釋,199.0,⚪ 中性觀察,2026-03,N/A,23.89,力智,13.427800269905532,2.1,6719.TW,192.82,-150.93,41.89,222.3,2025,6.58,N/A
-12.9,⚠️ 獲利稀釋,927.0,❌ 暫避觀望,2026-03,N/A,23.03,雍智科技,25.258855585831064,6.23,6683.TWO,216.06,-151.18,64.88,550.4999999999999,2025,15.42,N/A
-192.54,📉 獲利侵蝕,27.2000007629,⚪ 數據不足,2026-03,-19.63%,5.99,華義*,0.0,-0.01,3086.TWO,47.85,-152.4,-104.55,-25.5,2025,-0.62,44.07%
40.24,⚠️ 獲利稀釋,5815.0,❌ 暫避觀望,2026-03,N/A,35.51,穎崴,47.338000651253665,19.54,6515.TW,166.0,-152.6,13.4,1842.6000000000001,2025,46.93,N/A
131.69,📉 獲利侵蝕,70.9000015259,⚪ 中性觀察,2026-03,N/A,786.25,辣椒,7.339544671418219,0.41,4946.TWO,69.99,-152.6,-82.61,144.9,2025,3.14,N/A
-39.39,📉 獲利侵蝕,30.9500007629,⚪ 中性觀察,2026-03,N/A,-15.03,奕力-KY,3.8495025824502482,0.58,6962.TW,83.05,-152.73000000000002,-69.68,120.60000000000001,2025,2.87,N/A
61.83,📉 獲利侵蝕,57.0,⚪ 中性觀察,2026-03,5.94%,69.66,聯發國際,6.818181818181818,0.51,2756.TWO,148.91,-152.76,-3.85,125.39999999999999,2025,3.93,49.60%
-33.77,📉 獲利侵蝕,53.0,❌ 暫避觀望,2026-03,-0.86%,4.92,類比科,27.179487179487175,0.24,3438.TWO,125.85,-153.12,-27.27,29.250000000000004,2025,1.0,38.12%
-45.5,📉 獲利侵蝕,113.5,⚪ 中性觀察,2026-03,N/A,-13.21,鼎基,8.107142857142858,1.86,6585.TW,124.98,-153.44,-28.46,210.0,2025,5.64,N/A
-32.0,📉 獲利侵蝕,19.5,❌ 暫避觀望,2026-03,-362.94%,-88.36,聯德,36.79245283018868,0.01,3308.TW,55.25,-153.53,-98.28,7.95,2025,0.68,23.48%
-51.27,📉 獲利侵蝕,76.9000015259,⚪ 中性觀察,2026-03,22.47%,-27.63,海悅,5.5403459312608065,0.16,2348.TW,60.26,-153.63,-93.37,208.2,2025,6.85,34.04%
-45.98,📉 獲利侵蝕,26.3500003815,⚪ 中性觀察,2026-03,N/A,-12.78,耿鼎,5.753275192467249,0.53,1524.TW,108.08,-154.0,-45.92,68.7,2025,1.95,N/A
3.25,⚠️ 獲利稀釋,0.0,⚪ 數據不足,2026-03,41.07%,-2.28,台航,0.0,0.71,2617.TW,177.0,-154.59,22.41,0.0,2025,3.18,46.23%
-22.38,⚠️ 獲利稀釋,23.9500007629,⚪ 數據不足,2026-03,-12.95%,-11.1,笙泉,0.0,-0.29,3122.TWO,199.88,-154.6,45.28,-67.95,2025,-1.75,34.82%
-355.0,⚠️ 獲利稀釋,49.7999992371,⚪ 數據不足,2026-03,N/A,10.49,芯鼎,0.0,-0.68,6695.TW,159.07,-154.78,4.29,-87.9,2025,-1.83,N/A
-12.03,🏰 高護城河,969.0,❌ 暫避觀望,2026-03,27.57%,5.02,昇達科,50.0,3.68,3491.TWO,225.35,-154.98,70.37,290.7,2025,7.83,58.57%
-20.23,⚠️ 獲利稀釋,47.0,⚪ 中性觀察,2026-03,N/A,12.38,捷波,7.04647676161919,0.83,6161.TWO,200.61,-155.0,45.61,100.05,2025,2.72,N/A
-5.16,📉 獲利侵蝕,125.5,⚪ 中性觀察,2026-03,N/A,1.22,鐿鈦,10.502092050209203,1.29,4163.TWO,132.18,-155.49,-23.31,179.25000000000003,2025,5.13,N/A
2.89,📉 獲利侵蝕,138.0,⚪ 中性觀察,2026-03,N/A,-2.32,穩得,7.688022284122563,1.6,6761.TWO,140.64,-155.52999999999997,-14.89,269.25,2025,7.34,N/A
15.09,📉 獲利侵蝕,42.9500007629,⚪ 中性觀察,2026-03,11.18%,38.76,港建*,14.36454875013378,0.08,3093.TWO,74.54,-155.94,-81.4,44.849999999999994,2025,1.22,40.97%
-22.13,📉 獲利侵蝕,141.0,⚪ 中性觀察,2026-03,N/A,22.92,聰泰,11.389337641357029,0.6,5474.TWO,115.66,-156.84,-41.18,185.7,2025,5.49,N/A
