日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-31,2317,鴻海,237.0,241.21,2000,-8420,-1.75%
2026-07-31,4142,國光生,16.6,25.32,1000,-8720,-34.44%
2026-07-31,0050,元大台灣50,93.7,46.6,16000,753600,101.07%
2026-07-31,0056,元大高股息,46.73,36.43,4000,41200,28.27%
2026-07-31,00635U,期元大S&P黃金,41.9,55.25,3000,-40050,-24.16%
2026-07-31,00738U,期元大道瓊白銀,46.39,66.26,1000,-19870,-29.99%
2026-07-31,00929,復華台灣科技優息,26.41,19.73,8000,53440,33.86%
2026-07-31,009816,凱基台灣TOP50,13.35,11.01,63000,147420,21.25%
2026-07-31,00990A,主動元大AI新經濟,13.83,11.48,5000,11750,20.47%
2026-07-31,2009,第一銅,35.05,50.56,4000,-62040,-30.68%
2026-07-31,2337,旺宏,102.0,95.28,2000,13440,7.05%
2026-07-31,2409,友達,23.25,16.21,2000,14080,43.43%
2026-07-31,3481,群創,41.8,25.1,4000,66800,66.53%
2026-07-31,3105,穩懋,291.0,556.47,300,-79641,-47.71%
2026-07-31,4966,譜瑞-KY,561.0,1921.64,1000,-1360640,-70.81%
2026-07-31,2327,國巨*,507.0,1030.0,1,-523,-50.78%
2026-07-31,00403A,主動統一升級50,8.46,10.68,26000,-57720,-20.79%
2026-07-31,00981A,主動統一台股增長,23.85,27.48,2000,-7260,-13.21%
2026-07-31,2330,台積電,2200.0,225.55,10,19744,875.39%
2026-07-31,6789,采鈺,400.5,593.5,400,-77200,-32.52%
2026-07-31,6849,奇鼎科技,130.5,266.4,280,-38052,-51.01%
2026-07-31,7853,政美應用,261.0,409.29,280,-41521,-36.23%
2026-07-31,3576,聯合再生,16.0,18.15,5000,-10750,-11.85%
2026-07-31,1721,三晃,18.9,27.88,3000,-26950,-32.22%
2026-07-31,8215,明基材,21.7,31.6,200,-1980,-31.33%
2026-07-31,00405A,主動富邦台灣龍耀,6.7,9.34,11000,-29040,-28.27%
2026-07-31,5498,凱崴,41.0,69.61,188,-5379,-41.10%
2026-07-31,1301,台塑,56.2,50.5,100,570,11.29%
2026-07-31,6498,久禾光,70.0,67.3,12,32,4.01%
2026-07-31,009821,野村稀土關鍵資源,12.48,17.3,12000,-57840,-27.86%
