rev_yoy,pe,date,est_price,prev_eps,name,price,gm,om,advice,status,prev_year,prev_eps_yoy,eps_yoy,prev_rev_yoy,symbol,expansion,eps
113.93,10.065217225434784,2026-03,34.5,1.01,力特,23.1499996185,33.67%,15.38%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-49.5,2.33,-0.63,3051.TW,-111.60000000000001,0.45
76.83,6.859296290716081,2026-03,119.39999999999999,3.07,永信建,54.5999984741,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-80.85,-35.56,-74.75,5508.TWO,-112.39,0.87
98.42,17.088174982911827,2026-03,438.9,12.0,台灣精銳,500.0,51.18%,30.40%,❌ 暫避觀望,🏰 高護城河,2025,-15.13,-14.42,1.32,4583.TW,-112.84,3.56
125.36,5.829238422960689,2026-03,122.09999999999998,4.74,凌網,47.4500007629,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,23.44,12.5,15.91,5212.TWO,-112.86,0.54
13.7,0.0,2026-03,-3.9000000000000004,-0.09,豐謙,30.3500003815,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-116.36,-100.0,-98.98,5523.TWO,-113.7,-0.04
128.79,6.782670454545454,2026-03,633.6,16.97,凡甲,286.5,48.09%,32.41%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,5.64,14.99,22.33,3526.TWO,-113.8,4.7
403.24,0.0,2026-03,0.0,2.08,雅特力-KY,187.0,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,24.55,289.29,1.91,6907.TWO,-113.94999999999999,1.16
117.76,4.646686829804784,2026-03,545.5500000000001,14.61,東聯互動,169.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,44.26,2.94,30.15,7738.TWO,-114.82000000000001,2.8
164.92,9.967320261437909,2026-03,183.6,5.44,伯鑫,122.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-48.04,50.0,-3.05,6904.TWO,-114.91999999999999,1.83
269.86,0.0,2026-03,-67.35000000000001,-1.4,李洲,21.6000003815,38.23%,-18.85%,⚪ 數據不足,🔄 轉虧為盈,2025,-207.69,154.74,10.12,3066.TWO,-115.12,0.52
97.54,2.370632396023883,2026-03,339.15,9.29,潤泰全,53.5999984741,58.30%,5.98%,⚪ 中性觀察,🏰 高護城河,2025,-28.5,-18.06,-16.33,2915.TW,-115.60000000000001,2.59
42.46,14.025423082288134,2026-03,17.700000000000003,0.66,景岳,16.5499992371,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,0.0,-73.68,4.11,3164.TW,-116.14000000000001,0.05
131.29,5.775335775335775,2026-03,614.25,16.02,王品,236.5,47.07%,7.36%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,2.75,14.09,5.21,2727.TW,-117.19999999999999,5.04
99.89,24.404761904761905,2026-03,37.8,1.02,訊聯,61.5,56.51%,-0.97%,❌ 暫避觀望,🏰 高護城河,2025,-38.61,-17.86,1.19,1784.TWO,-117.75,0.25
114.65,7.186311787072243,2026-03,789.0,20.87,晶碩,378.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-11.08,-3.51,3.26,6491.TW,-118.16000000000001,6.06
119.32,5.806636155606407,2026-03,262.2,7.41,叡揚,101.5,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,20.95,0.0,16.33,6752.TWO,-119.32,1.39
102.07,23.785574818058105,2026-03,2535.1499999999996,66.16,聯發科,4020.0,46.13%,14.55%,❌ 暫避觀望,📉 獲利侵蝕,2025,-1.14,-17.75,12.32,2454.TW,-119.82,15.17
76.96,6.095176010430248,2026-03,230.1,5.62,創惟,93.5,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,66.87,-42.98,27.6,6104.TWO,-119.94,1.34
104.82,5.207468958817427,2026-03,72.30000000000001,2.0,德鴻,25.1000003815,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,58.93,-15.62,30.1,6910.TWO,-120.44,0.27
0.01,0.0,2026-03,-137.1,-3.19,華軒,30.8500003815,41.62%,-45.63%,⚪ 數據不足,📉 獲利侵蝕,2025,35.27,-120.75,-45.74,2740.TWO,-120.76,-1.32
162.97,16.659751670497926,2026-03,72.30000000000001,1.95,創威,80.3000030518,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,18.9,41.3,16.68,6530.TWO,-121.67,0.65
-53.12,124.9019622801961,2026-03,7.649999999999999,0.35,嘉雨思-創,63.7000007629,N/A,N/A,❌ 暫避觀望,🌑 雙重衰退,2025,-55.26,-175.0,28.45,6921.TW,-121.88,-0.27
196.55,25.155341751854078,2026-03,748.35,20.5,竑騰,1255.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,60.48,74.56,62.42,7751.TWO,-121.99000000000001,7.0
110.02,29.577464788732396,2026-03,74.55,1.15,倉和,147.0,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-87.49,-12.87,-34.5,6538.TWO,-122.89,0.9
115.84,4.445601328781884,2026-03,288.15000000000003,7.68,裕融,85.4000015259,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-12.45,-7.91,-4.66,9941.TW,-123.75,1.82
44.79,8.285410335654952,2026-03,140.85000000000002,6.0,長虹,77.8000030518,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-23.57,-79.31,-29.66,5534.TW,-124.1,0.19
106.18,6.568440919600762,2026-03,78.89999999999999,2.14,常廣,34.5499992371,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-10.33,-18.52,7.33,6730.TWO,-124.7,0.44
127.83,6.061570963280254,2026-03,141.3,3.91,新巨,57.0999984741,49.30%,35.64%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-10.32,2.97,-2.6,2420.TW,-124.86,1.05
-26.36,0.0,2026-03,-9.600000000000001,-0.78,基亞,33.4500007629,56.72%,-48.58%,⚪ 數據不足,🏰 高護城河,2025,46.94,-151.35,15.28,3176.TWO,-124.99,-0.38
769.01,0.0,2026-03,-3.4499999999999997,-0.24,日成-KY,31.2000007629,18.47%,4.68%,⚪ 數據不足,🔄 轉虧為盈,2025,84.62,644.0,19.6,4807.TW,-125.00999999999999,1.7
148.24,13.10840707964602,2026-03,135.6,3.92,科定,118.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-18.72,20.78,3.86,6655.TW,-127.46000000000001,0.95
86.45,0.0,2026-03,-23.400000000000002,-0.56,新零售,11.8500003815,73.88%,-74.64%,⚪ 數據不足,🏰 高護城河,2025,41.67,-41.18,5.58,3085.TWO,-127.63,-0.24
298.59,6.042945019309816,2026-03,195.6,5.03,捷流閥業,78.8000030518,31.57%,12.43%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-42.92,170.77,-5.55,4580.TWO,-127.81999999999996,1.76
129.18,30.079681274900402,2026-03,75.3,1.98,前鼎,151.0,46.40%,17.75%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-29.79,1.33,-12.98,4908.TWO,-127.85000000000001,0.76
133.38,11.979292078015892,2026-03,2491.8,70.17,嘉澤,1990.0,51.54%,29.92%,⚪ 中性觀察,🏰 高護城河,2025,-15.21,5.34,12.28,3533.TW,-128.04,21.37
133.06,7.097966728280961,2026-03,405.75,10.77,耕興,192.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-14.93,4.21,-1.34,6146.TWO,-128.85,2.97
153.5,1.2035373562816083,2026-03,1085.5500000000002,29.54,寶雅,87.0999984741,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,10.48,24.33,7.16,5904.TWO,-129.17000000000002,9.3
133.24,5.855338691159586,2026-03,130.65,3.59,創為精密,51.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,7.23,3.92,27.05,6899.TWO,-129.32000000000002,1.08
100.47,12.962962962962962,2026-03,28.35,0.9,友霖,24.5,60.10%,23.50%,⚪ 中性觀察,🏰 高護城河,2025,79.17,-30.43,14.52,4166.TWO,-130.9,0.16
234.77,26.022099447513813,2026-03,1357.5,35.12,新代,2355.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,51.69,103.4,29.17,7750.TW,-131.37,15.38
86.74,12.914045801698114,2026-03,71.55,2.0,詮欣,61.5999984741,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-25.66,-45.71,-3.02,6205.TW,-132.45,0.38
239.86,21.159736750153172,2026-03,68.55000000000001,2.66,立積,96.6999969482,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,56.47,107.14,2.24,4968.TW,-132.72000000000003,0.58
127.49,6.696230767827052,2026-03,67.64999999999999,1.69,同亨,30.2000007629,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,382.35,-5.56,12.01,5490.TWO,-133.04999999999998,0.7
149.46,23.645058448459086,2026-03,282.3,9.43,家登,445.0,43.28%,17.47%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-22.51,15.91,12.26,3680.TWO,-133.55,2.55
136.2,6.990291262135922,2026-03,77.25,2.14,寶陞,36.0,48.05%,9.02%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-2.28,2.56,1.84,2948.TWO,-133.64,0.4
215.25,23.07618036110843,2026-03,1553.55,45.48,弘塑,2390.0,42.10%,29.56%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,56.98,81.01,59.93,3131.TWO,-134.24,16.11
64.29,13.939929598197878,2026-03,42.45,0.98,台南-KY,39.4500007629,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-41.32,-70.27,-7.04,5906.TW,-134.56,0.11
301.75,2.3292219390037947,2026-03,158.10000000000002,3.82,大城地產,24.5499992371,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-33.33,166.67,-35.35,6171.TWO,-135.08,0.08
226.98,94.11764705882352,2026-03,15.3,1.5,耀登,96.0,41.30%,7.58%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-51.49,90.48,2.05,3138.TW,-136.5,-0.02
115.09,9.536679831235523,2026-03,38.849999999999994,1.05,尚凡*,24.7000007629,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,56.72,-21.62,18.28,5278.TWO,-136.71,0.29
124.86,13.848631239935587,2026-03,93.15,2.6,富致,86.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-27.37,-11.9,3.61,6642.TWO,-136.76,0.74
182.43,12.696629427752809,2026-03,13.35,0.43,加捷生醫,11.3000001907,24.70%,-7.54%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-80.37,45.45,-9.62,4109.TWO,-136.98000000000002,0.15
237.41,0.0,2026-03,-35.849999999999994,-0.29,鑫創電子,51.9000015259,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-106.78,100.0,-15.41,6680.TWO,-137.41,0.08
102.78,0.0,2026-03,0.0,6.43,東陽,0.0,33.68%,18.07%,⚪ 數據不足,📉 獲利侵蝕,2025,-13.11,-34.68,-1.96,1319.TW,-137.46,1.62
102.54,20.496689246986755,2026-03,45.3,1.63,保勝光學,61.9000015259,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-55.59,-35.0,-1.73,6517.TWO,-137.54000000000002,0.52
137.61,0.0,2026-03,-5.7,-0.15,農林,11.0,40.70%,-7.01%,⚪ 數據不足,📉 獲利侵蝕,2025,31.82,0.0,9.13,2913.TW,-137.61,-0.04
43.67,1.334501733525288,2026-03,299.54999999999995,1.29,可寧衛*,26.6499996185,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-87.79,-94.21,-7.53,8422.TW,-137.88,0.21
148.7,7.725553754727174,2026-03,277.65000000000003,6.9,飛捷,143.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-0.43,10.57,9.26,6206.TW,-138.13,2.51
103.42,7.277397260273973,2026-03,175.2,7.31,瑞耘,85.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,81.39,-34.88,-6.21,6532.TWO,-138.3,0.84
174.21,0.0,2026-03,-33.3,-0.77,蒙恬,20.0499992371,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,34.19,35.71,34.16,5211.TWO,-138.5,-0.18
312.01,7.989228007181328,2026-03,83.55000000000001,1.95,鼎天,44.5,25.80%,1.28%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-33.45,173.33,10.49,3306.TWO,-138.67999999999998,0.11
148.79,8.880697050938338,2026-03,223.8,6.18,博大,132.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-4.63,10.06,15.04,8109.TWO,-138.73,1.75
539.09,49.48717753102564,2026-03,5.8500000000000005,0.19,東和,19.2999992371,15.75%,-3.56%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-19.23,400.0,-10.66,1414.TW,-139.09000000000003,0.06
51.4,7.644230769230769,2026-03,78.0,3.0,君曜,39.75,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-47.4,-87.95,12.79,7770.TWO,-139.35,0.1
142.19,7.675289312457453,2026-03,440.70000000000005,11.47,中華資安,225.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,2.97,2.74,3.64,7765.TW,-139.45,3.38
70.64,3.6156225831399844,2026-03,193.95,5.29,生合,46.75,49.97%,11.73%,⚪ 中性觀察,📉 獲利侵蝕,2025,-6.08,-69.05,4.97,1295.TWO,-139.69,0.39
30.39,0.0,2026-03,-18.6,-0.52,迅杰,45.5999984741,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-147.27,-109.68,-12.93,6243.TW,-140.07,-0.03
108.67,4.458705442287947,2026-03,134.39999999999998,3.43,君帆,39.9500007629,34.23%,12.30%,⚪ 中性觀察,📉 獲利侵蝕,2025,-4.72,-31.58,-1.51,4584.TWO,-140.25,0.91
104.46,8.303249097472923,2026-03,290.85,6.76,瓦城,161.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-24.75,-36.22,0.46,2729.TWO,-140.68,1.64
71.65,26.466165413533837,2026-03,99.74999999999999,2.81,智原,176.0,42.16%,2.86%,❌ 暫避觀望,📉 獲利侵蝕,2025,-29.75,-69.92,62.61,3035.TW,-141.57,0.4
244.55,18.611897152464586,2026-03,52.95,2.0,迅德,65.6999969482,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-48.05,102.78,-3.28,6292.TWO,-141.77,0.73
137.6,6.144742831133363,2026-03,659.1,17.76,致新,270.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-0.84,-4.18,5.0,8081.TW,-141.78,4.62
133.59,5.194714669554937,2026-03,215.7,5.8,明達醫,74.6999969482,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,15.63,-8.28,9.33,6527.TWO,-141.87,1.33
143.49,0.0,2026-03,-88.05,-2.57,益得,15.8999996185,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,18.35,1.56,170.31,6461.TWO,-141.93,-0.63
89.96,3.97179779519389,2026-03,127.64999999999999,3.09,裕山,33.7999992371,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-39.84,-52.24,-27.76,7715.TWO,-142.2,0.64
180.17,14.776925262858766,2026-03,1583.5500000000002,42.0,亞德客-KY,1560.0,47.51%,31.25%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,10.18,37.91,11.97,1590.TW,-142.26,13.35
51.34,0.0,2026-03,-39.0,-1.59,正峰,10.1999998093,32.24%,-58.77%,⚪ 數據不足,📉 獲利侵蝕,2025,6.47,-91.38,1.9,1538.TW,-142.72,-1.11
443.05,0.0,2026-03,-13.65,-0.65,凱鈺,30.5499992371,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-246.15,300.0,36.88,5468.TWO,-143.05,0.12
114.65,7.835712205068454,2026-03,1029.8999999999999,26.87,聯詠,538.0,38.19%,16.92%,⚪ 中性觀察,📉 獲利侵蝕,2025,-19.62,-28.44,-2.07,3034.TW,-143.09,6.19
185.98,80.42553191489363,2026-03,35.24999999999999,0.58,雷虎,189.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,14.0,41.67,14.37,8033.TW,-144.31,0.34
125.8,6.900150759596429,2026-03,1293.4499999999998,34.51,譜瑞-KY,595.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,6.64,-19.19,1.76,4966.TWO,-144.99,6.77
206.98,34.12144008597528,2026-03,2791.5,75.71,鴻勁,6350.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,110.03,61.74,116.34,7769.TW,-145.23999999999998,25.7
237.89,10.51759818573499,2026-03,72.45,2.25,晶達,50.7999992371,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-50.22,92.31,-7.32,4995.TWO,-145.57999999999998,1.01
269.52,19.025973530519483,2026-03,11.549999999999999,0.58,訊映,14.6499996185,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-10.94,123.53,-6.81,4155.TW,-145.98999999999998,0.39
130.66,10.888625773199053,2026-03,63.3,1.81,味王,45.9500007629,33.56%,14.34%,⚪ 中性觀察,📉 獲利侵蝕,2025,-23.5,-15.52,-10.06,1203.TW,-146.18,0.49
79.57,9.11392369944764,2026-03,130.35000000000002,3.29,昶瑞機電,79.1999969482,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-50.94,-66.89,-15.67,7642.TWO,-146.45999999999998,0.5
177.74,14.54005934718101,2026-03,202.2,6.25,捷創科技,196.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,47.62,30.71,34.56,7810.TWO,-147.03,1.83
107.87,14.705882352941178,2026-03,107.1,1.85,智通*,105.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-7.07,-39.77,51.84,8932.TWO,-147.64000000000001,0.53
151.01,14.80215882226619,2026-03,41.699999999999996,1.13,聯寶,41.1500015259,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-5.93,3.33,2.84,6821.TWO,-147.67999999999998,0.32
165.36,18.26608505997819,2026-03,275.1,7.37,達興材料,335.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,32.55,17.55,12.43,5234.TW,-147.81,2.21
118.45,4.415204603996102,2026-03,76.94999999999999,2.37,三能-KY,22.6499996185,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-25.47,-29.73,-2.1,6671.TW,-148.18,0.26
86.03,8.333333333333334,2026-03,34.199999999999996,0.96,時報,19.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,3.23,-62.5,2.69,8923.TWO,-148.53,0.18
119.1,19.873595505617978,2026-03,106.8,3.0,駐龍,141.5,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-58.85,-29.77,-23.02,4572.TW,-148.87,0.92
148.55,44.8477493380406,2026-03,1359.6,36.75,健策,4065.0,41.25%,31.26%,❌ 暫避觀望,📉 獲利侵蝕,2025,49.96,-0.63,42.0,3653.TW,-149.18,9.53
106.56,0.0,2026-03,-24.3,-1.63,為升,103.0,23.65%,-15.73%,⚪ 數據不足,🔄 轉虧為盈,2025,-148.96,-42.86,-21.77,2231.TW,-149.42000000000002,0.4
166.01,0.0,2026-03,-33.75,-0.88,安克,9.9899997711,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,-10.0,16.0,-42.69,4188.TWO,-150.01,-0.21
261.16,0.0,2026-03,-9.9,-0.28,光鼎,20.2999992371,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,38.64,111.11,-3.71,6226.TW,-150.05,0.01
159.56,3.589743517293448,2026-03,157.95,4.22,星亞,37.7999992371,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,10.39,9.09,9.51,7753.TWO,-150.47,1.08
167.87,0.0,2026-03,-47.25000000000001,-0.57,國光生,17.3999996185,49.56%,23.11%,⚪ 數據不足,⚠️ 獲利稀釋,2025,1.75,17.31,-9.99,4142.TW,-150.56,-0.44
192.82,13.93387314439946,2026-03,222.3,6.58,力智,206.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,198.64,41.89,23.89,6719.TW,-150.93,2.1
216.06,33.92370572207085,2026-03,550.4999999999999,15.42,雍智科技,1245.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-12.9,64.88,23.03,6683.TWO,-151.18,6.23
47.85,0.0,2026-03,-25.5,-0.62,華義*,26.6499996185,44.07%,-19.63%,⚪ 數據不足,📉 獲利侵蝕,2025,-192.54,-104.55,5.99,3086.TWO,-152.4,-0.01
166.0,56.333441875610546,2026-03,1842.6000000000001,46.93,穎崴,6920.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,40.24,13.4,35.51,6515.TW,-152.6,19.54
69.99,8.540372670807454,2026-03,144.9,3.14,辣椒,82.5,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,131.69,-82.61,786.25,4946.TWO,-152.6,0.41
83.05,4.203980004614428,2026-03,120.60000000000001,2.87,奕力-KY,33.7999992371,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-39.39,-69.68,-15.03,6962.TW,-152.73000000000002,0.58
148.91,6.758373205741627,2026-03,125.39999999999999,3.93,聯發國際,56.5,49.60%,5.94%,⚪ 中性觀察,📉 獲利侵蝕,2025,61.83,-3.85,69.66,2756.TWO,-152.76,0.51
125.85,30.666666275435897,2026-03,29.250000000000004,1.0,類比科,59.7999992371,38.12%,-0.86%,❌ 暫避觀望,📉 獲利侵蝕,2025,-33.77,-27.27,4.92,3438.TWO,-153.12,0.24
124.98,8.357142857142858,2026-03,210.0,5.64,鼎基,117.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-45.5,-28.46,-13.21,6585.TW,-153.44,1.86
55.25,36.415092900188675,2026-03,7.95,0.68,聯德,19.2999992371,23.48%,-362.94%,❌ 暫避觀望,📉 獲利侵蝕,2025,-32.0,-98.28,-88.36,3308.TW,-153.53,0.01
60.26,5.079250720461095,2026-03,208.2,6.85,海悅,70.5,34.04%,22.47%,⚪ 中性觀察,📉 獲利侵蝕,2025,-51.27,-93.37,-27.63,2348.TW,-153.63,0.16
108.08,5.938864795393013,2026-03,68.7,1.95,耿鼎,27.2000007629,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-45.98,-45.92,-12.78,1524.TW,-154.0,0.53
177.0,0.0,2026-03,0.0,3.18,台航,0.0,46.23%,41.07%,⚪ 數據不足,⚠️ 獲利稀釋,2025,3.25,22.41,-2.28,2617.TW,-154.59,0.71
199.88,0.0,2026-03,-67.95,-1.75,笙泉,25.9500007629,34.82%,-12.95%,⚪ 數據不足,⚠️ 獲利稀釋,2025,-22.38,45.28,-11.1,3122.TWO,-154.6,-0.29
159.07,0.0,2026-03,-87.9,-1.83,芯鼎,49.1500015259,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,-355.0,4.29,10.49,6695.TW,-154.78,-0.68
225.35,65.78947368421053,2026-03,290.7,7.83,昇達科,1275.0,58.57%,27.57%,❌ 暫避觀望,🏰 高護城河,2025,-12.03,70.37,5.02,3491.TWO,-154.98,3.68
200.61,7.961019261484258,2026-03,100.05,2.72,捷波,53.0999984741,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-20.23,45.61,12.38,6161.TWO,-155.0,0.83
132.18,12.17573221757322,2026-03,179.25000000000003,5.13,鐿鈦,145.5,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-5.16,-23.31,1.22,4163.TWO,-155.49,1.29
140.64,9.693593314763232,2026-03,269.25,7.34,穩得,174.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,2.89,-14.89,-2.32,6761.TWO,-155.52999999999997,1.6
74.54,16.4214041719398,2026-03,44.849999999999994,1.22,港建*,49.0999984741,40.97%,11.18%,❌ 暫避觀望,📉 獲利侵蝕,2025,15.09,-81.4,38.76,3093.TWO,-155.94,0.08
115.66,12.11631663974152,2026-03,185.7,5.49,聰泰,150.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-22.13,-41.18,22.92,5474.TWO,-156.84,0.6
173.58,4.794520547945205,2026-03,229.95000000000002,6.51,久禾光,73.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,11.33,16.67,19.77,6498.TWO,-156.91000000000003,1.75
174.38,9.782110441720183,2026-03,65.4,1.61,欣天然,42.6500015259,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-28.18,16.98,2.96,9918.TW,-157.4,0.63
57.79,0.0,2026-03,-29.85,-0.59,志旭,13.3500003815,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,16.9,-100.0,-2.17,8067.TWO,-157.79,-0.62
68.27,0.0,2026-03,-50.4,-1.33,笙科,18.1000003815,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-1377.78,-90.0,2.86,5272.TWO,-158.26999999999998,-0.57
68.51,14.34782587967391,2026-03,13.800000000000002,0.28,憶聲,13.1999998093,24.73%,-2.71%,⚪ 中性觀察,📉 獲利侵蝕,2025,-57.58,-90.0,-31.39,3024.TW,-158.51,0.02
76.73,46.7499987285,2026-03,9.0,0.12,泰霖,28.0499992371,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,139.29,-81.82,22.38,8080.TWO,-158.55,0.02
90.37,7.9956780118854685,2026-03,277.65,8.29,三集瑞-KY,148.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-19.59,-68.65,2.98,6862.TW,-159.02,1.0
185.58,0.0,2026-03,-58.650000000000006,-1.29,中天,14.6999998093,42.56%,-18.87%,⚪ 數據不足,⚠️ 獲利稀釋,2025,31.02,26.19,9.94,4128.TWO,-159.39000000000001,-0.31
195.54,6.305823508395855,2026-03,419.85,12.15,力領科技,176.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-14.17,36.13,-9.4,6996.TWO,-159.41,3.27
155.84,8.662613981762918,2026-03,49.35,1.36,倉佑,28.5,34.44%,17.09%,⚪ 中性觀察,📉 獲利侵蝕,2025,-13.92,-3.77,0.3,1568.TW,-159.61,0.51
214.29,0.0,2026-03,-67.2,-1.52,驊訊,34.5,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,-462.96,52.94,11.69,6237.TWO,-161.35,-0.24
100.37,12.962263575132077,2026-03,79.49999999999999,2.25,傑霖科技,68.6999969482,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-62.55,-61.9,-23.31,8102.TWO,-162.27,0.4
137.15,5.523202981155595,2026-03,164.85,5.51,海韻電,60.7000007629,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,57.43,-25.14,37.15,6203.TWO,-162.29000000000002,1.37
186.39,8.814102564102564,2026-03,234.00000000000003,6.32,全宇昕,137.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-22.95,22.89,3.91,6651.TWO,-163.5,2.47
155.73,6.977937403796818,2026-03,292.35,7.4,茂訊,136.0,25.33%,7.00%,⚪ 中性觀察,📉 獲利侵蝕,2025,-12.32,-8.48,1.19,3213.TWO,-164.20999999999998,2.59
50.4,0.0,2026-03,-58.8,-1.34,隴華,8.6499996185,27.86%,-40.94%,⚪ 數據不足,📉 獲利侵蝕,2025,59.69,-114.81,34.04,2424.TW,-165.21,-0.58
