rev_yoy,pe,date,est_price,prev_eps,name,price,gm,om,advice,status,prev_year,prev_eps_yoy,eps_yoy,prev_rev_yoy,symbol,expansion,eps
537.41,12.39130462427536,2026-03,20.700000000000003,0.7,燦坤,17.1000003815,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-56.52,-75.86,-6.89,2430.TW,-613.27,0.07
723.94,0.0,2026-03,-36.3,-0.92,佰研,49.7999992371,15.21%,-34.07%,⚪ 數據不足,🔄 轉虧為盈,2025,51.01,110.42,-26.01,3205.TWO,-613.5200000000001,0.05
913.68,0.0,2026-03,-3.0,-0.07,秋雨,11.4499998093,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,50.0,300.0,-0.73,9929.TW,-613.68,0.22
428.93,7.5329813290501315,2026-03,56.85,2.77,宣德,28.5499992371,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,21.15,-185.19,7.36,5457.TWO,-614.12,-1.0
869.49,0.0,2026-03,-11.4,-0.2,台玻,55.9000015259,13.67%,4.79%,⚪ 數據不足,🔄 轉虧為盈,2025,62.96,253.85,-2.37,1802.TW,-615.64,0.2
560.11,4.830949483211964,2026-03,115.35,3.47,精元,37.1500015259,13.53%,3.69%,⚪ 中性觀察,📉 獲利侵蝕,2025,-55.56,-56.25,-19.78,2387.TW,-616.36,0.49
631.0,6.822810590631366,2026-03,368.24999999999994,10.75,潤弘,167.5,18.77%,15.81%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,0.37,12.26,19.99,2597.TW,-618.74,2.38
574.05,0.0,2026-03,-96.15,-2.65,榮創,17.5,2.13%,-29.37%,⚪ 數據不足,📉 獲利侵蝕,2025,-181.91,-47.37,-21.25,3437.TW,-621.42,-0.56
568.96,3.438596558157894,2026-03,85.50000000000001,1.55,億泰,19.6000003815,13.02%,9.95%,⚪ 中性觀察,📉 獲利侵蝕,2025,-24.5,-52.54,13.38,1616.TW,-621.5,0.28
401.59,48.22429763934579,2026-03,16.05,0.47,九豪,51.5999984741,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,173.44,-221.43,-1.13,6127.TWO,-623.02,-0.51
706.42,16.28440366972477,2026-03,16.35,0.51,福懋,17.75,10.73%,1.58%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-42.05,81.82,-4.08,1434.TW,-624.5999999999999,0.2
589.25,0.0,2026-03,-22.8,-0.26,能率,45.2999992371,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-244.44,-36.36,-7.8,5392.TWO,-625.61,-0.3
653.58,0.0,2026-03,-14.399999999999999,-0.38,遠雄來,14.5,2.82%,-30.62%,⚪ 數據不足,⚠️ 獲利稀釋,2025,73.24,26.32,47.9,2712.TW,-627.26,-0.14
490.8,0.0,2026-03,-63.59999999999999,-5.2,大同,25.9500007629,16.12%,2.89%,⚪ 數據不足,📉 獲利侵蝕,2025,-183.36,-138.46,6.12,2371.TW,-629.26,-0.05
607.48,12.240566397594339,2026-03,31.8,1.11,陞泰,25.9500007629,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-11.2,-23.68,36.78,8072.TW,-631.16,0.29
561.75,4.761904761904762,2026-03,85.05,2.66,久威,27.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,5.56,-70.09,-4.58,6114.TWO,-631.84,0.97
573.24,0.0,2026-03,-16.200000000000003,-0.31,江興鍛,15.1499996185,16.30%,2.02%,⚪ 數據不足,📉 獲利侵蝕,2025,-3200.0,-60.0,-7.73,4528.TWO,-633.24,-0.16
683.51,0.0,2026-03,-13.5,-0.39,銘異,28.7999992371,13.72%,3.00%,⚪ 數據不足,🔄 轉虧為盈,2025,-186.67,50.0,8.85,3060.TW,-633.51,0.33
1010.36,16.160337230843883,2026-03,35.550000000000004,0.75,華新,38.2999992371,4.90%,-1.88%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,4.35,376.47,-2.83,1605.TW,-633.89,0.81
692.61,0.0,2026-03,-46.5,-1.51,健信,15.6999998093,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-814.29,57.14,-32.92,4502.TWO,-635.47,0.11
549.89,9.823321285176679,2026-03,84.9,2.47,毅嘉,55.5999984741,19.80%,8.98%,⚪ 中性觀察,📉 獲利侵蝕,2025,6.06,-87.72,13.83,2402.TW,-637.61,0.07
479.53,0.0,2026-03,-26.4,-0.86,艾美特-KY,9.5399999619,20.74%,-2.32%,⚪ 數據不足,📉 獲利侵蝕,2025,18.87,-158.14,-4.14,1626.TW,-637.67,-1.11
592.47,20.882352660735297,2026-03,10.2,0.4,陸海,14.1999998093,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-67.74,-50.0,-25.37,5603.TWO,-642.47,0.07
624.34,5.100806554159946,2026-03,223.2,6.05,瀚宇博,75.9000015259,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-3.06,-18.54,37.46,5469.TW,-642.88,1.23
778.77,5.721708918827945,2026-03,259.8,6.6,金益鼎,99.0999984741,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,36.36,135.25,-6.1,8390.TWO,-643.52,2.87
337.51,0.0,2026-03,-779.1,-22.85,永崴投控,22.3999996185,-39.75%,-47.71%,⚪ 數據不足,📉 獲利侵蝕,2025,-601.1,-308.6,21.99,3712.TW,-646.11,-1.94
641.55,0.0,2026-03,-63.15,-1.74,再生-KY,4.7100000381,-19.71%,-65.33%,⚪ 數據不足,📉 獲利侵蝕,2025,-12.99,-4.88,-18.82,1337.TW,-646.43,-0.43
146.56,0.0,2026-03,-25.95,-0.53,通泰,29.3999996185,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-381.82,-500.0,-15.49,5487.TWO,-646.56,-0.06
710.88,18.99297215550218,2026-03,1686.1499999999999,47.13,智邦,2135.0,17.90%,12.65%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,119.5,62.58,124.88,2345.TW,-648.3,14.92
622.34,7.7067669172932325,2026-03,39.900000000000006,1.14,中櫃,20.5,16.43%,9.95%,⚪ 中性觀察,📉 獲利侵蝕,2025,35.9,-27.27,2.49,2613.TW,-649.61,0.18
707.03,15.85297418630752,2026-03,267.3,7.48,力成,282.5,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-18.46,56.77,2.2,6239.TW,-650.26,2.5
523.93,116.3934426229508,2026-03,36.60000000000001,1.58,台勝科,284.0,11.65%,9.15%,❌ 暫避觀望,📉 獲利侵蝕,2025,-52.84,-129.51,-0.7,3532.TW,-653.4399999999999,-0.18
709.26,0.0,2026-03,-14.399999999999999,-0.4,立軒,20.1499996185,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,14.63,54.55,-0.4,6222.TWO,-654.71,-0.06
562.59,4.316666603091667,2026-03,180.0,5.63,大田,51.7999992371,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-0.53,-92.65,-0.11,8924.TWO,-655.24,0.05
1088.74,0.0,2026-03,-1.8,-0.06,志聯,13.5,8.85%,2.74%,⚪ 數據不足,🔄 轉虧為盈,2025,-137.5,433.33,-9.83,2024.TW,-655.4100000000001,0.16
501.31,9.035714467369047,2026-03,126.0,3.5,中傑-KY,75.9000015259,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-71.93,-154.24,-19.7,6965.TW,-655.55,-0.64
680.31,9.418803157965812,2026-03,87.75,2.36,全國,55.0999984741,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-1.26,24.53,-6.2,9937.TW,-655.78,0.66
813.46,0.0,2026-03,-16.05,-0.35,和勤,18.2999992371,14.13%,-0.10%,⚪ 數據不足,🔄 轉虧為盈,2025,-178.05,157.14,-10.57,1586.TWO,-656.32,0.17
611.65,6.121495208271028,2026-03,96.3,2.69,皇昌,39.2999992371,16.97%,14.03%,⚪ 中性觀察,📉 獲利侵蝕,2025,-44.58,-44.78,-4.77,2543.TW,-656.43,0.37
613.94,3.711340271718213,2026-03,43.650000000000006,1.1,夆典,10.8000001907,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,12.94,-43.33,28.59,3052.TW,-657.2700000000001,0.19
1331.07,0.0,2026-03,-35.699999999999996,-1.32,麗升能源,29.4500007629,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-328.07,673.33,-67.66,8087.TWO,-657.7399999999999,0.86
658.28,55.714287076607135,2026-03,8.4,0.97,力山,31.2000007629,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-44.89,0.0,-11.15,1515.TW,-658.28,0.07
317.47,12.333333492291667,2026-03,36.0,2.12,彬台,29.6000003815,13.52%,7.02%,⚪ 中性觀察,📉 獲利侵蝕,2025,94.5,-343.75,82.32,3379.TWO,-661.22,-0.39
379.62,0.0,2026-03,-23.849999999999998,-0.61,特昇-KY,8.7600002289,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,55.88,-282.14,-11.73,6616.TWO,-661.76,-0.52
709.1,0.0,2026-03,-141.75,-4.62,網家,26.9500007629,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,-12.0,45.83,-1.88,8044.TWO,-663.27,-0.39
678.12,0.0,2026-03,-71.7,-1.86,元翎,16.8500003815,-20.30%,-35.14%,⚪ 數據不足,⚠️ 獲利稀釋,2025,-4.02,14.29,-3.72,4564.TW,-663.83,-0.3
655.72,5.006089948124238,2026-03,123.15,3.04,東捷資訊,41.0999984741,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,16.48,-8.14,13.17,6697.TWO,-663.86,0.79
783.17,0.0,2026-03,-50.55,-1.53,三顧,36.5499992371,15.11%,-12.99%,⚪ 數據不足,🔄 轉虧為盈,2025,-51.49,115.0,7.24,3224.TWO,-668.17,0.03
-28.98,0.0,2026-03,-111.45,-3.09,康全電訊,18.2999992371,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,-137.27,-700.0,-79.25,8089.TWO,-671.02,-0.96
669.21,8.801932219719808,2026-03,155.25,4.04,中磊,91.0999984741,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-47.82,-2.94,-4.91,5388.TW,-672.1500000000001,1.01
904.68,0.0,2026-03,-43.50000000000001,-0.78,統新,218.0,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,78.21,232.14,47.74,6426.TW,-672.54,0.74
910.97,37.35224586288417,2026-03,63.449999999999996,2.06,巨有科技,158.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,29.56,236.84,97.77,8227.TWO,-674.13,0.64
852.07,5.409535452322738,2026-03,245.39999999999998,6.5,達欣工,88.5,12.33%,8.34%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,24.8,177.0,50.25,2535.TW,-675.07,2.88
719.14,0.0,2026-03,-30.299999999999994,-1.44,立德,8.2399997711,2.21%,-20.80%,⚪ 數據不足,⚠️ 獲利稀釋,2025,25.52,42.42,0.46,3058.TW,-676.72,-0.19
1454.66,60.42944785276074,2026-03,24.45,0.31,天品,98.5,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-48.33,777.78,178.46,6199.TWO,-676.8800000000001,1.22
620.65,6.402714759502263,2026-03,33.15,1.18,宜進,14.1499996185,6.94%,33.56%,⚪ 中性觀察,📉 獲利侵蝕,2025,29.85,-57.14,-12.15,1457.TW,-677.79,0.2
702.91,0.0,2026-03,-234.45,-6.13,泰福-KY,39.2000007629,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,32.78,24.62,1056.27,6541.TW,-678.29,-1.47
720.34,0.0,2026-03,-44.85,-0.94,亞元,11.1999998093,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,43.03,41.03,8.46,6109.TWO,-679.3100000000001,-0.24
760.6,7.864617396991498,2026-03,458.7,13.74,高技,240.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,291.45,80.93,130.83,5439.TWO,-679.6700000000001,3.51
1024.34,44.33805162364696,2026-03,360.3,9.07,高力,1065.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,38.43,344.52,64.37,8996.TW,-679.8199999999999,6.54
411.36,0.0,2026-03,-33.15,-1.13,新晶投控,15.0,0.24%,-22.36%,⚪ 數據不足,📉 獲利侵蝕,2025,-96.23,-269.23,-8.18,3713.TWO,-680.59,-0.22
772.57,0.0,2026-03,-46.650000000000006,-1.22,典範,16.25,-2.87%,-10.81%,⚪ 數據不足,⚠️ 獲利稀釋,2025,-15.09,91.43,21.56,3372.TWO,-681.1400000000001,-0.03
657.13,7.288946910356832,2026-03,344.7,9.39,台表科,167.5,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-5.53,-25.35,10.13,6278.TW,-682.48,2.17
604.09,26.999999152222234,2026-03,6.749999999999997,1.14,臺龍,12.1499996185,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,186.36,-78.95,6.56,6246.TWO,-683.0400000000001,-0.68
697.11,6.666666509195046,2026-03,145.35000000000002,3.88,豐興,64.5999984741,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-8.92,12.35,-15.54,2015.TW,-684.76,0.91
733.42,0.0,2026-03,-123.00000000000001,-3.1,慶生,17.2999992371,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,15.99,48.1,19.24,6210.TWO,-685.3199999999999,-0.41
430.36,44.97005896652695,2026-03,25.049999999999997,2.23,兆利,75.0999984741,10.77%,1.84%,❌ 暫避觀望,📉 獲利侵蝕,2025,-74.46,-258.82,-1.8,3548.TWO,-689.1800000000001,-1.35
722.84,65.25000095374999,2026-03,6.0,0.27,亞帝歐,26.1000003815,13.94%,-0.53%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-15.15,33.33,-14.0,3516.TWO,-689.51,0.08
837.33,0.0,2026-03,-43.199999999999996,-0.87,大立,18.8999996185,13.88%,-9.40%,⚪ 數據不足,🔄 轉虧為盈,2025,-188.3,147.22,-7.94,4716.TWO,-690.11,0.17
766.91,0.0,2026-03,-67.35000000000001,-2.13,永固-KY,13.5500001907,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,-1352.94,69.57,-30.78,5546.TW,-697.3399999999999,-0.28
789.66,17.70694997786631,2026-03,338.85,9.05,順達,400.0,20.14%,13.68%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-48.92,89.72,-4.98,3211.TWO,-699.9399999999999,2.05
415.08,0.0,2026-03,-59.85,-1.08,先進光,174.5,18.28%,-0.95%,⚪ 數據不足,📉 獲利侵蝕,2025,-140.6,-285.19,0.9,3362.TWO,-700.27,-0.5
563.0,13.171428135457143,2026-03,52.5,1.56,廣宇,46.0999984741,12.48%,4.05%,⚪ 中性觀察,📉 獲利侵蝕,2025,-22.0,-138.1,-0.23,2328.TW,-701.1,-0.16
734.79,5.295275515462599,2026-03,152.4,4.03,海華,53.7999992371,15.30%,3.72%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,45.42,29.87,23.39,3694.TW,-704.92,1.02
923.54,8.292945611200862,2026-03,278.55,6.8,微星,154.0,11.11%,2.63%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-15.42,218.11,16.34,2377.TW,-705.43,4.04
758.27,4.914215499289216,2026-03,61.2,1.62,運錩,20.0499992371,10.04%,4.08%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,20.0,52.38,-5.8,2069.TW,-705.89,0.64
734.55,12.311855234229663,2026-03,886.95,24.76,洋基工程,728.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,28.04,26.37,47.13,6691.TW,-708.18,7.19
831.66,3.1164835835560436,2026-03,341.25,10.64,德昌,70.9000015259,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,41.49,120.87,17.97,5511.TWO,-710.79,2.54
705.12,7.471428462428571,2026-03,52.5,1.45,強新,26.1499996185,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-12.65,-7.32,-2.6,5013.TWO,-712.44,0.38
714.94,3.9876827742186305,2026-03,194.84999999999997,5.47,中華,51.7999992371,10.06%,2.43%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-25.55,1.75,-18.22,2204.TW,-713.19,1.18
666.22,8.78640764352751,2026-03,46.349999999999994,1.6,展達,27.1499996185,6.63%,-0.90%,⚪ 中性觀察,📉 獲利侵蝕,2025,32.5,-50.0,42.87,3447.TW,-716.22,0.17
116.53,0.0,2026-03,-26.55,-0.78,啟發電,19.8999996185,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,17.02,-600.0,-8.12,6512.TWO,-716.53,-0.28
701.78,0.0,2026-03,0.0,8.72,安葆,211.5,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,11.79,-14.8,30.49,7792.TWO,-716.5799999999999,1.71
645.92,0.0,2026-03,-220.04999999999998,-7.92,濾能,63.2999992371,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-3.84,-71.33,42.15,6823.TWO,-717.25,-2.46
777.65,4.341432322621483,2026-03,117.30000000000001,3.02,東明-KY,33.9500007629,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,5.59,60.0,1.51,5538.TW,-717.65,1.12
496.11,32.93478177934782,2026-03,6.9,0.2,春雨,15.1499996185,13.55%,2.02%,❌ 暫避觀望,📉 獲利侵蝕,2025,-81.05,-222.22,-9.36,2012.TW,-718.33,-0.12
742.22,15.805849408836341,2026-03,241.05,6.41,啟��,254.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-11.22,23.16,0.03,6285.TW,-719.0600000000001,2.36
398.68,0.0,2026-03,-27.599999999999998,-0.25,正文,36.0,14.16%,-1.55%,⚪ 數據不足,📉 獲利侵蝕,2025,-116.56,-321.43,-35.66,4906.TW,-720.11,-0.32
739.62,10.759493670886075,2026-03,59.25,1.6,敬鵬,42.5,13.97%,5.11%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-43.86,19.23,-3.51,2355.TW,-720.39,0.62
287.62,14.347826323913043,2026-03,24.15,0.61,勝德,23.1000003815,19.21%,1.75%,⚪ 中性觀察,📉 獲利侵蝕,2025,22.0,-436.36,-1.66,3296.TW,-723.98,-0.37
890.97,0.0,2026-03,-32.55,-1.18,聯穎,23.0499992371,15.39%,-3.96%,⚪ 數據不足,🔄 轉虧為盈,2025,51.74,165.63,3.23,3550.TW,-725.34,0.21
839.44,0.0,2026-03,-15.600000000000001,0.01,慶騰,34.2999992371,15.20%,-3.10%,⚪ 數據不足,⚠️ 獲利稀釋,2025,-91.3,112.5,-2.4,4534.TWO,-726.94,0.02
551.01,19.52,2026-03,93.75,2.7,定穎投控,122.0,17.76%,3.42%,❌ 暫避觀望,📉 獲利侵蝕,2025,-30.16,-177.08,9.37,3715.TW,-728.09,-0.74
753.59,0.0,2026-03,-68.39999999999999,-1.79,譁裕,12.1499996185,12.27%,-16.22%,⚪ 數據不足,⚠️ 獲利稀釋,2025,-47.93,23.81,18.86,3419.TW,-729.7800000000001,-0.32
771.53,0.0,2026-03,-124.94999999999997,-3.15,華冠,11.3500003815,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,63.58,41.45,166.89,8101.TW,-730.0799999999999,-0.95
842.07,0.0,2026-03,-58.949999999999996,-1.79,福裕,17.0,8.95%,-32.66%,⚪ 數據不足,🔄 轉虧為盈,2025,-265.31,109.8,-15.54,4513.TWO,-732.2700000000001,0.05
767.18,17.7950308189441,2026-03,24.150000000000002,0.54,台橡,28.6499996185,10.06%,3.76%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-48.08,32.5,-1.98,2103.TW,-734.68,0.53
827.48,0.6418581609115883,2026-03,600.6000000000001,22.26,永彰,25.7000007629,-8.90%,-91.14%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,1562.0,92.15,-7.15,4523.TWO,-735.33,-0.15
684.6,0.0,2026-03,0.0,3.06,久舜,19.7999992371,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,42.99,-53.95,-0.03,5547.TWO,-738.5500000000001,0.37
581.06,0.0,2026-03,-120.89999999999998,-3.88,匯鑽科,48.75,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-404.84,-158.97,2.63,8431.TWO,-740.03,-1.04
779.62,9.700799107972497,2026-03,807.15,21.81,崇越,522.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,13.53,39.1,18.57,5434.TW,-740.52,6.86
342.45,0.0,2026-03,-24.6,-0.35,恩德,19.0,31.45%,0.98%,⚪ 數據不足,📉 獲利侵蝕,2025,56.79,-400.0,-23.83,1528.TW,-742.45,-0.15
918.43,0.0,2026-03,-36.45,-1.25,大洋,31.9500007629,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-265.75,175.0,-23.24,1321.TW,-743.43,0.16
543.86,14.999999318839286,2026-03,16.799999999999997,0.36,歐格,16.7999992371,17.03%,-11.28%,⚪ 中性觀察,📉 獲利侵蝕,2025,620.0,-200.0,16.76,3002.TW,-743.86,-0.01
751.63,0.0,2026-03,-54.15,-1.93,訊達,17.1000003815,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-287.38,5.71,26.96,6140.TWO,-745.92,0.37
652.21,0.0,2026-03,-3.3,0.27,良得電,19.6499996185,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-81.88,-95.24,-0.31,2462.TW,-747.45,0.01
764.68,5.750798722044729,2026-03,563.4,15.28,華擎,216.0,12.78%,5.61%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,46.5,15.64,86.48,3515.TW,-749.04,4.14
746.88,44.75247524752476,2026-03,151.5,4.16,聯茂,452.0,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,82.74,-7.53,12.66,6213.TW,-754.41,0.87
665.76,33.148148619135796,2026-03,12.15,0.33,佶優,26.8500003815,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-17.5,-88.89,-13.95,5452.TWO,-754.65,0.01
755.81,3.1341359211435935,2026-03,174.45000000000002,5.5,華榮,36.4500007629,9.17%,6.96%,⚪ 中性觀察,📉 獲利侵蝕,2025,254.81,0.0,0.02,1608.TW,-755.81,0.37
761.84,0.0,2026-03,-309.9,-14.35,易華電,24.3999996185,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,-9068.75,5.8,-26.56,6552.TW,-756.0400000000001,-0.65
357.51,0.0,2026-03,-35.699999999999996,-1.02,興能高,26.7999992371,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-1120.0,-400.0,-7.46,6558.TW,-757.51,-0.35
200.37,0.0,2026-03,-46.949999999999996,-1.4,光環,121.5,8.38%,-32.45%,⚪ 數據不足,📉 獲利侵蝕,2025,34.88,-557.14,19.09,3234.TWO,-757.51,-0.32
802.5,8.9,2026-03,75.0,2.45,華泰,44.5,15.35%,8.19%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,28.92,44.0,20.92,2329.TW,-758.5,0.33
746.08,0.0,2026-03,-36.0,-0.84,律勝,20.6499996185,18.97%,-79.87%,⚪ 數據不足,📉 獲利侵蝕,2025,-147.06,-13.33,-22.74,3354.TWO,-759.4100000000001,-0.17
1022.77,0.0,2026-03,-12.6,-0.18,千興,12.6999998093,-19.82%,14.50%,⚪ 數據不足,🔄 轉虧為盈,2025,87.32,261.54,-22.64,2025.TW,-761.23,0.47
1130.81,0.0,2026-03,-2.2500000000000004,-0.15,燦星旅,21.2000007629,7.41%,2.54%,⚪ 數據不足,🔄 轉虧為盈,2025,-111.9,368.75,-14.15,2719.TWO,-762.06,0.75
746.36,22.354839694129037,2026-03,23.249999999999996,0.61,裕國,34.6500015259,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-54.96,-22.22,2.49,8905.TWO,-768.58,0.15
696.33,13.553718692975208,2026-03,18.15,0.71,三商,16.3999996185,15.31%,0.88%,⚪ 中性觀察,📉 獲利侵蝕,2025,-49.63,-72.73,-20.78,2905.TW,-769.0600000000001,0.03
746.92,5.660122782162854,2026-03,2223.4500000000003,59.99,華碩,839.0,15.94%,4.63%,⚪ 中性觀察,📉 獲利侵蝕,2025,41.92,-23.4,25.86,2357.TW,-770.3199999999999,13.19
1094.24,15.17730496453901,2026-03,105.74999999999999,3.14,光洋科,107.0,16.83%,11.95%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-1.88,323.33,32.39,1785.TWO,-770.9100000000001,2.54
368.34,0.0,2026-03,-89.24999999999999,-2.16,隆銘綠能,12.9499998093,-18.95%,-73.69%,⚪ 數據不足,📉 獲利侵蝕,2025,-66.41,-415.38,-45.66,3018.TW,-783.72,-0.67
601.5,0.0,2026-03,-75.45,-1.9,兆勁,11.1999998093,6.18%,-17.38%,⚪ 數據不足,📉 獲利侵蝕,2025,-691.67,-183.33,-18.44,2444.TW,-784.83,-0.51
689.5,16.566415657669175,2026-03,59.849999999999994,1.7,精確,66.0999984741,11.59%,1.68%,❌ 暫避觀望,📉 獲利侵蝕,2025,209.26,-96.0,65.48,3162.TWO,-785.5,0.02
887.98,12.712215636832298,2026-03,72.45,3.04,廣越,61.4000015259,8.43%,-1.90%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-27.51,96.83,17.91,4438.TW,-791.15,-0.04
709.49,0.0,2026-03,-86.7,-1.09,南六,38.7000007629,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-178.42,-83.05,-1.5,6504.TW,-792.54,0.1
794.87,5.311535994700802,2026-03,243.15,6.55,精成科,86.0999984741,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,5.17,1.92,55.5,6191.TW,-792.95,1.59
529.36,0.0,2026-03,-205.8,-6.62,正崴,39.5999984741,-1.63%,-10.82%,⚪ 數據不足,📉 獲利侵蝕,2025,-281.76,-264.0,-3.44,2392.TW,-793.36,-0.46
787.01,13.485477178423238,2026-03,72.3,2.31,伊雲谷,65.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,1.77,-7.02,-1.67,6689.TW,-794.03,0.53
903.68,13.480885311871228,2026-03,74.55,2.1,昶昕,67.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-4.98,108.16,12.79,8438.TW,-795.52,1.02
787.21,4.883350926521739,2026-03,141.45,4.0,中宇,46.0499992371,12.18%,5.96%,⚪ 中性觀察,📉 獲利侵蝕,2025,-1.48,-12.5,4.67,1535.TW,-799.71,0.77
817.81,11.678081669246575,2026-03,21.9,1.23,虹揚-KY,17.0499992371,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,163.4,16.67,-13.43,6573.TW,-801.14,-0.4
467.75,0.0,2026-03,-260.85,-7.65,東碩,13.9499998093,2.51%,-26.32%,⚪ 數據不足,📉 獲利侵蝕,2025,-139.68,-334.92,5.44,3272.TWO,-802.6700000000001,-2.8
783.84,0.0,2026-03,-80.85000000000001,-1.92,加百裕,32.2000007629,11.17%,-4.33%,⚪ 數據不足,📉 獲利侵蝕,2025,-76.19,-19.57,-9.18,3323.TWO,-803.4100000000001,-0.56
783.73,3.29254738790508,2026-03,404.54999999999995,10.01,五福,88.8000030518,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,10.36,-19.81,14.38,2745.TWO,-803.54,3.44
859.78,0.0,2026-03,-105.75000000000001,-2.86,正達,67.5,-12.37%,-29.19%,⚪ 數據不足,⚠️ 獲利稀釋,2025,-106.98,52.56,5.53,3149.TW,-807.22,-0.37
