股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
FRT.VN,未知,🔥 訊號出現,146500.0,91.42,🔴 空頭陷阱,33.33%,33.33%,-0.63%,-2.69%,9,142551.83,0.3333,-0.0063
BID.VN,未知,無,39100.0,72.11,🟢 黃金標的,54.55%,63.64%,5.91%,-2.46%,11,0.0,0.6364,0.0591
LPB.VN,未知,無,53700.0,47.2,⚪ 一般監控,50.00%,62.50%,2.07%,-1.94%,8,0.0,0.625,0.0207
PLX.VN,未知,無,36600.0,72.31,⚪ 一般監控,72.73%,54.55%,8.74%,-4.83%,11,0.0,0.5455,0.0874
BCM.VN,未知,無,41150.0,61.4,⚪ 一般監控,0.00%,50.00%,1.75%,-4.12%,4,0.0,0.5,0.0175
VIC.VN,未知,無,208500.0,57.08,⚪ 一般監控,57.14%,42.86%,2.38%,-4.65%,7,0.0,0.4286,0.0238
VNM.VN,未知,無,62000.0,61.24,⚪ 一般監控,28.57%,42.86%,0.43%,-3.59%,7,0.0,0.4286,0.0043
VCB.VN,未知,無,59800.0,77.0,⚪ 一般監控,66.67%,33.33%,2.80%,-1.85%,12,0.0,0.3333,0.028
VID.VN,未知,無,4700.0,43.71,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,33780.0,73.3,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VPB.VN,未知,無,25500.0,55.81,🔴 空頭陷阱,0.00%,50.00%,-2.67%,-4.17%,2,0.0,0.5,-0.0267
SSI.VN,未知,無,25150.0,67.86,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0.0,0.5,-0.0279
GMD.VN,未知,無,77400.0,75.47,🔴 空頭陷阱,50.00%,50.00%,-1.11%,-2.69%,14,0.0,0.5,-0.0111
VHC.VN,未知,無,52100.0,44.05,🔴 空頭陷阱,28.57%,42.86%,-0.68%,-3.11%,7,0.0,0.4286,-0.0068
HDB.VN,未知,無,26900.0,63.1,🔴 空頭陷阱,42.86%,42.86%,-1.21%,-1.73%,7,0.0,0.4286,-0.0121
FPT.VN,未知,無,71200.0,71.15,🔴 空頭陷阱,20.00%,40.00%,-0.16%,-3.47%,5,0.0,0.4,-0.0016
E1VFVN30.VN,未知,無,34500.0,68.16,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0.0,0.3333,-0.0142
HPG.VN,未知,無,22050.0,67.09,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0.0,0.3333,-0.0029
HVN.VN,未知,無,23700.0,65.89,🔴 空頭陷阱,75.00%,25.00%,-3.72%,-3.82%,4,0.0,0.25,-0.0372
VHM.VN,未知,無,72100.0,71.05,🔴 空頭陷阱,20.00%,20.00%,-1.41%,-5.24%,5,0.0,0.2,-0.0141
GEE.VN,未知,無,74300.0,63.23,🔴 空頭陷阱,54.55%,18.18%,-5.81%,-7.55%,11,0.0,0.1818,-0.0581
MBB.VN,未知,無,20350.0,60.03,🔴 空頭陷阱,0.00%,0.00%,-4.20%,-4.00%,1,0.0,0.0,-0.042
MWG.VN,未知,無,73200.0,58.0,🔴 空頭陷阱,33.33%,0.00%,-6.17%,-3.39%,3,0.0,0.0,-0.0617
VJC.VN,未知,無,127200.0,54.17,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0.0,0.0,-0.0302
