日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-08-11,1540,喬福,19.75,44.99,2000,-50480,-56.10%
2026-08-11,2399,映泰,43.2,41.99,3000,3630,2.88%
2026-08-11,2609,陽明,51.6,77.27,1000,-25670,-33.22%
2026-08-11,2618,長榮航,41.3,46.14,2000,-9680,-10.49%
2026-08-11,00738U,期元大道瓊白銀,52.8,68.36,1000,-15560,-22.76%
2026-08-11,00635U,期元大S&P黃金,45.79,53.65,2000,-15720,-14.65%
2026-08-11,009816,凱基台灣TOP50,15.1,11.32,35000,132300,33.39%
