代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,25.81,24.5,3000,25.65,2999,25.65,24.70,25.22,25.65,50089,-,
1269,乾杯,63.94,61.9,2996,64.9,2999,64.90,61.90,64.10,64.90,8093,-,
1271,晨暉生技,60.50,59.6,3000,60.8,3000,60.90,59.30,59.83,60.90,31836,-,
1293,利統,23.40,23.3,6000,24.4,2000,24.50,23.40,23.58,24.40,6002,-,
1343,旭東環保,35.74,34.4,3000,35.6,2998,36.10,34.85,35.32,35.60,30526,-,
1480,東盟開發,8.15,8.1,20000,8.17,20000,8.15,8.15,8.15,8.15,5000,-,
1594,日高,7.92,7.7,10000,8.1,9998,8.10,8.10,8.10,8.10,2,-,
2071,震南鐵,35.36,34.65,3000,35.4,5999,35.80,34.20,35.19,35.40,49575,-,
2245,詠勝昌*,24.59,23.8,8770,25.05,8998,25.05,23.80,23.81,25.05,232,-,
2249,湧盛,98.77,99.0,6000,101.0,4990,102.00,97.50,100.10,101.00,35976,115/07/28,櫃買中心同意上櫃契約
2252,為昇科,17.24,17.15,5000,17.55,5000,17.90,17.15,17.42,17.55,24237,-,
2255,凱銳光電,15.02,14.95,2000,15.05,3000,15.30,14.95,15.02,15.05,78015,-,
2256,歐特明,93.46,78.1,2980,81.9,5998,93.20,77.00,81.50,81.90,798882,-,
2644,中信造船,80.19,79.1,3000,80.1,2990,80.30,77.30,79.10,80.10,29748,-,
2733,維格餅家,10.65,10.45,10000,11.0,9989,11.00,11.00,11.00,11.00,11,-,
2741,老四川,20.12,20.0,3000,20.35,3000,20.50,20.00,20.14,20.50,28014,-,
2758,路易莎咖啡,70.00,68.8,3000,70.6,3000,70.70,68.80,69.68,70.30,1603,-,
2760,巨宇翔,10.60,10.35,10000,10.85,8905,10.85,10.85,10.85,10.85,1095,-,
2761,橘焱胡同,15.25,15.0,5000,15.3,1600,15.30,15.30,15.30,15.30,3400,-,
2938,床的世界,24.40,25.45,2855,26.2,2000,26.40,25.30,25.80,26.20,42180,115/07/28,櫃買中心同意上櫃契約
2940,歐都納,24.05,23.9,3000,24.4,3000,-,-,-,-,-,-,
2942,京站,35.96,36.2,3000,37.25,3000,37.35,36.90,37.13,37.25,23203,-,
3097,拍檔,25.14,24.3,6000,25.55,5999,25.55,25.50,25.50,25.50,1001,-,
3117,年程,29.68,26.8,3000,27.6,6000,28.80,26.20,27.14,27.60,70011,-,
3184,微邦,13.42,13.15,5000,13.75,4900,13.75,13.10,13.32,13.75,111119,-,
3194,圓方科技,34.25,33.3,3000,34.5,3000,35.00,33.30,34.30,34.50,28090,-,
3473,智通聯網,80.36,80.3,3000,84.0,5915,84.00,80.30,80.52,84.00,6187,-,
3585,聯致,53.74,50.1,6000,50.6,2991,54.00,49.50,50.73,50.60,656074,-,
3595,山太士,1601.74,1430.0,1800,1440.0,2000,1585.00,1425.00,1480.61,1440.00,539608,115/07/31,上櫃審議會通過
3603,建祥國際,6.80,6.6,5000,6.93,4990,6.93,6.93,6.93,6.93,10,-,
3633,云光,119.92,119.0,1500,121.0,2999,122.00,119.00,119.22,121.00,2530,-,
3644,凌嘉科,270.97,282.0,4000,288.5,1936,290.00,267.50,276.82,288.50,221697,-,
3659,百辰,18.57,18.6,10000,19.4,5000,19.00,18.55,18.95,19.00,9000,-,
3678,聯享,50.23,50.8,6000,52.5,2985,52.50,50.80,51.10,52.50,9351,-,
4115,善德生技,7.97,7.32,15000,7.7,15000,7.69,7.59,7.62,7.69,17000,-,
4117,普生,10.43,10.15,3999,10.55,4699,10.55,10.10,10.26,10.15,13813,-,
4150,優你康,3.72,3.85,5000,4.0,9998,4.40,3.75,3.99,4.00,730201,-,
4170,鑫品生醫,12.00,11.85,10000,12.3,10000,12.30,11.85,12.04,12.30,14100,-,
4172,因華,11.04,10.95,4979,11.3,4998,11.30,10.85,11.11,11.30,183119,-,
4186,尖端醫,8.95,8.96,5000,9.29,5000,9.47,8.95,9.06,9.29,100453,-,
4194,禾生技,6.21,6.05,9600,6.36,9995,6.36,6.00,6.10,6.36,55470,-,
4197,暐世,8.22,8.2,5000,8.58,9999,8.58,8.58,8.58,8.58,1,-,
4431,敏成健康,17.86,18.15,5000,18.6,9144,18.60,17.85,18.20,18.60,84973,-,
4537,旭東,138.54,132.0,4000,135.0,2000,140.00,132.50,135.38,134.00,83156,115/07/09,送件申請上市
4544,春日,13.40,13.4,10000,14.0,3000,14.00,14.00,14.00,14.00,2000,-,
4553,盛復,16.45,16.3,5000,16.9,5000,16.60,16.45,16.60,16.60,1002,-,
4559,久裕興,10.01,10.4,5000,10.8,4900,10.80,10.00,10.44,10.80,471920,-,
4565,宏偉,121.21,120.5,2000,122.0,2999,122.50,120.50,121.81,122.00,8021,115/06/26,送件申請上櫃
4570,傑生,69.05,68.3,2997,70.4,3000,70.40,68.30,70.39,68.30,1003,-,
4573,高明鐵,393.10,403.0,6000,408.0,1984,426.50,402.00,415.29,408.00,972796,-,
4575,銓寶,22.28,23.0,1000,23.65,2995,23.65,22.90,23.11,23.65,16005,-,
4587,寶元數控,45.17,44.1,5000,46.15,3000,44.60,44.10,44.33,44.60,10021,-,
4589,碩陽電機,32.46,31.85,3000,32.55,1590,32.55,32.20,32.44,32.55,3510,-,
4724,宣捷幹細胞,8.72,8.52,4500,8.94,3994,9.31,8.52,8.96,8.94,74558,-,
4732,彥臣,16.06,15.9,4000,16.5,10000,16.45,15.90,16.37,16.35,17426,-,
4738,大同精化,6.12,6.43,5000,6.74,4995,6.90,6.23,6.60,6.74,252473,-,
4765,磐采,14.57,16.2,10000,16.8,10000,17.80,15.90,16.96,16.60,110200,-,
4925,智微,101.25,105.5,3000,108.5,3000,109.00,101.00,103.50,108.50,185493,-,
4980,佐臻,40.91,41.7,2970,43.3,2989,43.35,41.50,42.36,43.30,22730,-,
5240,建騰,17.05,18.1,5000,19.0,5000,20.00,17.15,18.43,18.95,99074,-,
5246,勵威,100.81,89.3,3000,93.0,3000,100.00,90.60,93.69,93.40,386235,-,
5248,景傳,36.28,35.5,2000,35.95,2999,36.90,35.45,35.86,35.95,96519,-,
5254,欣訊科技,38.92,37.0,3000,38.05,2980,38.85,36.40,37.30,38.05,48947,-,
5262,立達,46.21,45.25,3000,46.5,2995,46.50,44.85,45.40,46.50,77346,-,
5267,龍翩,47.66,49.2,2700,50.1,1601,52.50,49.20,50.72,49.20,110261,-,
5271,紘通,11.00,10.65,10000,11.05,3996,11.20,10.55,10.82,11.05,207781,-,
5297,廣化,75.02,71.2,3000,72.9,2968,77.40,70.00,71.70,72.90,471224,-,
5859,遠壽,13.82,13.55,5000,13.9,4999,13.90,13.50,13.54,13.90,75571,-,
5863,瑞興銀,11.30,11.15,4901,11.3,3999,11.45,11.15,11.31,11.30,56239,-,
6027,德信,12.20,11.45,5000,12.0,9990,12.20,11.15,11.53,12.00,28010,-,
6035,悠遊卡,52.30,50.7,2164,52.2,2700,52.60,50.70,51.10,50.70,1137,-,
6407,相互,23.47,22.6,2000,22.75,3000,23.75,22.40,22.89,22.60,208757,-,
6428,淘米,25.98,25.9,6000,27.25,6000,27.25,25.60,26.54,27.10,51321,-,
6434,達輝光電,16.58,15.75,10000,16.05,6900,16.50,15.50,15.89,16.05,262358,-,
6467,泰合,115.64,125.5,5000,127.0,6898,130.00,115.50,122.40,127.00,625986,115/05/28,證交所同意上市契約
6473,美賣*,6.95,6.71,4997,6.99,5000,7.21,6.56,6.85,7.00,71602,-,
6483,原創生醫,13.90,13.65,5000,14.0,5000,14.05,13.50,13.56,13.70,40007,-,
6493,雷虎生,37.31,41.25,7995,42.45,4999,42.95,36.85,40.46,42.45,183950,-,
6518,康科特,31.55,30.25,3000,31.55,3000,31.55,30.40,30.47,30.50,3010,-,
6536,碩豐,16.55,16.2,5000,16.95,5000,-,-,-,-,-,-,
6539,麗彤,38.32,38.3,6000,40.3,5994,40.30,40.30,40.30,40.30,6,-,
6543,普惠醫工,17.87,18.0,4999,18.25,1733,18.30,17.90,18.19,18.25,5272,-,
6549,景凱,6.90,6.89,5000,6.99,8993,6.99,6.71,6.91,6.99,55030,-,
6555,榮炭,15.10,15.55,5000,16.05,5000,16.05,15.10,15.50,16.05,97778,-,
6559,研晶,18.06,16.55,9000,17.4,9999,18.15,16.50,17.19,17.40,35297,-,
6563,映智,24.83,23.75,6000,24.1,2994,25.15,23.40,24.05,24.10,152815,-,
6564,安特羅,16.80,16.4,5000,16.9,9899,16.90,16.35,16.65,16.90,28103,-,
6565,物聯,15.50,15.05,5000,15.45,3900,15.65,15.10,15.32,15.45,60700,-,
