股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,57.00,408,64.28,36.61,---,3.53%,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,62.80,0,80.50,57.60,---,---,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.98%,均線糾擺
6831,邁科,617.00,319,956.00,153.36,---,0.74%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.36,1503,30.21,27.05,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.30%,均線糾擺
6153,嘉聯益,16.80,2176,24.45,13.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8261,富鼎,184.00,7512,346.94,79.40,---,4.05%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,61.60,274,98.20,37.00,📅 預告 (20260812),3.47%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7595,世基生醫,7.20,2,13.60,6.09,---,---,均線糾擺,無,無,MA 乖離率僅 0.99%,均線糾擺
3479,安勤,141.00,1459,156.50,83.70,📅 預告 (20260819),5.22%,均線糾擺,無,無,MA 乖離率僅 1.44%,均線糾擺
1789,神隆,18.95,365,28.25,16.65,📅 預告 (20260817),2.02%,均線糾擺,無,無,MA 乖離率僅 1.24%,均線糾擺
3171,炎洲流通,63.50,14,79.40,39.50,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.13%,均線糾擺
4721,美琪瑪,73.50,429,101.00,61.20,---,3.35%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.60,42,3.51,2.53,---,1.89%,均線糾擺,無,無,MA 乖離率僅 1.20%,均線糾擺
6924,榮惠-KY創,119.50,44,193.50,47.80,---,7.45%,趨勢運行 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (119.50 > 1.5σ)，動能強勁,貼軌運行
3044,健鼎,441.50,8893,573.00,272.00,---,4.08%,趨勢運行 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (441.50 > 1.5σ)，動能強勁,貼軌運行
3011,今皓,11.50,373,17.15,11.30,---,---,均線糾擺,無,無,MA 乖離率僅 1.13%,均線糾擺
00876,元大全球5G,88.75,76,107.70,37.15,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.62,5272,11.39,5.32,---,---,均線糾擺,無,無,MA 乖離率僅 1.31%,均線糾擺
4961,天鈺,173.00,592,188.00,135.00,---,5.89%,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2012,春雨,15.15,35,18.23,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 1.12%,均線糾擺
8114,振樺電,211.50,1347,283.50,164.00,---,2.62%,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6638,沅聖,49.00,6,66.90,24.50,---,---,均線糾擺,無,無,MA 乖離率僅 0.75%,均線糾擺
8028,昇陽半導體,261.00,2651,356.50,128.00,---,1.49%,進入盤整,無,無,ADX 為 13.74 (低於 20),進入盤整
6972,博瑞達應材,24.15,0,31.40,22.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.68%,均線糾擺
6443,元晶,26.90,2701,52.30,11.95,---,1.64%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00990,主動元大AI新經濟,10.10,743,10.11,9.99,---,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.15%,均線糾擺
2748,雲品,38.50,34,49.24,37.76,---,4.02%,均線糾擺,無,無,MA 乖離率僅 0.64%,均線糾擺
6525,捷敏-KY,140.50,1838,221.00,67.50,---,5.85%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
006205,富邦上証,41.84,1094,42.30,32.40,---,---,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.56%,均線糾擺
6877,鏵友益,127.50,42,186.00,80.00,---,0.1%,進入盤整,無,無,ADX 為 14.36 (低於 20),進入盤整
4582,聚恆-創,27.20,598,43.20,17.05,---,---,資料不足 -> 均線糾擺,無,連1日大跌,MA 乖離率僅 1.01%,均線糾擺
