股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,50.50,101,64.28,36.61,---,3.53%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,57.90,6,80.50,57.60,---,---,離開盤整 (向下),無,無,跌破布林下軌 (58.81),離開盤整 (向下)
6831,邁科,568.00,1260,956.00,157.83,---,0.74%,均線糾擺,無,連1日大跌,MA 乖離率僅 1.42%,均線糾擺
00696,富邦美債20年,27.94,1859,30.21,27.54,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.27%,均線糾擺
6153,嘉聯益,17.35,1746,24.45,13.50,---,---,均線糾擺,無,無,MA 乖離率僅 1.23%,均線糾擺
8261,富鼎,181.00,3157,346.94,83.30,---,4.05%,均線糾擺,無,無,MA 乖離率僅 0.99%,均線糾擺
6205,詮欣,65.20,222,98.20,37.00,---,3.47%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7595,世基生醫,7.33,11,13.60,6.09,---,---,均線糾擺,無,無,MA 乖離率僅 0.14%,均線糾擺
3479,安勤,125.50,294,156.50,83.70,---,5.22%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1789,神隆,19.40,556,28.25,16.75,---,2.02%,貼軌運行,無,無,股價於高位貼軌 (19.40 > 1.5σ)，動能強勁,貼軌運行
3171,炎洲流通,62.50,13,79.40,45.00,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.41%,均線糾擺
4721,美琪瑪,71.30,300,101.00,61.20,---,3.35%,離開盤整 (向下),無,無,跌破布林下軌 (71.31),離開盤整 (向下)
911608,明輝-DR,2.70,38,3.51,2.53,---,1.89%,均線糾擺,無,無,MA 乖離率僅 0.30%,均線糾擺
6924,榮惠-KY創,125.00,219,193.50,47.80,---,7.45%,強勢突破 (軌外),無,無,股價衝破布林上軌 (123.13)，進入噴發段,強勢突破 (軌外)
3044,健鼎,493.00,1384,573.00,290.00,---,4.08%,均線糾擺,無,無,MA 乖離率僅 1.08%,均線糾擺
3011,今皓,10.00,490,16.40,10.00,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00876,元大全球5G,87.85,249,107.70,39.08,---,---,均線糾擺,無,無,MA 乖離率僅 1.04%,均線糾擺
00676,富邦臺灣加權反1,5.35,11668,11.00,5.32,---,---,離開盤整 (向下),無,無,跌破布林下軌 (5.36),離開盤整 (向下)
4961,天鈺,165.50,292,180.50,135.00,---,5.89%,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
2012,春雨,14.60,44,17.80,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.64%,均線糾擺
8114,振樺電,189.50,561,274.50,164.00,---,2.62%,均線糾擺,無,無,MA 乖離率僅 1.19%,均線糾擺
6638,沅聖,46.65,42,66.90,24.50,---,---,均線糾擺,無,無,MA 乖離率僅 1.11%,均線糾擺
8028,昇陽半導體,249.50,5855,356.50,146.00,📅 預告 (20260910),1.49%,均線糾擺,無,無,MA 乖離率僅 0.92%,均線糾擺
6972,博瑞達應材,23.50,0,31.40,22.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.66%,均線糾擺
6443,元晶,24.60,2749,52.30,11.95,---,1.64%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00990,主動元大AI新經濟,9.93,1480,10.11,9.93,---,---,均線糾擺,無,無,MA 乖離率僅 0.21%,均線糾擺
00987,野村10+澳洲公債,9.96,610,10.15,9.92,---,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2748,雲品,38.85,89,47.70,37.76,---,4.02%,均線糾擺,無,無,MA 乖離率僅 0.23%,均線糾擺
6525,捷敏-KY,133.50,1268,221.00,72.10,---,5.85%,均線糾擺,無,無,MA 乖離率僅 1.10%,均線糾擺
006205,富邦上証,40.18,183,42.30,35.72,---,---,均線糾擺,無,無,MA 乖離率僅 0.24%,均線糾擺
6877,鏵友益,121.50,99,186.00,80.00,---,0.1%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
4582,聚恆-創,23.05,105,43.20,17.05,---,---,均線糾擺,無,無,MA 乖離率僅 0.94%,均線糾擺
2758,路易莎咖啡,68.80,0,100.38,64.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.88%,均線糾擺
1802,台玻,60.70,21699,76.60,25.65,---,---,均線糾擺,無,無,MA 乖離率僅 1.14%,均線糾擺
7642,昶瑞機電,75.80,5,127.50,63.20,---,4.08%,均線糾擺,無,無,MA 乖離率僅 0.85%,均線糾擺
9938,百和,41.10,998,60.40,41.10,---,5.67%,均線糾擺,無,無,MA 乖離率僅 0.71%,均線糾擺
4442,竣邦-KY,52.70,128,72.60,46.70,---,5.25%,均線糾擺,無,無,MA 乖離率僅 0.50%,均線糾擺
00635,期元大S&P黃金,45.57,2720,60.55,36.75,---,---,均線糾擺,無,無,MA 乖離率僅 0.84%,均線糾擺
2408,南亞科,517.00,56960,543.00,45.65,---,0.32%,均線糾擺,無,無,MA 乖離率僅 0.99%,均線糾擺
2539,櫻花建,35.15,766,53.10,33.13,---,0.83%,均線糾擺,無,無,MA 乖離率僅 0.90%,均線糾擺
2504,國產,31.30,997,39.65,30.30,---,6.39%,均線糾擺,無,無,MA 乖離率僅 0.39%,均線糾擺
5546,永固-KY,14.95,77,27.70,13.35,---,6.57%,進入盤整,無,無,ADX 為 17.50 (低於 20),進入盤整
3086,華義*,30.40,191,43.50,13.35,---,0.17%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2395,研華,680.00,3559,711.00,273.50,📅 預告 (20260914),2.49%,均線糾擺,無,無,MA 乖離率僅 0.82%,均線糾擺
3050,鈺德,11.40,284,15.30,10.65,---,3.5%,均線糾擺,無,無,MA 乖離率僅 0.39%,均線糾擺
00984,大華優利美A債15,15.64,598,16.82,15.59,---,0.48%,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
6591,動力-KY,42.05,116,98.76,42.05,---,3.5%,均線糾擺,無,無,MA 乖離率僅 0.80%,均線糾擺
6176,瑞儀,91.40,1200,139.27,82.30,---,7.07%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6811,宏�硌穈T,223.50,642,263.00,182.50,---,3.86%,均線糾擺,無,無,MA 乖離率僅 0.57%,均線糾擺
4544,春日,13.55,2,17.90,13.10,---,---,均線糾擺,無,無,MA 乖離率僅 0.45%,均線糾擺
9949,琉園,24.00,9,36.70,15.58,---,8.09%,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
4510,高鋒,45.65,2167,54.30,33.00,---,4.14%,均線糾擺,無,無,MA 乖離率僅 0.90%,均線糾擺
6194,育富,29.70,16,39.65,29.20,---,5.78%,均線糾擺,無,無,MA 乖離率僅 0.06%,均線糾擺
6124,業強,27.60,22,37.95,23.30,---,---,貼軌運行,無,無,股價於高位貼軌 (27.60 > 1.5σ)，動能強勁,貼軌運行
00757,統一FANG+,139.90,614,142.25,101.15,---,---,均線糾擺,無,無,MA 乖離率僅 0.19%,均線糾擺
2101,南港,31.10,1518,45.45,29.75,---,1.99%,均線糾擺,無,無,MA 乖離率僅 1.19%,均線糾擺
00945,凱基美國非投等債,14.40,10331,14.72,13.59,---,0.6%,均線糾擺,無,無,MA 乖離率僅 0.21%,均線糾擺
4556,旭然,70.50,377,132.50,22.45,---,1.17%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1612,宏泰,34.70,477,40.65,29.60,---,5.79%,均線糾擺,無,無,MA 乖離率僅 0.26%,均線糾擺
6624,萬年清,40.65,1,72.50,31.85,---,1.56%,均線糾擺,無,無,MA 乖離率僅 0.74%,均線糾擺
3081,聯亞,3070.00,3676,3530.00,389.00,---,0.14%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
9925,新保,39.55,766,40.60,38.16,---,---,均線糾擺,無,無,MA 乖離率僅 0.16%,均線糾擺
8446,華研,85.40,51,93.31,83.00,---,8.07%,均線糾擺,無,無,MA 乖離率僅 0.05%,均線糾擺
00685,群益臺灣加權正2,12.52,299884,329.55,9.16,---,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (12.45)，進入噴發段,強勢突破 (軌外)
6446,藥華藥,1325.00,4812,1585.00,445.60,📅 預告 (20260910),0.22%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
009813,貝萊德標普卓越50,11.29,1655,11.56,9.64,---,---,均線糾擺,無,無,MA 乖離率僅 0.24%,均線糾擺
6485,點序,61.80,137,124.50,51.00,---,0.96%,均線糾擺,無,無,MA 乖離率僅 0.48%,均線糾擺
6294,智基,28.80,12,53.94,26.30,---,5.98%,均線糾擺,無,無,MA 乖離率僅 0.29%,均線糾擺
5403,中菲,93.70,53,118.35,84.50,---,5.04%,均線糾擺,無,無,MA 乖離率僅 0.39%,均線糾擺
6775,穎台科技,44.55,1404,72.30,20.40,---,---,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (43.59)，進入噴發段,強勢突破 (軌外)
00981,平衡凱基雙核收息,10.26,3196,10.58,9.91,---,0.67%,均線糾擺,無,無,MA 乖離率僅 0.26%,均線糾擺
5455,昇益,29.50,11,32.00,22.55,---,---,均線糾擺,無,無,MA 乖離率僅 0.74%,均線糾擺
2374,佳能,67.50,1881,94.96,59.60,---,0.56%,均線糾擺,無,無,MA 乖離率僅 0.08%,均線糾擺
6113,亞矽,22.85,158,29.85,18.45,---,1.65%,均線糾擺,無,無,MA 乖離率僅 0.76%,均線糾擺
6912,益鈞環科*,11.60,174,20.40,11.60,---,---,均線糾擺,無,無,MA 乖離率僅 1.24%,均線糾擺
6804,明係,18.20,74,20.85,15.00,---,---,均線糾擺,無,無,MA 乖離率僅 0.84%,均線糾擺
1443,立益物流,23.80,10,29.80,21.20,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6556,勝品,61.50,9,73.78,58.20,---,---,均線糾擺,無,無,MA 乖離率僅 0.72%,均線糾擺
6771,平和環保-創,41.80,17,50.44,37.85,---,---,均線糾擺,無,無,MA 乖離率僅 0.24%,均線糾擺
2025,千興,12.45,477,15.30,9.01,---,---,均線糾擺,無,無,MA 乖離率僅 0.70%,均線糾擺
6141,柏承,51.90,2287,58.90,10.25,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5243,乙盛-KY,95.40,2761,135.00,68.50,---,1.95%,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (94.57)，進入噴發段,強勢突破 (軌外)
4771,望隼,206.00,148,215.00,170.00,---,3.09%,均線糾擺,無,無,MA 乖離率僅 1.22%,均線糾擺
2303,聯電,143.00,337280,178.50,40.50,📅 預告 (20260914),6.06%,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (137.32)，進入噴發段,強勢突破 (軌外)
3372,典範,14.50,378,25.65,12.95,---,---,均線糾擺,無,無,MA 乖離率僅 1.17%,均線糾擺
4968,立積,90.30,257,166.50,87.60,---,0.76%,均線糾擺,無,無,MA 乖離率僅 0.30%,均線糾擺
6158,禾昌,17.30,39,24.50,16.45,---,3.32%,貼軌運行,無,無,股價於高位貼軌 (17.30 > 1.5σ)，動能強勁,貼軌運行
8454,富邦媒,242.00,308,439.50,170.00,---,4.28%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5603,陸海,13.95,39,20.50,13.93,---,4.6%,均線糾擺,無,無,MA 乖離率僅 0.71%,均線糾擺
8433,弘帆,54.50,10,59.15,46.57,---,7.64%,均線糾擺,無,無,MA 乖離率僅 0.32%,均線糾擺
00991,主動復華未來50,18.00,71063,21.33,9.66,---,---,均線糾擺,無,無,MA 乖離率僅 0.22%,均線糾擺
1540,喬福,19.50,116,28.00,18.80,---,5.35%,均線糾擺,無,無,MA 乖離率僅 0.60%,均線糾擺
2417,圓剛,39.80,1564,56.90,33.40,---,0.55%,離開盤整 (向下),無,連1日大跌,跌破布林下軌 (40.98),離開盤整 (向下)
2402,毅嘉,56.10,1303,77.70,45.40,---,4.8%,進入盤整,無,無,ADX 為 11.11 (低於 20),進入盤整
2351,順德,233.50,7235,240.00,73.20,📅 預告 (20260909),3.17%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2420,新巨,54.20,194,65.30,47.60,---,5.95%,均線糾擺,無,無,MA 乖離率僅 0.85%,均線糾擺
6189,豐藝,47.55,474,56.60,42.50,---,5.06%,均線糾擺,無,無,MA 乖離率僅 0.28%,均線糾擺
7893,睿信,153.00,5,249.00,140.00,---,---,均線糾擺,無,無,MA 乖離率僅 1.00%,均線糾擺
911622,泰聚亨-DR,3.62,1,4.67,3.51,---,---,均線糾擺,無,無,MA 乖離率僅 0.31%,均線糾擺
8222,寶一,36.70,318,58.60,33.75,---,1.46%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7743,金利食安,21.95,54,28.65,18.50,---,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (21.88)，進入噴發段,強勢突破 (軌外)
3499,環天科,14.60,654,21.35,12.40,---,---,強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (13.84)，進入噴發段,強勢突破 (軌外)
6223,旺矽,5490.00,1199,7354.87,1285.00,---,1.5%,進入盤整,連1日大漲,無,ADX 為 19.21 (低於 20),進入盤整
6261,久元,79.30,404,133.50,58.00,---,---,均線糾擺,無,無,MA 乖離率僅 0.69%,均線糾擺
7583,國際海洋,24.70,0,81.00,24.35,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3287,廣寰科,35.45,261,38.50,27.00,---,4.12%,均線糾擺,無,無,MA 乖離率僅 0.49%,均線糾擺
6658,聯策,175.50,235,257.00,46.40,---,1.31%,進入盤整,無,無,ADX 為 18.91 (低於 20),進入盤整
1232,大統益,157.50,90,168.50,136.16,---,---,均線糾擺,無,無,MA 乖離率僅 0.23%,均線糾擺
2732,六角,63.00,7,76.75,60.35,---,---,均線糾擺,無,無,MA 乖離率僅 0.35%,均線糾擺
2497,怡利電,44.25,360,66.80,40.35,---,4.88%,均線糾擺,無,無,MA 乖離率僅 0.73%,均線糾擺
2059,川湖,13905.00,300,14459.00,2907.80,---,1.1%,均線糾擺,無,無,MA 乖離率僅 1.17%,均線糾擺
7773,富禾生醫,33.40,42,46.50,21.00,---,---,進入盤整,無,無,ADX 為 16.19 (低於 20),進入盤整
3434,哲固,29.40,44,41.77,27.90,---,1.03%,均線糾擺,無,無,MA 乖離率僅 0.43%,均線糾擺
6913,鴻呈,136.50,1521,166.00,105.00,---,1.49%,均線糾擺,無,連1日大跌,MA 乖離率僅 0.97%,均線糾擺
00749,凱基新興債10+,30.70,121,32.43,29.61,---,1.31%,均線糾擺,無,無,MA 乖離率僅 0.26%,均線糾擺
3030,德律,282.00,850,419.50,142.50,---,3.79%,均線糾擺,無,無,MA 乖離率僅 0.39%,均線糾擺
1786,科妍,45.90,165,110.50,44.30,---,3.41%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6677,瑩碩生技,17.30,9,29.05,15.60,---,---,均線糾擺,無,無,MA 乖離率僅 1.40%,均線糾擺
9802,鈺齊-KY,72.00,424,112.32,69.30,---,---,均線糾擺,無,無,MA 乖離率僅 0.07%,均線糾擺
3219,倚強科,93.30,711,109.50,51.00,---,0.58%,貼軌運行,無,無,股價於高位貼軌 (93.30 > 1.5σ)，動能強勁,貼軌運行
00918,大華優利高填息30,35.78,149836,35.88,21.28,---,3.92%,貼軌運行,無,無,股價於高位貼軌 (35.78 > 1.5σ)，動能強勁,貼軌運行
7848,騏億鑫,348.50,29,529.00,279.50,---,---,均線糾擺,無,無,MA 乖離率僅 0.37%,均線糾擺
4951,精拓科,79.30,105,140.00,63.70,---,4.65%,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
3022,威強電,91.50,4747,113.00,56.20,---,5.62%,均線糾擺,無,無,MA 乖離率僅 0.86%,均線糾擺
4537,旭東,156.00,145,200.00,32.55,---,---,貼軌運行,無,無,股價於高位貼軌 (156.00 > 1.5σ)，動能強勁,貼軌運行
5906,台南-KY,38.00,1,55.80,35.15,---,1.58%,均線糾擺,無,無,MA 乖離率僅 0.64%,均線糾擺
4167,松瑞藥,18.90,552,21.85,16.70,---,2.15%,均線糾擺,無,無,MA 乖離率僅 1.02%,均線糾擺
00641,富邦日本反1,3.63,4201,5.22,3.61,---,---,均線糾擺,無,無,MA 乖離率僅 0.22%,均線糾擺
7842,天能綠電,99.90,24,188.83,75.80,---,---,均線糾擺,無,無,MA 乖離率僅 1.30%,均線糾擺
00912,中信臺灣智慧50,35.86,238,35.86,18.14,---,2.72%,強勢突破 (軌外),無,無,股價衝破布林上軌 (35.59)，進入噴發段,強勢突破 (軌外)
2743,山富,59.30,148,96.20,55.70,---,1.75%,均線糾擺,無,無,MA 乖離率僅 0.75%,均線糾擺
7686,A-TOP HEALTH BIOTECH CO LTD,983.00,1175,983.00,485.00,---,---,資料不足,連3日大漲,無,缺少 MA5/10/20 指標數據,資料不足
7689,大鵬科CLMX,174.00,45,309.31,155.39,---,---,均線糾擺,無,無,MA 乖離率僅 0.55%,均線糾擺
6617,共信-KY,135.00,534,135.00,60.20,---,---,貼軌運行,連2日大漲,無,股價於高位貼軌 (135.00 > 1.5σ)，動能強勁,貼軌運行
2412,中華電,138.00,8947,146.50,129.50,---,3.72%,貼軌運行,無,無,股價於高位貼軌 (138.00 > 1.5σ)，動能強勁,貼軌運行
009829,UOB ASSET MANAGEMENT (TAIWAN)CO,10.97,27392,10.97,10.03,---,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
8354,冠好,17.45,47,19.00,14.15,---,4.03%,均線糾擺,無,無,MA 乖離率僅 0.22%,均線糾擺
2428,興勤,259.50,1424,343.50,144.50,---,3.96%,均線糾擺,無,無,MA 乖離率僅 0.28%,均線糾擺
2065,世豐,36.35,48,37.50,26.53,---,4.72%,均線糾擺,無,無,MA 乖離率僅 0.20%,均線糾擺
6818,連騰,43.75,1,100.50,32.60,---,---,均線糾擺,無,無,MA 乖離率僅 0.40%,均線糾擺
4536,拓凱,163.00,232,195.00,148.00,---,4.83%,均線糾擺,無,無,MA 乖離率僅 0.90%,均線糾擺
2901,欣欣,23.70,16,26.20,22.45,---,1.42%,均線糾擺,無,無,MA 乖離率僅 0.10%,均線糾擺
00944,野村趨勢動能高息,21.70,303,22.54,13.44,---,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (21.56)，進入噴發段,強勢突破 (軌外)
4554,橙的,29.60,15,34.25,24.70,---,0.95%,均線糾擺,無,無,MA 乖離率僅 0.55%,均線糾擺
6023,元大期,82.90,4199,89.84,70.96,---,---,均線糾擺,無,無,MA 乖離率僅 0.68%,均線糾擺
6173,信昌電,286.50,12478,348.19,39.40,📅 預告 (20260910),3.79%,強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (278.82)，進入噴發段,強勢突破 (軌外)
3224,三顧,33.25,31,52.50,33.20,---,---,均線糾擺,無,無,MA 乖離率僅 1.27%,均線糾擺
3231,緯創,197.00,65569,198.00,109.50,---,3.3%,貼軌運行,無,無,股價於高位貼軌 (197.00 > 1.5σ)，動能強勁,貼軌運行
8930,青鋼,29.90,23,31.85,25.38,---,6.66%,均線糾擺,無,無,MA 乖離率僅 0.31%,均線糾擺
2464,盟立,203.00,16813,222.00,56.90,---,0.6%,進入盤整,無,無,ADX 為 13.11 (低於 20),進入盤整
2248,華勝-KY,60.40,54,66.90,41.85,---,5.75%,均線糾擺,無,無,MA 乖離率僅 0.63%,均線糾擺
7758,睿騰能源,39.00,7,50.40,35.05,---,---,均線糾擺,無,無,MA 乖離率僅 1.33%,均線糾擺
4765,磐采,16.65,3,31.15,11.45,---,---,均線糾擺,無,無,MA 乖離率僅 1.29%,均線糾擺
2884,玉山金,43.55,53426,43.55,29.50,---,3.51%,強勢突破 (軌外),無,無,股價衝破布林上軌 (43.30)，進入噴發段,強勢突破 (軌外)
2007,燁興,6.99,85,9.03,6.88,---,---,均線糾擺,無,無,MA 乖離率僅 0.29%,均線糾擺
6842,瑞宇,72.40,31,161.50,42.90,---,---,貼軌運行,無,無,股價於高位貼軌 (72.40 > 1.5σ)，動能強勁,貼軌運行
4150,優你康,1.58,0,11.40,1.25,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5355,佳總,6.00,126,10.40,5.02,---,---,均線糾擺,無,無,MA 乖離率僅 0.58%,均線糾擺
1725,元禎,32.10,55,41.15,26.40,---,4.13%,貼軌運行,無,無,股價於高位貼軌 (32.10 > 1.5σ)，動能強勁,貼軌運行
006201,元大富櫃50,45.41,137,50.80,21.67,---,3.24%,均線糾擺,無,無,MA 乖離率僅 0.65%,均線糾擺
3184,微邦,23.85,4012,35.05,8.90,---,---,強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (19.04)，進入噴發段,強勢突破 (軌外)
6808,三鼎生技,31.30,68,53.30,23.80,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6116,彩晶,14.20,20848,22.70,6.89,---,---,均線糾擺,無,無,MA 乖離率僅 0.54%,均線糾擺
7815,新特,338.50,116,580.34,136.50,---,---,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (335.53)，進入噴發段,強勢突破 (軌外)
2453,凌群,51.90,207,63.90,50.40,---,4.44%,均線糾擺,無,無,MA 乖離率僅 0.11%,均線糾擺
6735,美達科技,62.80,43,145.00,45.80,---,3.61%,均線糾擺,無,無,MA 乖離率僅 0.22%,均線糾擺
6867,坦德科技,27.65,32,30.00,19.80,---,---,貼軌運行,無,無,股價於高位貼軌 (27.65 > 1.5σ)，動能強勁,貼軌運行
3609,三一東林,19.10,94,52.00,17.55,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4568,科際精密,39.40,4,45.50,38.37,---,4.48%,均線糾擺,無,無,MA 乖離率僅 0.15%,均線糾擺
8923,時報,18.75,0,22.55,18.25,---,3.86%,均線糾擺,無,無,MA 乖離率僅 0.42%,均線糾擺
7789,開展,44.20,0,51.50,31.45,---,---,貼軌運行,無,無,股價於高位貼軌 (44.20 > 1.5σ)，動能強勁,貼軌運行
