代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
6907.TWO,雅特力-KY,192.5,0,0,0,20260713,844,14449,13604,17.1x,12.90%,▲ 順勢追意
009815.TWO,大華美國MAG7+,11.32,0,0,0,20260713,-238,2862,3101,-12.0x,1.34%,▲ 順勢追意
7856.TWO,漢測,3960.0,0,0,0,20260713,0,0,0,N/A,-6.05%,🚨 外資提款
006203.TW,元大MSCI台灣,193.15,0,0,0,20260713,0,0,0,N/A,-1.78%,🚨 外資提款
4755.TW,三福化,137.5,0,0,0,20260713,-491,0,0,N/A,-4.51%,🚨 外資提款
00885.TW,富邦越南,18.42,0,0,0,20260713,-119,0,0,N/A,-3.66%,🚨 外資提款
8272.TWO,全景軟體,68.5,0,0,0,20260713,0,0,0,N/A,1.03%,🚨 外資提款
2204.TW,中華,57.1,0,0,0,20260713,445,0,0,N/A,-0.70%,🚨 外資提款
3558.TWO,神準,143.0,0,0,0,20260713,16,0,0,N/A,6.72%,🚨 外資提款
1326.TW,台化,65.0,0,0,0,20260713,-19027,0,0,N/A,-3.85%,🚨 外資提款
5348.TWO,正能量智能,17.55,0,0,0,20260713,-14,0,0,N/A,11.08%,🚨 外資提款
1225.TW,福懋油,26.4,0,0,0,20260713,-23,0,0,N/A,-5.88%,🚨 外資提款
6940.TWO,格斯科技*,24.4,0,0,0,20260713,0,0,0,N/A,-5.97%,🚨 外資提款
1259.TWO,安心,58.8,0,0,0,20260713,0,0,0,N/A,4.26%,🚨 外資提款
6648.TWO,斯其大,15.0,0,0,0,20260713,0,0,0,N/A,-5.66%,🚨 外資提款
7789.TWO,開展,38.4,0,0,0,20260713,0,0,0,N/A,-0.78%,🚨 外資提款
4115.TWO,善德生技,7.86,0,0,0,20260713,0,0,0,N/A,-1.13%,🚨 外資提款
00851.TW,台新全球AI,73.8,0,0,0,20260713,0,0,0,N/A,2.50%,🚨 外資提款
4528.TWO,江興鍛,15.3,0,0,0,20260713,0,0,0,N/A,-2.86%,🚨 外資提款
9914.TW,美利達,75.4,0,0,0,20260713,-2304,0,0,N/A,-0.66%,🚨 外資提款
1904.TW,正隆,21.9,0,0,0,20260713,2517,0,0,N/A,-8.37%,🚨 外資提款
6419.TWO,京晨科,146.0,0,0,0,20260713,168,0,0,N/A,-3.31%,🚨 外資提款
3673.TW,TPK-KY,76.11,0,0,0,20260713,4464,0,0,N/A,-6.27%,🚨 外資提款
2734.TWO,易飛網,15.1,0,0,0,20260713,0,0,0,N/A,-1.95%,🚨 外資提款
7736.TW,虎山,71.8,0,0,0,20260713,1,0,0,N/A,1.99%,🚨 外資提款
00961.TW,FT臺灣永續高息,12.67,0,0,0,20260713,-2729,0,0,N/A,-1.86%,🚨 外資提款
6947.TWO,台鎔科技,83.8,0,0,0,20260713,0,0,0,N/A,0.36%,🚨 外資提款
00950B.TWO,凱基A級公司債,14.04,0,0,0,20260713,-5488,0,0,N/A,-1.61%,🚨 外資提款
6916.TW,華凌,19.8,0,0,0,20260713,5,0,0,N/A,-5.94%,🚨 外資提款
3191.TWO,雲嘉南,18.45,0,0,0,20260713,0,0,0,N/A,-2.38%,🚨 外資提款
6909.TW,創控,49.85,0,0,0,20260713,-786,0,0,N/A,-13.45%,🚨 外資提款
2458.TW,義隆,183.0,0,0,0,20260713,-30323,0,0,N/A,2.23%,🚨 外資提款
7919.TWO,禾蒼,51.7,0,0,0,20260713,0,0,0,N/A,-2.82%,🚨 外資提款
6615.TWO,慧智,35.45,0,0,0,20260713,0,0,0,N/A,-4.32%,🚨 外資提款
4720.TW,德淵,22.9,0,0,0,20260713,14778,0,0,N/A,-9.02%,🚨 外資提款
6879.TWO,大江基因,37.0,0,0,0,20260713,0,0,0,N/A,0.00%,🚨 外資提款
7744.TWO,崴寶,453.0,0,0,0,20260713,2,0,0,N/A,-2.58%,🚨 外資提款
00760B.TWO,復華新興企業債,54.15,0,0,0,20260713,0,0,0,N/A,-1.01%,🚨 外資提款
3168.TW,眾福科,43.4,0,0,0,20260713,-1,0,0,N/A,-4.72%,🚨 外資提款
2478.TW,大毅,163.5,0,0,0,20260713,-36569,0,0,N/A,-23.10%,🚨 外資提款
9136.TW,巨騰-DR,12.8,0,0,0,20260713,221,0,0,N/A,-4.83%,🚨 外資提款
6885.TW,全福生技,21.4,0,0,0,20260713,5,0,0,N/A,-1.61%,🚨 外資提款
6754.TW,匯僑設計,41.5,0,0,0,20260713,4,0,0,N/A,-2.70%,🚨 外資提款
