股票代碼         名稱              收盤價       最佳均線          勝率%            報酬%       次數        外資5日買 目前狀態                
00685L.TW    群益臺灣加權正2     168.35          3        71.43            1.7        2           16 📉 觀望/賣出             
00686R.TW    群益臺灣加權反1       1.39          5         37.5          -2.81        2           78 📉 觀望/賣出             
00687B.TWO   國泰20年美債       28.42          7        53.33            1.5        3          189 📉 觀望/賣出             
00688L.TW    國泰20年美債正2      7.15          7        57.14           2.72        3         1101 📉 觀望/賣出             
00693U.TW    期街口S&P黃豆      21.87          8        78.26           6.74        3          -41 📉 觀望/賣出             
00696B.TWO   富邦美債20年       29.78         14        56.25           2.32        1         3950 📉 觀望/賣出             
00700.TW     富邦�琤肭磪�       17.74          3        41.67           0.04        5          240 📉 觀望/賣出             
00703.TW     台新MSCI中國      20.66          3        53.85          -0.71        5           -1 📉 觀望/賣出             
00708L.TW    期元大S&P黃金正2   107.25          5        77.78          29.44        3         -267 📉 觀望/賣出             
00712.TW     復華富時不動產        8.71         17          0.0            0.0        0       -22319 📉 觀望/賣出             
00713.TW     元大台灣高息低波       52.5          3        77.78            4.0        3          414 📉 觀望/賣出             
00715L.TW    期街口布蘭特正2       61.6         11        69.44         190.84        0        -3553 📈 持有                
00719B.TWO   元大美債1-3       31.45         11        44.44           0.32        1         -291 📈 持有                
00720B.TWO   元大投資級公司債      33.21         17        38.46          -0.45        1        -8415 📉 觀望/賣出             
00722B.TWO   群益投資級電信債      36.51         13        30.77          -0.96        2         -396 📉 觀望/賣出             
00724B.TWO   群益投資級金融債      34.11          4        58.33           0.69        3          251 📉 觀望/賣出             
00725B.TWO   國泰投資級公司債      35.28         17         50.0           -0.0        1        -5060 📉 觀望/賣出             
00735.TW     國泰臺韓科技         70.0          3        69.23           0.87        3         -227 📉 觀望/賣出             
00738U.TW    期元大道瓊白銀       61.85          5        58.33          12.99        3        -2322 📉 觀望/賣出             
00740B.TWO   富邦全球投等債       38.72         17        53.33           0.14        1         1910 📉 觀望/賣出             
00746B.TWO   未知            35.93         12         50.0           0.36        1          386 📉 觀望/賣出             
00749B.TWO   凱基新興債10+      31.93         19        38.89           0.56        2            2 📉 觀望/賣出             
00751B.TWO   元大AAA至A公司債    32.14         17        38.46          -1.07        2        -3744 📉 觀望/賣出             
00752.TW     中信中國50        24.72          3         50.0          -1.45        5         1119 📉 觀望/賣出             
00753L.TW    中信中國50正2      10.84          4        58.33          -2.28        4        -1201 📉 觀望/賣出             
00757.TW     統一FANG+       109.9         10         50.0          -1.97        3         -253 📉 觀望/賣出             
00761B.TWO   國泰A級公司債       34.72          3        41.67          -0.11        5         -159 📉 觀望/賣出             
00764B.TWO   群益25年美債        28.4         13        53.33            0.9        2         2366 📉 觀望/賣出             
00768B.TWO   復華20年美債       51.65         14         60.0           1.43        1          751 📉 觀望/賣出             
00770.TW     國泰北美科技         51.5         18         37.5          -5.06        2          174 📉 觀望/賣出             
00772B.TWO   中信高評級公司債      33.84         18        41.67          -0.07        1          363 📉 觀望/賣出             
00773B.TWO   中信優先金融債        36.0         13        46.15           0.25        2          167 📉 觀望/賣出             
00780B.TWO   國泰A級金融債       37.83         16        36.84           0.05        2         -138 📉 觀望/賣出             
00795B.TWO   中信美國公債20年     27.61         13        56.25           2.37        1        -3719 📉 觀望/賣出             
00830.TW     國泰費城半導體        55.1          7        55.56          -2.36        3         -565 📉 觀望/賣出             
00852L.TW    未知            27.93         12         40.0          -5.94        2            0 📉 觀望/賣出             
00857B.TWO   永豐20年美公債      23.92         14        56.25           2.42        1          500 📉 觀望/賣出             
00864B.TWO   中信美國公債0-1     46.67         16        42.11           0.63        1          426 📈 持有                
00865B.TW    國泰US短期公債      48.23         16        47.37           0.77        1         -995 📈 持有                
00875.TW     國泰網路資安        38.86         13        53.85           5.58        1          211 📈 持有                
00877.TWO    復華中國5G        28.46          5        33.33          -6.97        8         -406 📉 觀望/賣出             
00878.TW     國泰永續高股息       22.47          5         80.0           5.39        3        10707 📉 觀望/賣出             
00881.TW     國泰台灣科技龍頭      37.31          6        69.57           10.8        2         -225 📈 持有                
00882.TW     中信中國高股息        15.9          3        64.71           5.86        4         -101 📉 觀望/賣出             
00885.TW     富邦越南          17.43          7        41.67          -1.89        4         -888 📉 觀望/賣出             
00887.TWO    永豐中國科技50大     12.75          6        52.94          -0.11        5        -1066 📉 觀望/賣出             
00891.TW     中信關鍵半導體       24.61          4        66.67          14.61        3         2790 📈 持有                
00893.TW     國泰智能電動車       33.42          6        47.37          -1.93        4         1237 📉 觀望/賣出             
00900.TW     富邦特選高股息30     14.32          3        64.29           1.17        3        -1621 📉 觀望/賣出             
00902.TW     中信電池及儲能       13.99          4        52.94           7.71        4          328 📉 觀望/賣出             
00904.TW     新光臺灣半導體30     29.84          5        69.57          16.42        2          887 📈 持有                
00909.TW     國泰數位支付服務      39.85          5         50.0          -6.05        3         2439 📉 觀望/賣出             
00910.TW     第一金太空衛星       56.75          6         45.0           0.72        3          406 📈 持有                
00915.TW     凱基優選高股息30     23.17          6        57.89           2.16        3        -2005 📉 觀望/賣出             
00918.TW     大華優利高填息30     22.66          3        66.67          -0.11        3        -3418 📉 觀望/賣出             
00919.TW     群益台灣精選高息       23.0          3         60.0           0.71        4       -41693 📉 觀望/賣出             
00922.TW     國泰台灣領袖50      28.26          3        71.43           8.41        3       -26730 📉 觀望/賣出             
00923.TW     群益台ESG低碳50    29.03          4         65.0           8.65        3           -1 📉 觀望/賣出             
00924.TW     復華S&P500成長     28.0         16        28.57          -3.81        3         -329 📉 觀望/賣出             
00927.TW     群益半導體收益        25.2          5        73.68          14.78        3          520 📈 持有                
00929.TW     復華台灣科技優息      19.89          4         70.0           6.07        3         1023 📈 持有                
00931B.TWO   統一美債20年       13.84         13        53.33           1.53        1         2334 📉 觀望/賣出             
00933B.TWO   國泰10Y+金融債     16.11         12         50.0           0.56        1       -11617 📉 觀望/賣出             
00936.TW     台新永續高息中小      17.93          5        60.87           9.65        2         2271 📈 持有                
00937B.TWO   群益ESG投等債20+    14.82         14        41.67          -0.12        2       -81406 📉 觀望/賣出             
00939.TW     統一台灣高息動能      15.87          3        73.68           7.89        3          330 📉 觀望/賣出             
00940.TW     元大台灣價值高息       9.74          4        71.43           4.81        3         9971 📉 觀望/賣出             
00941.TW     中信上游半導體       21.76          6        52.17          10.55        2          247 📈 持有                
00942B.TWO   台新美A公司債20+    14.36         12        42.86          -1.41        2          709 📉 觀望/賣出             
00945B.TW    凱基美國非投等債      14.44         10        54.55           0.05        1         1458 📈 持有                
00946.TW     群益科技高息成長      10.17          4        71.43            7.7        2          242 📉 觀望/賣出             
00947.TW     台新臺灣IC設計      25.74          8        72.73          15.48        2         5399 📈 持有                
00948B.TWO   中信優息投資級債       9.46         18        46.15          -0.11        1        -7937 📉 觀望/賣出             
00949.TW     復華日本龍頭         19.4          3        46.15           4.84        3         -311 📉 觀望/賣出             
00950B.TWO   凱基A級公司債       14.18          3        53.33           0.21        5       -69057 📉 觀望/賣出             
00951.TW     台新日本半導體       13.58          6         50.0            9.5        3        -1192 📉 觀望/賣出             
00952.TW     凱基台灣AI50      13.44          3        72.22          10.45        4          274 📈 持有                
00953B.TW    群益優選非投等債       9.65         17         30.0           -0.6        2         5866 📈 持有                
00955.TWO    中信日本商社        15.68          3        71.43           12.4        2         4595 📉 觀望/賣出             
00959B.TWO   大華投等美債15Y+      9.4          5        57.14          -0.31        4         -506 📉 觀望/賣出             
00963.TW     中信全球高股息       12.38          9        66.67           4.71        1          419 📈 持有                
00965.TW     元大航太防衛科技       25.6          3        64.29          -1.94        4         2751 📉 觀望/賣出             
00968B.TWO   元大優息投等債        9.33         17         50.0           0.03        1        -3645 📉 觀望/賣出             
00969B.TWO   未知             8.53          4        55.56           1.03        3         1353 📉 觀望/賣出             
00970B.TWO   新光BBB投等債20+     9.36         18        61.54          -0.13        1          -68 📉 觀望/賣出             
009801.TW    中信美國創新科技      10.43         20        16.67          -5.93        4          157 📉 觀望/賣出             
009803.TW    保德信市值動能50     15.58          7         60.0           8.03        2           26 📈 持有                
009805.TW    新光美國電力基建      15.01          3        57.14           8.72        3         1586 📉 觀望/賣出             
00980A.TW    主動野村臺灣優選      17.76          3         61.9           10.0        5         3494 📈 持有                
009811.TW    統一美國50         11.2         19          0.0           -1.6        2          670 📉 觀望/賣出             
009813.TW    貝萊德標普卓越50     10.03         19          0.0          -1.13        1         1663 📉 觀望/賣出             
009814.TWO   富邦標普500        9.86         13          0.0          -2.81        2           -3 📉 觀望/賣出             
009815.TWO   大華美國MAG7+      9.49         20          0.0          -1.35        0            9 📉 觀望/賣出             
009816.TW    凱基台灣TOP50     10.82          3        71.43           4.75        1        -2324 📉 觀望/賣出             
009817.TW    國泰日本不動產        9.73         15          0.0            0.0        0         1891 📉 觀望/賣出             
00981A.TW    主動統一台股增長      21.04          9        100.0           6.52        0       -21010 📈 持有                
00981B.TWO   第一金優選非投債       9.26         16         50.0          -0.21        1        -8608 📈 持有                
00981D.TWO   主動中信非投等債      10.35         18        28.57          -0.48        1        -7717 📈 持有                
00982A.TW    主動群益台灣強棒      16.84         16         75.0           4.92        0           45 📈 持有                
00982D.TW    主動富邦動態入息      10.05         11          0.0            0.0        0          420 📉 觀望/賣出             
00983A.TW    主動中信ARK創新     10.86         20          0.0            0.0        0          297 📉 觀望/賣出             
00984B.TWO   大華優利美A債15      16.4          4        57.14            0.3        4        -9481 📉 觀望/賣出             
00985A.TW    主動野村台灣50      16.58          3        72.22          11.53        3         1286 📈 持有                
00985B.TW    群益ESG投等債0-5    10.33         17        44.44          -0.33        1        -2767 📈 持有                
00987A.TW    主動台新優勢成長      12.67         16        100.0           9.41        0          245 📈 持有                
00988A.TW    主動統一全球創新       13.2          9         50.0           3.12        0        -1226 📈 持有                
00989A.TW    未知            14.15         20        66.67           0.57        0         -281 📈 持有                
00990A.TW    主動元大AI新經濟     12.37          6         52.0           6.78        3        10819 📈 持有                
00991A.TW    主動復華未來50       13.3          8         75.0           8.13        0        10489 📈 持有                
00992A.TW    主動群益科技創新      13.77          9        100.0           7.83        0        -9057 📈 持有                
00993A.TW    主動安聯台灣        10.95          3        72.73           7.82        1         5570 📈 持有                
00994A.TW    未知            12.74          3        68.18          19.91        4            0 📈 持有                
00995A.TW    主動中信台灣卓越      12.31          3         75.0          11.78        2         1146 📈 持有                
02001L.TW    未知             66.2          7        66.67            3.6        0            0 📈 持有                
02001R.TW    未知             0.72          3          0.0            0.0        0            0 📉 觀望/賣出             
020030.TW    統一智慧電動車N       11.7          3        100.0           4.56        0            0 📈 持有                
1101.TW      台泥             23.9          3        54.55           8.86        4       -15838 📉 觀望/賣出             
1102.TW      亞泥             34.1         13         60.0          -0.57        1       -12983 📉 觀望/賣出             
1110.TW      東泥             15.6          4        46.15           -3.0        5         -199 📉 觀望/賣出             
1203.TW      味王            38.75          4        42.86          -2.05        6          -55 📈 持有                
1210.TW      大成             53.1          3         60.0           3.24        5         2606 📉 觀望/賣出             
1213.TW      大飲             9.77         20          0.0          -5.57        2            0 📉 觀望/賣出             
1216.TW      統一             70.4          6         40.0           -3.1        3        -7911 📉 觀望/賣出             
1218.TW      泰山             19.1          4        56.25           4.37        3          969 📉 觀望/賣出             
1219.TW      福壽            13.55          7        42.86          -2.88        4            5 📉 觀望/賣出             
1220.TW      台榮            12.65          4        44.44            0.8        4           19 📉 觀望/賣出             
1225.TW      福懋油           31.05          7        52.38           7.45        5         -249 📉 觀望/賣出             
1229.TW      聯華             44.6         11         25.0          -3.59        3         -846 📈 持有                
1235.TW      興泰            36.15          5        46.15          -0.33        3          -37 📉 觀望/賣出             
1256.TW      鮮活果汁-KY       156.0          3         40.0          -8.35        5          -85 📉 觀望/賣出             
1259.TWO     安心             60.0          5         37.5          -3.32        4            0 📉 觀望/賣出             
1294.TWO     漢田生技           83.6         19        45.83           4.71        1           40 📉 觀望/賣出             
1295.TWO     生合             70.2         19          0.0            0.0        0           27 📉 觀望/賣出             
1301.TW      台塑             48.6          4        72.73          14.51        3         1007 📈 持有                
1303.TW      南亞             84.2          8        53.33          15.93        2        -5550 📈 持有                
1304.TW      台聚            14.15         15        42.86           6.38        1        -1580 📈 持有                
1305.TW      華夏            15.45         14         45.0           18.2        2        -1250 📈 持有                
1307.TW      三芳             34.8         20         50.0           5.45        0         -454 📈 持有                
1308.TW      亞聚            16.05         14        36.84           0.69        2        -2829 📈 持有                
1309.TW      台達化           17.15         13        45.83          32.74        1        -3471 📈 持有                
1310.TW      台苯            11.85         18        57.14          29.06        1        -2172 📈 持有                
1312.TW      國喬             14.4          6        36.36           -3.8        3        -4237 📈 持有                
1313.TW      聯成             13.1          5        57.14          18.67        4        -1108 📉 觀望/賣出             
1314.TW      中石化            8.65         19        41.18           5.36        0       -37658 📈 持有                
1319.TW      東陽             82.0          5         37.5           3.82        2        -5666 📉 觀望/賣出             
1323.TW      永裕             19.2         18        66.67           0.48        1           -7 📈 持有                
1326.TW      台化             46.6         14        59.09           27.9        1       -16738 📉 觀望/賣出             
1337.TW      再生-KY          6.28          7        52.63          27.28        2         -544 📈 持有                
1338.TW      廣華-KY         15.55          3         60.0           2.44        1           46 📈 持有                
1340.TW      勝悅-KY          7.03          5         45.0           2.29        5            2 📉 觀望/賣出             
1341.TW      富林-KY          59.3          3        77.78           3.31        4           -1 📉 觀望/賣出             
1402.TW      遠東新            26.7         18         20.0          -7.11        5       -29595 📉 觀望/賣出             
1409.TW      新纖             16.7          4        70.59          12.87        2         9268 📈 持有                
1413.TW      宏洲             9.61          6        36.36          -4.24        5          -25 📉 觀望/賣出             
1414.TW      東和             18.8         20        61.11           0.49        2         -109 📉 觀望/賣出             
1418.TW      東華            18.45         19          0.0          -2.99        2           -7 📉 觀望/賣出             
1419.TW      新紡             61.3         11         50.0           2.35        1         -182 📉 觀望/賣出             
1432.TW      大魯閣            18.1         12        42.11           0.54        1         -227 📈 持有                
1434.TW      福懋            16.75         14        44.44            0.7        2         -762 📉 觀望/賣出             
1435.TW      中福            18.55         20        57.14          -2.32        1          -27 📉 觀望/賣出             
1436.TW      華友聯            54.2         18          0.0            0.0        0          429 📉 觀望/賣出             
1438.TW      三地開發          29.55          3         37.5           3.58        3          -15 📉 觀望/賣出             
1439.TW      雋揚             27.7          3         62.5          -0.33        2           -2 📉 觀望/賣出             
1442.TW      名軒            27.05         15        66.67           -1.0        1         -608 📉 觀望/賣出             
1443.TW      立益物流          24.35          3        28.57          -7.08        5          -23 📉 觀望/賣出             
1444.TW      力麗             6.48          3         50.0           4.51        2           75 📈 持有                
1449.TW      佳和            13.05          4         50.0          23.58        4          693 📈 持有                
1453.TW      大將             12.3         17        35.71           2.75        1            0 📉 觀望/賣出             
1455.TW      集盛             9.42          6        73.68          27.78        1         -390 📈 持有                
1456.TW      怡華            13.15          6        31.25          -9.33        7           -5 📉 觀望/賣出             
1459.TW      聯發             11.7          3         60.0           6.42        2          -83 📉 觀望/賣出             
1460.TW      宏遠             6.92         12        68.42           2.29        2         -551 📈 持有                
1466.TW      聚隆             17.8          6        60.87          20.88        2         -480 📉 觀望/賣出             
1470.TW      大統新創          22.75          3         50.0           0.21        4          -12 📉 觀望/賣出             
1471.TW      首利             12.7          4        54.55          28.67        1         -284 📉 觀望/賣出             
1476.TW      儒鴻            372.5         16         37.5           -0.6        1         -194 📉 觀望/賣出             
1477.TW      聚陽            293.0          8        46.15          -0.67        2        -2294 📈 持有                
1503.TW      士電            203.0          7        46.67          20.58        2          137 📉 觀望/賣出             
1504.TW      東元             68.3         19          0.0            0.0        0         1062 📉 觀望/賣出             
1512.TW      瑞利             7.66          4         50.0           0.26        1          -57 📉 觀望/賣出             
1513.TW      中興電           159.5          8        57.14          15.15        2         1641 📈 持有                
1514.TW      亞力            117.5          5        64.29           32.4        2         2257 📈 持有                
1516.TW      川飛             22.3          4        58.82           3.97        6            8 📉 觀望/賣出             
1519.TW      華城            922.0          3        63.64          30.06        1         -475 📉 觀望/賣出             
1522.TW      堤維西           33.85          8         62.5           9.09        1        -2964 📉 觀望/賣出             
1525.TW      江申             61.3          8        45.45          -4.02        3          -20 📉 觀望/賣出             
1528.TW      恩德             23.1          4        66.67           39.5        1         1858 📈 持有                
1529.TW      樂事綠能          27.65          4        71.43          50.38        3          626 📉 觀望/賣出             
1535.TW      中宇             52.7          3        58.33           7.37        5         -174 📉 觀望/賣出             
1536.TW      和大             51.2         20          0.0          -2.39        1          280 📉 觀望/賣出             
1537.TW      廣隆            124.0          4         40.0            0.0        5           33 📉 觀望/賣出             
1538.TW      正峰             17.0          5         50.0          -2.49        3            1 📉 觀望/賣出             
1560.TW      中砂            467.0          3        45.45          15.75        4          162 📉 觀望/賣出             
1563.TW      巧新            40.35         19          0.0            0.0        0           66 📉 觀望/賣出             
1568.TW      倉佑            22.45          3        72.73          11.45        2           27 📉 觀望/賣出             
1569.TWO     濱川             52.4          4        66.67          12.66        2          260 📈 持有                
1582.TW      信錦             92.7         11        55.56          38.54        1         1158 📈 持有                
1583.TW      程泰            43.65          4         62.5           8.55        2          -22 📈 持有                
1584.TWO     精剛             22.5          6        53.33          -6.58        4         -452 📉 觀望/賣出             
1587.TW      吉茂             35.5         15          0.0            0.0        0          -17 📉 觀望/賣出             
1589.TW      永冠-KY           8.4         18          0.0            0.0        0           62 📉 觀望/賣出             
1590.TW      亞德客-KY        978.0         15        73.68          16.75        1          -36 📉 觀望/賣出             
1591.TWO     駿吉-KY          44.0         20        16.67          -2.75        2           13 📉 觀望/賣出             
1593.TWO     祺驊            33.15          4        57.14           5.71        2           -4 📉 觀望/賣出             
1597.TW      直得             79.1          8        55.56           7.79        3          432 📈 持有                
1599.TWO     宏佳騰            25.8          9          0.0          -3.17        1            7 📉 觀望/賣出             
1603.TW      華電             33.8         11        42.86           1.45        2        -2400 📉 觀望/賣出             
1605.TW      華新             32.2          5         50.0          -0.28        3        24119 📉 觀望/賣出             
1608.TW      華榮            33.25         20          0.0           -5.8        1         -122 📉 觀望/賣出             
1609.TW      大亞             34.3          5        71.43           6.58        2        -1294 📉 觀望/賣出             
1611.TW      中電             13.7          6        41.18           3.02        4           25 📈 持有                
1612.TW      宏泰            35.65          8        53.33           6.56        2          479 📈 持有                
1616.TW      億泰            24.25          4         50.0           0.73        3         -121 📉 觀望/賣出             
1623.TW      大東電           201.0          3        42.86           0.98        2          154 📉 觀望/賣出             
1708.TW      東鹼            46.45         18        57.14           5.66        1         3882 📉 觀望/賣出             
1709.TW      和益            18.75         18         50.0           7.42        1           17 📈 持有                
1710.TW      東聯            14.85         17        41.67          -4.16        3        -2278 📈 持有                
1711.TW      永光            43.25         18         80.0          90.95        0        17954 📈 持有                
1714.TW      和桐             9.89          8         50.0           3.15        3         6636 📈 持有                
1717.TW      長興             62.7          5        72.73          30.38        2        -7500 📉 觀望/賣出             
1718.TW      中纖             7.66         20        45.45           -2.6        2        -1922 📈 持有                
1721.TW      三晃            19.75          5        66.67          -3.29        1          408 📉 觀望/賣出             
1722.TW      台肥             47.2         19         50.0          -2.53        2         -538 📉 觀望/賣出             
1723.TW      中碳             76.6          6        58.82          11.79        2         -315 📈 持有                
1725.TW      元禎            35.45          5        54.55           0.89        2         -170 📉 觀望/賣出             
1726.TW      永記             75.5          3        54.55           0.64        4          -42 📉 觀望/賣出             
1727.TW      中華化            54.7         16        53.85          12.44        0        -2035 📈 持有                
1735.TW      日勝化            31.7         18        64.71          72.86        1          117 📈 持有                
1736.TW      喬山            126.0         16          0.0            0.0        0          332 📉 觀望/賣出             
1762.TW      中化生           29.15         10         50.0           0.91        2           96 📉 觀望/賣出             
1773.TW      勝一            149.0          3         50.0           3.33        2         -437 📈 持有                
1776.TW      展宇            16.35          5        41.67           7.95        2          -75 📈 持有                
1784.TWO     訊聯             84.9          5        42.86          -1.27        3         -103 📉 觀望/賣出             
1785.TWO     光洋科           101.5          4        71.43          58.91        4         2059 📈 持有                
1789.TW      神隆            22.15          3        54.55           4.31        3         -440 📉 觀望/賣出             
1795.TW      美時            223.5          7        64.71           9.59        3        -2533 📉 觀望/賣出             
1796.TWO     金穎生技          37.95         11          0.0            0.0        0            5 📉 觀望/賣出             
1799.TWO     易威             40.7         10         50.0          30.36        2           -4 📈 持有                
1802.TW      台玻             61.1          9         50.0           2.96        2        -1420 📈 持有                
1805.TW      寶徠            10.65         16          0.0            0.0        0           -8 📉 觀望/賣出             
1808.TW      潤隆            30.35          3        36.36          -1.39        3          985 📉 觀望/賣出             
1809.TW      中釉             32.5          8        68.75          69.28        2         2069 📈 持有                
1815.TWO     富喬            111.5          4        42.86           8.65        2         1735 📈 持有                
1904.TW      正隆             17.5          7        61.54           2.21        2          -31 📉 觀望/賣出             
2002.TW      中鋼             18.8         13         60.0           4.34        1       -37308 📉 觀望/賣出             
2006.TW      東和鋼鐵           75.0          4         75.0          16.48        2        -3227 📉 觀望/賣出             
2009.TW      第一銅           41.55         18        66.67            0.0        1          316 📉 觀望/賣出             
2010.TW      春源            24.75          3        68.42          11.84        3        -1162 📈 持有                
2012.TW      春雨             16.2          3        22.22          -2.87        5          -74 📈 持有                
2013.TW      中鋼構           43.75          3        57.14           1.04        4           38 📉 觀望/賣出             
2014.TW      中鴻            17.85          5         50.0          11.86        4         2380 📈 持有                
2017.TW      官田鋼            9.91         18        46.67           8.65        1         -203 📈 持有                
2022.TW      聚亨             9.05          3        27.27          -1.43        5         -295 📈 持有                
2023.TW      燁輝            14.45         19         40.0          -1.01        2        -2484 📉 觀望/賣出             
2027.TW      大成鋼            37.5          3        42.86          -2.06        5        -3278 📉 觀望/賣出             
2031.TW      新光鋼           39.55         11        38.89           -2.9        3          423 📈 持有                
2033.TW      佳大            15.65          5        16.67         -11.23        6            7 📉 觀望/賣出             
2034.TW      允強            20.05          8        56.25          -0.79        2           25 📉 觀望/賣出             
2035.TWO     唐榮             28.3          4         30.0           0.86        4            0 📉 觀望/賣出             
2049.TW      上銀            229.5          6         50.0          12.84        3         -873 📉 觀望/賣出             
2059.TW      川湖           3575.0          5        61.11          15.05        3           52 📈 持有                
2061.TWO     風青            17.05          3        14.29          -5.69        4          -71 📉 觀望/賣出             
2064.TWO     晉椿            11.85         10        61.11          -3.26        2            1 📉 觀望/賣出             
2066.TWO     世德             49.7          3        55.56          10.78        4           -3 📉 觀望/賣出             
2067.TWO     嘉鋼             8.24          3        33.33          -4.71        6           19 📈 持有                
2069.TW      運錩             18.5          4        58.82           6.92        4         -117 📉 觀望/賣出             
2072.TWO     世紀風電          237.0         16        58.82          11.71        1            0 📉 觀望/賣出             
2103.TW      台橡            21.95         18         62.5          39.78        1        -2327 📈 持有                
2104.TW      國際中橡           12.7          3         60.0           7.51        3         -139 📈 持有                
2105.TW      正新            29.55          5        53.33          -0.29        3        -2017 📉 觀望/賣出             
2108.TW      南帝             27.6          6        46.67          16.72        3         -314 📈 持有                
2115.TW      六暉-KY         21.45          3        33.33           5.92        3           72 📉 觀望/賣出             
2201.TW      裕隆            27.55         18          0.0            0.0        0         -776 📉 觀望/賣出             
2204.TW      中華             55.7          5        57.14           3.21        3        -1037 📉 觀望/賣出             
2206.TW      三陽工業           58.4          8        66.67           1.68        1         -851 📉 觀望/賣出             
2207.TW      和泰車           485.5         10        41.67          -1.11        3         -540 📉 觀望/賣出             
2208.TW      台船             21.5          4        64.71          11.81        3         -963 📉 觀望/賣出             
2211.TW      長榮鋼           100.0          3        33.33          -2.44        5         -140 📉 觀望/賣出             
2230.TWO     泰茂             34.1         17          0.0            0.0        0           22 📉 觀望/賣出             
2231.TW      為升             80.8          4        45.45           1.03        4           16 📉 觀望/賣出             
2233.TW      宇隆            231.5          4        53.85           3.89        3          196 📉 觀望/賣出             
2235.TWO     謚源             34.9         18        66.67            1.0        1            0 📈 持有                
2236.TW      百達-KY         108.0          3         50.0          -0.91        5         -126 📉 觀望/賣出             
2237.TWO     華德動能           30.8          9         50.0          -2.56        4            0 📈 持有                
2239.TW      英利-KY         23.35         13          0.0            0.0        0           35 📉 觀望/賣出             
2241.TW      艾姆勒            31.5         19          0.0          -1.68        1         -191 📉 觀望/賣出             
2243.TW      宏旭-KY          19.7         14        30.77           -1.3        2          141 📉 觀望/賣出             
2248.TW      華勝-KY         49.75          6        41.18           2.29        3            6 📉 觀望/賣出             
2250.TW      IKKA-KY        64.8          8        33.33           3.27        2          -38 📉 觀望/賣出             
2252.TWO     為昇科            18.6          3        16.67          17.47        5            0 📈 持有                
2254.TW      巨鎧精密-創         69.2         20        70.59          15.72        0          -16 📈 持有                
2258.TW      鴻華先進-創         30.7          6         30.0           0.27        3          -98 📉 觀望/賣出             
2301.TW      光寶科           160.5         12        57.14         -10.17        3         2627 📉 觀望/賣出             
