股票代碼         名稱              收盤價       最佳均線        實戰勝率%          區間報酬%     交易次數       外資5日買超 目前狀態                
00703.TW     台新MSCI中國      20.66          4         50.0          -1.34        7           -1 📉 建議賣出              
00708L.TW    期元大S&P黃金正2   107.25          5         75.0          34.66        4         -267 📉 建議賣出              
00712.TW     復華富時不動產        8.71         10         50.0          -1.03        3       -22319 📉 建議賣出              
00713.TW     元大台灣高息低波       52.5          5        74.07           6.33        3          414 📉 建議賣出              
00715L.TW    期街口布蘭特正2       61.6         11        69.44         190.84        0        -3553 📈 持有 → 繼續持有         
00719B.TWO   元大美債1-3       31.45          4        55.56           1.33        6         -291 📉 建議賣出              
00720B.TWO   元大投資級公司債      33.21         19        33.33           -2.0        3        -8415 📉 建議賣出              
00722B.TWO   群益投資級電信債      36.51          3        41.67          -1.32        8         -396 📈 持有 → 繼續持有         
00724B.TWO   群益投資級金融債      34.11          3        47.62           0.54        9          251 📈 持有 → 繼續持有         
00725B.TWO   國泰投資級公司債      35.28         19        41.18          -1.25        2        -5060 📉 建議賣出              
00735.TW     國泰臺韓科技         70.0          4        64.29          17.66        6         -227 📈 持有 → 繼續持有         
00738U.TW    期元大道瓊白銀       61.85          5        70.83           39.0        3        -2322 📉 建議賣出              
00740B.TWO   富邦全球投等債       38.72          3        42.86          -1.21        9         1910 📈 持有 → 繼續持有         
00746B.TWO   未知            35.93          3        45.45          -1.04        9          386 📈 持有 → 繼續持有         
00749B.TWO   凱基新興債10+      31.93         19        38.89           0.56        2            2 📉 建議賣出              
00751B.TWO   元大AAA至A公司債    32.14         19        30.77          -1.95        4        -3744 📉 建議賣出              
00752.TW     中信中國50        24.72          4        56.25           2.19        6         1119 📉 建議賣出              
00753L.TW    中信中國50正2      10.84          4        61.11          -0.08        5        -1201 📉 建議賣出              
00757.TW     統一FANG+       109.9          3         50.0          -1.75        7         -253 📉 建議賣出              
00761B.TWO   國泰A級公司債       34.72          3        42.86          -1.08        8         -159 📈 持有 → 繼續持有         
00764B.TWO   群益25年美債        28.4         15         50.0          -0.01        2         2366 📉 建議賣出              
00768B.TWO   復華20年美債       51.65         14        57.14           0.55        3          751 📉 建議賣出              
00770.TW     國泰北美科技         51.5         18        33.33          -7.67        3          174 📉 建議賣出              
00772B.TWO   中信高評級公司債      33.84          3        39.13          -1.45        9          363 📈 持有 → 繼續持有         
00773B.TWO   中信優先金融債        36.0          3        43.48           0.14        9          167 📈 持有 → 繼續持有         
00780B.TWO   國泰A級金融債       37.83         16        36.84           0.05        2         -138 📉 建議賣出              
00795B.TWO   中信美國公債20年     27.61         14        52.63           1.22        3        -3719 📉 建議賣出              
00830.TW     國泰費城半導體        55.1         10        52.38          -3.91        5         -565 📈 持有 → 繼續持有         
00852L.TW    未知            27.93         19        33.33          -6.53        2            0 📉 建議賣出              
00857B.TWO   永豐20年美公債      23.92         14         50.0          -0.03        4          500 📉 建議賣出              
00864B.TWO   中信美國公債0-1     46.67          4        52.17           1.61        6          426 📈 持有 → 繼續持有         
00865B.TW    國泰US短期公債      48.23          4        56.52           2.08        5         -995 📈 持有 → 繼續持有         
00875.TW     國泰網路資安        38.86         13        53.85           5.58        1          211 📈 持有 → 繼續持有         
00877.TWO    復華中國5G        28.46          5         37.5          -5.08        9         -406 📈 持有 → 繼續持有         
00878.TW     國泰永續高股息       22.47          5        72.41           6.76        4        10707 📉 建議賣出              
00881.TW     國泰台灣科技龍頭      37.31          6        64.52           13.3        3         -225 📈 持有 → 繼續持有         
00882.TW     中信中國高股息        15.9          3        57.69           4.46        8         -101 📉 建議賣出              
00885.TW     富邦越南          17.43         12        46.15          -2.91        3         -888 📉 建議賣出              
00887.TWO    永豐中國科技50大     12.75          6        52.38          -0.12        6        -1066 📉 建議賣出              
00891.TW     中信關鍵半導體       24.61          6         60.0          15.59        3         2790 📈 持有 → 繼續持有         
00893.TW     國泰智能電動車       33.42          6        52.17            2.5        4         1237 📉 建議賣出              
00900.TW     富邦特選高股息30     14.32          6         64.0           3.17        4        -1621 📈 持有 → 繼續持有         
00902.TW     中信電池及儲能       13.99          5         56.0           9.53        5          328 📉 建議賣出              
00904.TW     新光臺灣半導體30     29.84          5         70.0          21.39        2          887 📈 持有 → 繼續持有         
00909.TW     國泰數位支付服務      39.85         18         50.0          -6.82        2         2439 📈 持有 → 繼續持有         
00910.TW     第一金太空衛星       56.75          3        44.83          -2.69        9          406 📉 建議賣出              
00915.TW     凱基優選高股息30     23.17          5        59.26           4.41        4        -2005 📉 建議賣出              
00918.TW     大華優利高填息30     22.66          6        70.37           1.85        3        -3418 📉 建議賣出              
00919.TW     群益台灣精選高息       23.0          5         60.0           2.74        4       -41693 📉 建議賣出              
00922.TW     國泰台灣領袖50      28.26          4        57.69           6.26        6       -26730 📉 建議賣出              
00923.TW     群益台ESG低碳50    29.03          6        61.29           9.39        3           -1 📈 持有 → 繼續持有         
00924.TW     復華S&P500成長     28.0         16        28.57          -3.81        3         -329 📉 建議賣出              
00927.TW     群益半導體收益        25.2          5        66.67          18.17        3          520 📈 持有 → 繼續持有         
00929.TW     復華台灣科技優息      19.89          6        69.23          11.17        3         1023 📈 持有 → 繼續持有         
00931B.TWO   統一美債20年       13.84         14         50.0           0.12        4         2334 📉 建議賣出              
00933B.TWO   國泰10Y+金融債     16.11          3         45.0           0.34        8       -11617 📈 持有 → 繼續持有         
00936.TW     台新永續高息中小      17.93          3        65.62           10.3        6         2271 📉 建議賣出              
00937B.TWO   群益ESG投等債20+    14.82         19         40.0          -1.63        3       -81406 📉 建議賣出              
00939.TW     統一台灣高息動能      15.87          3        65.62           7.95        7          330 📉 建議賣出              
00940.TW     元大台灣價值高息       9.74          3        68.97           4.01        7         9971 📉 建議賣出              
00941.TW     中信上游半導體       21.76          6        53.12          13.36        3          247 📈 持有 → 繼續持有         
00942B.TWO   台新美A公司債20+    14.36         10         38.1           -2.8        5          709 📉 建議賣出              
00945B.TW    凱基美國非投等債      14.44         17        54.55          -0.23        2         1458 📈 持有 → 繼續持有         
00946.TW     群益科技高息成長      10.17          6        69.23          10.67        2          242 📈 持有 → 繼續持有         
00947.TW     台新臺灣IC設計      25.74          8        69.23          20.21        2         5399 📈 持有 → 繼續持有         
00948B.TWO   中信優息投資級債       9.46         19         40.0          -1.45        3        -7937 📉 建議賣出              
00949.TW     復華日本龍頭         19.4          4        47.83           4.76        6         -311 📉 建議賣出              
00950B.TWO   凱基A級公司債       14.18          3        43.48           -0.6        9       -69057 📈 持有 → 繼續持有         
00951.TW     台新日本半導體       13.58          6        41.67           1.68        5        -1192 📉 建議賣出              
00952.TW     凱基台灣AI50      13.44          6        66.67           9.13        4          274 📈 持有 → 繼續持有         
00953B.TW    群益優選非投等債       9.65          4        53.33           0.54        5         5866 📉 建議賣出              
00955.TWO    中信日本商社        15.68          4        70.83          17.52        5         4595 📉 建議賣出              
00959B.TWO   大華投等美債15Y+      9.4         19        41.18           -1.4        2         -506 📉 建議賣出              
00963.TW     中信全球高股息       12.38          7        65.52           6.11        1          419 📈 持有 → 繼續持有         
00965.TW     元大航太防衛科技       25.6          3        53.85          -4.53        7         2751 📉 建議賣出              
00968B.TWO   元大優息投等債        9.33          3        52.17          -0.17        9        -3645 📈 持有 → 繼續持有         
00969B.TWO   未知             8.53         19         50.0           0.12        2         1353 📉 建議賣出              
00970B.TWO   新光BBB投等債20+     9.36         19        53.33          -1.17        2          -68 📉 建議賣出              
009801.TW    中信美國創新科技      10.43         20        16.67          -5.93        4          157 📉 建議賣出              
009803.TW    保德信市值動能50     15.58          7        57.14           8.89        3           26 📈 持有 → 繼續持有         
009805.TW    新光美國電力基建      15.01          5         60.0          12.67        4         1586 📉 建議賣出              
00980A.TW    主動野村臺灣優選      17.76          6        59.26            9.1        4         3494 📈 持有 → 繼續持有         
009811.TW    統一美國50         11.2         19          0.0           -1.6        2          670 📉 建議賣出              
009813.TW    貝萊德標普卓越50     10.03         19          0.0          -1.13        1         1663 📉 建議賣出              
009814.TWO   富邦標普500        9.86         17          0.0           -3.0        3           -3 📉 建議賣出              
009815.TWO   大華美國MAG7+      9.49         20          0.0          -1.35        0            9 📉 建議賣出              
009816.TW    凱基台灣TOP50     10.82          4        63.64           6.96        2        -2324 📉 建議賣出              
009817.TW    國泰日本不動產        9.73         15          0.0            0.0        0         1891 📉 建議賣出              
00981A.TW    主動統一台股增長      21.04         12        100.0            7.1        0       -21010 📈 持有 → 繼續持有         
00981B.TWO   第一金優選非投債       9.26          3         50.0          -0.19        8        -8608 📈 持有 → 繼續持有         
00981D.TWO   主動中信非投等債      10.35          3        56.25          -0.59        7        -7717 📉 建議賣出              
00982A.TW    主動群益台灣強棒      16.84          5         50.0           6.92        1           45 📈 持有 → 繼續持有         
00982D.TW    主動富邦動態入息      10.05         14          0.0            0.0        0          420 📉 建議賣出              
00983A.TW    主動中信ARK創新     10.86         20          0.0            0.0        0          297 📉 建議賣出              
00984B.TWO   大華優利美A債15      16.4          3        47.37          -1.55        8        -9481 📈 持有 → 繼續持有         
00985A.TW    主動野村台灣50      16.58          6        67.86          13.48        4         1286 📈 持有 → 繼續持有         
00985B.TW    群益ESG投等債0-5    10.33          4        52.94           0.46        7        -2767 📉 建議賣出              
00987A.TW    主動台新優勢成長      12.67         16        100.0           9.41        0          245 📈 持有 → 繼續持有         
00988A.TW    主動統一全球創新       13.2          5        55.56            6.1        1        -1226 📈 持有 → 繼續持有         
00989A.TW    未知            14.15         20        66.67           0.57        0         -281 📈 持有 → 繼續持有         
00990A.TW    主動元大AI新經濟     12.37          5        53.12          12.31        5        10819 📈 持有 → 繼續持有         
00991A.TW    主動復華未來50       13.3         15         75.0           8.13        0        10489 📈 持有 → 繼續持有         
00992A.TW    主動群益科技創新      13.77          5         80.0          13.08        1        -9057 📈 持有 → 繼續持有         
00993A.TW    主動安聯台灣        10.95          5        71.43           9.87        1         5570 📈 持有 → 繼續持有         
00994A.TW    未知            12.74          5        68.97          28.23        3            0 📈 持有 → 繼續持有         
00995A.TW    主動中信台灣卓越      12.31          3         75.0          15.54        4         1146 📈 持有 → 繼續持有         
02001L.TW    未知             66.2          5         60.0           3.76        0            0 📉 建議賣出              
02001R.TW    未知             0.72          6          0.0            0.0        0            0 📈 持有 → 繼續持有         
020030.TW    統一智慧電動車N       11.7          3        100.0           5.03        0            0 📈 持有 → 繼續持有         
1101.TW      台泥             23.9          4        57.14           9.02        4       -15838 📉 建議賣出              
1102.TW      亞泥             34.1         13         60.0          -0.57        1       -12983 📉 建議賣出              
1110.TW      東泥             15.6         15         37.5          -3.03        2         -199 📉 建議賣出              
1203.TW      味王            38.75          5        44.44          -1.32        6          -55 📈 持有 → 繼續持有         
1210.TW      大成             53.1          4         60.0           3.04        6         2606 📉 建議賣出              
1213.TW      大飲             9.77         20          0.0          -5.57        2            0 📉 建議賣出              
1216.TW      統一             70.4          6        38.46          -3.85        5        -7911 📉 建議賣出              
1218.TW      泰山             19.1          9        55.56           3.81        3          969 📈 持有 → 繼續持有         
1219.TW      福壽            13.55          3        46.67           1.13        9            5 📉 建議賣出              
1220.TW      台榮            12.65          4         50.0           1.22        6           19 📉 建議賣出              
1225.TW      福懋油           31.05          6         50.0           7.57        6         -249 📉 建議賣出              
1229.TW      聯華             44.6          7        35.71          -2.67        4         -846 📈 持有 → 繼續持有         
1235.TW      興泰            36.15          6         50.0           3.01        3          -37 📉 建議賣出              
1256.TW      鮮活果汁-KY       156.0          4        38.89          -5.46        7          -85 📈 持有 → 繼續持有         
1259.TWO     安心             60.0          3        42.86           1.66        8            0 📉 建議賣出              
1294.TWO     漢田生技           83.6          3        52.94           10.2        7           40 📉 建議賣出              
1295.TWO     生合             70.2         19          0.0            0.0        0           27 📉 建議賣出              
1301.TW      台塑             48.6          4         60.0           17.1        7         1007 📈 持有 → 繼續持有         
1303.TW      南亞             84.2          9        47.83          18.53        4        -5550 📈 持有 → 繼續持有         
1304.TW      台聚            14.15         15        45.83          14.27        1        -1580 📈 持有 → 繼續持有         
1305.TW      華夏            15.45         16        42.86          23.94        1        -1250 📈 持有 → 繼續持有         
1307.TW      三芳             34.8         20        47.37           3.01        1         -454 📈 持有 → 繼續持有         
1308.TW      亞聚            16.05         16        40.91           3.09        2        -2829 📈 持有 → 繼續持有         
1309.TW      台達化           17.15         14        46.43          28.26        3        -3471 📈 持有 → 繼續持有         
1310.TW      台苯            11.85         14        58.33          32.56        1        -2172 📈 持有 → 繼續持有         
1312.TW      國喬             14.4          6         40.0          -1.13        5        -4237 📈 持有 → 繼續持有         
1313.TW      聯成             13.1          5        59.26           22.5        5        -1108 📈 持有 → 繼續持有         
1314.TW      中石化            8.65         16         30.0           2.37        2       -37658 📈 持有 → 繼續持有         
1319.TW      東陽             82.0          5        36.36          -0.72        4        -5666 📉 建議賣出              
1323.TW      永裕             19.2         18        66.67           0.48        1           -7 📈 持有 → 繼續持有         
1326.TW      台化             46.6          8         64.0          29.36        2       -16738 📈 持有 → 繼續持有         
1337.TW      再生-KY          6.28          7        45.83          16.72        4         -544 📈 持有 → 繼續持有         
1338.TW      廣華-KY         15.55          7         50.0           3.23        1           46 📈 持有 → 繼續持有         
1340.TW      勝悅-KY          7.03          5        47.83           6.51        5            2 📉 建議賣出              
1341.TW      富林-KY          59.3          7         50.0          -0.64        5           -1 📈 持有 → 繼續持有         
1402.TW      遠東新            26.7          3        47.62          -6.39        9       -29595 📉 建議賣出              
1409.TW      新纖             16.7          3        58.33           10.3        7         9268 📉 建議賣出              
1413.TW      宏洲             9.61         16        38.46          -4.93        3          -25 📉 建議賣出              
1414.TW      東和             18.8         20        57.89          -2.48        3         -109 📉 建議賣出              
1418.TW      東華            18.45         19          0.0          -4.69        3           -7 📉 建議賣出              
1419.TW      新紡             61.3         14        42.86           -0.8        1         -182 📉 建議賣出              
1432.TW      大魯閣            18.1          4        31.58          -0.81        7         -227 📉 建議賣出              
1434.TW      福懋            16.75          6        47.83           5.79        3         -762 📈 持有 → 繼續持有         
1435.TW      中福            18.55         20        57.14          -2.32        1          -27 📉 建議賣出              
1436.TW      華友聯            54.2         18          0.0            0.0        0          429 📉 建議賣出              
1438.TW      三地開發          29.55         11         37.5          -0.59        3          -15 📉 建議賣出              
1439.TW      雋揚             27.7          3        55.56           1.59        6           -2 📉 建議賣出              
1442.TW      名軒            27.05         15        66.67           -1.0        1         -608 📉 建議賣出              
1443.TW      立益物流          24.35          3        43.75          -1.61        9          -23 📉 建議賣出              
1444.TW      力麗             6.48          3        52.38          12.27        7           75 📈 持有 → 繼續持有         
1449.TW      佳和            13.05          3         50.0          21.12        8          693 📈 持有 → 繼續持有         
1453.TW      大將             12.3         19        33.33            0.0        1            0 📉 建議賣出              
1455.TW      集盛             9.42          6        71.43          24.46        1         -390 📈 持有 → 繼續持有         
1456.TW      怡華            13.15          5        33.33          -6.63        9           -5 📉 建議賣出              
1459.TW      聯發             11.7          3        36.36           4.19        7          -83 📉 建議賣出              
1460.TW      宏遠             6.92          4        65.38           6.88        5         -551 📉 建議賣出              
1466.TW      聚隆             17.8          6        61.54          27.31        2         -480 📉 建議賣出              
1470.TW      大統新創          22.75          3         40.0          -3.63        7          -12 📈 持有 → 繼續持有         
1471.TW      首利             12.7          3         50.0          38.28        9         -284 📉 建議賣出              
1476.TW      儒鴻            372.5         19        44.44           0.36        2         -194 📉 建議賣出              
1477.TW      聚陽            293.0         19         40.0          -2.48        2        -2294 📉 建議賣出              
1503.TW      士電            203.0          8        52.63          25.62        2          137 📉 建議賣出              
1504.TW      東元             68.3         20          0.0            0.0        0         1062 📉 建議賣出              
1512.TW      瑞利             7.66          3        33.33           4.28        8          -57 📈 持有 → 繼續持有         
1513.TW      中興電           159.5          8        63.16           20.8        2         1641 📈 持有 → 繼續持有         
1514.TW      亞力            117.5          6         60.0          38.18        3         2257 📈 持有 → 繼續持有         
1516.TW      川飛             22.3          4        63.64           6.18        7            8 📉 建議賣出              
1519.TW      華城            922.0          6         44.0          21.51        5         -475 📈 持有 → 繼續持有         
1522.TW      堤維西           33.85          6        54.55           8.48        2        -2964 📉 建議賣出              
1525.TW      江申             61.3          9        42.86          -4.78        4          -20 📉 建議賣出              
1528.TW      恩德             23.1          4        52.63          14.02        6         1858 📈 持有 → 繼續持有         
1529.TW      樂事綠能          27.65          4        61.54          35.84        5          626 📉 建議賣出              
1535.TW      中宇             52.7          3        55.56           10.2        7         -174 📉 建議賣出              
1536.TW      和大             51.2          8         50.0           1.76        2          280 📉 建議賣出              
1537.TW      廣隆            124.0          9        42.86           0.41        3           33 📈 持有 → 繼續持有         
1538.TW      正峰             17.0          6        44.44          -2.86        3            1 📉 建議賣出              
1560.TW      中砂            467.0          6         40.0           0.42        6          162 📈 持有 → 繼續持有         
1563.TW      巧新            40.35         19          0.0            0.0        0           66 📉 建議賣出              
1568.TW      倉佑            22.45          4        57.89          16.17        3           27 📈 持有 → 繼續持有         
1569.TWO     濱川             52.4          4        65.22          13.58        3          260 📈 持有 → 繼續持有         
1582.TW      信錦             92.7         10        56.67          41.74        1         1158 📈 持有 → 繼續持有         
1583.TW      程泰            43.65          4        44.44            7.5        5          -22 📈 持有 → 繼續持有         
1584.TWO     精剛             22.5         16         30.0          -9.66        3         -452 📉 建議賣出              
1587.TW      吉茂             35.5         15          0.0            0.0        0          -17 📉 建議賣出              
1589.TW      永冠-KY           8.4          6        42.86          -1.19        4           62 📈 持有 → 繼續持有         
1590.TW      亞德客-KY        978.0         15        73.68          16.75        1          -36 📉 建議賣出              
1591.TWO     駿吉-KY          44.0         20        16.67          -2.75        2           13 📉 建議賣出              
1593.TWO     祺驊            33.15          4        44.44          15.31        6           -4 📉 建議賣出              
1597.TW      直得             79.1          8        47.62           2.48        4          432 📈 持有 → 繼續持有         
1599.TWO     宏佳騰            25.8          9         20.0          -4.01        1            7 📉 建議賣出              
1603.TW      華電             33.8          9        45.45           1.79        2        -2400 📉 建議賣出              
1605.TW      華新             32.2          5         50.0           4.25        4        24119 📉 建議賣出              
1608.TW      華榮            33.25          8        41.18          -5.07        4         -122 📉 建議賣出              
1609.TW      大亞             34.3          7        66.67           10.0        3        -1294 📉 建議賣出              
1611.TW      中電             13.7          8         45.0           8.56        4           25 📈 持有 → 繼續持有         
1612.TW      宏泰            35.65          8        52.63          11.55        3          479 📈 持有 → 繼續持有         
1616.TW      億泰            24.25         10         50.0           2.99        2         -121 📉 建議賣出              
1623.TW      大東電           201.0          5        46.15           6.03        3          154 📉 建議賣出              
1708.TW      東鹼            46.45         13        60.71          31.33        3         3882 📈 持有 → 繼續持有         
1709.TW      和益            18.75         18         50.0           7.42        1           17 📈 持有 → 繼續持有         
1710.TW      東聯            14.85          4         45.0          -3.31        8        -2278 📈 持有 → 繼續持有         
1711.TW      永光            43.25         18        72.73          80.96        0        17954 📈 持有 → 繼續持有         
1714.TW      和桐             9.89          3        45.83           8.28       11         6636 📈 持有 → 繼續持有         
1717.TW      長興             62.7          5        52.38          30.43        5        -7500 📉 建議賣出              
1718.TW      中纖             7.66         14        52.94           0.15        2        -1922 📈 持有 → 繼續持有         
1721.TW      三晃            19.75          4        52.63          39.46        5          408 📉 建議賣出              
1722.TW      台肥             47.2          3        54.55          -1.68        7         -538 📈 持有 → 繼續持有         
1723.TW      中碳             76.6          8        54.55           9.02        4         -315 📈 持有 → 繼續持有         
1725.TW      元禎            35.45          8        53.33          13.56        4         -170 📈 持有 → 繼續持有         
1726.TW      永記             75.5         12        44.44          -1.05        3          -42 📉 建議賣出              
1727.TW      中華化            54.7          9         50.0          20.12        2        -2035 📈 持有 → 繼續持有         
1735.TW      日勝化            31.7         18        63.16          63.99        1          117 📈 持有 → 繼續持有         
1736.TW      喬山            126.0         19          0.0          -3.86        1          332 📉 建議賣出              
1762.TW      中化生           29.15          3        47.37          10.37        9           96 📉 建議賣出              
1773.TW      勝一            149.0          3         45.0          -0.93        7         -437 📈 持有 → 繼續持有         
1776.TW      展宇            16.35          7        41.67           7.64        3          -75 📈 持有 → 繼續持有         
1784.TWO     訊聯             84.9         14         40.0          -4.68        1         -103 📉 建議賣出              
1785.TWO     光洋科           101.5          4         68.0          65.97        4         2059 📈 持有 → 繼續持有         
1789.TW      神隆            22.15          3        56.52          13.67        8         -440 📉 建議賣出              
1795.TW      美時            223.5          7        64.71           9.59        3        -2533 📉 建議賣出              
1796.TWO     金穎生技          37.95         11          0.0            0.0        0            5 📉 建議賣出              
1799.TWO     易威             40.7          4        72.22          39.96        3           -4 📈 持有 → 繼續持有         
1802.TW      台玻             61.1          3        55.56          76.94        6        -1420 📉 建議賣出              
1805.TW      寶徠            10.65         16          0.0            0.0        0           -8 📉 建議賣出              
1808.TW      潤隆            30.35         15        33.33          -1.94        0          985 📈 持有 → 繼續持有         
1809.TW      中釉             32.5          7         60.0           69.2        3         2069 📈 持有 → 繼續持有         
1815.TWO     富喬            111.5          4         50.0          17.31        6         1735 📈 持有 → 繼續持有         
1904.TW      正隆             17.5          4         60.0          -0.81        5          -31 📉 建議賣出              
2002.TW      中鋼             18.8         18         60.0           4.65        1       -37308 📉 建議賣出              
2006.TW      東和鋼鐵           75.0          4        68.97          14.97        4        -3227 📉 建議賣出              
2009.TW      第一銅           41.55         18        66.67            0.0        1          316 📉 建議賣出              
2010.TW      春源            24.75         19        66.67          14.66        1        -1162 📈 持有 → 繼續持有         
2012.TW      春雨             16.2          4        41.18           3.77        5          -74 📈 持有 → 繼續持有         
2013.TW      中鋼構           43.75          5         50.0           3.36        4           38 📉 建議賣出              
2014.TW      中鴻            17.85          5        45.45           7.49        6         2380 📈 持有 → 繼續持有         
2017.TW      官田鋼            9.91         18        43.75           8.05        1         -203 📈 持有 → 繼續持有         
2022.TW      聚亨             9.05          3         35.0           1.99        9         -295 📈 持有 → 繼續持有         
2023.TW      燁輝            14.45         19        33.33          -2.33        3        -2484 📉 建議賣出              
2027.TW      大成鋼            37.5         14        46.15           0.83        3        -3278 📈 持有 → 繼續持有         
2031.TW      新光鋼           39.55         11         38.1          -3.66        4          423 📈 持有 → 繼續持有         
2033.TW      佳大            15.65          8        31.58          -9.64        6            7 📉 建議賣出              
2034.TW      允強            20.05          8        61.11           4.04        2           25 📉 建議賣出              
2035.TWO     唐榮             28.3          4        31.25          -0.74        6            0 📉 建議賣出              
2049.TW      上銀            229.5          3        47.83          18.13        9         -873 📉 建議賣出              
2059.TW      川湖           3575.0          5        57.14          10.75        3           52 📈 持有 → 繼續持有         
2061.TWO     風青            17.05         19         20.0          -3.21        1          -71 📉 建議賣出              
2064.TWO     晉椿            11.85         14         50.0          -5.26        3            1 📉 建議賣出              
2066.TWO     世德             49.7          3         50.0          14.22        7           -3 📉 建議賣出              
2067.TWO     嘉鋼             8.24         13         40.0          -4.67        3           19 📉 建議賣出              
2069.TW      運錩             18.5          4        54.55           7.42        5         -117 📉 建議賣出              
2072.TWO     世紀風電          237.0         16        58.82          11.71        1            0 📉 建議賣出              
2103.TW      台橡            21.95         14        62.96           43.0        1        -2327 📈 持有 → 繼續持有         
2104.TW      國際中橡           12.7          3        54.55          20.52        8         -139 📈 持有 → 繼續持有         
2105.TW      正新            29.55          3         50.0          -0.33        9        -2017 📉 建議賣出              
2108.TW      南帝             27.6          6         50.0          20.51        4         -314 📈 持有 → 繼續持有         
2115.TW      六暉-KY         21.45          6         40.0           4.27        3           72 📉 建議賣出              
2201.TW      裕隆            27.55         18          0.0            0.0        0         -776 📉 建議賣出              
2204.TW      中華             55.7          5        52.94           1.99        4        -1037 📉 建議賣出              
2206.TW      三陽工業           58.4          7        64.29           1.17        3         -851 📉 建議賣出              
2207.TW      和泰車           485.5         17        45.45          -4.05        2         -540 📉 建議賣出              
2208.TW      台船             21.5          4        66.67          19.15        4         -963 📉 建議賣出              
2211.TW      長榮鋼           100.0          3        44.44          -3.85       10         -140 📉 建議賣出              
