日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-09-12,2317,鴻海,248.0,241.21,2000,13580,2.81%
2026-09-12,4142,國光生,17.2,25.32,1000,-8120,-32.07%
2026-09-12,0050,元大台灣50,109.65,46.6,16000,1008800,135.30%
2026-09-12,0056,元大高股息,55.75,36.43,4000,77280,53.03%
2026-09-12,00635U,期元大S&P黃金,45.3,55.25,3000,-29850,-18.01%
2026-09-12,00738U,期元大道瓊白銀,52.6,66.26,1000,-13660,-20.62%
2026-09-12,00929,復華台灣科技優息,29.12,19.73,8000,75120,47.59%
2026-09-12,009816,凱基台灣TOP50,16.11,11.01,63000,321300,46.32%
2026-09-12,00990A,主動元大AI新經濟,15.16,11.48,5000,18400,32.06%
2026-09-12,2009,第一銅,39.0,50.56,4000,-46240,-22.86%
2026-09-12,2337,旺宏,119.0,95.28,2000,47440,24.90%
2026-09-12,2409,友達,30.2,16.21,2000,27980,86.30%
2026-09-12,3481,群創,47.7,25.1,4000,90400,90.04%
2026-09-12,3105,穩懋,437.5,556.47,300,-35691,-21.38%
2026-09-12,4966,譜瑞-KY,528.0,1921.64,1000,-1393640,-72.52%
2026-09-12,2327,國巨*,544.0,1030.0,1,-486,-47.18%
2026-09-12,00403A,主動統一升級50,10.35,10.68,26000,-8580,-3.09%
2026-09-12,00981A,主動統一台股增長,29.92,27.48,2000,4880,8.88%
2026-09-12,2330,台積電,2410.0,225.55,10,21844,968.50%
2026-09-12,6789,采鈺,446.0,593.5,400,-59000,-24.85%
2026-09-12,6849,奇鼎科技,181.0,266.4,280,-23912,-32.06%
2026-09-12,7853,政美應用,315.0,409.29,280,-26401,-23.04%
2026-09-12,3576,聯合再生,16.4,18.15,5000,-8750,-9.64%
2026-09-12,1721,三晃,22.4,27.88,3000,-16450,-19.67%
2026-09-12,8215,明基材,25.05,31.6,200,-1310,-20.73%
2026-09-12,00405A,主動富邦台灣龍耀,8.78,9.34,11000,-6160,-6.00%
2026-09-12,5498,凱崴,50.6,69.61,188,-3574,-27.31%
2026-09-12,1301,台塑,64.6,50.5,100,1410,27.92%
2026-09-12,6498,久禾光,65.5,67.3,12,-22,-2.67%
2026-09-12,009821,野村稀土關鍵資源,15.01,17.3,12000,-27480,-13.24%
