日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-17,2367.TW,燿華,68.5,-2.7,40303,💧 築底觀察,-10.31,-1.76
2026-04-17,4956.TW,光鋐,49.75,9.94,7113,⚠️ 超買警示,111.06,2.21
2026-04-17,3049.TW,精金,13.8,6.98,32411,⚠️ 超買警示,100.85,0.38
