Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority
2317,鴻海,2026-04-20,-,207.5,197.12,228.25,即時分析,🟢 續抱/買進,0,55.67,-,1
3702,大聯大,2026-04-20,看漲 FVG,100.5,95.47,110.55,即時分析,🎯 看漲 FVG 訊號,0,58.01,-,1
2485,兆赫,2026-04-20,看跌 FVG,71.0,67.45,78.1,即時分析,🔴 建議賣出,1,48.49,-,1
2367,燿華,2026-04-20,看跌 FVG,65.6,62.32,72.16,即時分析,🔴 建議賣出,0,37.31,-,1
4142,國光生,2026-04-20,看跌 FVG,18.05,17.15,19.86,即時分析,🔴 建議賣出,1,52.83,-,1
0050,元大台灣50,2026-04-20,-,84.55,80.32,93.01,即時分析,🟢 續抱/買進,0,70.52,-,1
0056,元大高股息,2026-04-20,看漲 FVG,41.47,39.4,45.62,即時分析,🎯 看漲 FVG 訊號,1,70.65,-,1
009816,凱基台灣TOP50,2026-04-20,-,12.07,11.47,13.28,即時分析,🟢 續抱/買進,0,71.53,-,1
2009,第一銅,2026-04-20,-,39.7,37.72,43.67,即時分析,🔴 建議賣出,1,50.89,-,1
2337,旺宏,2026-04-20,看跌 FVG,120.5,114.47,132.55,即時分析,🔴 建議賣出,1,51.52,-,1
2352,佳世達,2026-04-20,看漲 FVG,25.65,24.37,28.21,即時分析,🎯 看漲 FVG 訊號,1,66.0,-,1
2409,友達,2026-04-20,-,19.25,18.29,21.18,即時分析,🔴 建議賣出,0,74.16,-,1
3481,群創,2026-04-20,看跌 FVG,26.15,24.84,28.77,即時分析,🔴 建議賣出,0,54.29,-,1
6136,富爾特,2026-04-20,-,24.5,23.27,26.95,即時分析,🟡 監控中,0,51.22,-,1
6806,森崴能源,2026-04-20,看漲 FVG,27.1,25.75,29.81,即時分析,🎯 看漲 FVG 訊號,0,26.25,-,1
3105,穩懋,2026-04-20,看漲 FVG,592.0,562.4,651.2,即時分析,🎯 看漲 FVG 訊號,1,79.83,-,1
4966,譜瑞-KY,2026-04-20,-,532.0,505.4,585.2,即時分析,🔴 建議賣出,1,65.6,-,1
6188,廣明,2026-04-20,-,85.8,81.51,94.38,即時分析,🔴 建議賣出,1,37.2,-,1
7792,安葆,2026-04-20,-,359.5,341.52,395.45,即時分析,🔴 建議賣出,1,75.1,-,1
2327,國巨*,2026-04-20,-,319.5,303.52,351.45,即時分析,🟢 續抱/買進,0,72.8,-,1
3714,富采,2026-04-20,-,77.4,73.53,85.14,即時分析,🟢 續抱/買進,0,74.56,-,1
1802,台玻,2026-04-20,-,70.9,67.36,77.99,即時分析,🟢 續抱/買進,1,80.83,-,1
1721,三晃,2026-04-20,看漲 FVG,22.55,21.42,24.81,即時分析,🎯 看漲 FVG 訊號,1,59.3,-,1
8104,錸寶,2026-04-20,看漲 FVG,38.7,36.77,42.57,即時分析,🎯 看漲 FVG 訊號,1,68.24,-,1
