
📅 投資日報表: 2026-09-02
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 249.50   | 251.00   | 246.00   | 250.00   | 34,461,565   | 241.21      | 2000     | ▲17,580   |   +3.64%
4142     | 國光生        | 18.00    | 18.00    | 17.70    | 17.75    | 572,423      | 25.32       | 1000     | ▼7,570    |  -29.90%
0050     | 元大台灣50     | 105.60   | 106.25   | 105.00   | 106.25   | 63,750,315   | 46.60       | 16000    | ▲954,400  | +128.00%
0056     | 元大高股息      | 54.00    | 54.45    | 53.75    | 53.85    | 18,650,777   | 36.43       | 4000     | ▲69,680   |  +47.82%
00635U   | 期元大S&P黃金   | 47.50    | 47.63    | 47.30    | 47.38    | 3,444,085    | 55.25       | 3000     | ▼23,610   |  -14.24%
00738U   | 期元大道瓊白銀    | 52.95    | 53.15    | 52.30    | 53.10    | 5,915,231    | 66.26       | 1000     | ▼13,160   |  -19.86%
00929    | 復華台灣科技優息   | 29.31    | 29.34    | 29.06    | 29.13    | 16,995,377   | 19.73       | 8000     | ▲75,200   |  +47.64%
009816   | 凱基台灣TOP50  | 15.62    | 15.65    | 15.55    | 15.59    | 81,196,246   | 11.01       | 63000    | ▲288,540  |  +41.60%
00990A   | 主動元大AI新經濟  | 15.77    | 15.77    | 15.36    | 15.37    | 16,058,722   | 11.48       | 5000     | ▲19,450   |  +33.89%
2009     | 第一銅        | 41.25    | 41.40    | 40.20    | 40.85    | 1,492,487    | 50.56       | 4000     | ▼38,840   |  -19.20%
2337     | 旺宏         | 124.00   | 127.50   | 122.50   | 126.00   | 35,612,781   | 95.28       | 2000     | ▲61,440   |  +32.24%
2409     | 友達         | 25.75    | 26.65    | 25.40    | 26.65    | 161,612,940  | 16.21       | 2000     | ▲20,880   |  +64.40%
3481     | 群創         | 48.15    | 50.50    | 47.60    | 49.85    | 263,321,626  | 25.10       | 4000     | ▲99,000   |  +98.61%
3105     | 穩懋         | 434.50   | 471.00   | 425.00   | 447.50   | 51,035,647   | 556.47      | 300      | ▼32,691   |  -19.58%
4966     | 譜瑞-KY      | 576.00   | 582.00   | 570.00   | 578.00   | 481,205      | 1921.64     | 1000     | ▼1,343,640 |  -69.92%
2327     | 國巨*        | 580.00   | 590.00   | 538.00   | 545.00   | 67,717,280   | 1030.00     | 1        | ▼485      |  -47.09%
00403A   | 主動統一升級50   | 10.32    | 10.44    | 10.32    | 10.36    | 428,992,876  | 10.68       | 26000    | ▼8,320    |   -3.00%
00981A   | 主動統一台股增長   | 29.83    | 30.29    | 29.75    | 30.09    | 215,486,505  | 27.48       | 2000     | ▲5,220    |   +9.50%
2330     | 台積電        | 2395.00  | 2405.00  | 2375.00  | 2405.00  | 27,171,787   | 225.55      | 10       | ▲21,794   | +966.28%
6789     | 采鈺         | 455.00   | 467.50   | 449.00   | 467.50   | 1,412,268    | 593.50      | 400      | ▼50,400   |  -21.23%
6849     | 奇鼎科技       | 135.00   | 135.50   | 129.50   | 134.00   | 125,580      | 266.40      | 280      | ▼37,072   |  -49.70%
7853     | 政美應用       | 299.00   | 339.50   | 290.00   | 326.00   | 958,454      | 409.29      | 280      | ▼23,321   |  -20.35%
3576     | 聯合再生       | 17.35    | 18.20    | 17.10    | 18.20    | 37,818,140   | 18.15       | 5000     | ▲250      |   +0.28%
1721     | 三晃         | 20.30    | 20.90    | 19.45    | 20.55    | 626,192      | 27.88       | 3000     | ▼22,000   |  -26.30%
8215     | 明基材        | 26.25    | 26.25    | 25.10    | 25.60    | 938,014      | 31.60       | 200      | ▼1,200    |  -18.99%
00405A   | 主動富邦台灣龍耀   | 8.60     | 8.75     | 8.51     | 8.75     | 69,749,354   | 9.34        | 11000    | ▼6,490    |   -6.32%
5498     | 凱崴         | 56.40    | 61.30    | 55.50    | 56.20    | 7,709,013    | 69.61       | 188      | ▼2,521    |  -19.26%
1301     | 台塑         | 61.90    | 66.20    | 61.90    | 66.20    | 62,867,727   | 50.50       | 100      | ▲1,570    |  +31.09%
6498     | 久禾光        | 74.50    | 75.20    | 73.80    | 74.40    | 68,000       | 67.30       | 12       | ▲85       |  +10.55%
009821   | 野村稀土關鍵資源   | 15.95    | 16.00    | 15.87    | 15.92    | 7,904,296    | 17.30       | 12000    | ▼16,560   |   -7.98%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:          +7,209 (  +0.11%)
