日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-09-02,2317,鴻海,250.0,241.21,2000,17580,3.64%
2026-09-02,4142,國光生,17.75,25.32,1000,-7570,-29.90%
2026-09-02,0050,元大台灣50,106.25,46.6,16000,954400,128.00%
2026-09-02,0056,元大高股息,53.85,36.43,4000,69680,47.82%
2026-09-02,00635U,期元大S&P黃金,47.38,55.25,3000,-23610,-14.24%
2026-09-02,00738U,期元大道瓊白銀,53.1,66.26,1000,-13160,-19.86%
2026-09-02,00929,復華台灣科技優息,29.13,19.73,8000,75200,47.64%
2026-09-02,009816,凱基台灣TOP50,15.59,11.01,63000,288540,41.60%
2026-09-02,00990A,主動元大AI新經濟,15.37,11.48,5000,19450,33.89%
2026-09-02,2009,第一銅,40.85,50.56,4000,-38840,-19.20%
2026-09-02,2337,旺宏,126.0,95.28,2000,61440,32.24%
2026-09-02,2409,友達,26.65,16.21,2000,20880,64.40%
2026-09-02,3481,群創,49.85,25.1,4000,99000,98.61%
2026-09-02,3105,穩懋,447.5,556.47,300,-32691,-19.58%
2026-09-02,4966,譜瑞-KY,578.0,1921.64,1000,-1343640,-69.92%
2026-09-02,2327,國巨*,545.0,1030.0,1,-485,-47.09%
2026-09-02,00403A,主動統一升級50,10.36,10.68,26000,-8320,-3.00%
2026-09-02,00981A,主動統一台股增長,30.09,27.48,2000,5220,9.50%
2026-09-02,2330,台積電,2405.0,225.55,10,21794,966.28%
2026-09-02,6789,采鈺,467.5,593.5,400,-50400,-21.23%
2026-09-02,6849,奇鼎科技,134.0,266.4,280,-37072,-49.70%
2026-09-02,7853,政美應用,326.0,409.29,280,-23321,-20.35%
2026-09-02,3576,聯合再生,18.2,18.15,5000,250,0.28%
2026-09-02,1721,三晃,20.55,27.88,3000,-22000,-26.30%
2026-09-02,8215,明基材,25.6,31.6,200,-1200,-18.99%
2026-09-02,00405A,主動富邦台灣龍耀,8.75,9.34,11000,-6490,-6.32%
2026-09-02,5498,凱崴,56.2,69.61,188,-2521,-19.26%
2026-09-02,1301,台塑,66.2,50.5,100,1570,31.09%
2026-09-02,6498,久禾光,74.4,67.3,12,85,10.55%
2026-09-02,009821,野村稀土關鍵資源,15.92,17.3,12000,-16560,-7.98%
