eps,prev_year,om,status,symbol,date,expansion,gm,advice,prev_rev_yoy,prev_eps_yoy,est_price,rev_yoy,prev_eps,name,pe,eps_yoy,price
0.42,2025,N/A,📉 獲利侵蝕,4994.TW,2026-03,-104.03,N/A,❌ 暫避觀望,-25.18,-59.0,79.64999999999999,55.25,1.96,傳奇,15.32956714235405,-48.78,81.4000015259
2.1,2025,N/A,📉 獲利侵蝕,6263.TWO,2026-03,-104.44,N/A,⚪ 中性觀察,0.24,-3.37,305.25,104.44,8.32,普萊德,8.5012285012285,0.0,173.0
57.49,2025,N/A,⚠️ 獲利稀釋,5289.TWO,2026-03,-104.47000000000003,N/A,⚪ 中性觀察,59.96,75.21,1460.5500000000002,1546.32,21.72,宜鼎,14.583547293827666,1441.85,1420.0
3.4,2025,N/A,⚠️ 獲利稀釋,5864.TWO,2026-03,-104.48999999999995,N/A,⚪ 中性觀察,42.16,56.1,100.5,495.09,2.56,致和證,5.35820918297015,390.6,35.9000015259
-0.75,2025,-991.43%,🏰 高護城河,1418.TW,2026-03,-104.86,208.69%,⚪ 數據不足,-48.0,-373.33,-87.00000000000001,95.77,-1.29,東華,0.0,-9.09,17.6499996185
4.08,2025,11.29%,🏰 高護城河,2752.TWO,2026-03,-105.65,52.30%,⚪ 中性觀察,11.58,-3.09,557.25,111.9,15.04,豆府,4.764468371467026,6.25,177.0
1.13,2025,50.09%,🏰 高護城河,4763.TW,2026-03,-106.18,57.83%,⚪ 中性觀察,-15.8,-92.76,239.25,11.68,6.1,材料*-KY,3.2288401253918497,-94.5,51.5
30.05,2025,35.36%,⚠️ 獲利稀釋,3260.TWO,2026-03,-106.47000000000003,48.37%,⚪ 中性觀察,32.13,144.7,1017.0,1813.26,23.18,威剛,6.0840707964601775,1706.79,412.5
0.34,2025,5.55%,📉 獲利侵蝕,3310.TWO,2026-03,-107.1,21.56%,⚪ 中性觀察,84.93,34.17,136.35,22.14,3.39,佳穎,7.612760940396039,-84.96,69.1999969482
1.63,2025,N/A,⚠️ 獲利稀釋,6658.TW,2026-03,-107.41000000000003,N/A,❌ 暫避觀望,30.53,24.77,55.04999999999999,436.36,1.38,聯策,49.86376021798366,328.95,183.0
0.32,2025,N/A,📉 獲利侵蝕,1540.TW,2026-03,-107.52,N/A,⚪ 中性觀察,-0.53,-47.64,31.5,71.52,1.11,喬福,9.35714267547619,-36.0,19.6499996185
0.29,2025,19.86%,🏰 高護城河,1786.TW,2026-03,-107.71000000000001,75.32%,⚪ 中性觀察,0.37,-35.61,67.2,44.42,2.24,科妍,10.301339626316963,-63.29,46.1500015259
2.82,2025,28.69%,📉 獲利侵蝕,3217.TWO,2026-03,-109.0,49.95%,⚪ 中性觀察,19.44,12.8,453.6,104.27,12.69,優群,4.480820105820105,-4.73,135.5
14.68,2025,N/A,⚠️ 獲利稀釋,7734.TWO,2026-03,-109.34,N/A,❌ 暫避觀望,27.91,-26.31,1336.05,153.11,33.5,印能科技,31.37981362972943,43.77,2795.0
1.64,2025,N/A,⚠️ 獲利稀釋,6791.TWO,2026-03,-109.71,N/A,⚪ 中性觀察,19.26,0.0,168.75,187.97,4.16,虎門科技,8.933333333333334,78.26,100.5
-0.39,2025,-23.61%,📉 獲利侵蝕,4198.TWO,2026-03,-109.91999999999999,30.43%,⚪ 數據不足,-15.0,-14.62,-74.55000000000001,95.21,-1.96,欣大健康,0.0,-14.71,47.0
2.36,2025,21.47%,🏰 高護城河,2640.TWO,2026-03,-110.06,51.63%,⚪ 中性觀察,4.37,0.9,333.29999999999995,119.83,9.01,大車隊,7.133213321332134,9.77,158.5
1.39,2025,18.21%,📉 獲利侵蝕,3152.TWO,2026-03,-110.48,44.03%,⚪ 中性觀察,-15.61,51.69,391.95000000000005,105.69,9.42,璟德,9.184845005740527,-4.79,240.0
1.01,2025,N/A,📉 獲利侵蝕,6859.TWO,2026-03,-110.68,N/A,❌ 暫避觀望,35.45,-8.36,100.35000000000001,64.12,2.86,伯特光,16.965620328849027,-46.56,113.5
8.44,2025,8.88%,📉 獲利侵蝕,2379.TW,2026-03,-111.19,48.08%,⚪ 中性觀察,8.21,-4.02,1165.6499999999999,101.71,28.77,瑞昱,9.57405739287093,-9.48,744.0
0.37,2025,38.82%,⚠️ 獲利稀釋,2633.TW,2026-03,-111.27,43.22%,⚪ 中性觀察,2.75,1.74,45.75000000000001,123.39,1.17,台灣高鐵,8.590164184557377,12.12,26.2000007629
0.45,2025,15.38%,⚠️ 獲利稀釋,3051.TW,2026-03,-111.60000000000001,33.67%,⚪ 中性觀察,-0.63,-49.5,34.5,113.93,1.01,力特,9.891304347826088,2.33,22.75
0.87,2025,N/A,📉 獲利侵蝕,5508.TWO,2026-03,-112.39,N/A,⚪ 中性觀察,-74.75,-80.85,119.39999999999999,76.83,3.07,永信建,6.70854290526382,-35.56,53.4000015259
3.56,2025,30.40%,🏰 高護城河,4583.TW,2026-03,-112.84,51.18%,❌ 暫避觀望,1.32,-15.13,438.9,98.42,12.0,台灣精銳,16.35338345864662,-14.42,478.5
0.54,2025,N/A,⚠️ 獲利稀釋,5212.TWO,2026-03,-112.86,N/A,⚪ 中性觀察,15.91,23.44,122.09999999999998,125.36,4.74,凌網,5.724815537358723,12.5,46.5999984741
-0.04,2025,N/A,📉 獲利侵蝕,5523.TWO,2026-03,-113.7,N/A,⚪ 數據不足,-98.98,-116.36,-3.9000000000000004,13.7,-0.09,豐謙,0.0,-100.0,30.3500003815
4.7,2025,32.41%,⚠️ 獲利稀釋,3526.TWO,2026-03,-113.8,48.09%,⚪ 中性觀察,22.33,5.64,633.6,128.79,16.97,凡甲,6.73532196969697,14.99,284.5
1.16,2025,N/A,⚠️ 獲利稀釋,6907.TWO,2026-03,-113.94999999999999,N/A,⚪ 數據不足,1.91,24.55,0.0,403.24,2.08,雅特力-KY,0.0,289.29,191.0
2.8,2025,N/A,⚠️ 獲利稀釋,7738.TWO,2026-03,-114.82000000000001,N/A,⚪ 中性觀察,30.15,44.26,545.5500000000001,117.76,14.61,東聯互動,4.7016772064888634,2.94,171.0
1.83,2025,N/A,⚠️ 獲利稀釋,6904.TWO,2026-03,-114.91999999999999,N/A,⚪ 中性觀察,-3.05,-48.04,183.6,164.92,5.44,伯鑫,10.17156862745098,50.0,124.5
0.52,2025,-18.85%,🔄 轉虧為盈,3066.TWO,2026-03,-115.12,38.23%,⚪ 數據不足,10.12,-207.69,-67.35000000000001,269.86,-1.4,李洲,0.0,154.74,25.7999992371
2.59,2025,5.98%,🏰 高護城河,2915.TW,2026-03,-115.60000000000001,58.30%,⚪ 中性觀察,-16.33,-28.5,339.15,97.54,9.29,潤泰全,2.529854080623618,-18.06,57.2000007629
0.05,2025,N/A,📉 獲利侵蝕,3164.TW,2026-03,-116.14000000000001,N/A,⚪ 中性觀察,4.11,0.0,17.700000000000003,42.46,0.66,景岳,13.389830670084745,-73.68,15.8000001907
5.04,2025,7.36%,⚠️ 獲利稀釋,2727.TW,2026-03,-117.19999999999999,47.07%,⚪ 中性觀察,5.21,2.75,614.25,131.29,16.02,王品,5.726495726495726,14.09,234.5
0.25,2025,-0.97%,🏰 高護城河,1784.TWO,2026-03,-117.75,56.51%,❌ 暫避觀望,1.19,-38.61,37.8,99.89,1.02,訊聯,23.928571125833333,-17.86,60.2999992371
6.06,2025,N/A,📉 獲利侵蝕,6491.TW,2026-03,-118.16000000000001,N/A,⚪ 中性觀察,3.26,-11.08,789.0,114.65,20.87,晶碩,7.490494296577946,-3.51,394.0
1.39,2025,N/A,📉 獲利侵蝕,6752.TWO,2026-03,-119.32,N/A,⚪ 中性觀察,16.33,20.95,262.2,119.32,7.41,叡揚,5.549199084668192,0.0,97.0
15.17,2025,14.55%,📉 獲利侵蝕,2454.TW,2026-03,-119.82,46.13%,❌ 暫避觀望,12.32,-1.14,2535.1499999999996,102.07,66.16,聯發科,25.29436128039761,-17.75,4275.0
1.34,2025,N/A,📉 獲利侵蝕,6104.TWO,2026-03,-119.94,N/A,⚪ 中性觀察,27.6,66.87,230.1,76.96,5.62,創惟,6.388526727509778,-42.98,98.0
0.27,2025,N/A,📉 獲利侵蝕,6910.TWO,2026-03,-120.44,N/A,⚪ 中性觀察,30.1,58.93,72.30000000000001,104.82,2.0,德鴻,5.248962497323651,-15.62,25.2999992371
-1.32,2025,-45.63%,📉 獲利侵蝕,2740.TWO,2026-03,-120.76,41.62%,⚪ 數據不足,-45.74,35.27,-137.1,0.01,-3.19,華軒,0.0,-120.75,30.7999992371
0.65,2025,N/A,⚠️ 獲利稀釋,6530.TWO,2026-03,-121.67,N/A,❌ 暫避觀望,16.68,18.9,72.30000000000001,162.97,1.95,創威,20.95435684647303,41.3,101.0
-0.27,2025,N/A,🌑 雙重衰退,6921.TW,2026-03,-121.88,N/A,❌ 暫避觀望,28.45,-55.26,7.649999999999999,-53.12,0.35,嘉雨思-創,125.29412063901964,-175.0,63.9000015259
7.0,2025,N/A,⚠️ 獲利稀釋,7751.TWO,2026-03,-121.99000000000001,N/A,❌ 暫避觀望,62.42,60.48,748.35,196.55,20.5,竑騰,31.16857085588294,74.56,1555.0
0.9,2025,N/A,📉 獲利侵蝕,6538.TWO,2026-03,-122.89,N/A,❌ 暫避觀望,-34.5,-87.49,74.55,110.02,1.15,倉和,50.0,-12.87,248.5
1.82,2025,N/A,📉 獲利侵蝕,9941.TW,2026-03,-123.75,N/A,⚪ 中性觀察,-4.66,-12.45,288.15000000000003,115.84,7.68,裕融,4.299843751905258,-7.91,82.5999984741
0.19,2025,N/A,📉 獲利侵蝕,5534.TW,2026-03,-124.1,N/A,⚪ 中性觀察,-29.66,-23.57,140.85000000000002,44.79,6.0,長虹,8.125665926709265,-79.31,76.3000030518
0.44,2025,N/A,📉 獲利侵蝕,6730.TWO,2026-03,-124.7,N/A,⚪ 中性觀察,7.33,-10.33,78.89999999999999,106.18,2.14,常廣,6.254753141806084,-18.52,32.9000015259
1.05,2025,35.64%,⚠️ 獲利稀釋,2420.TW,2026-03,-124.86,49.30%,⚪ 中性觀察,-2.6,-10.32,141.3,127.83,3.91,新巨,5.80679413618896,2.97,54.7000007629
-0.38,2025,-48.58%,🏰 高護城河,3176.TWO,2026-03,-124.99,56.72%,⚪ 數據不足,15.28,46.94,-9.600000000000001,-26.36,-0.78,基亞,0.0,-151.35,35.0999984741
1.7,2025,4.68%,🔄 轉虧為盈,4807.TW,2026-03,-125.00999999999999,18.47%,⚪ 數據不足,19.6,84.62,-3.4499999999999997,769.01,-0.24,日成-KY,0.0,644.0,27.8999996185
0.95,2025,N/A,⚠️ 獲利稀釋,6655.TW,2026-03,-127.46000000000001,N/A,⚪ 中性觀察,3.86,-18.72,135.6,148.24,3.92,科定,12.61061946902655,20.78,114.0
-0.24,2025,-74.64%,🏰 高護城河,3085.TWO,2026-03,-127.63,73.88%,⚪ 數據不足,5.58,41.67,-23.400000000000002,86.45,-0.56,新零售,0.0,-41.18,11.1999998093
1.76,2025,12.43%,⚠️ 獲利稀釋,4580.TWO,2026-03,-127.81999999999996,31.57%,⚪ 中性觀察,-5.55,-42.92,195.6,298.59,5.03,捷流閥業,6.388037043849694,170.77,83.3000030518
0.76,2025,17.75%,⚠️ 獲利稀釋,4908.TWO,2026-03,-127.85000000000001,46.40%,❌ 暫避觀望,-12.98,-29.79,75.3,129.18,1.98,前鼎,43.42629482071713,1.33,218.0
21.37,2025,29.92%,🏰 高護城河,3533.TW,2026-03,-128.04,51.54%,⚪ 中性觀察,12.28,-15.21,2491.8,133.38,70.17,嘉澤,10.263664820611606,5.34,1705.0
2.97,2025,N/A,⚠️ 獲利稀釋,6146.TWO,2026-03,-128.85,N/A,⚪ 中性觀察,-1.34,-14.93,405.75,133.06,10.77,耕興,7.116451016635859,4.21,192.5
9.3,2025,N/A,⚠️ 獲利稀釋,5904.TWO,2026-03,-129.17000000000002,N/A,⚪ 中性觀察,7.16,10.48,1085.5500000000002,153.5,29.54,寶雅,1.0142324378319745,24.33,73.4000015259
1.08,2025,N/A,⚠️ 獲利稀釋,6899.TWO,2026-03,-129.32000000000002,N/A,⚪ 中性觀察,27.05,7.23,130.65,133.24,3.59,創為精密,5.7233063690126285,3.92,49.8499984741
0.16,2025,23.50%,🏰 高護城河,4166.TWO,2026-03,-130.9,60.10%,⚪ 中性觀察,14.52,79.17,28.35,100.47,0.9,友霖,13.121692718042327,-30.43,24.7999992371
15.38,2025,N/A,⚠️ 獲利稀釋,7750.TW,2026-03,-131.37,N/A,❌ 暫避觀望,29.17,51.69,1357.5,234.77,35.12,新代,25.414364640883978,103.4,2300.0
0.38,2025,N/A,📉 獲利侵蝕,6205.TW,2026-03,-132.45,N/A,⚪ 中性觀察,-3.02,-25.66,71.55,86.74,2.0,詮欣,14.31865892071279,-45.71,68.3000030518
0.58,2025,N/A,⚠️ 獲利稀釋,4968.TW,2026-03,-132.72000000000003,N/A,❌ 暫避觀望,2.24,56.47,68.55000000000001,239.86,2.66,立積,20.503281607921224,107.14,93.6999969482
0.7,2025,N/A,📉 獲利侵蝕,5490.TWO,2026-03,-133.04999999999998,N/A,⚪ 中性觀察,12.01,382.35,67.64999999999999,127.49,1.69,同亨,6.119734009201774,-5.56,27.6000003815
2.55,2025,17.47%,⚠️ 獲利稀釋,3680.TWO,2026-03,-133.55,43.28%,❌ 暫避觀望,12.26,-22.51,282.3,149.46,9.43,家登,27.630180658873538,15.91,520.0
0.4,2025,9.02%,⚠️ 獲利稀釋,2948.TWO,2026-03,-133.64,48.05%,⚪ 中性觀察,1.84,-2.28,77.25,136.2,2.14,寶陞,7.417475876291261,2.56,38.2000007629
16.11,2025,29.56%,⚠️ 獲利稀釋,3131.TWO,2026-03,-134.24,42.10%,❌ 暫避觀望,59.93,56.98,1553.55,215.25,45.48,弘塑,23.22100994496476,81.01,2405.0
0.11,2025,N/A,📉 獲利侵蝕,5906.TW,2026-03,-134.56,N/A,⚪ 中性觀察,-7.04,-41.32,42.45,64.29,0.98,台南-KY,13.42756183745583,-70.27,38.0
0.08,2025,N/A,⚠️ 獲利稀釋,6171.TWO,2026-03,-135.08,N/A,⚪ 中性觀察,-35.35,-33.33,158.10000000000002,301.75,3.82,大城地產,2.4952560946015176,166.67,26.2999992371
-0.02,2025,7.58%,⚠️ 獲利稀釋,3138.TW,2026-03,-136.5,41.30%,❌ 暫避觀望,2.05,-51.49,15.3,226.98,1.5,耀登,94.80391857666666,90.48,96.6999969482
0.29,2025,N/A,📉 獲利侵蝕,5278.TWO,2026-03,-136.71,N/A,⚪ 中性觀察,18.28,56.72,38.849999999999994,115.09,1.05,尚凡*,9.45945945945946,-21.62,24.5
0.74,2025,N/A,📉 獲利侵蝕,6642.TWO,2026-03,-136.76,N/A,⚪ 中性觀察,3.61,-27.37,93.15,124.86,2.6,富致,12.850242037326893,-11.9,79.8000030518
0.15,2025,-7.54%,⚠️ 獲利稀釋,4109.TWO,2026-03,-136.98000000000002,24.70%,⚪ 中性觀察,-9.62,-80.37,13.35,182.43,0.43,加捷生醫,12.471910541011235,45.45,11.1000003815
0.08,2025,N/A,🔄 轉虧為盈,6680.TWO,2026-03,-137.41,N/A,⚪ 數據不足,-15.41,-106.78,-35.849999999999994,237.41,-0.29,鑫創電子,0.0,100.0,52.9000015259
1.62,2025,18.07%,📉 獲利侵蝕,1319.TW,2026-03,-137.46,33.68%,⚪ 數據不足,-1.96,-13.11,0.0,102.78,6.43,東陽,0.0,-34.68,0.0
0.52,2025,N/A,📉 獲利侵蝕,6517.TWO,2026-03,-137.54000000000002,N/A,❌ 暫避觀望,-1.73,-55.59,45.3,102.54,1.63,保勝光學,23.443709619801325,-35.0,70.8000030518
-0.04,2025,-7.01%,📉 獲利侵蝕,2913.TW,2026-03,-137.61,40.70%,⚪ 數據不足,9.13,31.82,-5.7,137.61,-0.15,農林,0.0,0.0,11.1499996185
0.21,2025,N/A,📉 獲利侵蝕,8422.TW,2026-03,-137.88,N/A,⚪ 中性觀察,-7.53,-87.79,299.54999999999995,43.67,1.29,可寧衛*,1.334501733525288,-94.21,26.6499996185
2.51,2025,N/A,⚠️ 獲利稀釋,6206.TW,2026-03,-138.13,N/A,⚪ 中性觀察,9.26,-0.43,277.65000000000003,148.7,6.9,飛捷,7.455429497568881,10.57,138.0
0.84,2025,N/A,📉 獲利侵蝕,6532.TWO,2026-03,-138.3,N/A,⚪ 中性觀察,-6.21,81.39,175.2,103.42,7.31,瑞耘,8.304794520547945,-34.88,97.0
-0.18,2025,N/A,⚠️ 獲利稀釋,5211.TWO,2026-03,-138.5,N/A,⚪ 數據不足,34.16,34.19,-33.3,174.21,-0.77,蒙恬,0.0,35.71,19.3999996185
0.11,2025,1.28%,⚠️ 獲利稀釋,3306.TWO,2026-03,-138.67999999999998,25.80%,⚪ 中性觀察,10.49,-33.45,83.55000000000001,312.01,1.95,鼎天,8.052064358007181,173.33,44.8499984741
1.75,2025,N/A,⚠️ 獲利稀釋,8109.TWO,2026-03,-138.73,N/A,⚪ 中性觀察,15.04,-4.63,223.8,148.79,6.18,博大,9.115281501340483,10.06,136.0
0.06,2025,-3.56%,⚠️ 獲利稀釋,1414.TW,2026-03,-139.09000000000003,15.75%,❌ 暫避觀望,-10.66,-19.23,5.8500000000000005,539.09,0.19,東和,48.20512624897436,400.0,18.7999992371
0.1,2025,N/A,📉 獲利侵蝕,7770.TWO,2026-03,-139.35,N/A,⚪ 中性觀察,12.79,-47.4,78.0,51.4,3.0,君曜,6.8942304757884605,-87.95,35.8499984741
3.38,2025,N/A,⚠️ 獲利稀釋,7765.TW,2026-03,-139.45,N/A,⚪ 中性觀察,3.64,2.97,440.70000000000005,142.19,11.47,中華資安,7.6072157930565005,2.74,223.5
0.39,2025,11.73%,📉 獲利侵蝕,1295.TWO,2026-03,-139.69,49.97%,⚪ 中性觀察,4.97,-6.08,193.95,70.64,5.29,生合,3.5150812654988397,-69.05,45.4500007629
-0.03,2025,N/A,📉 獲利侵蝕,6243.TW,2026-03,-140.07,N/A,⚪ 數據不足,-12.93,-147.27,-18.6,30.39,-0.52,迅杰,0.0,-109.68,39.7999992371
0.91,2025,12.30%,📉 獲利侵蝕,4584.TWO,2026-03,-140.25,34.23%,⚪ 中性觀察,-1.51,-4.72,134.39999999999998,108.67,3.43,君帆,4.3694198131584825,-31.58,39.1500015259
1.64,2025,N/A,📉 獲利侵蝕,2729.TWO,2026-03,-140.68,N/A,⚪ 中性觀察,0.46,-24.75,290.85,104.46,6.76,瓦城,7.993811242908715,-36.22,155.0
0.4,2025,2.86%,📉 獲利侵蝕,3035.TW,2026-03,-141.57,42.16%,❌ 暫避觀望,62.61,-29.75,99.74999999999999,71.65,2.81,智原,27.744360902255643,-69.92,184.5
0.73,2025,N/A,⚠️ 獲利稀釋,6292.TWO,2026-03,-141.77,N/A,❌ 暫避觀望,-3.28,-48.05,52.95,244.55,2.0,迅德,17.478753757195467,102.78,61.7000007629
4.62,2025,N/A,📉 獲利侵蝕,8081.TW,2026-03,-141.78,N/A,⚪ 中性觀察,5.0,-0.84,659.1,137.6,17.76,致新,5.86026399635867,-4.18,257.5
1.33,2025,N/A,📉 獲利侵蝕,6527.TWO,2026-03,-141.87,N/A,⚪ 中性觀察,9.33,15.63,215.7,133.59,5.8,明達醫,5.180806675938804,-8.28,74.5
-0.63,2025,N/A,⚠️ 獲利稀釋,6461.TWO,2026-03,-141.93,N/A,⚪ 數據不足,170.31,18.35,-88.05,143.49,-2.57,益得,0.0,1.56,26.9165725708
0.64,2025,N/A,📉 獲利侵蝕,7715.TWO,2026-03,-142.2,N/A,⚪ 中性觀察,-27.76,-39.84,127.64999999999999,89.96,3.09,裕山,3.407755581668625,-52.24,29.0
13.35,2025,31.25%,⚠️ 獲利稀釋,1590.TW,2026-03,-142.26,47.51%,⚪ 中性觀察,11.97,10.18,1583.5500000000002,180.17,42.0,亞德客-KY,13.21398124467178,37.91,1395.0
-1.11,2025,-58.77%,📉 獲利侵蝕,1538.TW,2026-03,-142.72,32.24%,⚪ 數據不足,1.9,6.47,-39.0,51.34,-1.59,正峰,0.0,-91.38,8.9600000381
0.12,2025,N/A,🔄 轉虧為盈,5468.TWO,2026-03,-143.05,N/A,⚪ 數據不足,36.88,-246.15,-13.65,443.05,-0.65,凱鈺,0.0,300.0,24.6000003815
6.19,2025,16.92%,📉 獲利侵蝕,3034.TW,2026-03,-143.09,38.19%,⚪ 中性觀察,-2.07,-19.62,1029.8999999999999,114.65,26.87,聯詠,7.908534809204777,-28.44,543.0
0.34,2025,N/A,⚠️ 獲利稀釋,8033.TW,2026-03,-144.31,N/A,❌ 暫避觀望,14.37,14.0,35.24999999999999,185.98,0.58,雷虎,77.0212765957447,41.67,181.0
6.77,2025,N/A,📉 獲利侵蝕,4966.TWO,2026-03,-144.99,N/A,⚪ 中性觀察,1.76,6.64,1293.4499999999998,125.8,34.51,譜瑞-KY,6.714600487069466,-19.19,579.0
25.7,2025,N/A,⚠️ 獲利稀釋,7769.TW,2026-03,-145.23999999999998,N/A,❌ 暫避觀望,116.34,110.03,2791.5,206.98,75.71,鴻勁,30.682428801719507,61.74,5710.0
1.01,2025,N/A,⚠️ 獲利稀釋,4995.TWO,2026-03,-145.57999999999998,N/A,⚪ 中性觀察,-7.32,-50.22,72.45,237.89,2.25,晶達,10.393374899151137,92.31,50.2000007629
0.39,2025,N/A,⚠️ 獲利稀釋,4155.TW,2026-03,-145.98999999999998,N/A,❌ 暫避觀望,-6.81,-10.94,11.549999999999999,269.52,0.58,訊映,18.70129820584416,123.53,14.3999996185
0.49,2025,14.34%,📉 獲利侵蝕,1203.TW,2026-03,-146.18,33.56%,⚪ 中性觀察,-10.06,-23.5,63.3,130.66,1.81,味王,10.509478311398105,-15.52,44.3499984741
0.5,2025,N/A,📉 獲利侵蝕,7642.TWO,2026-03,-146.45999999999998,N/A,⚪ 中性觀察,-15.67,-50.94,130.35000000000002,79.57,3.29,昶瑞機電,8.860759493670885,-66.89,77.0
1.83,2025,N/A,⚠️ 獲利稀釋,7810.TWO,2026-03,-147.03,N/A,❌ 暫避觀望,34.56,47.62,202.2,177.74,6.25,捷創科技,16.468842729970326,30.71,222.0
0.53,2025,N/A,📉 獲利侵蝕,8932.TWO,2026-03,-147.64000000000001,N/A,⚪ 中性觀察,51.84,-7.07,107.1,107.87,1.85,智通*,12.717087262156864,-39.77,90.8000030518
0.32,2025,N/A,⚠️ 獲利稀釋,6821.TWO,2026-03,-147.67999999999998,N/A,❌ 暫避觀望,2.84,-5.93,41.699999999999996,151.01,1.13,聯寶,15.107913669064748,3.33,42.0
2.21,2025,N/A,⚠️ 獲利稀釋,5234.TW,2026-03,-147.81,N/A,❌ 暫避觀望,12.43,32.55,275.1,165.36,7.37,達興材料,16.19411123227917,17.55,297.0
0.26,2025,N/A,📉 獲利侵蝕,6671.TW,2026-03,-148.18,N/A,⚪ 中性觀察,-2.1,-25.47,76.94999999999999,118.45,2.37,三能-KY,4.444444295730995,-29.73,22.7999992371
0.18,2025,N/A,📉 獲利侵蝕,8923.TWO,2026-03,-148.53,N/A,⚪ 中性觀察,2.69,3.23,34.199999999999996,86.03,0.96,時報,8.223684210526317,-62.5,18.75
0.92,2025,N/A,📉 獲利侵蝕,4572.TW,2026-03,-148.87,N/A,❌ 暫避觀望,-23.02,-58.85,106.8,119.1,3.0,駐龍,20.15449438202247,-29.77,143.5
9.53,2025,31.26%,📉 獲利侵蝕,3653.TW,2026-03,-149.18,41.25%,❌ 暫避觀望,42.0,49.96,1359.6,148.55,36.75,健策,63.658428949691086,-0.63,5770.0
0.4,2025,-15.73%,🔄 轉虧為盈,2231.TW,2026-03,-149.42000000000002,23.65%,⚪ 數據不足,-21.77,-148.96,-24.3,106.56,-1.63,為升,0.0,-42.86,92.0
-0.21,2025,N/A,⚠️ 獲利稀釋,4188.TWO,2026-03,-150.01,N/A,⚪ 數據不足,-42.69,-10.0,-33.75,166.01,-0.88,安克,0.0,16.0,14.5
0.01,2025,N/A,🔄 轉虧為盈,6226.TW,2026-03,-150.05,N/A,⚪ 數據不足,-3.71,38.64,-9.9,261.16,-0.28,光鼎,0.0,111.11,34.1500015259
1.08,2025,N/A,⚠️ 獲利稀釋,7753.TWO,2026-03,-150.47,N/A,⚪ 中性觀察,9.51,10.39,157.95,159.56,4.22,星亞,3.452041640465337,9.09,36.3499984741
-0.44,2025,23.11%,⚠️ 獲利稀釋,4142.TW,2026-03,-150.56,49.56%,⚪ 數據不足,-9.99,1.75,-47.25000000000001,167.87,-0.57,國光生,0.0,17.31,17.7999992371
2.1,2025,N/A,⚠️ 獲利稀釋,6719.TW,2026-03,-150.93,N/A,⚪ 中性觀察,23.89,198.64,222.3,192.82,6.58,力智,13.022941970310391,41.89,193.0
6.23,2025,N/A,⚠️ 獲利稀釋,6683.TWO,2026-03,-151.18,N/A,❌ 暫避觀望,23.03,-12.9,550.4999999999999,216.06,15.42,雍智科技,39.782016348773844,64.88,1460.0
-0.01,2025,-19.63%,📉 獲利侵蝕,3086.TWO,2026-03,-152.4,44.07%,⚪ 數據不足,5.99,-192.54,-25.5,47.85,-0.62,華義*,0.0,-104.55,31.1499996185
19.54,2025,N/A,⚠️ 獲利稀釋,6515.TW,2026-03,-152.6,N/A,❌ 暫避觀望,35.51,40.24,1842.6000000000001,166.0,46.93,穎崴,57.39172907847607,13.4,7050.0
0.41,2025,N/A,📉 獲利侵蝕,4946.TWO,2026-03,-152.6,N/A,⚪ 中性觀察,786.25,131.69,144.9,69.99,3.14,辣椒,9.399586237246377,-82.61,90.8000030518
0.58,2025,N/A,📉 獲利侵蝕,6962.TW,2026-03,-152.73000000000002,N/A,⚪ 中性觀察,-15.03,-39.39,120.60000000000001,83.05,2.87,奕力-KY,4.017412840435323,-69.68,32.2999992371
0.51,2025,5.94%,📉 獲利侵蝕,2756.TWO,2026-03,-152.76,49.60%,⚪ 中性觀察,69.66,61.83,125.39999999999999,148.91,3.93,聯發國際,7.6555023923444985,-3.85,64.0
0.24,2025,-0.86%,📉 獲利侵蝕,3438.TWO,2026-03,-153.12,38.12%,❌ 暫避觀望,4.92,-33.77,29.250000000000004,125.85,1.0,類比科,34.46153689651282,-27.27,67.1999969482
1.86,2025,N/A,📉 獲利侵蝕,6585.TW,2026-03,-153.44,N/A,⚪ 中性觀察,-13.21,-45.5,210.0,124.98,5.64,鼎基,8.071428571428571,-28.46,113.0
0.01,2025,-362.94%,📉 獲利侵蝕,3308.TW,2026-03,-153.53,23.48%,❌ 暫避觀望,-88.36,-32.0,7.95,55.25,0.68,聯德,41.13207403226415,-98.28,21.7999992371
0.16,2025,22.47%,📉 獲利侵蝕,2348.TW,2026-03,-153.63,34.04%,⚪ 中性觀察,-27.63,-51.27,208.2,60.26,6.85,海悅,5.122478276231989,-93.37,71.0999984741
0.53,2025,N/A,📉 獲利侵蝕,1524.TW,2026-03,-154.0,N/A,⚪ 中性觀察,-12.78,-45.98,68.7,108.08,1.95,耿鼎,5.917030650982532,-45.92,27.1000003815
0.71,2025,41.07%,⚠️ 獲利稀釋,2617.TW,2026-03,-154.59,46.23%,⚪ 數據不足,-2.28,3.25,0.0,177.0,3.18,台航,0.0,22.41,0.0
-0.29,2025,-12.95%,⚠️ 獲利稀釋,3122.TWO,2026-03,-154.6,34.82%,⚪ 數據不足,-11.1,-22.38,-67.95,199.88,-1.75,笙泉,0.0,45.28,25.6499996185
-0.68,2025,N/A,⚠️ 獲利稀釋,6695.TW,2026-03,-154.78,N/A,⚪ 數據不足,10.49,-355.0,-87.9,159.07,-1.83,芯鼎,0.0,4.29,50.7000007629
3.68,2025,27.57%,🏰 高護城河,3491.TWO,2026-03,-154.98,58.57%,❌ 暫避觀望,5.02,-12.03,290.7,225.35,7.83,昇達科,74.56140350877193,70.37,1445.0
