
📅 投資日報表: 2026-05-11
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 256.50   | 258.00   | 251.00   | 252.00   | 61,755,068   | 241.21      | 2000     | ▲21,580   |   +4.47%
4142     | 國光生        | 17.85    | 17.90    | 17.55    | 17.65    | 1,002,185    | 25.32       | 1000     | ▼7,670    |  -30.29%
0050     | 元大台灣50     | 96.65    | 97.15    | 96.50    | 96.90    | 88,544,547   | 46.60       | 16016    | ▲805,605  | +107.94%
0056     | 元大高股息      | 45.04    | 45.79    | 44.85    | 45.76    | 69,477,568   | 36.43       | 8000     | ▲74,640   |  +25.61%
00635U   | 期元大S&P黃金   | 49.07    | 49.33    | 48.89    | 48.92    | 8,350,268    | 55.25       | 3000     | ▼18,990   |  -11.46%
00738U   | 期元大道瓊白銀    | 64.55    | 66.05    | 64.40    | 64.95    | 11,935,628   | 66.26       | 1000     | ▼1,310    |   -1.98%
00929    | 復華台灣科技優息   | 25.24    | 25.99    | 25.24    | 25.99    | 68,164,885   | 19.73       | 8000     | ▲50,080   |  +31.73%
009816   | 凱基台灣TOP50  | 14.06    | 14.19    | 14.00    | 14.15    | 173,895,200  | 11.01       | 63000    | ▲197,820  |  +28.52%
00990A   | 主動元大AI新經濟  | 17.40    | 17.70    | 17.37    | 17.68    | 30,303,480   | 11.48       | 5000     | ▲31,000   |  +54.01%
2009     | 第一銅        | 38.80    | 40.20    | 38.60    | 39.60    | 4,133,990    | 50.56       | 4000     | ▼43,840   |  -21.68%
2337     | 旺宏         | 161.00   | 162.50   | 156.00   | 159.50   | 147,917,503  | 95.28       | 2000     | ▲128,440  |  +67.40%
2409     | 友達         | 18.50    | 19.10    | 18.25    | 18.85    | 317,249,762  | 16.21       | 2000     | ▲5,280    |  +16.29%
3481     | 群創         | 32.00    | 32.30    | 31.05    | 32.30    | 414,649,658  | 25.10       | 4000     | ▲28,800   |  +28.69%
6806     | 森崴能源       | 20.00    | 20.00    | 18.50    | 19.55    | 1,164,846    | 45.39       | 5000     | ▼129,200  |  -56.93%
3105     | 穩懋         | 500.00   | 538.00   | 493.50   | 526.00   | 24,396,874   | 556.47      | 300      | ▼9,141    |   -5.48%
4966     | 譜瑞-KY      | 700.00   | 735.00   | 695.00   | 735.00   | 6,924,095    | 1921.64     | 1000     | ▼1,186,640 |  -61.75%
00403A   | 主動統一升級50   | 10.38    | 10.38    | 10.00    | 10.00    | 1,856,314,000 | 10.68       | 26026    | ▼17,698   |   -6.37%
00981A   | 主動統一台股增長   | 28.90    | 29.73    | 28.89    | 29.69    | 356,650,200  | 27.48       | 2000     | ▲4,420    |   +8.04%
2313     | 華通         | 248.00   | 254.50   | 242.00   | 242.00   | 79,476,919   | 250.71      | 1000     | ▼8,710    |   -3.47%
2330     | 台積電        | 2265.00  | 2275.00  | 2235.00  | 2235.00  | 37,244,077   | 225.55      | 10       | ▲20,094   | +890.91%
6239     | 力成         | 225.50   | 231.00   | 223.00   | 225.50   | 14,708,199   | 243.21      | 1000     | ▼17,710   |   -7.28%
6789     | 采鈺         | 603.00   | 616.00   | 587.00   | 600.00   | 9,992,273    | 593.50      | 400      | ▲2,600    |   +1.10%
5276     | 達輝-KY      | 19.45    | 19.80    | 19.30    | 19.55    | 19,023       | 22.18       | 300      | ▼789      |  -11.86%
5474     | 聰泰         | 165.00   | 167.50   | 161.50   | 164.50   | 478,055      | 175.15      | 2000     | ▼21,300   |   -6.08%
6849     | 奇鼎科技       | 225.00   | 247.00   | 216.00   | 245.00   | 531,437      | 266.40      | 280      | ▼5,992    |   -8.03%
7853     | 政美應用       | 322.00   | 349.50   | 288.00   | 349.00   | 2,228,605    | 409.29      | 280      | ▼16,881   |  -14.73%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       7,140,197    📊 未實現損益:        -115,512 (  -1.62%)
