代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,23.94,23.65,3000,24.75,3000,24.75,24.00,24.27,24.00,24353,-,
1269,乾杯,71.74,68.8,2423,71.9,2827,72.20,68.80,70.37,71.90,3886,-,
1271,晨暉生技,66.01,69.2,3000,70.9,2850,72.90,66.40,71.09,70.90,454169,-,
1293,利統,28.10,26.9,3000,28,3000,28.00,26.70,26.86,28.00,22009,-,
1343,旭東環保,20.57,20.8,5000,21,4222,21.10,20.50,20.79,20.90,34093,-,
1480,東盟開發,9.31,9.15,5000,9.45,4998,9.45,9.45,9.45,9.45,2,-,
1594,日高,11.07,10.1,5000,10.5,1690,11.45,10.00,10.37,10.50,179845,-,
1780,立弘,31.74,31.35,3000,31.95,3000,32.60,31.40,31.79,31.45,141553,115/01/28,櫃買中心同意上櫃契約
2071,震南鐵,20.00,20.4,8000,21.25,3000,20.55,19.80,19.96,20.50,2012300,-,
2237,華德動能,35.02,35.75,2000,36.25,3000,37.45,35.70,36.59,36.00,306944,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,27.80,27.2,2000,28.15,3000,27.30,27.20,27.24,27.20,5670,-,
2249,湧盛,118.44,119.5,2000,121,1590,123.00,118.50,119.64,120.50,58969,115/05/08,送件申請上櫃
2252,為昇科,19.84,19.15,9900,19.45,4000,19.75,19.15,19.41,19.45,121831,-,
2255,凱銳光電,19.50,19,5000,19.55,3000,20.00,19.00,19.22,19.55,88691,-,
2256,歐特明,88.09,86,2970,89.9,2950,91.30,86.00,89.94,86.00,429766,-,
2644,中信造船,82.42,81.2,6799,82.2,7977,82.70,80.70,81.27,82.20,102496,-,
2733,維格餅家,11.85,11.95,5000,12.4,4999,12.45,11.85,11.91,12.00,18017,-,
2741,老四川,21.41,21.05,1950,22.1,2995,22.10,20.95,21.42,21.05,102687,-,
2758,路易莎咖啡,72.79,70.1,3000,72,4968,73.50,70.10,71.07,72.00,41665,-,
2760,巨宇翔,21.80,20.9,2000,21.8,2998,21.80,20.90,20.90,21.80,1002,-,
2761,橘焱胡同,15.75,15.6,9000,16.1,5000,15.80,15.60,15.74,15.60,21000,-,
2938,床的世界,23.09,22.95,3000,24,3000,23.10,23.00,23.06,23.00,8019,115/04/29,送件申請上櫃
2940,歐都納,23.50,23.4,8000,24.35,3000,23.60,23.40,23.52,23.50,32724,-,
2942,京站,37.53,37.35,2882,37.9,2998,37.90,37.25,37.36,37.35,13120,-,
3097,拍檔,26.14,26,3000,27.3,2999,27.30,26.00,26.99,27.30,19111,-,
3117,年程,27.84,27.35,2000,28.15,3000,28.85,26.80,27.43,27.35,167063,-,
3184,微邦,29.62,27.9,970,28,2999,30.50,26.00,27.76,27.90,2268681,-,
3473,智通聯網,95.27,96,3000,97.3,3000,98.30,95.00,95.77,98.00,8452,-,
3585,聯致,109.68,106,10000,107,4900,114.50,99.60,107.28,107.00,3003833,-,
3595,山太士,2550.25,2770,4994,2785,1960,2805.00,2550.00,2709.70,2770.00,769967,-,
3603,建祥國際,9.43,8.41,10000,8.85,10000,9.06,8.41,8.80,8.65,45140,-,
3633,云光,127.94,129,4000,133.5,3999,133.50,125.00,129.35,133.50,58463,-,
3659,百辰,25.22,24,3000,25.15,2000,25.15,24.60,24.90,25.15,17000,-,
3678,聯享,58.43,60.6,3000,61.2,9500,61.20,57.00,60.13,61.20,102589,-,
4115,善德生技,10.26,9.55,5000,9.8,3999,10.60,8.92,9.98,9.80,565713,-,
4150,優你康,7.19,6.18,10000,6.24,8995,6.90,5.96,6.14,6.24,1487403,-,
4170,鑫品生醫,13.38,13.25,4000,13.8,10000,13.85,13.15,13.42,13.25,81286,-,
4172,因華,14.07,13.65,4000,14.15,4999,14.40,13.30,13.61,14.15,457488,-,
4186,尖端醫,10.67,10.5,14998,10.85,9996,11.25,10.50,10.85,10.85,392644,-,
4194,禾生技,7.38,7.22,5000,7.57,4986,7.57,7.20,7.31,7.57,52999,-,
4197,暐世,10.76,9.88,5000,10.15,5000,11.20,9.85,10.09,10.15,329081,-,
4431,敏成健康,17.19,17.1,5000,17.4,5000,17.70,17.10,17.38,17.35,47650,-,
4537,旭東,172.33,176,2000,178,1950,184.00,170.50,178.79,177.00,223281,-,
4544,春日,15.53,15.05,5000,15.7,5000,15.10,15.10,15.10,15.10,39,-,
4546,長亨,118.67,113.5,2000,117.5,4798,119.00,113.50,115.26,117.50,32081,-,
4553,盛復,21.15,19.95,6880,20.95,2999,21.95,19.95,20.52,19.95,22374,-,
4559,久裕興,8.89,8.88,2000,9.19,5000,9.52,8.88,9.15,9.20,188330,-,
4565,宏偉,106.93,118.5,2000,119.5,6800,119.50,108.50,114.23,119.00,118889,-,
4570,傑生,70.25,70.2,2998,71.5,3000,70.80,70.20,70.80,70.20,1018,-,
4573,高明鐵,424.09,481,2000,486.5,3999,486.50,428.50,466.68,486.50,1003526,-,
4575,銓寶,27.05,26.65,3000,27.1,8996,27.45,26.05,26.63,27.10,122474,-,
4582,聚恆,32.75,36.85,5980,37.25,1985,38.15,32.80,36.43,37.25,577467,115/03/09,證交所同意創新板上市契約
4587,寶元數控,56.71,60.8,2000,61.9,5977,63.20,56.80,60.21,61.90,137603,-,
4589,碩陽電機,37.27,38.55,2000,40.3,2990,40.50,36.70,39.50,38.55,67298,-,
4724,宣捷幹細胞,12.98,12.55,5000,12.75,9499,13.10,12.60,12.70,12.75,92719,-,
4732,彥臣,19.02,18.95,4950,19.6,2990,19.60,18.95,19.58,18.95,2060,-,
4738,大同精化,8.38,7.95,20000,8.34,18000,8.67,7.94,8.17,8.34,601629,-,
4765,磐采,20.16,19.55,5000,20.35,5980,20.35,19.95,20.07,20.35,33121,-,
4925,智微,188.45,186.5,5000,190.5,5000,195.00,172.50,184.40,188.50,706002,-,
4980,佐臻,39.66,36.85,3000,38.25,2999,41.15,36.85,38.34,38.25,390724,-,
5240,建騰,28.02,27.95,3000,28.5,11999,29.00,27.90,28.55,28.20,26257,-,
5246,勵威,189.77,208,2000,210,979,212.50,200.00,206.52,210.00,770211,-,
5248,景傳,49.89,53.8,4900,54.7,4000,55.10,48.05,51.62,53.80,378161,-,
5254,欣訊科技,36.82,51,1970,52.9,2997,54.00,37.20,45.54,51.00,787029,-,
5262,立達,54.60,54.5,1400,55.9,3000,56.40,53.60,54.62,54.50,372333,-,
5267,龍翩,61.83,67.6,3000,70.1,3000,73.80,63.60,69.75,69.00,456476,-,
5271,紘通,20.38,19.1,8000,19.95,11000,20.75,18.30,18.93,19.10,3038369,-,
5297,廣化,146.58,137.5,3000,140,3939,154.50,130.00,139.45,137.50,1837407,-,
5859,遠壽,14.72,14.65,10000,15,10000,15.15,14.65,14.71,14.95,167269,-,
5863,瑞興銀,10.96,10.85,5000,11.2,5000,11.30,10.75,11.00,10.90,46288,-,
6027,德信,13.23,13.5,10000,14.05,9700,14.50,13.50,13.95,14.05,179419,-,
6035,悠遊卡,51.01,50.4,3000,52.9,3000,52.90,50.50,51.09,52.90,3932,-,
