股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
7806,精華生醫,70.40,7,80.50,61.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6831,邁科,594.00,2209,594.00,160.00,---,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (588.74)，進入噴發段,強勢突破 (軌外)
00696,富邦美債20年,28.81,3570,30.21,25.92,---,均線糾擺,無,無,MA 乖離率僅 0.29%,均線糾擺
6153,嘉聯益,18.05,5040,20.65,10.50,---,均線糾擺,無,無,MA 乖離率僅 0.63%,均線糾擺
8261,富鼎,135.00,12161,135.00,68.60,---,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (134.60)，進入噴發段,強勢突破 (軌外)
6205,詮欣,86.10,3320,98.20,37.00,---,進入盤整,無,無,ADX 為 10.95 (低於 20),進入盤整
7595,世基生醫,9.80,48,13.60,9.55,---,均線糾擺,無,無,MA 乖離率僅 0.81%,均線糾擺
1789,神隆,19.25,1589,28.25,16.02,---,離開盤整 (向下),無,無,跌破布林下軌 (19.35),離開盤整 (向下)
3171,炎洲流通,67.60,177,72.50,35.99,---,均線糾擺,連1日大漲,無,MA 乖離率僅 0.55%,均線糾擺
4721,美琪瑪,95.10,6080,95.50,49.39,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.83,60,3.12,2.59,---,均線糾擺,無,無,MA 乖離率僅 0.60%,均線糾擺
6924,榮惠-KY創,103.00,282,103.00,47.80,---,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (101.43)，進入噴發段,強勢突破 (軌外)
3044,健鼎,489.50,5204,500.00,175.54,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,13.75,597,17.15,11.40,---,均線糾擺,無,無,MA 乖離率僅 0.22%,均線糾擺
00876,元大全球5G,84.55,273,84.55,32.09,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (84.26)，進入噴發段,強勢突破 (軌外)
00676,富邦臺灣加權反1,6.15,5225,13.70,6.11,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4961,天鈺,170.50,2062,216.45,135.00,⚠️ 今天 (20260511),強勢突破 (軌外),無,無,股價衝破布林上軌 (169.88)，進入噴發段,強勢突破 (軌外)
2012,春雨,15.10,47,20.22,14.70,---,均線糾擺,無,無,MA 乖離率僅 1.10%,均線糾擺
8114,振樺電,218.00,3560,314.53,164.00,📅 預告 (20260515),強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (206.92)，進入噴發段,強勢突破 (軌外)
6638,沅聖,44.60,46,45.50,24.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8028,昇陽半導體,234.00,6494,246.00,119.69,---,進入盤整,無,無,ADX 為 5.70 (低於 20),進入盤整
6972,博瑞達應材,24.50,15,32.81,22.70,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6443,元晶,41.40,4201,52.30,11.95,---,貼軌運行,隔一漲,無,股價於高位貼軌 (41.40 > 1.5σ)，動能強勁,貼軌運行
2748,雲品,40.05,127,50.68,38.45,---,均線糾擺,無,無,MA 乖離率僅 0.71%,均線糾擺
6525,捷敏-KY,109.50,1718,109.50,60.44,---,貼軌運行,無,無,股價於高位貼軌 (109.50 > 1.5σ)，動能強勁,貼軌運行
6877,鏵友益,163.00,329,186.00,66.74,---,進入盤整,無,無,ADX 為 14.42 (低於 20),進入盤整
2758,路易莎咖啡,72.00,41,104.34,72.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1802,台玻,69.90,77840,74.20,14.05,---,均線糾擺,無,無,MA 乖離率僅 1.26%,均線糾擺
7642,昶瑞機電,72.00,47,129.00,63.20,---,進入盤整,無,無,ADX 為 18.19 (低於 20),進入盤整
