日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-05-11,2317,鴻海,252.0,241.21,2000,21580,4.47%
2026-05-11,4142,國光生,17.65,25.32,1000,-7670,-30.29%
2026-05-11,0050,元大台灣50,96.9,46.6,16016,805605,107.94%
2026-05-11,0056,元大高股息,45.76,36.43,8000,74640,25.61%
2026-05-11,00635U,期元大S&P黃金,48.92,55.25,3000,-18990,-11.46%
2026-05-11,00738U,期元大道瓊白銀,64.95,66.26,1000,-1310,-1.98%
2026-05-11,00929,復華台灣科技優息,25.99,19.73,8000,50080,31.73%
2026-05-11,009816,凱基台灣TOP50,14.15,11.01,63000,197820,28.52%
2026-05-11,00990A,主動元大AI新經濟,17.68,11.48,5000,31000,54.01%
2026-05-11,2009,第一銅,39.6,50.56,4000,-43840,-21.68%
2026-05-11,2337,旺宏,159.5,95.28,2000,128440,67.40%
2026-05-11,2409,友達,18.85,16.21,2000,5280,16.29%
2026-05-11,3481,群創,32.3,25.1,4000,28800,28.69%
2026-05-11,6806,森崴能源,19.55,45.39,5000,-129200,-56.93%
2026-05-11,3105,穩懋,526.0,556.47,300,-9141,-5.48%
2026-05-11,4966,譜瑞-KY,735.0,1921.64,1000,-1186640,-61.75%
2026-05-11,00403A,主動統一升級50,10.0,10.68,26026,-17698,-6.37%
2026-05-11,00981A,主動統一台股增長,29.69,27.48,2000,4420,8.04%
2026-05-11,2313,華通,242.0,250.71,1000,-8710,-3.47%
2026-05-11,2330,台積電,2235.0,225.55,10,20094,890.91%
2026-05-11,6239,力成,225.5,243.21,1000,-17710,-7.28%
2026-05-11,6789,采鈺,600.0,593.5,400,2600,1.10%
2026-05-11,5276,達輝-KY,19.55,22.18,300,-789,-11.86%
2026-05-11,5474,聰泰,164.5,175.15,2000,-21300,-6.08%
2026-05-11,6849,奇鼎科技,245.0,266.4,280,-5992,-8.03%
2026-05-11,7853,政美應用,349.0,409.29,280,-16881,-14.73%
