代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,24.92,24.25,3000,25.4,3000,25.40,25.20,25.30,25.20,2071,-,
1269,乾杯,68.90,67.1,3000,70.3,2996,70.30,70.00,70.00,70.30,2005,-,
1271,晨暉生技,61.74,66.5,6000,68.3,2999,69.40,62.00,64.59,68.30,279881,-,
1293,利統,26.79,25.3,2000,26.55,4777,26.55,25.30,26.31,26.55,8223,-,
1343,旭東環保,23.89,24.4,2000,25.05,2999,25.05,23.75,24.23,25.05,19464,-,
1480,東盟開發,8.68,8.56,5000,8.83,5000,-,-,-,-,-,-,
1594,日高,8.08,7.73,5000,8.02,5000,8.05,7.77,7.85,8.05,3003,-,
2071,震南鐵,25.16,28.8,3000,29.1,2000,29.10,25.60,26.69,29.10,1493428,-,
2237,華德動能,40.16,39.9,3000,40.25,3000,40.20,39.80,40.02,40.00,105100,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,28.02,26.85,3000,28.2,8999,28.20,28.20,28.20,28.20,1,-,
2249,湧盛,118.31,116.0,2000,117.0,2000,119.00,115.00,116.54,117.00,46763,115/07/07,上櫃審議會通過
2252,為昇科,18.46,17.4,5000,18.0,4990,18.00,17.35,17.55,18.00,85311,-,
2255,凱銳光電,17.29,16.9,5000,17.15,5000,17.50,17.00,17.13,17.00,8000,-,
2256,歐特明,67.76,68.8,2750,72.3,3000,73.70,64.50,70.08,68.80,139798,-,
2644,中信造船,85.54,84.3,3000,85.5,5990,85.80,84.00,85.17,85.50,7325,-,
2733,維格餅家,10.71,10.65,3000,10.75,5000,10.75,10.65,10.65,10.75,2001,-,
2741,老四川,20.28,20.05,6000,20.6,3000,20.30,20.10,20.19,20.10,10200,-,
2758,路易莎咖啡,71.95,69.5,3000,72.8,5966,72.90,69.50,72.46,72.80,2042,-,
2760,巨宇翔,12.35,12.0,5000,12.45,5000,-,-,-,-,-,-,
2761,橘焱胡同,15.34,14.85,5000,15.5,5000,15.50,15.10,15.48,15.50,5350,-,
2938,床的世界,25.79,24.95,3000,26.15,2999,26.15,24.90,24.95,26.15,6002,115/06/22,上櫃審議會通過
2940,歐都納,24.80,24.0,6000,24.65,6000,-,-,-,-,-,-,
2942,京站,38.00,37.65,3000,38.35,3000,38.00,37.35,37.78,38.00,3000,-,
3097,拍檔,26.22,25.5,6000,26.4,5990,26.40,25.90,26.03,26.40,6012,-,
3117,年程,30.48,30.15,3000,31.0,3000,31.00,29.50,30.22,30.15,126733,-,
3184,微邦,16.07,15.3,5000,16.0,4850,16.55,15.00,15.36,16.00,253425,-,
3473,智通聯網,88.94,88.9,2797,89.3,2999,91.10,88.80,88.82,89.30,1206,-,
3585,聯致,68.70,66.0,5970,66.8,3965,69.90,65.00,66.72,66.80,1073643,-,
3595,山太士,2400.19,2340.0,1993,2360.0,1961,2415.00,2225.00,2341.92,2360.00,293759,115/06/17,送件申請上櫃
3603,建祥國際,7.75,7.5,5000,7.8,5000,7.60,7.50,7.52,7.53,22000,-,
3633,云光,123.85,124.5,7000,126.5,6999,126.50,123.00,125.22,126.50,86078,-,
3644,凌嘉科,340.96,317.0,2000,319.0,2000,338.00,315.00,324.31,315.00,224333,-,
3659,百辰,22.39,21.1,3000,22.05,2800,22.05,21.90,21.99,22.05,2441,-,
3678,聯享,50.87,51.1,2000,52.0,3000,53.30,50.80,51.00,51.10,41592,-,
4115,善德生技,7.73,7.47,10000,7.8,9999,7.86,7.48,7.52,7.80,25003,-,
4117,普生,10.53,10.5,3000,10.8,2998,11.00,10.00,10.51,10.50,287407,-,
4150,優你康,5.59,5.3,3000,5.49,4000,6.02,5.00,5.44,5.49,834741,-,
4170,鑫品生醫,12.13,12.15,4000,12.5,14000,12.50,12.15,12.20,12.15,12000,-,
4172,因華,12.16,11.5,5000,11.85,3898,12.05,11.45,11.65,11.85,233409,-,
4186,尖端醫,9.95,9.86,10000,10.1,15000,10.15,9.76,10.03,9.88,223584,-,
4194,禾生技,7.28,7.01,10000,7.35,4990,7.35,6.80,7.01,7.35,65381,-,
4197,暐世,8.99,8.61,5000,9.0,7990,9.00,9.00,9.00,9.00,2010,-,
4431,敏成健康,16.98,17.35,1505,18.05,5000,18.20,17.35,17.43,17.35,66700,-,
4537,旭東,172.07,172.0,1000,173.5,3979,174.50,170.50,172.57,173.50,29268,-,
4544,春日,14.15,13.8,5000,14.4,4500,14.45,13.75,14.40,14.40,506,-,
4546,長亨,120.00,113.0,2000,117.0,1934,120.00,114.00,116.46,117.00,59260,-,
4553,盛復,16.98,16.5,5000,17.3,5000,16.60,16.50,16.55,16.60,10002,-,
4559,久裕興,10.83,9.48,3700,9.82,9000,10.35,9.41,9.79,9.56,103014,-,
4565,宏偉,121.40,122.0,4000,125.5,2000,125.50,121.00,122.06,125.50,25187,115/06/26,送件申請上櫃
4570,傑生,70.75,68.0,2999,71.0,4000,69.00,68.00,68.18,68.10,1101,-,
4573,高明鐵,389.01,386.0,4000,391.5,4000,395.00,385.00,390.28,387.50,118520,-,
4575,銓寶,25.16,24.4,2000,25.05,2800,25.10,24.40,24.83,25.05,17270,-,
4587,寶元數控,51.89,49.0,3000,49.9,3000,51.00,49.05,49.80,49.20,21474,-,
4589,碩陽電機,38.28,37.55,6000,38.15,2362,39.15,38.00,38.08,38.15,38058,-,
4724,宣捷幹細胞,10.01,9.61,5000,9.9,4899,10.10,9.70,9.90,9.90,111984,-,
4732,彥臣,17.00,17.0,4000,17.35,3000,17.35,16.65,17.25,17.35,7256,-,
4738,大同精化,6.79,6.8,9700,7.09,9999,7.31,6.71,7.03,7.09,52959,-,
4765,磐采,15.92,15.85,5000,16.4,4999,16.40,16.40,16.40,16.40,1,-,
4925,智微,139.36,136.5,3000,140.5,3000,142.00,136.50,139.23,137.00,71965,-,
4980,佐臻,43.53,41.5,3000,43.0,1815,44.50,42.00,42.87,43.00,38073,-,
5240,建騰,19.32,18.5,5000,19.4,4895,19.40,19.40,19.40,19.40,105,-,
5246,勵威,141.96,136.0,1000,138.5,1994,144.50,128.50,134.23,138.50,474406,-,
5248,景傳,28.86,42.35,4400,43.15,5730,46.10,29.45,39.28,42.35,2587712,-,
5254,欣訊科技,40.64,40.1,4050,41.65,4900,42.00,40.00,40.85,41.65,25284,-,
5262,立達,44.77,44.15,2000,45.95,2995,45.95,44.15,44.55,45.95,49206,-,
5267,龍翩,46.77,44.85,3000,46.55,3000,46.40,44.85,45.19,46.40,20801,-,
5271,紘通,14.49,14.15,5000,14.3,4998,15.15,13.95,14.36,14.30,459807,-,
5297,廣化,83.45,78.6,3000,79.3,2988,83.50,75.10,79.02,79.20,517835,-,
5859,遠壽,13.45,13.3,10000,13.8,9899,13.80,13.50,13.54,13.80,76501,-,
5863,瑞興銀,10.97,10.9,5000,11.4,5000,11.40,10.90,11.01,11.00,70452,-,
6027,德信,11.55,11.25,5000,11.7,5000,11.55,11.00,11.35,11.20,92869,-,
6035,悠遊卡,52.21,50.6,3000,53.0,2999,53.00,52.20,52.57,53.00,2152,-,
6407,相互,29.83,29.8,6000,30.0,6000,30.70,29.85,30.08,30.00,489707,-,
6428,淘米,23.91,21.65,3000,22.7,3000,23.60,21.85,22.52,22.75,38110,-,
6434,達輝光電,17.69,17.05,9000,17.3,7000,17.85,17.00,17.20,17.30,485248,-,
6467,泰合,115.20,112.5,5000,115.0,5000,116.00,111.00,114.28,115.00,104893,115/05/28,證交所同意上市契約
