日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-08,2317,鴻海,237.0,241.21,2000,-8420,-1.75%
2026-07-08,4142,國光生,17.7,25.32,1000,-7620,-30.09%
2026-07-08,0050,元大台灣50,108.25,46.6,16000,986400,132.30%
2026-07-08,0056,元大高股息,53.25,36.43,4000,67280,46.17%
2026-07-08,00635U,期元大S&P黃金,43.35,55.25,3000,-35700,-21.54%
2026-07-08,00738U,期元大道瓊白銀,49.72,66.26,1000,-16540,-24.96%
2026-07-08,00929,復華台灣科技優息,31.36,19.73,8000,93040,58.95%
2026-07-08,009816,凱基台灣TOP50,15.65,11.01,63000,292320,42.14%
2026-07-08,00990A,主動元大AI新經濟,19.32,11.48,5000,39200,68.29%
2026-07-08,2009,第一銅,38.55,50.56,4000,-48040,-23.75%
2026-07-08,2337,旺宏,139.0,95.28,2000,87440,45.89%
2026-07-08,2409,友達,29.35,16.21,2000,26280,81.06%
2026-07-08,3481,群創,64.2,25.1,4000,156400,155.78%
2026-07-08,3105,穩懋,409.5,556.47,300,-44091,-26.41%
2026-07-08,4966,譜瑞-KY,650.0,1921.64,1000,-1271640,-66.17%
2026-07-08,2327,國巨*,905.0,1030.0,1,-125,-12.14%
2026-07-08,00403A,主動統一升級50,10.93,10.68,26000,6500,2.34%
2026-07-08,00981A,主動統一台股增長,31.2,27.48,2000,7440,13.54%
2026-07-08,2330,台積電,2440.0,225.55,10,22144,981.80%
2026-07-08,6789,采鈺,500.0,593.5,400,-37400,-15.75%
2026-07-08,6849,奇鼎科技,161.5,266.4,280,-29372,-39.38%
2026-07-08,7853,政美應用,362.5,409.29,280,-13101,-11.43%
2026-07-08,3576,聯合再生,16.1,18.15,5000,-10250,-11.29%
2026-07-08,1721,三晃,26.15,27.88,3000,-5200,-6.22%
2026-07-08,8215,明基材,28.75,31.6,200,-570,-9.02%
2026-07-08,00405A,主動富邦台灣龍耀,9.15,9.34,11000,-2090,-2.03%
2026-07-08,5498,凱崴,61.0,69.61,188,-1619,-12.37%
2026-07-08,1301,台塑,57.3,50.5,100,680,13.47%
2026-07-08,6498,久禾光,89.3,67.3,12,264,32.69%
2026-07-08,009821,野村稀土關鍵資源,14.35,17.3,12000,-35400,-17.05%
