om,price,eps_yoy,rev_yoy,eps,advice,est_price,name,date,prev_eps_yoy,status,gm,prev_eps,prev_rev_yoy,expansion,symbol,prev_year,pe
-2.22%,21.75,51.72,1032.08,-1.68,⚪ 數據不足,-252.15000000000003,英利-KY,2026-03,-8644.44,⚠️ 獲利稀釋,11.02%,-7.87,-11.17,-980.3599999999999,2239.TW,2025,0.0
2.51%,32.2999992371,35.29,1018.02,0.23,⚪ 中性觀察,43.8,宏��,2026-03,-31.87,⚠️ 獲利稀釋,11.56%,1.26,4.14,-982.73,2353.TW,2025,11.061643574349317
N/A,33.7999992371,130.77,1114.03,0.3,⚪ 中性觀察,54.300000000000004,精星,2026-03,-26.77,⚠️ 獲利稀釋,N/A,2.39,-0.51,-983.26,8183.TWO,2025,9.33701636383978
N/A,22.9500007629,-909.09,75.25,-0.9,⚪ 數據不足,-171.60000000000002,築間,2026-03,-259.36,📉 獲利侵蝕,N/A,-6.69,-14.66,-984.34,7723.TWO,2025,0.0
-0.44%,15.1000003815,151.52,1136.23,0.17,⚪ 數據不足,-44.7,易飛網,2026-03,-286.84,🔄 轉虧為盈,15.72%,-1.42,2.6,-984.71,2734.TWO,2025,0.0
N/A,17.25,76.0,1061.93,-0.06,⚪ 數據不足,-27.599999999999998,彩晶,2026-03,58.56,⚠️ 獲利稀釋,N/A,-0.75,14.78,-985.9300000000001,6116.TW,2025,0.0
N/A,15.0500001907,-495.0,503.59,-0.91,⚪ 數據不足,-118.8,來思達,2026-03,-1354.17,📉 獲利侵蝕,N/A,-3.49,-12.26,-998.5899999999999,8066.TWO,2025,0.0
N/A,51.2000007629,-24.24,974.87,1.0,⚪ 中性觀察,95.7,豐藝,2026-03,-57.28,📉 獲利侵蝕,N/A,2.73,-21.83,-999.11,6189.TW,2025,8.025078489482759
-1.26%,17.3500003815,-753.85,246.12,-1.15,⚪ 數據不足,-112.80000000000001,廣華-KY,2026-03,-92.04,📉 獲利侵蝕,22.76%,-2.24,2.83,-999.97,1338.TW,2025,0.0
N/A,16.8999996185,6.82,1008.82,-0.41,⚪ 數據不足,-76.95,浩宇生醫,2026-03,-38.16,⚠️ 獲利稀釋,N/A,-2.14,-61.92,-1002.0,6872.TWO,2025,0.0
N/A,22.6499996185,388.24,1394.7,0.49,❌ 暫避觀望,17.099999999999998,大展證,2026-03,-45.83,⚠️ 獲利稀釋,N/A,0.39,-32.9,-1006.46,6020.TWO,2025,19.86842071798246
-13.20%,61.5,-125.0,881.55,-0.45,⚪ 數據不足,-7.800000000000001,耀勝,2026-03,-440.0,📉 獲利侵蝕,11.52%,-0.82,26.05,-1006.55,3207.TWO,2025,0.0
0.67%,38.6500015259,-53.13,960.71,0.15,❌ 暫避觀望,37.49999999999999,瑞軒,2026-03,-31.22,📉 獲利侵蝕,9.15%,1.22,6.13,-1013.84,2489.TW,2025,15.460000610360003
-10.81%,18.6499996185,-700.0,325.38,-0.32,❌ 暫避觀望,2.999999999999999,雲嘉南,2026-03,189.47,📉 獲利侵蝕,29.43%,0.51,-7.75,-1025.38,3191.TWO,2025,93.24999809250002
N/A,213.5,260.0,1288.64,0.24,⚪ 數據不足,-6.6000000000000005,德宏,2026-03,88.24,🔄 轉虧為盈,N/A,-0.16,58.82,-1028.64,5475.TWO,2025,0.0
N/A,57.9000015259,-900.0,129.28,-0.32,⚪ 數據不足,-24.150000000000002,晉弘,2026-03,25.0,📉 獲利侵蝕,N/A,0.2,22.72,-1029.28,6796.TW,2025,0.0
N/A,75.0,182.35,1219.6,0.96,❌ 暫避觀望,39.300000000000004,福懋科,2026-03,-33.33,⚠️ 獲利稀釋,N/A,1.36,11.07,-1037.25,8131.TW,2025,28.62595419847328
N/A,106.5,200.0,1237.92,0.72,❌ 暫避觀望,13.649999999999999,南茂,2026-03,-64.1,⚠️ 獲利稀釋,N/A,0.7,5.45,-1037.92,8150.TW,2025,117.03296703296704
1.10%,12.1999998093,10.0,1053.77,0.11,⚪ 中性觀察,13.05,福壽,2026-03,-15.09,⚠️ 獲利稀釋,9.65%,0.45,0.36,-1043.77,1219.TW,2025,14.022988286551723
N/A,95.9000015259,-46.67,1000.02,0.16,⚪ 數據不足,-131.54999999999998,霖宏,2026-03,-248.85,🔄 轉虧為盈,N/A,-2.59,-7.42,-1046.69,5464.TWO,2025,0.0
3.96%,88.1999969482,-0.9,1046.4,1.1,⚪ 中性觀察,184.04999999999998,神達,2026-03,57.01,📉 獲利侵蝕,10.03%,5.15,72.06,-1047.3000000000002,3706.TW,2025,7.18826380995925
5.38%,27.9500007629,15.79,1074.05,0.44,⚪ 中性觀察,59.7,福懋油,2026-03,8.0,⚠️ 獲利稀釋,10.74%,1.62,-6.25,-1058.26,1225.TW,2025,7.0226132570100495
N/A,20.3500003815,330.0,1393.26,0.43,⚪ 數據不足,-15.0,凌巨,2026-03,-300.0,🔄 轉虧為盈,N/A,-0.3,-1.96,-1063.26,8105.TW,2025,0.0
N/A,271.0,-28.74,1037.73,2.43,⚪ 中性觀察,412.79999999999995,富邦媒,2026-03,-17.53,📉 獲利侵蝕,N/A,11.29,-3.46,-1066.47,8454.TW,2025,9.847383720930234
N/A,34.6500015259,20.0,1087.95,0.24,⚪ 中性觀察,38.1,倍微,2026-03,66.15,⚠️ 獲利稀釋,N/A,1.08,4.86,-1067.95,6270.TWO,2025,13.6417328842126
-0.09%,35.9500007629,-542.86,526.87,-0.54,❌ 暫避觀望,10.949999999999998,興泰,2026-03,-140.0,📉 獲利侵蝕,27.19%,-0.03,55.97,-1069.73,1235.TW,2025,49.24657638753425
4.26%,335.0,69.03,1138.84,7.86,⚪ 中性觀察,735.45,技嘉,2026-03,24.57,⚠️ 獲利稀釋,10.28%,18.2,27.07,-1069.81,2376.TW,2025,6.832551499082195
-6.13%,63.7999992371,188.24,1259.84,0.15,❌ 暫避觀望,32.7,百容,2026-03,71.43,⚠️ 獲利稀釋,8.90%,0.6,-2.48,-1071.6,2483.TW,2025,29.26605469591743
N/A,8.3400001526,17.65,1100.69,-0.28,⚪ 數據不足,-111.9,利勤,2026-03,-116.18,⚠️ 獲利稀釋,N/A,-2.94,-9.17,-1083.04,4426.TW,2025,0.0
N/A,26.6499996185,157.58,1248.87,0.19,❌ 暫避觀望,2.8499999999999996,大拓-KY,2026-03,102.7,⚠️ 獲利稀釋,N/A,0.02,-6.4,-1091.29,8455.TWO,2025,140.26315588684213
N/A,6.1399998665,-250.0,848.03,-0.14,⚪ 數據不足,-38.1,佳總,2026-03,-21.74,📉 獲利侵蝕,N/A,-1.12,-3.95,-1098.03,5355.TWO,2025,0.0
1.90%,15.1999998093,-5.88,1092.42,0.16,⚪ 中性觀察,23.55,東隆興,2026-03,-31.13,📉 獲利侵蝕,8.57%,0.73,-0.68,-1098.3000000000002,4401.TWO,2025,9.681528540955414
0.03%,8.8599996567,-200.0,907.13,-0.03,❌ 暫避觀望,3.1500000000000004,三商壽,2026-03,-47.37,📉 獲利侵蝕,3.78%,0.2,-28.43,-1107.13,2867.TW,2025,42.19047455571428
N/A,26.7999992371,162.5,1271.05,0.27,❌ 暫避觀望,18.9,亞通,2026-03,25.0,⚠️ 獲利稀釋,N/A,0.05,-0.22,-1108.55,6179.TWO,2025,21.269840664365084
N/A,15.8000001907,8.54,1119.98,-0.76,⚪ 數據不足,-98.39999999999999,金萬林-創,2026-03,8.37,⚠️ 獲利稀釋,N/A,-2.41,9.49,-1111.44,6645.TW,2025,0.0
-34.05%,22.6000003815,-100.0,1011.49,0.0,❌ 暫避觀望,12.6,天方能源,2026-03,-100.0,📉 獲利侵蝕,29.35%,0.0,58.33,-1111.49,3073.TWO,2025,26.904762358928572
-21.28%,29.6000003815,21.49,1134.09,-0.95,⚪ 數據不足,-204.29999999999998,鴻碩,2026-03,-147.12,⚠️ 獲利稀釋,1.51%,-5.14,-15.24,-1112.6,3092.TW,2025,0.0
N/A,544.0,135.2,1251.42,2.94,❌ 暫避觀望,240.74999999999994,亞泰金屬,2026-03,22.08,⚠️ 獲利稀釋,N/A,6.8,8.58,-1116.22,6727.TWO,2025,33.89408099688474
N/A,41.7999992371,140.0,1259.13,0.73,⚪ 中性觀察,69.3,好德,2026-03,22.78,⚠️ 獲利稀釋,N/A,2.22,9.01,-1119.13,3114.TWO,2025,9.047618882489179
N/A,72.4000015259,-260.42,860.45,-2.31,⚪ 中性觀察,123.15,博弘,2026-03,-8.26,📉 獲利侵蝕,N/A,5.11,11.23,-1120.8700000000001,6997.TWO,2025,8.818514193166868
N/A,122.0,64.84,1189.95,3.0,⚪ 中性觀察,251.25,茂綸,2026-03,17.08,⚠️ 獲利稀釋,N/A,7.54,41.88,-1125.1100000000001,6227.TWO,2025,7.2835820895522385
37.60%,31.0,3200.0,4328.03,0.66,⚪ 中性觀察,42.3,新興,2026-03,-43.36,⚠️ 獲利稀釋,45.87%,1.45,-0.1,-1128.0299999999997,2605.TW,2025,10.99290780141844
2.26%,15.0,50.0,1180.96,-0.2,⚪ 數據不足,-60.300000000000004,亞聚,2026-03,-39.68,⚠️ 獲利稀釋,6.52%,-1.76,-4.78,-1130.96,1308.TW,2025,0.0
7.27%,38.2000007629,120.75,1252.91,0.22,⚪ 中性觀察,123.89999999999999,新光鋼,2026-03,-26.67,⚠️ 獲利稀釋,12.43%,3.3,15.12,-1132.16,2031.TW,2025,4.624697428922518
N/A,25.2000007629,46.58,1179.43,-0.4,⚪ 數據不足,-121.05000000000001,光耀,2026-03,62.26,⚠️ 獲利稀釋,N/A,-3.45,-25.98,-1132.8500000000001,3666.TWO,2025,0.0
-4.90%,13.8999996185,0.0,1137.15,-0.05,⚪ 數據不足,-4.2,南紡,2026-03,55.88,📉 獲利侵蝕,7.45%,-0.15,-16.11,-1137.15,1440.TW,2025,0.0
-39.60%,11.8500003815,-105.88,1033.1,-0.02,⚪ 數據不足,-0.3000000000000011,永捷,2026-03,-245.95,📉 獲利侵蝕,-12.82%,-0.54,85.08,-1138.98,4714.TWO,2025,0.0
-39.20%,10.25,60.0,1201.0,-0.04,⚪ 數據不足,-11.700000000000001,桂田文創,2026-03,-70.0,⚠️ 獲利稀釋,46.90%,-0.34,20.96,-1141.0,4806.TWO,2025,0.0
N/A,26.3500003815,40.0,1190.45,0.14,⚪ 數據不足,-1.7999999999999996,研通,2026-03,-90.74,⚠️ 獲利稀釋,N/A,0.05,19.77,-1150.45,6229.TWO,2025,0.0
N/A,55.0,8.11,1163.07,1.2,⚪ 中性觀察,156.75,建��,2026-03,4.7,⚠️ 獲利稀釋,N/A,4.01,8.17,-1154.96,3046.TW,2025,5.2631578947368425
N/A,24.4500007629,166.67,1325.24,0.08,⚪ 數據不足,-1.3499999999999996,榮星,2026-03,28.3,⚠️ 獲利稀釋,N/A,0.68,-0.95,-1158.57,1617.TW,2025,0.0
N/A,79.1999969482,610.0,1768.76,1.42,⚪ 中性觀察,305.85,必應,2026-03,51.64,⚠️ 獲利稀釋,N/A,9.13,38.99,-1158.76,6625.TW,2025,3.884256839048553
N/A,367.0,564.0,1727.49,6.72,⚪ 中性觀察,384.29999999999995,巨漢,2026-03,18.74,⚠️ 獲利稀釋,N/A,10.62,24.87,-1163.49,6903.TWO,2025,14.324746291959409
N/A,866.0,149.34,1315.37,9.45,⚪ 中性觀察,959.4,亞翔,2026-03,63.03,⚠️ 獲利稀釋,N/A,30.51,19.04,-1166.03,6139.TW,2025,13.539712320200126
-1.33%,64.6999969482,1437.5,2606.42,1.07,⚪ 數據不足,-31.499999999999993,台化,2026-03,-1750.0,🔄 轉虧為盈,4.05%,-0.99,-17.66,-1168.92,1326.TW,2025,0.0
N/A,16.7999992371,-450.0,724.03,-0.07,⚪ 數據不足,-6.0,華盈,2026-03,-134.48,📉 獲利侵蝕,N/A,-0.1,10.06,-1174.03,3520.TWO,2025,0.0
6.22%,66.9000015259,-202.5,977.75,-0.82,⚪ 中性觀察,97.2,江申,2026-03,-22.09,📉 獲利侵蝕,20.24%,3.21,-14.6,-1180.25,1525.TW,2025,10.324074309552469
5.07%,37.6500015259,685.71,1868.89,0.55,⚪ 數據不足,-13.799999999999999,晟鈦,2026-03,-407.14,🔄 轉虧為盈,10.48%,-0.43,13.3,-1183.18,3229.TW,2025,0.0
N/A,25.0,-780.0,410.26,-0.44,⚪ 數據不足,-14.4,安力-KY,2026-03,-24.07,📉 獲利侵蝕,N/A,-0.67,18.08,-1190.26,5223.TWO,2025,0.0
N/A,525.0,-37.86,1167.83,-1.45,⚪ 數據不足,-52.05,訊芯-KY,2026-03,-35.0,📉 獲利侵蝕,N/A,0.26,45.18,-1205.6899999999998,6451.TW,2025,0.0
-28.70%,15.1000003815,-1180.0,32.83,-0.54,⚪ 中性觀察,74.25,大魯閣,2026-03,1502.33,📉 獲利侵蝕,34.83%,6.03,4.63,-1212.83,1432.TW,2025,3.0505051275757573
1.66%,34.1500015259,0.0,1226.55,0.35,⚪ 中性觀察,42.0,金寶,2026-03,-4.59,📉 獲利侵蝕,5.36%,1.05,-0.55,-1226.55,2312.TW,2025,12.196429116392858
N/A,97.8000030518,-700.0,530.2,-0.3,❌ 暫避觀望,19.349999999999998,中光電,2026-03,-54.76,📉 獲利侵蝕,N/A,0.95,-0.23,-1230.2,5371.TWO,2025,75.81395585410854
6.13%,236.0,-1257.14,-20.19,-0.81,❌ 暫避觀望,28.349999999999994,由田,2026-03,-49.53,🏰 高護城河,53.12%,2.67,-9.54,-1236.95,3455.TWO,2025,124.86772486772489
-24.14%,11.8500003815,-975.0,264.19,-0.43,⚪ 數據不足,-16.200000000000003,藝舍-KY,2026-03,-106.76,📉 獲利侵蝕,16.85%,-0.2,-68.65,-1239.19,2724.TWO,2025,0.0
N/A,71.1999969482,1388.46,2631.9,3.36,⚪ 數據不足,-19.050000000000004,力積電,2026-03,-14.2,🔄 轉虧為盈,N/A,-1.86,4.48,-1243.44,6770.TW,2025,0.0
N/A,12.75,-200.0,1050.66,-0.2,⚪ 數據不足,-39.0,台富,2026-03,-1277.78,📉 獲利侵蝕,N/A,-1.12,-5.33,-1250.66,1454.TW,2025,0.0
N/A,169.5,75.93,1328.22,1.9,❌ 暫避觀望,59.25,擎亞,2026-03,-72.78,⚠️ 獲利稀釋,N/A,0.89,22.83,-1252.29,8096.TWO,2025,42.91139240506329
N/A,98.4000015259,119.7,1381.51,0.13,⚪ 數據不足,-137.7,榮科,2026-03,-56.76,🔄 轉虧為盈,N/A,-3.48,-11.09,-1261.81,4989.TW,2025,0.0
0.94%,39.6500015259,87.88,1357.18,0.62,⚪ 數據不足,-31.049999999999997,承啟,2026-03,-130.48,🔄 轉虧為盈,8.50%,-0.32,2.17,-1269.3000000000002,2425.TW,2025,0.0
7.58%,92.0999984741,-6.54,1263.41,1.43,⚪ 中性觀察,318.15000000000003,根基,2026-03,34.08,📉 獲利侵蝕,9.56%,9.52,51.01,-1269.95,2546.TW,2025,4.342291300051863
-12.63%,24.2000007629,-124.0,1147.67,-0.54,⚪ 中性觀察,51.3,建漢,2026-03,6600.0,📉 獲利侵蝕,1.56%,0.68,16.55,-1271.67,3062.TW,2025,7.0760236148830415
-22.27%,28.0499992371,50.0,1327.87,-0.27,⚪ 中性觀察,95.55,新鉅科,2026-03,173.02,⚠️ 獲利稀釋,4.18%,1.86,19.21,-1277.87,3630.TWO,2025,4.403453569403454
N/A,28.6000003815,-400.0,878.17,-0.75,⚪ 數據不足,-97.8,桓鼎-KY,2026-03,54.46,📉 獲利侵蝕,N/A,-2.52,-10.68,-1278.17,5543.TWO,2025,0.0
8.91%,17.75,175.0,1454.03,0.23,⚪ 中性觀察,19.5,和桐,2026-03,19.51,⚠️ 獲利稀釋,14.20%,0.5,16.5,-1279.03,1714.TW,2025,13.653846153846153
-125.48%,168.5,76.92,1372.33,-0.15,⚪ 數據不足,-91.95000000000002,蔚華科,2026-03,-20.55,⚠️ 獲利稀釋,16.83%,-2.68,-31.79,-1295.4099999999999,3055.TW,2025,0.0
3.80%,131.0,39.17,1339.04,1.73,⚪ 中性觀察,132.6,昇貿,2026-03,-4.59,⚠️ 獲利稀釋,13.39%,3.16,29.36,-1299.87,3305.TW,2025,14.819004524886878
8.05%,96.1999969482,40.1,1340.02,2.83,❌ 暫避觀望,61.349999999999994,安馳,2026-03,-44.71,⚠️ 獲利稀釋,12.45%,2.3,69.32,-1299.92,3528.TW,2025,23.52078164992665
N/A,26.4500007629,141.67,1447.14,0.05,⚪ 數據不足,-2.8499999999999983,佳龍,2026-03,134.62,⚠️ 獲利稀釋,N/A,0.54,26.06,-1305.47,9955.TW,2025,0.0
-18.43%,50.0,-40.54,1296.21,-0.52,⚪ 數據不足,-108.30000000000001,和大,2026-03,-491.43,📉 獲利侵蝕,-3.41%,-2.74,-8.7,-1336.75,1536.TW,2025,0.0
N/A,12.25,40.74,1380.15,-0.16,⚪ 數據不足,-34.05,福華,2026-03,-17.44,⚠️ 獲利稀釋,N/A,-1.01,10.43,-1339.41,8085.TWO,2025,0.0
-6.40%,14.0,-1140.0,211.07,-0.52,⚪ 數據不足,-23.400000000000002,福永生技,2026-03,-145.21,📉 獲利侵蝕,13.67%,-0.33,10.78,-1351.07,4183.TWO,2025,0.0
-10.37%,13.5500001907,11.76,1362.88,-1.37,⚪ 數據不足,-224.55,山隆,2026-03,-82.6,⚠️ 獲利稀釋,7.55%,-6.25,-24.55,-1351.1200000000001,2616.TW,2025,0.0
17.10%,119.5,81.37,1433.26,-0.2,⚪ 數據不足,-19.8,陽程,2026-03,120.0,⚠️ 獲利稀釋,41.15%,0.48,43.43,-1351.8899999999999,3498.TWO,2025,0.0
N/A,71.6999969482,45.14,1397.45,-0.99,⚪ 數據不足,-23.400000000000002,雲豹能源,2026-03,-150.36,⚠️ 獲利稀釋,N/A,-4.2,96.9,-1352.31,6869.TW,2025,0.0
N/A,22.5,-9.09,1344.23,-0.36,⚪ 數據不足,-50.25,中茂,2026-03,-22.22,📉 獲利侵蝕,N/A,-1.43,-21.87,-1353.32,5205.TWO,2025,0.0
-24.63%,44.4500007629,-114.29,1239.51,-0.45,⚪ 數據不足,-51.9,銘旺科,2026-03,9.68,📉 獲利侵蝕,4.20%,-1.4,59.22,-1353.8,2429.TW,2025,0.0
7.93%,85.8000030518,73.75,1430.94,-0.21,⚪ 數據不足,-39.599999999999994,達航科技,2026-03,32.41,⚠️ 獲利稀釋,23.60%,-0.73,12.25,-1357.19,4577.TWO,2025,0.0
N/A,81.0999984741,76.85,1437.19,1.95,⚪ 中性觀察,142.35,倍力,2026-03,-29.6,⚠️ 獲利稀釋,N/A,3.16,-22.72,-1360.3400000000001,6874.TWO,2025,8.545837563129611
7.26%,11.3000001907,-200.0,1186.57,-0.03,⚪ 數據不足,-8.25,寶隆,2026-03,-96.0,📉 獲利侵蝕,12.71%,0.01,-3.11,-1386.57,1906.TW,2025,0.0
2.38%,61.0999984741,42.68,1442.9,1.17,⚪ 中性觀察,124.65,精技,2026-03,18.73,⚠️ 獲利稀釋,8.10%,3.17,18.17,-1400.22,2414.TW,2025,7.352587060661852
N/A,128.5,-1400.0,3.74,-0.65,❌ 暫避觀望,6.149999999999999,鏵友益,2026-03,-47.75,📉 獲利侵蝕,N/A,0.59,0.0,-1403.74,6877.TWO,2025,313.41463414634154
N/A,31.5,13.04,1417.06,-0.2,⚪ 數據不足,-135.45,元晶,2026-03,-433.33,⚠️ 獲利稀釋,N/A,-6.24,-59.56,-1404.02,6443.TW,2025,0.0
N/A,57.5,-1283.33,123.71,-0.72,⚪ 數據不足,-53.699999999999996,常珵,2026-03,-394.74,📉 獲利侵蝕,N/A,-1.14,19.38,-1407.04,8097.TWO,2025,0.0
-2.06%,65.1999969482,66.67,1474.18,0.2,❌ 暫避觀望,4.3500000000000005,群創,2026-03,-96.3,⚠️ 獲利稀釋,9.08%,0.03,4.72,-1407.51,3481.TW,2025,224.82757568344823
-0.43%,11.6000003815,-70.0,1337.58,-0.17,⚪ 數據不足,-1.05,台榮,2026-03,-93.16,📉 獲利侵蝕,8.16%,0.08,-4.37,-1407.58,1220.TW,2025,0.0
N/A,45.6500015259,21.05,1436.78,0.23,⚪ 數據不足,-11.25,高僑,2026-03,-95.24,⚠️ 獲利稀釋,N/A,0.05,-26.42,-1415.73,6234.TWO,2025,0.0
3.04%,48.0499992371,90.0,1515.35,0.19,❌ 暫避觀望,41.85,台肥,2026-03,-52.74,⚠️ 獲利稀釋,15.30%,0.95,1.81,-1425.35,1722.TW,2025,17.222221948781364
5.39%,122.5,27.32,1469.21,2.47,⚪ 中性觀察,317.7,華立,2026-03,1.84,⚠️ 獲利稀釋,8.77%,8.84,-2.3,-1441.89,3010.TW,2025,5.783758262511804
4.51%,59.5999984741,12.0,1466.61,0.28,❌ 暫避觀望,19.35,漢翔,2026-03,-66.09,⚠️ 獲利稀釋,8.73%,0.78,-9.88,-1454.61,2634.TW,2025,46.20154920472868
N/A,3.5099999905,-1135.38,320.49,-6.73,⚪ 數據不足,-1955.4,森崴能源,2026-03,-1744.48,📉 獲利侵蝕,N/A,-60.0,32.68,-1455.8700000000001,6806.TW,2025,0.0
-26.63%,5.8899998665,-1000.0,465.92,-0.22,⚪ 數據不足,-35.849999999999994,淘帝-KY,2026-03,-1292.86,📉 獲利侵蝕,-8.18%,-1.68,-17.32,-1465.92,2929.TW,2025,0.0
-1.94%,21.0499992371,-50.0,1421.55,-0.09,⚪ 數據不足,-62.699999999999996,海德威,2026-03,-632.0,📉 獲利侵蝕,7.59%,-1.33,-5.19,-1471.55,3268.TWO,2025,0.0
1.19%,56.0999984741,-1166.67,317.07,-0.32,❌ 暫避觀望,17.55,其陽,2026-03,-26.97,📉 獲利侵蝕,20.85%,0.65,9.25,-1483.74,3564.TWO,2025,47.94871664452991
2.63%,56.5999984741,-1.9,1501.41,1.03,❌ 暫避觀望,43.050000000000004,弘憶股,2026-03,-33.61,📉 獲利侵蝕,5.61%,1.74,18.67,-1503.3100000000002,3312.TW,2025,19.721253823728222
N/A,13.8999996185,-308.0,1203.48,-0.52,⚪ 數據不足,-74.85000000000001,康那香,2026-03,-28.57,📉 獲利侵蝕,N/A,-2.43,-9.24,-1511.48,9919.TW,2025,0.0
-33.95%,7.2699999809,-18.42,1493.25,-0.45,⚪ 數據不足,-78.0,燁興,2026-03,-9.8,📉 獲利侵蝕,-29.22%,-2.24,-23.43,-1511.67,2007.TW,2025,0.0
N/A,5.1399998665,7.08,1526.05,-3.3,⚪ 數據不足,-311.84999999999997,綠河-KY,2026-03,-15.31,⚠️ 獲利稀釋,N/A,-10.06,-33.25,-1518.97,8444.TWO,2025,0.0
-63.96%,42.9000015259,25.0,1549.58,0.05,⚪ 數據不足,-71.10000000000001,新復興,2026-03,-112.33,🔄 轉虧為盈,-26.90%,-1.25,-89.32,-1524.58,4909.TWO,2025,0.0
N/A,16.2000007629,108.82,1686.17,0.03,⚪ 數據不足,-4.3500000000000005,谷崧,2026-03,-88.24,⚠️ 獲利稀釋,N/A,0.02,-11.24,-1577.3500000000001,3607.TW,2025,0.0
-10.27%,11.0500001907,-176.47,1403.29,-0.94,⚪ 數據不足,-59.25,台苯,2026-03,-90.28,📉 獲利侵蝕,-7.37%,-1.37,-24.07,-1579.76,1310.TW,2025,0.0
N/A,20.8999996185,-50.0,1551.34,-0.75,⚪ 數據不足,-42.300000000000004,宅配通,2026-03,-940.0,📉 獲利侵蝕,N/A,-1.04,-5.97,-1601.34,2642.TW,2025,0.0
N/A,71.5999984741,-185.71,1419.09,-0.61,⚪ 數據不足,-27.900000000000002,GIS-KY,2026-03,-269.57,📉 獲利侵蝕,N/A,-0.79,-4.58,-1604.8,6456.TW,2025,0.0
N/A,45.2000007629,2621.43,4257.65,3.53,⚪ 中性觀察,103.49999999999999,達麗,2026-03,-23.95,⚠️ 獲利稀釋,N/A,3.84,-22.64,-1636.2199999999998,6177.TW,2025,6.550724748246377
4.30%,13.75,-16.67,1623.81,0.25,⚪ 中性觀察,36.449999999999996,新建,2026-03,26.8,📉 獲利侵蝕,6.67%,1.23,7.45,-1640.48,2516.TW,2025,5.65843621399177
N/A,39.9500007629,134.04,1790.08,0.16,⚪ 中性觀察,53.550000000000004,資拓宏宇,2026-03,11.76,⚠️ 獲利稀釋,N/A,2.08,-2.37,-1656.04,6614.TW,2025,11.190476404173667
-1.35%,59.0999984741,72.46,1730.48,-0.19,⚪ 數據不足,-33.0,全球傳動,2026-03,85.65,⚠️ 獲利稀釋,16.55%,-0.66,11.55,-1658.02,4540.TW,2025,0.0
-72.91%,10.3999996185,-112.0,1550.22,-0.03,⚪ 數據不足,-0.9,首利,2026-03,-25.0,📉 獲利侵蝕,5.75%,0.03,-34.37,-1662.22,1471.TW,2025,0.0
N/A,49.4000015259,9.8,1697.41,-0.47,⚪ 數據不足,-99.9,台康生技,2026-03,-8.77,⚠️ 獲利稀釋,N/A,-2.51,-0.38,-1687.6100000000001,6589.TW,2025,0.0
N/A,10.4499998093,750.0,2449.06,0.13,⚪ 中性觀察,17.400000000000002,工信,2026-03,2500.0,⚠️ 獲利稀釋,N/A,0.52,27.32,-1699.06,5521.TW,2025,9.00862052525862
N/A,145.0,167.65,1881.49,3.64,⚪ 中性觀察,228.00000000000003,熙特爾-創,2026-03,674.7,⚠️ 獲利稀釋,N/A,4.9,885.03,-1713.84,7740.TW,2025,9.539473684210526
N/A,5050.0,44.12,1762.07,75.95,⚪ 中性觀察,10046.849999999999,緯穎,2026-03,124.43,⚠️ 獲利稀釋,N/A,275.06,163.68,-1717.95,6669.TW,2025,7.539676615058451
N/A,18.3500003815,-191.89,1545.42,-1.08,⚪ 數據不足,-54.449999999999996,競國,2026-03,-194.62,📉 獲利侵蝕,N/A,-0.88,-18.04,-1737.31,6108.TW,2025,0.0
N/A,55.2999992371,12.87,1753.18,1.14,⚪ 中性觀察,157.95,展�眥篕�,2026-03,-8.03,⚠️ 獲利稀釋,N/A,4.2,14.84,-1740.3100000000002,6776.TW,2025,5.251661845878443
-4.04%,14.8500003815,-278.57,1492.03,-0.53,⚪ 數據不足,-49.2,台達化,2026-03,-91.07,📉 獲利侵蝕,3.28%,-1.07,-22.22,-1770.6,1309.TW,2025,0.0
N/A,21.7999992371,900.0,2677.35,1.0,⚪ 中性觀察,30.0,順天,2026-03,-32.16,⚠️ 獲利稀釋,N/A,1.4,-49.22,-1777.35,5525.TW,2025,10.89999961855
2.40%,41.25,4.76,1790.44,0.66,⚪ 中性觀察,112.35000000000001,中鋼構,2026-03,18.15,⚠️ 獲利稀釋,4.40%,3.19,6.36,-1785.68,2013.TW,2025,5.507343124165554
N/A,15.8500003815,-10.0,1776.48,-0.22,❌ 暫避觀望,8.85,慕康生醫,2026-03,66.67,📉 獲利侵蝕,N/A,0.35,-3.62,-1786.48,5398.TWO,2025,26.864407426271185
N/A,11.8500003815,-100.0,1692.31,-0.06,⚪ 數據不足,-2.1,久正,2026-03,-250.0,📉 獲利侵蝕,N/A,-0.03,13.22,-1792.31,6167.TWO,2025,0.0
2.18%,50.2000007629,168.33,1989.87,0.41,⚪ 數據不足,-47.55,兆赫,2026-03,57.52,🔄 轉虧為盈,15.28%,-0.96,-0.05,-1821.54,2485.TW,2025,0.0
1.38%,35.5,-10.0,1827.55,0.45,⚪ 中性觀察,52.49999999999999,仁寶,2026-03,-39.91,📉 獲利侵蝕,5.82%,1.38,-16.78,-1837.55,2324.TW,2025,10.142857142857144
-27.74%,41.5,-131.34,1727.41,-3.1,⚪ 數據不足,-289.34999999999997,泰鼎-KY,2026-03,6.63,📉 獲利侵蝕,-13.35%,-8.65,-6.83,-1858.75,4927.TW,2025,0.0
2.25%,16.4500007629,157.89,2037.68,0.49,⚪ 中性觀察,23.1,新鋼,2026-03,24.44,⚠️ 獲利稀釋,6.08%,0.56,2.45,-1879.79,2032.TW,2025,10.681818677207792
