代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,30.25,29.4,3000,30.6,2998,30.60,29.40,29.61,30.60,12227,-,
1269,乾杯,60.90,57.1,3000,59.9,2915,62.80,54.50,58.55,59.90,22332,-,
1271,晨暉生技,59.56,59.3,3000,59.7,2000,60.00,59.30,59.41,59.50,31674,-,
1293,利統,23.38,23.05,3000,24.1,1000,24.20,24.10,24.10,24.10,2101,-,
1343,旭東環保,32.02,30.7,3000,31.05,2000,32.50,30.90,31.03,31.05,19001,-,
1480,東盟開發,7.95,7.87,5000,8.0,15000,8.00,7.95,7.95,7.95,10020,-,
1594,日高,7.87,7.75,9000,8.15,9998,8.15,7.75,7.75,8.15,1002,-,
2071,震南鐵,35.03,33.45,6000,35.15,3000,35.15,33.50,33.96,33.50,18521,-,
2245,詠勝昌*,24.95,23.8,6000,24.8,2999,24.80,24.80,24.80,24.80,1,-,
2249,湧盛,90.15,91.0,3000,92.6,3000,92.60,91.50,91.98,92.60,51097,115/07/28,櫃買中心同意上櫃契約
2252,為昇科,19.51,19.9,10000,20.05,5000,20.55,19.85,19.99,20.05,160792,-,
2255,凱銳光電,13.78,13.65,5000,14.1,5000,14.10,13.55,13.75,13.80,15181,-,
2256,歐特明,82.87,79.8,6000,81.6,6000,83.40,79.80,80.52,81.50,90554,-,
2644,中信造船,75.72,75.4,3000,77.1,3000,77.90,75.40,76.54,77.10,18766,-,
2733,維格餅家,10.95,10.45,10000,10.95,5000,10.95,10.45,10.50,10.95,11,-,
2741,老四川,20.90,20.0,3000,20.8,2946,20.80,20.00,20.60,20.80,6084,-,
2758,路易莎咖啡,66.68,66.7,4549,68.6,3000,68.80,66.70,67.00,66.70,4468,-,
2760,巨宇翔,9.03,8.8,2000,8.9,9996,8.90,8.80,8.80,8.90,8004,-,
2761,橘焱胡同,16.04,14.8,5000,15.3,5000,15.40,15.20,15.32,15.30,30060,-,
2938,床的世界,24.85,24.2,6000,24.85,1880,24.85,24.30,24.41,24.85,15823,115/07/28,櫃買中心同意上櫃契約
2940,歐都納,24.10,23.9,3000,24.4,3000,24.10,24.00,24.05,24.10,11000,-,
2942,京站,38.10,36.9,3000,38.05,3000,36.95,36.45,36.69,36.80,17000,-,
3097,拍檔,25.64,24.8,3000,26.0,2999,26.15,24.90,24.95,26.00,18002,-,
3117,年程,29.43,29.2,3000,30.15,2990,31.25,26.45,29.04,30.15,238478,-,
3184,微邦,13.18,13.1,4799,13.5,4999,13.65,13.00,13.11,13.50,105390,-,
3194,圓方科技,29.40,29.5,2998,30.6,3000,30.50,29.50,30.50,29.50,3103,-,
3473,智通聯網,79.00,76.4,3000,79.0,2999,79.00,79.00,79.00,79.00,1,-,
3585,聯致,50.18,46.35,5000,46.75,5988,49.40,45.55,46.66,46.75,1304812,-,
3595,山太士,1516.00,1775.0,3964,1790.0,1970,1905.00,1580.00,1751.97,1790.00,1117748,115/08/26,櫃買中心同意上櫃契約
3603,建祥國際,6.84,6.16,5000,6.45,5000,6.84,6.21,6.48,6.31,61600,-,
3633,云光,147.81,144.0,4000,147.0,1992,150.50,144.00,145.19,146.50,18132,-,
3644,凌嘉科,268.27,267.0,3523,269.0,5000,273.00,267.00,269.52,267.00,84472,-,
3659,百辰,14.54,14.2,5000,14.85,10000,15.00,14.50,14.70,14.80,65856,-,
3678,聯享,49.92,50.3,3000,51.2,5999,51.20,49.80,50.11,51.20,5231,-,
4115,善德生技,7.40,7.07,10000,7.33,10000,7.40,7.13,7.23,7.33,57052,-,
