date,eps,advice,prev_year,prev_eps,symbol,status,name,expansion,est_price,prev_rev_yoy,gm,price,prev_eps_yoy,pe,rev_yoy,om,eps_yoy
2026-03,0.4,⚪ 數據不足,2025,-1.63,2231.TW,🔄 轉虧為盈,為升,-149.42000000000002,-24.3,-21.77,23.65%,91.3000030518,-148.96,0.0,106.56,-15.73%,-42.86
2026-03,-0.21,⚪ 數據不足,2025,-0.88,4188.TWO,⚠️ 獲利稀釋,安克,-150.01,-33.75,-42.69,N/A,14.8500003815,-10.0,0.0,166.01,N/A,16.0
2026-03,0.01,⚪ 數據不足,2025,-0.28,6226.TW,🔄 轉虧為盈,光鼎,-150.05,-9.9,-3.71,N/A,31.6000003815,38.64,0.0,261.16,N/A,111.11
2026-03,1.08,⚪ 中性觀察,2025,4.22,7753.TWO,⚠️ 獲利稀釋,星亞,-150.47,157.95,9.51,N/A,36.2999992371,10.39,3.4472933748433054,159.56,N/A,9.09
2026-03,-0.44,⚪ 數據不足,2025,-0.57,4142.TW,⚠️ 獲利稀釋,國光生,-150.56,-47.25000000000001,-9.99,49.56%,17.75,1.75,0.0,167.87,23.11%,17.31
2026-03,2.1,⚪ 中性觀察,2025,6.58,6719.TW,⚠️ 獲利稀釋,力智,-150.93,222.3,23.89,N/A,188.0,198.64,12.685560053981106,192.82,N/A,41.89
2026-03,6.23,❌ 暫避觀望,2025,15.42,6683.TWO,⚠️ 獲利稀釋,雍智科技,-151.18,550.4999999999999,23.03,N/A,1210.0,-12.9,32.97002724795641,216.06,N/A,64.88
2026-03,-0.01,⚪ 數據不足,2025,-0.62,3086.TWO,📉 獲利侵蝕,華義*,-152.4,-25.5,5.99,44.07%,30.25,-192.54,0.0,47.85,-19.63%,-104.55
2026-03,19.54,❌ 暫避觀望,2025,46.93,6515.TW,⚠️ 獲利稀釋,穎崴,-152.6,1842.6000000000001,35.51,N/A,6285.0,40.24,51.16411592315207,166.0,N/A,13.4
2026-03,0.41,⚪ 中性觀察,2025,3.14,4946.TWO,📉 獲利侵蝕,辣椒,-152.6,144.9,786.25,N/A,92.9000015259,131.69,9.61697738363354,69.99,N/A,-82.61
2026-03,0.58,⚪ 中性觀察,2025,2.87,6962.TW,📉 獲利侵蝕,奕力-KY,-152.73000000000002,120.60000000000001,-15.03,N/A,31.5499992371,-39.39,3.9241292583457708,83.05,N/A,-69.68
2026-03,0.51,⚪ 中性觀察,2025,3.93,2756.TWO,📉 獲利侵蝕,聯發國際,-152.76,125.39999999999999,69.66,49.60%,62.2999992371,61.83,7.452153018791867,148.91,5.94%,-3.85
2026-03,0.24,❌ 暫避觀望,2025,1.0,3438.TWO,📉 獲利侵蝕,類比科,-153.12,29.250000000000004,4.92,38.12%,64.0,-33.77,32.82051282051282,125.85,-0.86%,-27.27
2026-03,1.86,⚪ 中性觀察,2025,5.64,6585.TW,📉 獲利侵蝕,鼎基,-153.44,210.0,-13.21,N/A,112.5,-45.5,8.035714285714286,124.98,N/A,-28.46
2026-03,0.01,❌ 暫避觀望,2025,0.68,3308.TW,📉 獲利侵蝕,聯德,-153.53,7.95,-88.36,23.48%,21.5,-32.0,40.56603773584906,55.25,-362.94%,-98.28
2026-03,0.16,⚪ 中性觀察,2025,6.85,2348.TW,📉 獲利侵蝕,海悅,-153.63,208.2,-27.63,34.04%,70.5999984741,-51.27,5.086455221476946,60.26,22.47%,-93.37
2026-03,0.53,⚪ 中性觀察,2025,1.95,1524.TW,📉 獲利侵蝕,耿鼎,-154.0,68.7,-12.78,N/A,27.3500003815,-45.98,5.971615803820961,108.08,N/A,-45.92
2026-03,0.71,⚪ 數據不足,2025,3.18,2617.TW,⚠️ 獲利稀釋,台航,-154.59,0.0,-2.28,46.23%,0.0,3.25,0.0,177.0,41.07%,22.41
2026-03,-0.29,⚪ 數據不足,2025,-1.75,3122.TWO,⚠️ 獲利稀釋,笙泉,-154.6,-67.95,-11.1,34.82%,25.8999996185,-22.38,0.0,199.88,-12.95%,45.28
2026-03,-0.68,⚪ 數據不足,2025,-1.83,6695.TW,⚠️ 獲利稀釋,芯鼎,-154.78,-87.9,10.49,N/A,48.5999984741,-355.0,0.0,159.07,N/A,4.29
2026-03,3.68,❌ 暫避觀望,2025,7.83,3491.TWO,🏰 高護城河,昇達科,-154.98,290.7,5.02,58.57%,1380.0,-12.03,71.20743034055728,225.35,27.57%,70.37
2026-03,0.83,⚪ 中性觀察,2025,2.72,6161.TWO,⚠️ 獲利稀釋,捷波,-155.0,100.05,12.38,N/A,49.5499992371,-20.23,7.428785492818592,200.61,N/A,45.61
2026-03,1.29,⚪ 中性觀察,2025,5.13,4163.TWO,📉 獲利侵蝕,鐿鈦,-155.49,179.25000000000003,1.22,N/A,140.0,-5.16,11.715481171548117,132.18,N/A,-23.31
2026-03,1.6,⚪ 中性觀察,2025,7.34,6761.TWO,📉 獲利侵蝕,穩得,-155.52999999999997,269.25,-2.32,N/A,189.0,2.89,10.52924791086351,140.64,N/A,-14.89
2026-03,0.08,❌ 暫避觀望,2025,1.22,3093.TWO,📉 獲利侵蝕,港建*,-155.94,44.849999999999994,38.76,40.97%,47.7000007629,15.09,15.953177512675586,74.54,11.18%,-81.4
2026-03,0.6,⚪ 中性觀察,2025,5.49,5474.TWO,📉 獲利侵蝕,聰泰,-156.84,185.7,22.92,N/A,150.5,-22.13,12.156704361873992,115.66,N/A,-41.18
2026-03,1.75,⚪ 中性觀察,2025,6.51,6498.TWO,⚠️ 獲利稀釋,久禾光,-156.91000000000003,229.95000000000002,19.77,N/A,74.4000015259,11.33,4.853229062354859,173.58,N/A,16.67
2026-03,0.63,⚪ 中性觀察,2025,1.61,9918.TW,⚠️ 獲利稀釋,欣天然,-157.4,65.4,2.96,N/A,42.75,-28.18,9.805045871559633,174.38,N/A,16.98
2026-03,-0.62,⚪ 數據不足,2025,-0.59,8067.TWO,📉 獲利侵蝕,志旭,-157.79,-29.85,-2.17,N/A,12.0,16.9,0.0,57.79,N/A,-100.0
2026-03,-0.57,⚪ 數據不足,2025,-1.33,5272.TWO,📉 獲利侵蝕,笙科,-158.26999999999998,-50.4,2.86,N/A,17.3500003815,-1377.78,0.0,68.27,N/A,-90.0
2026-03,0.02,❌ 暫避觀望,2025,0.28,3024.TW,📉 獲利侵蝕,憶聲,-158.51,13.800000000000002,-31.39,24.73%,14.9499998093,-57.58,16.24999979271739,68.51,-2.71%,-90.0
2026-03,0.02,❌ 暫避觀望,2025,0.12,8080.TWO,📉 獲利侵蝕,泰霖,-158.55,9.0,22.38,N/A,29.0,139.29,48.333333333333336,76.73,N/A,-81.82
2026-03,1.0,⚪ 中性觀察,2025,8.29,6862.TW,📉 獲利侵蝕,三集瑞-KY,-159.02,277.65,2.98,N/A,139.5,-19.59,7.53646677471637,90.37,N/A,-68.65
2026-03,-0.31,⚪ 數據不足,2025,-1.29,4128.TWO,⚠️ 獲利稀釋,中天,-159.39000000000001,-58.650000000000006,9.94,42.56%,15.0500001907,31.02,0.0,185.58,-18.87%,26.19
2026-03,3.27,⚪ 中性觀察,2025,12.15,6996.TWO,⚠️ 獲利稀釋,力領科技,-159.41,419.85,-9.4,N/A,177.5,-14.17,6.341550553769203,195.54,N/A,36.13
2026-03,0.51,⚪ 中性觀察,2025,1.36,1568.TW,📉 獲利侵蝕,倉佑,-159.61,49.35,0.3,34.44%,28.7000007629,-13.92,8.723404487203647,155.84,17.09%,-3.77
2026-03,-0.24,⚪ 數據不足,2025,-1.52,6237.TWO,⚠️ 獲利稀釋,驊訊,-161.35,-67.2,11.69,N/A,34.6500015259,-462.96,0.0,214.29,N/A,52.94
2026-03,0.4,⚪ 中性觀察,2025,2.25,8102.TWO,📉 獲利侵蝕,傑霖科技,-162.27,79.49999999999999,-23.31,N/A,67.1999969482,-62.55,12.679244707207548,100.37,N/A,-61.9
2026-03,1.37,⚪ 中性觀察,2025,5.51,6203.TWO,📉 獲利侵蝕,海韻電,-162.29000000000002,164.85,37.15,N/A,59.7999992371,57.43,5.441310212656961,137.15,N/A,-25.14
2026-03,2.47,⚪ 中性觀察,2025,6.32,6651.TWO,⚠️ 獲利稀釋,全宇昕,-163.5,234.00000000000003,3.91,N/A,148.5,-22.95,9.519230769230768,186.39,N/A,22.89
2026-03,2.59,⚪ 中性觀察,2025,7.4,3213.TWO,📉 獲利侵蝕,茂訊,-164.20999999999998,292.35,1.19,25.33%,126.5,-12.32,6.490507952796305,155.73,7.00%,-8.48
2026-03,-0.58,⚪ 數據不足,2025,-1.34,2424.TW,📉 獲利侵蝕,隴華,-165.21,-58.8,34.04,27.86%,8.0100002289,59.69,0.0,50.4,-40.94%,-114.81
2026-03,0.84,⚪ 中性觀察,2025,3.81,4138.TWO,📉 獲利侵蝕,曜亞,-165.56,145.8,-11.82,44.64%,52.2999992371,-32.69,5.380658357726338,139.24,12.42%,-26.32
2026-03,1.17,⚪ 中性觀察,2025,4.31,2606.TW,⚠️ 獲利稀釋,裕民,-165.8,139.19999999999996,-4.75,35.36%,76.0999984741,-22.2,8.200430870053882,499.13,30.49%,333.33
2026-03,0.09,❌ 暫避觀望,2025,0.13,3252.TWO,⚠️ 獲利稀釋,海灣,-166.92,2.55,-3.71,43.11%,15.9499998093,141.94,93.82352829,179.42,22.84%,12.5
2026-03,1.19,⚪ 中性觀察,2025,1.91,4949.TW,⚠️ 獲利稀釋,有成精密,-167.23000000000002,80.1,-0.48,N/A,76.6999969482,240.74,14.363295308651685,364.73,N/A,197.5
2026-03,3.21,⚪ 中性觀察,2025,8.67,6197.TW,⚠️ 獲利稀釋,佳必琪,-167.26,325.49999999999994,12.03,N/A,302.5,-0.23,13.940092165898621,264.19,N/A,96.93
2026-03,-0.64,⚪ 數據不足,2025,-5.1,6550.TW,⚠️ 獲利稀釋,北極星藥業-KY,-167.39999999999998,-160.04999999999998,-62.05,N/A,10.6999998093,-40.62,0.0,192.98,N/A,25.58
2026-03,-0.23,⚪ 數據不足,2025,-1.09,2482.TW,📉 獲利侵蝕,連宇,-167.48000000000002,-45.3,-16.89,35.81%,16.0,-234.57,0.0,162.93,-38.32%,-4.55
2026-03,-0.4,⚪ 數據不足,2025,-1.29,8437.TWO,📉 獲利侵蝕,大地-KY,-168.3,-46.050000000000004,-31.28,N/A,9.2899999619,-516.13,0.0,157.19,N/A,-11.11
2026-03,3.85,❌ 暫避觀望,2025,12.25,2395.TW,⚠️ 獲利稀釋,研華,-168.54,453.6,18.56,39.78%,677.0,17.26,22.387566137566136,190.06,15.69%,21.52
2026-03,0.64,❌ 暫避觀望,2025,0.67,6224.TW,⚠️ 獲利稀釋,聚鼎,-168.57000000000002,46.949999999999996,-2.5,N/A,78.4000015259,-69.96,25.047923810191694,215.08,N/A,46.51
2026-03,3.66,❌ 暫避觀望,2025,11.33,4749.TWO,⚠️ 獲利稀釋,新應材,-169.10000000000002,432.6,28.3,44.02%,769.0,32.78,26.664355062413314,232.49,23.34%,63.39
2026-03,0.96,❌ 暫避觀望,2025,3.01,6937.TW,⚠️ 獲利稀釋,天虹,-169.86,103.49999999999999,-13.26,N/A,282.0,-50.25,40.869565217391305,201.37,N/A,31.51
2026-03,2.27,⚪ 中性觀察,2025,10.22,6690.TWO,⚠️ 獲利稀釋,安�硌穈T,-170.18,358.95000000000005,13.3,N/A,164.5,36.27,6.874216464688675,191.57,N/A,21.39
2026-03,0.0,❌ 暫避觀望,2025,0.71,6485.TWO,📉 獲利侵蝕,點序,-170.28,10.5,16.84,N/A,62.2999992371,152.21,88.99999891014286,70.28,N/A,-100.0
2026-03,-0.21,⚪ 數據不足,2025,-1.63,6929.TWO,⚠️ 獲利稀釋,佑全,-170.61,-49.05,-1.45,N/A,22.3500003815,-54.29,0.0,195.61,N/A,25.0
2026-03,1.65,⚪ 中性觀察,2025,4.58,5299.TWO,⚠️ 獲利稀釋,杰力,-170.81,161.55,-12.32,N/A,97.0999984741,-22.77,9.015784445134633,189.52,N/A,18.71
2026-03,0.36,❌ 暫避觀望,2025,0.26,1323.TW,⚠️ 獲利稀釋,永裕,-172.04999999999995,10.2,-23.91,15.09%,21.3500003815,-89.88,31.397059384558826,792.05,1.25%,620.0
2026-03,0.28,❌ 暫避觀望,2025,2.3,2070.TWO,📉 獲利侵蝕,精湛,-172.23000000000002,65.1,-2.97,45.13%,69.5,-22.56,16.013824884792626,129.05,17.87%,-43.18
2026-03,0.75,⚪ 中性觀察,2025,5.37,6591.TW,📉 獲利侵蝕,動力-KY,-172.28,204.29999999999998,38.81,N/A,42.7000007629,60.88,3.1350955038839943,116.4,N/A,-55.88
2026-03,0.17,❌ 暫避觀望,2025,0.54,2926.TWO,⚠️ 獲利稀釋,誠品生活,-172.47,19.2,1.84,40.82%,30.3500003815,100.0,23.710937798046874,178.72,-1.48%,6.25
2026-03,-0.05,❌ 暫避觀望,2025,0.47,3297.TWO,⚠️ 獲利稀釋,杭特,-173.02,18.45,20.59,30.70%,27.6499996185,461.54,22.479674486585367,201.59,-18.51%,28.57
2026-03,0.7,⚪ 中性觀察,2025,2.07,7704.TWO,⚠️ 獲利稀釋,明遠精密,-173.26,73.49999999999999,-11.73,N/A,62.5999984741,-22.56,12.77550989267347,216.12,N/A,42.86
2026-03,1.57,⚪ 中性觀察,2025,2.35,6844.TWO,⚠️ 獲利稀釋,諾貝兒,-173.3,96.74999999999999,1.36,N/A,60.2999992371,-21.14,9.348837091023258,192.24,N/A,18.94
2026-03,5.19,❌ 暫避觀望,2025,12.75,6640.TWO,⚠️ 獲利稀釋,均華,-174.41,487.05000000000007,10.19,N/A,1140.0,-14.04,35.10933169079149,392.93,N/A,218.52
2026-03,1.3,⚪ 中性觀察,2025,4.99,2412.TW,⚠️ 獲利稀釋,中華電,-174.49,189.75,2.67,33.63%,136.0,3.96,10.75098814229249,177.66,17.33%,3.17
2026-03,0.53,⚪ 中性觀察,2025,1.75,9960.TWO,⚠️ 獲利稀釋,邁達康,-174.67999999999998,56.7,-3.52,N/A,30.25,-13.79,8.002645502645501,203.95,N/A,29.27
2026-03,0.19,❌ 暫避觀望,2025,0.33,3021.TW,⚠️ 獲利稀釋,鴻名,-175.97999999999996,15.3,-3.87,N/A,20.25,-43.1,19.852941176470587,592.65,N/A,416.67
2026-03,1.51,❌ 暫避觀望,2025,2.67,3675.TWO,⚠️ 獲利稀釋,德微,-176.56,92.85,-9.88,36.51%,272.5,-66.46,44.02261712439419,188.41,9.03%,11.85
2026-03,3.81,⚪ 中性觀察,2025,5.62,6579.TW,⚠️ 獲利稀釋,研揚,-176.75,221.54999999999998,20.03,N/A,146.5,-27.15,9.918754231550441,261.06,N/A,84.31
2026-03,0.14,❌ 暫避觀望,2025,0.2,1805.TW,📉 獲利侵蝕,寶徠,-177.2,8.100000000000001,-54.43,21.75%,10.1000003815,-93.38,18.703704410185182,147.2,10.56%,-30.0
2026-03,0.37,❌ 暫避觀望,2025,0.5,3588.TW,⚠️ 獲利稀釋,通嘉,-177.57,22.95,-7.24,31.63%,52.5,-73.51,34.31372549019608,219.88,-1.96%,42.31
2026-03,2.24,❌ 暫避觀望,2025,6.1,3587.TWO,⚠️ 獲利稀釋,閎康,-177.81,221.1,8.51,30.02%,247.0,-40.84,16.757123473541384,373.81,10.45%,196.0
2026-03,1.06,❌ 暫避觀望,2025,2.97,2455.TW,⚠️ 獲利稀釋,全新,-178.23,105.0,4.29,37.27%,477.0,-18.46,68.14285714285714,202.94,21.78%,24.71
2026-03,0.5,⚪ 中性觀察,2025,2.31,3284.TWO,📉 獲利侵蝕,太普高,-178.42000000000002,69.89999999999999,-17.82,25.16%,20.5,-12.16,4.399141630901288,167.71,13.35%,-10.71
2026-03,0.55,⚪ 中性觀察,2025,4.21,6763.TWO,📉 獲利侵蝕,綠界科技*,-178.65,146.25,8.73,N/A,41.5499992371,117.01,4.261538383292308,168.81,N/A,-9.84
2026-03,0.1,⚪ 數據不足,2025,0.03,5251.TWO,📉 獲利侵蝕,天鉞電,-178.89999999999998,-4.35,10.32,N/A,26.0,-50.0,0.0,162.23,N/A,-16.67
2026-03,1.42,⚪ 中性觀察,2025,8.57,5403.TWO,📉 獲利侵蝕,中菲,-179.3,295.65000000000003,7.88,N/A,93.0999984741,-0.37,4.723490536484018,152.96,N/A,-26.34
2026-03,0.48,❌ 暫避觀望,2025,0.01,3557.TW,📉 獲利侵蝕,嘉威,-179.72,21.0,-24.49,N/A,24.2000007629,-99.85,17.28571483064286,97.83,N/A,-81.89
2026-03,0.69,❌ 暫避觀望,2025,5.01,3450.TW,📉 獲利侵蝕,聯鈞,-179.77,180.75,13.44,26.67%,646.0,31.15,53.60995850622406,109.26,15.62%,-70.51
2026-03,0.92,⚪ 中性觀察,2025,4.57,3303.TWO,📉 獲利侵蝕,岱稜,-179.86,164.1,0.49,N/A,51.7000007629,16.97,4.725777035,156.53,N/A,-23.33
2026-03,0.13,❌ 暫避觀望,2025,0.03,1611.TW,⚠️ 獲利稀釋,中電,-180.07999999999998,3.6,-8.17,37.93%,11.9499998093,-94.0,49.79166587208333,188.41,11.05%,8.33
2026-03,0.57,⚪ 中性觀察,2025,3.27,8410.TWO,📉 獲利侵蝕,森田,-180.4,79.35,-4.28,N/A,30.4500007629,-56.63,5.756143811512287,131.75,N/A,-48.65
2026-03,1.18,⚪ 中性觀察,2025,5.04,7736.TW,📉 獲利侵蝕,虎山,-180.68,172.79999999999998,22.39,N/A,69.5,-31.43,6.032986111111112,156.16,N/A,-24.52
2026-03,0.83,⚪ 中性觀察,2025,10.03,8467.TW,📉 獲利侵蝕,波力-KY,-180.94,397.80000000000007,-1.52,N/A,92.1999969482,-10.98,3.476621302722473,113.25,N/A,-67.69
2026-03,2.45,⚪ 中性觀察,2025,3.44,5206.TWO,⚠️ 獲利稀釋,坤悅,-182.03,208.2,55.14,N/A,23.2000007629,66.99,1.671469795597983,334.61,N/A,152.58
2026-03,0.02,❌ 暫避觀望,2025,0.05,6168.TW,⚠️ 獲利稀釋,宏齊,-182.06,0.15000000000000013,5.6,N/A,28.4500007629,66.67,2845.0000762899977,282.06,N/A,100.0
2026-03,-0.12,⚪ 數據不足,2025,-0.76,2321.TW,⚠️ 獲利稀釋,東訊,-183.29000000000002,-23.549999999999997,16.01,29.80%,14.9499998093,18.37,0.0,228.74,-5.26%,45.45
2026-03,0.83,⚪ 中性觀察,2025,4.2,2364.TW,📉 獲利侵蝕,倫飛,-183.38,148.65,20.5,39.87%,66.0,2.69,6.659939455095863,140.62,7.82%,-42.76
2026-03,-1.18,⚪ 數據不足,2025,-3.97,6496.TWO,📉 獲利侵蝕,科懋,-183.4,-152.85,4.22,N/A,24.2999992371,-85.58,0.0,148.52,N/A,-34.88
2026-03,2.6,⚪ 中性觀察,2025,6.9,6922.TWO,⚠️ 獲利稀釋,宸曜,-184.0,275.7,13.67,N/A,207.0,-8.99,11.262241566920567,186.36,N/A,2.36
2026-03,-0.11,⚪ 數據不足,2025,-0.36,4121.TWO,⚠️ 獲利稀釋,優盛,-184.14,-13.799999999999999,-1.34,33.58%,13.1000003815,-5.88,0.0,192.47,-3.01%,8.33
2026-03,0.01,⚪ 中性觀察,2025,1.57,6684.TWO,📉 獲利侵蝕,安格,-184.59,126.74999999999999,-15.36,N/A,46.5499992371,137.2,5.508875649360948,84.83,N/A,-99.76
2026-03,2.25,⚪ 中性觀察,2025,4.68,3088.TWO,⚠️ 獲利稀釋,艾訊,-185.04000000000002,159.45,1.82,33.38%,123.0,-37.99,11.571025399811854,277.35,10.77%,92.31
2026-03,1.23,⚪ 中性觀察,2025,10.02,8279.TWO,📉 獲利侵蝕,生展,-185.14999999999998,380.4,6.1,N/A,80.0,13.09,3.1545741324921135,139.57,N/A,-45.58
2026-03,1.15,⚪ 中性觀察,2025,3.45,1216.TW,⚠️ 獲利稀釋,統一,-185.4,141.15,2.32,31.73%,76.1999969482,-5.22,8.097768007247609,211.77,2.59%,26.37
2026-03,0.42,⚪ 中性觀察,2025,2.65,7547.TWO,📉 獲利侵蝕,碩網,-185.5,92.99999999999999,5.66,N/A,50.7000007629,22.61,8.177419477887097,183.17,N/A,-2.33
2026-03,0.5,⚪ 中性觀察,2025,1.03,4952.TW,⚠️ 獲利稀釋,凌通,-185.56,52.2,-13.56,N/A,50.9000015259,-54.63,14.626437220086208,204.61,N/A,19.05
2026-03,1.34,⚪ 中性觀察,2025,4.0,6568.TWO,⚠️ 獲利稀釋,宏觀,-185.79,137.10000000000002,6.74,N/A,129.0,4.76,14.11378555798687,192.19,N/A,6.4
2026-03,4.41,⚪ 中性觀察,2025,13.97,6605.TW,📉 獲利侵蝕,帝寶,-185.92,490.50000000000006,-3.69,N/A,138.5,-26.4,4.235474006116208,173.42,N/A,-12.5
2026-03,1.8,⚪ 中性觀察,2025,7.39,3416.TW,📉 獲利侵蝕,融程電,-186.06,262.95,19.07,38.51%,173.3726806641,4.56,9.890055942047919,182.83,18.05%,-3.23
2026-03,1.02,❌ 暫避觀望,2025,1.8,6715.TW,⚠️ 獲利稀釋,嘉基,-186.09,76.95,-25.1,N/A,318.5,-65.38,62.085769980506825,232.47,N/A,46.38
2026-03,2.63,⚪ 中性觀察,2025,11.33,2474.TW,📉 獲利侵蝕,可成,-186.16,364.8,3.18,33.00%,208.5,-37.78,8.573190789473685,147.7,13.69%,-38.46
2026-03,1.57,⚪ 中性觀察,2025,5.73,8261.TW,⚠️ 獲利稀釋,富鼎,-186.21,202.05000000000004,6.37,N/A,178.5,19.71,13.251670378619151,195.24,N/A,9.03
2026-03,3.68,⚪ 中性觀察,2025,13.04,6138.TWO,⚠️ 獲利稀釋,茂達,-186.28,469.34999999999997,22.89,N/A,292.0,31.94,9.332054969638863,226.99,N/A,40.71
2026-03,0.33,⚪ 中性觀察,2025,1.8,3703.TW,⚠️ 獲利稀釋,欣陸,-186.28999999999996,51.74999999999999,11.98,13.84%,19.5499992371,25.87,5.666666445536232,746.29,7.24%,560.0
2026-03,-0.31,⚪ 數據不足,2025,-1.72,6130.TWO,⚠️ 獲利稀釋,上亞科技,-186.60000000000002,-57.3,-20.79,N/A,26.7999992371,-129.33,0.0,205.02,N/A,18.42
2026-03,1.29,❌ 暫避觀望,2025,3.34,2303.TW,⚠️ 獲利稀釋,聯電,-187.08999999999997,127.64999999999999,2.26,30.67%,129.0,-11.97,15.158636897767334,295.15,19.78%,108.06
2026-03,0.17,⚪ 數據不足,2025,0.21,1468.TW,📉 獲利侵蝕,昶和,-187.21,-0.5999999999999996,-23.26,18.12%,13.1499996185,-77.66,0.0,152.59,2.42%,-34.62
2026-03,-0.31,⚪ 數據不足,2025,-1.11,3466.TWO,⚠️ 獲利稀釋,德晉,-187.35000000000002,-46.50000000000001,-72.48,-8.98%,24.8999996185,58.98,0.0,249.55,-223.66%,62.2
2026-03,-0.07,⚪ 數據不足,2025,0.49,3594.TWO,⚠️ 獲利稀釋,磐儀,-187.85000000000002,-0.5999999999999996,29.3,41.27%,48.25,-63.43,0.0,254.52,10.21%,66.67
2026-03,0.96,❌ 暫避觀望,2025,2.01,4576.TW,⚠️ 獲利稀釋,大銀微系統,-187.90999999999997,73.35,20.44,38.42%,216.5,294.12,44.27402862985685,306.09,13.23%,118.18
2026-03,2.05,⚪ 中性觀察,2025,4.81,3289.TWO,⚠️ 獲利稀釋,宜特,-188.26000000000002,213.89999999999998,11.44,25.60%,138.0,-34.26,9.677419354838712,207.08,4.49%,18.82
2026-03,0.81,⚪ 中性觀察,2025,1.63,1733.TW,⚠️ 獲利稀釋,五鼎,-188.87,67.19999999999999,5.0,30.15%,31.9500007629,27.34,7.131696598861608,219.52,7.57%,30.65
2026-03,0.28,⚪ 數據不足,2025,-9.56,6128.TW,🔄 轉虧為盈,上福,-188.97000000000003,-268.8,-4.71,N/A,19.9500007629,-431.94,0.0,147.3,N/A,-41.67
2026-03,0.87,⚪ 中性觀察,2025,4.1,9938.TW,📉 獲利侵蝕,百和,-189.29,158.25,2.05,N/A,41.8499984741,-13.68,3.9668244999146913,145.78,N/A,-43.51
2026-03,0.76,⚪ 中性觀察,2025,3.02,4560.TW,📉 獲利侵蝕,強信-KY,-189.35000000000002,111.15,6.92,33.75%,29.5,48.04,3.98110661268556,171.96,16.61%,-17.39
2026-03,1.54,❌ 暫避觀望,2025,15.5,3693.TWO,📉 獲利侵蝕,營邦,-189.51,586.35,-11.96,29.12%,604.0,-38.69,15.45152212842159,107.78,0.48%,-81.73
2026-03,2.46,⚪ 中性觀察,2025,8.36,3551.TWO,⚠️ 獲利稀釋,世禾,-189.9,314.85,16.17,36.55%,178.5,17.2,8.504049547403525,205.07,18.42%,15.17
2026-03,3.29,❌ 暫避觀望,2025,13.99,1519.TW,⚠️ 獲利稀釋,華城,-190.43,467.85,20.89,42.20%,729.0,-6.3,23.372875921769797,200.1,19.22%,9.67
2026-03,0.33,❌ 暫避觀望,2025,1.13,2495.TW,⚠️ 獲利稀釋,普安,-191.19,24.15,-10.89,43.31%,38.3499984741,-49.1,23.81987482863354,194.32,9.76%,3.13
2026-03,1.9,⚪ 中性觀察,2025,5.77,4933.TWO,📉 獲利侵蝕,友輝,-191.64999999999998,193.65,2.41,28.71%,55.0,-18.35,4.260263361735089,174.54,12.48%,-17.11
2026-03,1.33,⚪ 中性觀察,2025,3.77,6117.TW,⚠️ 獲利稀釋,迎廣,-192.04999999999998,122.25,11.78,N/A,63.0999984741,-7.65,7.742331101116564,369.13,N/A,177.08
2026-03,-0.03,⚪ 數據不足,2025,-0.92,8477.TWO,⚠️ 獲利稀釋,創業家,-192.17000000000002,-30.450000000000003,-52.73,N/A,15.3500003815,53.77,0.0,286.81,N/A,94.64
2026-03,1.38,⚪ 中性觀察,2025,3.53,3332.TWO,⚠️ 獲利稀釋,幸康,-192.23000000000002,148.95,19.44,N/A,61.7000007629,61.93,6.213494538056395,231.62,N/A,39.39
2026-03,1.73,❌ 暫避觀望,2025,4.85,6672.TW,⚠️ 獲利稀釋,騰輝電子-KY,-192.51,184.95,0.88,N/A,275.0,-2.81,22.303325223033255,257.27,N/A,64.76
2026-03,-0.67,⚪ 數據不足,2025,-0.06,5201.TWO,📉 獲利侵蝕,凱衛,-192.66,-22.8,12.63,N/A,26.3999996185,-102.22,0.0,89.63,N/A,-103.03
2026-03,-0.48,⚪ 數據不足,2025,-3.43,3041.TW,📉 獲利侵蝕,揚智,-192.74,-106.95,-29.93,5.61%,22.6000003815,-35.42,0.0,172.74,-198.78%,-20.0
2026-03,1.96,⚪ 中性觀察,2025,1.34,2066.TWO,📉 獲利侵蝕,世德,-194.24,78.60000000000001,-9.64,19.80%,53.9000015259,-77.5,10.286259833187023,190.77,-4.97%,-3.47
2026-03,0.67,⚪ 數據不足,2025,-2.87,5263.TWO,🔄 轉虧為盈,智崴,-194.54999999999998,-137.10000000000002,-3.81,N/A,99.4000015259,-356.73,0.0,396.14,N/A,201.59
2026-03,3.82,⚪ 中性觀察,2025,14.08,6782.TW,⚠️ 獲利稀釋,視陽,-195.34,510.59999999999997,15.02,N/A,254.5,39.41,7.476498237367803,219.37,N/A,24.03
2026-03,2.52,⚪ 中性觀察,2025,7.1,7556.TWO,⚠️ 獲利稀釋,意德士,-195.95999999999998,285.45000000000005,19.26,N/A,248.5,19.42,13.058328954282711,218.89,N/A,22.93
2026-03,0.44,⚪ 中性觀察,2025,1.72,8049.TWO,📉 獲利侵蝕,晶采,-196.48999999999998,63.0,-0.92,N/A,24.5499992371,-31.2,5.845237913595238,192.14,N/A,-4.35
2026-03,3.66,⚪ 中性觀察,2025,12.71,4771.TW,⚠️ 獲利稀釋,望隼,-196.72,472.04999999999995,16.17,N/A,215.0,10.57,6.831903400063553,206.96,N/A,10.24
