prev_eps,advice,om,status,symbol,eps_yoy,prev_rev_yoy,name,expansion,gm,prev_eps_yoy,pe,price,est_price,eps,rev_yoy,date,prev_year
2.0,⚪ 數據不足,N/A,🌑 雙重衰退,7795.TW,-26.3,-27.26,長廣,-11.260000000000002,N/A,-37.89,0.0,416.0,0.0,3.11,-15.04,2025-12,2025
-1.44,⚪ 數據不足,-12.95%,🌑 雙重衰退,3122.TWO,-22.38,-8.69,笙泉,-11.28,34.82%,-28.57,0.0,34.5,-71.55000000000001,-1.75,-11.1,2025-12,2025
4.67,⚪ 中性觀察,9.66%,⚠️ 獲利稀釋,2755.TWO,8.73,19.82,揚秦,-11.36,27.43%,7.46,8.13308687615527,132.0,243.44999999999996,6.44,20.09,2025-12,2025
8.15,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,6894.TWO,29.29,50.25,衛司特,-11.369999999999997,N/A,23.67,14.098237720284963,376.0,400.05,10.99,40.66,2025-12,2025
1.23,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,5425.TWO,9.66,28.14,台半,-11.419999999999998,N/A,-2.54,22.7891156462585,100.5,66.15,2.07,21.08,2025-12,2025
1.39,⚪ 中性觀察,N/A,🌑 雙重衰退,6865.TWO,-29.44,-8.24,偉康科技,-11.990000000000002,N/A,20.35,6.881187929975248,27.7999992371,60.6,1.52,-17.45,2025-12,2025
3.18,⚪ 中性觀察,15.72%,📉 獲利侵蝕,2441.TW,-1.82,10.09,超豐,-12.01,19.91%,-5.64,13.064361191162345,136.0,156.15,4.31,10.19,2025-12,2025
10.3,⚪ 中性觀察,N/A,📉 獲利侵蝕,8016.TW,-5.53,3.67,矽創,-12.120000000000001,N/A,-14.05,8.171041490262489,289.5,531.45,14.66,6.59,2025-12,2025
6.71,⚪ 中性觀察,5.98%,🏰 高護城河,2915.TW,-28.5,-5.04,潤泰全,-12.170000000000002,58.30%,-39.68,1.906816253792062,44.2000007629,347.7,9.29,-16.33,2025-12,2025
2.0,⚪ 中性觀察,N/A,📉 獲利侵蝕,6275.TWO,-1.42,9.43,元山,-12.18,N/A,-1.49,7.327717989908116,47.8499984741,97.95,2.81,10.76,2025-12,2025
0.26,❌ 暫避觀望,N/A,📉 獲利侵蝕,6015.TWO,-11.63,-24.7,宏遠證,-12.190000000000001,N/A,-71.11,32.05882427745098,16.3500003815,7.65,0.76,0.56,2025-12,2025
23.59,⚪ 中性觀察,8.88%,📉 獲利侵蝕,2379.TW,-4.02,10.77,瑞昱,-12.23,48.08%,1.72,7.511139401654997,590.0,1178.25,28.77,8.21,2025-12,2025
6.1,⚪ 中性觀察,N/A,📉 獲利侵蝕,6197.TW,-0.23,12.17,佳必琪,-12.26,N/A,-9.9,13.89165009940358,279.5,301.79999999999995,8.67,12.03,2025-12,2025
1.42,⚪ 數據不足,N/A,📉 獲利侵蝕,6884.TWO,-10.78,-4.43,海柏特,-12.33,N/A,-5.33,0.0,33.3499984741,0.0,2.05,1.55,2025-12,2025
1.54,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,8908.TWO,14.97,44.68,欣雄,-12.4,N/A,29.41,7.640977730432331,40.6500015259,79.80000000000001,2.16,27.37,2025-12,2025
1.66,⚪ 中性觀察,N/A,🌑 雙重衰退,8930.TWO,-20.27,-5.22,青鋼,-12.46,N/A,-25.56,5.017605633802817,28.5,85.19999999999999,2.4,-7.81,2025-12,2025
10.74,⚪ 中性觀察,N/A,📉 獲利侵蝕,6664.TWO,-9.46,-0.08,群翊,-12.530000000000001,N/A,-5.97,13.041655018171651,466.5,536.5500000000001,15.06,3.07,2025-12,2025
-1.34,⚪ 數據不足,-10.28%,🌑 雙重衰退,1305.TW,-29.51,-13.55,華夏,-12.680000000000003,0.65%,-123.33,0.0,12.0,-68.1,-1.58,-16.83,2025-12,2025
2.2,⚪ 中性觀察,19.41%,🌑 雙重衰退,1708.TW,-16.11,-3.31,東鹼,-12.82,33.86%,-29.94,5.013088905379581,38.2999992371,114.60000000000001,3.28,-3.29,2025-12,2025
0.97,⚪ 中性觀察,N/A,📉 獲利侵蝕,5016.TWO,-12.28,2.31,松和,-12.85,N/A,-25.38,7.56338038915493,26.8500003815,53.25,1.5,0.57,2025-12,2025
66.35,❌ 暫避觀望,69.19%,🏰 高護城河,2059.TW,59.82,78.51,川湖,-12.949999999999996,76.10%,58.13,22.012853582826914,5035.0,3430.95,103.23,72.77,2025-12,2025
0.6,⚪ 中性觀察,6.56%,⚠️ 獲利稀釋,1459.TW,18.33,43.56,聯發,-12.950000000000003,15.20%,8.16,14.207316607926826,11.6499996185,12.300000000000004,0.81,31.28,2025-12,2025
3.23,⚪ 中性觀察,N/A,🌑 雙重衰退,6924.TW,-16.96,-1.99,榮惠-KY創,-13.040000000000001,N/A,-47.48,13.484087102177552,161.0,179.10000000000002,5.68,-3.92,2025-12,2025
-1.71,⚪ 數據不足,-45.05%,⚠️ 獲利稀釋,3259.TWO,4.84,4.82,鑫創,-13.05,15.22%,30.2,0.0,16.0,-86.25,-2.36,17.89,2025-12,2025
-2.19,⚪ 數據不足,N/A,🌑 雙重衰退,6657.TW,-14.12,-5.71,華安,-13.149999999999999,N/A,8.02,0.0,38.7999992371,-117.89999999999999,-2.92,-0.97,2025-12,2025
1.96,⚪ 中性觀察,N/A,🌑 雙重衰退,6175.TWO,-14.74,-1.77,立敦,-13.36,N/A,-18.83,14.045454083060603,92.6999969482,99.00000000000003,2.68,-1.38,2025-12,2025
1.21,❌ 暫避觀望,7.20%,📉 獲利侵蝕,3624.TWO,-9.71,1.22,光頡,-13.360000000000001,23.30%,-27.11,22.639225181598057,93.5,61.95000000000001,1.86,3.65,2025-12,2025
1.28,⚪ 中性觀察,14.34%,🌑 雙重衰退,1203.TW,-23.5,-4.13,味王,-13.44,33.56%,-19.23,9.907192752412993,42.7000007629,64.64999999999999,1.81,-10.06,2025-12,2025
51.76,❌ 暫避觀望,14.55%,📉 獲利侵蝕,2454.TW,-1.14,13.56,聯發科,-13.46,46.13%,-0.39,24.75764787833053,4265.0,2584.0499999999997,66.16,12.32,2025-12,2025
6.08,⚪ 中性觀察,7.00%,📉 獲利侵蝕,3213.TWO,-12.32,6.38,茂訊,-13.51,25.33%,-9.93,6.132792701469844,121.0,295.94999999999993,7.4,1.19,2025-12,2025
18.13,❌ 暫避觀望,14.07%,⚠️ 獲利稀釋,3324.TWO,33.98,34.54,雙鴻,-13.540000000000006,26.37%,13.67,17.490750084090145,1040.0,891.8999999999999,28.26,47.52,2025-12,2025
7.92,⚪ 中性觀察,N/A,🌑 雙重衰退,6146.TWO,-14.93,-2.12,耕興,-13.59,N/A,-18.85,8.206461195692537,221.0,403.95,10.77,-1.34,2025-12,2025
5.76,⚪ 中性觀察,9.93%,🌑 雙重衰退,1537.TW,-32.28,-17.19,廣隆,-13.780000000000001,18.72%,-37.53,6.316054353296426,125.5,298.05,7.95,-18.5,2025-12,2025
4.09,⚪ 中性觀察,N/A,📉 獲利侵蝕,6534.TW,-2.59,9.59,正瀚-創,-13.8,N/A,-8.09,5.728793400591398,95.9000015259,251.09999999999997,4.51,11.21,2025-12,2025
4.28,⚪ 中性觀察,N/A,📉 獲利侵蝕,6757.TW,-10.95,-0.39,台灣虎航,-13.85,N/A,-22.46,3.6898396231885022,55.2000007629,224.4,5.37,2.9,2025-12,2025
2.21,⚪ 中性觀察,2.34%,⚠️ 獲利稀釋,2949.TWO,6.89,22.59,欣新網,-14.18,11.53%,14.74,7.035794354127516,62.9000015259,134.10000000000002,3.63,21.07,2025-12,2025
0.88,⚪ 中性觀察,17.09%,📉 獲利侵蝕,1568.TW,-13.92,-1.99,倉佑,-14.22,34.44%,-33.33,10.604229146253774,35.0999984741,49.650000000000006,1.36,0.3,2025-12,2025
2.54,❌ 暫避觀望,19.78%,📉 獲利侵蝕,2303.TW,-11.97,2.23,聯電,-14.23,30.67%,-18.45,16.645408163265305,130.5,117.6,3.34,2.26,2025-12,2025
4.59,❌ 暫避觀望,N/A,📉 獲利侵蝕,6231.TWO,-9.63,4.28,系微,-14.27,N/A,-14.37,19.279796048438495,302.5,235.35,6.66,4.64,2025-12,2025
1.64,⚪ 中性觀察,N/A,📉 獲利侵蝕,6190.TWO,-8.22,8.02,萬泰科,-14.3,N/A,-11.9,13.805309734513276,78.0,84.74999999999999,2.19,6.08,2025-12,2025
15.38,⚪ 中性觀察,N/A,📉 獲利侵蝕,6491.TW,-11.08,1.72,晶碩,-14.34,N/A,-15.63,6.154137473963265,325.0,792.1500000000001,20.87,3.26,2025-12,2025
1.08,⚪ 中性觀察,-1.56%,🌑 雙重衰退,3056.TW,-82.6,1491.72,富華新,-14.39,21.31%,417.65,2.6070038168287937,13.3999996185,77.10000000000001,1.07,-68.21,2025-12,2025
5.3,⚪ 中性觀察,18.05%,⚠️ 獲利稀釋,3416.TW,4.56,18.44,融程電,-14.510000000000002,38.51%,-2.6,10.6878908470722,188.0,263.85,7.39,19.07,2025-12,2025
3.42,⚪ 中性觀察,1.39%,🌑 雙重衰退,4938.TW,-15.3,-0.09,和碩,-14.57,4.09%,-30.83,6.699588602954733,81.4000015259,182.24999999999997,5.39,-0.73,2025-12,2025
11.18,⚪ 中性觀察,11.29%,🏰 高護城河,2752.TWO,-3.09,12.18,豆府,-14.67,52.30%,1.18,4.687076672988351,173.0,553.65,15.04,11.58,2025-12,2025
0.7,⚪ 中性觀察,38.22%,🏰 高護城河,2845.TW,-14.85,-3.1,遠東銀,-14.91,102.49%,-24.1,5.150214592274678,12.0,34.95,0.93,0.06,2025-12,2025
3.68,⚪ 中性觀察,3.96%,⚠️ 獲利稀釋,3706.TW,57.01,97.96,神達,-15.050000000000004,10.03%,50.82,7.117263967907166,87.4000015259,184.2,5.15,72.06,2025-12,2025
2.42,⚪ 中性觀察,10.05%,🌑 雙重衰退,1102.TW,-22.04,-4.13,亞泥,-15.149999999999999,14.02%,-10.94,4.676511954992967,33.25,106.65,3.0,-6.89,2025-12,2025
1.37,⚪ 數據不足,0.97%,🌑 雙重衰退,1725.TW,-19.9,2.13,元禎,-15.219999999999999,4.14%,-17.96,0.0,0.0,0.0,1.53,-4.68,2025-12,2025
4.81,⚪ 中性觀察,N/A,📉 獲利侵蝕,6855.TWO,-14.67,4.61,數泓科,-15.37,N/A,-29.26,6.274731486715658,111.0,265.35,7.85,0.7,2025-12,2025
-2.71,⚪ 數據不足,-5.22%,⚠️ 獲利稀釋,1589.TW,1.36,18.73,永冠-KY,-15.41,7.87%,65.91,0.0,5.5399999619,-222.15,-5.06,16.77,2025-09,2025
0.25,⚪ 中性觀察,1.10%,📉 獲利侵蝕,1219.TW,-15.09,0.36,福壽,-15.45,9.65%,-30.56,14.534883720930234,12.5,12.9,0.45,0.36,2025-12,2025
3.07,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,7631.TW,13.97,2.0,聚賢研發-創,-15.609999999999998,N/A,-16.19,10.015710919088766,127.5,190.95000000000002,6.56,29.58,2025-12,2025
6.9,⚪ 中性觀察,N/A,📉 獲利侵蝕,6278.TW,-5.53,13.01,台表科,-15.66,N/A,-8.37,10.405234276065851,246.5,355.34999999999997,9.39,10.13,2025-12,2025
-4.65,⚪ 數據不足,N/A,⚠️ 獲利稀釋,6949.TW,44.38,69.11,沛爾生醫-創,-15.689999999999998,N/A,7.24,0.0,668.0,-237.15000000000003,-7.23,60.07,2025-12,2025
1.08,⚪ 中性觀察,6.69%,🌑 雙重衰退,1402.TW,-21.93,-7.44,遠東新,-15.69,19.14%,-22.9,6.946666463226666,26.0499992371,56.25,1.55,-6.24,2025-12,2025
-1.33,⚪ 數據不足,N/A,⚠️ 獲利稀釋,6598.TW,22.83,38.99,ABC-KY,-15.690000000000005,N/A,28.11,0.0,24.8500003815,-69.6,-1.96,38.52,2025-12,2025
3.37,⚪ 中性觀察,N/A,📉 獲利侵蝕,9938.TW,-13.68,3.55,百和,-15.73,N/A,-11.78,3.79679130785205,42.5999984741,168.29999999999998,4.1,2.05,2025-12,2025
1.89,⚪ 中性觀察,N/A,📉 獲利侵蝕,8383.TWO,-2.59,16.5,千附,-15.76,N/A,-22.31,8.645980146276447,61.2999992371,106.35,3.41,13.17,2025-12,2025
2.29,⚪ 中性觀察,N/A,🌑 雙重衰退,6754.TW,-46.72,-30.5,匯僑設計,-15.849999999999998,N/A,-54.2,6.502209355802651,44.1500015259,101.85,3.41,-30.87,2025-12,2025
4.02,⚪ 中性觀察,N/A,🌑 雙重衰退,8342.TWO,-21.86,-2.74,益張,-15.969999999999999,N/A,-24.29,6.5638450502152095,91.5,209.09999999999997,5.97,-5.89,2025-12,2025
4.0,⚪ 中性觀察,N/A,📉 獲利侵蝕,6024.TW,-6.01,14.8,群益期,-15.99,N/A,-15.38,4.222389238384673,56.2000007629,199.65,5.48,9.98,2025-12,2025
2.35,⚪ 中性觀察,N/A,📉 獲利侵蝕,6235.TW,-2.36,5.83,華孚,-16.07,N/A,-13.92,5.4034389516005294,40.8499984741,113.39999999999999,2.9,13.71,2025-12,2025
2.8,❌ 暫避觀望,N/A,🌑 雙重衰退,6789.TW,-27.01,-9.08,采鈺,-16.37,N/A,-25.2,59.33831376734259,556.0,140.54999999999998,4.01,-10.64,2025-12,2025
3.84,❌ 暫避觀望,N/A,🌑 雙重衰退,6679.TWO,-23.41,-6.83,鈺太,-16.4,N/A,-43.52,26.08365019011407,343.0,197.24999999999997,6.81,-7.01,2025-12,2025
-1.85,⚪ 數據不足,-4.30%,🌑 雙重衰退,1304.TW,-29.83,-10.84,台聚,-16.419999999999998,5.34%,-51.82,0.0,12.1000003815,-96.6,-2.6,-13.41,2025-12,2025
12.33,⚪ 中性觀察,32.41%,⚠️ 獲利稀釋,3526.TWO,5.64,24.44,凡甲,-16.689999999999998,48.09%,9.74,9.053794428434198,377.0,624.6,16.97,22.33,2025-12,2025
1.39,❌ 暫避觀望,17.75%,🌑 雙重衰退,4908.TWO,-29.79,-4.58,前鼎,-16.81,46.40%,-22.03,57.18562874251497,286.5,75.14999999999999,1.98,-12.98,2025-12,2025
3.01,⚪ 中性觀察,N/A,📉 獲利侵蝕,7747.TWO,-7.18,12.71,昕奇雲端,-16.88,N/A,-10.23,12.404580152671755,130.0,157.20000000000002,4.04,9.7,2025-12,2025
6.59,⚪ 中性觀察,7.58%,⚠️ 獲利稀釋,2546.TW,34.08,58.45,根基,-16.93,9.56%,67.26,4.068512292266541,86.6999969482,319.65000000000003,9.52,51.01,2025-12,2025
0.95,⚪ 中性觀察,27.38%,🌑 雙重衰退,2542.TW,-32.89,-41.9,興富發,-16.990000000000002,33.40%,-37.41,12.887538457720366,42.4000015259,49.35,2.1,-15.9,2025-12,2025
-0.82,⚪ 數據不足,-17.20%,⚠️ 獲利稀釋,3067.TWO,16.83,16.84,全域,-17.020000000000003,28.85%,-38.98,0.0,18.1499996185,-35.099999999999994,-0.84,33.85,2025-12,2025
4.6,❌ 暫避觀望,27.57%,🏰 高護城河,3491.TWO,-12.03,-6.01,昇達科,-17.049999999999997,58.57%,-25.66,115.79241071428572,2075.0,268.79999999999995,7.83,5.02,2025-12,2025
-0.65,⚪ 數據不足,0.87%,📉 獲利侵蝕,3360.TWO,0.0,7.82,尚立,-17.25,3.88%,-58.54,0.0,14.3999996185,-28.5,-0.48,17.25,2025-12,2025
1.71,⚪ 中性觀察,N/A,📉 獲利侵蝕,8917.TWO,-5.51,16.23,欣泰,-17.27,N/A,-11.4,9.221238667982302,52.0999984741,84.74999999999999,2.23,11.76,2025-12,2025
9.12,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,7749.TW,67.87,106.86,意騰-KY,-17.349999999999994,N/A,113.1,18.39121190644933,519.0,423.29999999999995,11.77,85.22,2025-12,2025
-0.08,⚪ 數據不足,N/A,🌑 雙重衰退,5523.TWO,-116.36,-99.19,豐謙,-17.379999999999995,N/A,-115.09,0.0,30.4500007629,-3.5999999999999996,-0.09,-98.98,2025-12,2025
4.7,⚪ 數據不足,24.73%,🏰 高護城河,3158.TWO,-10.36,10.44,嘉實,-17.43,63.24%,-5.06,0.0,85.4000015259,0.0,7.27,7.07,2025-12,2025
2.76,⚪ 中性觀察,30.49%,🌑 雙重衰退,2606.TW,-22.2,-9.08,裕民,-17.45,35.36%,-37.98,8.353221957040574,70.0,125.69999999999999,4.31,-4.75,2025-12,2025
13.82,⚪ 中性觀察,23.84%,🏰 高護城河,1795.TW,-7.14,0.51,美時,-17.5,55.31%,-8.92,4.221347331583552,193.0,685.8,18.14,10.36,2025-12,2025
20.8,⚪ 中性觀察,16.92%,🌑 雙重衰退,3034.TW,-19.62,0.41,聯詠,-17.55,38.19%,-18.56,6.9108548931383575,491.5,1066.8000000000002,26.87,-2.07,2025-12,2025
3.06,⚪ 中性觀察,31.38%,🏰 高護城河,2891.TW,11.73,23.13,中信金,-17.56,70.98%,3.78,5.794768458158954,57.5999984741,149.1,4.08,29.29,2025-12,2025
1.66,⚪ 數據不足,N/A,📉 獲利侵蝕,6730.TWO,-10.33,4.58,常廣,-17.66,N/A,0.61,0.0,36.2000007629,0.0,2.14,7.33,2025-12,2025
1.84,⚪ 中性觀察,N/A,🌑 雙重衰退,8931.TWO,-19.4,2.2,大汽電,-17.66,N/A,8.24,7.2495756813073,42.7000007629,88.35000000000001,1.87,-1.74,2025-12,2025
2.44,⚪ 中性觀察,36.66%,🌑 雙重衰退,2637.TW,-34.78,-24.86,慧洋-KY,-17.720000000000002,37.77%,-61.76,9.528662809146498,74.8000030518,117.75,5.27,-17.06,2025-12,2025
1.21,❌ 暫避觀望,N/A,📉 獲利侵蝕,8438.TW,-4.98,10.16,昶昕,-17.77,N/A,-31.64,20.74324289957207,92.0999984741,66.60000000000001,2.1,12.79,2025-12,2025
-0.82,⚪ 數據不足,N/A,🌑 雙重衰退,5355.TWO,-21.74,-9.55,佳總,-17.79,N/A,-28.12,0.0,6.5500001907,-36.6,-1.12,-3.95,2025-12,2025
3.14,⚪ 中性觀察,7.82%,⚠️ 獲利稀釋,2364.TW,2.69,25.9,倫飛,-17.81,39.87%,-4.85,6.514719703143401,68.5999984741,157.95,4.2,20.5,2025-12,2025
4.61,❌ 暫避觀望,15.04%,⚠️ 獲利稀釋,4760.TWO,9.84,24.72,勤凱,-17.95,22.01%,11.3,24.443757725587144,395.5,242.7,7.05,27.79,2025-12,2025
1.52,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,8099.TWO,9.52,24.12,大世科,-17.97,N/A,0.66,10.867158953118082,58.9000015259,81.3,2.53,27.49,2025-12,2025
1.49,⚪ 中性觀察,10.08%,🌑 雙重衰退,2497.TW,-21.36,0.55,怡利電,-17.98,25.76%,-29.38,11.346153846153845,59.0,78.0,2.37,-3.38,2025-12,2025
12.08,⚪ 中性觀察,10.54%,🌑 雙重衰退,4536.TW,-20.89,7.51,拓凱,-17.98,32.65%,-0.58,3.954872303496157,159.5,604.9499999999999,14.92,-2.91,2025-12,2025
1.48,⚪ 中性觀察,6.19%,🌑 雙重衰退,2115.TW,-22.93,-3.67,六暉-KY,-18.21,18.21%,-1.99,4.252049180327869,20.75,73.2,1.58,-4.72,2025-12,2025
4.78,⚪ 中性觀察,N/A,📉 獲利侵蝕,9958.TW,-2.48,20.49,世紀鋼,-18.419999999999998,N/A,-23.95,6.418092909535453,105.0,245.39999999999998,6.57,15.94,2025-12,2025
1.33,❌ 暫避觀望,N/A,📉 獲利侵蝕,8039.TW,-11.69,2.03,台虹,-18.439999999999998,N/A,-41.96,37.29016786570743,155.5,62.55,2.07,6.75,2025-12,2025
3.36,⚪ 中性觀察,17.40%,🌑 雙重衰退,2248.TW,-19.0,-4.67,華勝-KY,-18.52,31.94%,-30.34,4.515327257663628,54.5,181.05,5.32,-0.48,2025-12,2025
2.14,⚪ 中性觀察,N/A,🌑 雙重衰退,9924.TW,-26.71,-7.04,福興,-18.560000000000002,N/A,-30.54,5.90395469450565,41.7999992371,106.2,3.08,-8.15,2025-12,2025
1.52,⚪ 中性觀察,N/A,📉 獲利侵蝕,6843.TWO,-7.56,6.64,進典,-18.599999999999998,N/A,-1.94,8.180076774501915,42.7000007629,78.30000000000001,2.2,11.04,2025-12,2025
2.98,⚪ 中性觀察,N/A,🌑 雙重衰退,6720.TWO,-33.16,-10.54,久昌,-18.679999999999996,N/A,-37.15,13.827838827838828,151.0,163.8,3.89,-14.48,2025-12,2025
-1.71,⚪ 數據不足,N/A,📉 獲利侵蝕,6770.TW,-14.2,1.91,力積電,-18.68,N/A,-33.86,0.0,70.8000030518,-73.35000000000001,-1.86,4.48,2025-12,2025
6.03,⚪ 數據不足,N/A,⚠️ 獲利稀釋,7792.TWO,11.79,37.75,安葆,-18.7,N/A,14.64,0.0,268.5,0.0,8.72,30.49,2025-12,2025
12.91,⚪ 數據不足,N/A,⚠️ 獲利稀釋,7744.TWO,41.2,75.55,崴寶,-18.739999999999995,N/A,74.46,0.0,505.0,0.0,16.28,59.94,2025-12,2025
3.56,⚪ 中性觀察,N/A,📉 獲利侵蝕,8938.TWO,-10.24,9.03,明安,-18.79,N/A,-26.95,3.288260602335587,53.5,244.04999999999998,6.18,8.55,2025-12,2025
-4.17,⚪ 數據不足,N/A,🌑 雙重衰退,6934.TW,-48.08,-51.26,心誠鎂,-18.86,N/A,-37.5,0.0,0.0,0.0,-3.92,-29.22,2025-12,2025
0.16,❌ 暫避觀望,0.03%,🌑 雙重衰退,2867.TW,-47.37,-43.41,三商壽,-18.939999999999998,3.78%,-68.0,28.074073791481478,7.5799999237,4.050000000000001,0.2,-28.43,2025-12,2025
16.64,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,6691.TW,28.04,54.5,洋基工程,-19.090000000000003,N/A,27.98,11.276891047883414,650.0,864.6000000000001,24.76,47.13,2025-12,2025
2.45,⚪ 中性觀察,22.79%,📉 獲利侵蝕,2504.TW,-15.42,4.82,國產,-19.17,27.76%,-20.71,4.365671452002488,35.0999984741,120.6,3.3,3.75,2025-12,2025
3.37,⚪ 中性觀察,N/A,📉 獲利侵蝕,6791.TWO,0.0,19.53,虎門科技,-19.26,N/A,-2.88,10.63627730294397,112.0,157.95,4.16,19.26,2025-12,2025
-1.49,⚪ 數據不足,N/A,🌑 雙重衰退,9919.TW,-28.57,-8.87,康那香,-19.33,N/A,-0.68,0.0,14.1499996185,-63.3,-2.43,-9.24,2025-12,2025
2.21,⚪ 中性觀察,N/A,📉 獲利侵蝕,6117.TW,-7.65,11.06,迎廣,-19.43,N/A,-26.01,13.013698630136986,95.0,109.50000000000001,3.77,11.78,2025-12,2025
3.18,⚪ 中性觀察,N/A,📉 獲利侵蝕,6997.TWO,-8.26,7.39,博弘,-19.490000000000002,N/A,-38.85,5.551839592466554,66.4000015259,179.4,5.11,11.23,2025-12,2025
19.9,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,8299.TWO,3.78,7.55,群聯,-19.509999999999998,N/A,-27.04,32.723709993468326,2505.0,1148.25,41.98,23.29,2025-12,2025
1.25,❌ 暫避觀望,17.87%,🌑 雙重衰退,2070.TWO,-22.56,-10.95,精湛,-19.59,45.13%,-44.93,16.755555894644445,75.4000015259,67.5,2.3,-2.97,2025-12,2025
7.25,⚪ 中性觀察,15.81%,⚠️ 獲利稀釋,2597.TW,0.37,16.0,潤弘,-19.619999999999997,18.77%,7.57,6.484149855907781,157.5,364.35,10.75,19.99,2025-12,2025
4.41,⚪ 中性觀察,N/A,📉 獲利侵蝕,8109.TWO,-4.63,9.06,博大,-19.669999999999998,N/A,-14.37,8.333333333333334,123.0,221.4,6.18,15.04,2025-12,2025
2.46,⚪ 中性觀察,N/A,🌑 雙重衰退,6411.TWO,-30.29,-9.94,晶焱,-19.78,N/A,-25.46,13.489932885906038,100.5,111.75000000000001,3.18,-10.51,2025-12,2025
2.65,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,6899.TWO,7.23,24.69,創為精密,-19.82,N/A,6.94,7.086705114115607,61.2999992371,129.75,3.59,27.05,2025-12,2025
3.03,⚪ 中性觀察,N/A,🌑 雙重衰退,9904.TW,-24.63,-3.47,寶成,-19.919999999999998,N/A,-35.26,2.529702894762376,25.5499992371,151.5,4.1,-4.71,2025-12,2025
9.16,⚪ 中性觀察,N/A,📉 獲利侵蝕,6890.TW,-14.96,8.16,來億-KY,-20.01,N/A,-12.51,5.127427184466019,169.0,494.40000000000003,13.02,5.05,2025-12,2025
14.33,⚪ 中性觀察,19.16%,📉 獲利侵蝕,1476.TW,-16.94,5.39,儒鴻,-20.09,30.19%,-20.3,6.846090871878838,334.5,732.9,20.1,3.15,2025-12,2025
0.94,❌ 暫避觀望,12.18%,📉 獲利侵蝕,3645.TW,-14.53,8.42,達邁,-20.169999999999998,31.33%,-42.24,36.04294478527607,117.5,48.900000000000006,1.54,5.64,2025-12,2025
7.64,⚪ 中性觀察,18.94%,🌑 雙重衰退,2615.TW,-33.63,-11.06,萬海,-20.380000000000003,23.92%,-38.09,3.2010997643362136,81.5,381.90000000000003,11.21,-13.25,2025-12,2025
5.84,⚪ 中性觀察,N/A,🌑 雙重衰退,6523.TWO,-26.4,-0.64,達爾膚,-20.479999999999997,N/A,-21.61,4.85560435380323,99.1999969482,306.45000000000005,7.78,-5.92,2025-12,2025
1.64,❌ 暫避觀望,4.42%,📉 獲利侵蝕,3444.TWO,-10.04,10.26,利機,-20.58,18.10%,3.14,18.48013816925734,107.0,86.85,2.15,10.54,2025-12,2025
5.41,⚪ 中性觀察,N/A,🌑 雙重衰退,6957.TW,-25.35,-6.88,裕慶-KY,-20.61,N/A,-29.25,8.579881656804734,159.5,278.85,10.18,-4.74,2025-12,2025
0.98,❌ 暫避觀望,N/A,📉 獲利侵蝕,6204.TWO,-20.27,3.67,艾華,-20.63,N/A,-8.41,28.83959044368601,84.5,43.949999999999996,1.18,0.36,2025-12,2025
-1.14,⚪ 數據不足,-34.06%,⚠️ 獲利稀釋,3508.TWO,6.88,42.64,位速,-20.650000000000002,1.54%,18.25,0.0,21.3500003815,-59.7,-1.51,27.53,2025-12,2025
4.96,❌ 暫避觀望,N/A,📉 獲利侵蝕,6239.TW,-18.46,-4.79,力成,-20.66,N/A,-30.26,20.236686390532547,342.0,253.49999999999997,7.48,2.2,2025-12,2025
-2.36,⚪ 數據不足,-73.69%,🌑 雙重衰退,3018.TW,-66.41,-36.93,隆銘綠能,-20.75,-18.95%,-161.36,0.0,9.529999733,-81.14999999999999,-2.16,-45.66,2025-12,2025
109.06,⚪ 中性觀察,36.75%,📉 獲利侵蝕,3008.TW,-17.91,6.5,大立光,-20.75,47.97%,-15.56,9.832063526129414,3665.0,5591.4,159.41,2.84,2025-12,2025
3.81,⚪ 中性觀察,12.48%,📉 獲利侵蝕,4933.TWO,-18.35,11.19,友輝,-20.76,28.71%,-26.64,5.548872409909775,73.8000030518,199.5,5.77,2.41,2025-12,2025
8.74,⚪ 中性觀察,N/A,🌑 雙重衰退,5288.TW,-27.39,-7.59,豐祥-KY,-20.82,N/A,-18.99,5.11837279093031,153.5,449.85,12.25,-6.57,2025-12,2025
4.34,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,7714.TWO,24.26,55.99,創泓科技,-20.84,N/A,60.59,8.549404344779257,122.0,214.04999999999998,6.33,45.1,2025-12,2025
52.62,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,5269.TW,45.15,60.07,祥碩,-20.85,N/A,40.25,8.924445471349353,1545.0,2596.8,72.7,66.0,2025-12,2025
2.89,⚪ 中性觀察,12.42%,🌑 雙重衰退,4138.TWO,-32.69,-12.22,曜亞,-20.869999999999997,44.64%,-27.93,5.049900047315369,50.5999984741,150.3,3.81,-11.82,2025-12,2025
