=== 殖利率掃描報告 (20260526) ===
基準條件: 10日新高 或 歷史分位 > 80%
--------------------------------------------------
[🔥 10日新高] 6806.TW: 16.36% (歷史分位: 100.0%)
[🔥 10日新高] 3188.TWO: 13.92% (歷史分位: 100.0%)
[🔥 10日新高] 2528.TW: 13.64% (歷史分位: 100.0%)
[🔥 10日新高] 2540.TW: 11.07% (歷史分位: 100.0%)
[🔥 10日新高] 2536.TW: 10.23% (歷史分位: 100.0%)
[🔥 10日新高] 2530.TW: 9.74% (歷史分位: 100.0%)
[🔥 10日新高] 9949.TWO: 9.65% (歷史分位: 100.0%)
[🔥 10日新高] 1442.TW: 9.34% (歷史分位: 15.1%)
[🔥 10日新高] 5212.TWO: 9.1% (歷史分位: 100.0%)
[🔥 10日新高] 4120.TWO: 8.93% (歷史分位: 100.0%)
[🔥 10日新高] 4138.TWO: 8.3% (歷史分位: 70.7%)
[🔥 10日新高] 6123.TWO: 8.2% (歷史分位: 44.0%)
[🔥 10日新高] 2348.TW: 8.11% (歷史分位: 27.4%)
[🔥 10日新高] 2539.TW: 8.08% (歷史分位: 98.6%)
[🔥 10日新高] 7782.TWO: 7.86% (歷史分位: 34.1%)
[🔥 10日新高] 6771.TW: 7.72% (歷史分位: 70.1%)
[🔥 10日新高] 2545.TW: 7.71% (歷史分位: 9.6%)
[🔥 10日新高] 5403.TWO: 7.66% (歷史分位: 100.0%)
[🔥 10日新高] 8442.TW: 7.51% (歷史分位: 27.4%)
[🔥 10日新高] 8938.TWO: 7.48% (歷史分位: 100.0%)
[🔥 10日新高] 9907.TW: 7.44% (歷史分位: 100.0%)
[🔥 10日新高] 1307.TW: 7.13% (歷史分位: 34.2%)
[🔥 10日新高] 6177.TW: 7.11% (歷史分位: 16.4%)
[🔥 10日新高] 1477.TW: 7.08% (歷史分位: 97.3%)
[🔥 10日新高] 2548.TW: 7.02% (歷史分位: 95.2%)
[🔥 10日新高] 6997.TWO: 6.93% (歷史分位: 100.0%)
[🔥 10日新高] 1102.TW: 6.92% (歷史分位: 100.0%)
[🔥 10日新高] 6881.TWO: 6.9% (歷史分位: 78.0%)
[🔥 10日新高] 8424.TWO: 6.89% (歷史分位: 100.0%)
[🔥 10日新高] 6763.TWO: 6.84% (歷史分位: 100.0%)
