日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-05-26,2317,鴻海,259.0,241.21,2000,35580,7.38%
2026-05-26,4142,國光生,17.2,25.32,1000,-8120,-32.07%
2026-05-26,0050,元大台灣50,100.1,46.6,16016,856856,114.81%
2026-05-26,0056,元大高股息,48.32,36.43,8000,95120,32.64%
2026-05-26,00635U,期元大S&P黃金,47.35,55.25,3000,-23700,-14.30%
2026-05-26,00738U,期元大道瓊白銀,61.8,66.26,1000,-4460,-6.73%
2026-05-26,00929,復華台灣科技優息,29.21,19.73,8000,75840,48.05%
2026-05-26,009816,凱基台灣TOP50,14.76,11.01,63000,236250,34.06%
2026-05-26,00990A,主動元大AI新經濟,19.38,11.48,5000,39500,68.82%
2026-05-26,2009,第一銅,39.55,50.56,4000,-44040,-21.78%
2026-05-26,2337,旺宏,160.5,95.28,2000,130440,68.45%
2026-05-26,2409,友達,22.0,16.21,2000,11580,35.72%
2026-05-26,3481,群創,45.7,25.1,4000,82400,82.07%
2026-05-26,6806,森崴能源,7.52,45.39,5000,-189350,-83.43%
2026-05-26,3105,穩懋,562.0,556.47,300,1659,0.99%
2026-05-26,4966,譜瑞-KY,807.0,1921.64,1000,-1114640,-58.00%
2026-05-26,00403A,主動統一升級50,10.64,10.68,26026,-1041,-0.37%
2026-05-26,00981A,主動統一台股增長,31.49,27.48,2000,8020,14.59%
2026-05-26,2313,華通,284.5,250.71,1000,33790,13.48%
2026-05-26,2330,台積電,2270.0,225.55,10,20444,906.43%
2026-05-26,6239,力成,342.0,243.21,1000,98790,40.62%
2026-05-26,6789,采鈺,556.0,593.5,400,-15000,-6.32%
2026-05-26,5276,達輝-KY,19.65,22.18,300,-759,-11.41%
2026-05-26,5474,聰泰,169.0,175.15,2000,-12300,-3.51%
2026-05-26,6849,奇鼎科技,224.0,266.4,280,-11872,-15.92%
2026-05-26,7853,政美應用,375.5,409.29,280,-9461,-8.26%
