
📅 投資日報表: 2026-05-26
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 262.50   | 263.50   | 257.00   | 259.00   | 55,507,384   | 241.21      | 2000     | ▲35,580   |   +7.38%
4142     | 國光生        | 17.40    | 17.45    | 17.15    | 17.20    | 1,308,601    | 25.32       | 1000     | ▼8,120    |  -32.07%
0050     | 元大台灣50     | 101.60   | 101.80   | 100.10   | 100.10   | 93,353,294   | 46.60       | 16016    | ▲856,856  | +114.81%
0056     | 元大高股息      | 48.68    | 48.79    | 48.15    | 48.32    | 49,273,897   | 36.43       | 8000     | ▲95,120   |  +32.64%
00635U   | 期元大S&P黃金   | 47.60    | 47.60    | 47.33    | 47.35    | 2,805,065    | 55.25       | 3000     | ▼23,700   |  -14.30%
00738U   | 期元大道瓊白銀    | 62.45    | 62.45    | 61.00    | 61.80    | 5,960,456    | 66.26       | 1000     | ▼4,460    |   -6.73%
00929    | 復華台灣科技優息   | 29.39    | 29.46    | 28.97    | 29.21    | 51,216,615   | 19.73       | 8000     | ▲75,840   |  +48.05%
009816   | 凱基台灣TOP50  | 14.90    | 14.93    | 14.71    | 14.76    | 161,038,701  | 11.01       | 63000    | ▲236,250  |  +34.06%
00990A   | 主動元大AI新經濟  | 19.50    | 19.51    | 19.11    | 19.38    | 44,859,503   | 11.48       | 5000     | ▲39,500   |  +68.82%
2009     | 第一銅        | 41.00    | 41.00    | 39.40    | 39.55    | 2,008,992    | 50.56       | 4000     | ▼44,040   |  -21.78%
2337     | 旺宏         | 154.50   | 162.50   | 151.00   | 160.50   | 163,362,773  | 95.28       | 2000     | ▲130,440  |  +68.45%
2409     | 友達         | 25.50    | 25.80    | 22.00    | 22.00    | 817,712,561  | 16.21       | 2000     | ▲11,580   |  +35.72%
3481     | 群創         | 52.00    | 52.20    | 44.65    | 45.70    | 1,461,785,472 | 25.10       | 4000     | ▲82,400   |  +82.07%
6806     | 森崴能源       | 7.52     | 7.52     | 7.52     | 7.52     | 301,175      | 45.39       | 5000     | ▼189,350  |  -83.43%
3105     | 穩懋         | 551.00   | 562.00   | 517.00   | 562.00   | 33,643,313   | 556.47      | 300      | ▲1,659    |   +0.99%
4966     | 譜瑞-KY      | 824.00   | 824.00   | 798.00   | 807.00   | 1,639,377    | 1921.64     | 1000     | ▼1,114,640 |  -58.00%
00403A   | 主動統一升級50   | 10.76    | 10.76    | 10.48    | 10.64    | 609,879,881  | 10.68       | 26026    | ▼1,041    |   -0.37%
00981A   | 主動統一台股增長   | 31.89    | 31.89    | 31.10    | 31.49    | 288,581,572  | 27.48       | 2000     | ▲8,020    |  +14.59%
2313     | 華通         | 299.00   | 299.00   | 282.00   | 284.50   | 86,887,313   | 250.71      | 1000     | ▲33,790   |  +13.48%
2330     | 台積電        | 2320.00  | 2325.00  | 2270.00  | 2270.00  | 25,937,083   | 225.55      | 10       | ▲20,444   | +906.43%
6239     | 力成         | 342.00   | 342.00   | 325.50   | 342.00   | 57,927,881   | 243.21      | 1000     | ▲98,790   |  +40.62%
6789     | 采鈺         | 576.00   | 576.00   | 551.00   | 556.00   | 3,567,968    | 593.50      | 400      | ▼15,000   |   -6.32%
5276     | 達輝-KY      | 19.80    | 19.80    | 19.35    | 19.65    | 48,231       | 22.18       | 300      | ▼759      |  -11.41%
5474     | 聰泰         | 170.00   | 174.50   | 168.50   | 169.00   | 624,300      | 175.15      | 2000     | ▼12,300   |   -3.51%
6849     | 奇鼎科技       | 228.00   | 231.00   | 218.00   | 224.00   | 196,947      | 266.40      | 280      | ▼11,872   |  -15.92%
7853     | 政美應用       | 383.00   | 399.00   | 367.00   | 375.50   | 849,938      | 409.29      | 280      | ▼9,461    |   -8.26%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       7,140,197    📊 未實現損益:        +291,526 (  +4.08%)
