代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
00680L.TW,元大美債20正2,6.7,5966,0,8977,20260721,0,0,0,N/A,-0.30%,🚨 外資提款
020034.TW,元大IC設計N,12.63,0,0,-24,20260721,0,0,0,N/A,-0.71%,🚨 外資提款
1340.TW,勝悅-KY,5.19,-11,0,13,20260721,0,0,0,N/A,-1.89%,🚨 外資提款
00865B.TW,國泰US短期公債,49.3,1099,0,621,20260721,0,0,0,N/A,0.67%,🚨 外資提款
4164.TW,承業醫,27.3,133,0,8,20260721,0,0,0,N/A,-0.18%,🚨 外資提款
00916.TW,國泰全球品牌50,26.56,23,0,2134,20260721,0,0,0,N/A,1.10%,🚨 外資提款
2327.TW,國巨*,670.0,-2416,-2589,-727,20260721,0,0,0,N/A,-13.88%,🚨 外資提款
00760B.TWO,復華新興企業債,54.25,0,0,2,20260721,0,0,0,N/A,0.09%,🚨 外資提款
00656R.TW,國泰中國A50反1,5.84,143,0,-187,20260721,0,0,0,N/A,-1.35%,🚨 外資提款
2483.TW,百容,42.15,1624,0,7,20260721,0,0,0,N/A,-23.50%,🚨 外資提款
6504.TW,南六,36.4,42,0,1,20260721,0,0,0,N/A,1.39%,🚨 外資提款
4414.TW,如興,8.63,72,0,5,20260721,0,0,0,N/A,1.89%,🚨 外資提款
4161.TWO,聿新科,22.6,3,0,0,20260721,0,0,0,N/A,1.99%,🚨 外資提款
2852.TW,第一保,26.75,-154,0,1,20260721,0,0,0,N/A,0.00%,🚨 外資提款
2256.TWO,歐特明,60.0,0,0,0,20260721,0,0,0,N/A,-1.96%,🚨 外資提款
00404A.TW,主動聯博動能50,9.41,-37,0,-8529,20260721,0,0,0,N/A,-2.08%,🚨 外資提款
1301.TW,台塑,63.0,-7856,5,-1745,20260721,0,0,0,N/A,-0.94%,🚨 外資提款
3521.TWO,台鋼建設,12.4,-31,0,0,20260721,0,0,0,N/A,0.81%,🚨 外資提款
6917.TWO,竟天,32.8,0,0,0,20260721,0,0,0,N/A,2.66%,🚨 外資提款
6599.TWO,普達系統,39.0,0,0,0,20260721,0,0,0,N/A,-3.23%,🚨 外資提款
00408A.TW,,9.89,6,0,-9155,20260721,0,0,0,N/A,-1.40%,🚨 外資提款
1735.TW,日勝化,20.0,-50,-21,-8,20260721,0,0,0,N/A,-2.44%,🚨 外資提款
1736.TW,喬山,141.5,21,0,4,20260721,0,0,0,N/A,10.12%,🚨 外資提款
6982.TWO,大井泵浦,49.95,12,0,0,20260721,0,0,0,N/A,-2.06%,🚨 外資提款
8416.TWO,實威,171.5,-1,0,0,20260721,0,0,0,N/A,0.88%,🚨 外資提款
7893.TWO,睿信,171.5,0,0,0,20260721,0,0,0,N/A,-9.74%,🚨 外資提款
00632R.TW,元大台灣50反1,10.48,480,0,169705,20260721,0,0,0,N/A,1.26%,🚨 外資提款
7841.TWO,經貿聯網,26.8,0,0,0,20260721,0,0,0,N/A,-4.29%,🚨 外資提款
6870.TWO,騰雲,264.0,25,0,-14,20260721,0,0,0,N/A,-11.85%,🚨 外資提款
6784.TWO,天凱科技,21.95,0,0,0,20260721,0,0,0,N/A,6.30%,🚨 外資提款
6945.TWO,圓祥生技,96.7,50,0,-22,20260721,0,0,0,N/A,-9.20%,🚨 外資提款
6535.TWO,順藥,86.9,68,-30,-3,20260721,0,0,0,N/A,-9.10%,🚨 外資提款
3037.TW,欣興,825.0,-4628,670,-392,20260721,0,0,0,N/A,-5.61%,🚨 外資提款
6807.TW,峰源-KY,33.95,5,0,2,20260721,0,0,0,N/A,1.95%,🚨 外資提款
4305.TWO,世坤,41.3,0,0,0,20260721,0,0,0,N/A,0.24%,🚨 外資提款
00949.TW,復華日本龍頭,20.62,-28,0,376,20260721,0,0,0,N/A,0.19%,🚨 外資提款
3043.TW,科風,21.0,-68,0,1,20260721,0,0,0,N/A,-3.67%,🚨 外資提款
8374.TW,羅昇,78.5,82,0,5,20260721,0,0,0,N/A,-3.92%,🚨 外資提款
9802.TW,鈺齊-KY,74.8,104,0,17,20260721,0,0,0,N/A,1.08%,🚨 外資提款
7530.TWO,鋒魁科技,38.15,0,0,0,20260721,0,0,0,N/A,0.00%,🚨 外資提款
7756.TWO,多那之,38.75,0,0,0,20260721,0,0,0,N/A,3.89%,🚨 外資提款
8089.TWO,康全電訊,18.75,36,0,0,20260721,0,0,0,N/A,-2.34%,🚨 外資提款
8155.TWO,博智,300.0,711,-515,-221,20260721,0,0,0,N/A,-7.55%,🚨 外資提款
5206.TWO,坤悅,20.35,-38,0,0,20260721,0,0,0,N/A,0.94%,🚨 外資提款
5484.TW,慧友,41.7,124,-6,30,20260721,0,0,0,N/A,-12.85%,🚨 外資提款
2913.TW,農林,11.35,-133,0,-45,20260721,0,0,0,N/A,1.34%,🚨 外資提款
2609.TW,陽明,50.9,4730,-59,-118,20260721,0,0,0,N/A,6.04%,🚨 外資提款
00674R.TW,期元大S&P黃金反1,30.38,20,0,308,20260721,0,0,0,N/A,-0.62%,🚨 外資提款
8499.TW,鼎炫-KY,268.5,-28,0,-1,20260721,0,0,0,N/A,-6.45%,🚨 外資提款
6661.TWO,威健生技,18.1,0,0,0,20260721,0,0,0,N/A,0.56%,🚨 外資提款
6482.TWO,弘煜科,29.15,3,0,0,20260721,0,0,0,N/A,7.76%,🚨 外資提款
6738.TWO,鼎��,65.0,0,0,0,20260721,0,0,0,N/A,-0.15%,🚨 外資提款
2204.TW,中華,56.1,-63,-274,86,20260721,0,0,0,N/A,-2.26%,🚨 外資提款
6261.TWO,久元,86.0,242,0,-42,20260721,0,0,0,N/A,-3.04%,🚨 外資提款
1708.TW,東鹼,53.3,508,100,-32,20260721,0,0,0,N/A,-5.83%,🚨 外資提款
6417.TWO,韋僑,118.0,-2,0,0,20260721,0,0,0,N/A,-6.35%,🚨 外資提款
00882.TW,中信中國高股息,15.06,3689,0,1321,20260721,0,0,0,N/A,4.08%,🚨 外資提款
4536.TW,拓凱,165.0,-36,0,2,20260721,0,0,0,N/A,2.73%,🚨 外資提款
7832.TWO,智新生技*,12.3,0,0,0,20260721,0,0,0,N/A,5.13%,🚨 外資提款
2912.TW,統一超,243.0,15,1391,-45,20260721,0,0,0,N/A,0.41%,🚨 外資提款
2733.TWO,維格餅家,11.2,0,0,0,20260721,0,0,0,N/A,1.82%,🚨 外資提款
1339.TW,昭輝,45.15,3,0,-3,20260721,0,0,0,N/A,2.15%,🚨 外資提款
6987.TWO,寶晶能源*,19.3,0,0,0,20260721,0,0,0,N/A,1.85%,🚨 外資提款
7862.TWO,聚泰,28.55,0,0,0,20260721,0,0,0,N/A,0.53%,🚨 外資提款
1714.TW,和桐,15.2,7786,115,-17,20260721,0,0,0,N/A,-10.85%,🚨 外資提款
2355.TW,敬鵬,42.55,949,-188,-290,20260721,0,0,0,N/A,-9.85%,🚨 外資提款
3483.TWO,力致,79.0,-19,0,-7,20260721,0,0,0,N/A,-5.73%,🚨 外資提款
6811.TWO,宏�硌穈T,235.5,-9,0,-7,20260721,0,0,0,N/A,8.78%,🚨 外資提款
009803.TW,玉山市值動能50,20.46,-805,0,-3847,20260721,0,0,0,N/A,-2.20%,🚨 外資提款
6671.TW,三能-KY,24.1,23,0,1,20260721,0,0,0,N/A,-0.41%,🚨 外資提款
6423.TWO,億而得,69.4,-1,0,0,20260721,0,0,0,N/A,-5.71%,🚨 外資提款
5011.TWO,久陽,20.05,-110,0,15,20260721,0,0,0,N/A,-6.74%,🚨 外資提款
8074.TWO,鉅橡,58.1,269,0,-11,20260721,0,0,0,N/A,-4.13%,🚨 外資提款
6163.TWO,華電網,41.0,1117,0,-11,20260721,0,0,0,N/A,-7.34%,🚨 外資提款
7834.TWO,來毅數位,7.34,0,0,0,20260721,0,0,0,N/A,-5.66%,🚨 外資提款
8071.TWO,能率網通,24.3,412,0,0,20260721,0,0,0,N/A,-10.99%,🚨 外資提款
8906.TWO,花王,26.0,2,0,0,20260721,0,0,0,N/A,-4.76%,🚨 外資提款
