股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,49.50,139,64.28,36.56,---,3.53%,進入盤整,連1日大漲,無,ADX 為 12.13 (低於 20),進入盤整
7806,精華生醫,61.90,2,80.50,61.00,---,---,均線糾擺,無,無,MA 乖離率僅 0.31%,均線糾擺
6831,邁科,600.00,458,956.00,147.41,---,0.74%,離開盤整 (向下) -> 趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.94,4687,30.21,26.05,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.54%,均線糾擺
6153,嘉聯益,17.00,3187,24.45,13.10,---,---,進入盤整,無,無,ADX 為 16.59 (低於 20),進入盤整
8261,富鼎,243.50,2317,346.94,76.60,---,4.05%,進入盤整,連1日大漲,無,ADX 為 17.54 (低於 20),進入盤整
6205,詮欣,61.40,386,98.20,37.00,---,3.47%,進入盤整,無,無,ADX 為 19.01 (低於 20),進入盤整
7595,世基生醫,7.68,184,13.60,6.09,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3479,安勤,148.50,3092,148.50,83.70,---,5.22%,均線糾擺 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (148.50 > 1.5σ)，動能強勁,貼軌運行
1789,神隆,20.05,437,28.25,16.40,---,2.02%,均線糾擺,無,無,MA 乖離率僅 0.24%,均線糾擺
3171,炎洲流通,65.30,3,79.40,38.60,---,7.01%,均線糾擺,無,無,MA 乖離率僅 1.16%,均線糾擺
4721,美琪瑪,73.10,343,101.00,61.20,---,3.35%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.79,19,3.51,2.59,---,1.89%,均線糾擺,無,無,MA 乖離率僅 1.09%,均線糾擺
6924,榮惠-KY創,105.50,23,193.50,47.80,---,7.45%,離開盤整 (向下) -> 進入盤整,無,無,ADX 為 8.25 (低於 20),進入盤整
3044,健鼎,404.50,2172,573.00,236.50,---,4.08%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,12.15,419,17.15,11.85,---,---,進入盤整,無,無,ADX 為 16.05 (低於 20),進入盤整
00876,元大全球5G,89.45,349,107.70,36.78,---,---,進入盤整,無,無,ADX 為 19.16 (低於 20),進入盤整
00676,富邦臺灣加權反1,5.77,15130,11.90,5.32,---,---,強勢突破 (軌外) -> 均線糾擺,無,無,MA 乖離率僅 1.20%,均線糾擺
4961,天鈺,161.50,587,191.00,135.00,---,5.89%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
2012,春雨,15.80,14,18.23,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.50%,均線糾擺
8114,振樺電,201.00,634,283.50,164.00,---,2.62%,趨勢運行 -> 均線糾擺,連1日大漲,無,MA 乖離率僅 1.23%,均線糾擺
6638,沅聖,49.45,17,66.90,24.50,---,---,趨勢運行,連2日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
8028,昇陽半導體,305.00,9608,356.50,128.00,---,1.49%,均線糾擺,無,無,MA 乖離率僅 0.98%,均線糾擺
6972,博瑞達應材,23.40,2,31.40,22.70,---,---,均線糾擺,無,無,MA 乖離率僅 1.33%,均線糾擺
6443,元晶,28.40,5419,52.30,11.95,---,1.64%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00990,主動元大AI新經濟,10.07,2670,10.07,9.99,---,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2748,雲品,39.90,116,49.24,38.45,---,4.02%,均線糾擺,無,無,MA 乖離率僅 0.25%,均線糾擺
6525,捷敏-KY,151.00,5698,221.00,67.50,---,5.85%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
006205,富邦上証,40.83,420,42.30,31.07,---,---,均線糾擺,無,無,MA 乖離率僅 0.54%,均線糾擺
6877,鏵友益,126.00,35,186.00,71.37,---,0.1%,均線糾擺,無,無,MA 乖離率僅 0.70%,均線糾擺
4582,聚恆-創,28.20,397,43.20,17.05,---,---,資料不足 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2758,路易莎咖啡,69.70,3,104.34,64.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.45%,均線糾擺
1802,台玻,54.10,15125,76.60,16.25,---,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7642,昶瑞機電,81.30,48,129.00,63.20,---,4.08%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
9938,百和,47.60,3271,60.40,42.10,---,5.67%,均線糾擺 -> 強勢突破 (軌外),無,無,股價衝破布林上軌 (47.58)，進入噴發段,強勢突破 (軌外)
4442,竣邦-KY,46.70,15,71.50,45.31,---,5.25%,離開盤整 (向下),無,無,跌破布林下軌 (47.00),離開盤整 (向下)
00635,期元大S&P黃金,42.26,1479,60.55,35.95,---,---,均線糾擺,無,無,MA 乖離率僅 0.37%,均線糾擺
