日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-21,2317,鴻海,234.5,241.21,2000,-13420,-2.78%
2026-07-21,4142,國光生,16.9,25.32,1000,-8420,-33.25%
2026-07-21,0050,元大台灣50,99.2,46.6,16000,841600,112.88%
2026-07-21,0056,元大高股息,50.75,36.43,4000,57280,39.31%
2026-07-21,00635U,期元大S&P黃金,41.39,55.25,3000,-41580,-25.09%
2026-07-21,00738U,期元大道瓊白銀,45.57,66.26,1000,-20690,-31.23%
2026-07-21,00929,復華台灣科技優息,28.52,19.73,8000,70320,44.55%
2026-07-21,009816,凱基台灣TOP50,14.28,11.01,63000,206010,29.70%
2026-07-21,00990A,主動元大AI新經濟,15.82,11.48,5000,21700,37.80%
2026-07-21,2009,第一銅,36.1,50.56,4000,-57840,-28.60%
2026-07-21,2337,旺宏,117.5,95.28,2000,44440,23.32%
2026-07-21,2409,友達,25.4,16.21,2000,18380,56.69%
2026-07-21,3481,群創,50.4,25.1,4000,101200,100.80%
2026-07-21,3105,穩懋,313.5,556.47,300,-72891,-43.66%
2026-07-21,4966,譜瑞-KY,567.0,1921.64,1000,-1354640,-70.49%
2026-07-21,2327,國巨*,630.0,1030.0,1,-400,-38.83%
2026-07-21,00403A,主動統一升級50,9.52,10.68,26000,-30160,-10.86%
2026-07-21,00981A,主動統一台股增長,26.43,27.48,2000,-2100,-3.82%
2026-07-21,2330,台積電,2320.0,225.55,10,20944,928.60%
2026-07-21,6789,采鈺,459.0,593.5,400,-53800,-22.66%
2026-07-21,6849,奇鼎科技,147.0,266.4,280,-33432,-44.82%
2026-07-21,7853,政美應用,313.0,409.29,280,-26961,-23.53%
2026-07-21,3576,聯合再生,18.45,18.15,5000,1500,1.65%
2026-07-21,1721,三晃,20.35,27.88,3000,-22600,-27.02%
2026-07-21,8215,明基材,24.15,31.6,200,-1490,-23.58%
2026-07-21,00405A,主動富邦台灣龍耀,7.56,9.34,11000,-19580,-19.06%
2026-07-21,5498,凱崴,47.1,69.61,188,-4232,-32.34%
2026-07-21,1301,台塑,60.6,50.5,100,1010,20.00%
2026-07-21,6498,久禾光,79.5,67.3,12,146,18.13%
2026-07-21,009821,野村稀土關鍵資源,12.51,17.3,12000,-57480,-27.69%
