expansion,est_price,price,date,prev_rev_yoy,prev_eps,status,om,rev_yoy,prev_eps_yoy,advice,prev_year,name,eps_yoy,eps,pe,gm,symbol
-143.05,-13.65,25.1000003815,2026-03,36.88,-0.65,🔄 轉虧為盈,N/A,443.05,-246.15,⚪ 數據不足,2025,凱鈺,300.0,0.12,0.0,N/A,5468.TWO
-143.09,1029.8999999999999,476.0,2026-03,-2.07,26.87,📉 獲利侵蝕,16.92%,114.65,-19.62,⚪ 中性觀察,2025,聯詠,-28.44,6.19,6.932711913778037,38.19%,3034.TW
-144.31,35.24999999999999,214.0,2026-03,14.37,0.58,⚠️ 獲利稀釋,N/A,185.98,14.0,❌ 暫避觀望,2025,雷虎,41.67,0.34,91.06382978723406,N/A,8033.TW
-144.99,1293.4499999999998,583.0,2026-03,1.76,34.51,📉 獲利侵蝕,N/A,125.8,6.64,⚪ 中性觀察,2025,譜瑞-KY,-19.19,6.77,6.7609880552012065,N/A,4966.TWO
-145.23999999999998,2791.5,6500.0,2026-03,116.34,75.71,⚠️ 獲利稀釋,N/A,206.98,110.03,❌ 暫避觀望,2025,鴻勁,61.74,25.7,34.92745835572273,N/A,7769.TW
-145.57999999999998,72.45,45.5999984741,2026-03,-7.32,2.25,⚠️ 獲利稀釋,N/A,237.89,-50.22,⚪ 中性觀察,2025,晶達,92.31,1.01,9.44099347289855,N/A,4995.TWO
-145.98999999999998,11.549999999999999,15.8000001907,2026-03,-6.81,0.58,⚠️ 獲利稀釋,N/A,269.52,-10.94,❌ 暫避觀望,2025,訊映,123.53,0.39,20.51948076714286,N/A,4155.TW
-146.18,63.3,47.3499984741,2026-03,-10.06,1.81,📉 獲利侵蝕,14.34%,130.66,-23.5,⚪ 中性觀察,2025,味王,-15.52,0.49,11.220378785331754,33.56%,1203.TW
-146.45999999999998,130.35000000000002,81.3000030518,2026-03,-15.67,3.29,📉 獲利侵蝕,N/A,79.57,-50.94,⚪ 中性觀察,2025,昶瑞機電,-66.89,0.5,9.355581478918296,N/A,7642.TWO
-147.03,202.2,196.5,2026-03,34.56,6.25,⚠️ 獲利稀釋,N/A,177.74,47.62,⚪ 中性觀察,2025,捷創科技,30.71,1.83,14.577151335311575,N/A,7810.TWO
-147.64000000000001,107.1,118.5,2026-03,51.84,1.85,📉 獲利侵蝕,N/A,107.87,-7.07,❌ 暫避觀望,2025,智通*,-39.77,0.53,16.596638655462186,N/A,8932.TWO
-147.67999999999998,41.699999999999996,43.5999984741,2026-03,2.84,1.13,⚠️ 獲利稀釋,N/A,151.01,-5.93,❌ 暫避觀望,2025,聯寶,3.33,0.32,15.68345268852518,N/A,6821.TWO
-147.81,275.1,342.5,2026-03,12.43,7.37,⚠️ 獲利稀釋,N/A,165.36,32.55,❌ 暫避觀望,2025,達興材料,17.55,2.21,18.675027262813522,N/A,5234.TW
-148.18,76.94999999999999,24.1000003815,2026-03,-2.1,2.37,📉 獲利侵蝕,N/A,118.45,-25.47,⚪ 中性觀察,2025,三能-KY,-29.73,0.26,4.697855824853802,N/A,6671.TW
-148.53,34.199999999999996,19.2999992371,2026-03,2.69,0.96,📉 獲利侵蝕,N/A,86.03,3.23,⚪ 中性觀察,2025,時報,-62.5,0.18,8.464911946096493,N/A,8923.TWO
-148.87,106.8,149.0,2026-03,-23.02,3.0,📉 獲利侵蝕,N/A,119.1,-58.85,❌ 暫避觀望,2025,駐龍,-29.77,0.92,20.926966292134832,N/A,4572.TW
-149.18,1359.6,3520.0,2026-03,42.0,36.75,📉 獲利侵蝕,31.26%,148.55,49.96,❌ 暫避觀望,2025,健策,-0.63,9.53,38.83495145631068,41.25%,3653.TW
-149.42000000000002,-24.3,112.0,2026-03,-21.77,-1.63,🔄 轉虧為盈,-15.73%,106.56,-148.96,⚪ 數據不足,2025,為升,-42.86,0.4,0.0,23.65%,2231.TW
-150.01,-33.75,9.9399995804,2026-03,-42.69,-0.88,⚠️ 獲利稀釋,N/A,166.01,-10.0,⚪ 數據不足,2025,安克,16.0,-0.21,0.0,N/A,4188.TWO
-150.05,-9.9,18.2999992371,2026-03,-3.71,-0.28,🔄 轉虧為盈,N/A,261.16,38.64,⚪ 數據不足,2025,光鼎,111.11,0.01,0.0,N/A,6226.TW
-150.47,157.95,39.9500007629,2026-03,9.51,4.22,⚠️ 獲利稀釋,N/A,159.56,10.39,⚪ 中性觀察,2025,星亞,9.09,1.08,3.793922199705603,N/A,7753.TWO
-150.56,-47.25000000000001,17.0,2026-03,-9.99,-0.57,⚠️ 獲利稀釋,23.11%,167.87,1.75,⚪ 數據不足,2025,國光生,17.31,-0.44,0.0,49.56%,4142.TW
-150.93,222.3,234.5,2026-03,23.89,6.58,⚠️ 獲利稀釋,N/A,192.82,198.64,❌ 暫避觀望,2025,力智,41.89,2.1,15.823211875843455,N/A,6719.TW
-151.18,550.4999999999999,1170.0,2026-03,23.03,15.42,⚠️ 獲利稀釋,N/A,216.06,-12.9,❌ 暫避觀望,2025,雍智科技,64.88,6.23,31.880108991825615,N/A,6683.TWO
-152.4,-25.5,29.7000007629,2026-03,5.99,-0.62,📉 獲利侵蝕,-19.63%,47.85,-192.54,⚪ 數據不足,2025,華義*,-104.55,-0.01,0.0,44.07%,3086.TWO
-152.6,1842.6000000000001,6655.0,2026-03,35.51,46.93,⚠️ 獲利稀釋,N/A,166.0,40.24,❌ 暫避觀望,2025,穎崴,13.4,19.54,54.17616411592315,N/A,6515.TW
-152.6,144.9,85.0,2026-03,786.25,3.14,📉 獲利侵蝕,N/A,69.99,131.69,⚪ 中性觀察,2025,辣椒,-82.61,0.41,8.799171842650104,N/A,4946.TWO
-152.73000000000002,120.60000000000001,33.3499984741,2026-03,-15.03,2.87,📉 獲利侵蝕,N/A,83.05,-39.39,⚪ 中性觀察,2025,奕力-KY,-69.68,0.58,4.148009760460198,N/A,6962.TW
-152.76,125.39999999999999,59.5,2026-03,69.66,3.93,📉 獲利侵蝕,5.94%,148.91,61.83,⚪ 中性觀察,2025,聯發國際,-3.85,0.51,7.117224880382776,49.60%,2756.TWO
-153.12,29.250000000000004,56.0,2026-03,4.92,1.0,📉 獲利侵蝕,-0.86%,125.85,-33.77,❌ 暫避觀望,2025,類比科,-27.27,0.24,28.717948717948715,38.12%,3438.TWO
-153.44,210.0,125.5,2026-03,-13.21,5.64,📉 獲利侵蝕,N/A,124.98,-45.5,⚪ 中性觀察,2025,鼎基,-28.46,1.86,8.964285714285714,N/A,6585.TW
-153.53,7.95,20.6499996185,2026-03,-88.36,0.68,📉 獲利侵蝕,-362.94%,55.25,-32.0,❌ 暫避觀望,2025,聯德,-98.28,0.01,38.96226343113207,23.48%,3308.TW
-153.63,208.2,78.9000015259,2026-03,-27.63,6.85,📉 獲利侵蝕,22.47%,60.26,-51.27,⚪ 中性觀察,2025,海悅,-93.37,0.16,5.68443815028098,34.04%,2348.TW
-154.0,68.7,26.8500003815,2026-03,-12.78,1.95,📉 獲利侵蝕,N/A,108.08,-45.98,⚪ 中性觀察,2025,耿鼎,-45.92,0.53,5.862445498144105,N/A,1524.TW
-154.59,0.0,0.0,2026-03,-2.28,3.18,⚠️ 獲利稀釋,41.07%,177.0,3.25,⚪ 數據不足,2025,台航,22.41,0.71,0.0,46.23%,2617.TW
-154.6,-67.95,26.0,2026-03,-11.1,-1.75,⚠️ 獲利稀釋,-12.95%,199.88,-22.38,⚪ 數據不足,2025,笙泉,45.28,-0.29,0.0,34.82%,3122.TWO
-154.78,-87.9,57.5,2026-03,10.49,-1.83,⚠️ 獲利稀釋,N/A,159.07,-355.0,⚪ 數據不足,2025,芯鼎,4.29,-0.68,0.0,N/A,6695.TW
-154.98,290.7,1185.0,2026-03,5.02,7.83,🏰 高護城河,27.57%,225.35,-12.03,❌ 暫避觀望,2025,昇達科,70.37,3.68,61.14551083591331,58.57%,3491.TWO
-155.0,100.05,49.9000015259,2026-03,12.38,2.72,⚠️ 獲利稀釋,N/A,200.61,-20.23,⚪ 中性觀察,2025,捷波,45.61,0.83,7.481259599085457,N/A,6161.TWO
-155.49,179.25000000000003,125.0,2026-03,1.22,5.13,📉 獲利侵蝕,N/A,132.18,-5.16,⚪ 中性觀察,2025,鐿鈦,-23.31,1.29,10.460251046025103,N/A,4163.TWO
-155.52999999999997,269.25,156.0,2026-03,-2.32,7.34,📉 獲利侵蝕,N/A,140.64,2.89,⚪ 中性觀察,2025,穩得,-14.89,1.6,8.690807799442897,N/A,6761.TWO
-155.94,44.849999999999994,46.6500015259,2026-03,38.76,1.22,📉 獲利侵蝕,11.18%,74.54,15.09,❌ 暫避觀望,2025,港建*,-81.4,0.08,15.602007199297661,40.97%,3093.TWO
-156.84,185.7,144.5,2026-03,22.92,5.49,📉 獲利侵蝕,N/A,115.66,-22.13,⚪ 中性觀察,2025,聰泰,-41.18,0.6,11.672051696284331,N/A,5474.TWO
-156.91000000000003,229.95000000000002,80.3000030518,2026-03,19.77,6.51,⚠️ 獲利稀釋,N/A,173.58,11.33,⚪ 中性觀察,2025,久禾光,16.67,1.75,5.238095437168949,N/A,6498.TWO
-157.4,65.4,44.0,2026-03,2.96,1.61,⚠️ 獲利稀釋,N/A,174.38,-28.18,⚪ 中性觀察,2025,欣天然,16.98,0.63,10.091743119266054,N/A,9918.TW
-157.79,-29.85,13.5500001907,2026-03,-2.17,-0.59,📉 獲利侵蝕,N/A,57.79,16.9,⚪ 數據不足,2025,志旭,-100.0,-0.62,0.0,N/A,8067.TWO
-158.26999999999998,-50.4,18.5499992371,2026-03,2.86,-1.33,📉 獲利侵蝕,N/A,68.27,-1377.78,⚪ 數據不足,2025,笙科,-90.0,-0.57,0.0,N/A,5272.TWO
-158.51,13.800000000000002,13.75,2026-03,-31.39,0.28,📉 獲利侵蝕,-2.71%,68.51,-57.58,⚪ 中性觀察,2025,憶聲,-90.0,0.02,14.945652173913041,24.73%,3024.TW
-158.55,9.0,27.0499992371,2026-03,22.38,0.12,📉 獲利侵蝕,N/A,76.73,139.29,❌ 暫避觀望,2025,泰霖,-81.82,0.02,45.08333206183333,N/A,8080.TWO
-159.02,277.65,149.5,2026-03,2.98,8.29,📉 獲利侵蝕,N/A,90.37,-19.59,⚪ 中性觀察,2025,三集瑞-KY,-68.65,1.0,8.076715289032956,N/A,6862.TW
-159.39000000000001,-58.650000000000006,15.4499998093,2026-03,9.94,-1.29,⚠️ 獲利稀釋,-18.87%,185.58,31.02,⚪ 數據不足,2025,中天,26.19,-0.31,0.0,42.56%,4128.TWO
-159.41,419.85,174.0,2026-03,-9.4,12.15,⚠️ 獲利稀釋,N/A,195.54,-14.17,⚪ 中性觀察,2025,力領科技,36.13,3.27,6.216505894962486,N/A,6996.TWO
-159.61,49.35,29.25,2026-03,0.3,1.36,📉 獲利侵蝕,17.09%,155.84,-13.92,⚪ 中性觀察,2025,倉佑,-3.77,0.51,8.890577507598785,34.44%,1568.TW
-161.35,-67.2,35.2000007629,2026-03,11.69,-1.52,⚠️ 獲利稀釋,N/A,214.29,-462.96,⚪ 數據不足,2025,驊訊,52.94,-0.24,0.0,N/A,6237.TWO
-162.27,79.49999999999999,74.4000015259,2026-03,-23.31,2.25,📉 獲利侵蝕,N/A,100.37,-62.55,⚪ 中性觀察,2025,傑霖科技,-61.9,0.4,14.037736136962266,N/A,8102.TWO
-162.29000000000002,164.85,65.5999984741,2026-03,37.15,5.51,📉 獲利侵蝕,N/A,137.15,57.43,⚪ 中性觀察,2025,海韻電,-25.14,1.37,5.969062645505005,N/A,6203.TWO
-163.5,234.00000000000003,118.5,2026-03,3.91,6.32,⚠️ 獲利稀釋,N/A,186.39,-22.95,⚪ 中性觀察,2025,全宇昕,22.89,2.47,7.596153846153846,N/A,6651.TWO
-164.20999999999998,292.35,125.5,2026-03,1.19,7.4,📉 獲利侵蝕,7.00%,155.73,-12.32,⚪ 中性觀察,2025,茂訊,-8.48,2.59,6.439199589533093,25.33%,3213.TWO
-165.21,-58.8,8.6000003815,2026-03,34.04,-1.34,📉 獲利侵蝕,-40.94%,50.4,59.69,⚪ 數據不足,2025,隴華,-114.81,-0.58,0.0,27.86%,2424.TW
-165.56,145.8,51.0,2026-03,-11.82,3.81,📉 獲利侵蝕,12.42%,139.24,-32.69,⚪ 中性觀察,2025,曜亞,-26.32,0.84,5.246913580246913,44.64%,4138.TWO
-165.8,139.19999999999996,63.0,2026-03,-4.75,4.31,⚠️ 獲利稀釋,30.49%,499.13,-22.2,⚪ 中性觀察,2025,裕民,333.33,1.17,6.788793103448278,35.36%,2606.TW
-166.92,2.55,17.25,2026-03,-3.71,0.13,⚠️ 獲利稀釋,22.84%,179.42,141.94,❌ 暫避觀望,2025,海灣,12.5,0.09,101.47058823529413,43.11%,3252.TWO
-167.23000000000002,80.1,68.0,2026-03,-0.48,1.91,⚠️ 獲利稀釋,N/A,364.73,240.74,⚪ 中性觀察,2025,有成精密,197.5,1.19,12.734082397003746,N/A,4949.TW
-167.26,325.49999999999994,307.5,2026-03,12.03,8.67,⚠️ 獲利稀釋,N/A,264.19,-0.23,⚪ 中性觀察,2025,佳必琪,96.93,3.21,14.170506912442399,N/A,6197.TW
-167.39999999999998,-160.04999999999998,12.3999996185,2026-03,-62.05,-5.1,⚠️ 獲利稀釋,N/A,192.98,-40.62,⚪ 數據不足,2025,北極星藥業-KY,25.58,-0.64,0.0,N/A,6550.TW
-167.48000000000002,-45.3,18.4500007629,2026-03,-16.89,-1.09,📉 獲利侵蝕,-38.32%,162.93,-234.57,⚪ 數據不足,2025,連宇,-4.55,-0.23,0.0,35.81%,2482.TW
-168.3,-46.050000000000004,9.8999996185,2026-03,-31.28,-1.29,📉 獲利侵蝕,N/A,157.19,-516.13,⚪ 數據不足,2025,大地-KY,-11.11,-0.4,0.0,N/A,8437.TWO
-168.54,453.6,567.0,2026-03,18.56,12.25,⚠️ 獲利稀釋,15.69%,190.06,17.26,❌ 暫避觀望,2025,研華,21.52,3.85,18.75,39.78%,2395.TW
-168.57000000000002,46.949999999999996,56.5,2026-03,-2.5,0.67,⚠️ 獲利稀釋,N/A,215.08,-69.96,❌ 暫避觀望,2025,聚鼎,46.51,0.64,18.05111821086262,N/A,6224.TW
-169.10000000000002,432.6,816.0,2026-03,28.3,11.33,⚠️ 獲利稀釋,23.34%,232.49,32.78,❌ 暫避觀望,2025,新應材,63.39,3.66,28.294036061026354,44.02%,4749.TWO
-169.86,103.49999999999999,268.5,2026-03,-13.26,3.01,⚠️ 獲利稀釋,N/A,201.37,-50.25,❌ 暫避觀望,2025,天虹,31.51,0.96,38.913043478260875,N/A,6937.TW
-170.18,358.95000000000005,165.0,2026-03,13.3,10.22,⚠️ 獲利稀釋,N/A,191.57,36.27,⚪ 中性觀察,2025,安�硌穈T,21.39,2.27,6.895110739657333,N/A,6690.TWO
-170.28,10.5,63.0,2026-03,16.84,0.71,📉 獲利侵蝕,N/A,70.28,152.21,❌ 暫避觀望,2025,點序,-100.0,0.0,90.0,N/A,6485.TWO
-170.61,-49.05,22.5,2026-03,-1.45,-1.63,⚠️ 獲利稀釋,N/A,195.61,-54.29,⚪ 數據不足,2025,佑全,25.0,-0.21,0.0,N/A,6929.TWO
-170.81,161.55,93.5999984741,2026-03,-12.32,4.58,⚠️ 獲利稀釋,N/A,189.52,-22.77,⚪ 中性觀察,2025,杰力,18.71,1.65,8.690807657762303,N/A,5299.TWO
-172.04999999999995,10.2,19.8999996185,2026-03,-23.91,0.26,⚠️ 獲利稀釋,1.25%,792.05,-89.88,❌ 暫避觀望,2025,永裕,620.0,0.36,29.264705321323532,15.09%,1323.TW
-172.23000000000002,65.1,52.2999992371,2026-03,-2.97,2.3,📉 獲利侵蝕,17.87%,129.05,-22.56,⚪ 中性觀察,2025,精湛,-43.18,0.28,12.050691068456223,45.13%,2070.TWO
-172.28,204.29999999999998,44.0999984741,2026-03,38.81,5.37,📉 獲利侵蝕,N/A,116.4,60.88,⚪ 中性觀察,2025,動力-KY,-55.88,0.75,3.2378853505212923,N/A,6591.TW
-172.47,19.2,31.5499992371,2026-03,1.84,0.54,⚠️ 獲利稀釋,-1.48%,178.72,100.0,❌ 暫避觀望,2025,誠品生活,6.25,0.17,24.648436903984376,40.82%,2926.TWO
-173.02,18.45,29.9500007629,2026-03,20.59,0.47,⚠️ 獲利稀釋,-18.51%,201.59,461.54,❌ 暫避觀望,2025,杭特,28.57,-0.05,24.349594116178864,30.70%,3297.TWO
-173.26,73.49999999999999,54.0,2026-03,-11.73,2.07,⚠️ 獲利稀釋,N/A,216.12,-22.56,⚪ 中性觀察,2025,明遠精密,42.86,0.7,11.020408163265307,N/A,7704.TWO
-173.3,96.74999999999999,61.5,2026-03,1.36,2.35,⚠️ 獲利稀釋,N/A,192.24,-21.14,⚪ 中性觀察,2025,諾貝兒,18.94,1.57,9.534883720930234,N/A,6844.TWO
-174.41,487.05000000000007,928.0,2026-03,10.19,12.75,⚠️ 獲利稀釋,N/A,392.93,-14.04,❌ 暫避觀望,2025,均華,218.52,5.19,28.58022790267939,N/A,6640.TWO
-174.49,189.75,139.0,2026-03,2.67,4.99,⚠️ 獲利稀釋,17.33%,177.66,3.96,⚪ 中性觀察,2025,中華電,3.17,1.3,10.988142292490119,33.63%,2412.TW
-174.67999999999998,56.7,32.7000007629,2026-03,-3.52,1.75,⚠️ 獲利稀釋,N/A,203.95,-13.79,⚪ 中性觀察,2025,邁達康,29.27,0.53,8.650793852619046,N/A,9960.TWO
-175.97999999999996,15.3,21.3999996185,2026-03,-3.87,0.33,⚠️ 獲利稀釋,N/A,592.65,-43.1,❌ 暫避觀望,2025,鴻名,416.67,0.19,20.98039178284314,N/A,3021.TW
-176.56,92.85,267.5,2026-03,-9.88,2.67,⚠️ 獲利稀釋,9.03%,188.41,-66.46,❌ 暫避觀望,2025,德微,11.85,1.51,43.214862681744755,36.51%,3675.TWO
-176.75,221.54999999999998,163.5,2026-03,20.03,5.62,⚠️ 獲利稀釋,N/A,261.06,-27.15,⚪ 中性觀察,2025,研揚,84.31,3.81,11.06973595125254,N/A,6579.TW
-177.2,8.100000000000001,10.1499996185,2026-03,-54.43,0.2,📉 獲利侵蝕,10.56%,147.2,-93.38,❌ 暫避觀望,2025,寶徠,-30.0,0.14,18.796295589814815,21.75%,1805.TW
-177.57,22.95,55.7999992371,2026-03,-7.24,0.5,⚠️ 獲利稀釋,-1.96%,219.88,-73.51,❌ 暫避觀望,2025,通嘉,42.31,0.37,36.470587736666666,31.63%,3588.TW
-177.81,221.1,249.5,2026-03,8.51,6.1,⚠️ 獲利稀釋,10.45%,373.81,-40.84,❌ 暫避觀望,2025,閎康,196.0,2.24,16.92672998643148,30.02%,3587.TWO
-178.23,105.0,295.0,2026-03,4.29,2.97,⚠️ 獲利稀釋,21.78%,202.94,-18.46,❌ 暫避觀望,2025,全新,24.71,1.06,42.142857142857146,37.27%,2455.TW
-178.42000000000002,69.89999999999999,24.0,2026-03,-17.82,2.31,📉 獲利侵蝕,13.35%,167.71,-12.16,⚪ 中性觀察,2025,太普高,-10.71,0.5,5.150214592274679,25.16%,3284.TWO
-178.65,146.25,42.5499992371,2026-03,8.73,4.21,📉 獲利侵蝕,N/A,168.81,117.01,⚪ 中性觀察,2025,綠界科技*,-9.84,0.55,4.364102485856411,N/A,6763.TWO
-178.89999999999998,-4.35,27.75,2026-03,10.32,0.03,📉 獲利侵蝕,N/A,162.23,-50.0,⚪ 數據不足,2025,天鉞電,-16.67,0.1,0.0,N/A,5251.TWO
-179.3,295.65000000000003,95.5999984741,2026-03,7.88,8.57,📉 獲利侵蝕,N/A,152.96,-0.37,⚪ 中性觀察,2025,中菲,-26.34,1.42,4.850329704419076,N/A,5403.TWO
-179.72,21.0,26.2999992371,2026-03,-24.49,0.01,📉 獲利侵蝕,N/A,97.83,-99.85,❌ 暫避觀望,2025,嘉威,-81.89,0.48,18.785713740785717,N/A,3557.TW
-179.77,180.75,427.5,2026-03,13.44,5.01,📉 獲利侵蝕,15.62%,109.26,31.15,❌ 暫避觀望,2025,聯鈞,-70.51,0.69,35.47717842323651,26.67%,3450.TW
-179.86,164.1,52.2000007629,2026-03,0.49,4.57,📉 獲利侵蝕,N/A,156.53,16.97,⚪ 中性觀察,2025,岱稜,-23.33,0.92,4.771480874122486,N/A,3303.TWO
-180.07999999999998,3.6,12.25,2026-03,-8.17,0.03,⚠️ 獲利稀釋,11.05%,188.41,-94.0,❌ 暫避觀望,2025,中電,8.33,0.13,51.041666666666664,37.93%,1611.TW
-180.4,79.35,31.7000007629,2026-03,-4.28,3.27,📉 獲利侵蝕,N/A,131.75,-56.63,⚪ 中性觀察,2025,森田,-48.65,0.57,5.992438707542533,N/A,8410.TWO
-180.68,172.79999999999998,70.3000030518,2026-03,22.39,5.04,📉 獲利侵蝕,N/A,156.16,-31.43,⚪ 中性觀察,2025,虎山,-24.52,1.18,6.102430820468751,N/A,7736.TW
-180.94,397.80000000000007,106.0,2026-03,-1.52,10.03,📉 獲利侵蝕,N/A,113.25,-10.98,⚪ 中性觀察,2025,波力-KY,-67.69,0.83,3.996983408748114,N/A,8467.TW
-182.03,208.2,20.3500003815,2026-03,55.14,3.44,⚠️ 獲利稀釋,N/A,334.61,66.99,⚪ 中性觀察,2025,坤悅,152.58,2.45,1.4661383560158503,N/A,5206.TWO
-182.06,0.15000000000000013,24.1499996185,2026-03,5.6,0.05,⚠️ 獲利稀釋,N/A,282.06,66.67,❌ 暫避觀望,2025,宏齊,100.0,0.02,2414.999961849998,N/A,6168.TW
-183.29000000000002,-23.549999999999997,15.1999998093,2026-03,16.01,-0.76,⚠️ 獲利稀釋,-5.26%,228.74,18.37,⚪ 數據不足,2025,東訊,45.45,-0.12,0.0,29.80%,2321.TW
-183.38,148.65,70.8000030518,2026-03,20.5,4.2,📉 獲利侵蝕,7.82%,140.62,2.69,⚪ 中性觀察,2025,倫飛,-42.76,0.83,7.1442989961453085,39.87%,2364.TW
-183.4,-152.85,25.5499992371,2026-03,4.22,-3.97,📉 獲利侵蝕,N/A,148.52,-85.58,⚪ 數據不足,2025,科懋,-34.88,-1.18,0.0,N/A,6496.TWO
-184.0,275.7,182.5,2026-03,13.67,6.9,⚠️ 獲利稀釋,N/A,186.36,-8.99,⚪ 中性觀察,2025,宸曜,2.36,2.6,9.929270946681175,N/A,6922.TWO
-184.14,-13.799999999999999,13.3000001907,2026-03,-1.34,-0.36,⚠️ 獲利稀釋,-3.01%,192.47,-5.88,⚪ 數據不足,2025,優盛,8.33,-0.11,0.0,33.58%,4121.TWO
-184.59,126.74999999999999,51.2000007629,2026-03,-15.36,1.57,📉 獲利侵蝕,N/A,84.83,137.2,⚪ 中性觀察,2025,安格,-99.76,0.01,6.05917168791716,N/A,6684.TWO
-185.04000000000002,159.45,138.5,2026-03,1.82,4.68,⚠️ 獲利稀釋,10.77%,277.35,-37.99,⚪ 中性觀察,2025,艾訊,92.31,2.25,13.029162746942616,33.38%,3088.TWO
-185.14999999999998,380.4,88.5,2026-03,6.1,10.02,📉 獲利侵蝕,N/A,139.57,13.09,⚪ 中性觀察,2025,生展,-45.58,1.23,3.489747634069401,N/A,8279.TWO
-185.4,141.15,79.5999984741,2026-03,2.32,3.45,⚠️ 獲利稀釋,2.59%,211.77,-5.22,⚪ 中性觀察,2025,統一,26.37,1.15,8.459085916482465,31.73%,1216.TW
-185.5,92.99999999999999,53.2999992371,2026-03,5.66,2.65,📉 獲利侵蝕,N/A,183.17,22.61,⚪ 中性觀察,2025,碩網,-2.33,0.42,8.596774070500002,N/A,7547.TWO
-185.56,52.2,49.25,2026-03,-13.56,1.03,⚠️ 獲利稀釋,N/A,204.61,-54.63,⚪ 中性觀察,2025,凌通,19.05,0.5,14.152298850574713,N/A,4952.TW
-185.79,137.10000000000002,143.5,2026-03,6.74,4.0,⚠️ 獲利稀釋,N/A,192.19,4.76,❌ 暫避觀望,2025,宏觀,6.4,1.34,15.700218818380742,N/A,6568.TWO
-185.92,490.50000000000006,131.0,2026-03,-3.69,13.97,📉 獲利侵蝕,N/A,173.42,-26.4,⚪ 中性觀察,2025,帝寶,-12.5,4.41,4.00611620795107,N/A,6605.TW
-186.06,262.95,175.0,2026-03,19.07,7.39,📉 獲利侵蝕,18.05%,182.83,4.56,⚪ 中性觀察,2025,融程電,-3.23,1.8,9.982886480319454,38.51%,3416.TW
-186.09,76.95,386.5,2026-03,-25.1,1.8,⚠️ 獲利稀釋,N/A,232.47,-65.38,❌ 暫避觀望,2025,嘉基,46.38,1.02,75.3411306042885,N/A,6715.TW
-186.16,364.8,191.0,2026-03,3.18,11.33,📉 獲利侵蝕,13.69%,147.7,-37.78,⚪ 中性觀察,2025,可成,-38.46,2.63,7.853618421052632,33.00%,2474.TW
-186.21,202.05000000000004,243.5,2026-03,6.37,5.73,⚠️ 獲利稀釋,N/A,195.24,19.71,❌ 暫避觀望,2025,富鼎,9.03,1.57,18.077208611729766,N/A,8261.TW
-186.28,469.34999999999997,318.0,2026-03,22.89,13.04,⚠️ 獲利稀釋,N/A,226.99,31.94,⚪ 中性觀察,2025,茂達,40.71,3.68,10.162991371045063,N/A,6138.TWO
-186.28999999999996,51.74999999999999,20.8500003815,2026-03,11.98,1.8,⚠️ 獲利稀釋,7.24%,746.29,25.87,⚪ 中性觀察,2025,欣陸,560.0,0.33,6.043478371449275,13.84%,3703.TW
-186.60000000000002,-57.3,27.1000003815,2026-03,-20.79,-1.72,⚠️ 獲利稀釋,N/A,205.02,-129.33,⚪ 數據不足,2025,上亞科技,18.42,-0.31,0.0,N/A,6130.TWO
-187.08999999999997,127.64999999999999,134.5,2026-03,2.26,3.34,⚠️ 獲利稀釋,19.78%,295.15,-11.97,❌ 暫避觀望,2025,聯電,108.06,1.29,15.804935370152762,30.67%,2303.TW
-187.21,-0.5999999999999996,14.1000003815,2026-03,-23.26,0.21,📉 獲利侵蝕,2.42%,152.59,-77.66,⚪ 數據不足,2025,昶和,-34.62,0.17,0.0,18.12%,1468.TW
-187.35000000000002,-46.50000000000001,29.3999996185,2026-03,-72.48,-1.11,⚠️ 獲利稀釋,-223.66%,249.55,58.98,⚪ 數據不足,2025,德晉,62.2,-0.31,0.0,-8.98%,3466.TWO
-187.85000000000002,-0.5999999999999996,48.9000015259,2026-03,29.3,0.49,⚠️ 獲利稀釋,10.21%,254.52,-63.43,⚪ 數據不足,2025,磐儀,66.67,-0.07,0.0,41.27%,3594.TWO
-187.90999999999997,73.35,191.0,2026-03,20.44,2.01,⚠️ 獲利稀釋,13.23%,306.09,294.12,❌ 暫避觀望,2025,大銀微系統,118.18,0.96,39.059304703476485,38.42%,4576.TW
-188.26000000000002,213.89999999999998,145.5,2026-03,11.44,4.81,⚠️ 獲利稀釋,4.49%,207.08,-34.26,⚪ 中性觀察,2025,宜特,18.82,2.05,10.203366058906033,25.60%,3289.TWO
-188.87,67.19999999999999,31.9500007629,2026-03,5.0,1.63,⚠️ 獲利稀釋,7.57%,219.52,27.34,⚪ 中性觀察,2025,五鼎,30.65,0.81,7.131696598861608,30.15%,1733.TW
-188.97000000000003,-268.8,20.6000003815,2026-03,-4.71,-9.56,🔄 轉虧為盈,N/A,147.3,-431.94,⚪ 數據不足,2025,上福,-41.67,0.28,0.0,N/A,6128.TW
-189.29,158.25,47.5999984741,2026-03,2.05,4.1,📉 獲利侵蝕,N/A,145.78,-13.68,⚪ 中性觀察,2025,百和,-43.51,0.87,4.511848196597156,N/A,9938.TW
-189.35000000000002,111.15,32.4000015259,2026-03,6.92,3.02,📉 獲利侵蝕,16.61%,171.96,48.04,⚪ 中性觀察,2025,強信-KY,-17.39,0.76,4.372469841551957,33.75%,4560.TW
