expansion,est_price,price,date,prev_rev_yoy,prev_eps,status,om,rev_yoy,prev_eps_yoy,advice,prev_year,name,eps_yoy,eps,pe,gm,symbol
-293.42,50.699999999999996,27.6499996185,2026-03,-1.77,1.38,📉 獲利侵蝕,N/A,285.87,-36.28,⚪ 中性觀察,2025,台林,-7.55,0.5,8.180473259911244,N/A,5353.TWO
-293.47,-60.44999999999999,18.75,2026-03,-1.12,-1.15,📉 獲利侵蝕,N/A,270.61,-428.57,⚪ 數據不足,2025,松崗,-22.86,-0.43,0.0,N/A,6240.TWO
-294.70000000000005,51.45,43.2999992371,2026-03,-5.35,1.16,📉 獲利侵蝕,N/A,280.23,-77.08,⚪ 中性觀察,2025,關中,-14.47,1.36,12.623906483119534,N/A,8941.TWO
-294.88,152.7,60.7999992371,2026-03,373.32,5.56,📉 獲利侵蝕,N/A,242.32,-69.48,⚪ 中性觀察,2025,世紀*,-52.56,0.37,5.972495013467584,N/A,5314.TWO
-295.02,16.35,41.5499992371,2026-03,16.61,0.55,⚠️ 獲利稀釋,N/A,314.37,-63.09,❌ 暫避觀望,2025,寶一,19.35,0.37,38.119265355137614,N/A,8222.TW
-295.08,140.85000000000002,82.5,2026-03,3.44,4.36,📉 獲利侵蝕,N/A,224.56,-34.8,⚪ 中性觀察,2025,佳邦,-70.52,0.51,8.78594249201278,N/A,6284.TWO
-295.26,-4.199999999999994,35.4000015259,2026-03,-32.24,0.17,📉 獲利侵蝕,N/A,120.26,104.91,⚪ 數據不足,2025,立凱-KY,-175.0,-1.43,0.0,N/A,5227.TWO
-295.66,169.35,38.1500015259,2026-03,3.01,4.21,⚠️ 獲利稀釋,N/A,323.3,13.48,⚪ 中性觀察,2025,合機,27.64,1.57,3.3790966807705938,N/A,1618.TW
-296.05999999999995,10.799999999999999,25.1000003815,2026-03,23.11,0.37,⚠️ 獲利稀釋,2.96%,596.06,188.1,❌ 暫避觀望,2025,吉茂,300.0,0.04,34.861111640972226,18.05%,1587.TW
-296.59999999999997,167.7,126.5,2026-03,21.66,4.34,⚠️ 獲利稀釋,N/A,336.78,-2.92,⚪ 中性觀察,2025,鴻呈,40.18,1.58,11.31484794275492,N/A,6913.TWO
-297.86,163.65,49.5999984741,2026-03,-9.29,4.56,⚠️ 獲利稀釋,7.42%,307.38,-12.98,⚪ 中性觀察,2025,漢平,9.52,0.92,4.546287669486709,19.83%,2488.TW
-299.69,60.44999999999999,63.0,2026-03,-11.79,2.51,📉 獲利侵蝕,N/A,163.62,-48.7,❌ 暫避觀望,2025,立誠,-136.07,-0.45,15.632754342431765,N/A,6597.TWO
-299.92999999999995,137.7,59.0,2026-03,-7.95,3.71,⚠️ 獲利稀釋,12.74%,329.53,-30.65,⚪ 中性觀察,2025,富林-KY,29.6,1.62,6.427015250544662,23.43%,1341.TW
-300.07,155.39999999999998,47.5499992371,2026-03,6.42,4.27,📉 獲利侵蝕,N/A,265.7,3.41,⚪ 中性觀察,2025,崧騰,-34.37,0.63,4.589768266129345,N/A,3484.TWO
-300.11,4.050000000000001,17.9500007629,2026-03,-8.96,0.22,📉 獲利侵蝕,N/A,277.89,-80.53,❌ 暫避觀望,2025,南良,-22.22,0.07,66.48148430703704,N/A,5450.TWO
-300.19,98.39999999999999,40.25,2026-03,-8.15,3.08,📉 獲利侵蝕,N/A,251.13,-26.71,⚪ 中性觀察,2025,福興,-49.06,0.54,6.135670731707317,N/A,9924.TW
-300.4,85.35000000000001,34.2000007629,2026-03,2.91,2.24,📉 獲利侵蝕,N/A,285.59,6.16,⚪ 中性觀察,2025,德記,-14.81,0.46,6.010544949543057,N/A,5902.TWO
-300.77,-57.15,13.75,2026-03,-18.27,-1.3,📉 獲利侵蝕,-8.96%,241.39,-6600.0,⚪ 數據不足,2025,環天科,-59.38,-0.51,0.0,23.89%,3499.TWO
-301.15,216.15,215.0,2026-03,11.63,5.46,⚠️ 獲利稀釋,9.96%,374.3,11.43,⚪ 中性觀察,2025,長榮航太,73.15,2.58,14.920194309507286,14.11%,2645.TW
-301.24,-36.75,13.25,2026-03,-81.41,-0.8,📉 獲利侵蝕,N/A,291.48,-480.95,⚪ 數據不足,2025,全坤建,-9.76,-0.45,0.0,N/A,2509.TW
-301.33,154.2,78.5,2026-03,9.39,4.01,📉 獲利侵蝕,N/A,269.93,-22.33,⚪ 中性觀察,2025,大樹,-31.4,0.83,7.636186770428016,N/A,6469.TWO
-302.19,61.800000000000004,122.0,2026-03,6.1,2.3,⚠️ 獲利稀釋,N/A,370.94,69.12,❌ 暫避觀望,2025,新門,68.75,0.27,29.611650485436893,N/A,5432.TWO
-302.93,631.05,432.5,2026-03,59.94,16.28,⚠️ 獲利稀釋,N/A,344.68,41.2,⚪ 中性觀察,2025,崴寶,41.75,5.66,10.280484906108866,N/A,7744.TWO
-303.34000000000003,-6.15,120.5,2026-03,2.56,0.1,📉 獲利侵蝕,N/A,108.1,-93.2,⚪ 數據不足,2025,邑錡,-195.24,-0.4,0.0,N/A,7402.TWO
-303.46999999999997,825.45,261.0,2026-03,5.01,22.45,📉 獲利侵蝕,N/A,283.01,-18.94,⚪ 中性觀察,2025,復盛應用,-20.46,6.96,4.742867526803561,N/A,6670.TW
-303.88,165.0,380.0,2026-03,2.53,4.99,⚠️ 獲利稀釋,27.31%,316.58,-18.86,❌ 暫避觀望,2025,精材,12.7,1.42,34.54545454545455,32.82%,3374.TWO
-303.89,65.1,90.9000015259,2026-03,3.65,1.86,⚠️ 獲利稀釋,7.20%,342.78,-9.71,❌ 暫避觀望,2025,光頡,38.89,0.75,20.944700812419356,23.30%,3624.TWO
-303.95,-24.15,12.8000001907,2026-03,-10.48,-1.13,📉 獲利侵蝕,N/A,153.95,-337.5,⚪ 數據不足,2025,威力暘-創,-150.0,-0.05,0.0,N/A,6988.TW
-304.39,71.55000000000001,60.5,2026-03,-6.64,1.42,📉 獲利侵蝕,3.31%,243.32,-56.6,⚪ 中性觀察,2025,巧新,-61.07,0.6,12.683438155136267,18.31%,1563.TW
-304.86,-28.650000000000006,49.8499984741,2026-03,-17.79,-4.64,🔄 轉虧為盈,-7.17%,207.42,-270.99,⚪ 數據不足,2025,敦泰,-97.44,0.02,0.0,20.78%,3545.TW
-305.17,0.0,0.0,2026-03,-12.03,4.58,📉 獲利侵蝕,N/A,163.56,-40.21,⚪ 數據不足,2025,寶綠特-KY,-141.61,-0.62,0.0,N/A,6887.TW
-305.45,197.55,162.0,2026-03,11.55,5.48,⚠️ 獲利稀釋,19.26%,319.74,-12.04,⚪ 中性觀察,2025,台星科,14.29,1.76,12.300683371298405,25.97%,3265.TWO
-306.64,-13.649999999999997,19.7999992371,2026-03,12.09,1.06,📉 獲利侵蝕,9.68%,253.31,46.48,⚪ 數據不足,2025,興采,-53.33,0.14,0.0,22.41%,4433.TWO
-307.01,384.6,83.0,2026-03,2.6,9.97,⚠️ 獲利稀釋,N/A,310.34,10.9,⚪ 中性觀察,2025,力泰,3.33,2.48,3.2371294851794072,N/A,5520.TWO
-308.06,662.1,670.0,2026-03,9.26,11.51,📉 獲利侵蝕,24.28%,244.27,-69.45,❌ 暫避觀望,2025,國巨*,-63.79,3.9,15.17897598550068,37.30%,2327.TW
-308.22,46.349999999999994,41.2999992371,2026-03,20.59,1.24,📉 獲利侵蝕,2.92%,308.22,18.27,⚪ 中性觀察,2025,華晶科,0.0,0.26,13.365695545987057,23.91%,3059.TW
-309.15,289.65000000000003,141.5,2026-03,12.89,7.91,⚠️ 獲利稀釋,N/A,473.15,9.74,⚪ 中性觀察,2025,精誠,164.0,2.64,7.327809425168306,N/A,6214.TW
-310.42,94.65,43.5499992371,2026-03,0.46,2.61,⚠️ 獲利稀釋,8.89%,317.56,-6.99,⚪ 中性觀察,2025,眾福科,7.14,0.6,6.901743143755943,25.14%,3168.TW
-310.99,92.85,21.2000007629,2026-03,2.45,2.35,📉 獲利侵蝕,N/A,255.86,-33.33,⚪ 中性觀察,2025,晉泰,-55.13,0.35,3.424878960080776,N/A,6221.TWO
-311.83000000000004,49.65,30.2000007629,2026-03,-3.8,1.33,⚠️ 獲利稀釋,4.10%,345.16,-30.16,⚪ 中性觀察,2025,佳格,33.33,0.52,9.123867299969788,23.19%,1227.TW
-311.92,112.64999999999999,175.0,2026-03,8.9,3.26,⚠️ 獲利稀釋,N/A,381.92,11.72,❌ 暫避觀望,2025,信昌電,70.0,1.19,23.30226364846871,N/A,6173.TWO
-312.87,13.35,31.5,2026-03,-1.9,0.51,📉 獲利侵蝕,N/A,101.24,-79.59,❌ 暫避觀望,2025,弘凱,-211.63,-0.48,35.39325842696629,N/A,5244.TW
-315.06,-30.449999999999996,10.3000001907,2026-03,195.34,-0.52,⚠️ 獲利稀釋,-1.86%,356.44,35.21,⚪ 數據不足,2025,上曜,41.38,-0.19,0.0,30.65%,1316.TW
-315.13,169.65,160.0,2026-03,25.19,4.13,⚠️ 獲利稀釋,0.74%,344.16,-47.66,⚪ 中性觀察,2025,六方科-KY,29.03,3.22,14.146772767462423,15.14%,4569.TW
-315.78,15.450000000000001,25.7999992371,2026-03,-4.08,0.27,📉 獲利侵蝕,N/A,303.58,-74.77,❌ 暫避觀望,2025,惠光,-12.2,0.36,25.048542948640776,N/A,6508.TWO
-316.37,60.44999999999999,32.25,2026-03,-5.68,1.5,⚠️ 獲利稀釋,6.75%,343.04,-39.27,⚪ 中性觀察,2025,正新,26.67,0.57,8.002481389578165,22.84%,2105.TW
-316.44000000000005,0.0,0.0,2026-03,-9.81,-0.34,🔄 轉虧為盈,-2.51%,338.66,-132.32,⚪ 數據不足,2025,艾笛森,22.22,0.12,0.0,21.48%,3591.TW
-318.08,75.0,33.7000007629,2026-03,-10.14,2.2,📉 獲利侵蝕,N/A,293.89,-50.0,⚪ 中性觀察,2025,榮剛,-24.19,0.5,6.7400001525799995,N/A,5009.TWO
-318.43,129.75,104.5,2026-03,-14.3,3.0,📉 獲利侵蝕,N/A,242.64,-73.47,⚪ 中性觀察,2025,永道-KY,-75.79,0.61,12.080924855491329,N/A,6863.TW
-318.53999999999996,-73.94999999999999,17.2000007629,2026-03,-1.12,-2.07,📉 獲利侵蝕,N/A,313.28,17.15,⚪ 數據不足,2025,光麗-KY,-5.26,-0.4,0.0,N/A,6431.TW
-318.9,-9.3,29.0,2026-03,79.86,-0.09,📉 獲利侵蝕,N/A,168.9,95.65,⚪ 數據不足,2025,成信實業*-創,-150.0,-0.05,0.0,N/A,6969.TW
-318.90999999999997,-30.450000000000003,103.0,2026-03,13.75,-0.92,📉 獲利侵蝕,N/A,74.47,-38.46,⚪ 數據不足,2025,共信-KY,-244.44,-0.32,0.0,N/A,6617.TWO
-319.8,-60.6,18.3500003815,2026-03,-14.66,-1.35,⚠️ 獲利稀釋,N/A,364.7,-338.6,⚪ 數據不足,2025,雷笛克光學,44.9,-0.28,0.0,N/A,5230.TWO
-320.69,-13.799999999999999,21.6000003815,2026-03,-4.99,0.06,📉 獲利侵蝕,N/A,271.71,-97.61,⚪ 數據不足,2025,華祺,-48.98,0.25,0.0,N/A,5015.TWO
-321.18,505.34999999999997,308.0,2026-03,-6.24,13.02,📉 獲利侵蝕,9.15%,314.69,-11.43,⚪ 中性觀察,2025,信邦,-6.49,3.6,9.142178688037994,23.64%,3023.TW
-321.40999999999997,388.79999999999995,219.0,2026-03,20.3,10.26,⚠️ 獲利稀釋,14.20%,334.59,30.29,⚪ 中性觀察,2025,臺慶科,13.18,2.51,8.449074074074074,28.44%,3357.TWO
-322.13,705.45,980.0,2026-03,54.05,19.47,⚠️ 獲利稀釋,24.30%,411.46,64.8,❌ 暫避觀望,2025,金像電,89.33,6.87,20.837763129917075,33.66%,2368.TW
-323.06,38.550000000000004,20.7000007629,2026-03,-16.5,1.1,📉 獲利侵蝕,0.16%,292.45,-50.0,⚪ 中性觀察,2025,全台,-30.61,0.37,8.054475005019455,20.87%,3038.TW
-323.71000000000004,19.650000000000002,36.7000007629,2026-03,-22.51,0.66,📉 獲利侵蝕,4.03%,316.3,-79.88,❌ 暫避觀望,2025,健椿,-7.41,0.25,28.01526775793893,19.95%,4561.TWO
-324.37,130.05,71.0,2026-03,-7.71,3.45,📉 獲利侵蝕,5.11%,257.7,-51.27,⚪ 中性觀察,2025,信錦,-66.67,0.35,8.189158016147635,21.08%,1582.TW
-324.52,63.6,34.0,2026-03,3.4,1.81,⚠️ 獲利稀釋,12.75%,366.19,58.77,⚪ 中性觀察,2025,錩新,41.67,0.35,8.018867924528301,25.38%,2415.TW
-327.45000000000005,64.64999999999999,29.3500003815,2026-03,1.69,1.72,⚠️ 獲利稀釋,N/A,345.97,0.6,⚪ 中性觀察,2025,大台北,18.52,0.33,6.809744868097448,N/A,9908.TW
-327.51,242.10000000000002,204.0,2026-03,-7.67,6.22,⚠️ 獲利稀釋,N/A,333.31,-43.71,⚪ 中性觀察,2025,昇佳電子,5.8,2.19,12.639405204460965,N/A,6732.TWO
-328.4,113.25000000000001,57.7999992371,2026-03,14.61,2.49,📉 獲利侵蝕,-1.87%,310.12,-28.03,⚪ 中性觀察,2025,友通,-18.28,0.76,7.65562903802649,25.36%,2397.TW
-328.71999999999997,78.75,54.0,2026-03,-3.38,2.37,⚠️ 獲利稀釋,10.08%,331.39,-21.36,⚪ 中性觀察,2025,怡利電,2.67,0.8,10.285714285714286,25.76%,2497.TW
-329.09,115.50000000000001,52.4000015259,2026-03,7.21,3.12,⚠️ 獲利稀釋,4.56%,330.21,1.96,⚪ 中性觀察,2025,凌群,1.12,0.9,6.805195003363636,24.39%,2453.TW
-330.46999999999997,140.85000000000002,76.5999984741,2026-03,5.45,4.02,⚠️ 獲利稀釋,N/A,397.14,26.43,⚪ 中性觀察,2025,汎瑋材料,66.67,1.07,8.157614320990415,N/A,6967.TWO
-330.52999999999986,51.45,82.9000015259,2026-03,51.17,1.56,⚠️ 獲利稀釋,8.56%,1078.36,9.15,❌ 暫避觀望,2025,康普,747.83,1.51,24.169096654781338,14.91%,4739.TW
-330.84,45.3,58.0999984741,2026-03,4.4,1.35,⚠️ 獲利稀釋,N/A,447.51,15.38,❌ 暫避觀望,2025,鉅橡,116.67,0.52,19.23841009076159,N/A,8074.TWO
-331.19,35.550000000000004,58.5999984741,2026-03,6.6,1.74,⚠️ 獲利稀釋,14.09%,506.19,230.83,❌ 暫避觀望,2025,晶相光,175.0,0.44,24.72573775278481,31.94%,3530.TW
-331.56,-75.75,36.3499984741,2026-03,-71.56,-1.95,📉 獲利侵蝕,N/A,125.31,-78.9,⚪ 數據不足,2025,尚茂,-206.25,-0.49,0.0,N/A,8291.TWO
-331.65,136.35,86.0,2026-03,5.64,4.23,📉 獲利侵蝕,N/A,324.12,4.19,⚪ 中性觀察,2025,久元,-7.53,0.85,9.460946094609461,N/A,6261.TWO
-332.42,104.99999999999999,209.0,2026-03,22.86,3.13,⚠️ 獲利稀釋,15.45%,339.67,26.02,❌ 暫避觀望,2025,新盛力,7.25,1.48,29.85714285714286,26.27%,4931.TWO
-333.13,40.95,24.1000003815,2026-03,-14.65,1.19,⚠️ 獲利稀釋,8.66%,389.13,13.33,⚪ 中性觀察,2025,新纖,56.0,0.39,8.827838967582418,22.79%,1409.TW
-333.35,4.500000000000001,26.7000007629,2026-03,-3.61,0.1,📉 獲利侵蝕,-5.47%,133.35,-56.52,❌ 暫避觀望,2025,健亞,-200.0,-0.09,89.000002543,34.00%,4130.TWO
-333.83,62.85000000000001,39.2999992371,2026-03,-4.56,2.04,⚠️ 獲利稀釋,N/A,418.94,-45.45,⚪ 中性觀察,2025,科嘉-KY,85.11,0.87,9.379474758257757,N/A,5215.TW
-334.14,342.3,286.0,2026-03,25.24,9.52,⚠️ 獲利稀釋,N/A,390.31,56.88,⚪ 中性觀察,2025,大中,56.17,3.67,12.532865907099035,N/A,6435.TWO
-334.65999999999997,-90.45,59.0999984741,2026-03,-16.91,-1.61,🔄 轉虧為盈,N/A,458.27,-348.39,⚪ 數據不足,2025,易發,123.61,0.17,0.0,N/A,6425.TWO
-335.88,-10.5,22.7999992371,2026-03,-18.09,0.3,📉 獲利侵蝕,4.80%,320.5,-77.78,⚪ 數據不足,2025,先益,-15.38,0.33,0.0,22.74%,3531.TWO
-336.1,94.19999999999999,37.0,2026-03,7.48,3.06,📉 獲利侵蝕,N/A,321.35,-26.62,⚪ 中性觀察,2025,嘉彰,-14.75,0.52,5.891719745222931,N/A,4942.TW
-336.15,10.2,61.2999992371,2026-03,5.19,0.39,📉 獲利侵蝕,N/A,158.96,-35.0,❌ 暫避觀望,2025,新漢,-177.19,-0.44,90.14705770161765,N/A,8234.TWO
-336.41,-53.4,16.6499996185,2026-03,-3.8,-1.49,⚠️ 獲利稀釋,N/A,378.91,-109.86,⚪ 數據不足,2025,正能量智能,42.5,-0.23,0.0,N/A,5348.TWO
-337.78999999999996,59.1,54.4000015259,2026-03,-3.48,3.17,📉 獲利侵蝕,N/A,319.83,-67.55,⚪ 中性觀察,2025,弘帆,-17.96,1.37,13.807106986269035,N/A,8433.TWO
-338.04,154.20000000000002,211.0,2026-03,15.29,3.84,⚠️ 獲利稀釋,N/A,443.87,4.08,❌ 暫避觀望,2025,睿生光電,105.83,2.12,20.525291828793772,N/A,6861.TW
-338.47,-285.45000000000005,50.0999984741,2026-03,-12.11,-4.83,🔄 轉虧為盈,-2.95%,440.91,-142.57,⚪ 數據不足,2025,程泰,102.44,0.18,0.0,19.66%,1583.TW
-338.64,-28.5,34.0,2026-03,123.75,-0.16,🔄 轉虧為盈,N/A,423.64,50.0,⚪ 數據不足,2025,欣普羅,85.0,0.37,0.0,N/A,6560.TWO
-339.59000000000003,216.14999999999998,151.0,2026-03,14.03,5.88,⚠️ 獲利稀釋,N/A,353.67,14.17,⚪ 中性觀察,2025,捷敏-KY,14.08,1.62,10.478834142956282,N/A,6525.TW
-339.99,92.10000000000001,67.1999969482,2026-03,6.99,2.42,📉 獲利侵蝕,6.47%,332.58,-18.15,⚪ 中性觀察,2025,東元,-7.41,0.51,10.944624910130292,23.29%,1504.TW
-340.70000000000005,65.1,21.2000007629,2026-03,-5.34,1.68,📉 獲利侵蝕,N/A,305.41,12.0,⚪ 中性觀察,2025,美隆電,-35.29,0.11,4.884792802511521,N/A,2477.TW
-341.05,-88.94999999999999,24.5,2026-03,8.23,-2.17,⚠️ 獲利稀釋,-18.26%,350.73,4.42,⚪ 數據不足,2025,永昕,9.68,-0.56,0.0,1.76%,4726.TWO
-341.15999999999997,4.65,7.9200000763,2026-03,17.58,0.16,📉 獲利侵蝕,N/A,312.59,-11.76,❌ 暫避觀望,2025,力麒,-28.57,0.05,25.548387342903222,N/A,5512.TWO
-341.82,144.6,24.3999996185,2026-03,-4.71,4.1,📉 獲利侵蝕,N/A,304.12,-24.63,⚪ 中性觀察,2025,寶成,-37.7,0.76,2.531120292375519,N/A,9904.TW
-341.91,-10.35,419.5,2026-03,20.34,1.69,🌑 雙重衰退,N/A,-9.15,-44.41,⚪ 數據不足,2025,M31,-351.06,-1.18,0.0,N/A,6643.TWO
-342.0,182.10000000000002,42.2999992371,2026-03,-0.31,4.84,⚠️ 獲利稀釋,16.53%,381.09,-9.87,⚪ 中性觀察,2025,長榮航,39.09,1.53,3.484349195807249,22.90%,2618.TW
-342.15,99.14999999999999,87.9000015259,2026-03,-1.38,2.68,⚠️ 獲利稀釋,N/A,343.52,-14.74,⚪ 中性觀察,2025,立敦,1.37,0.74,13.298033513751891,N/A,6175.TWO
-342.27,0.0,0.0,2026-03,12.66,4.36,⚠️ 獲利稀釋,19.39%,349.82,-15.98,⚪ 數據不足,2025,鉅祥,7.55,1.14,0.0,32.99%,2476.TW
-342.89,16.200000000000003,10.5,2026-03,-3.39,1.58,⚠️ 獲利稀釋,-5.65%,402.3,685.19,⚪ 中性觀察,2025,中環,59.41,-0.41,9.722222222222221,23.42%,2323.TW
-343.62,-5.3999999999999995,37.7000007629,2026-03,-7.34,-0.21,🔄 轉虧為盈,-5.18%,372.19,-147.73,⚪ 數據不足,2025,永光,28.57,0.09,0.0,17.63%,1711.TW
-343.79,354.0,132.5,2026-03,1.65,9.1,📉 獲利侵蝕,N/A,340.36,-5.01,⚪ 中性觀察,2025,宏全,-3.43,2.25,5.614406779661016,N/A,9939.TW
-345.14,284.7,109.5,2026-03,20.51,7.55,📉 獲利侵蝕,12.50%,337.45,19.61,⚪ 中性觀察,2025,湧德,-7.69,2.04,5.769230769230769,30.92%,3689.TWO
-345.26,-44.85,15.25,2026-03,-2.06,-1.09,⚠️ 獲利稀釋,N/A,409.09,-9.0,⚪ 數據不足,2025,普誠,63.83,-0.17,0.0,N/A,6129.TWO
-346.63,128.1,122.5,2026-03,-9.17,3.7,📉 獲利侵蝕,10.72%,338.45,-9.76,⚪ 中性觀察,2025,三福化,-8.18,1.01,14.344262295081968,22.24%,4755.TW
-346.71000000000004,63.0,72.1999969482,2026-03,-31.16,2.48,📉 獲利侵蝕,N/A,293.55,-52.99,❌ 暫避觀望,2025,榮田,-53.16,0.37,17.19047546385714,N/A,7709.TWO
-347.21,189.45000000000002,80.4000015259,2026-03,-9.71,4.01,📉 獲利侵蝕,N/A,325.07,271.37,⚪ 中性觀察,2025,美利達,-22.14,1.09,6.365795845281076,N/A,9914.TW
-347.43,243.15,103.5,2026-03,20.09,6.44,📉 獲利侵蝕,9.66%,345.63,8.73,⚪ 中性觀察,2025,揚秦,-1.8,1.65,6.384947563232572,27.43%,2755.TWO
-347.71999999999997,86.39999999999999,58.2999992371,2026-03,27.49,2.53,⚠️ 獲利稀釋,N/A,423.28,9.52,⚪ 中性觀察,2025,大世科,75.56,0.79,10.121527645329863,N/A,8099.TWO
-347.81,91.79999999999998,35.7000007629,2026-03,-20.24,2.61,📉 獲利侵蝕,15.06%,312.37,-74.55,⚪ 中性觀察,2025,冠德,-35.44,0.52,5.8333334579901965,23.17%,2520.TW
-348.15,216.75,147.5,2026-03,26.29,5.24,⚠️ 獲利稀釋,N/A,367.88,-29.85,⚪ 中性觀察,2025,迅得,19.73,1.76,10.207612456747405,N/A,6438.TW
-348.83,205.05,182.5,2026-03,1.71,6.04,⚠️ 獲利稀釋,11.86%,379.26,-27.14,⚪ 中性觀察,2025,智伸科,30.43,2.7,13.350402340892463,23.25%,4551.TW
-349.53999999999996,310.95,159.0,2026-03,11.38,8.0,⚠️ 獲利稀釋,10.67%,366.95,6.67,⚪ 中性觀察,2025,敦陽科,17.41,2.63,7.6700434153400865,24.08%,2480.TW
-349.59,108.3,41.1500015259,2026-03,12.63,2.88,⚠️ 獲利稀釋,14.07%,426.15,77.93,⚪ 中性觀察,2025,大成鋼,76.56,1.17,5.699446194722992,25.55%,2027.TW
-350.82,-16.950000000000003,12.1999998093,2026-03,1.42,-0.35,📉 獲利侵蝕,N/A,340.82,60.23,⚪ 數據不足,2025,無敵,-10.0,-0.11,0.0,N/A,8201.TW
-351.45,86.25,26.8999996185,2026-03,-0.42,2.56,📉 獲利侵蝕,N/A,349.07,18.52,⚪ 中性觀察,2025,環泥,-2.38,0.41,4.678260803217391,N/A,1104.TW
-351.84,8.100000000000001,54.0,2026-03,9.13,0.27,📉 獲利侵蝕,N/A,318.51,-57.38,❌ 暫避觀望,2025,系統電,-33.33,0.09,100.0,N/A,5309.TWO
-352.17999999999995,38.1,17.3999996185,2026-03,-4.85,1.14,⚠️ 獲利稀釋,N/A,1180.75,-35.23,⚪ 中性觀察,2025,宜新實業,828.57,0.51,6.850393550590551,N/A,4440.TW
-352.58,99.3,42.1500015259,2026-03,-30.87,3.41,📉 獲利侵蝕,N/A,293.96,-46.72,⚪ 中性觀察,2025,匯僑設計,-58.62,0.12,6.367069716903323,N/A,6754.TW
-352.75,1617.45,4830.0,2026-03,46.42,41.67,⚠️ 獲利稀釋,19.80%,401.75,47.96,❌ 暫避觀望,2025,台光電,49.0,14.9,44.79272929611425,28.58%,2383.TW
-353.52,16.35,20.8999996185,2026-03,20.19,0.92,📉 獲利侵蝕,N/A,155.69,142.59,❌ 暫避觀望,2025,安鈦克,-197.83,-0.9,19.174311576605504,N/A,6276.TWO
-353.81000000000006,174.14999999999998,33.9500007629,2026-03,-14.72,4.69,📉 獲利侵蝕,N/A,286.97,-47.18,⚪ 中性觀察,2025,峰源-KY,-66.84,0.63,2.9242033387510764,N/A,6807.TW
-354.47999999999996,780.75,335.0,2026-03,26.66,21.44,📉 獲利侵蝕,11.87%,318.21,-12.83,⚪ 中性觀察,2025,京鼎,-36.27,4.28,6.436119116234391,23.90%,3413.TW
-354.85999999999996,82.94999999999999,41.3499984741,2026-03,-1.74,1.87,📉 獲利侵蝕,N/A,306.21,-19.4,⚪ 中性觀察,2025,大汽電,-48.65,0.38,7.477395745768535,N/A,8931.TWO
-354.98,41.1,47.3499984741,2026-03,-2.6,1.56,📉 獲利侵蝕,1.57%,296.16,10.87,❌ 暫避觀望,2025,合勤控,-58.82,0.29,17.281021340912407,30.58%,3704.TW
-355.28999999999996,-88.5,56.2999992371,2026-03,-21.77,-1.95,📉 獲利侵蝕,-13.38%,237.64,-3800.0,⚪ 數據不足,2025,川寶,-117.65,-0.74,0.0,26.86%,1595.TWO
-355.85,77.10000000000001,96.3000030518,2026-03,50.12,2.08,⚠️ 獲利稀釋,N/A,572.52,-1.42,❌ 暫避觀望,2025,和椿,216.67,1.14,18.735409154046692,N/A,6215.TW
-356.64,4.35,17.9500007629,2026-03,-0.7,0.13,⚠️ 獲利稀釋,1.48%,428.07,-90.0,❌ 暫避觀望,2025,建大,71.43,0.12,61.89655435482759,20.30%,2106.TW
-357.75,278.55,207.5,2026-03,6.01,6.27,⚠️ 獲利稀釋,7.03%,376.47,7.92,⚪ 中性觀察,2025,士電,18.72,2.79,11.17393645665051,17.20%,1503.TW
-357.90000000000003,2.5500000000000003,40.2999992371,2026-03,-10.21,0.36,⚠️ 獲利稀釋,N/A,529.33,-52.17,❌ 暫避觀望,2025,萬年清,171.43,0.05,237.0588190417647,N/A,6624.TWO
-359.76,-11.1,57.7000007629,2026-03,-2.54,-0.73,📉 獲利侵蝕,N/A,242.37,6.41,⚪ 數據不足,2025,攸泰科技,-117.39,-0.04,0.0,N/A,6928.TW
-360.16,3.300000000000003,20.2000007629,2026-03,-5.62,1.85,⚠️ 獲利稀釋,N/A,395.54,-63.22,❌ 暫避觀望,2025,紅木-KY,35.38,-0.42,91.81818528590901,N/A,8426.TWO
-360.24,115.95,40.2999992371,2026-03,-6.46,3.0,📉 獲利侵蝕,5.60%,271.35,-50.98,⚪ 中性觀察,2025,維熹,-88.89,0.15,5.213453976338939,18.84%,3501.TW
-360.24,292.8,126.0,2026-03,-18.5,7.95,📉 獲利侵蝕,9.93%,346.01,-32.28,⚪ 中性觀察,2025,廣隆,-14.23,2.11,6.454918032786885,18.72%,1537.TW
-360.29999999999995,229.8,141.5,2026-03,15.8,5.85,📉 獲利侵蝕,9.60%,356.78,-24.15,⚪ 中性觀察,2025,豐達科,-3.52,1.92,9.236292428198434,24.39%,3004.TW
-360.43,44.1,20.3999996185,2026-03,-10.32,0.57,📉 獲利侵蝕,-4.13%,315.63,-81.13,⚪ 中性觀察,2025,台南,-44.8,0.69,6.938775380442177,13.69%,1473.TW
-360.71,119.25,125.5,2026-03,16.19,3.15,⚠️ 獲利稀釋,7.70%,384.64,-34.24,❌ 暫避觀望,2025,奇鈦科,23.93,1.45,15.786163522012579,23.03%,3430.TWO
-361.08,171.0,89.0,2026-03,-7.74,4.4,⚠️ 獲利稀釋,N/A,408.08,30.95,⚪ 中性觀察,2025,乙盛-KY,47.0,1.47,7.807017543859649,N/A,5243.TW
-361.12,-2.7,11.75,2026-03,0.72,0.04,📉 獲利侵蝕,-1.07%,172.23,-92.73,⚪ 數據不足,2025,鈺德,-188.89,-0.07,0.0,27.89%,3050.TW
