
📅 投資日報表: 2026-07-21
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 235.50   | 238.50   | 230.50   | 234.50   | 47,619,834   | 241.21      | 2000     | ▼13,420   |   -2.78%
4142     | 國光生        | 17.00    | 17.10    | 16.75    | 16.90    | 902,010      | 25.32       | 1000     | ▼8,420    |  -33.25%
0050     | 元大台灣50     | 100.20   | 100.60   | 98.30    | 99.20    | 335,645,366  | 46.60       | 16000    | ▲841,600  | +112.88%
0056     | 元大高股息      | 51.40    | 51.45    | 50.40    | 50.75    | 176,197,138  | 36.43       | 4000     | ▲57,280   |  +39.31%
00635U   | 期元大S&P黃金   | 41.50    | 41.67    | 41.37    | 41.39    | 3,715,715    | 55.25       | 3000     | ▼41,580   |  -25.09%
00738U   | 期元大道瓊白銀    | 45.40    | 46.08    | 45.30    | 45.57    | 3,777,023    | 66.26       | 1000     | ▼20,690   |  -31.23%
00929    | 復華台灣科技優息   | 29.51    | 29.51    | 28.50    | 28.52    | 101,764,785  | 19.73       | 8000     | ▲70,320   |  +44.55%
009816   | 凱基台灣TOP50  | 14.77    | 14.81    | 14.28    | 14.28    | 549,205,627  | 11.01       | 63000    | ▲206,010  |  +29.70%
00990A   | 主動元大AI新經濟  | 15.80    | 15.94    | 15.62    | 15.82    | 48,995,714   | 11.48       | 5000     | ▲21,700   |  +37.80%
2009     | 第一銅        | 37.10    | 37.10    | 35.00    | 36.10    | 1,750,000    | 50.56       | 4000     | ▼57,840   |  -28.60%
2337     | 旺宏         | 126.00   | 127.00   | 115.50   | 117.50   | 70,724,200   | 95.28       | 2000     | ▲44,440   |  +23.32%
2409     | 友達         | 26.25    | 26.45    | 24.55    | 25.40    | 235,131,648  | 16.21       | 2000     | ▲18,380   |  +56.69%
3481     | 群創         | 53.10    | 53.30    | 49.10    | 50.40    | 363,939,822  | 25.10       | 4000     | ▲101,200  | +100.80%
3105     | 穩懋         | 325.50   | 336.00   | 302.50   | 313.50   | 19,480,523   | 556.47      | 300      | ▼72,891   |  -43.66%
4966     | 譜瑞-KY      | 580.00   | 593.00   | 550.00   | 567.00   | 1,984,601    | 1921.64     | 1000     | ▼1,354,640 |  -70.49%
2327     | 國巨*        | 663.00   | 666.00   | 630.00   | 630.00   | 30,769,263   | 1030.00     | 1        | ▼400      |  -38.83%
00403A   | 主動統一升級50   | 9.90     | 9.95     | 9.52     | 9.52     | 1,307,961,767 | 10.68       | 26000    | ▼30,160   |  -10.86%
00981A   | 主動統一台股增長   | 27.80    | 27.80    | 26.43    | 26.43    | 502,771,495  | 27.48       | 2000     | ▼2,100    |   -3.82%
2330     | 台積電        | 2300.00  | 2345.00  | 2300.00  | 2320.00  | 45,272,691   | 225.55      | 10       | ▲20,944   | +928.60%
6789     | 采鈺         | 475.00   | 475.00   | 433.00   | 459.00   | 2,439,841    | 593.50      | 400      | ▼53,800   |  -22.66%
6849     | 奇鼎科技       | 161.00   | 163.00   | 146.50   | 147.00   | 373,072      | 266.40      | 280      | ▼33,432   |  -44.82%
7853     | 政美應用       | 329.00   | 333.00   | 307.00   | 313.00   | 728,168      | 409.29      | 280      | ▼26,961   |  -23.53%
3576     | 聯合再生       | 18.00    | 19.00    | 17.90    | 18.45    | 43,594,692   | 18.15       | 5000     | ▲1,500    |   +1.65%
1721     | 三晃         | 21.50    | 21.50    | 19.80    | 20.35    | 1,375,232    | 27.88       | 3000     | ▼22,600   |  -27.02%
8215     | 明基材        | 24.99    | 25.24    | 23.51    | 24.15    | 1,225,223    | 31.60       | 200      | ▼1,490    |  -23.58%
00405A   | 主動富邦台灣龍耀   | 7.85     | 7.85     | 7.35     | 7.56     | 95,011,841   | 9.34        | 11000    | ▼19,580   |  -19.06%
5498     | 凱崴         | 49.25    | 49.75    | 44.20    | 47.10    | 2,507,040    | 69.61       | 188      | ▼4,232    |  -32.34%
1301     | 台塑         | 63.70    | 63.70    | 60.00    | 60.60    | 46,215,147   | 50.50       | 100      | ▲1,010    |  +20.00%
6498     | 久禾光        | 81.90    | 81.90    | 78.10    | 79.50    | 159,152      | 67.30       | 12       | ▲146      |  +18.13%
009821   | 野村稀土關鍵資源   | 12.79    | 12.79    | 12.50    | 12.51    | 16,214,502   | 17.30       | 12000    | ▼57,480   |  -27.69%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:        -437,185 (  -6.80%)
