advice,price,prev_year,symbol,rev_yoy,status,gm,prev_eps_yoy,prev_rev_yoy,est_price,date,expansion,pe,name,prev_eps,eps_yoy,om,eps
❌ 暫避觀望,139.0,2025,4572.TW,119.1,📉 獲利侵蝕,N/A,-58.85,-23.02,106.8,2026-03,-148.87,19.52247191011236,駐龍,3.0,-29.77,N/A,0.92
❌ 暫避觀望,5205.0,2025,3653.TW,148.55,📉 獲利侵蝕,41.25%,49.96,42.0,1359.6,2026-03,-149.18,57.42497793468667,健策,36.75,-0.63,31.26%,9.53
⚪ 數據不足,90.6999969482,2025,2231.TW,106.56,🔄 轉虧為盈,23.65%,-148.96,-21.77,-24.3,2026-03,-149.42000000000002,0.0,為升,-1.63,-42.86,-15.73%,0.4
⚪ 數據不足,13.3000001907,2025,4188.TWO,166.01,⚠️ 獲利稀釋,N/A,-10.0,-42.69,-33.75,2026-03,-150.01,0.0,安克,-0.88,16.0,N/A,-0.21
⚪ 數據不足,25.6000003815,2025,6226.TW,261.16,🔄 轉虧為盈,N/A,38.64,-3.71,-9.9,2026-03,-150.05,0.0,光鼎,-0.28,111.11,N/A,0.01
⚪ 中性觀察,37.2999992371,2025,7753.TWO,159.56,⚠️ 獲利稀釋,N/A,10.39,9.51,157.95,2026-03,-150.47,3.5422601364767337,星亞,4.22,9.09,N/A,1.08
⚪ 數據不足,17.7000007629,2025,4142.TW,167.87,⚠️ 獲利稀釋,49.56%,1.75,-9.99,-47.25000000000001,2026-03,-150.56,0.0,國光生,-0.57,17.31,23.11%,-0.44
⚪ 中性觀察,192.0,2025,6719.TW,192.82,⚠️ 獲利稀釋,N/A,198.64,23.89,222.3,2026-03,-150.93,12.955465587044534,力智,6.58,41.89,N/A,2.1
❌ 暫避觀望,1130.0,2025,6683.TWO,216.06,⚠️ 獲利稀釋,N/A,-12.9,23.03,550.4999999999999,2026-03,-151.18,30.790190735694825,雍智科技,15.42,64.88,N/A,6.23
⚪ 數據不足,26.2999992371,2025,3086.TWO,47.85,📉 獲利侵蝕,44.07%,-192.54,5.99,-25.5,2026-03,-152.4,0.0,華義*,-0.62,-104.55,-19.63%,-0.01
❌ 暫避觀望,6255.0,2025,6515.TW,166.0,⚠️ 獲利稀釋,N/A,40.24,35.51,1842.6000000000001,2026-03,-152.6,50.91989579941387,穎崴,46.93,13.4,N/A,19.54
⚪ 中性觀察,92.8000030518,2025,4946.TWO,69.99,📉 獲利侵蝕,N/A,131.69,786.25,144.9,2026-03,-152.6,9.606625574720498,辣椒,3.14,-82.61,N/A,0.41
⚪ 中性觀察,31.25,2025,6962.TW,83.05,📉 獲利侵蝕,N/A,-39.39,-15.03,120.60000000000001,2026-03,-152.73000000000002,3.8868159203980097,奕力-KY,2.87,-69.68,N/A,0.58
⚪ 中性觀察,62.7999992371,2025,2756.TWO,148.91,📉 獲利侵蝕,49.60%,61.83,69.66,125.39999999999999,2026-03,-152.76,7.511961631232058,聯發國際,3.93,-3.85,5.94%,0.51
❌ 暫避觀望,57.7000007629,2025,3438.TWO,125.85,📉 獲利侵蝕,38.12%,-33.77,4.92,29.250000000000004,2026-03,-153.12,29.589743980974355,類比科,1.0,-27.27,-0.86%,0.24
⚪ 中性觀察,113.0,2025,6585.TW,124.98,📉 獲利侵蝕,N/A,-45.5,-13.21,210.0,2026-03,-153.44,8.071428571428571,鼎基,5.64,-28.46,N/A,1.86
❌ 暫避觀望,22.0499992371,2025,3308.TW,55.25,📉 獲利侵蝕,23.48%,-32.0,-88.36,7.95,2026-03,-153.53,41.603772145471694,聯德,0.68,-98.28,-362.94%,0.01
⚪ 中性觀察,70.0999984741,2025,2348.TW,60.26,📉 獲利侵蝕,34.04%,-51.27,-27.63,208.2,2026-03,-153.63,5.050432166721903,海悅,6.85,-93.37,22.47%,0.16
⚪ 中性觀察,27.6000003815,2025,1524.TW,108.08,📉 獲利侵蝕,N/A,-45.98,-12.78,68.7,2026-03,-154.0,6.026200956659388,耿鼎,1.95,-45.92,N/A,0.53
⚪ 數據不足,0.0,2025,2617.TW,177.0,⚠️ 獲利稀釋,46.23%,3.25,-2.28,0.0,2026-03,-154.59,0.0,台航,3.18,22.41,41.07%,0.71
⚪ 數據不足,25.5,2025,3122.TWO,199.88,⚠️ 獲利稀釋,34.82%,-22.38,-11.1,-67.95,2026-03,-154.6,0.0,笙泉,-1.75,45.28,-12.95%,-0.29
⚪ 數據不足,46.9000015259,2025,6695.TW,159.07,⚠️ 獲利稀釋,N/A,-355.0,10.49,-87.9,2026-03,-154.78,0.0,芯鼎,-1.83,4.29,N/A,-0.68
❌ 暫避觀望,1270.0,2025,3491.TWO,225.35,🏰 高護城河,58.57%,-12.03,5.02,290.7,2026-03,-154.98,65.53147574819401,昇達科,7.83,70.37,27.57%,3.68
⚪ 中性觀察,50.2000007629,2025,6161.TWO,200.61,⚠️ 獲利稀釋,N/A,-20.23,12.38,100.05,2026-03,-155.0,7.526236995937031,捷波,2.72,45.61,N/A,0.83
⚪ 中性觀察,137.5,2025,4163.TWO,132.18,📉 獲利侵蝕,N/A,-5.16,1.22,179.25000000000003,2026-03,-155.49,11.506276150627613,鐿鈦,5.13,-23.31,N/A,1.29
⚪ 中性觀察,181.0,2025,6761.TWO,140.64,📉 獲利侵蝕,N/A,2.89,-2.32,269.25,2026-03,-155.52999999999997,10.083565459610028,穩得,7.34,-14.89,N/A,1.6
⚪ 中性觀察,44.75,2025,3093.TWO,74.54,📉 獲利侵蝕,40.97%,15.09,38.76,44.849999999999994,2026-03,-155.94,14.96655518394649,港建*,1.22,-81.4,11.18%,0.08
⚪ 中性觀察,150.5,2025,5474.TWO,115.66,📉 獲利侵蝕,N/A,-22.13,22.92,185.7,2026-03,-156.84,12.156704361873992,聰泰,5.49,-41.18,N/A,0.6
⚪ 中性觀察,73.9000015259,2025,6498.TWO,173.58,⚠️ 獲利稀釋,N/A,11.33,19.77,229.95000000000002,2026-03,-156.91000000000003,4.820613276314416,久禾光,6.51,16.67,N/A,1.75
⚪ 中性觀察,42.6500015259,2025,9918.TW,174.38,⚠️ 獲利稀釋,N/A,-28.18,2.96,65.4,2026-03,-157.4,9.782110441720183,欣天然,1.61,16.98,N/A,0.63
⚪ 數據不足,12.1999998093,2025,8067.TWO,57.79,📉 獲利侵蝕,N/A,16.9,-2.17,-29.85,2026-03,-157.79,0.0,志旭,-0.59,-100.0,N/A,-0.62
⚪ 數據不足,17.2000007629,2025,5272.TWO,68.27,📉 獲利侵蝕,N/A,-1377.78,2.86,-50.4,2026-03,-158.26999999999998,0.0,笙科,-1.33,-90.0,N/A,-0.57
❌ 暫避觀望,14.5,2025,3024.TW,68.51,📉 獲利侵蝕,24.73%,-57.58,-31.39,13.800000000000002,2026-03,-158.51,15.760869565217389,憶聲,0.28,-90.0,-2.71%,0.02
❌ 暫避觀望,28.0,2025,8080.TWO,76.73,📉 獲利侵蝕,N/A,139.29,22.38,9.0,2026-03,-158.55,46.66666666666667,泰霖,0.12,-81.82,N/A,0.02
⚪ 中性觀察,138.0,2025,6862.TW,90.37,📉 獲利侵蝕,N/A,-19.59,2.98,277.65,2026-03,-159.02,7.455429497568883,三集瑞-KY,8.29,-68.65,N/A,1.0
⚪ 數據不足,15.0500001907,2025,4128.TWO,185.58,⚠️ 獲利稀釋,42.56%,31.02,9.94,-58.650000000000006,2026-03,-159.39000000000001,0.0,中天,-1.29,26.19,-18.87%,-0.31
⚪ 中性觀察,178.5,2025,6996.TWO,195.54,⚠️ 獲利稀釋,N/A,-14.17,-9.4,419.85,2026-03,-159.41,6.37727759914255,力領科技,12.15,36.13,N/A,3.27
⚪ 中性觀察,28.3500003815,2025,1568.TW,155.84,📉 獲利侵蝕,34.44%,-13.92,0.3,49.35,2026-03,-159.61,8.617021392553191,倉佑,1.36,-3.77,17.09%,0.51
⚪ 數據不足,33.75,2025,6237.TWO,214.29,⚠️ 獲利稀釋,N/A,-462.96,11.69,-67.2,2026-03,-161.35,0.0,驊訊,-1.52,52.94,N/A,-0.24
⚪ 中性觀察,67.8000030518,2025,8102.TWO,100.37,📉 獲利侵蝕,N/A,-62.55,-23.31,79.49999999999999,2026-03,-162.27,12.792453406000003,傑霖科技,2.25,-61.9,N/A,0.4
⚪ 中性觀察,59.9000015259,2025,6203.TWO,137.15,📉 獲利侵蝕,N/A,57.43,37.15,164.85,2026-03,-162.29000000000002,5.450409601992721,海韻電,5.51,-25.14,N/A,1.37
⚪ 中性觀察,142.0,2025,6651.TWO,186.39,⚠️ 獲利稀釋,N/A,-22.95,3.91,234.00000000000003,2026-03,-163.5,9.102564102564102,全宇昕,6.32,22.89,N/A,2.47
⚪ 中性觀察,126.5,2025,3213.TWO,155.73,📉 獲利侵蝕,25.33%,-12.32,1.19,292.35,2026-03,-164.20999999999998,6.490507952796305,茂訊,7.4,-8.48,7.00%,2.59
⚪ 數據不足,8.3699998856,2025,2424.TW,50.4,📉 獲利侵蝕,27.86%,59.69,34.04,-58.8,2026-03,-165.21,0.0,隴華,-1.34,-114.81,-40.94%,-0.58
⚪ 中性觀察,51.2999992371,2025,4138.TWO,139.24,📉 獲利侵蝕,44.64%,-32.69,-11.82,145.8,2026-03,-165.56,5.277777699290123,曜亞,3.81,-26.32,12.42%,0.84
⚪ 中性觀察,78.0,2025,2606.TW,499.13,⚠️ 獲利稀釋,35.36%,-22.2,-4.75,139.19999999999996,2026-03,-165.8,8.405172413793105,裕民,4.31,333.33,30.49%,1.17
❌ 暫避觀望,15.8999996185,2025,3252.TWO,179.42,⚠️ 獲利稀釋,43.11%,141.94,-3.71,2.55,2026-03,-166.92,93.52940952058825,海灣,0.13,12.5,22.84%,0.09
⚪ 中性觀察,71.0,2025,4949.TW,364.73,⚠️ 獲利稀釋,N/A,240.74,-0.48,80.1,2026-03,-167.23000000000002,13.295880149812735,有成精密,1.91,197.5,N/A,1.19
⚪ 中性觀察,299.0,2025,6197.TW,264.19,⚠️ 獲利稀釋,N/A,-0.23,12.03,325.49999999999994,2026-03,-167.26,13.778801843317975,佳必琪,8.67,96.93,N/A,3.21
⚪ 數據不足,11.0,2025,6550.TW,192.98,⚠️ 獲利稀釋,N/A,-40.62,-62.05,-160.04999999999998,2026-03,-167.39999999999998,0.0,北極星藥業-KY,-5.1,25.58,N/A,-0.64
⚪ 數據不足,16.0,2025,2482.TW,162.93,📉 獲利侵蝕,35.81%,-234.57,-16.89,-45.3,2026-03,-167.48000000000002,0.0,連宇,-1.09,-4.55,-38.32%,-0.23
⚪ 數據不足,9.1599998474,2025,8437.TWO,157.19,📉 獲利侵蝕,N/A,-516.13,-31.28,-46.050000000000004,2026-03,-168.3,0.0,大地-KY,-1.29,-11.11,N/A,-0.4
❌ 暫避觀望,670.0,2025,2395.TW,190.06,⚠️ 獲利稀釋,39.78%,17.26,18.56,453.6,2026-03,-168.54,22.156084656084655,研華,12.25,21.52,15.69%,3.85
❌ 暫避觀望,79.9000015259,2025,6224.TW,215.08,⚠️ 獲利稀釋,N/A,-69.96,-2.5,46.949999999999996,2026-03,-168.57000000000002,25.527157037028754,聚鼎,0.67,46.51,N/A,0.64
❌ 暫避觀望,760.0,2025,4749.TWO,232.49,⚠️ 獲利稀釋,44.02%,32.78,28.3,432.6,2026-03,-169.10000000000002,26.352288488210817,新應材,11.33,63.39,23.34%,3.66
❌ 暫避觀望,262.0,2025,6937.TW,201.37,⚠️ 獲利稀釋,N/A,-50.25,-13.26,103.49999999999999,2026-03,-169.86,37.971014492753625,天虹,3.01,31.51,N/A,0.96
⚪ 中性觀察,164.5,2025,6690.TWO,191.57,⚠️ 獲利稀釋,N/A,36.27,13.3,358.95000000000005,2026-03,-170.18,6.874216464688675,安�硌穈T,10.22,21.39,N/A,2.27
❌ 暫避觀望,59.4000015259,2025,6485.TWO,70.28,📉 獲利侵蝕,N/A,152.21,16.84,10.5,2026-03,-170.28,84.85714503700001,點序,0.71,-100.0,N/A,0.0
⚪ 數據不足,23.2000007629,2025,6929.TWO,195.61,⚠️ 獲利稀釋,N/A,-54.29,-1.45,-49.05,2026-03,-170.61,0.0,佑全,-1.63,25.0,N/A,-0.21
⚪ 中性觀察,98.4000015259,2025,5299.TWO,189.52,⚠️ 獲利稀釋,N/A,-22.77,-12.32,161.55,2026-03,-170.81,9.136490392376972,杰力,4.58,18.71,N/A,1.65
❌ 暫避觀望,21.6000003815,2025,1323.TW,792.05,⚠️ 獲利稀釋,15.09%,-89.88,-23.91,10.2,2026-03,-172.04999999999995,31.764706443382355,永裕,0.26,620.0,1.25%,0.36
❌ 暫避觀望,65.5999984741,2025,2070.TWO,129.05,📉 獲利侵蝕,45.13%,-22.56,-2.97,65.1,2026-03,-172.23000000000002,15.115207021682028,精湛,2.3,-43.18,17.87%,0.28
⚪ 中性觀察,42.9500007629,2025,6591.TW,116.4,📉 獲利侵蝕,N/A,60.88,38.81,204.29999999999998,2026-03,-172.28,3.1534508636490455,動力-KY,5.37,-55.88,N/A,0.75
❌ 暫避觀望,30.0,2025,2926.TWO,178.72,⚠️ 獲利稀釋,40.82%,100.0,1.84,19.2,2026-03,-172.47,23.4375,誠品生活,0.54,6.25,-1.48%,0.17
❌ 暫避觀望,27.0499992371,2025,3297.TWO,201.59,⚠️ 獲利稀釋,30.70%,461.54,20.59,18.45,2026-03,-173.02,21.991869298455285,杭特,0.47,28.57,-18.51%,-0.05
⚪ 中性觀察,62.5999984741,2025,7704.TWO,216.12,⚠️ 獲利稀釋,N/A,-22.56,-11.73,73.49999999999999,2026-03,-173.26,12.77550989267347,明遠精密,2.07,42.86,N/A,0.7
⚪ 中性觀察,60.2999992371,2025,6844.TWO,192.24,⚠️ 獲利稀釋,N/A,-21.14,1.36,96.74999999999999,2026-03,-173.3,9.348837091023258,諾貝兒,2.35,18.94,N/A,1.57
❌ 暫避觀望,980.0,2025,6640.TWO,392.93,⚠️ 獲利稀釋,N/A,-14.04,10.19,487.05000000000007,2026-03,-174.41,30.18170619032953,均華,12.75,218.52,N/A,5.19
⚪ 中性觀察,136.5,2025,2412.TW,177.66,⚠️ 獲利稀釋,33.63%,3.96,2.67,189.75,2026-03,-174.49,10.790513833992094,中華電,4.99,3.17,17.33%,1.3
⚪ 中性觀察,30.3500003815,2025,9960.TWO,203.95,⚠️ 獲利稀釋,N/A,-13.79,-3.52,56.7,2026-03,-174.67999999999998,8.029100630026454,邁達康,1.75,29.27,N/A,0.53
❌ 暫避觀望,20.0,2025,3021.TW,592.65,⚠️ 獲利稀釋,N/A,-43.1,-3.87,15.3,2026-03,-175.97999999999996,19.607843137254903,鴻名,0.33,416.67,N/A,0.19
❌ 暫避觀望,268.0,2025,3675.TWO,188.41,⚠️ 獲利稀釋,36.51%,-66.46,-9.88,92.85,2026-03,-176.56,43.2956381260097,德微,2.67,11.85,9.03%,1.51
⚪ 中性觀察,145.5,2025,6579.TW,261.06,⚠️ 獲利稀釋,N/A,-27.15,20.03,221.54999999999998,2026-03,-176.75,9.85104942450914,研揚,5.62,84.31,N/A,3.81
❌ 暫避觀望,10.1999998093,2025,1805.TW,147.2,📉 獲利侵蝕,21.75%,-93.38,-54.43,8.100000000000001,2026-03,-177.2,18.88888853574074,寶徠,0.2,-30.0,10.56%,0.14
❌ 暫避觀望,51.5999984741,2025,3588.TW,219.88,⚠️ 獲利稀釋,31.63%,-73.51,-7.24,22.95,2026-03,-177.57,33.72548919875817,通嘉,0.5,42.31,-1.96%,0.37
❌ 暫避觀望,251.5,2025,3587.TWO,373.81,⚠️ 獲利稀釋,30.02%,-40.84,8.51,221.1,2026-03,-177.81,17.062415196743554,閎康,6.1,196.0,10.45%,2.24
❌ 暫避觀望,419.5,2025,2455.TW,202.94,⚠️ 獲利稀釋,37.27%,-18.46,4.29,105.0,2026-03,-178.23,59.92857142857143,全新,2.97,24.71,21.78%,1.06
⚪ 中性觀察,20.3999996185,2025,3284.TWO,167.71,📉 獲利侵蝕,25.16%,-12.16,-17.82,69.89999999999999,2026-03,-178.42000000000002,4.377682321566525,太普高,2.31,-10.71,13.35%,0.5
⚪ 中性觀察,41.7000007629,2025,6763.TWO,168.81,📉 獲利侵蝕,N/A,117.01,8.73,146.25,2026-03,-178.65,4.27692315516923,綠界科技*,4.21,-9.84,N/A,0.55
⚪ 數據不足,25.1499996185,2025,5251.TWO,162.23,📉 獲利侵蝕,N/A,-50.0,10.32,-4.35,2026-03,-178.89999999999998,0.0,天鉞電,0.03,-16.67,N/A,0.1
⚪ 中性觀察,92.8000030518,2025,5403.TWO,152.96,📉 獲利侵蝕,N/A,-0.37,7.88,295.65000000000003,2026-03,-179.3,4.708270068584475,中菲,8.57,-26.34,N/A,1.42
❌ 暫避觀望,24.2999992371,2025,3557.TW,97.83,📉 獲利侵蝕,N/A,-99.85,-24.49,21.0,2026-03,-179.72,17.357142312214286,嘉威,0.01,-81.89,N/A,0.48
❌ 暫避觀望,533.0,2025,3450.TW,109.26,📉 獲利侵蝕,26.67%,31.15,13.44,180.75,2026-03,-179.77,44.232365145228215,聯鈞,5.01,-70.51,15.62%,0.69
⚪ 中性觀察,52.2000007629,2025,3303.TWO,156.53,📉 獲利侵蝕,N/A,16.97,0.49,164.1,2026-03,-179.86,4.771480874122486,岱稜,4.57,-23.33,N/A,0.92
❌ 暫避觀望,11.8999996185,2025,1611.TW,188.41,⚠️ 獲利稀釋,37.93%,-94.0,-8.17,3.6,2026-03,-180.07999999999998,49.58333174375,中電,0.03,8.33,11.05%,0.13
⚪ 中性觀察,32.0,2025,8410.TWO,131.75,📉 獲利侵蝕,N/A,-56.63,-4.28,79.35,2026-03,-180.4,6.049149338374291,森田,3.27,-48.65,N/A,0.57
⚪ 中性觀察,69.4000015259,2025,7736.TW,156.16,📉 獲利侵蝕,N/A,-31.43,22.39,172.79999999999998,2026-03,-180.68,6.024305688012152,虎山,5.04,-24.52,N/A,1.18
⚪ 中性觀察,91.5,2025,8467.TW,113.25,📉 獲利侵蝕,N/A,-10.98,-1.52,397.80000000000007,2026-03,-180.94,3.450226244343891,波力-KY,10.03,-67.69,N/A,0.83
⚪ 中性觀察,23.2000007629,2025,5206.TWO,334.61,⚠️ 獲利稀釋,N/A,66.99,55.14,208.2,2026-03,-182.03,1.671469795597983,坤悅,3.44,152.58,N/A,2.45
❌ 暫避觀望,27.75,2025,6168.TW,282.06,⚠️ 獲利稀釋,N/A,66.67,5.6,0.15000000000000013,2026-03,-182.06,2774.9999999999977,宏齊,0.05,100.0,N/A,0.02
⚪ 數據不足,15.0,2025,2321.TW,228.74,⚠️ 獲利稀釋,29.80%,18.37,16.01,-23.549999999999997,2026-03,-183.29000000000002,0.0,東訊,-0.76,45.45,-5.26%,-0.12
⚪ 中性觀察,75.0999984741,2025,2364.TW,140.62,📉 獲利侵蝕,39.87%,2.69,20.5,148.65,2026-03,-183.38,7.578203680534814,倫飛,4.2,-42.76,7.82%,0.83
⚪ 數據不足,24.5,2025,6496.TWO,148.52,📉 獲利侵蝕,N/A,-85.58,4.22,-152.85,2026-03,-183.4,0.0,科懋,-3.97,-34.88,N/A,-1.18
⚪ 中性觀察,204.0,2025,6922.TWO,186.36,⚠️ 獲利稀釋,N/A,-8.99,13.67,275.7,2026-03,-184.0,11.099020674646356,宸曜,6.9,2.36,N/A,2.6
⚪ 數據不足,13.1999998093,2025,4121.TWO,192.47,⚠️ 獲利稀釋,33.58%,-5.88,-1.34,-13.799999999999999,2026-03,-184.14,0.0,優盛,-0.36,8.33,-3.01%,-0.11
⚪ 中性觀察,46.1500015259,2025,6684.TWO,84.83,📉 獲利侵蝕,N/A,137.2,-15.36,126.74999999999999,2026-03,-184.59,5.461538642118344,安格,1.57,-99.76,N/A,0.01
⚪ 中性觀察,124.0,2025,3088.TWO,277.35,⚠️ 獲利稀釋,33.38%,-37.99,1.82,159.45,2026-03,-185.04000000000002,11.665098777046097,艾訊,4.68,92.31,10.77%,2.25
⚪ 中性觀察,82.8000030518,2025,8279.TWO,139.57,📉 獲利侵蝕,N/A,13.09,6.1,380.4,2026-03,-185.14999999999998,3.2649843474684546,生展,10.02,-45.58,N/A,1.23
⚪ 中性觀察,77.9000015259,2025,1216.TW,211.77,⚠️ 獲利稀釋,31.73%,-5.22,2.32,141.15,2026-03,-185.4,8.278427367258235,統一,3.45,26.37,2.59%,1.15
⚪ 中性觀察,51.0999984741,2025,7547.TWO,183.17,📉 獲利侵蝕,N/A,22.61,5.66,92.99999999999999,2026-03,-185.5,8.241935237758065,碩網,2.65,-2.33,N/A,0.42
⚪ 中性觀察,51.2000007629,2025,4952.TW,204.61,⚠️ 獲利稀釋,N/A,-54.63,-13.56,52.2,2026-03,-185.56,14.712643897385057,凌通,1.03,19.05,N/A,0.5
⚪ 中性觀察,127.5,2025,6568.TWO,192.19,⚠️ 獲利稀釋,N/A,4.76,6.74,137.10000000000002,2026-03,-185.79,13.949671772428884,宏觀,4.0,6.4,N/A,1.34
⚪ 中性觀察,138.5,2025,6605.TW,173.42,📉 獲利侵蝕,N/A,-26.4,-3.69,490.50000000000006,2026-03,-185.92,4.235474006116208,帝寶,13.97,-12.5,N/A,4.41
⚪ 中性觀察,175.0,2025,3416.TW,182.83,📉 獲利侵蝕,38.51%,4.56,19.07,262.95,2026-03,-186.06,9.982886480319454,融程電,7.39,-3.23,18.05%,1.8
❌ 暫避觀望,363.5,2025,6715.TW,232.47,⚠️ 獲利稀釋,N/A,-65.38,-25.1,76.95,2026-03,-186.09,70.85769980506822,嘉基,1.8,46.38,N/A,1.02
⚪ 中性觀察,204.5,2025,2474.TW,147.7,📉 獲利侵蝕,33.00%,-37.78,3.18,364.8,2026-03,-186.16,8.408717105263158,可成,11.33,-38.46,13.69%,2.63
⚪ 中性觀察,177.5,2025,8261.TW,195.24,⚠️ 獲利稀釋,N/A,19.71,6.37,202.05000000000004,2026-03,-186.21,13.177431328878988,富鼎,5.73,9.03,N/A,1.57
⚪ 中性觀察,283.0,2025,6138.TWO,226.99,⚠️ 獲利稀釋,N/A,31.94,22.89,469.34999999999997,2026-03,-186.28,9.04442313838287,茂達,13.04,40.71,N/A,3.68
⚪ 中性觀察,19.6499996185,2025,3703.TW,746.29,⚠️ 獲利稀釋,13.84%,25.87,11.98,51.74999999999999,2026-03,-186.28999999999996,5.695652063333334,欣陸,1.8,560.0,7.24%,0.33
⚪ 數據不足,27.1000003815,2025,6130.TWO,205.02,⚠️ 獲利稀釋,N/A,-129.33,-20.79,-57.3,2026-03,-186.60000000000002,0.0,上亞科技,-1.72,18.42,N/A,-0.31
⚪ 中性觀察,125.0,2025,2303.TW,295.15,⚠️ 獲利稀釋,30.67%,-11.97,2.26,127.64999999999999,2026-03,-187.08999999999997,14.688601645123384,聯電,3.34,108.06,19.78%,1.29
⚪ 數據不足,13.0500001907,2025,1468.TW,152.59,📉 獲利侵蝕,18.12%,-77.66,-23.26,-0.5999999999999996,2026-03,-187.21,0.0,昶和,0.21,-34.62,2.42%,0.17
⚪ 數據不足,24.3500003815,2025,3466.TWO,249.55,⚠️ 獲利稀釋,-8.98%,58.98,-72.48,-46.50000000000001,2026-03,-187.35000000000002,0.0,德晉,-1.11,62.2,-223.66%,-0.31
⚪ 數據不足,50.7000007629,2025,3594.TWO,254.52,⚠️ 獲利稀釋,41.27%,-63.43,29.3,-0.5999999999999996,2026-03,-187.85000000000002,0.0,磐儀,0.49,66.67,10.21%,-0.07
❌ 暫避觀望,197.0,2025,4576.TW,306.09,⚠️ 獲利稀釋,38.42%,294.12,20.44,73.35,2026-03,-187.90999999999997,40.28629856850716,大銀微系統,2.01,118.18,13.23%,0.96
⚪ 中性觀察,135.0,2025,3289.TWO,207.08,⚠️ 獲利稀釋,25.60%,-34.26,11.44,213.89999999999998,2026-03,-188.26000000000002,9.467040673211782,宜特,4.81,18.82,4.49%,2.05
⚪ 中性觀察,32.2000007629,2025,1733.TW,219.52,⚠️ 獲利稀釋,30.15%,27.34,5.0,67.19999999999999,2026-03,-188.87,7.187500170290178,五鼎,1.63,30.65,7.57%,0.81
⚪ 數據不足,20.25,2025,6128.TW,147.3,🔄 轉虧為盈,N/A,-431.94,-4.71,-268.8,2026-03,-188.97000000000003,0.0,上福,-9.56,-41.67,N/A,0.28
⚪ 中性觀察,42.5499992371,2025,9938.TW,145.78,📉 獲利侵蝕,N/A,-13.68,2.05,158.25,2026-03,-189.29,4.033175283137441,百和,4.1,-43.51,N/A,0.87
⚪ 中性觀察,33.4500007629,2025,4560.TW,171.96,📉 獲利侵蝕,33.75%,48.04,6.92,111.15,2026-03,-189.35000000000002,4.514170143441295,強信-KY,3.02,-17.39,16.61%,0.76
⚪ 中性觀察,553.0,2025,3693.TWO,107.78,📉 獲利侵蝕,29.12%,-38.69,-11.96,586.35,2026-03,-189.51,14.146840624200562,營邦,15.5,-81.73,0.48%,1.54
⚪ 中性觀察,175.5,2025,3551.TWO,205.07,⚠️ 獲利稀釋,36.55%,17.2,16.17,314.85,2026-03,-189.9,8.361124344926154,世禾,8.36,15.17,18.42%,2.46
❌ 暫避觀望,717.0,2025,1519.TW,200.1,⚠️ 獲利稀釋,42.20%,-6.3,20.89,467.85,2026-03,-190.43,22.98813722346906,華城,13.99,9.67,19.22%,3.29
❌ 暫避觀望,38.7000007629,2025,2495.TW,194.32,⚠️ 獲利稀釋,43.31%,-49.1,-10.89,24.15,2026-03,-191.19,24.037267554596273,普安,1.13,3.13,9.76%,0.33
⚪ 中性觀察,53.5,2025,4933.TWO,174.54,📉 獲利侵蝕,28.71%,-18.35,2.41,193.65,2026-03,-191.64999999999998,4.144074360960496,友輝,5.77,-17.11,12.48%,1.9
⚪ 中性觀察,63.0,2025,6117.TW,369.13,⚠️ 獲利稀釋,N/A,-7.65,11.78,122.25,2026-03,-192.04999999999998,7.730061349693251,迎廣,3.77,177.08,N/A,1.33
⚪ 數據不足,15.6000003815,2025,8477.TWO,286.81,⚠️ 獲利稀釋,N/A,53.77,-52.73,-30.450000000000003,2026-03,-192.17000000000002,0.0,創業家,-0.92,94.64,N/A,-0.03
⚪ 中性觀察,62.5,2025,3332.TWO,231.62,⚠️ 獲利稀釋,N/A,61.93,19.44,148.95,2026-03,-192.23000000000002,6.294058408862035,幸康,3.53,39.39,N/A,1.38
❌ 暫避觀望,270.5,2025,6672.TW,257.27,⚠️ 獲利稀釋,N/A,-2.81,0.88,184.95,2026-03,-192.51,21.93836171938362,騰輝電子-KY,4.85,64.76,N/A,1.73
⚪ 數據不足,26.5,2025,5201.TWO,89.63,📉 獲利侵蝕,N/A,-102.22,12.63,-22.8,2026-03,-192.66,0.0,凱衛,-0.06,-103.03,N/A,-0.67
⚪ 數據不足,22.25,2025,3041.TW,172.74,📉 獲利侵蝕,5.61%,-35.42,-29.93,-106.95,2026-03,-192.74,0.0,揚智,-3.43,-20.0,-198.78%,-0.48
⚪ 中性觀察,53.4000015259,2025,2066.TWO,190.77,📉 獲利侵蝕,19.80%,-77.5,-9.64,78.60000000000001,2026-03,-194.24,10.190839985858778,世德,1.34,-3.47,-4.97%,1.96
⚪ 數據不足,89.0,2025,5263.TWO,396.14,🔄 轉虧為盈,N/A,-356.73,-3.81,-137.10000000000002,2026-03,-194.54999999999998,0.0,智崴,-2.87,201.59,N/A,0.67
⚪ 中性觀察,230.0,2025,6782.TW,219.37,⚠️ 獲利稀釋,N/A,39.41,15.02,510.59999999999997,2026-03,-195.34,6.756756756756757,視陽,14.08,24.03,N/A,3.82
⚪ 中性觀察,249.0,2025,7556.TWO,218.89,⚠️ 獲利稀釋,N/A,19.42,19.26,285.45000000000005,2026-03,-195.95999999999998,13.084603258013662,意德士,7.1,22.93,N/A,2.52
