advice,price,prev_year,symbol,rev_yoy,status,gm,prev_eps_yoy,prev_rev_yoy,est_price,date,expansion,pe,name,prev_eps,eps_yoy,om,eps
⚪ 數據不足,29.2000007629,2025,4534.TWO,839.44,⚠️ 獲利稀釋,15.20%,-91.3,-2.4,-15.600000000000001,2026-03,-726.94,0.0,慶騰,0.01,112.5,-3.10%,0.02
❌ 暫避觀望,109.5,2025,3715.TW,551.01,📉 獲利侵蝕,17.76%,-30.16,9.37,93.75,2026-03,-728.09,17.52,定穎投控,2.7,-177.08,3.42%,-0.74
⚪ 數據不足,11.9499998093,2025,3419.TW,753.59,⚠️ 獲利稀釋,12.27%,-47.93,18.86,-68.39999999999999,2026-03,-729.7800000000001,0.0,譁裕,-1.79,23.81,-16.22%,-0.32
⚪ 數據不足,13.0,2025,8101.TW,771.53,⚠️ 獲利稀釋,N/A,63.58,166.89,-124.94999999999997,2026-03,-730.0799999999999,0.0,華冠,-3.15,41.45,N/A,-0.95
⚪ 數據不足,16.3500003815,2025,4513.TWO,842.07,🔄 轉虧為盈,8.95%,-265.31,-15.54,-58.949999999999996,2026-03,-732.2700000000001,0.0,福裕,-1.79,109.8,-32.66%,0.05
❌ 暫避觀望,28.1000003815,2025,2103.TW,767.18,⚠️ 獲利稀釋,10.06%,-48.08,-1.98,24.150000000000002,2026-03,-734.68,17.453416386024845,台橡,0.54,32.5,3.76%,0.53
⚪ 中性觀察,23.8999996185,2025,4523.TWO,827.48,⚠️ 獲利稀釋,-8.90%,1562.0,-7.15,600.6000000000001,2026-03,-735.33,0.5969030873751248,永彰,22.26,92.15,-91.14%,-0.15
⚪ 數據不足,19.9500007629,2025,5547.TWO,684.6,📉 獲利侵蝕,N/A,42.99,-0.03,0.0,2026-03,-738.5500000000001,0.0,久舜,3.06,-53.95,N/A,0.37
⚪ 數據不足,45.2999992371,2025,8431.TWO,581.06,📉 獲利侵蝕,N/A,-404.84,2.63,-120.89999999999998,2026-03,-740.03,0.0,匯鑽科,-3.88,-158.97,N/A,-1.04
⚪ 中性觀察,521.0,2025,5434.TW,779.62,⚠️ 獲利稀釋,N/A,13.53,18.57,807.15,2026-03,-740.52,9.682215201635385,崇越,21.81,39.1,N/A,6.86
⚪ 數據不足,18.4500007629,2025,1528.TW,342.45,📉 獲利侵蝕,31.45%,56.79,-23.83,-24.6,2026-03,-742.45,0.0,恩德,-0.35,-400.0,0.98%,-0.15
⚪ 數據不足,33.0499992371,2025,1321.TW,918.43,🔄 轉虧為盈,N/A,-265.75,-23.24,-36.45,2026-03,-743.43,0.0,大洋,-1.25,175.0,N/A,0.16
❌ 暫避觀望,17.0,2025,3002.TW,543.86,📉 獲利侵蝕,17.03%,620.0,16.76,16.799999999999997,2026-03,-743.86,15.17857142857143,歐格,0.36,-200.0,-11.28%,-0.01
⚪ 數據不足,17.25,2025,6140.TWO,751.63,🔄 轉虧為盈,N/A,-287.38,26.96,-54.15,2026-03,-745.92,0.0,訊達,-1.93,5.71,N/A,0.37
⚪ 數據不足,19.6499996185,2025,2462.TW,652.21,📉 獲利侵蝕,N/A,-81.88,-0.31,-3.3,2026-03,-747.45,0.0,良得電,0.27,-95.24,N/A,0.01
⚪ 中性觀察,221.0,2025,3515.TW,764.68,⚠️ 獲利稀釋,12.78%,46.5,86.48,563.4,2026-03,-749.04,5.883919062832802,華擎,15.28,15.64,5.61%,4.14
❌ 暫避觀望,530.0,2025,6213.TW,746.88,📉 獲利侵蝕,N/A,82.74,12.66,151.5,2026-03,-754.41,52.475247524752476,聯茂,4.16,-7.53,N/A,0.87
❌ 暫避觀望,26.8500003815,2025,5452.TWO,665.76,📉 獲利侵蝕,N/A,-17.5,-13.95,12.15,2026-03,-754.65,33.148148619135796,佶優,0.33,-88.89,N/A,0.01
⚪ 中性觀察,36.5999984741,2025,1608.TW,755.81,📉 獲利侵蝕,9.17%,254.81,0.02,174.45000000000002,2026-03,-755.81,3.1470334027601026,華榮,5.5,0.0,6.96%,0.37
⚪ 數據不足,25.3500003815,2025,6552.TW,761.84,⚠️ 獲利稀釋,N/A,-9068.75,-26.56,-309.9,2026-03,-756.0400000000001,0.0,易華電,-14.35,5.8,N/A,-0.65
⚪ 數據不足,24.7000007629,2025,6558.TW,357.51,📉 獲利侵蝕,N/A,-1120.0,-7.46,-35.699999999999996,2026-03,-757.51,0.0,興能高,-1.02,-400.0,N/A,-0.35
⚪ 數據不足,182.5,2025,3234.TWO,200.37,📉 獲利侵蝕,8.38%,34.88,19.09,-46.949999999999996,2026-03,-757.51,0.0,光環,-1.4,-557.14,-32.45%,-0.32
⚪ 中性觀察,43.3499984741,2025,2329.TW,802.5,⚠️ 獲利稀釋,15.35%,28.92,20.92,75.0,2026-03,-758.5,8.66999969482,華泰,2.45,44.0,8.19%,0.33
⚪ 數據不足,20.3999996185,2025,3354.TWO,746.08,📉 獲利侵蝕,18.97%,-147.06,-22.74,-36.0,2026-03,-759.4100000000001,0.0,律勝,-0.84,-13.33,-79.87%,-0.17
⚪ 數據不足,12.9499998093,2025,2025.TW,1022.77,🔄 轉虧為盈,-19.82%,87.32,-22.64,-12.6,2026-03,-761.23,0.0,千興,-0.18,261.54,14.50%,0.47
⚪ 數據不足,20.6000003815,2025,2719.TWO,1130.81,🔄 轉虧為盈,7.41%,-111.9,-14.15,-2.2500000000000004,2026-03,-762.06,0.0,燦星旅,-0.15,368.75,2.54%,0.75
❌ 暫避觀望,34.9000015259,2025,8905.TWO,746.36,📉 獲利侵蝕,N/A,-54.96,2.49,23.249999999999996,2026-03,-768.58,22.51613001670968,裕國,0.61,-22.22,N/A,0.15
⚪ 中性觀察,17.4500007629,2025,2905.TW,696.33,📉 獲利侵蝕,15.31%,-49.63,-20.78,18.15,2026-03,-769.0600000000001,14.421488233801654,三商,0.71,-72.73,0.88%,0.03
⚪ 中性觀察,925.0,2025,2357.TW,746.92,📉 獲利侵蝕,15.94%,41.92,25.86,2223.4500000000003,2026-03,-770.3199999999999,6.240302233016258,華碩,59.99,-23.4,4.63%,13.19
⚪ 中性觀察,102.5,2025,1785.TWO,1094.24,⚠️ 獲利稀釋,16.83%,-1.88,32.39,105.74999999999999,2026-03,-770.9100000000001,14.539007092198585,光洋科,3.14,323.33,11.95%,2.54
⚪ 數據不足,12.8500003815,2025,3018.TW,368.34,📉 獲利侵蝕,-18.95%,-66.41,-45.66,-89.24999999999999,2026-03,-783.72,0.0,隆銘綠能,-2.16,-415.38,-73.69%,-0.67
⚪ 數據不足,11.0,2025,2444.TW,601.5,📉 獲利侵蝕,6.18%,-691.67,-18.44,-75.45,2026-03,-784.83,0.0,兆勁,-1.9,-183.33,-17.38%,-0.51
❌ 暫避觀望,66.8000030518,2025,3162.TWO,689.5,📉 獲利侵蝕,11.59%,209.26,65.48,59.849999999999994,2026-03,-785.5,16.741855401453638,精確,1.7,-96.0,1.68%,0.02
⚪ 中性觀察,60.2999992371,2025,4438.TW,887.98,⚠️ 獲利稀釋,8.43%,-27.51,17.91,72.45,2026-03,-791.15,12.484471891739132,廣越,3.04,96.83,-1.90%,-0.04
⚪ 數據不足,37.9500007629,2025,6504.TW,709.49,🔄 轉虧為盈,N/A,-178.42,-1.5,-86.7,2026-03,-792.54,0.0,南六,-1.09,-83.05,N/A,0.1
⚪ 中性觀察,80.9000015259,2025,6191.TW,794.87,⚠️ 獲利稀釋,N/A,5.17,55.5,243.15,2026-03,-792.95,4.9907465469401595,精成科,6.55,1.92,N/A,1.59
⚪ 數據不足,45.0999984741,2025,2392.TW,529.36,📉 獲利侵蝕,-1.63%,-281.76,-3.44,-205.8,2026-03,-793.36,0.0,正崴,-6.62,-264.0,-10.82%,-0.46
⚪ 中性觀察,61.4000015259,2025,6689.TW,787.01,📉 獲利侵蝕,N/A,1.77,-1.67,72.3,2026-03,-794.03,12.738589528195023,伊雲谷,2.31,-7.02,N/A,0.53
⚪ 中性觀察,68.0,2025,8438.TW,903.68,⚠️ 獲利稀釋,N/A,-4.98,12.79,74.55,2026-03,-795.52,13.682092555331993,昶昕,2.1,108.16,N/A,1.02
⚪ 中性觀察,46.0499992371,2025,1535.TW,787.21,📉 獲利侵蝕,12.18%,-1.48,4.67,141.45,2026-03,-799.71,4.883350926521739,中宇,4.0,-12.5,5.96%,0.77
⚪ 中性觀察,17.8999996185,2025,6573.TW,817.81,⚠️ 獲利稀釋,N/A,163.4,-13.43,21.9,2026-03,-801.14,12.260273711301371,虹揚-KY,1.23,16.67,N/A,-0.4
⚪ 數據不足,13.8999996185,2025,3272.TWO,467.75,📉 獲利侵蝕,2.51%,-139.68,5.44,-260.85,2026-03,-802.6700000000001,0.0,東碩,-7.65,-334.92,-26.32%,-2.8
⚪ 數據不足,29.2999992371,2025,3323.TWO,783.84,📉 獲利侵蝕,11.17%,-76.19,-9.18,-80.85000000000001,2026-03,-803.4100000000001,0.0,加百裕,-1.92,-19.57,-4.33%,-0.56
⚪ 中性觀察,88.5,2025,2745.TWO,783.73,📉 獲利侵蝕,N/A,10.36,14.38,404.54999999999995,2026-03,-803.54,3.281423804226919,五福,10.01,-19.81,N/A,3.44
⚪ 數據不足,64.4000015259,2025,3149.TW,859.78,⚠️ 獲利稀釋,-12.37%,-106.98,5.53,-105.75000000000001,2026-03,-807.22,0.0,正達,-2.86,52.56,-29.19%,-0.37
⚪ 中性觀察,29.5,2025,4526.TW,253.23,📉 獲利侵蝕,7.66%,150.56,-6.62,94.95,2026-03,-810.37,4.660347551342812,東台,1.81,-557.14,-21.47%,-0.65
⚪ 數據不足,491.0,2025,6830.TW,846.82,⚠️ 獲利稀釋,N/A,-156.8,10.78,-47.85,2026-03,-810.6500000000001,0.0,汎銓,-0.71,36.17,N/A,-0.61
⚪ 數據不足,28.25,2025,8906.TWO,812.27,📉 獲利侵蝕,N/A,-252.38,-13.36,-29.85,2026-03,-820.27,0.0,花王,-0.78,-8.0,N/A,-0.28
⚪ 中性觀察,11.3999996185,2025,2537.TW,894.76,⚠️ 獲利稀釋,N/A,-85.71,-43.28,12.0,2026-03,-820.85,14.249999523125,聯上發,0.15,73.91,N/A,0.4
⚪ 中性觀察,25.6499996185,2025,2409.TW,686.37,📉 獲利侵蝕,10.73%,327.5,0.41,29.4,2026-03,-821.25,13.086734499234694,友達,0.9,-134.88,-2.70%,-0.15
⚪ 中性觀察,77.8000030518,2025,5493.TWO,817.65,📉 獲利侵蝕,N/A,-0.48,21.03,153.14999999999998,2026-03,-822.1999999999999,7.619980710264448,三聯,4.18,-4.55,N/A,1.26
⚪ 中性觀察,53.2000007629,2025,4303.TWO,718.73,📉 獲利侵蝕,19.64%,7.63,164.26,440.4,2026-03,-824.03,1.811989126801771,信立,11.15,-105.3,-12.85%,-0.48
⚪ 數據不足,27.5,2025,2035.TWO,956.47,🔄 轉虧為盈,-14.72%,-114.55,-21.22,-157.95000000000002,2026-03,-829.4200000000001,0.0,唐榮,-4.72,127.05,-18.44%,0.33
⚪ 數據不足,12.6000003815,2025,1449.TW,603.87,📉 獲利侵蝕,0.84%,-87.21,-7.88,-5.55,2026-03,-831.65,0.0,佳和,0.12,-227.78,-27.07%,-0.23
⚪ 中性觀察,44.1500015259,2025,6112.TW,790.97,📉 獲利侵蝕,N/A,203.33,18.84,54.300000000000004,2026-03,-834.3000000000001,12.19613301820442,邁達特,1.82,-43.33,N/A,0.17
⚪ 數據不足,41.0,2025,3543.TW,570.51,📉 獲利侵蝕,5.62%,-84.96,1.1,-59.7,2026-03,-837.1800000000001,0.0,州巧,-2.24,-266.67,-16.08%,-0.16
⚪ 數據不足,18.1000003815,2025,8935.TWO,898.78,⚠️ 獲利稀釋,N/A,-16.92,-6.33,-26.55,2026-03,-839.6899999999999,0.0,邦泰,-0.76,59.09,N/A,-0.09
⚪ 數據不足,11.0,2025,1909.TW,920.0,⚠️ 獲利稀釋,12.46%,-39.29,-6.47,-20.700000000000003,2026-03,-840.0,0.0,榮成,-0.39,80.0,2.54%,-0.02
⚪ 數據不足,122.5,2025,2236.TW,765.22,🔄 轉虧為盈,8.48%,-186.45,423.12,-128.54999999999998,2026-03,-846.22,0.0,百達-KY,-6.81,-81.0,-4.13%,0.19
⚪ 中性觀察,225.5,2025,6811.TWO,866.43,⚠️ 獲利稀釋,N/A,10.46,11.2,571.8,2026-03,-846.7299999999999,5.915529905561385,宏�硌穈T,14.36,19.7,N/A,4.8
⚪ 數據不足,23.25,2025,5245.TWO,860.97,⚠️ 獲利稀釋,N/A,-56.67,-13.73,-166.64999999999998,2026-03,-847.33,0.0,智晶,-4.9,13.64,N/A,-0.79
⚪ 數據不足,58.9000015259,2025,2254.TW,-49.8,🌑 雙重衰退,-21.68%,20.75,-24.51,-27.150000000000002,2026-03,-850.2,0.0,巨鎧精密-創,-0.84,-900.0,-98.59%,-1.04
⚪ 數據不足,36.5999984741,2025,4139.TWO,768.82,📉 獲利侵蝕,N/A,-720.83,-3.34,-38.7,2026-03,-852.1500000000001,0.0,馬光-KY,-1.55,-83.33,N/A,-0.55
⚪ 中性觀察,110.5,2025,3029.TW,871.55,⚠️ 獲利稀釋,14.31%,30.86,34.73,246.3,2026-03,-855.0999999999999,6.729598051157125,零壹,6.53,16.45,6.54%,1.77
⚪ 中性觀察,33.5,2025,2468.TW,868.43,⚠️ 獲利稀釋,11.41%,30.21,19.94,42.300000000000004,2026-03,-857.3199999999999,11.879432624113473,華經,1.25,11.11,4.34%,0.3
⚪ 中性觀察,22.6499996185,2025,2010.TW,861.7,⚠️ 獲利稀釋,10.75%,40.61,0.73,86.85,2026-03,-859.9100000000001,3.9119170325561314,春源,2.32,1.79,7.04%,0.57
⚪ 數據不足,10.25,2025,9962.TWO,802.76,🔄 轉虧為盈,N/A,-122.06,-21.01,-7.199999999999999,2026-03,-861.09,0.0,有益,-0.15,-58.33,N/A,0.05
⚪ 中性觀察,40.0999984741,2025,8908.TWO,849.66,📉 獲利侵蝕,N/A,14.97,27.37,78.89999999999999,2026-03,-861.1999999999999,7.623573854391635,欣雄,2.16,-11.54,N/A,0.46
⚪ 中性觀察,36.5499992371,2025,6994.TW,871.15,⚠️ 獲利稀釋,N/A,328.87,164.5,129.75,2026-03,-864.17,4.225433437815029,富威電力,6.34,6.98,N/A,0.48
⚪ 中性觀察,477.0,2025,6196.TW,879.38,⚠️ 獲利稀釋,N/A,65.55,-15.01,584.0999999999999,2026-03,-864.61,12.249614791987675,帆宣,15.5,14.77,N/A,5.08
⚪ 數據不足,85.5,2025,3535.TW,1172.94,🔄 轉虧為盈,35.79%,-255.07,-31.12,-52.5,2026-03,-866.69,0.0,晶彩科,-1.07,306.25,12.45%,0.99
⚪ 數據不足,19.7999992371,2025,8171.TWO,959.14,⚠️ 獲利稀釋,N/A,-275.59,-66.93,-204.45,2026-03,-868.8,0.0,天宇,-5.17,90.34,N/A,-0.2
⚪ 中性觀察,216.5,2025,3147.TWO,877.13,⚠️ 獲利稀釋,13.87%,-29.4,64.32,330.59999999999997,2026-03,-873.74,9.823049001814882,大綜,8.43,3.39,5.75%,3.66
⚪ 數據不足,8.8800001144,2025,1441.TW,663.94,📉 獲利侵蝕,-0.79%,-128.03,-6.83,-18.6,2026-03,-874.6500000000001,0.0,大東,-0.45,-210.71,-10.66%,-0.62
⚪ 數據不足,18.7999992371,2025,4999.TW,623.3,📉 獲利侵蝕,N/A,-272.92,-0.19,-70.94999999999999,2026-03,-876.63,0.0,鑫禾,-1.68,-253.33,N/A,-0.54
⚪ 數據不足,111.5,2025,6588.TWO,969.39,⚠️ 獲利稀釋,N/A,57.14,27.54,-84.9,2026-03,-880.8199999999999,0.0,東典光電,-1.77,88.57,N/A,-0.08
⚪ 數據不足,11.0500001907,2025,3322.TWO,635.46,📉 獲利侵蝕,12.86%,-15.66,6.3,-46.5,2026-03,-885.46,0.0,建舜電,-0.96,-250.0,-5.35%,-0.64
⚪ 中性觀察,21.3999996185,2025,8463.TW,1065.47,⚠️ 獲利稀釋,N/A,48.0,8.31,75.45,2026-03,-885.47,4.254473085188867,潤泰材,1.85,180.0,N/A,0.42
⚪ 中性觀察,61.5999984741,2025,2949.TWO,861.36,📉 獲利侵蝕,11.53%,6.89,21.07,129.60000000000002,2026-03,-889.79,7.129629453020833,欣新網,3.63,-28.43,2.34%,0.74
⚪ 中性觀察,35.7000007629,2025,8032.TWO,984.81,⚠️ 獲利稀釋,N/A,1.86,25.77,75.6,2026-03,-892.9699999999999,7.08333348470238,光菱,2.19,91.84,N/A,0.94
⚪ 數據不足,8.6000003815,2025,6142.TW,633.91,📉 獲利侵蝕,N/A,48.0,52.32,-12.75,2026-03,-893.91,0.0,友勁,-0.26,-260.0,N/A,-0.18
⚪ 數據不足,81.4000015259,2025,8054.TWO,992.49,⚠️ 獲利稀釋,N/A,-37.72,30.97,-104.69999999999999,2026-03,-894.01,0.0,安國,-3.19,98.48,N/A,-0.01
⚪ 中性觀察,24.1000003815,2025,3188.TWO,1815.36,⚠️ 獲利稀釋,N/A,81.45,79.14,143.55,2026-03,-897.18,2.518286351253918,鑫龍騰,4.05,918.18,N/A,2.24
❌ 暫避觀望,49.4500007629,2025,2630.TW,863.6,📉 獲利侵蝕,8.38%,49.25,4.89,37.95,2026-03,-899.3100000000001,19.545454846996044,亞航,1.0,-35.71,2.16%,0.09
⚪ 數據不足,10.5500001907,2025,3011.TW,891.37,📉 獲利侵蝕,10.61%,-5.88,-34.5,-82.64999999999999,2026-03,-906.12,0.0,今皓,-2.55,-14.75,-45.08%,-0.73
⚪ 數據不足,43.25,2025,6742.TW,629.73,📉 獲利侵蝕,N/A,-603.33,-20.15,-68.55000000000001,2026-03,-907.51,0.0,澤米,-1.52,-277.78,N/A,-0.35
⚪ 數據不足,21.5,2025,3390.TWO,551.38,📉 獲利侵蝕,17.06%,-138.3,-7.45,-33.9,2026-03,-908.52,0.0,旭軟,-0.55,-357.14,1.24%,-0.18
⚪ 數據不足,40.3499984741,2025,5484.TW,1065.26,🔄 轉虧為盈,N/A,33.33,9.99,-30.749999999999996,2026-03,-913.7,0.0,慧友,-0.6,151.56,N/A,0.33
⚪ 數據不足,24.2000007629,2025,8215.TW,391.62,📉 獲利侵蝕,N/A,-283.87,-4.0,-26.1,2026-03,-918.29,0.0,明基材,-1.14,-526.67,N/A,-0.64
⚪ 中性觀察,27.5499992371,2025,2432.TW,929.95,⚠️ 獲利稀釋,14.91%,1.06,25.63,53.99999999999999,2026-03,-921.62,7.652777565861112,倚天酷��-創,1.88,8.33,7.25%,0.26
⚪ 數據不足,20.2999992371,2025,3346.TW,557.02,📉 獲利侵蝕,N/A,-95.34,-8.52,-26.999999999999996,2026-03,-925.02,0.0,麗清,0.11,-368.0,N/A,-0.67
⚪ 數據不足,19.8500003815,2025,6283.TW,979.38,⚠️ 獲利稀釋,N/A,-128.95,14.75,-14.7,2026-03,-926.05,0.0,淳安,-0.22,53.33,N/A,-0.07
⚪ 中性觀察,82.3000030518,2025,2439.TW,902.2,📉 獲利侵蝕,11.63%,-37.71,6.01,173.85,2026-03,-928.82,7.100949357359793,美律,5.36,-26.62,3.86%,1.03
⚪ 中性觀察,24.6499996185,2025,5016.TWO,919.31,📉 獲利侵蝕,N/A,-12.28,0.57,52.35,2026-03,-933.5999999999999,7.063037139971346,松和,1.5,-14.29,N/A,0.36
⚪ 中性觀察,20.4500007629,2025,5548.TWO,942.93,⚠️ 獲利稀釋,N/A,9.24,14.56,64.49999999999999,2026-03,-937.93,4.755814130906978,安倉,2.03,5.0,N/A,0.42
⚪ 中性觀察,32.6500015259,2025,8213.TW,888.91,📉 獲利侵蝕,N/A,-17.45,3.73,83.55000000000001,2026-03,-942.04,5.861759699443447,志超,2.27,-53.13,N/A,0.3
⚪ 中性觀察,24.0,2025,5310.TWO,853.85,📉 獲利侵蝕,N/A,-82.78,-40.09,33.0,2026-03,-942.09,10.909090909090908,天剛,0.52,-88.24,N/A,0.06
⚪ 中性觀察,62.0,2025,2643.TWO,887.43,📉 獲利侵蝕,5.79%,3.11,59.7,203.85,2026-03,-949.2299999999999,4.562178072111847,捷迅,6.3,-61.8,2.48%,0.68
⚪ 數據不足,17.3500003815,2025,8921.TWO,901.62,📉 獲利侵蝕,N/A,52.17,-0.02,-11.55,2026-03,-954.56,0.0,沈氏,-0.11,-52.94,N/A,-0.26
⚪ 中性觀察,19.5499992371,2025,2331.TW,866.28,📉 獲利侵蝕,9.91%,981.25,14.95,58.35,2026-03,-955.5,5.025706744755784,精英,1.41,-89.22,-0.28%,0.11
⚪ 中性觀察,95.5,2025,2637.TW,1728.18,⚠️ 獲利稀釋,37.77%,-34.78,-17.06,145.35,2026-03,-961.5100000000001,9.855521155830754,慧洋-KY,5.27,766.67,36.66%,1.6
⚪ 數據不足,13.8500003815,2025,2023.TW,813.75,📉 獲利侵蝕,7.45%,-129.63,-8.68,-67.64999999999999,2026-03,-963.75,0.0,燁輝,-1.85,-150.0,-2.27%,-0.4
⚪ 數據不足,22.3999996185,2025,3508.TWO,1042.99,⚠️ 獲利稀釋,1.54%,6.88,27.53,-55.05,2026-03,-968.63,0.0,位速,-1.51,74.36,-34.06%,-0.1
⚪ 數據不足,24.1499996185,2025,3349.TWO,279.91,📉 獲利侵蝕,15.17%,9.52,5.58,-41.400000000000006,2026-03,-979.9100000000001,0.0,寶德,-1.02,-700.0,-15.09%,-0.48
⚪ 數據不足,19.6499996185,2025,2239.TW,1032.08,⚠️ 獲利稀釋,11.02%,-8644.44,-11.17,-252.15000000000003,2026-03,-980.3599999999999,0.0,英利-KY,-7.87,51.72,-2.22%,-1.68
⚪ 中性觀察,31.0499992371,2025,2353.TW,1018.02,⚠️ 獲利稀釋,11.56%,-31.87,4.14,43.8,2026-03,-982.73,10.633561382568493,宏��,1.26,35.29,2.51%,0.23
⚪ 中性觀察,29.0,2025,8183.TWO,1114.03,⚠️ 獲利稀釋,N/A,-26.77,-0.51,54.300000000000004,2026-03,-983.26,8.011049723756907,精星,2.39,130.77,N/A,0.3
⚪ 數據不足,19.1000003815,2025,7723.TWO,75.25,📉 獲利侵蝕,N/A,-259.36,-14.66,-171.60000000000002,2026-03,-984.34,0.0,築間,-6.69,-909.09,N/A,-0.9
⚪ 數據不足,15.0500001907,2025,2734.TWO,1136.23,🔄 轉虧為盈,15.72%,-286.84,2.6,-44.7,2026-03,-984.71,0.0,易飛網,-1.42,151.52,-0.44%,0.17
⚪ 數據不足,14.1000003815,2025,6116.TW,1061.93,⚠️ 獲利稀釋,N/A,58.56,14.78,-27.599999999999998,2026-03,-985.9300000000001,0.0,彩晶,-0.75,76.0,N/A,-0.06
⚪ 數據不足,14.8000001907,2025,8066.TWO,503.59,📉 獲利侵蝕,N/A,-1354.17,-12.26,-118.8,2026-03,-998.5899999999999,0.0,來思達,-3.49,-495.0,N/A,-0.91
⚪ 中性觀察,48.8499984741,2025,6189.TW,974.87,📉 獲利侵蝕,N/A,-57.28,-21.83,95.7,2026-03,-999.11,7.656739572742946,豐藝,2.73,-24.24,N/A,1.0
⚪ 數據不足,14.3500003815,2025,1338.TW,246.12,📉 獲利侵蝕,22.76%,-92.04,2.83,-112.80000000000001,2026-03,-999.97,0.0,廣華-KY,-2.24,-753.85,-1.26%,-1.15
⚪ 數據不足,15.3500003815,2025,6872.TWO,1008.82,⚠️ 獲利稀釋,N/A,-38.16,-61.92,-76.95,2026-03,-1002.0,0.0,浩宇生醫,-2.14,6.82,N/A,-0.41
❌ 暫避觀望,20.5,2025,6020.TWO,1394.7,⚠️ 獲利稀釋,N/A,-45.83,-32.9,17.099999999999998,2026-03,-1006.46,17.98245614035088,大展證,0.39,388.24,N/A,0.49
⚪ 數據不足,39.4500007629,2025,3207.TWO,881.55,📉 獲利侵蝕,11.52%,-440.0,26.05,-7.800000000000001,2026-03,-1006.55,0.0,耀勝,-0.82,-125.0,-13.20%,-0.45
❌ 暫避觀望,40.5499992371,2025,2489.TW,960.71,📉 獲利侵蝕,9.15%,-31.22,6.13,37.49999999999999,2026-03,-1013.84,16.219999694840006,瑞軒,1.22,-53.13,0.67%,0.15
❌ 暫避觀望,18.25,2025,3191.TWO,325.38,📉 獲利侵蝕,29.43%,189.47,-7.75,2.999999999999999,2026-03,-1025.38,91.25000000000001,雲嘉南,0.51,-700.0,-10.81%,-0.32
⚪ 數據不足,173.0,2025,5475.TWO,1288.64,🔄 轉虧為盈,N/A,88.24,58.82,-6.6000000000000005,2026-03,-1028.64,0.0,德宏,-0.16,260.0,N/A,0.24
⚪ 數據不足,61.7999992371,2025,6796.TW,129.28,📉 獲利侵蝕,N/A,25.0,22.72,-24.150000000000002,2026-03,-1029.28,0.0,晉弘,0.2,-900.0,N/A,-0.32
❌ 暫避觀望,61.5,2025,8131.TW,1219.6,⚠️ 獲利稀釋,N/A,-33.33,11.07,39.300000000000004,2026-03,-1037.25,23.47328244274809,福懋科,1.36,182.35,N/A,0.96
❌ 暫避觀望,87.5,2025,8150.TW,1237.92,⚠️ 獲利稀釋,N/A,-64.1,5.45,13.649999999999999,2026-03,-1037.92,96.15384615384616,南茂,0.7,200.0,N/A,0.72
⚪ 中性觀察,11.1499996185,2025,1219.TW,1053.77,⚠️ 獲利稀釋,9.65%,-15.09,0.36,13.05,2026-03,-1043.77,12.816091515517241,福壽,0.45,10.0,1.10%,0.11
⚪ 數據不足,69.1999969482,2025,5464.TWO,1000.02,🔄 轉虧為盈,N/A,-248.85,-7.42,-131.54999999999998,2026-03,-1046.69,0.0,霖宏,-2.59,-46.67,N/A,0.16
⚪ 中性觀察,91.4000015259,2025,3706.TW,1046.4,📉 獲利侵蝕,10.03%,57.01,72.06,184.04999999999998,2026-03,-1047.3000000000002,7.449062879046455,神達,5.15,-0.9,3.96%,1.1
⚪ 中性觀察,24.6499996185,2025,1225.TW,1074.05,⚠️ 獲利稀釋,10.74%,8.0,-6.25,59.7,2026-03,-1058.26,6.193467240829145,福懋油,1.62,15.79,5.38%,0.44
⚪ 數據不足,13.8000001907,2025,8105.TW,1393.26,🔄 轉虧為盈,N/A,-300.0,-1.96,-15.0,2026-03,-1063.26,0.0,凌巨,-0.3,330.0,N/A,0.43
⚪ 中性觀察,251.5,2025,8454.TW,1037.73,📉 獲利侵蝕,N/A,-17.53,-3.46,412.79999999999995,2026-03,-1066.47,9.138808139534886,富邦媒,11.29,-28.74,N/A,2.43
⚪ 中性觀察,29.1000003815,2025,6270.TWO,1087.95,⚠️ 獲利稀釋,N/A,66.15,4.86,38.1,2026-03,-1067.95,11.456693063582676,倍微,1.08,20.0,N/A,0.24
❌ 暫避觀望,36.7999992371,2025,1235.TW,526.87,📉 獲利侵蝕,27.19%,-140.0,55.97,10.949999999999998,2026-03,-1069.73,50.41095785904111,興泰,-0.03,-542.86,-0.09%,-0.54
⚪ 中性觀察,347.5,2025,2376.TW,1138.84,⚠️ 獲利稀釋,10.28%,24.57,27.07,735.45,2026-03,-1069.81,7.087497450540485,技嘉,18.2,69.03,4.26%,7.86
❌ 暫避觀望,35.25,2025,2483.TW,1259.84,⚠️ 獲利稀釋,8.90%,71.43,-2.48,32.7,2026-03,-1071.6,16.1697247706422,百容,0.6,188.24,-6.13%,0.15
⚪ 數據不足,7.6999998093,2025,4426.TW,1100.69,⚠️ 獲利稀釋,N/A,-116.18,-9.17,-111.9,2026-03,-1083.04,0.0,利勤,-2.94,17.65,N/A,-0.28
❌ 暫避觀望,24.0,2025,8455.TWO,1248.87,⚠️ 獲利稀釋,N/A,102.7,-6.4,2.8499999999999996,2026-03,-1091.29,126.31578947368423,大拓-KY,0.02,157.58,N/A,0.19
⚪ 數據不足,5.8499999046,2025,5355.TWO,848.03,📉 獲利侵蝕,N/A,-21.74,-3.95,-38.1,2026-03,-1098.03,0.0,佳總,-1.12,-250.0,N/A,-0.14
