=== 殖利率掃描報告 (20260506) ===
基準條件: 10日新高 或 歷史分位 > 80%
--------------------------------------------------
[🔥 10日新高] 6596.TWO: 19.18% (歷史分位: 97.8%)
[🔥 10日新高] 2528.TW: 13.48% (歷史分位: 100.0%)
[🔥 10日新高] 2543.TW: 11.45% (歷史分位: 100.0%)
[🔥 10日新高] 1436.TW: 10.24% (歷史分位: 29.4%)
[🔥 10日新高] 6523.TWO: 10.19% (歷史分位: 100.0%)
[🔥 10日新高] 2542.TW: 10.1% (歷史分位: 98.5%)
[🔥 10日新高] 4303.TWO: 9.56% (歷史分位: 100.0%)
[🔥 10日新高] 6294.TWO: 9.17% (歷史分位: 97.8%)
[🔥 10日新高] 5212.TWO: 9.03% (歷史分位: 100.0%)
[🔥 10日新高] 9949.TWO: 9.02% (歷史分位: 100.0%)
[🔥 10日新高] 5520.TWO: 8.86% (歷史分位: 98.6%)
[🔥 10日新高] 3512.TWO: 8.74% (歷史分位: 100.0%)
[🔥 10日新高] 3040.TW: 8.18% (歷史分位: 98.5%)
[🔥 10日新高] 2916.TWO: 8.04% (歷史分位: 100.0%)
[🔥 10日新高] 4167.TWO: 7.94% (歷史分位: 100.0%)
[🔥 10日新高] 2540.TW: 7.91% (歷史分位: 25.7%)
[🔥 10日新高] 8433.TWO: 7.78% (歷史分位: 24.6%)
[🔥 10日新高] 6754.TW: 7.7% (歷史分位: 15.7%)
[🔥 10日新高] 2941.TWO: 7.65% (歷史分位: 86.2%)
[🔥 10日新高] 7811.TWO: 7.64% (歷史分位: 100.0%)
[🔥 10日新高] 4138.TWO: 7.62% (歷史分位: 34.8%)
[🔥 10日新高] 4417.TWO: 7.56% (歷史分位: 100.0%)
[🔥 10日新高] 2752.TWO: 7.46% (歷史分位: 100.0%)
[🔥 10日新高] 5287.TWO: 7.38% (歷史分位: 100.0%)
[🔥 10日新高] 2751.TWO: 7.34% (歷史分位: 83.3%)
[🔥 10日新高] 3158.TWO: 7.3% (歷史分位: 99.1%)
[🔥 10日新高] 5315.TWO: 7.21% (歷史分位: 100.0%)
[🔥 10日新高] 2109.TW: 7.14% (歷史分位: 26.5%)
[🔥 10日新高] 2539.TW: 7.05% (歷史分位: 98.5%)
[🔥 10日新高] 8938.TWO: 7.04% (歷史分位: 100.0%)
[🔥 10日新高] 2477.TW: 6.86% (歷史分位: 100.0%)
[🔥 10日新高] 9907.TW: 6.82% (歷史分位: 100.0%)
[🔥 10日新高] 8367.TW: 6.78% (歷史分位: 100.0%)
[🔥 10日新高] 6281.TW: 6.76% (歷史分位: 97.8%)
[🔥 10日新高] 8424.TWO: 6.74% (歷史分位: 97.8%)
[🔥 10日新高] 2066.TWO: 6.73% (歷史分位: 100.0%)
[🔥 10日新高] 8924.TWO: 6.72% (歷史分位: 100.0%)
[🔥 10日新高] 5312.TWO: 6.71% (歷史分位: 28.3%)
[🔥 10日新高] 9935.TW: 6.65% (歷史分位: 26.5%)
[🔥 10日新高] 4153.TWO: 6.62% (歷史分位: 100.0%)
[🔥 10日新高] 1294.TWO: 6.33% (歷史分位: 99.3%)
[🔥 10日新高] 5604.TWO: 6.33% (歷史分位: 100.0%)
[🔥 10日新高] 6997.TWO: 6.29% (歷史分位: 100.0%)
[🔥 10日新高] 1616.TW: 6.25% (歷史分位: 71.3%)
[🔥 10日新高] 4104.TW: 6.09% (歷史分位: 100.0%)
[🔥 10日新高] 6806.TW: 6.09% (歷史分位: 100.0%)
[🔥 10日新高] 6910.TWO: 6.01% (歷史分位: 96.7%)
[🔥 10日新高] 9910.TW: 5.96% (歷史分位: 100.0%)
[🔥 10日新高] 2948.TWO: 5.96% (歷史分位: 100.0%)
[🔥 10日新高] 2063.TWO: 5.92% (歷史分位: 29.0%)
[🔥 10日新高] 4123.TWO: 5.92% (歷史分位: 100.0%)
[🔥 10日新高] 5878.TWO: 5.91% (歷史分位: 100.0%)
[🔥 10日新高] 6890.TW: 5.81% (歷史分位: 97.8%)
[🔥 10日新高] 1210.TW: 5.77% (歷史分位: 100.0%)
[🔥 10日新高] 9924.TW: 5.77% (歷史分位: 35.8%)
[🔥 10日新高] 6846.TWO: 5.76% (歷史分位: 100.0%)
[🔥 10日新高] 8342.TWO: 5.71% (歷史分位: 18.1%)
[🔥 10日新高] 6263.TWO: 5.69% (歷史分位: 10.9%)
[🔥 10日新高] 2248.TW: 5.65% (歷史分位: 71.6%)
[🔥 10日新高] 4173.TWO: 5.62% (歷史分位: 89.1%)
[🔥 10日新高] 4175.TWO: 5.58% (歷史分位: 98.6%)
[🔥 10日新高] 8049.TWO: 5.56% (歷史分位: 25.4%)
[🔥 10日新高] 1264.TWO: 5.54% (歷史分位: 100.0%)
[🔥 10日新高] 1615.TW: 5.49% (歷史分位: 91.2%)
[🔥 10日新高] 2732.TWO: 5.41% (歷史分位: 26.8%)
[🔥 10日新高] 1539.TW: 5.38% (歷史分位: 98.5%)
[🔥 10日新高] 2812.TW: 5.37% (歷史分位: 72.8%)
[🔥 10日新高] 8473.TW: 5.35% (歷史分位: 98.5%)
[🔥 10日新高] 4306.TW: 5.34% (歷史分位: 22.1%)
[🔥 10日新高] 6971.TWO: 5.29% (歷史分位: 100.0%)
[🔥 10日新高] 9931.TW: 5.24% (歷史分位: 39.0%)
[🔥 10日新高] 1734.TW: 5.18% (歷史分位: 96.3%)
[🔥 10日新高] 8034.TWO: 5.07% (歷史分位: 96.4%)
[🔥 10日新高] 8467.TW: 5.06% (歷史分位: 100.0%)
[🔥 10日新高] 4433.TWO: 5.05% (歷史分位: 100.0%)
[🔥 10日新高] 2816.TW: 5.0% (歷史分位: 36.0%)
[🔥 10日新高] 2756.TWO: 5.0% (歷史分位: 100.0%)
[🔥 10日新高] 9914.TW: 4.96% (歷史分位: 87.5%)
[🔥 10日新高] 4584.TWO: 4.96% (歷史分位: 97.1%)
[🔥 10日新高] 3293.TWO: 4.92% (歷史分位: 94.2%)
[🔥 10日新高] 7794.TWO: 4.88% (歷史分位: 100.0%)
[🔥 10日新高] 5465.TWO: 4.87% (歷史分位: 26.1%)
[🔥 10日新高] 2235.TWO: 4.81% (歷史分位: 24.6%)
[🔥 10日新高] 8464.TW: 4.71% (歷史分位: 97.1%)
[🔥 10日新高] 8403.TWO: 4.71% (歷史分位: 100.0%)
[🔥 10日新高] 5306.TW: 4.67% (歷史分位: 34.3%)
[🔥 10日新高] 1227.TW: 4.66% (歷史分位: 74.3%)
[🔥 10日新高] 1702.TW: 4.62% (歷史分位: 26.5%)
[🔥 10日新高] 3056.TW: 4.62% (歷史分位: 25.0%)
[🔥 10日新高] 8908.TWO: 4.62% (歷史分位: 100.0%)
[🔥 10日新高] 1733.TW: 4.61% (歷史分位: 98.5%)
[🔥 10日新高] 1323.TW: 4.57% (歷史分位: 25.7%)
[🔥 10日新高] 3164.TW: 4.55% (歷史分位: 99.3%)
[🔥 10日新高] 3492.TWO: 4.46% (歷史分位: 99.3%)
[🔥 10日新高] 6904.TWO: 4.42% (歷史分位: 27.5%)
[🔥 10日新高] 2904.TW: 4.38% (歷史分位: 25.0%)
[🔥 10日新高] 1216.TW: 4.37% (歷史分位: 100.0%)
[🔥 10日新高] 6216.TW: 4.37% (歷史分位: 25.0%)
[🔥 10日新高] 3045.TW: 4.36% (歷史分位: 86.0%)
[🔥 10日新高] 4401.TWO: 4.26% (歷史分位: 78.3%)
[🔥 10日新高] 5288.TW: 4.17% (歷史分位: 9.6%)
[🔥 10日新高] 2729.TWO: 4.17% (歷史分位: 24.6%)
[🔥 10日新高] 8272.TWO: 4.06% (歷史分位: 100.0%)
[🔥 10日新高] 2430.TW: 4.02% (歷史分位: 27.9%)
[🔥 10日新高] 6730.TWO: 3.96% (歷史分位: 78.3%)
[🔥 10日新高] 8928.TWO: 3.86% (歷史分位: 33.3%)
[🔥 10日新高] 8048.TWO: 3.76% (歷史分位: 28.3%)
[🔥 10日新高] 1219.TW: 3.73% (歷史分位: 95.6%)
[🔥 10日新高] 4163.TWO: 3.68% (歷史分位: 69.6%)
[🔥 10日新高] 3546.TWO: 3.66% (歷史分位: 26.1%)
[🔥 10日新高] 6923.TW: 3.63% (歷史分位: 19.4%)
[🔥 10日新高] 2596.TWO: 3.49% (歷史分位: 100.0%)
[🔥 10日新高] 8426.TWO: 3.46% (歷史分位: 25.4%)
[🔥 10日新高] 8349.TWO: 3.45% (歷史分位: 11.6%)
[🔥 10日新高] 8941.TWO: 3.4% (歷史分位: 24.6%)
[🔥 10日新高] 8099.TWO: 3.34% (歷史分位: 84.8%)
[🔥 10日新高] 4930.TW: 3.33% (歷史分位: 29.4%)
[🔥 10日新高] 6804.TWO: 3.33% (歷史分位: 31.9%)
[🔥 10日新高] 6582.TW: 3.29% (歷史分位: 95.6%)
[🔥 10日新高] 5014.TWO: 3.22% (歷史分位: 100.0%)
[🔥 10日新高] 5603.TWO: 3.15% (歷史分位: 26.1%)
[🔥 10日新高] 6925.TWO: 3.03% (歷史分位: 100.0%)
[🔥 10日新高] 6862.TW: 2.99% (歷史分位: 28.4%)
[🔥 10日新高] 6906.TW: 2.96% (歷史分位: 25.4%)
[🔥 10日新高] 5230.TWO: 2.96% (歷史分位: 64.5%)
[🔥 10日新高] 6620.TWO: 2.83% (歷史分位: 84.3%)
[🔥 10日新高] 6185.TWO: 2.82% (歷史分位: 97.8%)
[🔥 10日新高] 6233.TWO: 2.82% (歷史分位: 89.9%)
[🔥 10日新高] 6180.TWO: 2.62% (歷史分位: 31.2%)
[🔥 10日新高] 1217.TW: 2.58% (歷史分位: 26.5%)
[🔥 10日新高] 1735.TW: 2.52% (歷史分位: 19.9%)
[🔥 10日新高] 4755.TW: 2.52% (歷史分位: 19.1%)
[🔥 10日新高] 5013.TWO: 2.51% (歷史分位: 28.3%)
[🔥 10日新高] 2536.TW: 2.45% (歷史分位: 98.5%)
[🔥 10日新高] 1473.TW: 2.42% (歷史分位: 27.9%)
[🔥 10日新高] 7792.TWO: 2.41% (歷史分位: 35.6%)
[🔥 10日新高] 2642.TW: 2.33% (歷史分位: 100.0%)
[🔥 10日新高] 6720.TWO: 2.21% (歷史分位: 29.7%)
[🔥 10日新高] 1541.TW: 2.15% (歷史分位: 88.2%)
[🔥 10日新高] 5015.TWO: 2.14% (歷史分位: 27.5%)
[🔥 10日新高] 6725.TWO: 2.11% (歷史分位: 21.5%)
[🔥 10日新高] 3047.TW: 2.07% (歷史分位: 98.5%)
[🔥 10日新高] 3050.TW: 2.06% (歷史分位: 27.9%)
[🔥 10日新高] 1599.TWO: 2.02% (歷史分位: 100.0%)
[🔥 10日新高] 6508.TWO: 2.0% (歷史分位: 27.5%)
[🔥 10日新高] 1714.TW: 1.96% (歷史分位: 25.0%)
[🔥 10日新高] 5450.TWO: 1.95% (歷史分位: 26.1%)
[🔥 10日新高] 6612.TWO: 1.92% (歷史分位: 97.1%)
[🔥 10日新高] 1338.TW: 1.9% (歷史分位: 14.0%)
[🔥 10日新高] 6231.TWO: 1.89% (歷史分位: 7.2%)
[🔥 10日新高] 4569.TW: 1.88% (歷史分位: 10.4%)
[🔥 10日新高] 6955.TW: 1.88% (歷史分位: 100.0%)
[🔥 10日新高] 3563.TW: 1.68% (歷史分位: 79.1%)
[🔥 10日新高] 4413.TWO: 1.61% (歷史分位: 79.7%)
[🔥 10日新高] 3380.TW: 1.57% (歷史分位: 31.6%)
[🔥 10日新高] 5234.TW: 1.57% (歷史分位: 70.6%)
[🔥 10日新高] 3543.TW: 1.53% (歷史分位: 100.0%)
[🔥 10日新高] 6916.TW: 1.53% (歷史分位: 34.3%)
[🔥 10日新高] 6840.TWO: 1.49% (歷史分位: 81.9%)
[🔥 10日新高] 1308.TW: 1.46% (歷史分位: 25.0%)
[🔥 10日新高] 1321.TW: 1.3% (歷史分位: 100.0%)
[🔥 10日新高] 7788.TW: 1.22% (歷史分位: 8.7%)
[🔥 10日新高] 1784.TWO: 1.21% (歷史分位: 29.7%)
[🔥 10日新高] 4999.TW: 1.18% (歷史分位: 22.1%)
[🔥 10日新高] 4160.TWO: 1.16% (歷史分位: 31.2%)
[🔥 10日新高] 1304.TW: 1.14% (歷史分位: 21.3%)
[🔥 10日新高] 6931.TW: 1.11% (歷史分位: 100.0%)
[🔥 10日新高] 4414.TW: 1.1% (歷史分位: 100.0%)
[🔥 10日新高] 4706.TWO: 0.97% (歷史分位: 10.9%)
[🔥 10日新高] 3552.TWO: 0.93% (歷史分位: 13.8%)
[🔥 10日新高] 1815.TWO: 0.88% (歷史分位: 100.0%)
[🔥 10日新高] 3017.TW: 0.86% (歷史分位: 75.0%)
[🔥 10日新高] 1309.TW: 0.82% (歷史分位: 20.6%)
[🔥 10日新高] 1305.TW: 0.75% (歷史分位: 26.5%)
[🔥 10日新高] 8354.TWO: 0.72% (歷史分位: 17.4%)
[🔥 10日新高] 6692.TWO: 0.64% (歷史分位: 18.1%)
[🔥 10日新高] 3653.TW: 0.51% (歷史分位: 30.1%)
[🔥 10日新高] 7717.TWO: 0.49% (歷史分位: 88.1%)
[🔥 10日新高] 2231.TW: 0.43% (歷史分位: 14.7%)
[💎 歷史高位] 3712.TW: 14.93% (歷史分位: 90.3%)
[💎 歷史高位] 2442.TW: 14.59% (歷史分位: 95.6%)
[💎 歷史高位] 3489.TWO: 13.7% (歷史分位: 98.6%)
[💎 歷史高位] 2718.TWO: 12.79% (歷史分位: 99.3%)
[💎 歷史高位] 3188.TWO: 12.73% (歷史分位: 97.8%)
[💎 歷史高位] 6186.TWO: 12.54% (歷史分位: 99.3%)
[💎 歷史高位] 5546.TW: 12.08% (歷史分位: 92.5%)
[💎 歷史高位] 1432.TW: 11.9% (歷史分位: 94.9%)
[💎 歷史高位] 5519.TW: 11.69% (歷史分位: 97.8%)
[💎 歷史高位] 5213.TWO: 10.92% (歷史分位: 98.6%)
[💎 歷史高位] 6743.TW: 10.29% (歷史分位: 99.3%)
[💎 歷史高位] 2371.TW: 10.23% (歷史分位: 94.9%)
[💎 歷史高位] 8446.TWO: 9.47% (歷史分位: 97.1%)
[💎 歷史高位] 5547.TWO: 8.95% (歷史分位: 83.6%)
[💎 歷史高位] 2530.TW: 8.92% (歷史分位: 93.4%)
[💎 歷史高位] 5706.TW: 8.75% (歷史分位: 87.5%)
[💎 歷史高位] 4523.TWO: 8.62% (歷史分位: 81.2%)
[💎 歷史高位] 4120.TWO: 8.58% (歷史分位: 89.1%)
[💎 歷史高位] 2762.TW: 8.15% (歷史分位: 80.6%)
[💎 歷史高位] 2010.TW: 8.05% (歷史分位: 87.5%)
[💎 歷史高位] 5548.TWO: 8.05% (歷史分位: 92.8%)
[💎 歷史高位] 2534.TW: 7.98% (歷史分位: 99.3%)
[💎 歷史高位] 2731.TW: 7.98% (歷史分位: 89.0%)
[💎 歷史高位] 5511.TWO: 7.97% (歷史分位: 96.4%)
[💎 歷史高位] 5522.TW: 7.96% (歷史分位: 91.2%)
