日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-25,2317,鴻海,257.5,241.21,2000,32580,6.75%
2026-06-25,4142,國光生,17.1,25.32,1000,-8220,-32.46%
2026-06-25,0050,元大台灣50,107.2,46.6,16000,969600,130.04%
2026-06-25,0056,元大高股息,53.2,36.43,4000,67080,46.03%
2026-06-25,00635U,期元大S&P黃金,41.66,55.25,3000,-40770,-24.60%
2026-06-25,00738U,期元大道瓊白銀,46.24,66.26,1000,-20020,-30.21%
2026-06-25,00929,復華台灣科技優息,31.86,19.73,8000,97040,61.48%
2026-06-25,009816,凱基台灣TOP50,15.59,11.01,63000,288540,41.60%
2026-06-25,00990A,主動元大AI新經濟,21.18,11.48,5000,48500,84.49%
2026-06-25,2009,第一銅,38.7,50.56,4000,-47440,-23.46%
2026-06-25,2337,旺宏,161.5,95.28,2000,132440,69.50%
2026-06-25,2409,友達,30.4,16.21,2000,28380,87.54%
2026-06-25,3481,群創,70.9,25.1,4000,183200,182.47%
2026-06-25,6806,森崴能源,3.51,45.39,5000,-209400,-92.27%
2026-06-25,3105,穩懋,463.0,556.47,300,-28041,-16.80%
2026-06-25,4966,譜瑞-KY,658.0,1921.64,1000,-1263640,-65.76%
2026-06-25,2327,國巨*,1125.0,1030.0,1,95,9.22%
2026-06-25,00403A,主動統一升級50,11.11,10.68,26000,11180,4.03%
2026-06-25,00981A,主動統一台股增長,31.5,27.48,2000,8040,14.63%
2026-06-25,2330,台積電,2390.0,225.55,10,21644,959.63%
2026-06-25,6789,采鈺,534.0,593.5,400,-23800,-10.03%
2026-06-25,6849,奇鼎科技,152.0,266.4,280,-32032,-42.94%
2026-06-25,7853,政美應用,327.5,409.29,280,-22901,-19.98%
2026-06-25,3576,聯合再生,17.25,18.15,5000,-4500,-4.96%
2026-06-25,1721,三晃,24.3,27.88,3000,-10750,-12.85%
2026-06-25,8215,明基材,29.55,31.6,200,-410,-6.49%
2026-06-25,00405A,主動富邦台灣龍耀,9.43,9.34,11000,990,0.96%
2026-06-25,5498,凱崴,62.1,69.61,188,-1412,-10.79%
2026-06-25,1301,台塑,58.0,50.5,100,750,14.85%
2026-06-25,6498,久禾光,100.5,67.3,12,398,49.33%
2026-06-25,009821,野村稀土關鍵資源,14.61,17.3,12000,-32280,-15.55%
