日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-09-10,2317,鴻海,252.0,241.21,2000,21580,4.47%
2026-09-10,4142,國光生,17.75,25.32,1000,-7570,-29.90%
2026-09-10,0050,元大台灣50,109.9,46.6,16000,1012800,135.84%
2026-09-10,0056,元大高股息,55.85,36.43,4000,77680,53.31%
2026-09-10,00635U,期元大S&P黃金,45.57,55.25,3000,-29040,-17.52%
2026-09-10,00738U,期元大道瓊白銀,52.4,66.26,1000,-13860,-20.92%
2026-09-10,00929,復華台灣科技優息,29.38,19.73,8000,77200,48.91%
2026-09-10,009816,凱基台灣TOP50,16.17,11.01,63000,325080,46.87%
2026-09-10,00990A,主動元大AI新經濟,15.17,11.48,5000,18450,32.14%
2026-09-10,2009,第一銅,40.5,50.56,4000,-40240,-19.90%
2026-09-10,2337,旺宏,126.5,95.28,2000,62440,32.77%
2026-09-10,2409,友達,30.5,16.21,2000,28580,88.16%
2026-09-10,3481,群創,50.1,25.1,4000,100000,99.60%
2026-09-10,3105,穩懋,464.0,556.47,300,-27741,-16.62%
2026-09-10,4966,譜瑞-KY,550.0,1921.64,1000,-1371640,-71.38%
2026-09-10,2327,國巨*,565.0,1030.0,1,-465,-45.15%
2026-09-10,00403A,主動統一升級50,10.39,10.68,26000,-7540,-2.72%
2026-09-10,00981A,主動統一台股增長,30.12,27.48,2000,5280,9.61%
2026-09-10,2330,台積電,2465.0,225.55,10,22394,992.88%
2026-09-10,6789,采鈺,475.5,593.5,400,-47200,-19.88%
2026-09-10,6849,奇鼎科技,187.5,266.4,280,-22092,-29.62%
2026-09-10,7853,政美應用,324.0,409.29,280,-23881,-20.84%
2026-09-10,3576,聯合再生,16.95,18.15,5000,-6000,-6.61%
2026-09-10,1721,三晃,23.7,27.88,3000,-12550,-15.00%
2026-09-10,8215,明基材,25.5,31.6,200,-1220,-19.30%
2026-09-10,00405A,主動富邦台灣龍耀,8.83,9.34,11000,-5610,-5.46%
2026-09-10,5498,凱崴,53.4,69.61,188,-3047,-23.29%
2026-09-10,1301,台塑,66.7,50.5,100,1620,32.08%
2026-09-10,6498,久禾光,70.9,67.3,12,43,5.35%
2026-09-10,009821,野村稀土關鍵資源,15.02,17.3,12000,-27360,-13.18%
